option,src_state,src_coord,target_state,target_coord,primitive_distance,within_horizon,edge_valid,visible_mass,hidden_mass,hidden_gamma_mass,hidden_argmax_state,hidden_argmax_coord,hidden_argmax_prob,reward,map,slip,step
fb_003_to_004,57,"(5, 19)",80,"(7, 19)",2.0,True,True,1.0,0.0,0.0,5,"(1, 7)",0.0,-1.97,maze,0.0,3
fb_001_to_000,4,"(1, 5)",0,"(1, 1)",4.0,True,True,1.0,0.0,0.0,5,"(1, 7)",0.0,-3.823573,maze,0.0,4
fb_002_to_000,26,"(3, 5)",0,"(1, 1)",6.0,True,True,1.0,0.0,0.0,5,"(1, 7)",0.0,-1.97,maze,0.0,4
fb_003_to_000,55,"(5, 17)",0,"(1, 1)",32.0,True,False,0.0,1.0,0.9409,35,"(3, 17)",1.0,-1.97,maze,0.0,4
fb_004_to_000,57,"(5, 19)",0,"(1, 1)",34.0,True,True,1.0,0.0,0.0,5,"(1, 7)",0.0,-1.97,maze,0.0,4
fb_005_to_000,80,"(7, 19)",0,"(1, 1)",36.0,True,True,1.0,0.0,0.0,5,"(1, 7)",0.0,-1.97,maze,0.0,4
fb_000_to_001,0,"(1, 1)",4,"(1, 5)",4.0,True,True,1.0,0.0,0.0,5,"(1, 7)",0.0,-3.823573,maze,0.0,4
fb_002_to_001,26,"(3, 5)",4,"(1, 5)",2.0,True,True,1.0,0.0,0.0,5,"(1, 7)",0.0,-1.97,maze,0.0,4
fb_003_to_001,55,"(5, 17)",4,"(1, 5)",28.0,True,False,0.0,1.0,0.9409,35,"(3, 17)",1.0,-1.97,maze,0.0,4
fb_004_to_001,57,"(5, 19)",4,"(1, 5)",30.0,True,True,1.0,0.0,0.0,5,"(1, 7)",0.0,-1.97,maze,0.0,4
fb_005_to_001,80,"(7, 19)",4,"(1, 5)",32.0,True,True,1.0,0.0,0.0,5,"(1, 7)",0.0,-1.97,maze,0.0,4
fb_000_to_002,0,"(1, 1)",26,"(3, 5)",6.0,True,True,1.0,0.0,0.0,5,"(1, 7)",0.0,-3.823573,maze,0.0,4
fb_001_to_002,4,"(1, 5)",26,"(3, 5)",2.0,True,True,1.0,0.0,0.0,5,"(1, 7)",0.0,-1.97,maze,0.0,4
fb_003_to_002,55,"(5, 17)",26,"(3, 5)",26.0,True,False,0.0,1.0,0.9409,35,"(3, 17)",1.0,-1.97,maze,0.0,4
fb_004_to_002,57,"(5, 19)",26,"(3, 5)",28.0,True,True,1.0,0.0,0.0,5,"(1, 7)",0.0,-1.97,maze,0.0,4
fb_005_to_002,80,"(7, 19)",26,"(3, 5)",30.0,True,True,1.0,0.0,0.0,5,"(1, 7)",0.0,-1.97,maze,0.0,4
fb_000_to_003,0,"(1, 1)",55,"(5, 17)",32.0,True,True,1.0,0.0,0.0,5,"(1, 7)",0.0,-3.823573,maze,0.0,4
fb_001_to_003,4,"(1, 5)",55,"(5, 17)",28.0,True,True,1.0,0.0,0.0,5,"(1, 7)",0.0,-1.97,maze,0.0,4
fb_002_to_003,26,"(3, 5)",55,"(5, 17)",26.0,True,False,0.0,1.0,0.9409,28,"(3, 7)",1.0,-1.97,maze,0.0,4
fb_004_to_003,57,"(5, 19)",55,"(5, 17)",2.0,True,True,1.0,0.0,0.0,5,"(1, 7)",0.0,-1.97,maze,0.0,4
fb_005_to_003,80,"(7, 19)",55,"(5, 17)",4.0,True,True,1.0,0.0,0.0,5,"(1, 7)",0.0,-1.97,maze,0.0,4
fb_000_to_004,0,"(1, 1)",57,"(5, 19)",34.0,True,True,1.0,0.0,0.0,5,"(1, 7)",0.0,-3.823573,maze,0.0,4
fb_001_to_004,4,"(1, 5)",57,"(5, 19)",30.0,True,True,1.0,0.0,0.0,5,"(1, 7)",0.0,-1.97,maze,0.0,4
fb_002_to_004,26,"(3, 5)",57,"(5, 19)",28.0,True,False,0.0,1.0,0.9409,28,"(3, 7)",1.0,-1.97,maze,0.0,4
fb_003_to_004,55,"(5, 17)",57,"(5, 19)",2.0,True,True,1.0,0.0,0.0,5,"(1, 7)",0.0,-1.97,maze,0.0,4
fb_005_to_004,80,"(7, 19)",57,"(5, 19)",2.0,True,True,1.0,0.0,0.0,5,"(1, 7)",0.0,-1.97,maze,0.0,4
fb_000_to_005,0,"(1, 1)",80,"(7, 19)",36.0,True,False,0.0,1.0,0.9409,23,"(3, 1)",1.0,-1.97,maze,0.0,4
fb_001_to_005,4,"(1, 5)",80,"(7, 19)",32.0,True,True,1.0,0.0,0.0,5,"(1, 7)",0.0,-1.97,maze,0.0,4
fb_002_to_005,26,"(3, 5)",80,"(7, 19)",30.0,True,False,0.0,1.0,0.9409,28,"(3, 7)",1.0,-1.97,maze,0.0,4
fb_003_to_005,55,"(5, 17)",80,"(7, 19)",4.0,True,True,1.0,0.0,0.0,5,"(1, 7)",0.0,-1.97,maze,0.0,4
fb_004_to_005,57,"(5, 19)",80,"(7, 19)",2.0,True,True,1.0,0.0,0.0,5,"(1, 7)",0.0,-1.97,maze,0.0,4
fb_001_to_000,4,"(1, 5)",0,"(1, 1)",4.0,True,True,1.0,0.0,0.0,5,"(1, 7)",0.0,-3.823573,maze,0.0,5
fb_002_to_000,26,"(3, 5)",0,"(1, 1)",6.0,True,True,1.0,0.0,0.0,5,"(1, 7)",0.0,-1.97,maze,0.0,5
fb_003_to_000,35,"(3, 17)",0,"(1, 1)",30.0,True,False,0.0,1.0,0.9409,37,"(3, 19)",1.0,-1.97,maze,0.0,5
fb_004_to_000,55,"(5, 17)",0,"(1, 1)",32.0,True,True,1.0,0.0,0.0,5,"(1, 7)",0.0,-1.97,maze,0.0,5
fb_005_to_000,57,"(5, 19)",0,"(1, 1)",34.0,True,True,1.0,0.0,0.0,5,"(1, 7)",0.0,-1.97,maze,0.0,5
fb_006_to_000,80,"(7, 19)",0,"(1, 1)",36.0,True,True,1.0,0.0,0.0,5,"(1, 7)",0.0,-1.97,maze,0.0,5
fb_000_to_001,0,"(1, 1)",4,"(1, 5)",4.0,True,True,1.0,0.0,0.0,5,"(1, 7)",0.0,-3.823573,maze,0.0,5
fb_002_to_001,26,"(3, 5)",4,"(1, 5)",2.0,True,True,1.0,0.0,0.0,5,"(1, 7)",0.0,-1.97,maze,0.0,5
fb_003_to_001,35,"(3, 17)",4,"(1, 5)",26.0,True,False,0.0,1.0,0.9409,37,"(3, 19)",1.0,-1.97,maze,0.0,5
fb_004_to_001,55,"(5, 17)",4,"(1, 5)",28.0,True,True,1.0,0.0,0.0,5,"(1, 7)",0.0,-1.97,maze,0.0,5
fb_005_to_001,57,"(5, 19)",4,"(1, 5)",30.0,True,True,1.0,0.0,0.0,5,"(1, 7)",0.0,-1.97,maze,0.0,5
fb_006_to_001,80,"(7, 19)",4,"(1, 5)",32.0,True,True,1.0,0.0,0.0,5,"(1, 7)",0.0,-1.97,maze,0.0,5
fb_000_to_002,0,"(1, 1)",26,"(3, 5)",6.0,True,True,1.0,0.0,0.0,5,"(1, 7)",0.0,-3.823573,maze,0.0,5
fb_001_to_002,4,"(1, 5)",26,"(3, 5)",2.0,True,True,1.0,0.0,0.0,5,"(1, 7)",0.0,-1.97,maze,0.0,5
fb_003_to_002,35,"(3, 17)",26,"(3, 5)",24.0,True,False,0.0,1.0,0.9409,37,"(3, 19)",1.0,-1.97,maze,0.0,5
fb_004_to_002,55,"(5, 17)",26,"(3, 5)",26.0,True,True,1.0,0.0,0.0,5,"(1, 7)",0.0,-1.97,maze,0.0,5
fb_005_to_002,57,"(5, 19)",26,"(3, 5)",28.0,True,True,1.0,0.0,0.0,5,"(1, 7)",0.0,-1.97,maze,0.0,5
fb_006_to_002,80,"(7, 19)",26,"(3, 5)",30.0,True,True,1.0,0.0,0.0,5,"(1, 7)",0.0,-1.97,maze,0.0,5
fb_000_to_003,0,"(1, 1)",35,"(3, 17)",30.0,True,True,1.0,0.0,0.0,5,"(1, 7)",0.0,-3.823573,maze,0.0,5
fb_001_to_003,4,"(1, 5)",35,"(3, 17)",26.0,True,True,1.0,0.0,0.0,5,"(1, 7)",0.0,-1.97,maze,0.0,5
fb_002_to_003,26,"(3, 5)",35,"(3, 17)",24.0,True,False,0.0,1.0,0.9409,28,"(3, 7)",1.0,-1.97,maze,0.0,5
fb_004_to_003,55,"(5, 17)",35,"(3, 17)",2.0,True,True,1.0,0.0,0.0,5,"(1, 7)",0.0,-1.97,maze,0.0,5
fb_005_to_003,57,"(5, 19)",35,"(3, 17)",4.0,True,True,1.0,0.0,0.0,5,"(1, 7)",0.0,-1.97,maze,0.0,5
fb_006_to_003,80,"(7, 19)",35,"(3, 17)",6.0,True,True,1.0,0.0,0.0,5,"(1, 7)",0.0,-1.97,maze,0.0,5
fb_000_to_004,0,"(1, 1)",55,"(5, 17)",32.0,True,True,1.0,0.0,0.0,5,"(1, 7)",0.0,-3.823573,maze,0.0,5
fb_001_to_004,4,"(1, 5)",55,"(5, 17)",28.0,True,True,1.0,0.0,0.0,5,"(1, 7)",0.0,-1.97,maze,0.0,5
fb_002_to_004,26,"(3, 5)",55,"(5, 17)",26.0,True,False,0.0,1.0,0.9409,28,"(3, 7)",1.0,-1.97,maze,0.0,5
fb_003_to_004,35,"(3, 17)",55,"(5, 17)",2.0,True,True,1.0,0.0,0.0,5,"(1, 7)",0.0,-1.97,maze,0.0,5
fb_005_to_004,57,"(5, 19)",55,"(5, 17)",2.0,True,True,1.0,0.0,0.0,5,"(1, 7)",0.0,-1.97,maze,0.0,5
fb_006_to_004,80,"(7, 19)",55,"(5, 17)",4.0,True,True,1.0,0.0,0.0,5,"(1, 7)",0.0,-1.97,maze,0.0,5
fb_000_to_005,0,"(1, 1)",57,"(5, 19)",34.0,True,True,1.0,0.0,0.0,5,"(1, 7)",0.0,-3.823573,maze,0.0,5
fb_001_to_005,4,"(1, 5)",57,"(5, 19)",30.0,True,True,1.0,0.0,0.0,5,"(1, 7)",0.0,-1.97,maze,0.0,5
fb_002_to_005,26,"(3, 5)",57,"(5, 19)",28.0,True,False,0.0,1.0,0.9409,28,"(3, 7)",1.0,-1.97,maze,0.0,5
fb_003_to_005,35,"(3, 17)",57,"(5, 19)",4.0,True,True,1.0,0.0,0.0,5,"(1, 7)",0.0,-1.97,maze,0.0,5
fb_004_to_005,55,"(5, 17)",57,"(5, 19)",2.0,True,True,1.0,0.0,0.0,5,"(1, 7)",0.0,-1.97,maze,0.0,5
fb_006_to_005,80,"(7, 19)",57,"(5, 19)",2.0,True,True,1.0,0.0,0.0,5,"(1, 7)",0.0,-1.97,maze,0.0,5
fb_000_to_006,0,"(1, 1)",80,"(7, 19)",36.0,True,False,0.0,1.0,0.9409,23,"(3, 1)",1.0,-1.97,maze,0.0,5
fb_001_to_006,4,"(1, 5)",80,"(7, 19)",32.0,True,True,1.0,0.0,0.0,5,"(1, 7)",0.0,-1.97,maze,0.0,5
fb_002_to_006,26,"(3, 5)",80,"(7, 19)",30.0,True,False,0.0,1.0,0.9409,28,"(3, 7)",1.0,-1.97,maze,0.0,5
fb_003_to_006,35,"(3, 17)",80,"(7, 19)",6.0,True,True,1.0,0.0,0.0,5,"(1, 7)",0.0,-1.97,maze,0.0,5
fb_004_to_006,55,"(5, 17)",80,"(7, 19)",4.0,True,True,1.0,0.0,0.0,5,"(1, 7)",0.0,-1.97,maze,0.0,5
fb_005_to_006,57,"(5, 19)",80,"(7, 19)",2.0,True,True,1.0,0.0,0.0,5,"(1, 7)",0.0,-1.97,maze,0.0,5
fb_001_to_000,4,"(1, 5)",0,"(1, 1)",4.0,True,True,1.0,0.0,0.0,5,"(1, 7)",0.0,-3.823573,maze,0.0,6
fb_002_to_000,26,"(3, 5)",0,"(1, 1)",6.0,True,True,1.0,0.0,0.0,5,"(1, 7)",0.0,-1.97,maze,0.0,6
fb_003_to_000,28,"(3, 7)",0,"(1, 1)",8.0,True,True,1.0,0.0,0.0,5,"(1, 7)",0.0,-1.97,maze,0.0,6
fb_004_to_000,35,"(3, 17)",0,"(1, 1)",30.0,True,False,0.0,1.0,0.9409,37,"(3, 19)",1.0,-1.97,maze,0.0,6
fb_005_to_000,55,"(5, 17)",0,"(1, 1)",32.0,True,True,1.0,0.0,0.0,5,"(1, 7)",0.0,-1.97,maze,0.0,6
fb_006_to_000,57,"(5, 19)",0,"(1, 1)",34.0,True,True,1.0,0.0,0.0,5,"(1, 7)",0.0,-1.97,maze,0.0,6
fb_007_to_000,80,"(7, 19)",0,"(1, 1)",36.0,True,True,1.0,0.0,0.0,5,"(1, 7)",0.0,-1.97,maze,0.0,6
fb_000_to_001,0,"(1, 1)",4,"(1, 5)",4.0,True,True,1.0,0.0,0.0,5,"(1, 7)",0.0,-3.823573,maze,0.0,6
fb_002_to_001,26,"(3, 5)",4,"(1, 5)",2.0,True,True,1.0,0.0,0.0,5,"(1, 7)",0.0,-1.97,maze,0.0,6
fb_003_to_001,28,"(3, 7)",4,"(1, 5)",4.0,True,True,1.0,0.0,0.0,5,"(1, 7)",0.0,-1.97,maze,0.0,6
fb_004_to_001,35,"(3, 17)",4,"(1, 5)",26.0,True,False,0.0,1.0,0.9409,37,"(3, 19)",1.0,-1.97,maze,0.0,6
fb_005_to_001,55,"(5, 17)",4,"(1, 5)",28.0,True,True,1.0,0.0,0.0,5,"(1, 7)",0.0,-1.97,maze,0.0,6
fb_006_to_001,57,"(5, 19)",4,"(1, 5)",30.0,True,True,1.0,0.0,0.0,5,"(1, 7)",0.0,-1.97,maze,0.0,6
fb_007_to_001,80,"(7, 19)",4,"(1, 5)",32.0,True,True,1.0,0.0,0.0,5,"(1, 7)",0.0,-1.97,maze,0.0,6
fb_000_to_002,0,"(1, 1)",26,"(3, 5)",6.0,True,True,1.0,0.0,0.0,5,"(1, 7)",0.0,-3.823573,maze,0.0,6
fb_001_to_002,4,"(1, 5)",26,"(3, 5)",2.0,True,True,1.0,0.0,0.0,5,"(1, 7)",0.0,-1.97,maze,0.0,6
fb_003_to_002,28,"(3, 7)",26,"(3, 5)",2.0,True,True,1.0,0.0,0.0,5,"(1, 7)",0.0,-1.97,maze,0.0,6
fb_004_to_002,35,"(3, 17)",26,"(3, 5)",24.0,True,False,0.0,1.0,0.9409,37,"(3, 19)",1.0,-1.97,maze,0.0,6
fb_005_to_002,55,"(5, 17)",26,"(3, 5)",26.0,True,True,1.0,0.0,0.0,5,"(1, 7)",0.0,-1.97,maze,0.0,6
fb_006_to_002,57,"(5, 19)",26,"(3, 5)",28.0,True,True,1.0,0.0,0.0,5,"(1, 7)",0.0,-1.97,maze,0.0,6
fb_007_to_002,80,"(7, 19)",26,"(3, 5)",30.0,True,True,1.0,0.0,0.0,5,"(1, 7)",0.0,-1.97,maze,0.0,6
fb_000_to_003,0,"(1, 1)",28,"(3, 7)",8.0,True,True,1.0,0.0,0.0,5,"(1, 7)",0.0,-3.823573,maze,0.0,6
fb_001_to_003,4,"(1, 5)",28,"(3, 7)",4.0,True,True,1.0,0.0,0.0,5,"(1, 7)",0.0,-1.97,maze,0.0,6
fb_002_to_003,26,"(3, 5)",28,"(3, 7)",2.0,True,True,1.0,0.0,0.0,5,"(1, 7)",0.0,-1.97,maze,0.0,6
fb_004_to_003,35,"(3, 17)",28,"(3, 7)",22.0,True,False,0.0,1.0,0.9409,37,"(3, 19)",1.0,-1.97,maze,0.0,6
fb_005_to_003,55,"(5, 17)",28,"(3, 7)",24.0,True,True,1.0,0.0,0.0,5,"(1, 7)",0.0,-1.97,maze,0.0,6
fb_006_to_003,57,"(5, 19)",28,"(3, 7)",26.0,True,True,1.0,0.0,0.0,5,"(1, 7)",0.0,-1.97,maze,0.0,6
fb_007_to_003,80,"(7, 19)",28,"(3, 7)",28.0,True,True,1.0,0.0,0.0,5,"(1, 7)",0.0,-1.97,maze,0.0,6
fb_000_to_004,0,"(1, 1)",35,"(3, 17)",30.0,True,True,1.0,0.0,0.0,5,"(1, 7)",0.0,-3.823573,maze,0.0,6
fb_001_to_004,4,"(1, 5)",35,"(3, 17)",26.0,True,True,1.0,0.0,0.0,5,"(1, 7)",0.0,-1.97,maze,0.0,6
fb_002_to_004,26,"(3, 5)",35,"(3, 17)",24.0,True,True,1.0,0.0,0.0,5,"(1, 7)",0.0,-1.97,maze,0.0,6
fb_003_to_004,28,"(3, 7)",35,"(3, 17)",22.0,True,False,0.0,1.0,0.9409,5,"(1, 7)",1.0,-1.97,maze,0.0,6
fb_005_to_004,55,"(5, 17)",35,"(3, 17)",2.0,True,True,1.0,0.0,0.0,5,"(1, 7)",0.0,-1.97,maze,0.0,6
fb_006_to_004,57,"(5, 19)",35,"(3, 17)",4.0,True,True,1.0,0.0,0.0,5,"(1, 7)",0.0,-1.97,maze,0.0,6
fb_007_to_004,80,"(7, 19)",35,"(3, 17)",6.0,True,True,1.0,0.0,0.0,5,"(1, 7)",0.0,-1.97,maze,0.0,6
fb_000_to_005,0,"(1, 1)",55,"(5, 17)",32.0,True,True,1.0,0.0,0.0,5,"(1, 7)",0.0,-3.823573,maze,0.0,6
fb_001_to_005,4,"(1, 5)",55,"(5, 17)",28.0,True,True,1.0,0.0,0.0,5,"(1, 7)",0.0,-1.97,maze,0.0,6
fb_002_to_005,26,"(3, 5)",55,"(5, 17)",26.0,True,True,1.0,0.0,0.0,5,"(1, 7)",0.0,-1.97,maze,0.0,6
fb_003_to_005,28,"(3, 7)",55,"(5, 17)",24.0,True,False,0.0,1.0,0.9409,5,"(1, 7)",1.0,-1.97,maze,0.0,6
fb_004_to_005,35,"(3, 17)",55,"(5, 17)",2.0,True,True,1.0,0.0,0.0,5,"(1, 7)",0.0,-1.97,maze,0.0,6
fb_006_to_005,57,"(5, 19)",55,"(5, 17)",2.0,True,True,1.0,0.0,0.0,5,"(1, 7)",0.0,-1.97,maze,0.0,6
fb_007_to_005,80,"(7, 19)",55,"(5, 17)",4.0,True,True,1.0,0.0,0.0,5,"(1, 7)",0.0,-1.97,maze,0.0,6
fb_000_to_006,0,"(1, 1)",57,"(5, 19)",34.0,True,True,1.0,0.0,0.0,5,"(1, 7)",0.0,-3.823573,maze,0.0,6
fb_001_to_006,4,"(1, 5)",57,"(5, 19)",30.0,True,True,1.0,0.0,0.0,5,"(1, 7)",0.0,-1.97,maze,0.0,6
fb_002_to_006,26,"(3, 5)",57,"(5, 19)",28.0,True,True,1.0,0.0,0.0,5,"(1, 7)",0.0,-1.97,maze,0.0,6
fb_003_to_006,28,"(3, 7)",57,"(5, 19)",26.0,True,False,0.0,1.0,0.9409,5,"(1, 7)",1.0,-1.97,maze,0.0,6
fb_004_to_006,35,"(3, 17)",57,"(5, 19)",4.0,True,True,1.0,0.0,0.0,5,"(1, 7)",0.0,-1.97,maze,0.0,6
fb_005_to_006,55,"(5, 17)",57,"(5, 19)",2.0,True,True,1.0,0.0,0.0,5,"(1, 7)",0.0,-1.97,maze,0.0,6
fb_007_to_006,80,"(7, 19)",57,"(5, 19)",2.0,True,True,1.0,0.0,0.0,5,"(1, 7)",0.0,-1.97,maze,0.0,6
fb_000_to_007,0,"(1, 1)",80,"(7, 19)",36.0,True,False,0.0,1.0,0.9409,23,"(3, 1)",1.0,-1.97,maze,0.0,6
fb_001_to_007,4,"(1, 5)",80,"(7, 19)",32.0,True,True,1.0,0.0,0.0,5,"(1, 7)",0.0,-1.97,maze,0.0,6
fb_002_to_007,26,"(3, 5)",80,"(7, 19)",30.0,True,True,1.0,0.0,0.0,5,"(1, 7)",0.0,-1.97,maze,0.0,6
fb_003_to_007,28,"(3, 7)",80,"(7, 19)",28.0,True,False,0.0,1.0,0.9409,5,"(1, 7)",1.0,-1.97,maze,0.0,6
fb_004_to_007,35,"(3, 17)",80,"(7, 19)",6.0,True,True,1.0,0.0,0.0,5,"(1, 7)",0.0,-1.97,maze,0.0,6
fb_005_to_007,55,"(5, 17)",80,"(7, 19)",4.0,True,True,1.0,0.0,0.0,5,"(1, 7)",0.0,-1.97,maze,0.0,6
fb_006_to_007,57,"(5, 19)",80,"(7, 19)",2.0,True,True,1.0,0.0,0.0,5,"(1, 7)",0.0,-1.97,maze,0.0,6
fb_001_to_000,4,"(1, 5)",0,"(1, 1)",4.0,True,True,1.0,0.0,0.0,5,"(1, 7)",0.0,-3.823573,maze,0.0,7
fb_002_to_000,26,"(3, 5)",0,"(1, 1)",6.0,True,True,1.0,0.0,0.0,5,"(1, 7)",0.0,-1.97,maze,0.0,7
fb_003_to_000,28,"(3, 7)",0,"(1, 1)",8.0,True,True,1.0,0.0,0.0,5,"(1, 7)",0.0,-1.97,maze,0.0,7
fb_004_to_000,35,"(3, 17)",0,"(1, 1)",30.0,True,True,1.0,0.0,0.0,5,"(1, 7)",0.0,-1.97,maze,0.0,7
fb_005_to_000,37,"(3, 19)",0,"(1, 1)",28.0,True,False,0.0,1.0,0.9409,16,"(1, 19)",1.0,-1.97,maze,0.0,7
fb_006_to_000,55,"(5, 17)",0,"(1, 1)",32.0,True,True,1.0,0.0,0.0,5,"(1, 7)",0.0,-1.97,maze,0.0,7
fb_007_to_000,57,"(5, 19)",0,"(1, 1)",34.0,True,True,1.0,0.0,0.0,5,"(1, 7)",0.0,-1.97,maze,0.0,7
fb_008_to_000,80,"(7, 19)",0,"(1, 1)",36.0,True,True,1.0,0.0,0.0,5,"(1, 7)",0.0,-1.97,maze,0.0,7
fb_000_to_001,0,"(1, 1)",4,"(1, 5)",4.0,True,True,1.0,0.0,0.0,5,"(1, 7)",0.0,-3.823573,maze,0.0,7
fb_002_to_001,26,"(3, 5)",4,"(1, 5)",2.0,True,True,1.0,0.0,0.0,5,"(1, 7)",0.0,-1.97,maze,0.0,7
