map,step,candidate_state,n_boundary,n_basis,score_mode,operator_score,violation_before,violation_after,violation_reduction,groups_improved,max_after_violation,max_after_group_risk,approx_rate_delta,group_risks_before,group_risks_after,group_violations_after,rank,beam_id,path,budget_frac
maze_9,0,1,2,17,reduction,-0.000808746284125034,174.8841889328305,174.8841889328305,0.0,0,58.29472964427684,77.72630619236912,8.087462841250339,"{""stochastic"": 77.72630619236912, ""topology"": 77.72630619236912, ""value"": 77.72630619236912}","{""stochastic"": 77.72630619236912, ""topology"": 77.72630619236912, ""value"": 77.72630619236912}","{""stochastic"": 58.29472964427684, ""topology"": 58.29472964427684, ""value"": 58.29472964427684}",1,0,[],0.25
maze_9,0,2,2,17,reduction,-0.000808746284125034,174.8841889328305,174.8841889328305,0.0,0,58.29472964427684,77.72630619236912,8.087462841250339,"{""stochastic"": 77.72630619236912, ""topology"": 77.72630619236912, ""value"": 77.72630619236912}","{""stochastic"": 77.72630619236912, ""topology"": 77.72630619236912, ""value"": 77.72630619236912}","{""stochastic"": 58.29472964427684, ""topology"": 58.29472964427684, ""value"": 58.29472964427684}",2,0,[],0.25
maze_9,0,3,2,17,reduction,-0.000808746284125034,174.8841889328305,174.8841889328305,0.0,0,58.29472964427684,77.72630619236912,8.087462841250339,"{""stochastic"": 77.72630619236912, ""topology"": 77.72630619236912, ""value"": 77.72630619236912}","{""stochastic"": 77.72630619236912, ""topology"": 77.72630619236912, ""value"": 77.72630619236912}","{""stochastic"": 58.29472964427684, ""topology"": 58.29472964427684, ""value"": 58.29472964427684}",3,0,[],0.25
maze_9,0,4,2,17,reduction,-0.000808746284125034,174.8841889328305,174.8841889328305,0.0,0,58.29472964427684,77.72630619236912,8.087462841250339,"{""stochastic"": 77.72630619236912, ""topology"": 77.72630619236912, ""value"": 77.72630619236912}","{""stochastic"": 77.72630619236912, ""topology"": 77.72630619236912, ""value"": 77.72630619236912}","{""stochastic"": 58.29472964427684, ""topology"": 58.29472964427684, ""value"": 58.29472964427684}",4,0,[],0.25
maze_9,0,5,2,17,reduction,-0.000808746284125034,174.8841889328305,174.8841889328305,0.0,0,58.29472964427684,77.72630619236912,8.087462841250339,"{""stochastic"": 77.72630619236912, ""topology"": 77.72630619236912, ""value"": 77.72630619236912}","{""stochastic"": 77.72630619236912, ""topology"": 77.72630619236912, ""value"": 77.72630619236912}","{""stochastic"": 58.29472964427684, ""topology"": 58.29472964427684, ""value"": 58.29472964427684}",5,0,[],0.25
maze_9,0,6,2,17,reduction,-0.000808746284125034,174.8841889328305,174.8841889328305,0.0,0,58.29472964427684,77.72630619236912,8.087462841250339,"{""stochastic"": 77.72630619236912, ""topology"": 77.72630619236912, ""value"": 77.72630619236912}","{""stochastic"": 77.72630619236912, ""topology"": 77.72630619236912, ""value"": 77.72630619236912}","{""stochastic"": 58.29472964427684, ""topology"": 58.29472964427684, ""value"": 58.29472964427684}",6,0,[],0.25
maze_9,0,7,2,17,reduction,-0.000808746284125034,174.8841889328305,174.8841889328305,0.0,0,58.29472964427684,77.72630619236912,8.087462841250339,"{""stochastic"": 77.72630619236912, ""topology"": 77.72630619236912, ""value"": 77.72630619236912}","{""stochastic"": 77.72630619236912, ""topology"": 77.72630619236912, ""value"": 77.72630619236912}","{""stochastic"": 58.29472964427684, ""topology"": 58.29472964427684, ""value"": 58.29472964427684}",7,0,[],0.25
maze_9,0,8,2,17,reduction,-0.000808746284125034,174.8841889328305,174.8841889328305,0.0,0,58.29472964427684,77.72630619236912,8.087462841250339,"{""stochastic"": 77.72630619236912, ""topology"": 77.72630619236912, ""value"": 77.72630619236912}","{""stochastic"": 77.72630619236912, ""topology"": 77.72630619236912, ""value"": 77.72630619236912}","{""stochastic"": 58.29472964427684, ""topology"": 58.29472964427684, ""value"": 58.29472964427684}",8,0,[],0.25
maze_9,0,9,2,17,reduction,-0.000808746284125034,174.8841889328305,174.8841889328305,0.0,0,58.29472964427684,77.72630619236912,8.087462841250339,"{""stochastic"": 77.72630619236912, ""topology"": 77.72630619236912, ""value"": 77.72630619236912}","{""stochastic"": 77.72630619236912, ""topology"": 77.72630619236912, ""value"": 77.72630619236912}","{""stochastic"": 58.29472964427684, ""topology"": 58.29472964427684, ""value"": 58.29472964427684}",9,0,[],0.25
maze_9,0,11,2,17,reduction,-0.000808746284125034,174.8841889328305,174.8841889328305,0.0,0,58.29472964427684,77.72630619236912,8.087462841250339,"{""stochastic"": 77.72630619236912, ""topology"": 77.72630619236912, ""value"": 77.72630619236912}","{""stochastic"": 77.72630619236912, ""topology"": 77.72630619236912, ""value"": 77.72630619236912}","{""stochastic"": 58.29472964427684, ""topology"": 58.29472964427684, ""value"": 58.29472964427684}",10,0,[],0.25
maze_9,0,13,2,17,reduction,-0.000808746284125034,174.8841889328305,174.8841889328305,0.0,0,58.29472964427684,77.72630619236912,8.087462841250339,"{""stochastic"": 77.72630619236912, ""topology"": 77.72630619236912, ""value"": 77.72630619236912}","{""stochastic"": 77.72630619236912, ""topology"": 77.72630619236912, ""value"": 77.72630619236912}","{""stochastic"": 58.29472964427684, ""topology"": 58.29472964427684, ""value"": 58.29472964427684}",11,0,[],0.25
maze_9,0,17,2,17,reduction,-0.000808746284125034,174.8841889328305,174.8841889328305,0.0,0,58.29472964427684,77.72630619236912,8.087462841250339,"{""stochastic"": 77.72630619236912, ""topology"": 77.72630619236912, ""value"": 77.72630619236912}","{""stochastic"": 77.72630619236912, ""topology"": 77.72630619236912, ""value"": 77.72630619236912}","{""stochastic"": 58.29472964427684, ""topology"": 58.29472964427684, ""value"": 58.29472964427684}",12,0,[],0.25
maze_9,0,21,2,17,reduction,-0.000808746284125034,174.8841889328305,174.8841889328305,0.0,0,58.29472964427684,77.72630619236912,8.087462841250339,"{""stochastic"": 77.72630619236912, ""topology"": 77.72630619236912, ""value"": 77.72630619236912}","{""stochastic"": 77.72630619236912, ""topology"": 77.72630619236912, ""value"": 77.72630619236912}","{""stochastic"": 58.29472964427684, ""topology"": 58.29472964427684, ""value"": 58.29472964427684}",13,0,[],0.25
maze_9,0,24,2,17,reduction,-0.000808746284125034,174.8841889328305,174.8841889328305,0.0,0,58.29472964427684,77.72630619236912,8.087462841250339,"{""stochastic"": 77.72630619236912, ""topology"": 77.72630619236912, ""value"": 77.72630619236912}","{""stochastic"": 77.72630619236912, ""topology"": 77.72630619236912, ""value"": 77.72630619236912}","{""stochastic"": 58.29472964427684, ""topology"": 58.29472964427684, ""value"": 58.29472964427684}",14,0,[],0.25
maze_9,0,27,2,17,reduction,-0.000808746284125034,174.8841889328305,174.8841889328305,0.0,0,58.29472964427684,77.72630619236912,8.087462841250339,"{""stochastic"": 77.72630619236912, ""topology"": 77.72630619236912, ""value"": 77.72630619236912}","{""stochastic"": 77.72630619236912, ""topology"": 77.72630619236912, ""value"": 77.72630619236912}","{""stochastic"": 58.29472964427684, ""topology"": 58.29472964427684, ""value"": 58.29472964427684}",15,0,[],0.25
maze_9,1,2,3,17,reduction,-0.0010087462841250339,0.0,0.0,0.0,0,0.0,0.0,10.087462841250339,"{""stochastic"": 0.0, ""topology"": 0.0, ""value"": 0.0}","{""stochastic"": 0.0, ""topology"": 0.0, ""value"": 0.0}","{""stochastic"": 0.0, ""topology"": 0.0, ""value"": 0.0}",1,0,[1],0.25
maze_9,1,3,3,17,reduction,-0.0010087462841250339,0.0,0.0,0.0,0,0.0,0.0,10.087462841250339,"{""stochastic"": 0.0, ""topology"": 0.0, ""value"": 0.0}","{""stochastic"": 0.0, ""topology"": 0.0, ""value"": 0.0}","{""stochastic"": 0.0, ""topology"": 0.0, ""value"": 0.0}",2,0,[1],0.25
maze_9,1,4,3,17,reduction,-0.0010087462841250339,0.0,0.0,0.0,0,0.0,0.0,10.087462841250339,"{""stochastic"": 0.0, ""topology"": 0.0, ""value"": 0.0}","{""stochastic"": 0.0, ""topology"": 0.0, ""value"": 0.0}","{""stochastic"": 0.0, ""topology"": 0.0, ""value"": 0.0}",3,0,[1],0.25
maze_9,1,5,3,17,reduction,-0.0010087462841250339,0.0,0.0,0.0,0,0.0,0.0,10.087462841250339,"{""stochastic"": 0.0, ""topology"": 0.0, ""value"": 0.0}","{""stochastic"": 0.0, ""topology"": 0.0, ""value"": 0.0}","{""stochastic"": 0.0, ""topology"": 0.0, ""value"": 0.0}",4,0,[1],0.25
maze_9,1,6,3,17,reduction,-0.0010087462841250339,0.0,0.0,0.0,0,0.0,0.0,10.087462841250339,"{""stochastic"": 0.0, ""topology"": 0.0, ""value"": 0.0}","{""stochastic"": 0.0, ""topology"": 0.0, ""value"": 0.0}","{""stochastic"": 0.0, ""topology"": 0.0, ""value"": 0.0}",5,0,[1],0.25
maze_9,1,7,3,17,reduction,-0.0010087462841250339,0.0,0.0,0.0,0,0.0,0.0,10.087462841250339,"{""stochastic"": 0.0, ""topology"": 0.0, ""value"": 0.0}","{""stochastic"": 0.0, ""topology"": 0.0, ""value"": 0.0}","{""stochastic"": 0.0, ""topology"": 0.0, ""value"": 0.0}",6,0,[1],0.25
maze_9,1,8,3,17,reduction,-0.0010087462841250339,0.0,0.0,0.0,0,0.0,0.0,10.087462841250339,"{""stochastic"": 0.0, ""topology"": 0.0, ""value"": 0.0}","{""stochastic"": 0.0, ""topology"": 0.0, ""value"": 0.0}","{""stochastic"": 0.0, ""topology"": 0.0, ""value"": 0.0}",7,0,[1],0.25
maze_9,1,9,3,17,reduction,-0.0010087462841250339,0.0,0.0,0.0,0,0.0,0.0,10.087462841250339,"{""stochastic"": 0.0, ""topology"": 0.0, ""value"": 0.0}","{""stochastic"": 0.0, ""topology"": 0.0, ""value"": 0.0}","{""stochastic"": 0.0, ""topology"": 0.0, ""value"": 0.0}",8,0,[1],0.25
maze_9,1,11,3,17,reduction,-0.0010087462841250339,0.0,0.0,0.0,0,0.0,0.0,10.087462841250339,"{""stochastic"": 0.0, ""topology"": 0.0, ""value"": 0.0}","{""stochastic"": 0.0, ""topology"": 0.0, ""value"": 0.0}","{""stochastic"": 0.0, ""topology"": 0.0, ""value"": 0.0}",9,0,[1],0.25
maze_9,1,13,3,17,reduction,-0.0010087462841250339,0.0,0.0,0.0,0,0.0,0.0,10.087462841250339,"{""stochastic"": 0.0, ""topology"": 0.0, ""value"": 0.0}","{""stochastic"": 0.0, ""topology"": 0.0, ""value"": 0.0}","{""stochastic"": 0.0, ""topology"": 0.0, ""value"": 0.0}",10,0,[1],0.25
maze_9,1,17,3,17,reduction,-0.0010087462841250339,0.0,0.0,0.0,0,0.0,0.0,10.087462841250339,"{""stochastic"": 0.0, ""topology"": 0.0, ""value"": 0.0}","{""stochastic"": 0.0, ""topology"": 0.0, ""value"": 0.0}","{""stochastic"": 0.0, ""topology"": 0.0, ""value"": 0.0}",11,0,[1],0.25
maze_9,1,21,3,17,reduction,-0.0010087462841250339,0.0,0.0,0.0,0,0.0,0.0,10.087462841250339,"{""stochastic"": 0.0, ""topology"": 0.0, ""value"": 0.0}","{""stochastic"": 0.0, ""topology"": 0.0, ""value"": 0.0}","{""stochastic"": 0.0, ""topology"": 0.0, ""value"": 0.0}",12,0,[1],0.25
maze_9,1,24,3,17,reduction,-0.0010087462841250339,0.0,0.0,0.0,0,0.0,0.0,10.087462841250339,"{""stochastic"": 0.0, ""topology"": 0.0, ""value"": 0.0}","{""stochastic"": 0.0, ""topology"": 0.0, ""value"": 0.0}","{""stochastic"": 0.0, ""topology"": 0.0, ""value"": 0.0}",13,0,[1],0.25
maze_9,1,27,3,17,reduction,-0.0010087462841250339,0.0,0.0,0.0,0,0.0,0.0,10.087462841250339,"{""stochastic"": 0.0, ""topology"": 0.0, ""value"": 0.0}","{""stochastic"": 0.0, ""topology"": 0.0, ""value"": 0.0}","{""stochastic"": 0.0, ""topology"": 0.0, ""value"": 0.0}",14,0,[1],0.25
maze_9,0,1,2,17,reduction,-0.000808746284125034,116.58945928855368,116.58945928855368,0.0,0,38.86315309618456,77.72630619236912,8.087462841250339,"{""stochastic"": 77.72630619236912, ""topology"": 77.72630619236912, ""value"": 77.72630619236912}","{""stochastic"": 77.72630619236912, ""topology"": 77.72630619236912, ""value"": 77.72630619236912}","{""stochastic"": 38.86315309618456, ""topology"": 38.86315309618456, ""value"": 38.86315309618456}",1,0,[],0.5
maze_9,0,2,2,17,reduction,-0.000808746284125034,116.58945928855368,116.58945928855368,0.0,0,38.86315309618456,77.72630619236912,8.087462841250339,"{""stochastic"": 77.72630619236912, ""topology"": 77.72630619236912, ""value"": 77.72630619236912}","{""stochastic"": 77.72630619236912, ""topology"": 77.72630619236912, ""value"": 77.72630619236912}","{""stochastic"": 38.86315309618456, ""topology"": 38.86315309618456, ""value"": 38.86315309618456}",2,0,[],0.5
maze_9,0,3,2,17,reduction,-0.000808746284125034,116.58945928855368,116.58945928855368,0.0,0,38.86315309618456,77.72630619236912,8.087462841250339,"{""stochastic"": 77.72630619236912, ""topology"": 77.72630619236912, ""value"": 77.72630619236912}","{""stochastic"": 77.72630619236912, ""topology"": 77.72630619236912, ""value"": 77.72630619236912}","{""stochastic"": 38.86315309618456, ""topology"": 38.86315309618456, ""value"": 38.86315309618456}",3,0,[],0.5
maze_9,0,4,2,17,reduction,-0.000808746284125034,116.58945928855368,116.58945928855368,0.0,0,38.86315309618456,77.72630619236912,8.087462841250339,"{""stochastic"": 77.72630619236912, ""topology"": 77.72630619236912, ""value"": 77.72630619236912}","{""stochastic"": 77.72630619236912, ""topology"": 77.72630619236912, ""value"": 77.72630619236912}","{""stochastic"": 38.86315309618456, ""topology"": 38.86315309618456, ""value"": 38.86315309618456}",4,0,[],0.5
maze_9,0,5,2,17,reduction,-0.000808746284125034,116.58945928855368,116.58945928855368,0.0,0,38.86315309618456,77.72630619236912,8.087462841250339,"{""stochastic"": 77.72630619236912, ""topology"": 77.72630619236912, ""value"": 77.72630619236912}","{""stochastic"": 77.72630619236912, ""topology"": 77.72630619236912, ""value"": 77.72630619236912}","{""stochastic"": 38.86315309618456, ""topology"": 38.86315309618456, ""value"": 38.86315309618456}",5,0,[],0.5
maze_9,0,6,2,17,reduction,-0.000808746284125034,116.58945928855368,116.58945928855368,0.0,0,38.86315309618456,77.72630619236912,8.087462841250339,"{""stochastic"": 77.72630619236912, ""topology"": 77.72630619236912, ""value"": 77.72630619236912}","{""stochastic"": 77.72630619236912, ""topology"": 77.72630619236912, ""value"": 77.72630619236912}","{""stochastic"": 38.86315309618456, ""topology"": 38.86315309618456, ""value"": 38.86315309618456}",6,0,[],0.5
maze_9,0,7,2,17,reduction,-0.000808746284125034,116.58945928855368,116.58945928855368,0.0,0,38.86315309618456,77.72630619236912,8.087462841250339,"{""stochastic"": 77.72630619236912, ""topology"": 77.72630619236912, ""value"": 77.72630619236912}","{""stochastic"": 77.72630619236912, ""topology"": 77.72630619236912, ""value"": 77.72630619236912}","{""stochastic"": 38.86315309618456, ""topology"": 38.86315309618456, ""value"": 38.86315309618456}",7,0,[],0.5
maze_9,0,8,2,17,reduction,-0.000808746284125034,116.58945928855368,116.58945928855368,0.0,0,38.86315309618456,77.72630619236912,8.087462841250339,"{""stochastic"": 77.72630619236912, ""topology"": 77.72630619236912, ""value"": 77.72630619236912}","{""stochastic"": 77.72630619236912, ""topology"": 77.72630619236912, ""value"": 77.72630619236912}","{""stochastic"": 38.86315309618456, ""topology"": 38.86315309618456, ""value"": 38.86315309618456}",8,0,[],0.5
maze_9,0,9,2,17,reduction,-0.000808746284125034,116.58945928855368,116.58945928855368,0.0,0,38.86315309618456,77.72630619236912,8.087462841250339,"{""stochastic"": 77.72630619236912, ""topology"": 77.72630619236912, ""value"": 77.72630619236912}","{""stochastic"": 77.72630619236912, ""topology"": 77.72630619236912, ""value"": 77.72630619236912}","{""stochastic"": 38.86315309618456, ""topology"": 38.86315309618456, ""value"": 38.86315309618456}",9,0,[],0.5
maze_9,0,11,2,17,reduction,-0.000808746284125034,116.58945928855368,116.58945928855368,0.0,0,38.86315309618456,77.72630619236912,8.087462841250339,"{""stochastic"": 77.72630619236912, ""topology"": 77.72630619236912, ""value"": 77.72630619236912}","{""stochastic"": 77.72630619236912, ""topology"": 77.72630619236912, ""value"": 77.72630619236912}","{""stochastic"": 38.86315309618456, ""topology"": 38.86315309618456, ""value"": 38.86315309618456}",10,0,[],0.5
maze_9,0,13,2,17,reduction,-0.000808746284125034,116.58945928855368,116.58945928855368,0.0,0,38.86315309618456,77.72630619236912,8.087462841250339,"{""stochastic"": 77.72630619236912, ""topology"": 77.72630619236912, ""value"": 77.72630619236912}","{""stochastic"": 77.72630619236912, ""topology"": 77.72630619236912, ""value"": 77.72630619236912}","{""stochastic"": 38.86315309618456, ""topology"": 38.86315309618456, ""value"": 38.86315309618456}",11,0,[],0.5
maze_9,0,17,2,17,reduction,-0.000808746284125034,116.58945928855368,116.58945928855368,0.0,0,38.86315309618456,77.72630619236912,8.087462841250339,"{""stochastic"": 77.72630619236912, ""topology"": 77.72630619236912, ""value"": 77.72630619236912}","{""stochastic"": 77.72630619236912, ""topology"": 77.72630619236912, ""value"": 77.72630619236912}","{""stochastic"": 38.86315309618456, ""topology"": 38.86315309618456, ""value"": 38.86315309618456}",12,0,[],0.5
maze_9,0,21,2,17,reduction,-0.000808746284125034,116.58945928855368,116.58945928855368,0.0,0,38.86315309618456,77.72630619236912,8.087462841250339,"{""stochastic"": 77.72630619236912, ""topology"": 77.72630619236912, ""value"": 77.72630619236912}","{""stochastic"": 77.72630619236912, ""topology"": 77.72630619236912, ""value"": 77.72630619236912}","{""stochastic"": 38.86315309618456, ""topology"": 38.86315309618456, ""value"": 38.86315309618456}",13,0,[],0.5
maze_9,0,24,2,17,reduction,-0.000808746284125034,116.58945928855368,116.58945928855368,0.0,0,38.86315309618456,77.72630619236912,8.087462841250339,"{""stochastic"": 77.72630619236912, ""topology"": 77.72630619236912, ""value"": 77.72630619236912}","{""stochastic"": 77.72630619236912, ""topology"": 77.72630619236912, ""value"": 77.72630619236912}","{""stochastic"": 38.86315309618456, ""topology"": 38.86315309618456, ""value"": 38.86315309618456}",14,0,[],0.5
maze_9,0,27,2,17,reduction,-0.000808746284125034,116.58945928855368,116.58945928855368,0.0,0,38.86315309618456,77.72630619236912,8.087462841250339,"{""stochastic"": 77.72630619236912, ""topology"": 77.72630619236912, ""value"": 77.72630619236912}","{""stochastic"": 77.72630619236912, ""topology"": 77.72630619236912, ""value"": 77.72630619236912}","{""stochastic"": 38.86315309618456, ""topology"": 38.86315309618456, ""value"": 38.86315309618456}",15,0,[],0.5
maze_9,1,2,3,17,reduction,-0.0010087462841250339,0.0,0.0,0.0,0,0.0,0.0,10.087462841250339,"{""stochastic"": 0.0, ""topology"": 0.0, ""value"": 0.0}","{""stochastic"": 0.0, ""topology"": 0.0, ""value"": 0.0}","{""stochastic"": 0.0, ""topology"": 0.0, ""value"": 0.0}",1,0,[1],0.5
maze_9,1,3,3,17,reduction,-0.0010087462841250339,0.0,0.0,0.0,0,0.0,0.0,10.087462841250339,"{""stochastic"": 0.0, ""topology"": 0.0, ""value"": 0.0}","{""stochastic"": 0.0, ""topology"": 0.0, ""value"": 0.0}","{""stochastic"": 0.0, ""topology"": 0.0, ""value"": 0.0}",2,0,[1],0.5
maze_9,1,4,3,17,reduction,-0.0010087462841250339,0.0,0.0,0.0,0,0.0,0.0,10.087462841250339,"{""stochastic"": 0.0, ""topology"": 0.0, ""value"": 0.0}","{""stochastic"": 0.0, ""topology"": 0.0, ""value"": 0.0}","{""stochastic"": 0.0, ""topology"": 0.0, ""value"": 0.0}",3,0,[1],0.5
maze_9,1,5,3,17,reduction,-0.0010087462841250339,0.0,0.0,0.0,0,0.0,0.0,10.087462841250339,"{""stochastic"": 0.0, ""topology"": 0.0, ""value"": 0.0}","{""stochastic"": 0.0, ""topology"": 0.0, ""value"": 0.0}","{""stochastic"": 0.0, ""topology"": 0.0, ""value"": 0.0}",4,0,[1],0.5
maze_9,1,6,3,17,reduction,-0.0010087462841250339,0.0,0.0,0.0,0,0.0,0.0,10.087462841250339,"{""stochastic"": 0.0, ""topology"": 0.0, ""value"": 0.0}","{""stochastic"": 0.0, ""topology"": 0.0, ""value"": 0.0}","{""stochastic"": 0.0, ""topology"": 0.0, ""value"": 0.0}",5,0,[1],0.5
maze_9,1,7,3,17,reduction,-0.0010087462841250339,0.0,0.0,0.0,0,0.0,0.0,10.087462841250339,"{""stochastic"": 0.0, ""topology"": 0.0, ""value"": 0.0}","{""stochastic"": 0.0, ""topology"": 0.0, ""value"": 0.0}","{""stochastic"": 0.0, ""topology"": 0.0, ""value"": 0.0}",6,0,[1],0.5
maze_9,1,8,3,17,reduction,-0.0010087462841250339,0.0,0.0,0.0,0,0.0,0.0,10.087462841250339,"{""stochastic"": 0.0, ""topology"": 0.0, ""value"": 0.0}","{""stochastic"": 0.0, ""topology"": 0.0, ""value"": 0.0}","{""stochastic"": 0.0, ""topology"": 0.0, ""value"": 0.0}",7,0,[1],0.5
maze_9,1,9,3,17,reduction,-0.0010087462841250339,0.0,0.0,0.0,0,0.0,0.0,10.087462841250339,"{""stochastic"": 0.0, ""topology"": 0.0, ""value"": 0.0}","{""stochastic"": 0.0, ""topology"": 0.0, ""value"": 0.0}","{""stochastic"": 0.0, ""topology"": 0.0, ""value"": 0.0}",8,0,[1],0.5
maze_9,1,11,3,17,reduction,-0.0010087462841250339,0.0,0.0,0.0,0,0.0,0.0,10.087462841250339,"{""stochastic"": 0.0, ""topology"": 0.0, ""value"": 0.0}","{""stochastic"": 0.0, ""topology"": 0.0, ""value"": 0.0}","{""stochastic"": 0.0, ""topology"": 0.0, ""value"": 0.0}",9,0,[1],0.5
maze_9,1,13,3,17,reduction,-0.0010087462841250339,0.0,0.0,0.0,0,0.0,0.0,10.087462841250339,"{""stochastic"": 0.0, ""topology"": 0.0, ""value"": 0.0}","{""stochastic"": 0.0, ""topology"": 0.0, ""value"": 0.0}","{""stochastic"": 0.0, ""topology"": 0.0, ""value"": 0.0}",10,0,[1],0.5
maze_9,1,17,3,17,reduction,-0.0010087462841250339,0.0,0.0,0.0,0,0.0,0.0,10.087462841250339,"{""stochastic"": 0.0, ""topology"": 0.0, ""value"": 0.0}","{""stochastic"": 0.0, ""topology"": 0.0, ""value"": 0.0}","{""stochastic"": 0.0, ""topology"": 0.0, ""value"": 0.0}",11,0,[1],0.5
maze_9,1,21,3,17,reduction,-0.0010087462841250339,0.0,0.0,0.0,0,0.0,0.0,10.087462841250339,"{""stochastic"": 0.0, ""topology"": 0.0, ""value"": 0.0}","{""stochastic"": 0.0, ""topology"": 0.0, ""value"": 0.0}","{""stochastic"": 0.0, ""topology"": 0.0, ""value"": 0.0}",12,0,[1],0.5
maze_9,1,24,3,17,reduction,-0.0010087462841250339,0.0,0.0,0.0,0,0.0,0.0,10.087462841250339,"{""stochastic"": 0.0, ""topology"": 0.0, ""value"": 0.0}","{""stochastic"": 0.0, ""topology"": 0.0, ""value"": 0.0}","{""stochastic"": 0.0, ""topology"": 0.0, ""value"": 0.0}",13,0,[1],0.5
maze_9,1,27,3,17,reduction,-0.0010087462841250339,0.0,0.0,0.0,0,0.0,0.0,10.087462841250339,"{""stochastic"": 0.0, ""topology"": 0.0, ""value"": 0.0}","{""stochastic"": 0.0, ""topology"": 0.0, ""value"": 0.0}","{""stochastic"": 0.0, ""topology"": 0.0, ""value"": 0.0}",14,0,[1],0.5
four_rooms_9,0,40,2,28,reduction,33.0082345261127,174.8841889328305,141.8750736712256,33.009115261604904,1,58.29472964427684,77.72630619236912,8.807354922057604,"{""stochastic"": 77.72630619236912, ""topology"": 77.72630619236912, ""value"": 77.72630619236912}","{""stochastic"": 44.717190930764204, ""topology"": 77.72630619236912, ""value"": 77.72630619236912}","{""stochastic"": 25.285614382671923, ""topology"": 58.29472964427684, ""value"": 58.29472964427684}",1,0,[],0.25
four_rooms_9,0,1,2,28,reduction,-0.0008807354922057604,174.8841889328305,174.8841889328305,0.0,0,58.29472964427684,77.72630619236912,8.807354922057604,"{""stochastic"": 77.72630619236912, ""topology"": 77.72630619236912, ""value"": 77.72630619236912}","{""stochastic"": 77.72630619236912, ""topology"": 77.72630619236912, ""value"": 77.72630619236912}","{""stochastic"": 58.29472964427684, ""topology"": 58.29472964427684, ""value"": 58.29472964427684}",2,0,[],0.25
four_rooms_9,0,2,2,28,reduction,-0.0008807354922057604,174.8841889328305,174.8841889328305,0.0,0,58.29472964427684,77.72630619236912,8.807354922057604,"{""stochastic"": 77.72630619236912, ""topology"": 77.72630619236912, ""value"": 77.72630619236912}","{""stochastic"": 77.72630619236912, ""topology"": 77.72630619236912, ""value"": 77.72630619236912}","{""stochastic"": 58.29472964427684, ""topology"": 58.29472964427684, ""value"": 58.29472964427684}",3,0,[],0.25
four_rooms_9,0,3,2,28,reduction,-0.0008807354922057604,174.8841889328305,174.8841889328305,0.0,0,58.29472964427684,77.72630619236912,8.807354922057604,"{""stochastic"": 77.72630619236912, ""topology"": 77.72630619236912, ""value"": 77.72630619236912}","{""stochastic"": 77.72630619236912, ""topology"": 77.72630619236912, ""value"": 77.72630619236912}","{""stochastic"": 58.29472964427684, ""topology"": 58.29472964427684, ""value"": 58.29472964427684}",4,0,[],0.25
four_rooms_9,0,4,2,28,reduction,-0.0008807354922057604,174.8841889328305,174.8841889328305,0.0,0,58.29472964427684,77.72630619236912,8.807354922057604,"{""stochastic"": 77.72630619236912, ""topology"": 77.72630619236912, ""value"": 77.72630619236912}","{""stochastic"": 77.72630619236912, ""topology"": 77.72630619236912, ""value"": 77.72630619236912}","{""stochastic"": 58.29472964427684, ""topology"": 58.29472964427684, ""value"": 58.29472964427684}",5,0,[],0.25
four_rooms_9,0,7,2,28,reduction,-0.0008807354922057604,174.8841889328305,174.8841889328305,0.0,0,58.29472964427684,77.72630619236912,8.807354922057604,"{""stochastic"": 77.72630619236912, ""topology"": 77.72630619236912, ""value"": 77.72630619236912}","{""stochastic"": 77.72630619236912, ""topology"": 77.72630619236912, ""value"": 77.72630619236912}","{""stochastic"": 58.29472964427684, ""topology"": 58.29472964427684, ""value"": 58.29472964427684}",6,0,[],0.25
four_rooms_9,0,9,2,28,reduction,-0.0008807354922057604,174.8841889328305,174.8841889328305,0.0,0,58.29472964427684,77.72630619236912,8.807354922057604,"{""stochastic"": 77.72630619236912, ""topology"": 77.72630619236912, ""value"": 77.72630619236912}","{""stochastic"": 77.72630619236912, ""topology"": 77.72630619236912, ""value"": 77.72630619236912}","{""stochastic"": 58.29472964427684, ""topology"": 58.29472964427684, ""value"": 58.29472964427684}",7,0,[],0.25
four_rooms_9,0,14,2,28,reduction,-0.0008807354922057604,174.8841889328305,174.8841889328305,0.0,0,58.29472964427684,77.72630619236912,8.807354922057604,"{""stochastic"": 77.72630619236912, ""topology"": 77.72630619236912, ""value"": 77.72630619236912}","{""stochastic"": 77.72630619236912, ""topology"": 77.72630619236912, ""value"": 77.72630619236912}","{""stochastic"": 58.29472964427684, ""topology"": 58.29472964427684, ""value"": 58.29472964427684}",8,0,[],0.25
four_rooms_9,0,19,2,28,reduction,-0.0008807354922057604,174.8841889328305,174.8841889328305,0.0,0,58.29472964427684,77.72630619236912,8.807354922057604,"{""stochastic"": 77.72630619236912, ""topology"": 77.72630619236912, ""value"": 77.72630619236912}","{""stochastic"": 77.72630619236912, ""topology"": 77.72630619236912, ""value"": 77.72630619236912}","{""stochastic"": 58.29472964427684, ""topology"": 58.29472964427684, ""value"": 58.29472964427684}",9,0,[],0.25
