map,step,probe,n_boundary,n_basis,distortion_before_bits,n_candidates,beam_id,path,budget_frac
open_room_7,4,value_gradient,6,14,200.52026742438028,8,0,"[36, 7, 43, 8]",0.5
open_room_7,4,betweenness,6,14,106.11870496763503,8,1,"[36, 7, 43, 3]",0.5
open_room_7,4,bottleneck,6,14,270.93644080206536,8,1,"[36, 7, 43, 3]",0.5
open_room_7,4,junction,6,14,436.2617193605894,8,1,"[36, 7, 43, 3]",0.5
open_room_7,4,transition_entropy,6,14,237.6193729446046,8,1,"[36, 7, 43, 3]",0.5
open_room_7,4,turn_articulation,6,14,13.784858884956037,8,1,"[36, 7, 43, 3]",0.5
open_room_7,4,value_gradient,6,14,219.29370752957288,8,1,"[36, 7, 43, 3]",0.5
open_room_7,4,betweenness,6,14,96.44401121839454,8,2,"[36, 7, 43, 4]",0.5
open_room_7,4,bottleneck,6,14,286.37738801824645,8,2,"[36, 7, 43, 4]",0.5
open_room_7,4,junction,6,14,436.2617193605894,8,2,"[36, 7, 43, 4]",0.5
open_room_7,4,transition_entropy,6,14,252.18531896716405,8,2,"[36, 7, 43, 4]",0.5
open_room_7,4,turn_articulation,6,14,13.785787903059884,8,2,"[36, 7, 43, 4]",0.5
open_room_7,4,value_gradient,6,14,232.88698847504185,8,2,"[36, 7, 43, 4]",0.5
open_room_7,4,betweenness,6,14,73.3429447694452,8,3,"[36, 7, 43, 6]",0.5
open_room_7,4,bottleneck,6,14,323.47137385277097,8,3,"[36, 7, 43, 6]",0.5
open_room_7,4,junction,6,14,436.2617193605894,8,3,"[36, 7, 43, 6]",0.5
open_room_7,4,transition_entropy,6,14,282.6689357500584,8,3,"[36, 7, 43, 6]",0.5
open_room_7,4,turn_articulation,6,14,6.916394567530427,8,3,"[36, 7, 43, 6]",0.5
open_room_7,4,value_gradient,6,14,271.15958475011934,8,3,"[36, 7, 43, 6]",0.5
open_room_7,5,betweenness,7,14,0.0004434378674278896,7,0,"[36, 7, 43, 8, 15]",0.5
open_room_7,5,bottleneck,7,14,4.93196715778488,7,0,"[36, 7, 43, 8, 15]",0.5
open_room_7,5,junction,7,14,4.93196715778488,7,0,"[36, 7, 43, 8, 15]",0.5
open_room_7,5,transition_entropy,7,14,7.769556235739366e-06,7,0,"[36, 7, 43, 8, 15]",0.5
open_room_7,5,turn_articulation,7,14,1.2740438618576403e-07,7,0,"[36, 7, 43, 8, 15]",0.5
open_room_7,5,value_gradient,7,14,6.016733322324146e-10,7,0,"[36, 7, 43, 8, 15]",0.5
