map_family,map_size,map,slip,method,n_states,n_boundary,state_compression_ratio,boundary,iterative_candidate_recompute,final_graph_kernel_build_count,selection_time_sec,final_kernel_time_sec,graph_solve_time_sec,total_time_sec,sparse_vi_time_sec,operator_speedup_vs_sparse_vi,planning_speedup_vs_sparse_vi,total_speedup_vs_sparse_vi,start_gap,normalized_start_gap,value_gap_max,normalized_value_gap_max,D_occ,D_model,D_audit_cvar95,error,timestamp,candidate_universe_time_sec,probe_build_time_sec,green_message_passing_time_sec,operator_apply_time_sec,threshold_time_sec,total_operator_time_sec,n_probe_anchors,n_operator_selected,probe_anchors,selected_states,selection_reasons,operator_used_steps_max,operator_frontier_max,operator_message_passing_sparse,n_green_response_passes,n_candidate_insertion_evaluations,n_beam_expansions,boundary_jaccard_vs_iterative,selection_speedup_vs_iterative,total_speedup_vs_iterative
random_maze,11,random_maze_11_seed2,0.1,one_shot_rd_t0p15,49,12,4.083333333333333,"[0, 5, 7, 11, 13, 14, 16, 23, 25, 43, 47, 48]",False,1,0.015561914071440697,0.23291660204995424,0.039692140999250114,0.28817065712064505,0.0036770919105038047,0.23628789451112717,0.0926403015290426,0.012760119115682065,1.9232094743415473e-06,8.044046481168339e-08,1.9232094743415473e-06,8.044046481168339e-08,0.001371741998309906,2.8643384589168477,0.001371739529057099,,2026-07-10T22:12:45,0.0012026309268549085,0.0021430139895528555,0.005128076067194343,0.0069102749694138765,0.00014370004646480083,0.015561914071440697,2,10,"[0, 48]","[5, 7, 11, 13, 14, 16, 23, 25, 43, 47]","{""5"": [""control"", ""flow"", ""green"", ""stochastic"", ""topology""], ""7"": [""control"", ""flow"", ""topology""], ""11"": [""control"", ""flow"", ""green"", ""topology""], ""13"": [""control"", ""flow"", ""topology""], ""14"": [""control"", ""flow"", ""topology""], ""16"": [""control"", ""flow"", ""topology""], ""23"": [""control"", ""flow"", ""green"", ""stochastic"", ""topology""], ""25"": [""control"", ""flow"", ""topology""], ""43"": [""control"", ""flow"", ""green"", ""stochastic"", ""topology""], ""47"": [""control"", ""flow"", ""topology""]}",63,9.19968503289893e-07,True,2,0,0,0.9230769230769231,186.96062094967897,10.91816235687735
random_maze,15,random_maze_15_seed2,0.1,one_shot_rd_t0p15,97,20,4.85,"[0, 6, 7, 11, 16, 20, 22, 24, 29, 31, 34, 36, 37, 39, 46, 48, 53, 71, 75, 96]",False,1,0.02755006297957152,1.2468185140751302,0.16326895798556507,1.4376375350402668,0.005739171989262104,0.20831792629721835,0.035151642174194045,0.00399208552182199,3.2983027757893524e-06,1.0898468335413392e-07,3.617353325324757e-06,1.1952696084615613e-07,3.0027398869724755,5.691895501953174,3.0013716510960493,,2026-07-10T22:12:47,0.002859537024050951,0.003799507045187056,0.008042803965508938,0.012605548021383584,0.00020140805281698704,0.02755006297957152,2,18,"[0, 96]","[6, 7, 11, 16, 20, 22, 24, 29, 31, 34, 36, 37, 39, 46, 48, 53, 71, 75]","{""6"": [""control"", ""flow"", ""topology""], ""7"": [""control"", ""flow"", ""topology""], ""11"": [""control"", ""flow"", ""topology""], ""16"": [""control"", ""flow"", ""topology""], ""20"": [""control"", ""flow"", ""topology""], ""22"": [""control"", ""flow"", ""topology""], ""24"": [""control"", ""flow"", ""topology""], ""29"": [""control"", ""flow"", ""green"", ""stochastic"", ""topology""], ""31"": [""control"", ""flow"", ""topology""], ""34"": [""control"", ""flow"", ""green"", ""stochastic"", ""topology""], ""36"": [""control"", ""flow"", ""topology""], ""37"": [""control"", ""flow"", ""topology""], ""39"": [""control"", ""flow"", ""topology""], ""46"": [""control"", ""flow"", ""green"", ""stochastic"", ""topology""], ""48"": [""control"", ""flow"", ""topology""], ""49"": [""control"", ""flow"", ""topology""], ""53"": [""control"", ""flow"", ""topology""], ""71"": [""control"", ""flow"", ""topology""], ""75"": [""control"", ""flow"", ""topology""], ""77"": [""control"", ""flow"", ""topology""], ""81"": [""control"", ""flow"", ""green"", ""stochastic"", ""topology""]}",104,8.699287386452174e-07,True,2,0,0,0.7391304347826086,915.1302934839612,18.506110546332717
random_maze,11,random_maze_11_seed2,0.1,graph_rd_surrogate_joint,49,13,3.769230769230769,"[0, 5, 7, 11, 13, 14, 16, 23, 25, 41, 43, 47, 48]",True,1,2.9094651179620996,0.15168798295781016,0.08514092001132667,3.1462940209312364,0.005109017016366124,0.0017559987177109293,0.060006598656514976,0.0016238205909484464,2.005553845663144e-06,8.388461355996412e-08,2.005553845663144e-06,8.388461355996412e-08,0.0,2.8642943998095354,0.0,,2026-07-10T22:12:48,,,,,,,,,,,,,,,,,,1.0,1.0,1.0
random_maze,15,random_maze_15_seed2,0.1,graph_rd_surrogate_joint,97,20,4.85,"[0, 6, 11, 16, 20, 22, 24, 29, 31, 37, 39, 46, 48, 49, 53, 71, 75, 77, 81, 96]",True,1,25.2118972199969,1.233771475031972,0.15941045398358256,26.605079149012454,0.010859639034606516,0.00043073470194829913,0.06812375702615422,0.00040817916660885453,3.056419984659442e-06,1.0099223354218525e-07,3.2679501771326613e-06,1.0798175288399754e-07,3.002744334306413,5.780133243650524,2.995885663305835,,2026-07-10T22:13:15,,,,,,,,,,,,,,,,,,1.0,1.0,1.0
random_maze,11,random_maze_11_seed3,0.05,one_shot_rd_t0p15,49,10,4.9,"[0, 2, 12, 14, 22, 24, 31, 33, 44, 48]",False,1,0.014084330992773175,0.4658987750299275,0.022459552972577512,0.5024426589952782,0.002187444013543427,0.15531046626679168,0.09739481530261244,0.004353619212822421,1.1424415760075135e-06,7.158103038385086e-08,1.1424415760075135e-06,7.158103038385086e-08,9.473281560892441e-08,1.164258032172717,0.0003078817149647098,,2026-07-10T22:12:45,0.0013133928878232837,0.0021568239899352193,0.003429780015721917,0.007002969039604068,0.0001390100223943591,0.014084330992773175,2,8,"[0, 48]","[2, 12, 14, 22, 24, 31, 33, 44]","{""2"": [""control"", ""flow"", ""green"", ""topology""], ""12"": [""control"", ""flow"", ""topology""], ""14"": [""control"", ""flow"", ""topology""], ""22"": [""control"", ""flow"", ""topology""], ""24"": [""control"", ""flow"", ""topology""], ""31"": [""control"", ""flow"", ""topology""], ""33"": [""control"", ""flow"", ""topology""], ""44"": [""control"", ""flow"", ""green"", ""stochastic"", ""topology""]}",36,8.636362738759437e-07,True,2,0,0,0.8333333333333334,179.0406804046192,5.54618474172225
random_maze,15,random_maze_15_seed3,0.05,one_shot_rd_t0p15,97,20,4.85,"[0, 4, 5, 11, 33, 35, 43, 49, 51, 61, 63, 64, 66, 73, 75, 76, 78, 87, 89, 96]",False,1,0.02963612601161003,1.1323490389622748,0.1521410319255665,1.3141261968994513,0.005781502928584814,0.19508295133850811,0.0380009446196826,0.004399503595792923,3.0236415327067334e-06,1.0355821524862495e-07,3.0236415327067334e-06,1.0355821524862495e-07,1.00030748274135,3.327066028914136,0.9999999829759465,,2026-07-10T22:12:47,0.0026136280503124,0.0037854010006412864,0.007963870069943368,0.015027588000521064,0.00020604999735951424,0.02963612601161003,2,18,"[0, 96]","[4, 5, 11, 33, 35, 43, 49, 51, 61, 63, 64, 66, 73, 75, 76, 78, 87, 89]","{""4"": [""control"", ""flow"", ""topology""], ""5"": [""control"", ""flow"", ""topology""], ""11"": [""control"", ""flow"", ""topology""], ""33"": [""control"", ""flow"", ""topology""], ""35"": [""control"", ""flow"", ""topology""], ""43"": [""control"", ""flow"", ""topology""], ""49"": [""control"", ""flow"", ""green"", ""stochastic"", ""topology""], ""51"": [""control"", ""flow"", ""topology""], ""61"": [""control"", ""flow"", ""green"", ""stochastic"", ""topology""], ""63"": [""control"", ""flow"", ""topology""], ""64"": [""control"", ""flow"", ""topology""], ""66"": [""control"", ""flow"", ""topology""], ""73"": [""control"", ""flow"", ""topology""], ""75"": [""control"", ""flow"", ""topology""], ""76"": [""control"", ""flow"", ""topology""], ""78"": [""control"", ""flow"", ""topology""], ""87"": [""control"", ""flow"", ""green"", ""stochastic"", ""topology""], ""89"": [""control"", ""flow"", ""topology""], ""94"": [""control"", ""flow"", ""green"", ""stochastic"", ""topology""]}",87,6.641311153353113e-07,True,2,0,0,0.9047619047619048,872.920014438801,20.778367956868603
random_maze,11,random_maze_11_seed3,0.05,graph_rd_surrogate_joint,49,12,4.083333333333333,"[0, 2, 12, 14, 22, 24, 31, 33, 34, 36, 44, 48]",True,1,2.521668203989975,0.2390253619523719,0.025946242967620492,2.7866398089099675,0.002452715067192912,0.0009726557456337991,0.09453064438862181,0.0008801693923092003,1.1424415760075135e-06,7.158103038385086e-08,1.1424415760075135e-06,7.158103038385086e-08,9.473281560892441e-08,1.164258032172717,9.470363124822896e-08,,2026-07-10T22:12:48,,,,,,,,,,,,,,,,,,1.0,1.0,1.0
random_maze,15,random_maze_15_seed3,0.05,graph_rd_surrogate_joint,97,20,4.85,"[0, 4, 5, 11, 33, 35, 49, 51, 61, 63, 64, 66, 73, 75, 76, 78, 87, 89, 94, 96]",True,1,25.869967545964755,1.2442304500145838,0.19119966495782137,27.30539766093716,0.004966125008650124,0.0001919648720017335,0.025973502671909236,0.00018187338160449555,3.050826762773795e-06,1.0448929582693278e-07,3.050826762773795e-06,1.0448929582693278e-07,1.0003076162266733,3.2501862800149026,0.9998541847920924,,2026-07-10T22:13:16,,,,,,,,,,,,,,,,,,1.0,1.0,1.0
random_maze,11,random_maze_11_seed3,0.1,one_shot_rd_t0p15,49,10,4.9,"[0, 2, 12, 14, 22, 24, 31, 33, 44, 48]",False,1,0.014026290038600564,0.3373647140106186,0.020042340038344264,0.37143334408756346,0.0028566090622916818,0.20366105751629618,0.14252871954205562,0.007690771730009924,9.015124859956813e-07,5.370441255936205e-08,9.015124859956813e-07,5.370441255936205e-08,1.881672533426563e-06,2.3161848185774887,0.0013736212066213832,,2026-07-10T22:12:45,0.0012756080832332373,0.0021270510042086244,0.003673501079902053,0.006786308949813247,0.00012914591934531927,0.014026290038600564,2,8,"[0, 48]","[2, 12, 14, 22, 24, 31, 33, 44]","{""2"": [""control"", ""flow"", ""green"", ""topology""], ""12"": [""control"", ""flow"", ""topology""], ""14"": [""control"", ""flow"", ""topology""], ""22"": [""control"", ""flow"", ""topology""], ""24"": [""control"", ""flow"", ""topology""], ""31"": [""control"", ""flow"", ""topology""], ""33"": [""control"", ""flow"", ""topology""], ""44"": [""control"", ""flow"", ""green"", ""stochastic"", ""topology""]}",43,9.53206088318347e-07,True,2,0,0,0.7692307692307693,235.12606989950626,9.880523492425667
random_maze,15,random_maze_15_seed3,0.1,one_shot_rd_t0p15,97,20,4.85,"[0, 4, 5, 11, 33, 35, 43, 49, 51, 61, 63, 64, 66, 73, 75, 76, 78, 87, 89, 96]",False,1,0.02781708096154034,1.2672066109953448,0.1552103318972513,1.4502340238541365,0.005833977949805558,0.20972646115786073,0.03758756184908896,0.004022783808575391,2.8251485737484927e-06,9.47960007373292e-08,2.8251485737484927e-06,9.47960007373292e-08,1.0013749733905002,5.662154098579911,0.9999999709913009,,2026-07-10T22:12:47,0.0025752619840204716,0.003989347955211997,0.0080699980026111,0.01293763006106019,0.00020305695943534374,0.02781708096154034,2,18,"[0, 96]","[4, 5, 11, 33, 35, 43, 49, 51, 61, 63, 64, 66, 73, 75, 76, 78, 87, 89]","{""4"": [""control"", ""flow"", ""green"", ""topology""], ""5"": [""control"", ""flow"", ""topology""], ""11"": [""control"", ""flow"", ""topology""], ""33"": [""control"", ""flow"", ""topology""], ""35"": [""control"", ""flow"", ""topology""], ""43"": [""control"", ""flow"", ""topology""], ""49"": [""control"", ""flow"", ""green"", ""stochastic"", ""topology""], ""51"": [""control"", ""flow"", ""topology""], ""61"": [""control"", ""flow"", ""green"", ""stochastic"", ""topology""], ""63"": [""control"", ""flow"", ""topology""], ""64"": [""control"", ""flow"", ""topology""], ""66"": [""control"", ""flow"", ""topology""], ""73"": [""control"", ""flow"", ""topology""], ""75"": [""control"", ""flow"", ""topology""], ""76"": [""control"", ""flow"", ""topology""], ""78"": [""control"", ""flow"", ""topology""], ""87"": [""control"", ""flow"", ""green"", ""stochastic"", ""topology""], ""89"": [""control"", ""flow"", ""topology""], ""94"": [""control"", ""flow"", ""green"", ""stochastic"", ""topology""]}",99,9.648611217593303e-07,True,2,0,0,0.9047619047619048,929.045035628124,18.764256798154612
random_maze,11,random_maze_11_seed3,0.1,graph_rd_surrogate_joint,49,13,3.769230769230769,"[0, 2, 12, 14, 22, 24, 31, 33, 34, 36, 40, 44, 48]",True,1,3.2979464520467445,0.3301776720909402,0.04183175798971206,3.6699558821273968,0.002591127995401621,0.0007856792198046564,0.061941647205906884,0.0007060379139761207,8.999879028692703e-07,5.3613590920756135e-08,8.999879028692703e-07,5.3613590920756135e-08,0.0,2.3161850814321054,2.5846687926227744e-09,,2026-07-10T22:12:48,,,,,,,,,,,,,,,,,,1.0,1.0,1.0
random_maze,15,random_maze_15_seed3,0.1,graph_rd_surrogate_joint,97,20,4.85,"[0, 4, 5, 11, 33, 35, 49, 51, 61, 63, 64, 66, 73, 75, 76, 78, 87, 89, 94, 96]",True,1,25.843320972984657,1.2171711300034076,0.15207153803203255,27.212563641020097,0.006713328999467194,0.0002597703679989495,0.04414586112789291,0.00024669961595781266,2.760737960016968e-06,9.263474499187152e-08,2.760737960016968e-06,9.263474499187152e-08,1.0013733215761431,5.554980395971814,0.9993500764291925,,2026-07-10T22:13:16,,,,,,,,,,,,,,,,,,1.0,1.0,1.0
random_maze,11,random_maze_11_seed4,0.05,one_shot_rd_t0p15,49,12,4.083333333333333,"[0, 2, 3, 5, 12, 14, 21, 25, 31, 35, 46, 48]",False,1,0.014410604955628514,0.19018063694238663,0.031030238955281675,0.23562148085329682,0.002663391991518438,0.18482166430342445,0.08583214571298364,0.011303689213194976,1.5894367990654246e-06,7.968536640095168e-08,1.5894367990654246e-06,7.968536640095168e-08,2.91478480933286e-11,1.4295959639688225,2.913888626093677e-11,,2026-07-10T22:12:47,0.0012373969657346606,0.0021658740006387234,0.003974697086960077,0.0068452219711616635,0.00015247496776282787,0.014410604955628514,2,10,"[0, 48]","[2, 3, 5, 12, 14, 21, 25, 31, 35, 46]","{""2"": [""control"", ""flow"", ""green"", ""topology""], ""3"": [""control"", ""flow"", ""topology""], ""5"": [""control"", ""flow"", ""topology""], ""12"": [""control"", ""flow"", ""topology""], ""14"": [""control"", ""flow"", ""topology""], ""21"": [""control"", ""flow"", ""topology""], ""25"": [""control"", ""flow"", ""topology""], ""31"": [""control"", ""flow"", ""topology""], ""35"": [""control"", ""flow"", ""topology""], ""46"": [""control"", ""flow"", ""green"", ""stochastic"", ""topology""]}",55,9.564769423754557e-07,True,2,0,0,1.0,188.35285592603515,12.229154389916353
random_maze,15,random_maze_15_seed4,0.05,one_shot_rd_t0p15,97,14,6.928571428571429,"[0, 3, 5, 16, 20, 29, 35, 42, 44, 47, 53, 58, 62, 96]",False,1,0.02452298696152866,0.9143415900180116,0.05598651699256152,0.9948510939721018,0.0035610009217634797,0.14521073339678936,0.06360461612992645,0.0035794310760071794,1.93841899687186e-06,7.633469504151018e-08,1.93841899687186e-06,7.633469504151018e-08,2.915753376889252e-11,1.7023684881142902,9.476201083034057e-08,,2026-07-10T22:12:48,0.0028994439635425806,0.0037484929198399186,0.0054170601069927216,0.0122522379970178,0.00016450905241072178,0.02452298696152866,2,12,"[0, 96]","[3, 5, 16, 20, 29, 35, 42, 44, 47, 53, 58, 62]","{""3"": [""control"", ""flow"", ""green"", ""stochastic"", ""topology""], ""5"": [""control"", ""flow"", ""topology""], ""16"": [""control"", ""flow"", ""green"", ""topology""], ""20"": [""control"", ""flow"", ""topology""], ""29"": [""control"", ""flow"", ""topology""], ""35"": [""control"", ""flow"", ""topology""], ""42"": [""control"", ""flow"", ""topology""], ""44"": [""control"", ""flow"", ""topology""], ""47"": [""control"", ""flow"", ""green"", ""stochastic"", ""topology""], ""53"": [""control"", ""flow"", ""green"", ""stochastic"", ""topology""], ""58"": [""control"", ""flow"", ""topology""], ""62"": [""control"", ""flow"", ""topology""]}",76,7.467453339776475e-07,True,2,0,0,1.0,488.24266419067067,13.013838879480288
random_maze,11,random_maze_11_seed4,0.05,graph_rd_surrogate_joint,49,12,4.083333333333333,"[0, 2, 3, 5, 12, 14, 21, 25, 31, 35, 46, 48]",True,1,2.7142785990145057,0.13662061595823616,0.030552251962944865,2.8814514669356868,0.0026139309629797935,0.0009630297213885317,0.08555608163189037,0.0009071577269214286,1.5894367990654246e-06,7.968536640095168e-08,1.5894367990654246e-06,7.968536640095168e-08,2.91478480933286e-11,1.4295959639688225,2.913888626093677e-11,,2026-07-10T22:12:50,,,,,,,,,,,,,,,,,,1.0,1.0,1.0
random_maze,15,random_maze_15_seed4,0.05,graph_rd_surrogate_joint,97,14,6.928571428571429,"[0, 3, 5, 16, 20, 29, 35, 42, 44, 47, 53, 58, 62, 96]",True,1,11.973168488009833,0.9181258010212332,0.05553755699656904,12.946831846027635,0.003561931080184877,0.0002974927717547669,0.06413553769397749,0.0002751198997983243,1.93841899687186e-06,7.633469504151018e-08,1.93841899687186e-06,7.633469504151018e-08,2.915753376889252e-11,1.7023684881142902,9.476201083034057e-08,,2026-07-10T22:13:04,,,,,,,,,,,,,,,,,,1.0,1.0,1.0
random_maze,11,random_maze_11_seed4,0.1,one_shot_rd_t0p15,49,12,4.083333333333333,"[0, 2, 3, 5, 12, 14, 21, 25, 31, 35, 46, 48]",False,1,0.015099574928171933,0.23279616399668157,0.03399105602875352,0.281886794953607,0.0031908489763736725,0.21132045051283974,0.09387319339753633,0.01131961139541433,1.4088577415805048e-06,6.763801416813493e-08,1.4088577415805048e-06,6.763801416813493e-08,2.5775811202255057e-09,2.848220363581248,2.574050858607573e-09,,2026-07-10T22:12:48,0.001182357082143426,0.0022189199225977063,0.004570546094328165,0.00695723295211792,0.00013792794197797775,0.015099574928171933,2,10,"[0, 48]","[2, 3, 5, 12, 14, 21, 25, 31, 35, 46]","{""2"": [""control"", ""flow"", ""green"", ""topology""], ""3"": [""control"", ""flow"", ""topology""], ""5"": [""control"", ""flow"", ""topology""], ""12"": [""control"", ""flow"", ""topology""], ""14"": [""control"", ""flow"", ""topology""], ""21"": [""control"", ""flow"", ""topology""], ""25"": [""control"", ""flow"", ""topology""], ""31"": [""control"", ""flow"", ""topology""], ""35"": [""control"", ""flow"", ""topology""], ""46"": [""control"", ""flow"", ""green"", ""stochastic"", ""topology""]}",64,6.996864209859667e-07,True,2,0,0,1.0,184.10826153331882,10.739503059659187
random_maze,15,random_maze_15_seed4,0.1,one_shot_rd_t0p15,97,14,6.928571428571429,"[0, 3, 5, 16, 20, 29, 35, 42, 44, 47, 53, 58, 62, 96]",False,1,0.02461007598321885,1.0733826800715178,0.061740525998175144,1.1597332820529118,0.004241718095727265,0.17235696869118214,0.06870233168814656,0.0036574944958195485,2.2608363003939758e-06,8.625451123271396e-08,2.2608363003939758e-06,8.625451123271396e-08,2.581178696856991e-09,3.3965508756515463,1.8842611413115833e-06,,2026-07-10T22:12:50,0.002427940024062991,0.0037496810546144843,0.005985268042422831,0.01224801898933947,0.00016009900718927383,0.02461007598321885,2,12,"[0, 96]","[3, 5, 16, 20, 29, 35, 42, 44, 47, 53, 58, 62]","{""3"": [""control"", ""flow"", ""green"", ""stochastic"", ""topology""], ""5"": [""control"", ""flow"", ""topology""], ""16"": [""control"", ""flow"", ""green"", ""topology""], ""20"": [""control"", ""flow"", ""topology""], ""29"": [""control"", ""flow"", ""topology""], ""35"": [""control"", ""flow"", ""topology""], ""42"": [""control"", ""flow"", ""topology""], ""44"": [""control"", ""flow"", ""topology""], ""47"": [""control"", ""flow"", ""green"", ""stochastic"", ""topology""], ""53"": [""control"", ""flow"", ""green"", ""stochastic"", ""topology""], ""58"": [""control"", ""flow"", ""topology""], ""62"": [""control"", ""flow"", ""topology""]}",87,9.64204669863006e-07,True,2,0,0,0.7,1052.14076391574,23.609211329701395
random_maze,11,random_maze_11_seed4,0.1,graph_rd_surrogate_joint,49,12,4.083333333333333,"[0, 2, 3, 5, 12, 14, 21, 25, 31, 35, 46, 48]",True,1,2.779956489917822,0.20162862294819206,0.045738984015770257,3.0273240968817845,0.0031206500716507435,0.0011225535662045532,0.06822735875757058,0.001030827876957438,1.4088577415805048e-06,6.763801416813493e-08,1.4088577415805048e-06,6.763801416813493e-08,2.5775811202255057e-09,2.848220363581248,2.574050858607573e-09,,2026-07-10T22:12:51,,,,,,,,,,,,,,,,,,1.0,1.0,1.0
random_maze,15,random_maze_15_seed4,0.1,graph_rd_surrogate_joint,97,20,4.85,"[0, 3, 5, 16, 20, 29, 35, 42, 44, 47, 53, 58, 62, 63, 65, 74, 78, 89, 92, 96]",True,1,25.89326414500829,1.3634244420100003,0.12369955505710095,27.38038814207539,0.0053338599391281605,0.0002059941114128102,0.04311947554432186,0.0001948058556164742,2.2608363003939758e-06,8.625451123271396e-08,2.2608363003939758e-06,8.625451123271396e-08,2.581178696856991e-09,3.3965508756515463,0.001371744636090948,,2026-07-10T22:13:18,,,,,,,,,,,,,,,,,,1.0,1.0,1.0
