map_family,map_size,map,slip,method,n_states,n_boundary,state_compression_ratio,boundary,iterative_candidate_recompute,selection_time_sec,final_kernel_time_sec,graph_solve_time_sec,total_time_sec,sparse_vi_time_sec,operator_speedup_vs_sparse_vi,planning_speedup_vs_sparse_vi,total_speedup_vs_sparse_vi,start_gap,normalized_start_gap,value_gap_max,normalized_value_gap_max,D_occ,D_model,D_audit_cvar95,error,timestamp,candidate_universe_time_sec,probe_build_time_sec,green_message_passing_time_sec,operator_apply_time_sec,threshold_time_sec,total_operator_time_sec,n_probe_anchors,n_operator_selected,probe_anchors,selected_states,selection_reasons,operator_used_steps_max,operator_frontier_max,operator_message_passing_sparse,boundary_jaccard_vs_iterative,selection_speedup_vs_iterative,total_speedup_vs_iterative,boundary_jaccard_vs_exact_search,selection_speedup_vs_exact_search,total_speedup_vs_exact_search
corridor,32,corridor_32,0.0,one_shot_rd_t0p10,32,2,16.0,"[0, 31]",False,0.0007370960665866733,0.004077816032804549,8.491391781717539e-05,0.004899826017208397,0.0008829680737107992,1.197900943630898,10.398390468943866,0.18020396451012297,7.105427357601002e-15,3.488621061101381e-16,7.105427357601002e-15,3.488621061101381e-16,0.0,0.0,0.0,,2026-07-10T21:48:20,0.0007075850153341889,0.0,0.0,0.0,0.0,0.0007370960665866733,0,0,[],[],{},0,0.0,True,1.0,51.84333329595472,8.604681440137176,1.0,50.821283285586105,8.50202841893945
corridor,32,corridor_32,0.0,one_shot_rd_t0p15,32,2,16.0,"[0, 31]",False,0.0006236480548977852,0.004014086094684899,0.00011821591760963202,0.004755950067192316,0.0008829680737107992,1.4158114769643853,7.469113225737518,0.18565545500608274,7.105427357601002e-15,3.488621061101381e-16,7.105427357601002e-15,3.488621061101381e-16,0.0,0.0,0.0,,2026-07-10T21:48:20,0.0005956700770184398,0.0,0.0,0.0,0.0,0.0006236480548977852,0,0,[],[],{},0,0.0,True,1.0,61.274170184741884,8.864988360793376,1.0,60.066198739018304,8.759229903092283
corridor,32,corridor_32,0.0,one_shot_rd_t0p20,32,2,16.0,"[0, 31]",False,0.00044788094237446785,0.003942045965231955,8.327094838023186e-05,0.004473197855986655,0.0008829680737107992,1.9714347947686515,10.603554911840199,0.19739079337371332,7.105427357601002e-15,3.488621061101381e-16,7.105427357601002e-15,3.488621061101381e-16,0.0,0.0,0.0,,2026-07-10T21:48:20,0.0004233510699123144,0.0,0.0,0.0,0.0,0.00044788094237446785,0,0,[],[],{},0,0.0,True,1.0,85.32070341863368,9.425346999518041,1.0,83.63867372899419,9.31290351720337
corridor,32,corridor_32,0.0,endpoints,32,2,16.0,"[0, 31]",False,8.579925633966923e-06,0.003926135948859155,8.432893082499504e-05,0.004019044805318117,0.0008829680737107992,102.91092386806149,10.470523758248433,0.21969600153310812,7.105427357601002e-15,3.488621061101381e-16,7.105427357601002e-15,3.488621061101381e-16,0.0,0.0,0.0,,2026-07-10T21:48:20,,,,,,,,,,,,,,,1.0,4453.828469084544,10.49041352671289,1.0,4366.024789351569,10.36526390326403
corridor,32,corridor_32,0.0,graph_rd_surrogate_joint,32,2,16.0,"[0, 31]",True,0.03821351705119014,0.0038688379572704434,7.908698171377182e-05,0.04216144199017435,0.0008829680737107992,0.02310617137197791,11.164518541198083,0.020942549211589424,7.105427357601002e-15,3.488621061101381e-16,7.105427357601002e-15,3.488621061101381e-16,0.0,0.0,0.0,,2026-07-10T21:48:20,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,0.9802857967381436,0.988070096271212
corridor,32,corridor_32,0.0,graph_rd_joint,32,2,16.0,"[0, 31]",True,0.03746016800869256,0.00411415402777493,8.413800969719887e-05,0.04165846004616469,0.0008829680737107992,0.02357085193814155,10.494282867974652,0.0211954083932128,7.105427357601002e-15,3.488621061101381e-16,7.105427357601002e-15,3.488621061101381e-16,0.0,0.0,0.0,,2026-07-10T21:48:20,,,,,,,,,,,,,,,1.0,1.020110669079828,1.012073944727008,1.0,1.0,1.0
corridor,32,corridor_32,0.05,one_shot_rd_t0p10,32,2,16.0,"[0, 31]",False,0.00045939499977976084,0.005284935003146529,0.00010005803778767586,0.005844388040713966,0.001380939967930317,3.0059969494495045,13.801389658077097,0.2362847843624048,1.7266721386022255e-08,8.149958110407568e-10,1.7266721386022255e-08,8.149958110407568e-10,0.0,0.15547817256338592,0.0,,2026-07-10T21:48:20,0.0004344410263001919,0.0,0.0,0.0,0.0,0.00045939499977976084,0,0,[],[],{},0,0.0,True,1.0,132.51359735115517,11.247701831473478,1.0,131.63156126201258,11.251386558042421
corridor,32,corridor_32,0.05,one_shot_rd_t0p15,32,2,16.0,"[0, 31]",False,0.00044194201473146677,0.004948041052557528,8.175789844244719e-05,0.005471740965731442,0.001380939967930317,3.124708495455914,16.890600103944923,0.2523767072635387,1.7266721386022255e-08,8.149958110407568e-10,1.7266721386022255e-08,8.149958110407568e-10,0.0,0.15547817256338592,0.0,,2026-07-10T21:48:20,0.0004190349718555808,0.0,0.0,0.0,0.0,0.00044194201473146677,0,0,[],[],{},0,0.0,True,1.0,137.7467676680137,12.013714552840282,1.0,136.8298985868434,12.017650223777139
corridor,32,corridor_32,0.05,one_shot_rd_t0p20,32,2,16.0,"[0, 31]",False,0.0004376879660412669,0.005090303951874375,8.243403863161802e-05,0.00561042595654726,0.001380939967930317,3.155078674930068,16.752060081654786,0.24613816822923867,1.7266721386022255e-08,8.149958110407568e-10,1.7266721386022255e-08,8.149958110407568e-10,0.0,0.15547817256338592,0.0,,2026-07-10T21:48:20,0.00041297602001577616,0.0,0.0,0.0,0.0,0.0004376879660412669,0,0,[],[],{},0,0.0,True,1.0,139.08557865218896,11.716745676443262,1.0,138.15979818661594,11.720584060918812
corridor,32,corridor_32,0.05,endpoints,32,2,16.0,"[0, 31]",False,7.814029231667519e-06,0.004977633012458682,0.00012103002518415451,0.005106477066874504,0.001380939967930317,176.72572330979412,11.409895733138393,0.2704290942357139,1.7266721386022255e-08,8.149958110407568e-10,1.7266721386022255e-08,8.149958110407568e-10,0.0,0.15547817256338592,0.0,,2026-07-10T21:48:20,,,,,,,,,,,,,,,1.0,7790.613807693454,12.873049894966988,1.0,7738.7579780101905,12.877267082591803
corridor,32,corridor_32,0.05,graph_rd_surrogate_joint,32,2,16.0,"[0, 31]",True,0.06087608402594924,0.004779906012117863,7.994403131306171e-05,0.06573593406938016,0.001380939967930317,0.022684441517980575,17.273834522086343,0.021007383366193916,1.7266721386022255e-08,8.149958110407568e-10,1.7266721386022255e-08,8.149958110407568e-10,0.0,0.15547817256338592,0.0,,2026-07-10T21:48:20,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,0.9933438069241664,1.000327598172867
corridor,32,corridor_32,0.05,graph_rd_joint,32,2,16.0,"[0, 31]",True,0.06047088105697185,0.005205071996897459,8.151598740369081e-05,0.065757469041273,0.001380939967930317,0.022836445307110417,16.94072551794658,0.02100050363957231,1.7266721386022255e-08,8.149958110407568e-10,1.7266721386022255e-08,8.149958110407568e-10,0.0,0.15547817256338592,0.0,,2026-07-10T21:48:20,,,,,,,,,,,,,,,1.0,1.0067007948601847,0.9996725091125493,1.0,1.0,1.0
corridor,32,corridor_32,0.1,one_shot_rd_t0p10,32,2,16.0,"[0, 31]",False,0.0004578829975798726,0.005478899925947189,0.00014494499191641808,0.00608172791544348,0.0016929700504988432,3.6973857064948636,11.680086549489667,0.27836990967646597,4.466775394007527e-08,2.024646106134576e-09,4.466775394007527e-08,2.024646106134576e-09,0.0,0.3130174241341906,0.0,,2026-07-10T21:48:20,0.0004329490475356579,0.0,0.0,0.0,0.0,0.0004578829975798726,0,0,[],[],{},0,0.0,True,1.0,159.00097274854858,12.887240610436367,1.0,157.12549346140597,12.88285600501286
corridor,32,corridor_32,0.1,one_shot_rd_t0p15,32,2,16.0,"[0, 31]",False,0.0004317089915275574,0.005444277077913284,8.285697549581528e-05,0.005958843044936657,0.0016929700504988432,3.9215538330773345,20.43243843222768,0.2841105291298774,4.466775394007527e-08,2.024646106134576e-09,4.466775394007527e-08,2.024646106134576e-09,0.0,0.3130174241341906,0.0,,2026-07-10T21:48:20,0.0004079759819433093,0.0,0.0,0.0,0.0,0.0004317089915275574,0,0,[],[],{},0,0.0,True,1.0,168.64101385197523,13.153004766609167,1.0,166.65182647170496,13.148529740668517
corridor,32,corridor_32,0.1,one_shot_rd_t0p20,32,2,16.0,"[0, 31]",False,0.0004331310046836734,0.0053933399030938745,8.07599863037467e-05,0.0059072308940812945,0.0016929700504988432,3.9086789728554816,20.962980901599053,0.28659283526484497,4.466775394007527e-08,2.024646106134576e-09,4.466775394007527e-08,2.024646106134576e-09,0.0,0.3130174241341906,0.0,,2026-07-10T21:48:20,0.000409528031013906,0.0,0.0,0.0,0.0,0.0004331310046836734,0,0,[],[],{},0,0.0,True,1.0,168.08734824557655,13.267924071167874,1.0,166.1046915698602,13.263409946414587
corridor,32,corridor_32,0.1,endpoints,32,2,16.0,"[0, 31]",False,7.733004167675972e-06,0.005458866013213992,8.168700151145458e-05,0.005548286018893123,0.0016929700504988432,218.92785957305875,20.72508500953418,0.30513388183916823,4.466775394007527e-08,2.024646106134576e-09,4.466775394007527e-08,2.024646106134576e-09,0.0,0.3130174241341906,0.0,,2026-07-10T21:48:20,,,,,,,,,,,,,,,1.0,9414.690648240146,14.12628885869222,1.0,9303.64065275645,14.12148269384932
corridor,32,corridor_32,0.1,graph_rd_surrogate_joint,32,2,16.0,"[0, 31]",True,0.07280384202022105,0.005489361006766558,8.348794654011726e-05,0.07837669097352773,0.0016929700504988432,0.0232538558889327,20.278017614019824,0.02160042774797236,4.466775394007527e-08,2.024646106134576e-09,4.466775394007527e-08,2.024646106134576e-09,0.0,0.3130174241341906,0.0,,2026-07-10T21:48:21,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,0.9882046049484956,0.9996597715867928
corridor,32,corridor_32,0.1,graph_rd_joint,32,2,16.0,"[0, 31]",True,0.07194509194232523,0.006320032058283687,8.49009957164526e-05,0.07835002499632537,0.0016929700504988432,0.02353141826347254,19.940520558238514,0.02160777932844621,4.466775394007527e-08,2.024646106134576e-09,4.466775394007527e-08,2.024646106134576e-09,0.0,0.3130174241341906,0.0,,2026-07-10T21:48:21,,,,,,,,,,,,,,,1.0,1.011936187093683,1.000340344207977,1.0,1.0,1.0
open_room,10,open_room_10,0.0,one_shot_rd_t0p10,100,3,33.333333333333336,"[0, 90, 99]",False,0.012682136031799018,0.015428741928189993,0.00019096804317086935,0.02830184600315988,0.0005251549882814288,0.041409032907757985,2.7499626616142496,0.018555502995203765,1.7763568394002505e-15,1.2626670915569832e-16,1.7763568394002505e-15,1.2626670915569832e-16,0.0,0.0,1.0,,2026-07-10T21:48:21,0.0014965040609240532,0.002598354942165315,0.0014285360230132937,0.007036478025838733,7.931399159133434e-05,0.012682136031799018,2,1,"[0, 99]",[90],"{""90"": [""control"", ""flow"", ""green"", ""topology""]}",19,0.0,True,0.6666666666666666,7.771676927833161,3.917807904591535,0.6666666666666666,24.79511015729862,11.543091570276337
open_room,10,open_room_10,0.0,one_shot_rd_t0p15,100,3,33.333333333333336,"[0, 90, 99]",False,0.01229015493299812,0.015275318059138954,0.00018100498709827662,0.02774647797923535,0.0005251549882814288,0.04272972888823623,2.9013288346375563,0.018926906278859585,1.7763568394002505e-15,1.2626670915569832e-16,1.7763568394002505e-15,1.2626670915569832e-16,0.0,0.0,1.0,,2026-07-10T21:48:21,0.0014226159546524286,0.0025754630332812667,0.0014636990381404757,0.0067256869515404105,7.224397268146276e-05,0.01229015493299812,2,1,"[0, 99]",[90],"{""90"": [""control"", ""flow"", ""green"", ""topology""]}",19,0.0,True,0.6666666666666666,8.019546094520264,3.9962259739305415,0.6666666666666666,25.585923176120037,11.774135811644983
open_room,10,open_room_10,0.0,one_shot_rd_t0p20,100,3,33.333333333333336,"[0, 90, 99]",False,0.012461700942367315,0.015386317041702569,0.00018137798178941011,0.028029395965859294,0.0005251549882814288,0.04214151749509618,2.8953623979076073,0.018735865336558966,1.7763568394002505e-15,1.2626670915569832e-16,1.7763568394002505e-15,1.2626670915569832e-16,0.0,0.0,1.0,,2026-07-10T21:48:21,0.0013858180027455091,0.002632310031913221,0.0014597869012504816,0.006881671957671642,7.150904275476933e-05,0.012461700942367315,2,1,"[0, 99]",[90],"{""90"": [""control"", ""flow"", ""green"", ""topology""]}",19,0.0,True,0.6666666666666666,7.9091501593401725,3.955889599646349,0.6666666666666666,25.233710983162663,11.655292194674967
open_room,10,open_room_10,0.0,endpoints,100,2,50.0,"[0, 99]",False,1.1505908332765102e-05,0.012549172970466316,8.191494271159172e-05,0.012642593821510673,0.0005251549882814288,45.642201649213334,6.410979131492629,0.04153854784038911,3.552713678800501e-15,2.5253341831139665e-16,3.552713678800501e-15,2.5253341831139665e-16,1.0,0.8817509227289146,1.0,,2026-07-10T21:48:21,,,,,,,,,,,,,,,1.0,8566.161066423838,8.770446757298641,1.0,27329.868346233623,25.840488481603163
open_room,10,open_room_10,0.0,graph_rd_surrogate_joint,100,2,50.0,"[0, 99]",True,0.09856146399397403,0.01223463995847851,8.50920332595706e-05,0.11088119598571211,0.0005251549882814288,0.0053281979284879166,6.171611702818992,0.00473619520075432,3.552713678800501e-15,2.5253341831139665e-16,3.552713678800501e-15,2.5253341831139665e-16,1.0,0.8817509227289146,1.0,,2026-07-10T21:48:21,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,3.190445303831203,2.946313819201864
open_room,10,open_room_10,0.0,graph_rd_joint,100,2,50.0,"[0, 99]",True,0.31445495993830264,0.012145222048275173,9.061803575605154e-05,0.32669080002233386,0.0005251549882814288,0.0016700483540932742,5.7952590110778095,0.0016074985528993382,3.552713678800501e-15,2.5253341831139665e-16,3.552713678800501e-15,2.5253341831139665e-16,1.0,0.8817509227289146,1.0,,2026-07-10T21:48:21,,,,,,,,,,,,,,,1.0,0.31343587015867774,0.3394071580164848,1.0,1.0,1.0
open_room,10,open_room_10,0.05,one_shot_rd_t0p10,100,3,33.333333333333336,"[0, 90, 99]",False,0.01288058701902628,0.020273547968827188,0.00022602092940360308,0.03338015591725707,0.0011262759799137712,0.08743980210297225,4.9830605638409375,0.03374088433575897,0.07026470952225061,0.004778805733963962,0.07026470952225061,0.004778805733963962,2.894196798608847e-16,0.22452146705579648,0.8664169426084599,,2026-07-10T21:48:21,0.0014114120276644826,0.0026352639542892575,0.0017060469835996628,0.007010873989202082,8.783605881035328e-05,0.01288058701902628,2,1,"[0, 99]",[90],"{""90"": [""control"", ""flow"", ""green"", ""stochastic"", ""topology""]}",33,9.87778799002248e-07,True,0.6666666666666666,13.385569288362433,5.59037235974736,0.6666666666666666,39.691690394546804,15.751617589967454
open_room,10,open_room_10,0.05,one_shot_rd_t0p15,100,3,33.333333333333336,"[0, 90, 99]",False,0.012435478973202407,0.01924788800533861,0.00023570202756673098,0.03191906900610775,0.0011262759799137712,0.09056956972391796,4.778389017442391,0.035285364360039984,0.07026470952225061,0.004778805733963962,0.07026470952225061,0.004778805733963962,2.894196798608847e-16,0.22452146705579648,0.8664169426084599,,2026-07-10T21:48:22,0.0013480819761753082,0.0025760489515960217,0.0015579989412799478,0.006860199035145342,6.700202357023954e-05,0.012435478973202407,2,1,"[0, 99]",[90],"{""90"": [""control"", ""flow"", ""green"", ""stochastic"", ""topology""]}",33,9.87778799002248e-07,True,0.6666666666666666,13.864684294790587,5.846270170605028,0.6666666666666666,41.11239085852043,16.4726437040351
open_room,10,open_room_10,0.05,one_shot_rd_t0p20,100,3,33.333333333333336,"[0, 90, 99]",False,0.012546619051136076,0.018746083951555192,0.0002987609477713704,0.03159146395046264,0.0011262759799137712,0.08976728912573373,3.7698232928878785,0.035651275347031754,0.07026470952225061,0.004778805733963962,0.07026470952225061,0.004778805733963962,2.894196798608847e-16,0.22452146705579648,0.8664169426084599,,2026-07-10T21:48:22,0.0013787830248475075,0.002562177018262446,0.0018300350056961179,0.00668282201513648,6.740505341440439e-05,0.012546619051136076,2,1,"[0, 99]",[90],"{""90"": [""control"", ""flow"", ""green"", ""stochastic"", ""topology""]}",33,9.87778799002248e-07,True,0.6666666666666666,13.74186857154527,5.906896283644952,0.6666666666666666,40.748210332640696,16.64346584022178
open_room,10,open_room_10,0.05,endpoints,100,2,50.0,"[0, 99]",False,1.2092990800738335e-05,0.013932543923147023,8.360296487808228e-05,0.014028239878825843,0.0011262759799137712,93.13460983076301,13.47172294135995,0.0802863359653385,0.07026471767659004,0.0047788062885525204,0.07026471767659004,0.0047788062885525204,0.8664169426084602,0.7465644976810758,0.8664169426084602,,2026-07-10T21:48:22,,,,,,,,,,,,,,,1.0,14257.348976684187,13.302274741220792,1.0,42276.74365120622,37.48092815947279
open_room,10,open_room_10,0.05,graph_rd_surrogate_joint,100,2,50.0,"[0, 99]",True,0.17241399001795799,0.014108052011579275,8.54589743539691e-05,0.18660750100389123,0.0011262759799137712,0.006532393222826422,13.179142254255966,0.006035534337337734,0.07026471767659004,0.0047788062885525204,0.07026471767659004,0.0047788062885525204,0.8664169426084602,0.7465644976810758,0.8664169426084602,,2026-07-10T21:48:22,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,2.9652597913078838,2.8176329904935526
open_room,10,open_room_10,0.05,graph_rd_joint,100,2,50.0,"[0, 99]",True,0.5112522720592096,0.014438142068684101,0.00010103697422891855,0.5257914511021227,0.0011262759799137712,0.002202975011489697,11.147166554710733,0.0021420583722937298,0.07026471767659004,0.0047788062885525204,0.07026471767659004,0.0047788062885525204,0.8664169426084602,0.7465644976810758,0.8664169426084602,,2026-07-10T21:48:23,,,,,,,,,,,,,,,1.0,0.337238579544132,0.3549078263116284,1.0,1.0,1.0
open_room,10,open_room_10,0.1,one_shot_rd_t0p10,100,3,33.333333333333336,"[0, 90, 99]",False,0.01254559203516692,0.02021253400016576,0.00030366797000169754,0.03306179400533438,0.0013535480247810483,0.10789032681653268,4.4573289200487025,0.04093994489720247,0.1484037477608542,0.009628043074799973,0.1484037477608542,0.009628043074799973,3.6711594554776547e-13,0.42309017856988135,0.760765890012475,,2026-07-10T21:48:23,0.001312915002927184,0.002533972030505538,0.0018125759670510888,0.006791356019675732,6.878690328449011e-05,0.01254559203516692,2,1,"[0, 99]",[90],"{""90"": [""control"", ""flow"", ""green"", ""stochastic"", ""topology""]}",41,5.973648065537597e-07,True,0.6666666666666666,16.623777530935946,6.7577061000656595,0.6666666666666666,46.194655893429655,17.980519988250084
open_room,10,open_room_10,0.1,one_shot_rd_t0p15,100,3,33.333333333333336,"[0, 90, 99]",False,0.013513430021703243,0.019671936985105276,0.000270700897090137,0.033456067903898656,0.0013535480247810483,0.10016317268133869,5.000160839254067,0.04045747481948763,0.1484037477608542,0.009628043074799973,0.1484037477608542,0.009628043074799973,3.6711594554776547e-13,0.42309017856988135,0.760765890012475,,2026-07-10T21:48:23,0.0020875539630651474,0.002593700890429318,0.0020717669976875186,0.006644438952207565,7.296400144696236e-05,0.013513430021703243,2,1,"[0, 99]",[90],"{""90"": [""control"", ""flow"", ""green"", ""stochastic"", ""topology""]}",41,5.973648065537597e-07,True,0.6666666666666666,15.433175045236247,6.678067717662866,0.6666666666666666,42.886173688924174,17.768622710472435
