option,src_state,src_coord,target_state,target_coord,primitive_distance,within_horizon,edge_valid,visible_mass,hidden_mass,hidden_gamma_mass,hidden_argmax_state,hidden_argmax_coord,hidden_argmax_prob,soft_cost,soft_argmax_state,soft_argmax_coord,soft_argmax_score,reward,map,slip,step
fb_000_to_004,0,"(1, 1)",79,"(7, 18)",35.0,True,True,0.9999999999999984,0.0,0.0,,,0.0,0.00030844510513349953,56,"(5, 18)",0.00010339052302366832,-14.792134215780921,maze,0.05,4
fb_001_to_004,47,"(5, 7)",79,"(7, 18)",17.0,True,True,0.9999999999999996,0.0,0.0,,,0.0,0.023701589576649452,52,"(5, 13)",0.013293185428983603,-4.220100561323965,maze,0.05,4
fb_002_to_004,71,"(7, 9)",79,"(7, 18)",13.0,True,True,0.9999999999999991,0.0,0.0,,,0.0,3.3848617076512237,72,"(7, 10)",0.9394822671029072,-10.799281601741027,maze,0.05,4
fb_003_to_004,78,"(7, 17)",79,"(7, 18)",1.0,True,True,0.9999999999999999,0.0,0.0,,,0.0,0.016712063546432204,77,"(7, 16)",0.01671206352125731,-1.068545508294254,maze,0.05,4
fb_005_to_004,80,"(7, 19)",79,"(7, 18)",1.0,True,True,0.9999999999999999,0.0,0.0,,,0.0,0.01813534722593528,63,"(6, 19)",0.017837333867461065,-1.068545508293908,maze,0.05,4
fb_000_to_005,0,"(1, 1)",80,"(7, 19)",36.0,True,True,0.9999999999999984,0.0,0.0,,,0.0,0.01758137099260948,56,"(5, 18)",0.0058932598123490965,-14.911820088703005,maze,0.05,4
fb_001_to_005,47,"(5, 7)",80,"(7, 19)",18.0,True,True,0.9999999999999996,0.0,0.0,,,0.0,0.023701589576649452,52,"(5, 13)",0.013293185428983603,-4.220100561323965,maze,0.05,4
fb_002_to_005,71,"(7, 9)",80,"(7, 19)",14.0,True,True,0.9999999999999991,0.0,0.0,,,0.0,3.3848617076512237,72,"(7, 10)",0.9394822671029072,-10.799281601741027,maze,0.05,4
fb_003_to_005,78,"(7, 17)",80,"(7, 19)",2.0,True,True,0.9999999999999999,0.0,0.0,,,0.0,0.016712063546432204,77,"(7, 16)",0.01671206352125731,-1.068545508294254,maze,0.05,4
fb_004_to_005,79,"(7, 18)",80,"(7, 19)",1.0,True,True,1.0,0.0,0.0,,,0.0,0.0,,,0.0,-1.0334137099552188,maze,0.05,4
fb_001_to_000,47,"(5, 7)",0,"(1, 1)",18.0,True,True,0.9999999999999982,0.0,0.0,,,0.0,5.4075569000883565e-18,,,0.0,-14.800590136466184,maze,0.05,5
fb_002_to_000,71,"(7, 9)",0,"(1, 1)",22.0,True,True,0.9999999999999998,0.0,0.0,,,0.0,0.01648689802137333,72,"(7, 10)",0.01648214503657401,-4.073016917696494,maze,0.05,5
fb_003_to_000,77,"(7, 16)",0,"(1, 1)",33.0,True,True,0.9999999999999992,0.0,0.0,,,0.0,2.2674712115439912,52,"(5, 13)",0.8775988484300205,-9.892351020572349,maze,0.05,5
fb_004_to_000,78,"(7, 17)",0,"(1, 1)",34.0,True,True,1.0,0.0,0.0,,,0.0,0.0,,,0.0,-1.0334137099552188,maze,0.05,5
fb_005_to_000,79,"(7, 18)",0,"(1, 1)",35.0,True,True,1.0,0.0,0.0,,,0.0,0.0,,,0.0,-1.0334137099552188,maze,0.05,5
fb_006_to_000,80,"(7, 19)",0,"(1, 1)",36.0,True,True,0.9999999999999967,0.0,0.0,,,0.0,2.861809167523088,63,"(6, 19)",1.0167280304452806,-22.621553529677975,maze,0.05,5
fb_000_to_001,0,"(1, 1)",47,"(5, 7)",18.0,True,True,0.9999999999999989,0.0,0.0,,,0.0,4.3581817341981755e-34,,,0.0,-14.790334397191913,maze,0.05,5
fb_002_to_001,71,"(7, 9)",47,"(5, 7)",4.0,True,True,0.9999999999999998,0.0,0.0,,,0.0,0.01648689802137333,72,"(7, 10)",0.01648214503657401,-4.073016917696494,maze,0.05,5
fb_003_to_001,77,"(7, 16)",47,"(5, 7)",15.0,True,True,0.9999999999999992,0.0,0.0,,,0.0,2.2674712115439912,52,"(5, 13)",0.8775988484300205,-9.892351020572349,maze,0.05,5
fb_004_to_001,78,"(7, 17)",47,"(5, 7)",16.0,True,True,1.0,0.0,0.0,,,0.0,0.0,,,0.0,-1.0334137099552188,maze,0.05,5
fb_005_to_001,79,"(7, 18)",47,"(5, 7)",17.0,True,True,1.0,0.0,0.0,,,0.0,0.0,,,0.0,-1.0334137099552188,maze,0.05,5
fb_006_to_001,80,"(7, 19)",47,"(5, 7)",18.0,True,True,0.9999999999999999,0.0,0.0,,,0.0,0.01813534722593528,63,"(6, 19)",0.017837333867461065,-1.068545508293908,maze,0.05,5
fb_000_to_002,0,"(1, 1)",71,"(7, 9)",22.0,True,True,0.9999999999999989,0.0,0.0,,,0.0,4.600497074437767e-27,,,0.0,-14.790334397191913,maze,0.05,5
fb_001_to_002,47,"(5, 7)",71,"(7, 9)",4.0,True,True,0.9999999999999994,0.0,0.0,,,0.0,5.708166599552976e-11,52,"(5, 13)",2.209280721585561e-11,-4.089202414737371,maze,0.05,5
fb_003_to_002,77,"(7, 16)",71,"(7, 9)",11.0,True,True,0.9999999999999989,0.0,0.0,,,0.0,2.3046793348812713,52,"(5, 13)",0.8919998278236261,-9.869612183529323,maze,0.05,5
fb_004_to_002,78,"(7, 17)",71,"(7, 9)",12.0,True,True,1.0,0.0,0.0,,,0.0,0.0,,,0.0,-1.0334137099552188,maze,0.05,5
fb_005_to_002,79,"(7, 18)",71,"(7, 9)",13.0,True,True,1.0,0.0,0.0,,,0.0,0.0,,,0.0,-1.0334137099552188,maze,0.05,5
fb_006_to_002,80,"(7, 19)",71,"(7, 9)",14.0,True,True,0.9999999999999999,0.0,0.0,,,0.0,0.01813534722593528,63,"(6, 19)",0.017837333867461065,-1.068545508293908,maze,0.05,5
fb_000_to_003,0,"(1, 1)",77,"(7, 16)",33.0,True,True,0.9999999999999989,0.0,0.0,,,0.0,9.49353970863341e-08,56,"(5, 18)",3.182226008730942e-08,-14.790334765988625,maze,0.05,5
fb_001_to_003,47,"(5, 7)",77,"(7, 16)",15.0,True,True,0.9999999999999993,0.0,0.0,,,0.0,0.013293244591523928,52,"(5, 13)",0.013293185413304643,-4.20879948427757,maze,0.05,5
fb_002_to_003,71,"(7, 9)",77,"(7, 16)",11.0,True,True,0.9999999999999993,0.0,0.0,,,0.0,2.6975317301003283,72,"(7, 10)",0.9394822671029072,-10.052998783127723,maze,0.05,5
fb_004_to_003,78,"(7, 17)",77,"(7, 16)",1.0,True,True,1.0,0.0,0.0,,,0.0,0.0,,,0.0,-1.0334137099552188,maze,0.05,5
fb_005_to_003,79,"(7, 18)",77,"(7, 16)",2.0,True,True,1.0,0.0,0.0,,,0.0,0.0,,,0.0,-1.0334137099552188,maze,0.05,5
fb_006_to_003,80,"(7, 19)",77,"(7, 16)",3.0,True,True,0.9999999999999999,0.0,0.0,,,0.0,0.01813534722593528,63,"(6, 19)",0.017837333867461065,-1.068545508293908,maze,0.05,5
fb_000_to_004,0,"(1, 1)",78,"(7, 17)",34.0,True,True,0.9999999999999984,0.0,0.0,,,0.0,5.411317633921046e-06,56,"(5, 18)",1.8138688249766376e-06,-14.790360523903537,maze,0.05,5
fb_001_to_004,47,"(5, 7)",78,"(7, 17)",16.0,True,True,0.9999999999999993,0.0,0.0,,,0.0,0.013293244591523928,52,"(5, 13)",0.013293185413304643,-4.20879948427757,maze,0.05,5
fb_002_to_004,71,"(7, 9)",78,"(7, 17)",12.0,True,True,0.9999999999999993,0.0,0.0,,,0.0,2.6975317301003283,72,"(7, 10)",0.9394822671029072,-10.052998783127723,maze,0.05,5
fb_003_to_004,77,"(7, 16)",78,"(7, 17)",1.0,True,True,0.9999999999999999,0.0,0.0,,,0.0,1.4824922308288628e-09,52,"(5, 13)",1.4824856311421033e-09,-1.0685455083149702,maze,0.05,5
fb_005_to_004,79,"(7, 18)",78,"(7, 17)",1.0,True,True,1.0,0.0,0.0,,,0.0,0.0,,,0.0,-1.0334137099552188,maze,0.05,5
fb_006_to_004,80,"(7, 19)",78,"(7, 17)",2.0,True,True,0.9999999999999999,0.0,0.0,,,0.0,0.01813534722593528,63,"(6, 19)",0.017837333867461065,-1.068545508293908,maze,0.05,5
fb_000_to_005,0,"(1, 1)",79,"(7, 18)",35.0,True,True,0.9999999999999984,0.0,0.0,,,0.0,0.00030844510513349953,56,"(5, 18)",0.00010339052302366832,-14.792134215780921,maze,0.05,5
fb_001_to_005,47,"(5, 7)",79,"(7, 18)",17.0,True,True,0.9999999999999993,0.0,0.0,,,0.0,0.013293244591523928,52,"(5, 13)",0.013293185413304643,-4.20879948427757,maze,0.05,5
fb_002_to_005,71,"(7, 9)",79,"(7, 18)",13.0,True,True,0.9999999999999993,0.0,0.0,,,0.0,2.6975317301003283,72,"(7, 10)",0.9394822671029072,-10.052998783127723,maze,0.05,5
fb_003_to_005,77,"(7, 16)",79,"(7, 18)",2.0,True,True,0.9999999999999999,0.0,0.0,,,0.0,1.4824922308288628e-09,52,"(5, 13)",1.4824856311421033e-09,-1.0685455083149702,maze,0.05,5
fb_004_to_005,78,"(7, 17)",79,"(7, 18)",1.0,True,True,1.0,0.0,0.0,,,0.0,0.0,,,0.0,-1.0334137099552188,maze,0.05,5
fb_006_to_005,80,"(7, 19)",79,"(7, 18)",1.0,True,True,0.9999999999999999,0.0,0.0,,,0.0,0.01813534722593528,63,"(6, 19)",0.017837333867461065,-1.068545508293908,maze,0.05,5
fb_000_to_006,0,"(1, 1)",80,"(7, 19)",36.0,True,True,0.9999999999999984,0.0,0.0,,,0.0,0.01758137099260948,56,"(5, 18)",0.0058932598123490965,-14.911820088703005,maze,0.05,5
fb_001_to_006,47,"(5, 7)",80,"(7, 19)",18.0,True,True,0.9999999999999993,0.0,0.0,,,0.0,0.013293244591523928,52,"(5, 13)",0.013293185413304643,-4.20879948427757,maze,0.05,5
fb_002_to_006,71,"(7, 9)",80,"(7, 19)",14.0,True,True,0.9999999999999993,0.0,0.0,,,0.0,2.6975317301003283,72,"(7, 10)",0.9394822671029072,-10.052998783127723,maze,0.05,5
fb_003_to_006,77,"(7, 16)",80,"(7, 19)",3.0,True,True,0.9999999999999999,0.0,0.0,,,0.0,1.4824922308288628e-09,52,"(5, 13)",1.4824856311421033e-09,-1.0685455083149702,maze,0.05,5
fb_004_to_006,78,"(7, 17)",80,"(7, 19)",2.0,True,True,1.0,0.0,0.0,,,0.0,0.0,,,0.0,-1.0334137099552188,maze,0.05,5
fb_005_to_006,79,"(7, 18)",80,"(7, 19)",1.0,True,True,1.0,0.0,0.0,,,0.0,0.0,,,0.0,-1.0334137099552188,maze,0.05,5
