map,slip,gamma,candidate_kind,candidate_top_fraction,soft_kind,soft_top_fraction,local_horizon,hidden_threshold,soft_threshold,soft_cost_weight,n_states,n_boundary,n_candidate_boundary,n_pair_options,n_edges_valid,invalid_hidden_count,hidden_mass_total,hidden_mass_max,soft_cost_all_total,soft_cost_valid_total,soft_cost_max,soft_over_threshold_count,feasible,start_value_smdp,start_value_primitive,start_gap,value_gap_max,start_best_option,policy_tv_total,policy_regions_total,policy_tv_mean,policy_regions_mean,target_policy_tv_total,target_policy_regions_total,target_policy_tv_mean,target_policy_regions_mean,hard_split_candidate_state,hard_split_candidate_coord,hard_split_candidate_score,soft_split_candidate_state,soft_split_candidate_coord,soft_split_candidate_score,description_length_proxy,step,split_candidate_state,split_candidate_score,split_candidate_source,split_candidate_coord,stop_reason
maze,0.0,0.97,turn_articulation,0.15,combined,0.15,999.0,1e-06,1e-06,1.0,81,22,30,462,446,16,16.0,1.0,133.0745263107,133.0745263107,2.7414070257,107,True,-22.199077937496824,-22.199077937496824,0.0,1.3574015827385928,fb_000_to_001,30996.0,15036.0,67.0909090909091,32.54545454545455,1476.0,716.0,67.0909090909091,32.54545454545455,64,"(7, 1)",9.0,63,"(6, 19)",21.339999999999996,1313.6472535834273,20,64,9.0,hard_hidden,"(7, 1)",continue
maze,0.0,0.97,turn_articulation,0.15,combined,0.15,999.0,1e-06,1e-06,1.0,81,23,30,506,487,19,19.0,1.0,139.4160743878,139.4160743878,2.7414070257,112,True,-22.199077937496824,-22.199077937496824,0.0,1.3574015827385928,fb_000_to_001,33968.0,16478.0,67.1304347826087,32.56521739130435,1544.0,749.0,67.1304347826087,32.56521739130435,42,"(5, 1)",11.0,63,"(6, 19)",22.309999999999995,1398.189987431278,21,42,11.0,hard_hidden,"(5, 1)",continue
maze,0.0,0.97,turn_articulation,0.15,combined,0.15,999.0,1e-06,1e-06,1.0,81,24,30,552,532,20,20.0,1.0,145.75762246489995,145.75762246489995,2.7414070257,117,True,-22.199077937496824,-22.199077937496824,0.0,1.3574015827385928,fb_000_to_001,37030.0,17963.0,67.08333333333333,32.541666666666664,1610.0,781.0,67.08333333333333,32.541666666666664,44,"(5, 3)",11.0,63,"(6, 19)",23.279999999999994,1484.0242891315665,22,44,11.0,hard_hidden,"(5, 3)",continue
maze,0.0,0.97,turn_articulation,0.15,combined,0.15,999.0,1e-06,1e-06,1.0,81,25,30,600,577,23,23.0,1.0,152.09917054199994,152.09917054199994,2.7414070257,122,True,-22.199077937496824,-22.199077937496824,0.0,1.3574015827385928,fb_000_to_001,40272.0,19536.0,67.12,32.56,1678.0,814.0,67.12,32.56,25,"(3, 3)",23.0,63,"(6, 19)",24.249999999999993,1572.779170542,23,25,23.0,hard_hidden,"(3, 3)",continue
maze,0.0,0.97,turn_articulation,0.15,combined,0.15,999.0,1e-06,1e-06,1.0,81,26,30,650,650,0,0.0,0.0,157.5280456190999,157.5280456190999,2.7414070257,126,True,-22.19907793749682,-22.199077937496824,3.552713678800501e-15,7.105427357601002e-15,fb_000_to_006,43600.0,21150.0,67.07692307692308,32.53846153846154,1744.0,846.0,67.07692307692308,32.53846153846154,,,0.0,63,"(6, 19)",25.21999999999999,1662.8280456190998,24,,0.0,none,,hybrid_threshold
maze,0.05,0.97,turn_articulation,0.15,combined,0.15,999.0,1e-06,1e-06,1.0,81,2,30,2,0,2,1.9999999999999996,0.9999999999999998,1.0502551351132117,0.0,1.0502551351132117,0,False,nan,-23.006540118833655,inf,inf,INFEASIBLE,125.4666666666667,65.0,62.73333333333335,32.5,125.4666666666667,65.0,62.73333333333335,32.5,57,"(5, 19)",0.9827638342908979,,,0.0,61.69333333333334,0,57,0.9827638342908979,hard_hidden,"(5, 19)",continue
maze,0.05,0.97,turn_articulation,0.15,combined,0.15,999.0,1e-06,1e-06,1.0,81,3,30,6,1,5,3.017236260412788,0.9999999999999998,4.088740083399852,1.035161154497093,1.0502551351132117,1,False,nan,-23.006540118833655,inf,inf,INFEASIBLE,374.5333333333334,194.0,62.42222222222224,32.333333333333336,187.2666666666667,97.0,62.42222222222224,32.333333333333336,55,"(5, 17)",1.0,63,"(6, 19)",1.016727956247901,96.62182782116376,1,55,1.0,hard_hidden,"(5, 17)",continue
maze,0.05,0.97,turn_articulation,0.15,combined,0.15,999.0,1e-06,1e-06,1.0,81,4,30,12,5,7,4.017544047424167,0.9999999999999998,8.015432268253535,5.043808940340095,1.0502551351132117,5,False,nan,-23.006540118833655,inf,inf,INFEASIBLE,752.8000000000001,390.0,62.73333333333334,32.5,250.9333333333334,130.0,62.73333333333335,32.5,4,"(1, 5)",1.9993844260355202,63,"(6, 19)",3.0499093192263764,138.08047560700678,2,4,1.9993844260355202,hard_hidden,"(1, 5)",continue
maze,0.05,0.97,turn_articulation,0.15,combined,0.15,999.0,1e-06,1e-06,1.0,81,5,30,20,7,13,6.001231147928958,0.9999999052963129,10.037463809809601,7.049132932393551,1.0502551351132117,7,False,nan,-23.006540118833655,inf,inf,INFEASIBLE,1250.9333333333338,648.0,62.546666666666695,32.4,312.7333333333334,162.0,62.54666666666668,32.4,26,"(3, 5)",3.0003075028711783,63,"(6, 19)",4.066637275474277,177.99579959906023,3,26,3.0003075028711783,hard_hidden,"(3, 5)",continue
maze,0.05,0.97,turn_articulation,0.15,combined,0.15,999.0,1e-06,1e-06,1.0,81,6,30,30,14,16,7.000616142128321,0.9996923076923078,12.059495351365669,9.054456924447006,1.0502551351132117,9,False,nan,-23.006540118833655,inf,inf,INFEASIBLE,1882.0000000000007,975.0,62.733333333333356,32.5,376.4000000000001,195.0,62.73333333333335,32.5,35,"(3, 17)",2.999692307692308,63,"(6, 19)",5.083365231722178,221.66779025778035,4,35,2.999692307692308,hard_hidden,"(3, 17)",continue
maze,0.05,0.97,turn_articulation,0.15,combined,0.15,999.0,1e-06,1e-06,1.0,81,7,30,42,23,19,8.000924023814246,0.9996923076923079,14.081526892921733,13.031271757808522,1.0502551351132117,17,False,nan,-23.006540118833655,inf,inf,INFEASIBLE,2629.2000000000003,1362.0,62.60000000000001,32.42857142857143,438.2000000000001,227.0,62.600000000000016,32.42857142857143,28,"(3, 7)",3.999384615384615,56,"(5, 18)",6.733142449552103,268.55698604352284,5,28,3.999384615384615,hard_hidden,"(3, 7)",continue
maze,0.05,0.97,turn_articulation,0.15,combined,0.15,999.0,1e-06,1e-06,1.0,81,8,30,56,34,22,9.001231905500171,0.9996923076923079,16.103558434477797,15.053303299364588,1.0502551351132117,20,False,nan,-23.006540118833655,inf,inf,INFEASIBLE,3513.0666666666675,1820.0,62.73333333333335,32.5,501.8666666666668,260.0,62.73333333333335,32.5,37,"(3, 19)",3.9996923076923085,56,"(5, 18)",7.702180320703523,316.47663663269793,6,37,3.9996923076923085,hard_hidden,"(3, 19)",continue
maze,0.05,0.97,turn_articulation,0.15,combined,0.15,999.0,1e-06,1e-06,1.0,81,9,30,72,47,25,10.001539787186095,0.9996923076923075,18.125589976033865,17.075334840920654,1.0502551351132117,23,False,nan,-23.006540118833655,inf,inf,INFEASIBLE,4524.266666666667,2344.0,62.83703703703705,32.55555555555556,565.5333333333334,293.0,62.83703703703705,32.55555555555556,5,"(1, 7)",4.999384615384614,56,"(5, 18)",8.671218191854942,366.50422372980955,7,5,4.999384615384614,hard_hidden,"(1, 7)",continue
maze,0.05,0.97,turn_articulation,0.15,combined,0.15,999.0,1e-06,1e-06,1.0,81,10,30,90,66,24,11.000616426239409,0.9996923076923075,20.147621517589933,19.097366382476718,1.0502551351132117,26,False,nan,-23.006540118833655,inf,inf,INFEASIBLE,5629.200000000001,2916.0,62.546666666666674,32.4,625.4666666666667,324.0,62.54666666666667,32.4,16,"(1, 19)",4.999692307692307,56,"(5, 18)",9.640256063006362,417.29069971581004,8,16,4.999692307692307,hard_hidden,"(1, 19)",continue
maze,0.05,0.97,turn_articulation,0.15,combined,0.15,999.0,1e-06,1e-06,1.0,81,11,30,110,88,22,11.999385751828884,0.9996922130177601,22.169653059145997,21.119397924032786,1.0502551351132117,29,False,nan,-23.006540118833655,inf,inf,INFEASIBLE,6872.666666666668,3560.0,62.47878787878789,32.36363636363637,687.2666666666668,356.0,62.47878787878789,32.36363636363637,11,"(1, 13)",5.998153277931721,56,"(5, 18)",10.609293934157781,471.0727312573662,9,11,5.998153277931721,hard_hidden,"(1, 13)",continue
maze,0.05,0.97,turn_articulation,0.15,combined,0.15,999.0,1e-06,1e-06,1.0,81,12,30,132,103,29,13.00277150336626,0.9999999999708512,24.19168460070206,23.141429465588853,1.0502551351132117,32,False,nan,-23.006540118833655,inf,inf,INFEASIBLE,8219.200000000003,4257.0,62.26666666666669,32.25,747.1999999999999,387.0,62.26666666666666,32.25,32,"(3, 13)",6.001538934882002,56,"(5, 18)",11.578331805309201,525.2647627989222,10,32,6.001538934882002,hard_hidden,"(3, 13)",continue
maze,0.05,0.97,turn_articulation,0.15,combined,0.15,999.0,1e-06,1e-06,1.0,81,13,30,156,124,32,14.001232663187936,0.9996923076923075,26.213716142258125,25.163461007144917,1.0502551351132117,35,False,nan,-23.006540118833655,inf,inf,INFEASIBLE,9730.400000000001,5040.0,62.374358974358984,32.30769230769231,810.8666666666667,420.0,62.37435897435898,32.30769230769231,12,"(1, 15)",6.9978454911243215,56,"(5, 18)",12.54736967646062,583.6752558789399,11,12,6.9978454911243215,hard_hidden,"(1, 15)",continue
maze,0.05,0.97,turn_articulation,0.15,combined,0.15,999.0,1e-06,1e-06,1.0,81,14,30,182,142,40,15.00523294689104,0.9999999052963131,28.23574768381419,27.18549254870098,1.0502551351132117,38,False,nan,-23.006540118833655,inf,inf,INFEASIBLE,11344.666666666668,5876.0,62.33333333333334,32.285714285714285,872.6666666666666,452.0,62.33333333333333,32.285714285714285,34,"(3, 15)",14.001538366659927,56,"(5, 18)",13.51640754761204,642.9616830248914,12,34,14.001538366659927,hard_hidden,"(3, 15)",continue
maze,0.05,0.97,turn_articulation,0.15,combined,0.15,999.0,1e-06,1e-06,1.0,81,15,30,210,195,15,1.004002461917043,0.9827638342908979,30.257779225370253,29.207524090257046,1.0502551351132117,41,False,nan,-23.006540118833655,inf,inf,INFEASIBLE,13108.666666666668,6790.0,62.42222222222223,32.333333333333336,936.3333333333331,485.0,62.42222222222221,32.333333333333336,23,"(3, 1)",0.986765065060012,56,"(5, 18)",14.48544541876346,707.4741907569237,13,23,0.986765065060012,hard_hidden,"(3, 1)",continue
maze,0.05,0.97,turn_articulation,0.15,combined,0.15,999.0,1e-06,1e-06,1.0,81,16,30,240,223,17,2.0378632968774437,0.9996923076923075,34.2027420265502,30.24097786760815,2.911509023828847,43,False,nan,-23.006540118833655,inf,inf,INFEASIBLE,14999.999999999998,7770.0,62.49999999999999,32.375,1000.0000000000002,518.0,62.500000000000014,32.375,25,"(3, 3)",1.0209336870026524,63,"(6, 19)",15.234220963696707,771.1784778676082,14,25,1.0209336870026524,hard_hidden,"(3, 3)",continue
maze,0.05,0.97,turn_articulation,0.15,combined,0.15,999.0,1e-06,1e-06,1.0,81,17,30,272,253,19,5.00276505896682,0.9996923076923075,38.16385410871733,31.290580925946422,2.911509023828847,45,False,nan,-23.006540118833655,inf,inf,INFEASIBLE,16988.800000000003,8800.0,62.458823529411774,32.35294117647059,1061.8000000000002,550.0,62.458823529411774,32.35294117647059,44,"(5, 3)",2.98614323607427,63,"(6, 19)",16.25067437042728,836.1329338671229,15,44,2.98614323607427,hard_hidden,"(5, 3)",continue
maze,0.05,0.97,turn_articulation,0.15,combined,0.15,999.0,1e-06,1e-06,1.0,81,18,30,306,285,21,6.0366323382975775,0.9996923076923075,43.06085441042816,33.27607220382841,2.911509023828847,47,False,nan,-23.006540118833655,inf,inf,INFEASIBLE,19132.933333333334,9911.0,62.52592592592593,32.388888888888886,1125.466666666667,583.0,62.52592592592594,32.388888888888886,42,"(5, 1)",3.0203183023872677,63,"(6, 19)",17.267127777157853,905.0027388704951,16,42,3.0203183023872677,hard_hidden,"(5, 1)",continue
maze,0.05,0.97,turn_articulation,0.15,combined,0.15,999.0,1e-06,1e-06,1.0,81,19,30,342,319,23,9.001534100386957,0.9996923076923078,47.95785471213901,35.26156348171041,2.911509023828847,49,False,nan,-23.006540118833655,inf,inf,INFEASIBLE,21370.800000000003,11070.0,62.48771929824562,32.36842105263158,1187.2666666666669,615.0,62.48771929824562,32.36842105263158,64,"(7, 1)",4.985527851458886,63,"(6, 19)",18.28358118388843,975.1043704992543,17,64,4.985527851458886,hard_hidden,"(7, 1)",continue
maze,0.05,0.97,turn_articulation,0.15,combined,0.15,999.0,1e-06,1e-06,1.0,81,20,30,380,368,12,10.031396923891657,0.9996922130177601,52.85485501384985,37.2470547595924,2.911509023828847,51,True,-23.01804904696107,-23.006540118833655,0.011508928127415885,6.84141281927495,fb_000_to_001,23767.733333333337,12312.0,62.546666666666674,32.4,1250.9333333333336,648.0,62.54666666666668,32.4,76,"(7, 15)",5.015697230797903,63,"(6, 19)",19.300034590619003,1048.8337214262592,18,76,5.015697230797903,hard_hidden,"(7, 15)",continue
maze,0.05,0.97,turn_articulation,0.15,combined,0.15,999.0,1e-06,1e-06,1.0,81,21,30,420,393,27,13.002155171801476,0.9999999052963129,95.45666895137722,57.75185531556069,2.911509023828847,60,False,nan,-23.006540118833655,inf,inf,INFEASIBLE,26292.0,13620.0,62.6,32.42857142857143,1314.6000000000004,681.0,62.600000000000016,32.42857142857143,54,"(5, 15)",6.986764496837892,63,"(6, 19)",21.31679678667623,1141.8861410298466,19,54,6.986764496837892,hard_hidden,"(5, 15)",continue
maze,0.05,0.97,turn_articulation,0.15,combined,0.15,999.0,1e-06,1e-06,1.0,81,22,30,462,445,17,14.030469397054402,0.9996922146500797,107.27538351932752,100.3746495725622,2.911509023828847,96,True,-23.01804904696107,-23.006540118833655,0.011508928127415885,6.84141281927495,fb_000_to_001,28904.4,14973.0,62.56363636363637,32.40909090909091,1376.4000000000005,713.0,62.56363636363639,32.40909090909091,68,"(7, 5)",7.01508165683342,63,"(6, 19)",22.3332501934068,1259.481922299835,20,68,7.01508165683342,hard_hidden,"(7, 5)",continue
maze,0.05,0.97,turn_articulation,0.15,combined,0.15,999.0,1e-06,1e-06,1.0,81,23,30,506,474,32,17.001843031153655,0.9999999052963129,113.17302541497585,105.28893963547746,2.911509023828847,100,False,nan,-23.006540118833655,inf,inf,INFEASIBLE,31681.466666666667,16412.0,62.61159420289855,32.43478260869565,1440.0666666666673,746.0,62.61159420289858,32.43478260869565,45,"(5, 5)",8.986764307430517,63,"(6, 19)",23.349703600137374,1341.2109686209847,21,45,8.986764307430517,hard_hidden,"(5, 5)",continue
maze,0.05,0.97,turn_articulation,0.15,combined,0.15,999.0,1e-06,1e-06,1.0,81,24,30,552,530,22,18.029541876746435,0.99969221465008,127.94179548112535,110.20692025666244,2.911509023828847,116,True,-23.01804904696107,-23.006540118833655,0.011508928127415885,11.248696115750159,fb_000_to_001,34542.933333333334,17894.0,62.57777777777778,32.416666666666664,1501.866666666667,778.0,62.57777777777779,32.416666666666664,69,"(7, 7)",8.859341620215393,63,"(6, 19)",24.366157006867947,1425.2635869233293,22,69,8.859341620215393,hard_hidden,"(7, 7)",continue
maze,0.05,0.97,turn_articulation,0.15,combined,0.15,999.0,1e-06,1e-06,1.0,81,25,30,600,552,48,21.191428853223982,0.99999990690048,176.49100756074822,115.1212103195777,2.911509023828847,120,False,nan,-23.006540118833655,inf,inf,INFEASIBLE,37617.600000000006,19488.0,62.69600000000001,32.48,1567.4000000000003,812.0,62.69600000000001,32.48,75,"(7, 13)",20.875903177477102,63,"(6, 19)",25.38261041359852,1511.681210319578,23,75,20.875903177477102,hard_hidden,"(7, 13)",continue
maze,0.05,0.97,turn_articulation,0.15,combined,0.15,999.0,1e-06,1e-06,1.0,81,26,30,650,576,74,0.32019290388571064,0.017236072666380685,231.2869390301292,125.30828379227515,2.911509023828847,126,True,-23.01804904696107,-23.006540118833655,0.011508928127415885,24.051307822686596,fb_000_to_001,40823.33333333334,21150.0,62.80512820512822,32.53846153846154,1632.9333333333338,846.0,62.80512820512823,32.53846153846154,50,"(5, 11)",0.16009522114459238,63,"(6, 19)",26.399063820329093,1605.5487966127882,24,50,0.16009522114459238,hard_hidden,"(5, 11)",continue
maze,0.05,0.97,turn_articulation,0.15,combined,0.15,999.0,1e-06,1e-06,1.0,81,27,30,702,637,65,15.108139816260865,0.9996976095242021,253.2715353348662,185.7140637822555,2.911509023828847,169,False,nan,-23.006540118833655,inf,inf,INFEASIBLE,44063.066666666666,22828.0,62.7679012345679,32.51851851851852,1694.7333333333338,878.0,62.767901234567915,32.51851851851852,31,"(3, 11)",12.96620251224553,63,"(6, 19)",27.415517227059667,1751.353323041515,25,31,12.96620251224553,hard_hidden,"(3, 11)",continue
maze,0.05,0.97,turn_articulation,0.15,combined,0.15,999.0,1e-06,1e-06,1.0,81,28,30,756,688,68,17.141316614418937,0.9996923076923078,262.2003143770142,205.67151577448695,2.911509023828847,202,False,nan,-23.006540118833655,inf,inf,INFEASIBLE,47476.8,24597.0,62.800000000000004,32.535714285714285,1758.4000000000005,911.0,62.80000000000002,32.535714285714285,29,"(3, 9)",13.000307692307691,52,"(5, 13)",40.87215578536147,1859.2229443459157,26,29,13.000307692307691,hard_hidden,"(3, 9)",continue
maze,0.05,0.97,turn_articulation,0.15,combined,0.15,999.0,1e-06,1e-06,1.0,81,29,30,812,741,71,19.1407012282285,0.9996923076923078,271.1290863037123,212.60129571643063,2.911509023828847,209,False,nan,-23.006540118833655,inf,inf,INFEASIBLE,51017.86666666667,26432.0,62.829885057471266,32.55172413793103,1822.0666666666673,944.0,62.82988505747129,32.55172413793103,49,"(5, 9)",19.140699997430236,52,"(5, 13)",42.87090529595386,1956.1663531876952,27,49,19.140699997430236,hard_hidden,"(5, 9)",continue
maze,0.05,0.97,turn_articulation,0.15,combined,0.15,999.0,1e-06,1e-06,1.0,81,30,30,870,870,0,0.0,0.0,293.09993170620976,293.09993170620976,2.911509023828847,290,True,-23.00654011886267,-23.006540118833655,2.901501261476369e-11,2.901501261476369e-11,fb_000_to_029,54632.13333333333,28304.0,62.79555555555555,32.53333333333333,1883.8666666666672,976.0,62.79555555555557,32.53333333333333,,,0.0,47,"(5, 7)",44.85403614620619,2130.373265039543,28,,0.0,none,,hybrid_threshold
