map_family,map_size,map,boundary_method,terminal_basis,src_state,target_state,condition_cap,condition_cap_float,n_interior,n_terminals,spectral_radius,row_q,actual_tail_row_K32,actual_tail_row_K64,actual_tail_row_K128,certificate_found,certificate_status,weighted_q,weighted_q_target,weighted_q_lt_1,weight_min,weight_max,weight_dynamic_range,weight_start,row_scale,entry_scale,weighted_slack_min_abs,weighted_slack_min_rel,weighted_violation_max_abs,weighted_violation_max_rel,objective_tail_bound,solve_method,rational_verified,rational_status,rational_q,rational_q_num,rational_q_den,rational_min_slack,rational_max_violation,rational_failing_rows,conditioned_row_tail_K32,conditioned_row_tail_K64,conditioned_row_tail_K128
open_room,12,open_room_12,endpoints,residual,143,0,1e+12,1000000000000.0,141,3,0.3554437831143804,1.0,2.6080306962439348e-05,1.2490009027033011e-15,1.2490009027033011e-15,True,rational_verified_conditioned_certificate,0.3602596948989075,0.36025969489903314,True,1.0,953916769644.0911,953916769644.0911,668431748147.4,0.95,0.95,0.0001220703125,3.552089466575752e-16,0.0,0.0,6.31246930197151e-46,solve,True,rational_verified,0.360260695,72052139,200000000,0.11986977833333333,0.0,0,0.002317897880922778,1.502435922000333e-17,6.31246930197151e-46
open_room,12,open_room_12,endpoints,residual,143,0,inf,inf,141,3,0.3554437831143804,1.0,2.6080306962439348e-05,1.2490009027033011e-15,1.2490009027033011e-15,True,rational_verified_conditioned_certificate,0.3569446749984797,0.35694467499850774,True,1.0,2374215136374.988,2374215136374.988,1688437518636.268,0.95,0.95,0.0,0.0,0.0,0.0,4.81368111682794e-46,solve,True,rational_verified,0.356945675,14277827,40000000,0.066513675,0.0,0,0.004293289804728168,2.0702330731522977e-17,4.81368111682794e-46
open_room,12,open_room_12,endpoints,boundary,0,143,100,100.0,143,1,0.3572645129498667,1.0,0.00021471452624877152,2.3314683517128287e-15,2.3314683517128287e-15,True,rational_verified_conditioned_certificate,0.8930926230969516,0.9024669238132026,True,1.0,86.99463937206814,86.99463937206814,86.99463937206814,0.95,0.95,0.0,0.0,0.0,0.0,0.00035797870969385247,solve,True,rational_verified,0.893093624,111636703,125000000,8.6513081736e-05,0.0,0,18.526483497417217,0.4971426947365991,0.00035797870969385247
open_room,12,open_room_12,endpoints,boundary,0,143,10000,10000.0,143,1,0.3572645129498667,1.0,0.00021471452624877152,2.3314683517128287e-15,2.3314683517128287e-15,True,rational_verified_conditioned_certificate,0.7073344171187486,0.7074007714396078,True,1.0,9173.337330807795,9173.337330807795,9173.337330807795,0.95,0.95,-9.094947017729282e-13,-1.4016772322794924e-16,9.094947017729282e-13,1.4016772322794924e-16,1.1898090341372253e-15,solve,True,rational_verified,0.707335418,353667709,500000000,0.009181527889358,0.0,0,0.324711294909674,5.005998146251507e-06,1.1898090341372253e-15
open_room,12,open_room_12,endpoints,boundary,0,143,1e+06,1000000.0,143,1,0.3572645129498667,1.0,0.00021471452624877152,2.3314683517128287e-15,2.3314683517128287e-15,True,rational_verified_conditioned_certificate,0.5773561868149598,0.5773566698572111,True,1.0,962236.1056226706,962236.1056226706,962236.1056226706,0.95,0.95,0.0,0.0,0.0,0.0,3.6415311616792656e-25,solve,True,rational_verified,0.577357187,577357187,1000000000,0.46480103998170835,0.0,0,0.029018631609764967,6.743405818874714e-10,3.6415311616792656e-25
open_room,12,open_room_12,endpoints,boundary,0,143,1e+09,1000000000.0,143,1,0.3572645129498667,1.0,0.00021471452624877152,2.3314683517128287e-15,2.3314683517128287e-15,True,rational_verified_conditioned_certificate,0.44731256794402946,0.4473125682748145,True,1.0,925737415.0874095,925737415.0874095,925737415.0874095,0.95,0.95,0.0,0.0,0.0,0.0,1.3507152423719373e-36,solve,True,rational_verified,0.447313568,13978549,31250000,0.306221075871488,0.0,0,0.004697839231849134,3.10065443467803e-14,1.3507152423719373e-36
open_room,12,open_room_12,endpoints,boundary,0,143,1e+12,1000000000000.0,143,1,0.3572645129498667,1.0,0.00021471452624877152,2.3314683517128287e-15,2.3314683517128287e-15,True,rational_verified_conditioned_certificate,0.372673678266677,0.3726736782668732,True,1.0,909140275592.5723,909140275592.5723,909140275592.5723,0.95,0.95,0.0,0.0,0.0,0.0,6.922546071659494e-44,solve,True,rational_verified,0.372674679,372674679,1000000000,0.17834964523363867,0.0,0,0.009833514174876799,1.8846373062643585e-16,6.922546071659494e-44
open_room,12,open_room_12,endpoints,boundary,0,143,inf,inf,143,1,0.3572645129498667,1.0,0.00021471452624877152,2.3314683517128287e-15,2.3314683517128287e-15,True,rational_verified_conditioned_certificate,0.3591541861744419,0.35915418617444766,True,1.0,15296570030258.455,15296570030258.455,15296570030258.455,0.95,0.95,0.0,0.0,0.0,0.0,9.700730551732371e-45,solve,True,rational_verified,0.359155187,359155187,1000000000,0.088121387,0.0,0,0.047844816655930544,2.8107663377403387e-16,9.700730551732371e-45
open_room,12,open_room_12,endpoints,residual,0,143,100,100.0,141,3,0.3554437786971517,1.0,2.6080306962439348e-05,1.2490009027033011e-15,1.2490009027033011e-15,True,rational_verified_conditioned_certificate,0.8769301591321957,0.8858890720108654,True,1.0,89.09258984933079,89.09258984933079,36.571989025466344,0.95,0.95,0.0,0.0,0.0,0.0,1.239385415109483e-05,solve,True,rational_verified,0.87693116,21923279,25000000,8.962943773333334e-05,0.0,0,3.703102731320914,0.05539186239384535,1.239385415109483e-05
open_room,12,open_room_12,endpoints,residual,0,143,10000,10000.0,141,3,0.3554437786971517,1.0,2.6080306962439348e-05,1.2490009027033011e-15,1.2490009027033011e-15,True,rational_verified_conditioned_certificate,0.6901969542651731,0.690270338315206,True,1.0,8041.643723764661,8041.643723764661,2446.7784178636025,0.95,0.95,0.0,0.0,0.0,0.0,1.2669355650637314e-17,solve,True,rational_verified,0.690197955,138039591,200000000,0.008047726717753334,0.0,0,0.03642024250812949,2.561415685707111e-07,1.2669355650637314e-17
