map_family,map_size,map,slip,method,budget_frac,n_states,n_basis,n_boundary,state_compression_ratio,n_edges_valid,group_all_feasible,n_groups_feasible,group_total_violation,group_max_violation,trace_group_all_feasible,trace_group_total_violation,trace_group_max_violation,group_test_bits_mean,group_test_bits_cvar,selection_time_sec,one_shot_candidate_universe_time_sec,one_shot_probe_build_time_sec,one_shot_green_time_sec,one_shot_apply_time_sec,delta_backend,kernel_time_sec,upfront_time_sec,smdp_solve_time_sec,compressed_total_time_sec,full_vi_time_sec,full_vi_backup_count,smdp_edge_backup_count,planning_speedup,total_speedup,break_even_tasks,backup_compression_ratio,start_gap,value_gap_max,first_hit_mode,first_hit_used_steps_max,first_hit_tail_bound_max,stop_reason,probe_cache_hits,probe_cache_misses,probe_cache_hit_rate,probe_calls,unique_probe_evals,probe_context_build_time_sec,probe_green_kernel_time_sec,probe_operator_delta_time_sec,active_weight_time_sec,active_weight_cache_hit_rate,probe_call_overhead_time_sec,candidate_score_time_sec,beam_expansion_time_sec,profiled_selection_time_sec,uncached_probe_eval_time_sec,boundary,error,split,maze_seed,topology_seed,goal_variant,map_rows
maze,9,maze_9_seed3_goal0,0.1,group_constrained_incremental,0.25,31,16,3,10.333333333333334,6,True,3,0.0,0.0,True,0.0,0.0,0.0,0.0,0.7980266099330038,0.0,0.0,0.0,0.0,insertion_score,0.029162280028685927,0.8271888899616897,0.003616429981775582,0.8308053199434653,0.04972663102671504,7440,228,13.750198753274475,0.05985352986196434,18,32.63157894736842,1.8888061958932667e-07,1.8888061958932667e-07,adaptive,49,8.22043971489315e-07,feasible,0,12,0.0,12,12,0.7471367007819936,0.006664507440291345,0.008509008795954287,0.006025632028467953,0.0,0.027525218902155757,0.0011549319606274366,1.0489020496606827e-05,0.797026488929987,0.789835435920395,"[0, 1, 30]",,train,3,3,0,"[""#########"", ""#S....#.#"", ""#####.#.#"", ""#...#...#"", ""#.#####.#"", ""#.......#"", ""#.#######"", ""#......G#"", ""#########""]"
maze,9,maze_9_seed3_goal1,0.0,group_constrained_incremental,0.25,31,15,3,10.333333333333334,6,True,3,0.0,0.0,True,0.0,0.0,0.0,0.0,0.4465777729637921,0.0,0.0,0.0,0.0,insertion_score,0.015972860041074455,0.46255063300486654,0.002362972008995712,0.46491360501386225,0.020046618999913335,2976,144,8.483646409520256,0.043119019929123405,27,20.666666666666668,7.105427357601002e-15,7.105427357601002e-15,adaptive,21,0.0,feasible,0,12,0.0,12,12,0.3499506649095565,0.0075847654370591044,0.00810487032867968,0.049024323001503944,0.0,0.029695529374293983,0.0011657170252874494,9.943963959813118e-06,0.4455358140403405,0.3953358300495893,"[0, 1, 29]",,train,3,3,1,"[""#########"", ""#S....#.#"", ""#####.#.#"", ""#...#...#"", ""#.#####.#"", ""#.......#"", ""#.#######"", ""#.....G.#"", ""#########""]"
maze,9,maze_9_seed3_goal1,0.05,group_constrained_incremental,0.25,31,15,3,10.333333333333334,6,True,3,0.0,0.0,True,0.0,0.0,0.0,0.0,0.642784190014936,0.0,0.0,0.0,0.0,insertion_score,0.02612102299463004,0.6689052130095661,0.003178776940330863,0.6720839899498969,0.039357134024612606,5828,210,12.381219180643772,0.05855984462231668,19,27.752380952380953,2.592157208880508e-07,2.592157208880508e-07,adaptive,39,7.73230457480344e-07,feasible,0,12,0.0,12,12,0.5926518582273275,0.006782268872484565,0.00798753893468529,0.006077496102079749,0.0,0.02727302093990147,0.0010904030641540885,9.356997907161713e-06,0.6418719431385398,0.6346946869743988,"[0, 1, 29]",,train,3,3,1,"[""#########"", ""#S....#.#"", ""#####.#.#"", ""#...#...#"", ""#.#####.#"", ""#.......#"", ""#.#######"", ""#.....G.#"", ""#########""]"
maze,9,maze_9_seed3_goal1,0.1,group_constrained_incremental,0.25,31,15,3,10.333333333333334,6,True,3,0.0,0.0,True,0.0,0.0,0.0,0.0,0.7882633469998837,0.0,0.0,0.0,0.0,insertion_score,0.028784858994185925,0.8170482059940696,0.0035696109989658,0.8206178169930354,0.04763231601100415,7192,222,13.343839433709823,0.058044457510734754,19,32.3963963963964,1.7558305032139288e-07,1.7558305032139288e-07,adaptive,48,8.22043971489315e-07,feasible,0,12,0.0,12,12,0.7368172201095149,0.006975862430408597,0.008207634324207902,0.006212758948095143,0.0,0.027917804196476936,0.0011524709407240152,1.0289950296282768e-05,0.7872940408997238,0.7799185210606083,"[0, 1, 29]",,train,3,3,1,"[""#########"", ""#S....#.#"", ""#####.#.#"", ""#...#...#"", ""#.#####.#"", ""#.......#"", ""#.#######"", ""#.....G.#"", ""#########""]"
maze,9,maze_9_seed4_goal0,0.0,group_constrained_incremental,0.25,31,16,3,10.333333333333334,6,True,3,0.0,0.0,True,0.0,0.0,0.0,0.0,0.458530647912994,0.0,0.0,0.0,0.0,insertion_score,0.017662906902842224,0.47619355481583625,0.002815517014823854,0.4790090718306601,0.02346694702282548,3596,174,8.334862442411357,0.04899061083152418,24,20.666666666666668,7.105427357601002e-15,7.105427357601002e-15,adaptive,26,0.0,feasible,0,12,0.0,12,12,0.3699828451499343,0.0065046988893300295,0.007679716683924198,0.04602382401935756,0.0,0.026354930247180164,0.001082038041204214,9.187962859869003e-06,0.45763724099379033,0.4105221909703687,"[0, 1, 30]",,train,4,4,0,"[""#########"", ""#S......#"", ""#######.#"", ""#...#...#"", ""#.#.#.###"", ""#.#...#.#"", ""#.#####.#"", ""#......G#"", ""#########""]"
maze,9,maze_9_seed4_goal0,0.05,group_constrained_incremental,0.25,31,16,3,10.333333333333334,6,True,3,0.0,0.0,True,0.0,0.0,0.0,0.0,0.7219155349303037,0.0,0.0,0.0,0.0,insertion_score,0.030594381038099527,0.7525099159684032,0.003972278907895088,0.7564821948762983,0.044529053033329546,6572,240,11.209951281322667,0.05886331936815914,19,27.383333333333333,2.8225795034586554e-07,2.8225795034586554e-07,adaptive,45,6.497894552101895e-07,feasible,0,12,0.0,12,12,0.6695575441699475,0.006961969775147736,0.00855719344690442,0.0061450430657714605,0.0,0.02838631358463317,0.00124750891700387,9.664916433393955e-06,0.7208652378758416,0.7134630209766328,"[0, 1, 30]",,train,4,4,0,"[""#########"", ""#S......#"", ""#######.#"", ""#...#...#"", ""#.#.#.###"", ""#.#...#.#"", ""#.#####.#"", ""#......G#"", ""#########""]"
maze,9,maze_9_seed4_goal0,0.1,group_constrained_incremental,0.25,31,16,3,10.333333333333334,6,True,3,0.0,0.0,True,0.0,0.0,0.0,0.0,0.8383046399103478,0.0,0.0,0.0,0.0,insertion_score,0.03440798504743725,0.872712624957785,0.0038787348894402385,0.8765913598472252,0.05111462401691824,7936,252,13.178169035495714,0.058310663734840645,19,31.49206349206349,1.9689644403797502e-07,1.9689644403797502e-07,adaptive,54,8.22043971489315e-07,feasible,0,12,0.0,12,12,0.7870134330587462,0.006855482351966202,0.008323947084136307,0.00608431501314044,0.0,0.02774195233359933,0.001264063874259591,9.851064532995224e-06,0.837293044780381,0.829934814828448,"[0, 1, 30]",,train,4,4,0,"[""#########"", ""#S......#"", ""#######.#"", ""#...#...#"", ""#.#.#.###"", ""#.#...#.#"", ""#.#####.#"", ""#......G#"", ""#########""]"
maze,9,maze_9_seed4_goal1,0.0,group_constrained_incremental,0.25,31,16,3,10.333333333333334,6,True,3,0.0,0.0,True,0.0,0.0,0.0,0.0,0.5121533391065896,0.0,0.0,0.0,0.0,insertion_score,0.019340965896844864,0.5314943050034344,0.0029988120077177882,0.5344931170111522,0.026239480008371174,3844,186,8.749958297099267,0.04909226924211951,23,20.666666666666668,3.552713678800501e-15,7.105427357601002e-15,adaptive,28,0.0,feasible,0,12,0.0,12,12,0.41778407304082066,0.007026098435744643,0.00798692530952394,0.04897459305357188,0.0,0.028101426316425204,0.0011749949771910906,9.543029591441154e-06,0.5110576541628689,0.46089852310251445,"[0, 1, 21]",,train,4,4,1,"[""#########"", ""#S......#"", ""#######.#"", ""#...#...#"", ""#.#.#.###"", ""#.#...#G#"", ""#.#####.#"", ""#.......#"", ""#########""]"
maze,9,maze_9_seed4_goal1,0.05,group_constrained_incremental,0.25,31,16,3,10.333333333333334,6,True,3,0.0,0.0,True,0.0,0.0,0.48030928823929725,1.4409278647178918,0.795138661051169,0.0,0.0,0.0,0.0,insertion_score,0.038431567954830825,0.8335702290059999,0.005031363107264042,0.8386015921132639,0.051114275003783405,6944,252,10.15913062008724,0.06095179818938355,19,27.555555555555557,3.0499896652713687e-07,3.0499896652713687e-07,adaptive,47,7.268785842973466e-07,feasible,0,12,0.0,12,12,0.7039575506933033,0.006731569301337004,0.008440896053798497,0.04604486690368503,0.0,0.027872327947989106,0.0011463109403848648,9.285984560847282e-06,0.7942028078250587,0.747002343996428,"[0, 1, 21]",,train,4,4,1,"[""#########"", ""#S......#"", ""#######.#"", ""#...#...#"", ""#.#.#.###"", ""#.#...#G#"", ""#.#####.#"", ""#.......#"", ""#########""]"
maze,9,maze_9_seed4_goal1,0.1,group_constrained_incremental,0.25,31,16,3,10.333333333333334,6,True,3,0.0,0.0,True,0.0,0.0,0.4808840302964963,1.4426520908894889,1.0106242609908804,0.0,0.0,0.0,0.0,insertion_score,0.036002596956677735,1.0466268579475582,0.004346075933426619,1.0509729338809848,0.05655227298848331,8308,264,13.012260681762928,0.053809447575067094,21,31.46969696969697,2.261619478360899e-07,2.261619478360899e-07,adaptive,57,9.199731168100984e-07,feasible,0,12,0.0,12,12,0.9041862779995427,0.00783718831371516,0.009964180644601583,0.0571100179804489,0.0,0.028899926343001425,0.0014257320435717702,1.1159921996295452e-05,1.0094344832468778,0.9508875733008608,"[0, 1, 21]",,train,4,4,1,"[""#########"", ""#S......#"", ""#######.#"", ""#...#...#"", ""#.#.#.###"", ""#.#...#G#"", ""#.#####.#"", ""#.......#"", ""#########""]"
maze,9,maze_9_seed5_goal0,0.0,group_constrained_incremental,0.25,31,17,3,10.333333333333334,6,True,3,0.0,0.0,True,0.0,0.0,0.0,0.0,0.33098978002090007,0.0,0.0,0.0,0.0,insertion_score,0.018545911996625364,0.34953569201752543,0.001602334901690483,0.3511380269192159,0.011474026017822325,1612,78,7.160816384712763,0.03267668306532372,36,20.666666666666668,1.7763568394002505e-15,1.7763568394002505e-15,adaptive,10,0.0,feasible,0,12,0.0,12,12,0.22133720095735043,0.007535744924098253,0.010113169206306338,0.06140500388573855,0.0,0.028362096869386733,0.0012402100255712867,9.77294985204935e-06,0.33000319881830364,0.26734821195714176,"[0, 1, 30]",,train,5,5,0,"[""#########"", ""#S..#...#"", ""###.###.#"", ""#.#...#.#"", ""#.###.#.#"", ""#...#...#"", ""#.#.###.#"", ""#.#....G#"", ""#########""]"
maze,9,maze_9_seed5_goal0,0.05,group_constrained_incremental,0.25,31,17,3,10.333333333333334,6,True,3,0.0,0.0,True,0.0,0.0,0.0,0.0,0.4925555109512061,0.0,0.0,0.0,0.0,insertion_score,0.025365289067849517,0.5179208000190556,0.0022629130398854613,0.5201837130589411,0.027222177013754845,4092,138,12.029705310785037,0.05233185186378634,21,29.652173913043477,1.6326458052162707e-07,1.6326458052162707e-07,adaptive,25,8.064740981605108e-07,feasible,0,12,0.0,12,12,0.4400436491705477,0.00678610079921782,0.009083318873308599,0.0062001890037208796,0.0,0.028115646331571043,0.0013235709629952908,1.021998468786478e-05,0.4915626951260492,0.4840287151746452,"[0, 1, 30]",,train,5,5,0,"[""#########"", ""#S..#...#"", ""###.###.#"", ""#.#...#.#"", ""#.###.#.#"", ""#...#...#"", ""#.#.###.#"", ""#.#....G#"", ""#########""]"
maze,9,maze_9_seed5_goal0,0.1,group_constrained_incremental,0.25,31,17,3,10.333333333333334,6,True,3,0.0,0.0,True,0.0,0.0,0.0,0.0,0.649429794983007,0.0,0.0,0.0,0.0,insertion_score,0.036204271018505096,0.6856340660015121,0.003261759993620217,0.6888958259951323,0.03802581399213523,5208,156,11.658066217781554,0.05519820640109948,20,33.38461538461539,1.4166930917269838e-07,1.4166930917269838e-07,adaptive,32,9.574409560070931e-07,feasible,0,12,0.0,12,12,0.5926551079610363,0.007809855625964701,0.010936524020507932,0.006711742957122624,0.0,0.028899655677378178,0.0013480569468811154,1.0728021152317524e-05,0.6483716712100431,0.6403011432848871,"[0, 1, 30]",,train,5,5,0,"[""#########"", ""#S..#...#"", ""###.###.#"", ""#.#...#.#"", ""#.###.#.#"", ""#...#...#"", ""#.#.###.#"", ""#.#....G#"", ""#########""]"
maze,9,maze_9_seed5_goal1,0.0,group_constrained_incremental,0.25,31,17,3,10.333333333333334,6,True,3,0.0,0.0,True,0.0,0.0,0.0,0.0,0.41956753307022154,0.0,0.0,0.0,0.0,insertion_score,0.01831748802214861,0.43788502109237015,0.0022475379519164562,0.4401325590442866,0.019092008005827665,2852,138,8.494632088213717,0.043377858814363714,26,20.666666666666668,7.105427357601002e-15,7.105427357601002e-15,adaptive,20,0.0,feasible,0,12,0.0,12,12,0.32540566637180746,0.006796332192607224,0.008595387684181333,0.04904678603634238,0.0,0.02755870809778571,0.0011838170466944575,9.499955922365189e-06,0.41859619738534093,0.3683560943463817,"[0, 1, 25]",,train,5,5,1,"[""#########"", ""#S..#...#"", ""###.###.#"", ""#.#...#.#"", ""#.###.#.#"", ""#...#...#"", ""#.#.###.#"", ""#G#.....#"", ""#########""]"
maze,9,maze_9_seed5_goal1,0.05,group_constrained_incremental,0.25,31,17,3,10.333333333333334,6,True,3,0.0,0.0,True,0.0,0.0,0.0,0.0,0.663998177042231,0.0,0.0,0.0,0.0,insertion_score,0.029328200966119766,0.6933263780083507,0.0032647799234837294,0.6965911579318345,0.038105876999907196,5704,204,11.67180572442561,0.05470336016472388,20,27.96078431372549,2.46019954630583e-07,2.46019954630583e-07,adaptive,38,6.497894552101896e-07,feasible,0,12,0.0,12,12,0.6096059228293598,0.007132926257327199,0.00948274985421449,0.006172517081722617,0.0,0.029224707395769656,0.0012694339966401458,1.0150950402021408e-05,0.6628984083654359,0.6554463063366711,"[0, 1, 25]",,train,5,5,1,"[""#########"", ""#S..#...#"", ""###.###.#"", ""#.#...#.#"", ""#.###.#.#"", ""#...#...#"", ""#.#.###.#"", ""#G#.....#"", ""#########""]"
maze,9,maze_9_seed5_goal1,0.1,group_constrained_incremental,0.25,31,17,3,10.333333333333334,6,True,3,0.0,0.0,True,0.0,0.0,0.0,0.0,0.7669794460525736,0.0,0.0,0.0,0.0,insertion_score,0.03481474600266665,0.8017941920552403,0.0035678930580615997,0.8053620851133019,0.04728086001705378,7068,216,13.251759300975516,0.05870758121224704,19,32.72222222222222,1.8715596894480768e-07,1.8715596894480768e-07,adaptive,46,8.847567821462255e-07,feasible,0,12,0.0,12,12,0.7147798050427809,0.006725842598825693,0.009175718179903924,0.006203913944773376,0.0,0.027912539313547313,0.001210954156704247,9.697978384792805e-06,0.7660184712149203,0.7585939051350579,"[0, 1, 25]",,train,5,5,1,"[""#########"", ""#S..#...#"", ""###.###.#"", ""#.#...#.#"", ""#.###.#.#"", ""#...#...#"", ""#.#.###.#"", ""#G#.....#"", ""#########""]"
maze,11,maze_11_seed0_goal0,0.0,group_constrained_incremental,0.25,49,22,3,16.333333333333332,6,True,3,0.0,0.0,True,0.0,0.0,0.0,0.0,0.7844424300128594,0.0,0.0,0.0,0.0,insertion_score,0.030108107021078467,0.8145505370339379,0.0031717310193926096,0.8177222680533305,0.04219097294844687,6468,198,13.302191355598147,0.05159572460816885,21,32.666666666666664,7.105427357601002e-15,7.105427357601002e-15,adaptive,30,0.0,feasible,0,12,0.0,12,12,0.6569988039555028,0.00952066364698112,0.0112331846030429,0.051002099993638694,0.0,0.05329854576848447,0.0013310839422047138,9.40496101975441e-06,0.7833937868708745,0.7310511979740113,"[0, 8, 48]",,train,0,0,0,"[""###########"", ""#S#.......#"", ""#.###.###.#"", ""#...#...#.#"", ""###.#####.#"", ""#.#.#.....#"", ""#.#.#.###.#"", ""#...#...#.#"", ""#.#####.#.#"", ""#.......#G#"", ""###########""]"
maze,11,maze_11_seed0_goal0,0.05,group_constrained_incremental,0.25,49,22,3,16.333333333333332,6,True,3,0.0,0.0,True,0.0,0.0,0.0,0.0,1.2761052600108087,0.0,0.0,0.0,0.0,insertion_score,0.04529256303794682,1.3213978230487555,0.004228274920023978,1.3256260979687795,0.07471699896268547,11368,264,17.670799646646856,0.056363554608024294,19,43.06060606060606,3.097430187892769e-07,3.097430187892769e-07,adaptive,50,6.497894552101896e-07,feasible,0,12,0.0,12,12,1.1757758127059788,0.010415639844723046,0.012727012042887509,0.01583953108638525,0.0,0.058304681442677975,0.001656587002798915,1.2918026186525822e-05,1.274732182151638,1.2572231460362673,"[0, 8, 48]",,train,0,0,0,"[""###########"", ""#S#.......#"", ""#.###.###.#"", ""#...#...#.#"", ""###.#####.#"", ""#.#.#.....#"", ""#.#.#.###.#"", ""#...#...#.#"", ""#.#####.#.#"", ""#.......#G#"", ""###########""]"
