map_family,map_size,map,method_spec,method,task_count,goal_source,n_states,n_boundary,state_compression_ratio,transition_nnz_proxy,kernel_nnz,construction_time_sec,kernel_time_sec,upfront_time_sec,full_total_time_sec,graph_replan_time_sec,graph_total_time_sec,amortized_speedup_vs_full_vi,planning_only_speedup_vs_full_vi,break_even_task_count_estimate,full_backup_count,smdp_edge_backup_count,backup_compression_ratio,start_gap_mean,start_gap_max
corridor,64,corridor_64,endpoints,endpoints,1,all_states,64,26,2.4615384615384617,760,1250,1.54070439748466e-05,0.8619498460320756,0.8619652530760504,0.13958534999983385,0.5663639869890176,1.428329240065068,0.09772631273268269,0.24645873185178452,inf,24320,48100,0.5056133056133056,2.901501261476369e-11,2.901501261476369e-11
corridor,64,corridor_64,endpoints,endpoints,5,all_states,64,26,2.4615384615384617,760,1250,1.54070439748466e-05,0.8619498460320756,0.8619652530760504,0.6268904700991698,2.433238994970452,3.2952042480465025,0.190243281723981,0.257636208935893,inf,116224,228800,0.507972027972028,5.8040683370563785e-12,2.901501261476369e-11
corridor,64,corridor_64,endpoints,endpoints,10,all_states,64,26,2.4615384615384617,760,1250,1.54070439748466e-05,0.8619498460320756,0.8619652530760504,0.9522675271145999,3.6897389868972823,4.551704239973333,0.2092112046190811,0.25808533625175634,inf,212992,418600,0.5088198757763975,2.9052316108391096e-12,2.901501261476369e-11
corridor,64,corridor_64,endpoints,endpoints,25,all_states,64,26,2.4615384615384617,760,1250,1.54070439748466e-05,0.8619498460320756,0.8619652530760504,1.9225095450528897,7.633667049754877,8.495632302830927,0.22629387390180108,0.25184613535307687,inf,494848,971100,0.5095747090927814,1.6203856034735507e-11,4.866507197220926e-11
corridor,64,corridor_64,graph_rd_surrogate_joint,graph_rd_surrogate_joint,1,all_states,64,26,2.4615384615384617,760,1250,0.2296111230389215,0.6475903640384786,0.8772014870774001,0.11475833697477356,0.32055124698672444,1.1977527340641245,0.09581137551269384,0.35800309015652104,inf,24320,48100,0.5056133056133056,2.901501261476369e-11,2.901501261476369e-11
corridor,64,corridor_64,graph_rd_surrogate_joint,graph_rd_surrogate_joint,5,all_states,64,26,2.4615384615384617,760,1250,0.2296111230389215,0.6475903640384786,0.8772014870774001,0.551894114993047,1.5354155919631012,2.4126170790405013,0.22875329856014096,0.35944282309092895,inf,116224,228800,0.507972027972028,5.8040683370563785e-12,2.901501261476369e-11
corridor,64,corridor_64,graph_rd_surrogate_joint,graph_rd_surrogate_joint,10,all_states,64,26,2.4615384615384617,760,1250,0.2296111230389215,0.6475903640384786,0.8772014870774001,1.0126628979924135,3.747245665988885,4.624447153066285,0.21898031580292954,0.27024192920780266,inf,212992,418600,0.5088198757763975,2.9052316108391096e-12,2.901501261476369e-11
corridor,64,corridor_64,graph_rd_surrogate_joint,graph_rd_surrogate_joint,25,all_states,64,26,2.4615384615384617,760,1250,0.2296111230389215,0.6475903640384786,0.8772014870774001,2.3529976969584823,7.48356513120234,8.36076661827974,0.281433247019951,0.31442202422315796,inf,494848,971100,0.5095747090927814,1.6203856034735507e-11,4.866507197220926e-11
corridor,64,corridor_64,turn_articulation,turn_articulation,1,all_states,64,26,2.4615384615384617,760,1250,0.0005054280045442283,0.6557507070247084,0.6562561350292526,0.11786613700678572,0.3431104120099917,0.9993665470392443,0.11794084698550272,0.3435224723036191,inf,24320,48100,0.5056133056133056,2.901501261476369e-11,2.901501261476369e-11
corridor,64,corridor_64,turn_articulation,turn_articulation,5,all_states,64,26,2.4615384615384617,760,1250,0.0005054280045442283,0.6557507070247084,0.6562561350292526,0.5590936140506528,1.5771341799991205,2.233390315028373,0.2503340371311452,0.3544997129229452,inf,116224,228800,0.507972027972028,5.8040683370563785e-12,2.901501261476369e-11
corridor,64,corridor_64,turn_articulation,turn_articulation,10,all_states,64,26,2.4615384615384617,760,1250,0.0005054280045442283,0.6557507070247084,0.6562561350292526,1.020305975980591,2.875643038074486,3.5318991731037386,0.28888309829183867,0.3548096764693653,inf,212992,418600,0.5088198757763975,2.9052316108391096e-12,2.901501261476369e-11
corridor,64,corridor_64,turn_articulation,turn_articulation,25,all_states,64,26,2.4615384615384617,760,1250,0.0005054280045442283,0.6557507070247084,0.6562561350292526,2.3660618999274448,6.732029939244967,7.38828607427422,0.32024503059863885,0.3514633656238331,inf,494848,971100,0.5095747090927814,1.6203856034735507e-11,4.866507197220926e-11
maze,13,maze_13,endpoints,endpoints,1,all_states,71,26,2.730769230769231,844,1226,1.6321020666509867e-05,0.7599388430244289,0.7599551640450954,0.0676314840093255,0.19642967003164813,0.9563848340767436,0.0707157637799791,0.34430381112196,inf,15052,26000,0.5789230769230769,1.7408297026122455e-13,1.7408297026122455e-13
maze,13,maze_13,endpoints,endpoints,5,all_states,71,26,2.730769230769231,844,1226,1.6321020666509867e-05,0.7599388430244289,0.7599551640450954,0.392612304945942,1.2512551139807329,2.0112102780258283,0.19521196228736656,0.31377478546072707,inf,100820,177450,0.568160045083122,4.1744385725905886e-14,1.7408297026122455e-13
maze,13,maze_13,endpoints,endpoints,10,all_states,71,26,2.730769230769231,844,1226,1.6321020666509867e-05,0.7599388430244289,0.7599551640450954,0.74697855085833,2.4376860219053924,3.197641185950488,0.23360299277490484,0.30642935314305236,inf,200504,352300,0.5691285835935282,3.278355364955132e-12,3.253219915677619e-11
maze,13,maze_13,endpoints,endpoints,25,all_states,71,26,2.730769230769231,844,1226,1.6321020666509867e-05,0.7599388430244289,0.7599551640450954,1.8850276408484206,5.834335257706698,6.5942904217517935,0.28585754043081063,0.32309210177088254,inf,475984,832650,0.5716495526331592,1.057824050576528e-11,4.674660658565699e-11
maze,13,maze_13,graph_rd_surrogate_joint,graph_rd_surrogate_joint,1,all_states,71,30,2.3666666666666667,844,1682,1.5517527339980006,0.9498561339569278,2.5016088679549284,0.07542955898679793,0.234841124038212,2.7364499919931404,0.027564749660145448,0.32119399570973123,inf,15052,34800,0.4325287356321839,2.1671553440683056e-13,2.1671553440683056e-13
maze,13,maze_13,graph_rd_surrogate_joint,graph_rd_surrogate_joint,5,all_states,71,30,2.3666666666666667,844,1682,1.5517527339980006,0.9498561339569278,2.5016088679549284,0.4982996739563532,1.9154863061266951,4.4170951740816236,0.11281162264291866,0.2601426449056506,inf,100820,237510,0.42448739000463137,5.098144129078719e-14,2.1671553440683056e-13
maze,13,maze_13,graph_rd_surrogate_joint,graph_rd_surrogate_joint,10,all_states,71,30,2.3666666666666667,844,1682,1.5517527339980006,0.9498561339569278,2.5016088679549284,0.9928265670314431,3.762784817139618,6.2643936850945465,0.1584872562198266,0.26385419716511105,inf,200504,473280,0.4236477349560514,2.3249846492490177e-12,2.2961188506087638e-11
maze,13,maze_13,graph_rd_surrogate_joint,graph_rd_surrogate_joint,25,all_states,71,30,2.3666666666666667,844,1682,1.5517527339980006,0.9498561339569278,2.5016088679549284,2.357412504963577,8.233782450202852,10.735391318157781,0.21959260124745172,0.2863097876608943,inf,475984,1130130,0.4211763248475839,7.534062262948283e-12,3.82982534574694e-11
maze,13,maze_13,turn_articulation,turn_articulation,1,all_states,71,36,1.9722222222222223,844,2450,0.0006486119818873703,1.2620978589984588,1.2627464709803462,0.07466332300100476,0.4082509460276924,1.6709974170080386,0.04468189013403219,0.18288585422148712,inf,15052,55440,0.2715007215007215,1.7053025658242404e-13,1.7053025658242404e-13
maze,13,maze_13,turn_articulation,turn_articulation,5,all_states,71,36,1.9722222222222223,844,2450,0.0006486119818873703,1.2620978589984588,1.2627464709803462,0.5015396659146063,2.6086304579512216,3.871376928931568,0.12955071932327253,0.19226167676831768,inf,100820,370440,0.27216283338732317,4.1744385725905886e-14,1.7053025658242404e-13
maze,13,maze_13,turn_articulation,turn_articulation,10,all_states,71,36,1.9722222222222223,844,2450,0.0006486119818873703,1.2620978589984588,1.2627464709803462,0.996792821912095,5.101958899002057,6.364705369982403,0.1566125631852855,0.19537452998828894,inf,200504,733320,0.2734195167184858,2.320366121466577e-12,2.2961188506087638e-11
maze,13,maze_13,turn_articulation,turn_articulation,25,all_states,71,36,1.9722222222222223,844,2450,0.0006486119818873703,1.2620978589984588,1.2627464709803462,2.372137065802235,12.173368115036283,13.436114586016629,0.17654933281612453,0.19486283856578873,inf,475984,1719900,0.276750973893831,7.243166066928097e-12,3.82982534574694e-11
