map,slip,gamma,candidate_kind,candidate_top_fraction,residual_kind,residual_top_fraction,soft_kind,soft_top_fraction,local_horizon,hidden_threshold,soft_threshold,residual_threshold,residual_threshold_mode,compute_struct_distinct,residual_reward_weight,residual_hit_weight,value_scale_task,soft_cost_weight,n_states,n_boundary,n_candidate_boundary,n_pair_options,n_edges_valid,invalid_hidden_count,hidden_mass_total,hidden_mass_max,soft_cost_all_total,soft_cost_valid_total,soft_cost_max,soft_over_threshold_count,model_residual_valid_total,model_residual_max,residual_threshold_metric_valid_total,residual_threshold_metric_max,residual_backup_value_norm_valid_total,residual_backup_value_norm_max,struct_hidden_prob_valid_total,struct_hidden_prob_max,struct_hidden_bits_valid_total,struct_hidden_bits_max,struct_hidden_distinct_valid_total,struct_hidden_distinct_max,struct_nohit_prob_max,beta_global,l_gamma_row_max,residual_hidden_mass_max,residual_over_threshold_count,feasible,start_value_smdp,start_value_primitive,start_gap,value_gap_max,start_best_option,policy_tv_total,policy_regions_total,policy_tv_mean,policy_regions_mean,target_policy_tv_total,target_policy_regions_total,target_policy_tv_mean,target_policy_regions_mean,hard_split_candidate_state,hard_split_candidate_coord,hard_split_candidate_score,residual_split_candidate_state,residual_split_candidate_coord,residual_split_candidate_score,soft_split_candidate_state,soft_split_candidate_coord,soft_split_candidate_score,description_length_proxy,step,split_candidate_state,split_candidate_score,split_candidate_source,split_candidate_coord,stop_reason
maze,0.0,0.97,articulation_only,0.15,turn_articulation,0.15,combined,0.15,999.0,1e-06,1e-06,4.0,struct_distinct,True,0.05,0.0,22.199077937496824,1.0,81,4,4,12,12,0,0.0,0.0,11.14429334013377,11.14429334013377,2.0661504858253283,12,5.110009157165421,1.3454815587499362,44.0,11.0,7.496629482073386,1.9649790363502813,4.0,1.0,159.4525485545934,39.86313713864835,44.0,11.0,0.0,0.9409,22.19907793749682,1.0,4,True,-22.199077937496824,-22.199077937496824,0.0,0.0,fb_000_to_001,804.0,390.0,67.0,32.5,268.0,130.0,67.0,32.5,,,0.0,4,"(1, 5)",22.0,63,"(6, 19)",3.88,154.45430249729918,2,4,22.0,model_residual,"(1, 5)",continue
maze,0.0,0.97,articulation_only,0.15,turn_articulation,0.15,combined,0.15,999.0,1e-06,1e-06,4.0,struct_distinct,True,0.05,0.0,22.199077937496824,1.0,81,5,5,20,20,0,0.0,0.0,14.363914106685915,14.363914106685915,2.0661504858253283,16,7.765664208187856,1.3454815587499362,61.0,11.0,12.318178804818487,2.0896606974396197,6.0,1.0,239.17882283189007,39.86313713864835,61.0,11.0,0.0,0.9409,22.19907793749682,1.0,6,True,-22.199077937496824,-22.199077937496824,0.0,3.552713678800501e-15,fb_000_to_004,1336.0,648.0,66.8,32.4,334.0,162.0,66.8,32.4,,,0.0,26,"(3, 5)",30.0,63,"(6, 19)",4.85,199.92957831487377,3,26,30.0,model_residual,"(3, 5)",continue
maze,0.0,0.97,articulation_only,0.15,turn_articulation,0.15,combined,0.15,999.0,1e-06,1e-06,4.0,struct_distinct,True,0.05,0.0,22.199077937496824,1.0,81,6,6,30,30,0,0.0,0.0,17.17861860996602,17.17861860996602,2.0661504858253283,19,8.942619702362972,1.3454815587499362,65.0,11.0,14.874140189370582,2.167377478625032,7.0,1.0,279.0419599705384,39.86313713864835,65.0,11.0,0.0,0.9409,22.19907793749682,1.0,7,True,-22.19907793749682,-22.199077937496824,3.552713678800501e-15,3.552713678800501e-15,fb_000_to_001,2010.0,975.0,67.0,32.5,402.0,195.0,67.0,32.5,,,0.0,35,"(3, 17)",27.0,63,"(6, 19)",5.819999999999999,246.521238312329,4,35,27.0,model_residual,"(3, 17)",continue
maze,0.0,0.97,articulation_only,0.15,turn_articulation,0.15,combined,0.15,999.0,1e-06,1e-06,4.0,struct_distinct,True,0.05,0.0,22.199077937496824,1.0,81,7,7,42,42,0,0.0,0.0,21.25599966572532,21.25599966572532,2.0661504858253283,22,10.076034523161889,1.3454815587499362,67.0,11.0,17.68127527646964,2.258771422692751,8.0,1.0,318.9050971091868,39.86313713864835,67.0,11.0,0.0,0.9409,22.19907793749682,1.0,8,True,-22.19907793749682,-22.199077937496824,3.552713678800501e-15,3.552713678800501e-15,fb_000_to_001,2808.0,1362.0,66.85714285714286,32.42857142857143,468.0,227.0,66.85714285714286,32.42857142857143,,,0.0,28,"(3, 7)",32.0,63,"(6, 19)",6.789999999999999,295.5320341888872,5,28,32.0,model_residual,"(3, 7)",continue
maze,0.0,0.97,articulation_only,0.15,turn_articulation,0.15,combined,0.15,999.0,1e-06,1e-06,4.0,struct_distinct,True,0.05,0.0,22.199077937496824,1.0,81,8,8,56,56,0,0.0,0.0,23.99740669142532,23.99740669142532,2.0661504858253283,25,11.161982373364461,1.3454815587499362,67.0,11.0,20.810514906662398,2.3675799486302513,9.0,1.0,358.76823424783515,39.86313713864835,67.0,11.0,0.0,0.9409,22.19907793749682,1.0,9,True,-22.199077937496824,-22.199077937496824,0.0,3.552713678800501e-15,fb_000_to_001,3752.0,1820.0,67.0,32.5,536.0,260.0,67.0,32.5,,,0.0,37,"(3, 19)",28.0,63,"(6, 19)",7.759999999999999,346.1593890647898,6,37,28.0,model_residual,"(3, 19)",continue
maze,0.0,0.97,articulation_only,0.15,turn_articulation,0.15,combined,0.15,999.0,1e-06,1e-06,4.0,struct_distinct,True,0.05,0.0,22.199077937496824,1.0,81,9,9,72,72,0,0.0,0.0,26.738813717125318,26.738813717125318,2.0661504858253283,28,12.19621550118945,1.3454815587499362,65.0,11.0,24.361189235204144,2.4990348797315276,10.0,1.0,398.6313713864835,39.86313713864835,65.0,11.0,0.0,0.9409,22.19907793749682,1.0,10,True,-22.19907793749682,-22.199077937496824,3.552713678800501e-15,3.552713678800501e-15,fb_000_to_001,4832.0,2344.0,67.11111111111111,32.55555555555556,604.0,293.0,67.11111111111111,32.55555555555556,,,0.0,5,"(1, 7)",30.0,63,"(6, 19)",8.729999999999999,398.83502921831473,7,5,30.0,model_residual,"(1, 7)",continue
maze,0.0,0.97,articulation_only,0.15,turn_articulation,0.15,combined,0.15,999.0,1e-06,1e-06,4.0,struct_distinct,True,0.05,0.0,22.199077937496824,1.0,81,10,10,90,90,0,0.0,0.0,29.480220742825317,29.480220742825317,2.0661504858253283,31,12.274739849537998,1.3454815587499362,61.0,11.0,26.556872133275792,2.660692647494335,11.0,1.0,438.4945085251319,39.86313713864835,61.0,11.0,0.0,0.9409,22.19907793749682,1.0,11,True,-22.19907793749682,-22.199077937496824,3.552713678800501e-15,3.552713678800501e-15,fb_000_to_001,6012.0,2916.0,66.8,32.4,668.0,324.0,66.8,32.4,,,0.0,16,"(1, 19)",25.0,63,"(6, 19)",9.7,450.85496059236334,8,16,25.0,model_residual,"(1, 19)",continue
maze,0.0,0.97,articulation_only,0.15,turn_articulation,0.15,combined,0.15,999.0,1e-06,1e-06,4.0,struct_distinct,True,0.05,0.0,22.199077937496824,1.0,81,11,11,110,110,0,0.0,0.0,32.221627768525316,32.221627768525316,2.0661504858253283,34,12.548114899313571,1.3454815587499362,55.0,11.0,29.7696098166359,2.647429501000032,12.0,1.0,478.35764566378026,39.86313713864835,55.0,11.0,0.0,0.9409,22.19907793749682,1.0,1,True,-22.19907793749682,-22.199077937496824,3.552713678800501e-15,3.552713678800501e-15,fb_000_to_001,7340.0,3560.0,66.72727272727273,32.36363636363637,734.0,356.0,66.72727272727273,32.36363636363637,,,0.0,23,"(3, 1)",11.0,63,"(6, 19)",10.67,506.0697426678389,9,23,11.0,model_residual,"(3, 1)",continue
maze,0.0,0.97,articulation_only,0.15,turn_articulation,0.15,combined,0.15,999.0,1e-06,1e-06,4.0,struct_distinct,True,0.05,0.0,22.199077937496824,1.0,81,12,12,132,132,0,0.0,0.0,39.2050635862347,39.2050635862347,5.024922332223774,37,14.838928705534594,1.3314942169730433,68.0,10.0,34.24647900990139,2.647429501000032,14.0,1.0,558.0839199410769,39.86313713864835,68.0,10.0,0.0,0.9409,21.499710848652164,1.0,2,True,-22.19907793749682,-22.199077937496824,3.552713678800501e-15,3.552713678800501e-15,fb_000_to_001,8822.0,4279.0,66.83333333333333,32.416666666666664,802.0,389.0,66.83333333333333,32.416666666666664,,,0.0,76,"(7, 15)",10.0,63,"(6, 19)",11.64,570.5439922917693,10,76,10.0,model_residual,"(7, 15)",continue
maze,0.0,0.97,articulation_only,0.15,turn_articulation,0.15,combined,0.15,999.0,1e-06,1e-06,4.0,struct_distinct,True,0.05,0.0,22.199077937496824,1.0,81,13,13,156,156,0,0.0,0.0,71.31470729401732,71.31470729401732,2.7414070257,54,19.75154626568452,1.3008286209712276,97.0,9.0,43.10532821361486,2.647429501000032,18.0,1.0,717.5364684956702,39.86313713864835,97.0,9.0,0.0,0.9409,19.9664310485614,1.0,5,True,-22.19907793749682,-22.199077937496824,3.552713678800501e-15,3.552713678800501e-15,fb_000_to_001,10440.0,5064.0,66.92307692307692,32.46153846153846,870.0,422.0,66.92307692307692,32.46153846153846,,,0.0,54,"(5, 15)",27.0,63,"(6, 19)",12.610000000000001,664.8662535597018,11,54,27.0,model_residual,"(5, 15)",continue
maze,0.0,0.97,articulation_only,0.15,turn_articulation,0.15,combined,0.15,999.0,1e-06,1e-06,4.0,struct_distinct,True,0.05,0.0,22.199077937496824,1.0,81,14,14,182,182,0,0.0,0.0,82.35569379669998,82.35569379669998,2.7414070257,67,21.652370629393758,1.284036529887584,104.0,8.0,47.5361093458898,2.647429501000032,20.0,1.0,797.2627427729668,39.86313713864835,104.0,8.0,0.0,0.9409,19.126826494379213,1.0,6,True,-22.19907793749682,-22.199077937496824,3.552713678800501e-15,3.552713678800501e-15,fb_000_to_001,12168.0,5902.0,66.85714285714286,32.42857142857143,936.0,454.0,66.85714285714286,32.42857142857143,,,0.0,75,"(7, 13)",24.0,63,"(6, 19)",13.580000000000002,736.3080644260937,12,75,24.0,model_residual,"(7, 13)",max_splits
maze,0.05,0.97,articulation_only,0.15,turn_articulation,0.15,combined,0.15,999.0,1e-06,1e-06,4.0,struct_distinct,True,0.05,0.0,23.006540118833655,1.0,81,2,2,2,2,0,0.0,0.0,6.304422223627169,6.304422223627169,3.334608285737951,2,2.6656279434214607,1.3328148050908424,24.034811509162537,12.966122478284957,3.664160671607529,1.8320829680789457,1.9999999999999996,0.9999999999999998,79.7262742772967,39.86313713864835,24.034811509162537,12.966122478284957,2.220446049250313e-16,0.3431101040032383,21.896413204569914,0.9999999999999998,2,True,-23.006540118862866,-23.006540118833655,2.921041186709772e-11,2.921041186709772e-11,fb_000_to_001,125.4666666666667,65.0,62.73333333333335,32.5,125.4666666666667,65.0,62.73333333333335,32.5,,,0.0,57,"(5, 19)",12.742636242644723,63,"(6, 19)",1.017021309114977,71.66338350038197,0,57,12.742636242644723,model_residual,"(5, 19)",continue
maze,0.05,0.97,articulation_only,0.15,turn_articulation,0.15,combined,0.15,999.0,1e-06,1e-06,4.0,struct_distinct,True,0.05,0.0,23.006540118833655,1.0,81,3,3,6,6,0,0.0,0.0,7.821078780419381,7.821078780419381,3.3228233321798095,6,4.226174693174264,1.3325849410068216,35.238557187634875,12.000297359950695,11.37239724534993,2.1755860363022212,3.017236260412788,0.9999999999999998,91.41802571859041,39.86313713864835,35.238557187634875,12.000297359950695,3.3306690738754696e-16,0.9409130334167652,21.884920000368876,0.9999999999999998,3,True,-23.006540118862866,-23.006540118833655,2.921041186709772e-11,2.921041186709772e-11,fb_000_to_002,374.5333333333334,194.0,62.42222222222224,32.333333333333336,187.2666666666667,97.0,62.42222222222224,32.333333333333336,,,0.0,4,"(1, 5)",11.996603824640294,63,"(6, 19)",3.03376485147722,109.30058680692699,1,4,11.996603824640294,model_residual,"(1, 5)",continue
maze,0.05,0.97,articulation_only,0.15,turn_articulation,0.15,combined,0.15,999.0,1e-06,1e-06,4.0,struct_distinct,True,0.05,0.0,23.006540118833655,1.0,81,4,4,12,12,0,0.0,0.0,10.265840373462392,10.265840373462392,3.31702691056605,10,7.341512846784714,1.3128956034056294,55.029261229324476,10.999998957967861,21.32499991313373,2.1755860363022212,5.000615668639026,0.9999999052963129,75.88173355730397,23.332004163622543,55.029261229324476,10.999998957967861,3.3306690738754696e-16,0.9409130334167652,21.58510958422026,0.9999999052963129,5,True,-23.006540118862866,-23.006540118833655,2.921041186709772e-11,2.921041186709772e-11,fb_000_to_003,747.1999999999999,387.0,62.26666666666666,32.25,249.06666666666672,129.0,62.26666666666668,32.25,,,0.0,26,"(3, 5)",21.999995832454804,63,"(6, 19)",4.050492809005802,151.52068655358048,2,26,21.999995832454804,model_residual,"(3, 5)",continue
maze,0.05,0.97,articulation_only,0.15,turn_articulation,0.15,combined,0.15,999.0,1e-06,1e-06,4.0,struct_distinct,True,0.05,0.0,23.006540118833655,1.0,81,5,5,20,20,0,0.0,0.0,12.338382544155408,12.338382544155408,3.31702691056605,12,9.453848226937053,1.3128956034056294,61.02126123002854,10.844551080525244,37.839567524612136,2.1755860363022212,6.000308260442394,0.9996923076923078,64.21728532404335,11.666224002803538,61.02126123002854,10.844551080525244,3.3306690738754696e-16,0.9409130429312607,21.58510958422026,0.9996923076923078,6,True,-23.006540118862624,-23.006540118833655,2.8968827336939285e-11,2.8968827336939285e-11,fb_000_to_004,1250.9333333333338,648.0,62.546666666666695,32.4,312.7333333333334,162.0,62.54666666666668,32.4,,,0.0,55,"(5, 17)",29.981538745649544,63,"(6, 19)",5.067220839450759,195.33889743775916,3,55,29.981538745649544,model_residual,"(5, 17)",continue
maze,0.05,0.97,articulation_only,0.15,turn_articulation,0.15,combined,0.15,999.0,1e-06,1e-06,4.0,struct_distinct,True,0.05,0.0,23.006540118833655,1.0,81,6,6,30,30,0,0.0,0.0,15.434274325000818,15.434274325000818,3.31702691056605,17,11.78533850628012,1.3128956034056294,65.0206467813403,10.844551080525244,58.86931386948913,2.1755860363022212,7.000616142128321,0.9996923076923078,75.8843975490503,11.666224002803538,65.0206467813403,10.844551080525244,3.3306690738754696e-16,0.9409300723389595,21.58510958422026,0.9996923076923078,7,True,-23.006540118862628,-23.006540118833655,2.8972380050618085e-11,2.8972380050618085e-11,fb_000_to_005,1882.0000000000007,975.0,62.733333333333356,32.5,376.4000000000001,195.0,62.73333333333335,32.5,,,0.0,35,"(3, 17)",26.9833848994957,63,"(6, 19)",6.083674246181333,242.49961283128096,4,35,26.9833848994957,model_residual,"(3, 17)",continue
maze,0.05,0.97,articulation_only,0.15,turn_articulation,0.15,combined,0.15,999.0,1e-06,1e-06,4.0,struct_distinct,True,0.05,0.0,23.006540118833655,1.0,81,7,7,42,42,0,0.0,0.0,17.45577804216145,17.45577804216145,3.31702691056605,20,14.332914543520218,1.3128956034056294,67.02064706548458,10.844551080525244,84.48279959930161,2.2372120518668632,8.000924023814246,0.9996923076923079,87.55150977405884,11.666224002804059,67.02064706548458,10.844551080525244,3.3306690738754696e-16,0.9409300723389595,21.58510958422026,0.9996923076923079,8,True,-23.006540118862628,-23.006540118833655,2.8972380050618085e-11,2.8972380050618085e-11,fb_000_to_006,2629.2000000000003,1362.0,62.60000000000001,32.42857142857143,438.2000000000001,227.0,62.600000000000016,32.42857142857143,,,0.0,28,"(3, 7)",31.980308071122426,63,"(6, 19)",7.100402276626614,290.0286925856817,5,28,31.980308071122426,model_residual,"(3, 7)",continue
maze,0.05,0.97,articulation_only,0.15,turn_articulation,0.15,combined,0.15,999.0,1e-06,1e-06,4.0,struct_distinct,True,0.05,0.0,23.006540118833655,1.0,81,8,8,56,56,0,0.0,0.0,19.477809899464823,19.477809899464823,3.31702691056605,23,17.09255415063697,1.3128956034056294,67.02126263947832,10.844551080525243,114.7506089167955,2.344882063905985,9.001231905500171,0.9996923076923079,99.21862199906738,11.666224002804059,67.02126263947832,10.844551080525243,3.3306690738754696e-16,0.9409300723389595,21.58510958422026,0.9996923076923079,9,True,-23.00654011886286,-23.006540118833655,2.920330643974012e-11,2.920330643974012e-11,fb_000_to_007,3513.0666666666675,1820.0,62.73333333333335,32.5,501.8666666666668,260.0,62.73333333333335,32.5,,,0.0,37,"(3, 19)",27.982769609583997,63,"(6, 19)",8.11713030707189,340.7436973834351,6,37,27.982769609583997,model_residual,"(3, 19)",continue
maze,0.05,0.97,articulation_only,0.15,turn_articulation,0.15,combined,0.15,999.0,1e-06,1e-06,4.0,struct_distinct,True,0.05,0.0,23.006540118833655,1.0,81,9,9,72,72,0,0.0,0.0,21.499841756768223,21.499841756768223,3.31702691056605,26,20.059882744420424,1.3128956034056296,65.0224936928786,10.844551080525243,149.77159719553745,2.475087754030559,10.001539787186095,0.9996923076923075,110.8857342240681,11.666224002802497,65.0224936928786,10.844551080525243,3.3306690738754696e-16,0.9409300723389595,21.585109584220252,0.9996923076923075,10,True,-23.006540118862855,-23.006540118833655,2.919975372606132e-11,2.919975372606132e-11,fb_000_to_008,4524.266666666667,2344.0,62.83703703703705,32.55555555555556,565.5333333333334,293.0,62.83703703703705,32.55555555555556,,,0.0,5,"(1, 7)",29.981538934911207,63,"(6, 19)",9.13385833751717,393.7663911678553,7,5,29.981538934911207,model_residual,"(1, 7)",continue
maze,0.05,0.97,articulation_only,0.15,turn_articulation,0.15,combined,0.15,999.0,1e-06,1e-06,4.0,struct_distinct,True,0.05,0.0,23.006540118833655,1.0,81,10,10,90,90,0,0.0,0.0,23.52187361407159,23.52187361407159,3.3170269105660504,29,22.27763179561302,1.3128956034056294,61.02310936178005,10.844551080525244,187.71350891254804,2.6353511204332505,11.000616426239409,0.9996923076923075,122.54885067917606,11.666224002802497,61.02310936178005,10.844551080525244,7.771561172376096e-16,0.9409300723389595,21.58510958422026,0.9996923076923075,11,True,-23.006540118862826,-23.006540118833655,2.917133201663091e-11,2.917133201663091e-11,fb_000_to_009,5629.200000000001,2916.0,62.546666666666674,32.4,625.4666666666667,324.0,62.54666666666667,32.4,,,0.0,16,"(1, 19)",24.984615857988196,63,"(6, 19)",10.15058636796245,446.39283874301793,8,16,24.984615857988196,model_residual,"(1, 19)",continue
