map,slip,gamma,candidate_kind,candidate_top_fraction,residual_kind,residual_top_fraction,soft_kind,soft_top_fraction,local_horizon,hidden_threshold,soft_threshold,residual_threshold,residual_threshold_mode,compute_struct_distinct,struct_mdl_node_cost_weight,struct_mdl_edge_cost_weight,struct_mdl_exposure_bit_weight,struct_mdl_min_gain,residual_reward_weight,residual_hit_weight,value_scale_task,soft_cost_weight,n_states,n_boundary,n_candidate_boundary,n_pair_options,n_edges_valid,invalid_hidden_count,hidden_mass_total,hidden_mass_max,soft_cost_all_total,soft_cost_valid_total,soft_cost_max,soft_over_threshold_count,model_residual_valid_total,model_residual_max,residual_threshold_metric_valid_total,residual_threshold_metric_max,residual_backup_value_norm_valid_total,residual_backup_value_norm_max,struct_hidden_prob_valid_total,struct_hidden_prob_max,struct_hidden_prob_cvar95,struct_hidden_bits_valid_total,struct_hidden_bits_max,struct_hidden_bits_cvar95,struct_hidden_distinct_valid_total,struct_hidden_distinct_max,struct_hidden_distinct_cvar95,struct_hidden_distinct_bits_valid_total,struct_hidden_distinct_bits_max,struct_hidden_distinct_bits_cvar95,struct_nohit_prob_max,beta_global,l_gamma_row_max,residual_hidden_mass_max,residual_over_threshold_count,feasible,start_value_smdp,start_value_primitive,start_gap,value_gap_max,start_best_option,policy_smdp_json,boundary_states_json,policy_tv_total,policy_regions_total,policy_tv_mean,policy_regions_mean,target_policy_tv_total,target_policy_regions_total,target_policy_tv_mean,target_policy_regions_mean,occupancy_mass_total,occupancy_struct_hidden_distinct,occupancy_struct_hidden_distinct_bits,occupancy_model_residual,occupancy_soft_cost,hard_split_candidate_state,hard_split_candidate_coord,hard_split_candidate_score,residual_split_candidate_state,residual_split_candidate_coord,residual_split_candidate_score,struct_mdl_split_candidate_state,struct_mdl_split_candidate_coord,struct_mdl_split_gain,struct_mdl_split_benefit,struct_mdl_split_cost,soft_split_candidate_state,soft_split_candidate_coord,soft_split_candidate_score,description_length_proxy,success_rate,primitive_steps_mean,primitive_steps_success_mean,option_steps_mean,hidden_audit_crossings_mean,hidden_audit_distinct_mean,method,method_family,audit_lens,audit_boundary_size,training_samples,kernel_estimation_rollouts,eval_rollouts,model_queries_proxy,constructor_stop_reason,constructor_step,constructor_last_split_source,constructor_last_split_state,constructor_last_split_score,pareto_frontier,pareto_dominated_by
maze,0.05,0.97,eigenoptions_4,0.0,turn_articulation,0.15,combined,0.15,999.0,1e-06,3.0,0.5,struct_distinct,True,1.0,0.5,1.0,0.0,0.05,0.0,23.006540118833655,1.0,81,4,4,12,12,0,0.0,0.0,23.99961659664111,23.99961659664111,3.232381707265437,1,13.700597119518541,1.2756753387412272,76.89847272259716,9.035103647371447,34.87111761457464,4.664655758373095,11.999999999999998,1.0,1.0,478.35764566378026,39.86313713864835,39.86313713864835,76.89847272259716,9.035103647371447,9.035103647371447,2252.91542155925,358.76824204047915,358.76824204047915,4.440892098500626e-16,0.7851494807942014,18.994098974121176,1.0,12,True,-23.006540118862866,-23.006540118833655,2.921041186709772e-11,2.921041186709772e-11,fb_000_to_003,"{""0"": ""fb_000_to_003"", ""1"": ""fb_001_to_003"", ""2"": ""fb_002_to_003"", ""3"": ""TERMINAL""}","[0, 8, 52, 80]",764.3,396.0,63.69166666666666,33.0,254.7666666666667,132.0,63.69166666666668,33.0,1.9999999999999971,11.068991605950202,135.48466956974076,2.3114105856273097,4.410911144576845,,,0.0,11,"(1, 13)",17.999913607236294,57,"(5, 19)",25.387046786134057,35.72689678901868,10.339850002884624,74,"(7, 12)",0.8655252262574896,174.253547049493,1.0,38.73,38.73,2.0,11.79,11.02,eigenoptions_4,option_algorithm:laplacian_eigenoptions,turn_articulation,30,0,0,100,163.0,,,,,,False,coverage_4
maze,0.05,0.97,eigenoptions_8,0.0,turn_articulation,0.15,combined,0.15,999.0,1e-06,3.0,0.5,struct_distinct,True,1.0,0.5,1.0,0.0,0.05,0.0,23.006540118833655,1.0,81,8,8,56,56,0,0.0,0.0,60.77957308981536,60.77957308981536,3.23238170634086,3,51.13418336898286,1.1876857314346048,143.349586795883,6.000005401434617,252.9646199757513,8.390525315781268,48.017549071618035,1.0,1.0,1744.27730264233,39.86313713864835,39.86313713864835,143.349586795883,6.000005401434617,6.000005401434617,3942.1078084997926,239.17883062453404,239.17883062453404,4.440892098500626e-16,0.9409130429312607,13.274191352347426,1.0,48,True,-23.006540118862866,-23.006540118833655,2.921041186709772e-11,2.921041186709772e-11,fb_000_to_007,"{""0"": ""fb_000_to_007"", ""1"": ""fb_001_to_003"", ""2"": ""fb_002_to_004"", ""3"": ""fb_003_to_004"", ""4"": ""fb_004_to_003"", ""5"": ""fb_005_to_004"", ""6"": ""fb_006_to_004"", ""7"": ""TERMINAL""}","[0, 8, 25, 35, 52, 55, 67, 80]",3566.0333333333338,1848.0,63.679166666666674,33.0,509.43333333333345,264.0,63.67916666666668,33.0,4.000010802810922,10.052063415170844,247.38980112080256,4.234771441244741,5.429001209846254,,,0.0,11,"(1, 13)",23.999892011675335,11,"(1, 13)",27.649158056812098,41.98900805969672,14.339850002884624,74,"(7, 12)",2.596575678772469,419.60042312546494,1.0,38.74,38.74,4.0,10.76,10.02,eigenoptions_8,option_algorithm:laplacian_eigenoptions,turn_articulation,30,0,0,100,163.0,,,,,,True,
maze,0.05,0.97,eigenoptions_12,0.0,turn_articulation,0.15,combined,0.15,999.0,1e-06,3.0,0.5,struct_distinct,True,1.0,0.5,1.0,0.0,0.05,0.0,23.006540118833655,1.0,81,12,12,132,132,0,0.0,0.0,72.47402674867008,72.47402674867008,2.91286457653959,0,103.77714890519758,1.1601374161992322,220.24785981412137,6.000005401434617,684.8109417315169,8.390525315781268,98.86334675166293,1.0,1.0,2998.814341256219,39.86313713864835,39.86313713864835,220.24785981412137,6.000005401434617,5.999476250340998,5240.545627621437,239.17883062453404,212.25068510099567,4.440892098500626e-16,0.9694817649429728,13.274191352328693,1.0,99,True,-23.006540118862873,-23.006540118833655,2.921751729445532e-11,2.921751729445532e-11,fb_000_to_003,"{""0"": ""fb_000_to_003"", ""1"": ""fb_001_to_002"", ""2"": ""fb_002_to_004"", ""3"": ""fb_003_to_005"", ""4"": ""fb_004_to_005"", ""5"": ""fb_005_to_004"", ""6"": ""fb_006_to_004"", ""7"": ""fb_007_to_005"", ""8"": ""fb_008_to_005"", ""9"": ""fb_009_to_004"", ""10"": ""fb_010_to_002"", ""11"": ""TERMINAL""}","[0, 1, 8, 25, 35, 47, 52, 55, 67, 72, 77, 80]",8508.866666666669,4411.0,64.46111111111112,33.416666666666664,773.5333333333333,401.0,64.46111111111111,33.416666666666664,6.9491997065411395,10.06961268428335,249.08358996859494,6.03644355011189,3.704050789350203,,,0.0,11,"(1, 13)",29.999865014622948,11,"(1, 13)",35.71507429529891,54.054924298183536,18.339850002884624,,,0.0,693.0578423205343,1.0,38.76,38.76,6.96,10.98,10.05,eigenoptions_12,option_algorithm:laplacian_eigenoptions,turn_articulation,30,0,0,100,163.0,,,,,,True,
maze,0.05,0.97,eigenoptions_16,0.0,turn_articulation,0.15,combined,0.15,999.0,1e-06,3.0,0.5,struct_distinct,True,1.0,0.5,1.0,0.0,0.05,0.0,23.006540118833655,1.0,81,16,16,240,240,0,0.0,0.0,96.42869389808624,96.42869389808624,2.9128645765395906,0,173.65026031545872,1.0829420600772433,323.54698039492325,4.000307881627609,1216.8201522323473,8.390525315781268,164.93562215797732,1.0,1.0,5320.767294326683,39.86313713864835,39.863137138648355,323.54698039492325,4.000307881627609,4.000156641523907,8264.669002790197,159.45255634723736,148.1077733110674,4.440892098500626e-16,0.97,9.401260783767183,1.0,165,True,-23.00654011886235,-23.006540118833655,2.8695268383671646e-11,2.8695268383671646e-11,fb_000_to_006,"{""0"": ""fb_000_to_006"", ""1"": ""fb_001_to_002"", ""2"": ""fb_002_to_003"", ""3"": ""fb_003_to_004"", ""4"": ""fb_004_to_005"", ""5"": ""fb_005_to_007"", ""6"": ""fb_006_to_007"", ""7"": ""fb_007_to_005"", ""8"": ""fb_008_to_007"", ""9"": ""fb_009_to_005"", ""10"": ""fb_010_to_004"", ""11"": ""fb_011_to_007"", ""12"": ""fb_012_to_007"", ""13"": ""fb_013_to_005"", ""14"": ""fb_014_to_004"", ""15"": ""TERMINAL""}","[0, 1, 2, 4, 8, 14, 25, 30, 35, 47, 52, 55, 67, 72, 77, 80]",15563.0,8070.0,64.84583333333333,33.625,1037.5333333333333,538.0,64.84583333333333,33.625,7.018494342105647,10.05267397320398,248.25210559388734,6.071619588126456,3.70405078935665,,,0.0,5,"(1, 7)",26.930364727423342,12,"(1, 15)",25.806085939759626,48.14593594264425,22.339850002884624,,,0.0,1029.5856208802118,1.0,38.53,38.53,7.02,10.82,10.06,eigenoptions_16,option_algorithm:laplacian_eigenoptions,turn_articulation,30,0,0,100,163.0,,,,,,True,
maze,0.05,0.97,eigenoptions_24,0.0,turn_articulation,0.15,combined,0.15,999.0,1e-06,3.0,0.5,struct_distinct,True,1.0,0.5,1.0,0.0,0.05,0.0,23.006540118833655,1.0,81,24,24,552,552,0,0.0,0.0,147.00507361686547,147.00507361686547,2.9128645765395906,0,307.7202207858359,1.075591019236032,409.5368491931815,3.017549254435321,2819.9927788759,11.40233980309192,284.30027040663583,1.0,1.0,6938.3145896045935,39.86313713864835,39.863137138648355,409.5368491931815,3.017549254435321,2.7450845562721327,7280.124193220383,87.51889990336,77.4302253629695,4.440892098500626e-16,0.97,7.161683966900668,1.0,285,True,-23.00654011886234,-23.006540118833655,2.8684610242635245e-11,2.8684610242635245e-11,fb_000_to_008,"{""0"": ""fb_000_to_008"", ""1"": ""fb_001_to_002"", ""2"": ""fb_002_to_003"", ""3"": ""fb_003_to_004"", ""4"": ""fb_004_to_005"", ""5"": ""fb_005_to_006"", ""6"": ""fb_006_to_007"", ""7"": ""fb_007_to_011"", ""8"": ""fb_008_to_011"", ""9"": ""fb_009_to_004"", ""10"": ""fb_010_to_004"", ""11"": ""fb_011_to_007"", ""12"": ""fb_012_to_007"", ""13"": ""fb_013_to_011"", ""14"": ""fb_014_to_011"", ""15"": ""fb_015_to_011"", ""16"": ""fb_016_to_007"", ""17"": ""fb_017_to_005"", ""18"": ""fb_018_to_005"", ""19"": ""fb_019_to_011"", ""20"": ""fb_020_to_011"", ""21"": ""fb_021_to_007"", ""22"": ""fb_022_to_004"", ""23"": ""TERMINAL""}","[0, 1, 2, 4, 5, 8, 11, 14, 25, 27, 28, 30, 34, 35, 38, 41, 47, 50, 52, 55, 67, 72, 77, 80]",35406.200000000004,18354.0,64.14166666666668,33.25,1539.4,798.0,64.14166666666667,33.25,8.159197060557492,9.96707790110954,160.96096412014816,6.232790543389857,3.7041050342875343,,,0.0,64,"(7, 1)",35.57532062654296,44,"(5, 3)",31.981924657995698,62.32177466088032,30.339850002884624,,,0.0,1788.2052944027014,1.0,38.5,38.5,8.09,10.75,9.97,eigenoptions_24,option_algorithm:laplacian_eigenoptions,turn_articulation,30,0,0,100,163.0,,,,,,False,graph_rd_joint
maze,0.05,0.97,endpoints,0.0,turn_articulation,0.15,combined,0.15,999.0,1e-06,3.0,0.5,struct_distinct,True,1.0,0.5,1.0,0.0,0.05,0.0,23.006540118833655,1.0,81,2,2,2,2,0,0.0,0.0,6.304422223627169,6.304422223627169,3.334608285737951,1,2.6656279434214607,1.3328148050908424,24.034811509162537,12.966122478284957,3.664160671607529,1.8320829680789457,1.9999999999999996,0.9999999999999998,0.9999999999999998,79.7262742772967,39.86313713864835,39.86313713864835,24.034811509162537,12.966122478284957,12.966122478284957,139.31993253081794,76.43104130885013,76.43104130885013,2.220446049250313e-16,0.3431101040032383,21.896413204569914,0.9999999999999998,2,True,-23.006540118862866,-23.006540118833655,2.921041186709772e-11,2.921041186709772e-11,fb_000_to_001,"{""0"": ""fb_000_to_001"", ""1"": ""TERMINAL""}","[0, 80]",125.4666666666667,65.0,62.73333333333335,32.5,125.4666666666667,65.0,62.73333333333335,32.5,1.0,11.06868903087758,62.88889122196781,1.332813138330618,3.334608285737951,,,0.0,57,"(5, 19)",12.742636242644723,57,"(5, 19)",4.5936257266162865,12.93347572950091,8.339850002884624,47,"(5, 7)",0.5747410106607281,71.66338350038197,1.0,38.26,38.26,1.0,11.89,11.11,endpoints,diagnostic:small_graph,turn_articulation,30,0,0,100,0.0,,,,,,True,
maze,0.05,0.97,graph_rd_joint,0.0,turn_articulation,0.15,combined,0.15,999.0,1e-06,3.0,0.5,struct_distinct,True,1.0,0.5,1.0,0.0,0.05,0.0,23.006540118833655,1.0,81,24,24,552,552,0,0.0,0.0,182.10022154911223,182.10022154911223,4.011071023105791,18,87.15261617950542,1.0256367478968573,36.68652529031303,2.0341746956341904,1075.6245672994125,2.8501018641187006,18.029541876746435,0.99969221465008,0.6439120881593832,210.03522706717874,11.665787816176717,7.501257933930867,36.68652529031303,2.0341746956341904,1.3102329243019812,211.91755288846258,11.76742966928093,7.568483856038496,7.771561172376096e-16,0.9409300723389595,11.431596896150088,0.99969221465008,18,True,-23.006540118862677,-23.006540118833655,2.9022118042121292e-11,2.9022118042121292e-11,fb_000_to_023,"{""0"": ""fb_000_to_023"", ""1"": ""fb_001_to_002"", ""2"": ""fb_002_to_003"", ""3"": ""fb_003_to_004"", ""4"": ""fb_004_to_005"", ""5"": ""fb_005_to_012"", ""6"": ""fb_006_to_007"", ""7"": ""fb_007_to_014"", ""8"": ""fb_008_to_002"", ""9"": ""fb_009_to_002"", ""10"": ""fb_010_to_004"", ""11"": ""fb_011_to_004"", ""12"": ""fb_012_to_014"", ""13"": ""fb_013_to_012"", ""14"": ""fb_014_to_012"", ""15"": ""fb_015_to_014"", ""16"": ""fb_016_to_004"", ""17"": ""fb_017_to_003"", ""18"": ""fb_018_to_014"", ""19"": ""fb_019_to_007"", ""20"": ""fb_020_to_012"", ""21"": ""fb_021_to_005"", ""22"": ""fb_022_to_002"", ""23"": ""TERMINAL""}","[0, 4, 5, 11, 12, 16, 23, 25, 26, 28, 32, 34, 35, 37, 42, 44, 45, 54, 55, 57, 64, 68, 76, 80]",34542.933333333334,17894.0,62.57777777777778,32.416666666666664,1501.866666666667,778.0,62.57777777777779,32.416666666666664,10.07330789810364,1.9997183883748284,11.568103712612597,2.156237369044544,6.768588458082497,,,0.0,75,"(7, 13)",17.986386812342687,69,"(7, 7)",5.634304720911935,35.97415472379656,30.339850002884624,47,"(5, 7)",8.8525596088706,1585.226171061951,1.0,38.5,38.5,10.0,2.18,2.04,graph_rd_joint,ours:rd_graph,turn_articulation,30,0,0,100,978.0,hybrid_threshold,6,residual_rate_distortion,42,5.117209297276942,True,
maze,0.05,0.97,random_landmarks_4,0.0,turn_articulation,0.15,combined,0.15,999.0,1e-06,3.0,0.5,struct_distinct,True,1.0,0.5,1.0,0.0,0.05,0.0,23.006540118833655,1.0,81,4,4,12,12,0,0.0,0.0,14.096794176915209,14.096794176915209,3.3170269147453415,1,9.765543339830664,1.330109915977639,50.01603138449421,10.93075799639482,29.303641812350264,2.837375436233518,8.000615384615383,0.9999999999999998,0.9999999999999998,262.5130467353909,39.86313713864835,39.86313713864835,50.01603138449421,10.93075799639482,10.93075799639482,1103.4294876951742,239.17882296860276,239.17882296860276,3.3306690738754696e-16,0.9409130334167654,21.761168748909746,0.9999999999999998,8,True,-23.00654011886263,-23.006540118833655,2.8975932764296886e-11,2.8975932764296886e-11,fb_000_to_003,"{""0"": ""fb_000_to_003"", ""1"": ""fb_001_to_002"", ""2"": ""fb_002_to_003"", ""3"": ""TERMINAL""}","[0, 32, 34, 80]",758.4,393.0,63.199999999999996,32.75,252.80000000000004,131.0,63.20000000000001,32.75,1.0344933752335654,11.034211580563328,63.89535507217182,1.3521402106312124,3.350723599947266,,,0.0,57,"(5, 19)",17.981897883964674,57,"(5, 19)",13.638356246226692,23.978206249111317,10.339850002884624,47,"(5, 7)",0.5747410106607281,159.5223375167459,1.0,38.14,38.14,1.02,11.7,11.06,random_landmarks_4,option_algorithm:random_landmarks,turn_articulation,30,0,0,100,0.0,,,,,,True,
maze,0.05,0.97,random_landmarks_8,0.0,turn_articulation,0.15,combined,0.15,999.0,1e-06,3.0,0.5,struct_distinct,True,1.0,0.5,1.0,0.0,0.05,0.0,23.006540118833655,1.0,81,8,8,56,56,0,0.0,0.0,45.812791602750345,45.812791602750345,6.218159610248838,5,44.13357199360551,1.2120507196360677,137.1429726773061,7.000010801206747,246.72975520068474,11.287544967761777,39.984938813858335,1.0000000000000002,1.0000000000000002,1291.3394489507273,39.86313713864835,39.86313713864835,137.1429726773061,7.000010801206747,7.000007232391153,3354.329995979517,279.0419755534301,279.041970404703,5.551115123125783e-16,0.9694821824150689,14.409666932918087,1.0000000000000002,40,True,-23.006540118862624,-23.006540118833655,2.8968827336939285e-11,2.8968827336939285e-11,fb_000_to_007,"{""0"": ""fb_000_to_007"", ""1"": ""fb_001_to_002"", ""2"": ""fb_002_to_003"", ""3"": ""fb_003_to_005"", ""4"": ""fb_004_to_005"", ""5"": ""fb_005_to_004"", ""6"": ""fb_006_to_004"", ""7"": ""TERMINAL""}","[0, 7, 11, 21, 46, 55, 56, 80]",3565.3333333333344,1848.0,63.666666666666686,33.0,509.3333333333334,264.0,63.66666666666668,33.0,2.0695812807871525,11.051766329734853,134.01693630011758,2.338886320397782,5.79949200053386,,,0.0,45,"(5, 5)",20.999798767807643,45,"(5, 5)",20.77290902029349,35.112759023178114,14.339850002884624,47,"(5, 7)",4.065866848638521,397.61303026302255,1.0,38.36,38.36,2.04,11.66,11.02,random_landmarks_8,option_algorithm:random_landmarks,turn_articulation,30,0,0,100,0.0,,,,,,True,
maze,0.05,0.97,random_landmarks_12,0.0,turn_articulation,0.15,combined,0.15,999.0,1e-06,3.0,0.5,struct_distinct,True,1.0,0.5,1.0,0.0,0.05,0.0,23.006540118833655,1.0,81,12,12,132,132,0,0.0,0.0,80.28033523130598,80.28033523130598,5.677543204159297,7,82.43895484036949,1.1829528831329132,198.21145640988644,6.998147974524718,667.4505375912446,16.612863609303446,73.77651477790114,1.0,1.0,1999.2769948485065,39.86313713864835,39.86313713864835,198.21145640988644,6.998147974524718,6.926496881439113,2723.1927028999635,81.68815731673921,80.55941946190644,4.440892098500626e-16,0.9694987943506717,14.517356921368183,1.0,74,True,-23.006540118856257,-23.006540118833655,2.2602364424528787e-11,2.2602364424528787e-11,fb_000_to_011,"{""0"": ""fb_000_to_011"", ""1"": ""fb_001_to_002"", ""2"": ""fb_002_to_003"", ""3"": ""fb_003_to_004"", ""4"": ""fb_004_to_005"", ""5"": ""fb_005_to_007"", ""6"": ""fb_006_to_003"", ""7"": ""fb_007_to_009"", ""8"": ""fb_008_to_007"", ""9"": ""fb_009_to_005"", ""10"": ""fb_010_to_005"", ""11"": ""TERMINAL""}","[0, 2, 4, 10, 20, 22, 27, 35, 37, 60, 69, 80]",8445.06666666667,4378.0,63.977777777777796,33.166666666666664,767.7333333333332,398.0,63.97777777777777,33.166666666666664,3.1050040672867825,10.052063519405941,61.055569501901076,2.2933026408222625,5.865848379358379,,,0.0,45,"(5, 5)",40.52796661042582,23,"(3, 1)",43.04996342371815,61.38981342660277,18.339850002884624,71,"(7, 9)",4.472093024541965,676.8659567383422,1.0,38.88,38.88,3.12,10.88,10.09,random_landmarks_12,option_algorithm:random_landmarks,turn_articulation,30,0,0,100,0.0,,,,,,False,"eigenoptions_8,betweenness_12"
maze,0.05,0.97,random_landmarks_16,0.0,turn_articulation,0.15,combined,0.15,999.0,1e-06,3.0,0.5,struct_distinct,True,1.0,0.5,1.0,0.0,0.05,0.0,23.006540118833655,1.0,81,16,16,240,240,0,0.0,0.0,121.89885850290416,121.89885850290416,6.217558463525917,10,183.0426687807517,1.2539262882697837,321.1679579583845,4.982774548758423,1497.1242822973527,11.40340971118927,175.9486242522639,1.0,1.0,5732.345212265499,39.86313713864835,39.863137138648355,321.1679579583845,4.982774548758423,4.643819360850626,6417.755717249394,126.440893211292,114.193376930842,3.3306690738754696e-16,0.9694987943506717,15.395443793670273,1.0,176,True,-23.006540118862596,-23.006540118833655,2.894040562750888e-11,2.894040562750888e-11,fb_000_to_015,"{""0"": ""fb_000_to_015"", ""1"": ""fb_001_to_002"", ""2"": ""fb_002_to_003"", ""3"": ""fb_003_to_004"", ""4"": ""fb_004_to_006"", ""5"": ""fb_005_to_001"", ""6"": ""fb_006_to_004"", ""7"": ""fb_007_to_004"", ""8"": ""fb_008_to_006"", ""9"": ""fb_009_to_006"", ""10"": ""fb_010_to_006"", ""11"": ""fb_011_to_004"", ""12"": ""fb_012_to_006"", ""13"": ""fb_013_to_004"", ""14"": ""fb_014_to_006"", ""15"": ""TERMINAL""}","[0, 6, 7, 9, 15, 18, 29, 32, 36, 37, 44, 49, 58, 59, 66, 80]",15420.0,7995.0,64.25,33.3125,1028.0,533.0,64.25,33.3125,5.104143479472743,10.053279667664047,125.15591759433168,5.215932025556919,5.4569923370346585,,,0.0,45,"(5, 5)",30.44911071300477,76,"(7, 15)",45.08906223025469,67.42891223313931,22.339850002884624,79,"(7, 18)",6.202316295441806,1060.041527283656,1.0,38.07,38.07,5.22,10.62,10.03,random_landmarks_16,option_algorithm:random_landmarks,turn_articulation,30,0,0,100,0.0,,,,,,False,eigenoptions_16
maze,0.05,0.97,random_landmarks_24,0.0,turn_articulation,0.15,combined,0.15,999.0,1e-06,3.0,0.5,struct_distinct,True,1.0,0.5,1.0,0.0,0.05,0.0,23.006540118833655,1.0,81,24,24,552,552,0,0.0,0.0,163.2803464250979,163.2803464250979,1.9061823827709308,0,284.0570553394919,1.0826788048280014,364.33274064548465,3.9987689466872993,2610.9012763725405,11.402338951062362,260.2881781004286,1.0,1.0,5941.51485962504,39.86313713864835,39.863137138648355,364.33274064548465,3.9987689466872993,3.726958717603059,5349.319599971951,104.99243955566567,61.3861049368146,3.3306690738754696e-16,0.97,9.400692819694056,1.0,261,True,-23.00654011885509,-23.006540118833655,2.1433521624203422e-11,2.1433521624203422e-11,fb_000_to_005,"{""0"": ""fb_000_to_005"", ""1"": ""fb_001_to_002"", ""2"": ""fb_002_to_003"", ""3"": ""fb_003_to_004"", ""4"": ""fb_004_to_007"", ""5"": ""fb_005_to_006"", ""6"": ""fb_006_to_007"", ""7"": ""fb_007_to_004"", ""8"": ""fb_008_to_007"", ""9"": ""fb_009_to_007"", ""10"": ""fb_010_to_007"", ""11"": ""fb_011_to_004"", ""12"": ""fb_012_to_004"", ""13"": ""fb_013_to_004"", ""14"": ""fb_014_to_002"", ""15"": ""fb_015_to_007"", ""16"": ""fb_016_to_005"", ""17"": ""fb_017_to_007"", ""18"": ""fb_018_to_004"", ""19"": ""fb_019_to_007"", ""20"": ""fb_020_to_004"", ""21"": ""fb_021_to_003"", ""22"": ""fb_022_to_002"", ""23"": ""TERMINAL""}","[0, 1, 7, 9, 12, 23, 24, 31, 35, 37, 44, 45, 48, 49, 54, 56, 57, 58, 59, 68, 71, 74, 79, 80]",35401.600000000006,18354.0,64.13333333333334,33.25,1539.2000000000003,798.0,64.13333333333334,33.25,12.073307617143545,6.070515826837368,93.1142974062988,6.500362989767852,4.629656989973819,,,0.0,5,"(1, 7)",51.8337053222073,5,"(1, 7)",52.38323626247354,82.72308626535816,30.339850002884624,,,0.0,1780.7774017645897,1.0,38.21,38.21,12.01,6.61,6.09,random_landmarks_24,option_algorithm:random_landmarks,turn_articulation,30,0,0,100,0.0,,,,,,False,graph_rd_joint
maze,0.05,0.97,turn_articulation,0.0,turn_articulation,0.15,combined,0.15,999.0,1e-06,3.0,0.5,struct_distinct,True,1.0,0.5,1.0,0.0,0.05,0.0,23.006540118833655,1.0,81,30,30,870,870,0,0.0,0.0,293.09993170620976,293.09993170620976,2.911509023828847,0,112.13678446563392,0.13479219530500022,0.0,0.0,1596.9585582979812,2.1755875549471453,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.771561172376096e-16,0.9409300723389595,5.5422903826784555,0.0,0,True,-23.00654011886267,-23.006540118833655,2.901501261476369e-11,2.901501261476369e-11,fb_000_to_029,"{""0"": ""fb_000_to_029"", ""1"": ""fb_001_to_002"", ""2"": ""fb_002_to_003"", ""3"": ""fb_003_to_004"", ""4"": ""fb_004_to_005"", ""5"": ""fb_005_to_010"", ""6"": ""fb_006_to_007"", ""7"": ""fb_007_to_010"", ""8"": ""fb_008_to_002"", ""9"": ""fb_009_to_002"", ""10"": ""fb_010_to_003"", ""11"": ""fb_011_to_003"", ""12"": ""fb_012_to_004"", ""13"": ""fb_013_to_004"", ""14"": ""fb_014_to_010"", ""15"": ""fb_015_to_010"", ""16"": ""fb_016_to_010"", ""17"": ""fb_017_to_010"", ""18"": ""fb_018_to_004"", ""19"": ""fb_019_to_004"", ""20"": ""fb_020_to_003"", ""21"": ""fb_021_to_002"", ""22"": ""fb_022_to_010"", ""23"": ""fb_023_to_007"", ""24"": ""fb_024_to_010"", ""25"": ""fb_025_to_005"", ""26"": ""fb_026_to_004"", ""27"": ""fb_027_to_003"", ""28"": ""fb_028_to_002"", ""29"": ""TERMINAL""}","[0, 4, 5, 11, 12, 16, 23, 25, 26, 28, 29, 31, 32, 34, 35, 37, 42, 44, 45, 49, 50, 54, 55, 57, 64, 68, 69, 75, 76, 80]",54632.13333333333,28304.0,62.79555555555555,32.53333333333333,1883.8666666666672,976.0,62.79555555555557,32.53333333333333,12.073058137891255,0.0,0.0,1.5445680981758783,7.3514559745773065,,,0.0,,,0.0,,,0.0,0.0,36.339850002884624,,,0.0,2242.510049505177,1.0,38.58,38.58,12.1,0.0,0.0,turn_articulation,diagnostic:dense_graph,turn_articulation,30,0,0,100,163.0,,,,,,True,
