map,slip,gamma,candidate_kind,candidate_top_fraction,residual_kind,residual_top_fraction,soft_kind,soft_top_fraction,local_horizon,hidden_threshold,soft_threshold,residual_threshold,residual_threshold_mode,residual_reward_weight,residual_hit_weight,value_scale_task,soft_cost_weight,n_states,n_boundary,n_candidate_boundary,n_pair_options,n_edges_valid,invalid_hidden_count,hidden_mass_total,hidden_mass_max,soft_cost_all_total,soft_cost_valid_total,soft_cost_max,soft_over_threshold_count,model_residual_valid_total,model_residual_max,residual_threshold_metric_valid_total,residual_threshold_metric_max,residual_backup_value_norm_valid_total,residual_backup_value_norm_max,beta_global,l_gamma_row_max,residual_hidden_mass_max,residual_over_threshold_count,feasible,start_value_smdp,start_value_primitive,start_gap,value_gap_max,start_best_option,policy_tv_total,policy_regions_total,policy_tv_mean,policy_regions_mean,target_policy_tv_total,target_policy_regions_total,target_policy_tv_mean,target_policy_regions_mean,hard_split_candidate_state,hard_split_candidate_coord,hard_split_candidate_score,residual_split_candidate_state,residual_split_candidate_coord,residual_split_candidate_score,soft_split_candidate_state,soft_split_candidate_coord,soft_split_candidate_score,description_length_proxy,recipe,lens,bres_size,constructor_stop,constructor_n_boundary,constructor_model_residual_max,constructor_residual_backup_value_norm_max
corridor,0.0,0.97,articulation_only,0.15,decision,0.15,none,0.0,999.0,1e-06,3.0,1.2,raw,0.05,0.0,8.75252910350239,0.0,11,2,2,2,2,0,0.0,0.0,0.0,0.0,0.0,0,3.108624468950438e-16,1.9984014443252818e-16,3.108624468950438e-16,1.9984014443252818e-16,1.618572751340554e-15,1.195752858752444e-15,0.7374241268949282,8.752529103502386,0.0,0,True,-8.75252910350239,-8.75252910350239,0.0,0.0,fb_000_to_001,4.0,4.0,2.0,2.0,4.0,4.0,2.0,2.0,,,0.0,,,0.0,,,0.0,7.8999999999999995,raw_residual12,decision,2,hybrid_threshold,2,1.9984014443252818e-16,1.195752858752444e-15
corridor,0.0,0.97,articulation_only,0.15,turn_articulation,0.15,none,0.0,999.0,1e-06,3.0,1.2,raw,0.05,0.0,8.75252910350239,0.0,11,2,2,2,2,0,0.0,0.0,0.0,0.0,0.0,0,3.108624468950438e-16,1.9984014443252818e-16,3.108624468950438e-16,1.9984014443252818e-16,1.618572751340554e-15,1.195752858752444e-15,0.7374241268949282,8.752529103502386,0.0,0,True,-8.75252910350239,-8.75252910350239,0.0,0.0,fb_000_to_001,4.0,4.0,2.0,2.0,4.0,4.0,2.0,2.0,,,0.0,,,0.0,,,0.0,7.8999999999999995,raw_residual12,turn_articulation,2,hybrid_threshold,2,1.9984014443252818e-16,1.195752858752444e-15
corridor,0.0,0.97,articulation_only,0.15,bottleneck,0.15,none,0.0,999.0,1e-06,3.0,1.2,raw,0.05,0.0,8.75252910350239,0.0,11,2,2,2,2,0,0.0,0.0,0.0,0.0,0.0,0,3.108624468950438e-16,1.9984014443252818e-16,3.108624468950438e-16,1.9984014443252818e-16,1.618572751340554e-15,1.195752858752444e-15,0.7374241268949282,8.752529103502386,0.0,0,True,-8.75252910350239,-8.75252910350239,0.0,0.0,fb_000_to_001,4.0,4.0,2.0,2.0,4.0,4.0,2.0,2.0,,,0.0,,,0.0,,,0.0,7.8999999999999995,raw_residual12,bottleneck,2,hybrid_threshold,2,1.9984014443252818e-16,1.195752858752444e-15
corridor,0.0,0.97,articulation_only,0.15,combined,0.15,none,0.0,999.0,1e-06,3.0,1.2,raw,0.05,0.0,8.75252910350239,0.0,11,2,2,2,2,0,0.0,0.0,0.0,0.0,0.0,0,1.900486261897704,1.1250505820700476,1.900486261897704,1.1250505820700476,9.320940184513152,6.181723465518573,0.7374241268949282,8.752529103502386,1.0,0,True,-8.75252910350239,-8.75252910350239,0.0,0.0,fb_000_to_001,4.0,4.0,2.0,2.0,4.0,4.0,2.0,2.0,,,0.0,,,0.0,,,0.0,9.800486261897703,raw_residual12,combined,3,hybrid_threshold,2,1.9984014443252818e-16,1.195752858752444e-15
corridor,0.05,0.97,articulation_only,0.15,junction,0.15,none,0.0,999.0,1e-06,3.0,1.2,raw,0.05,0.0,9.255363868876513,0.0,11,2,2,2,2,0,0.0,0.0,0.0,0.0,0.0,0,0.2803423679048015,0.14017118395240077,0.2803423679048015,0.14017118395240077,1.3441151091777876,0.6720575545888939,0.7401505935765067,8.661646880783103,0.0,0,True,-9.255363868888725,-9.255363868876513,1.2212453270876722e-11,1.2212453270876722e-11,fb_000_to_001,3.933333333333333,4.0,1.9666666666666666,2.0,3.933333333333333,4.0,1.9666666666666666,2.0,,,0.0,,,0.0,,,0.0,8.167009034571468,raw_residual12,junction,2,hybrid_threshold,2,0.14017118395240077,0.6720575545888939
corridor,0.05,0.97,articulation_only,0.15,decision,0.15,none,0.0,999.0,1e-06,3.0,1.2,raw,0.05,0.0,9.255363868876513,0.0,11,2,2,2,2,0,0.0,0.0,0.0,0.0,0.0,0,0.2803423679048015,0.14017118395240077,0.2803423679048015,0.14017118395240077,1.3441151091777876,0.6720575545888939,0.7401505935765067,8.661646880783103,0.0,0,True,-9.255363868888725,-9.255363868876513,1.2212453270876722e-11,1.2212453270876722e-11,fb_000_to_001,3.933333333333333,4.0,1.9666666666666666,2.0,3.933333333333333,4.0,1.9666666666666666,2.0,,,0.0,,,0.0,,,0.0,8.167009034571468,raw_residual12,decision,2,hybrid_threshold,2,0.14017118395240077,0.6720575545888939
corridor,0.05,0.97,articulation_only,0.15,turn_articulation,0.15,none,0.0,999.0,1e-06,3.0,1.2,raw,0.05,0.0,9.255363868876513,0.0,11,2,2,2,2,0,0.0,0.0,0.0,0.0,0.0,0,0.2803423679048015,0.14017118395240077,0.2803423679048015,0.14017118395240077,1.3441151091777876,0.6720575545888939,0.7401505935765067,8.661646880783103,0.0,0,True,-9.255363868888725,-9.255363868876513,1.2212453270876722e-11,1.2212453270876722e-11,fb_000_to_001,3.933333333333333,4.0,1.9666666666666666,2.0,3.933333333333333,4.0,1.9666666666666666,2.0,,,0.0,,,0.0,,,0.0,8.167009034571468,raw_residual12,turn_articulation,2,hybrid_threshold,2,0.14017118395240077,0.6720575545888939
corridor,0.05,0.97,articulation_only,0.15,bottleneck,0.15,none,0.0,999.0,1e-06,3.0,1.2,raw,0.05,0.0,9.255363868876513,0.0,11,2,2,2,2,0,0.0,0.0,0.0,0.0,0.0,0,0.2803423679048015,0.14017118395240077,0.2803423679048015,0.14017118395240077,1.3441151091777876,0.6720575545888939,0.7401505935765067,8.661646880783103,0.0,0,True,-9.255363868888725,-9.255363868876513,1.2212453270876722e-11,1.2212453270876722e-11,fb_000_to_001,3.933333333333333,4.0,1.9666666666666666,2.0,3.933333333333333,4.0,1.9666666666666666,2.0,,,0.0,,,0.0,,,0.0,8.167009034571468,raw_residual12,bottleneck,2,hybrid_threshold,2,0.14017118395240077,0.6720575545888939
corridor,0.05,0.97,articulation_only,0.15,combined,0.15,none,0.0,999.0,1e-06,3.0,1.2,raw,0.05,0.0,9.255363868876513,0.0,11,2,2,2,2,0,0.0,0.0,0.0,0.0,0.0,0,1.8710197938530144,1.1206843301537597,1.8710197938530144,1.1206843301537597,8.945983797173941,6.012903508138936,0.7401505935765067,8.661646880783103,0.9999999999999999,0,True,-9.255363868888725,-9.255363868876513,1.2212453270876722e-11,1.2212453270876722e-11,fb_000_to_001,3.933333333333333,4.0,1.9666666666666666,2.0,3.933333333333333,4.0,1.9666666666666666,2.0,,,0.0,,,0.0,,,0.0,9.75768646051968,raw_residual12,combined,3,hybrid_threshold,2,0.14017118395240077,0.6720575545888939
open_room,0.0,0.97,articulation_only,0.15,junction,0.15,none,0.0,999.0,1e-06,3.0,1.2,raw,0.05,0.0,8.75252910350239,0.0,35,2,2,2,2,0,0.0,0.0,0.0,0.0,0.0,0,2.250101164140095,1.1250505820700476,2.250101164140095,1.1250505820700476,12.363446931037146,6.181723465518573,0.7374241268949282,8.752529103502386,1.0,0,True,-8.75252910350239,-8.75252910350239,0.0,0.0,fb_000_to_001,30.0,5.0,15.0,2.5,30.0,5.0,15.0,2.5,,,0.0,,,0.0,,,0.0,15.850101164140096,raw_residual12,junction,33,hybrid_threshold,2,0.9838719320700477,4.953123104563857
open_room,0.0,0.97,articulation_only,0.15,decision,0.15,none,0.0,999.0,1e-06,3.0,1.2,raw,0.05,0.0,8.75252910350239,0.0,35,2,2,2,2,0,0.0,0.0,0.0,0.0,0.0,0,2.250101164140095,1.1250505820700476,2.250101164140095,1.1250505820700476,12.363446931037146,6.181723465518573,0.7374241268949282,8.752529103502386,1.0,0,True,-8.75252910350239,-8.75252910350239,0.0,0.0,fb_000_to_001,30.0,5.0,15.0,2.5,30.0,5.0,15.0,2.5,,,0.0,,,0.0,,,0.0,15.850101164140096,raw_residual12,decision,35,hybrid_threshold,2,0.9838719320700477,4.953123104563857
open_room,0.0,0.97,articulation_only,0.15,turn_articulation,0.15,none,0.0,999.0,1e-06,3.0,1.2,raw,0.05,0.0,8.75252910350239,0.0,35,2,2,2,2,0,0.0,0.0,0.0,0.0,0.0,0,1.9677438641400955,0.9838719320700477,1.9677438641400955,0.9838719320700477,9.906246209127714,4.953123104563857,0.7374241268949282,8.752529103502386,1.0,0,True,-8.75252910350239,-8.75252910350239,0.0,0.0,fb_000_to_001,30.0,5.0,15.0,2.5,30.0,5.0,15.0,2.5,,,0.0,,,0.0,,,0.0,15.567743864140095,raw_residual12,turn_articulation,4,hybrid_threshold,2,0.9838719320700477,4.953123104563857
open_room,0.0,0.97,articulation_only,0.15,bottleneck,0.15,none,0.0,999.0,1e-06,3.0,1.2,raw,0.05,0.0,8.75252910350239,0.0,35,2,2,2,2,0,0.0,0.0,0.0,0.0,0.0,0,1.7516925803236454,0.8966705902850477,1.7516925803236454,0.8966705902850477,8.026070380263928,4.194257652933695,0.7374241268949282,8.752529103502386,1.0,0,True,-8.75252910350239,-8.75252910350239,0.0,0.0,fb_000_to_001,30.0,5.0,15.0,2.5,30.0,5.0,15.0,2.5,,,0.0,,,0.0,,,0.0,15.351692580323645,raw_residual12,bottleneck,7,hybrid_threshold,2,0.9838719320700477,4.953123104563857
open_room,0.0,0.97,articulation_only,0.15,combined,0.15,none,0.0,999.0,1e-06,3.0,1.2,raw,0.05,0.0,8.75252910350239,0.0,35,2,2,2,2,0,0.0,0.0,0.0,0.0,0.0,0,1.9396734298695888,1.1250505820700476,1.9396734298695888,1.1250505820700476,9.66196461501345,6.181723465518573,0.7374241268949282,8.752529103502386,1.0,0,True,-8.75252910350239,-8.75252910350239,0.0,0.0,fb_000_to_001,30.0,5.0,15.0,2.5,30.0,5.0,15.0,2.5,,,0.0,,,0.0,,,0.0,15.539673429869588,raw_residual12,combined,6,hybrid_threshold,2,0.9838719320700477,4.953123104563857
open_room,0.05,0.97,articulation_only,0.15,junction,0.15,none,0.0,999.0,1e-06,3.0,1.2,raw,0.05,0.0,9.19001272578314,0.0,35,2,2,2,2,0,0.0,0.0,0.0,0.0,0.0,0,2.2496152855086944,1.1248076427543474,2.2496152855086944,1.1248076427543474,11.95989370501433,5.9799468525071715,0.7352825076218381,8.823916412605403,1.0,0,True,-9.268811904277364,-9.19001272578314,0.07879917849422391,0.07879917849422391,fb_000_to_001,28.4,5.0,14.2,2.5,28.4,5.0,14.2,2.5,,,0.0,,,0.0,,,0.0,15.529615285508694,raw_residual12,junction,33,hybrid_threshold,2,0.9134444674604748,4.448624589712409
open_room,0.05,0.97,articulation_only,0.15,decision,0.15,none,0.0,999.0,1e-06,3.0,1.2,raw,0.05,0.0,9.19001272578314,0.0,35,2,2,2,2,0,0.0,0.0,0.0,0.0,0.0,0,2.2496152855086944,1.1248076427543474,2.2496152855086944,1.1248076427543474,11.95989370501433,5.9799468525071715,0.7352825076218381,8.823916412605403,1.0,0,True,-9.268811904277364,-9.19001272578314,0.07879917849422391,0.07879917849422391,fb_000_to_001,28.4,5.0,14.2,2.5,28.4,5.0,14.2,2.5,,,0.0,,,0.0,,,0.0,15.529615285508694,raw_residual12,decision,35,hybrid_threshold,2,0.9134444674604748,4.448624589712409
open_room,0.05,0.97,articulation_only,0.15,turn_articulation,0.15,none,0.0,999.0,1e-06,3.0,1.2,raw,0.05,0.0,9.19001272578314,0.0,35,2,2,2,2,0,0.0,0.0,0.0,0.0,0.0,0,1.8268889349209492,0.9134444674604748,1.8268889349209492,0.9134444674604748,8.89724917942481,4.448624589712409,0.7352825076218381,8.823916412605403,0.9358364618880669,0,True,-9.268811904277364,-9.19001272578314,0.07879917849422391,0.07879917849422391,fb_000_to_001,28.4,5.0,14.2,2.5,28.4,5.0,14.2,2.5,,,0.0,,,0.0,,,0.0,15.10688893492095,raw_residual12,turn_articulation,4,hybrid_threshold,2,0.9134444674604748,4.448624589712409
open_room,0.05,0.97,articulation_only,0.15,bottleneck,0.15,none,0.0,999.0,1e-06,3.0,1.2,raw,0.05,0.0,9.19001272578314,0.0,35,2,2,2,2,0,0.0,0.0,0.0,0.0,0.0,0,1.7224808367208326,0.8836178226924156,1.7224808367208326,0.8836178226924156,7.626256202256654,3.9970953989599187,0.7352825076218381,8.823916412605403,0.9999999485709204,0,True,-9.268811904277364,-9.19001272578314,0.07879917849422391,0.07879917849422391,fb_000_to_001,28.4,5.0,14.2,2.5,28.4,5.0,14.2,2.5,,,0.0,,,0.0,,,0.0,15.002480836720832,raw_residual12,bottleneck,7,hybrid_threshold,2,0.9134444674604748,4.448624589712409
open_room,0.05,0.97,articulation_only,0.15,combined,0.15,none,0.0,999.0,1e-06,3.0,1.2,raw,0.05,0.0,9.19001272578314,0.0,35,2,2,2,2,0,0.0,0.0,0.0,0.0,0.0,0,0.9682616620075785,0.883556695235472,0.9682616620075785,0.883556695235472,4.382759394181162,3.996592703986939,0.7352825076218381,8.823916412605403,0.9999999978537985,0,True,-9.268811904277364,-9.19001272578314,0.07879917849422391,0.07879917849422391,fb_000_to_001,28.4,5.0,14.2,2.5,28.4,5.0,14.2,2.5,,,0.0,,,0.0,,,0.0,14.248261662007577,raw_residual12,combined,6,hybrid_threshold,2,0.9134444674604748,4.448624589712409
four_rooms,0.0,0.97,articulation_only,0.15,junction,0.15,none,0.0,999.0,1e-06,3.0,1.2,raw,0.05,0.0,11.57212408464641,0.0,51,4,4,12,12,0,0.0,0.0,0.0,0.0,0.0,0,8.490815973712001,1.061351996714,8.490815973712001,1.061351996714,58.80111918281063,7.350139897851329,0.9409,5.567599835699998,1.0,0,True,-11.572124084646411,-11.57212408464641,1.7763568394002505e-15,1.7763568394002505e-15,fb_000_to_001,450.0,69.0,37.5,5.75,150.0,23.0,37.5,5.75,,,0.0,,,0.0,,,0.0,69.590815973712,raw_residual12,junction,44,hybrid_threshold,4,1.012851996714,6.8482951487782024
four_rooms,0.0,0.97,articulation_only,0.15,decision,0.15,none,0.0,999.0,1e-06,3.0,1.2,raw,0.05,0.0,11.57212408464641,0.0,51,4,4,12,12,0,0.0,0.0,0.0,0.0,0.0,0,8.490815973712001,1.061351996714,8.490815973712001,1.061351996714,58.80111918281063,7.350139897851329,0.9409,5.567599835699998,1.0,0,True,-11.572124084646411,-11.57212408464641,1.7763568394002505e-15,1.7763568394002505e-15,fb_000_to_001,450.0,69.0,37.5,5.75,150.0,23.0,37.5,5.75,,,0.0,,,0.0,,,0.0,69.590815973712,raw_residual12,decision,50,hybrid_threshold,4,1.012851996714,6.8482951487782024
four_rooms,0.0,0.97,articulation_only,0.15,turn_articulation,0.15,none,0.0,999.0,1e-06,3.0,1.2,raw,0.05,0.0,11.57212408464641,0.0,51,4,4,12,12,0,0.0,0.0,0.0,0.0,0.0,0,2.025703993428,1.012851996714,2.025703993428,1.012851996714,13.696590297556405,6.8482951487782024,0.9409,5.567599835699998,1.0,0,True,-11.572124084646411,-11.57212408464641,1.7763568394002505e-15,1.7763568394002505e-15,fb_000_to_001,450.0,69.0,37.5,5.75,150.0,23.0,37.5,5.75,,,0.0,,,0.0,,,0.0,63.125703993428004,raw_residual12,turn_articulation,10,hybrid_threshold,4,1.012851996714,6.8482951487782024
four_rooms,0.0,0.97,articulation_only,0.15,bottleneck,0.15,none,0.0,999.0,1e-06,3.0,1.2,raw,0.05,0.0,11.57212408464641,0.0,51,4,4,12,12,0,0.0,0.0,0.0,0.0,0.0,0,2.122703993428,1.061351996714,2.122703993428,1.061351996714,14.700279795702658,7.350139897851329,0.9409,5.567599835699998,1.0,0,True,-11.572124084646411,-11.57212408464641,1.7763568394002505e-15,1.7763568394002505e-15,fb_000_to_001,450.0,69.0,37.5,5.75,150.0,23.0,37.5,5.75,,,0.0,,,0.0,,,0.0,63.222703993428,raw_residual12,bottleneck,10,hybrid_threshold,4,1.012851996714,6.8482951487782024
four_rooms,0.0,0.97,articulation_only,0.15,combined,0.15,none,0.0,999.0,1e-06,3.0,1.2,raw,0.05,0.0,11.57212408464641,0.0,51,4,4,12,12,0,0.0,0.0,0.0,0.0,0.0,0,4.104229336855999,1.061351996714,4.104229336855999,1.061351996714,27.93973971132835,7.350139897851329,0.9409,5.567599835699998,1.0,0,True,-11.572124084646411,-11.57212408464641,1.7763568394002505e-15,1.7763568394002505e-15,fb_000_to_001,450.0,69.0,37.5,5.75,150.0,23.0,37.5,5.75,,,0.0,,,0.0,,,0.0,65.204229336856,raw_residual12,combined,9,hybrid_threshold,4,1.012851996714,6.8482951487782024
four_rooms,0.05,0.97,articulation_only,0.15,junction,0.15,none,0.0,999.0,1e-06,3.0,1.2,raw,0.05,0.0,12.185911752175528,0.0,51,4,4,12,12,0,0.0,0.0,0.0,0.0,0.0,0,8.80447285271732,1.0621462814682112,8.80447285271732,1.0621462814682112,61.98355686254788,7.114853356335699,0.9398419499216982,5.690848348298611,1.0,0,True,-12.301146070245332,-12.185911752175528,0.11523431806980433,0.11523431806980433,fb_000_to_001,423.6000000000001,69.0,35.300000000000004,5.75,141.20000000000002,23.0,35.300000000000004,5.75,,,0.0,,,0.0,,,0.0,68.14447285271733,raw_residual12,junction,44,hybrid_threshold,4,0.9751879128316419,6.385209921822712
four_rooms,0.05,0.97,articulation_only,0.15,decision,0.15,none,0.0,999.0,1e-06,3.0,1.2,raw,0.05,0.0,12.185911752175528,0.0,51,4,4,12,12,0,0.0,0.0,0.0,0.0,0.0,0,8.80447285271732,1.0621462814682112,8.80447285271732,1.0621462814682112,61.98355686254788,7.114853356335699,0.9398419499216982,5.690848348298611,1.0,0,True,-12.301146070245332,-12.185911752175528,0.11523431806980433,0.11523431806980433,fb_000_to_001,423.6000000000001,69.0,35.300000000000004,5.75,141.20000000000002,23.0,35.300000000000004,5.75,,,0.0,,,0.0,,,0.0,68.14447285271733,raw_residual12,decision,50,hybrid_threshold,4,0.9751879128316419,6.385209921822712
four_rooms,0.05,0.97,articulation_only,0.15,turn_articulation,0.15,none,0.0,999.0,1e-06,3.0,1.2,raw,0.05,0.0,12.185911752175528,0.0,51,4,4,12,12,0,0.0,0.0,0.0,0.0,0.0,0,3.065715239734387,0.9751879128316419,3.065715239734387,0.9751879128316419,25.358376348569763,6.385209921822712,0.9398419499216982,5.690848348298611,0.9664271847097837,0,True,-12.301146070245332,-12.185911752175528,0.11523431806980433,0.11523431806980433,fb_000_to_001,423.6000000000001,69.0,35.300000000000004,5.75,141.20000000000002,23.0,35.300000000000004,5.75,,,0.0,,,0.0,,,0.0,62.40571523973439,raw_residual12,turn_articulation,10,hybrid_threshold,4,0.9751879128316419,6.385209921822712
four_rooms,0.05,0.97,articulation_only,0.15,bottleneck,0.15,none,0.0,999.0,1e-06,3.0,1.2,raw,0.05,0.0,12.185911752175528,0.0,51,4,4,12,12,0,0.0,0.0,0.0,0.0,0.0,0,3.061048773558049,1.043998193237777,3.061048773558049,1.043998193237777,24.027066338017253,6.996824989081135,0.9398419499216982,5.690848348298611,0.9833430938188029,0,True,-12.301146070245332,-12.185911752175528,0.11523431806980433,0.11523431806980433,fb_000_to_001,423.6000000000001,69.0,35.300000000000004,5.75,141.20000000000002,23.0,35.300000000000004,5.75,,,0.0,,,0.0,,,0.0,62.40104877355805,raw_residual12,bottleneck,10,hybrid_threshold,4,0.9751879128316419,6.385209921822712
four_rooms,0.05,0.97,articulation_only,0.15,combined,0.15,none,0.0,999.0,1e-06,3.0,1.2,raw,0.05,0.0,12.185911752175528,0.0,51,4,4,12,12,0,0.0,0.0,0.0,0.0,0.0,0,5.057216524919883,1.0621462814682112,5.057216524919883,1.0621462814682112,38.73349319585289,7.096029541818897,0.9398419499216982,5.690848348298611,1.0,0,True,-12.301146070245332,-12.185911752175528,0.11523431806980433,0.11523431806980433,fb_000_to_001,423.6000000000001,69.0,35.300000000000004,5.75,141.20000000000002,23.0,35.300000000000004,5.75,,,0.0,,,0.0,,,0.0,64.39721652491988,raw_residual12,combined,9,hybrid_threshold,4,0.9751879128316419,6.385209921822712
maze,0.0,0.97,articulation_only,0.15,junction,0.15,none,0.0,999.0,1e-06,3.0,1.2,raw,0.05,0.0,22.199077937496824,0.0,81,14,14,182,182,0,0.0,0.0,0.0,0.0,0.0,0,13.839788221407979,1.2056371047155015,13.839788221407979,1.2056371047155015,28.866575207678665,2.499034879731528,0.9409,18.23448453010863,1.0,6,True,-22.199077937496824,-22.199077937496824,0.0,7.105427357601002e-15,fb_000_to_002,12194.0,5915.0,67.0,32.5,938.0,455.0,67.0,32.5,,,0.0,52,"(5, 13)",7.233822628293009,,,0.0,647.039788221408,raw_residual12,junction,16,hybrid_threshold,14,1.1735110406021723,2.316008330171926
maze,0.0,0.97,articulation_only,0.15,decision,0.15,none,0.0,999.0,1e-06,3.0,1.2,raw,0.05,0.0,22.199077937496824,0.0,81,14,14,182,182,0,0.0,0.0,0.0,0.0,0.0,0,26.759642217323247,1.2056371047155015,26.759642217323247,1.2056371047155015,51.35367170226532,2.499034879731528,0.9409,18.23448453010863,1.0,6,True,-22.199077937496824,-22.199077937496824,0.0,7.105427357601002e-15,fb_000_to_002,12194.0,5915.0,67.0,32.5,938.0,455.0,67.0,32.5,,,0.0,52,"(5, 13)",7.233822628293009,,,0.0,659.9596422173233,raw_residual12,decision,32,hybrid_threshold,14,1.1735110406021723,2.316008330171926
maze,0.0,0.97,articulation_only,0.15,turn_articulation,0.15,none,0.0,999.0,1e-06,3.0,1.2,raw,0.05,0.0,22.199077937496824,0.0,81,14,14,182,182,0,0.0,0.0,0.0,0.0,0.0,0,26.203570317323255,1.1735110406021723,26.203570317323255,1.1735110406021723,50.25551240490771,2.316008330171926,0.9409,18.23448453010863,1.0,0,True,-22.199077937496824,-22.199077937496824,0.0,7.105427357601002e-15,fb_000_to_002,12194.0,5915.0,67.0,32.5,938.0,455.0,67.0,32.5,,,0.0,,,0.0,,,0.0,659.4035703173233,raw_residual12,turn_articulation,30,hybrid_threshold,14,1.1735110406021723,2.316008330171926
maze,0.0,0.97,articulation_only,0.15,bottleneck,0.15,none,0.0,999.0,1e-06,3.0,1.2,raw,0.05,0.0,22.199077937496824,0.0,81,14,14,182,182,0,0.0,0.0,0.0,0.0,0.0,0,15.024531811301522,1.2056371047155015,15.024531811301522,1.2056371047155015,31.20626758959265,2.499034879731528,0.9409,18.23448453010863,1.0,6,True,-22.199077937496824,-22.199077937496824,0.0,7.105427357601002e-15,fb_000_to_002,12194.0,5915.0,67.0,32.5,938.0,455.0,67.0,32.5,,,0.0,52,"(5, 13)",7.233822628293009,,,0.0,648.2245318113015,raw_residual12,bottleneck,18,hybrid_threshold,14,1.1735110406021723,2.316008330171926
maze,0.0,0.97,articulation_only,0.15,combined,0.15,none,0.0,999.0,1e-06,3.0,1.2,raw,0.05,0.0,22.199077937496824,0.0,81,14,14,182,182,0,0.0,0.0,0.0,0.0,0.0,0,66.7717289800001,1.02647146,66.7717289800001,1.02647146,1014.3775265915473,16.65982247983261,0.9409,18.23448453010863,1.0,0,True,-22.199077937496824,-22.199077937496824,0.0,7.105427357601002e-15,fb_000_to_002,12194.0,5915.0,67.0,32.5,938.0,455.0,67.0,32.5,,,0.0,,,0.0,,,0.0,699.9717289800002,raw_residual12,combined,21,hybrid_threshold,14,1.1735110406021723,2.316008330171926
maze,0.05,0.97,articulation_only,0.15,junction,0.15,none,0.0,999.0,1e-06,3.0,1.2,raw,0.05,0.0,23.006540118833655,0.0,81,14,14,182,182,0,0.0,0.0,0.0,0.0,0.0,0,31.899014157801858,0.9741145367066917,31.899014157801858,0.9741145367066917,347.71285297226245,2.175587555436912,0.9409300723389595,17.83251028117775,0.999692212988611,0,True,-23.006540118862674,-23.006540118833655,2.901856532844249e-11,2.901856532844249e-11,fb_000_to_013,11441.733333333337,5928.0,62.86666666666669,32.57142857142857,880.1333333333332,456.0,62.86666666666666,32.57142857142857,,,0.0,,,0.0,,,0.0,654.0256808244685,raw_residual12,junction,16,hybrid_threshold,14,1.1935451157837875,2.475087754030559
maze,0.05,0.97,articulation_only,0.15,decision,0.15,none,0.0,999.0,1e-06,3.0,1.2,raw,0.05,0.0,23.006540118833655,0.0,81,14,14,182,182,0,0.0,0.0,0.0,0.0,0.0,0,47.313227019345774,1.1935451157837875,47.313227019345774,1.1935451157837875,378.74196428759876,2.475087754030559,0.9409300723389595,17.83251028117775,0.9996923076923075,0,True,-23.006540118862674,-23.006540118833655,2.901856532844249e-11,2.901856532844249e-11,fb_000_to_013,11441.733333333337,5928.0,62.86666666666669,32.57142857142857,880.1333333333332,456.0,62.86666666666666,32.57142857142857,,,0.0,,,0.0,,,0.0,669.4398936860124,raw_residual12,decision,32,hybrid_threshold,14,1.1935451157837875,2.475087754030559
maze,0.05,0.97,articulation_only,0.15,turn_articulation,0.15,none,0.0,999.0,1e-06,3.0,1.2,raw,0.05,0.0,23.006540118833655,0.0,81,14,14,182,182,0,0.0,0.0,0.0,0.0,0.0,0,47.313227019345774,1.1935451157837875,47.313227019345774,1.1935451157837875,378.74196428759876,2.475087754030559,0.9409300723389595,17.83251028117775,0.9996923076923075,0,True,-23.006540118862674,-23.006540118833655,2.901856532844249e-11,2.901856532844249e-11,fb_000_to_013,11441.733333333337,5928.0,62.86666666666669,32.57142857142857,880.1333333333332,456.0,62.86666666666666,32.57142857142857,,,0.0,,,0.0,,,0.0,669.4398936860124,raw_residual12,turn_articulation,30,hybrid_threshold,14,1.1935451157837875,2.475087754030559
maze,0.05,0.97,articulation_only,0.15,bottleneck,0.15,none,0.0,999.0,1e-06,3.0,1.2,raw,0.05,0.0,23.006540118833655,0.0,81,14,14,182,182,0,0.0,0.0,0.0,0.0,0.0,0,33.68928107990518,1.152832883467299,33.68928107990518,1.152832883467299,350.6567240626106,2.175587555436912,0.9409300723389595,17.83251028117775,0.9996922130177601,0,True,-23.006540118862674,-23.006540118833655,2.901856532844249e-11,2.901856532844249e-11,fb_000_to_013,11441.733333333337,5928.0,62.86666666666669,32.57142857142857,880.1333333333332,456.0,62.86666666666666,32.57142857142857,,,0.0,,,0.0,,,0.0,655.8159477465719,raw_residual12,bottleneck,20,hybrid_threshold,14,1.1935451157837875,2.475087754030559
maze,0.05,0.97,articulation_only,0.15,combined,0.15,none,0.0,999.0,1e-06,3.0,1.2,raw,0.05,0.0,23.006540118833655,0.0,81,14,14,182,182,0,0.0,0.0,0.0,0.0,0.0,0,55.82205495124938,1.3049795201257937,55.82205495124938,1.3049795201257937,723.2229871226845,16.617526170326776,0.9409300723389595,17.83251028117775,1.0,5,True,-23.006540118862674,-23.006540118833655,2.901856532844249e-11,2.901856532844249e-11,fb_000_to_013,11441.733333333337,5928.0,62.86666666666669,32.57142857142857,880.1333333333332,456.0,62.86666666666666,32.57142857142857,,,0.0,79,"(7, 18)",6.412399366135365,,,0.0,677.948721617916,raw_residual12,combined,24,hybrid_threshold,14,1.1935451157837875,2.475087754030559
