map,slip,budget_frac,subset_size,candidate_subset,n_boundary,boundary,objective_tuple,total_violation,max_violation,all_groups_feasible,test_bits_mean,test_bits_cvar,group_risks,group_violations,map_family,map_size,n_states,n_basis,n_start_boundary,candidate_pool,is_oracle_best
four_rooms_7,0.0,0.25,2,"[26, 37]",4,"[0, 26, 37, 39]","[427.4946840580302, 213.7473420290151, 4, 233.17891857710737]",427.4946840580302,213.7473420290151,False,155.45261238473825,233.17891857710737,"{""stochastic"": 0.0, ""topology"": 233.17891857710737, ""value"": 233.17891857710737}","{""stochastic"": 0.0, ""topology"": 213.7473420290151, ""value"": 213.7473420290151}",four_rooms,7,40,19,2,"[2, 3, 5, 9, 13, 15, 16, 18, 19, 20, 21, 23, 24, 26, 34, 36, 37]",False
four_rooms_7,0.0,0.25,2,"[34, 36]",4,"[0, 34, 36, 39]","[194.31576548091994, 136.02103583664598, 4, 77.72630619236624]",194.31576548091994,136.02103583664598,False,51.817537461577494,77.72630619236624,"{""stochastic"": 0.0, ""topology"": 155.45261238473825, ""value"": 77.72630619236624}","{""stochastic"": 0.0, ""topology"": 136.02103583664598, ""value"": 58.29472964427396}",four_rooms,7,40,19,2,"[2, 3, 5, 9, 13, 15, 16, 18, 19, 20, 21, 23, 24, 26, 34, 36, 37]",False
four_rooms_7,0.0,0.25,2,"[34, 37]",4,"[0, 34, 37, 39]","[272.04207167329196, 136.02103583664598, 4, 155.45261238473825]",272.04207167329196,136.02103583664598,False,103.63507492315883,155.45261238473825,"{""stochastic"": 0.0, ""topology"": 155.45261238473825, ""value"": 155.45261238473825}","{""stochastic"": 0.0, ""topology"": 136.02103583664598, ""value"": 136.02103583664598}",four_rooms,7,40,19,2,"[2, 3, 5, 9, 13, 15, 16, 18, 19, 20, 21, 23, 24, 26, 34, 36, 37]",False
four_rooms_7,0.0,0.25,2,"[36, 37]",4,"[0, 36, 37, 39]","[427.4946840580302, 213.7473420290151, 4, 233.17891857710737]",427.4946840580302,213.7473420290151,False,155.45261238473825,233.17891857710737,"{""stochastic"": 0.0, ""topology"": 233.17891857710737, ""value"": 233.17891857710737}","{""stochastic"": 0.0, ""topology"": 213.7473420290151, ""value"": 213.7473420290151}",four_rooms,7,40,19,2,"[2, 3, 5, 9, 13, 15, 16, 18, 19, 20, 21, 23, 24, 26, 34, 36, 37]",False
four_rooms_7,0.0,0.5,0,[],2,"[0, 39]","[77.72630619236912, 38.86315309618456, 2, 77.72630619236912]",77.72630619236912,38.86315309618456,False,51.81753746157941,77.72630619236912,"{""stochastic"": 0.0, ""topology"": 77.72630619236912, ""value"": 77.72630619236912}","{""stochastic"": 0.0, ""topology"": 38.86315309618456, ""value"": 38.86315309618456}",four_rooms,7,40,19,2,"[2, 3, 5, 9, 13, 15, 16, 18, 19, 20, 21, 23, 24, 26, 34, 36, 37]",False
four_rooms_7,0.0,0.5,1,[2],3,"[0, 2, 39]","[0.0, 0.0, 3, 0.0]",0.0,0.0,True,0.0,0.0,"{""stochastic"": 0.0, ""topology"": 9.715788274046137, ""value"": 0.0}","{""stochastic"": 0.0, ""topology"": 0.0, ""value"": 0.0}",four_rooms,7,40,19,2,"[2, 3, 5, 9, 13, 15, 16, 18, 19, 20, 21, 23, 24, 26, 34, 36, 37]",True
four_rooms_7,0.0,0.5,1,[3],3,"[0, 3, 39]","[310.9052247694736, 194.3157654809228, 3, 155.45261238473535]",310.9052247694736,194.3157654809228,False,103.63507492315689,155.45261238473535,"{""stochastic"": 0.0, ""topology"": 233.17891857710737, ""value"": 155.45261238473535}","{""stochastic"": 0.0, ""topology"": 194.3157654809228, ""value"": 116.58945928855078}",four_rooms,7,40,19,2,"[2, 3, 5, 9, 13, 15, 16, 18, 19, 20, 21, 23, 24, 26, 34, 36, 37]",False
four_rooms_7,0.0,0.5,1,[5],3,"[0, 5, 39]","[310.9052247694736, 194.3157654809228, 3, 155.45261238473535]",310.9052247694736,194.3157654809228,False,103.63507492315689,155.45261238473535,"{""stochastic"": 0.0, ""topology"": 233.17891857710737, ""value"": 155.45261238473535}","{""stochastic"": 0.0, ""topology"": 194.3157654809228, ""value"": 116.58945928855078}",four_rooms,7,40,19,2,"[2, 3, 5, 9, 13, 15, 16, 18, 19, 20, 21, 23, 24, 26, 34, 36, 37]",False
four_rooms_7,0.0,0.5,1,[9],3,"[0, 9, 39]","[0.0, 0.0, 3, 0.0]",0.0,0.0,True,0.0,0.0,"{""stochastic"": 0.0, ""topology"": 38.86315309618456, ""value"": 0.0}","{""stochastic"": 0.0, ""topology"": 0.0, ""value"": 0.0}",four_rooms,7,40,19,2,"[2, 3, 5, 9, 13, 15, 16, 18, 19, 20, 21, 23, 24, 26, 34, 36, 37]",False
four_rooms_7,0.0,0.5,1,[13],3,"[0, 13, 39]","[0.0, 0.0, 3, 0.0]",0.0,0.0,True,0.0,0.0,"{""stochastic"": 0.0, ""topology"": 9.715788274046137, ""value"": 0.0}","{""stochastic"": 0.0, ""topology"": 0.0, ""value"": 0.0}",four_rooms,7,40,19,2,"[2, 3, 5, 9, 13, 15, 16, 18, 19, 20, 21, 23, 24, 26, 34, 36, 37]",False
four_rooms_7,0.0,0.5,1,[15],3,"[0, 15, 39]","[310.9052247694736, 194.3157654809228, 3, 155.45261238473535]",310.9052247694736,194.3157654809228,False,103.63507492315689,155.45261238473535,"{""stochastic"": 0.0, ""topology"": 233.17891857710737, ""value"": 155.45261238473535}","{""stochastic"": 0.0, ""topology"": 194.3157654809228, ""value"": 116.58945928855078}",four_rooms,7,40,19,2,"[2, 3, 5, 9, 13, 15, 16, 18, 19, 20, 21, 23, 24, 26, 34, 36, 37]",False
four_rooms_7,0.0,0.5,1,[16],3,"[0, 16, 39]","[310.9052247694736, 194.3157654809228, 3, 155.45261238473535]",310.9052247694736,194.3157654809228,False,103.63507492315689,155.45261238473535,"{""stochastic"": 0.0, ""topology"": 233.17891857710737, ""value"": 155.45261238473535}","{""stochastic"": 0.0, ""topology"": 194.3157654809228, ""value"": 116.58945928855078}",four_rooms,7,40,19,2,"[2, 3, 5, 9, 13, 15, 16, 18, 19, 20, 21, 23, 24, 26, 34, 36, 37]",False
four_rooms_7,0.0,0.5,1,[18],3,"[0, 18, 39]","[349.7683778656596, 194.3157654809228, 3, 194.31576548092136]",349.7683778656596,194.3157654809228,False,129.54384365394756,194.31576548092136,"{""stochastic"": 0.0, ""topology"": 233.17891857710737, ""value"": 194.31576548092136}","{""stochastic"": 0.0, ""topology"": 194.3157654809228, ""value"": 155.4526123847368}",four_rooms,7,40,19,2,"[2, 3, 5, 9, 13, 15, 16, 18, 19, 20, 21, 23, 24, 26, 34, 36, 37]",False
four_rooms_7,0.0,0.5,1,[19],3,"[0, 19, 39]","[0.0, 0.0, 3, 0.0]",0.0,0.0,True,0.0,0.0,"{""stochastic"": 0.0, ""topology"": 38.86315309618456, ""value"": 0.0}","{""stochastic"": 0.0, ""topology"": 0.0, ""value"": 0.0}",four_rooms,7,40,19,2,"[2, 3, 5, 9, 13, 15, 16, 18, 19, 20, 21, 23, 24, 26, 34, 36, 37]",False
four_rooms_7,0.0,0.5,1,[20],3,"[0, 20, 39]","[0.0, 0.0, 3, 38.86315309618456]",0.0,0.0,True,25.908768730789706,38.86315309618456,"{""stochastic"": 0.0, ""topology"": 38.86315309618456, ""value"": 38.86315309618456}","{""stochastic"": 0.0, ""topology"": 0.0, ""value"": 0.0}",four_rooms,7,40,19,2,"[2, 3, 5, 9, 13, 15, 16, 18, 19, 20, 21, 23, 24, 26, 34, 36, 37]",False
four_rooms_7,0.0,0.5,1,[21],3,"[0, 21, 39]","[310.9052247694736, 194.3157654809228, 3, 155.45261238473535]",310.9052247694736,194.3157654809228,False,103.63507492315689,155.45261238473535,"{""stochastic"": 0.0, ""topology"": 233.17891857710737, ""value"": 155.45261238473535}","{""stochastic"": 0.0, ""topology"": 194.3157654809228, ""value"": 116.58945928855078}",four_rooms,7,40,19,2,"[2, 3, 5, 9, 13, 15, 16, 18, 19, 20, 21, 23, 24, 26, 34, 36, 37]",False
four_rooms_7,0.0,0.5,1,[23],3,"[0, 23, 39]","[0.0, 0.0, 3, 38.86315309618456]",0.0,0.0,True,25.908768730789706,38.86315309618456,"{""stochastic"": 0.0, ""topology"": 38.86315309618456, ""value"": 38.86315309618456}","{""stochastic"": 0.0, ""topology"": 0.0, ""value"": 0.0}",four_rooms,7,40,19,2,"[2, 3, 5, 9, 13, 15, 16, 18, 19, 20, 21, 23, 24, 26, 34, 36, 37]",False
four_rooms_7,0.0,0.5,1,[24],3,"[0, 24, 39]","[388.6315309618456, 194.3157654809228, 3, 233.17891857710737]",388.6315309618456,194.3157654809228,False,155.45261238473825,233.17891857710737,"{""stochastic"": 0.0, ""topology"": 233.17891857710737, ""value"": 233.17891857710737}","{""stochastic"": 0.0, ""topology"": 194.3157654809228, ""value"": 194.3157654809228}",four_rooms,7,40,19,2,"[2, 3, 5, 9, 13, 15, 16, 18, 19, 20, 21, 23, 24, 26, 34, 36, 37]",False
four_rooms_7,0.0,0.5,1,[26],3,"[0, 26, 39]","[155.45261238473825, 77.72630619236912, 3, 116.58945928855368]",155.45261238473825,77.72630619236912,False,77.72630619236912,116.58945928855368,"{""stochastic"": 0.0, ""topology"": 116.58945928855368, ""value"": 116.58945928855368}","{""stochastic"": 0.0, ""topology"": 77.72630619236912, ""value"": 77.72630619236912}",four_rooms,7,40,19,2,"[2, 3, 5, 9, 13, 15, 16, 18, 19, 20, 21, 23, 24, 26, 34, 36, 37]",False
four_rooms_7,0.0,0.5,1,[34],3,"[0, 34, 39]","[310.9052247694736, 194.3157654809228, 3, 155.45261238473535]",310.9052247694736,194.3157654809228,False,103.63507492315689,155.45261238473535,"{""stochastic"": 0.0, ""topology"": 233.17891857710737, ""value"": 155.45261238473535}","{""stochastic"": 0.0, ""topology"": 194.3157654809228, ""value"": 116.58945928855078}",four_rooms,7,40,19,2,"[2, 3, 5, 9, 13, 15, 16, 18, 19, 20, 21, 23, 24, 26, 34, 36, 37]",False
four_rooms_7,0.0,0.5,1,[36],3,"[0, 36, 39]","[0.0, 0.0, 3, 38.86315309618456]",0.0,0.0,True,25.908768730789706,38.86315309618456,"{""stochastic"": 0.0, ""topology"": 38.86315309618456, ""value"": 38.86315309618456}","{""stochastic"": 0.0, ""topology"": 0.0, ""value"": 0.0}",four_rooms,7,40,19,2,"[2, 3, 5, 9, 13, 15, 16, 18, 19, 20, 21, 23, 24, 26, 34, 36, 37]",False
four_rooms_7,0.0,0.5,1,[37],3,"[0, 37, 39]","[77.72630619236912, 38.86315309618456, 3, 77.72630619236912]",77.72630619236912,38.86315309618456,False,51.81753746157941,77.72630619236912,"{""stochastic"": 0.0, ""topology"": 77.72630619236912, ""value"": 77.72630619236912}","{""stochastic"": 0.0, ""topology"": 38.86315309618456, ""value"": 38.86315309618456}",four_rooms,7,40,19,2,"[2, 3, 5, 9, 13, 15, 16, 18, 19, 20, 21, 23, 24, 26, 34, 36, 37]",False
four_rooms_7,0.0,0.5,2,"[2, 3]",4,"[0, 2, 3, 39]","[38.86315309618456, 38.86315309618456, 4, 0.0]",38.86315309618456,38.86315309618456,False,0.0,0.0,"{""stochastic"": 0.0, ""topology"": 77.72630619236912, ""value"": 0.0}","{""stochastic"": 0.0, ""topology"": 38.86315309618456, ""value"": 0.0}",four_rooms,7,40,19,2,"[2, 3, 5, 9, 13, 15, 16, 18, 19, 20, 21, 23, 24, 26, 34, 36, 37]",False
four_rooms_7,0.0,0.5,2,"[2, 5]",4,"[0, 2, 5, 39]","[38.86315309618456, 38.86315309618456, 4, 0.0]",38.86315309618456,38.86315309618456,False,0.0,0.0,"{""stochastic"": 0.0, ""topology"": 77.72630619236912, ""value"": 0.0}","{""stochastic"": 0.0, ""topology"": 38.86315309618456, ""value"": 0.0}",four_rooms,7,40,19,2,"[2, 3, 5, 9, 13, 15, 16, 18, 19, 20, 21, 23, 24, 26, 34, 36, 37]",False
four_rooms_7,0.0,0.5,2,"[2, 9]",4,"[0, 2, 9, 39]","[0.0, 0.0, 4, 0.0]",0.0,0.0,True,0.0,0.0,"{""stochastic"": 0.0, ""topology"": 12.95438436539486, ""value"": 0.0}","{""stochastic"": 0.0, ""topology"": 0.0, ""value"": 0.0}",four_rooms,7,40,19,2,"[2, 3, 5, 9, 13, 15, 16, 18, 19, 20, 21, 23, 24, 26, 34, 36, 37]",False
four_rooms_7,0.0,0.5,2,"[2, 13]",4,"[0, 2, 13, 39]","[0.0, 0.0, 4, 0.0]",0.0,0.0,True,0.0,0.0,"{""stochastic"": 0.0, ""topology"": 6.477192182697434, ""value"": 0.0}","{""stochastic"": 0.0, ""topology"": 0.0, ""value"": 0.0}",four_rooms,7,40,19,2,"[2, 3, 5, 9, 13, 15, 16, 18, 19, 20, 21, 23, 24, 26, 34, 36, 37]",False
four_rooms_7,0.0,0.5,2,"[2, 15]",4,"[0, 2, 15, 39]","[0.0, 0.0, 4, 0.0]",0.0,0.0,True,0.0,0.0,"{""stochastic"": 0.0, ""topology"": 12.95438436539486, ""value"": 0.0}","{""stochastic"": 0.0, ""topology"": 0.0, ""value"": 0.0}",four_rooms,7,40,19,2,"[2, 3, 5, 9, 13, 15, 16, 18, 19, 20, 21, 23, 24, 26, 34, 36, 37]",False
four_rooms_7,0.0,0.5,2,"[2, 16]",4,"[0, 2, 16, 39]","[38.86315309618456, 38.86315309618456, 4, 0.0]",38.86315309618456,38.86315309618456,False,0.0,0.0,"{""stochastic"": 0.0, ""topology"": 77.72630619236912, ""value"": 0.0}","{""stochastic"": 0.0, ""topology"": 38.86315309618456, ""value"": 0.0}",four_rooms,7,40,19,2,"[2, 3, 5, 9, 13, 15, 16, 18, 19, 20, 21, 23, 24, 26, 34, 36, 37]",False
four_rooms_7,0.0,0.5,2,"[2, 18]",4,"[0, 2, 18, 39]","[38.86315309618456, 38.86315309618456, 4, 0.0]",38.86315309618456,38.86315309618456,False,0.0,0.0,"{""stochastic"": 0.0, ""topology"": 77.72630619236912, ""value"": 0.0}","{""stochastic"": 0.0, ""topology"": 38.86315309618456, ""value"": 0.0}",four_rooms,7,40,19,2,"[2, 3, 5, 9, 13, 15, 16, 18, 19, 20, 21, 23, 24, 26, 34, 36, 37]",False
four_rooms_7,0.0,0.5,2,"[2, 19]",4,"[0, 2, 19, 39]","[0.0, 0.0, 4, 0.0]",0.0,0.0,True,0.0,0.0,"{""stochastic"": 0.0, ""topology"": 6.477192182697434, ""value"": 0.0}","{""stochastic"": 0.0, ""topology"": 0.0, ""value"": 0.0}",four_rooms,7,40,19,2,"[2, 3, 5, 9, 13, 15, 16, 18, 19, 20, 21, 23, 24, 26, 34, 36, 37]",False
four_rooms_7,0.0,0.5,2,"[2, 20]",4,"[0, 2, 20, 39]","[0.0, 0.0, 4, 0.0]",0.0,0.0,True,0.0,0.0,"{""stochastic"": 0.0, ""topology"": 9.715788274046137, ""value"": 0.0}","{""stochastic"": 0.0, ""topology"": 0.0, ""value"": 0.0}",four_rooms,7,40,19,2,"[2, 3, 5, 9, 13, 15, 16, 18, 19, 20, 21, 23, 24, 26, 34, 36, 37]",False
four_rooms_7,0.0,0.5,2,"[2, 21]",4,"[0, 2, 21, 39]","[38.86315309618456, 38.86315309618456, 4, 0.0]",38.86315309618456,38.86315309618456,False,0.0,0.0,"{""stochastic"": 0.0, ""topology"": 77.72630619236912, ""value"": 0.0}","{""stochastic"": 0.0, ""topology"": 38.86315309618456, ""value"": 0.0}",four_rooms,7,40,19,2,"[2, 3, 5, 9, 13, 15, 16, 18, 19, 20, 21, 23, 24, 26, 34, 36, 37]",False
four_rooms_7,0.0,0.5,2,"[2, 23]",4,"[0, 2, 23, 39]","[77.72630619236912, 77.72630619236912, 4, 38.86315309618168]",77.72630619236912,77.72630619236912,False,25.908768730787784,38.86315309618168,"{""stochastic"": 0.0, ""topology"": 116.58945928855368, ""value"": 38.86315309618168}","{""stochastic"": 0.0, ""topology"": 77.72630619236912, ""value"": 0.0}",four_rooms,7,40,19,2,"[2, 3, 5, 9, 13, 15, 16, 18, 19, 20, 21, 23, 24, 26, 34, 36, 37]",False
four_rooms_7,0.0,0.5,2,"[2, 24]",4,"[0, 2, 24, 39]","[38.86315309618456, 38.86315309618456, 4, 0.0]",38.86315309618456,38.86315309618456,False,0.0,0.0,"{""stochastic"": 0.0, ""topology"": 77.72630619236912, ""value"": 0.0}","{""stochastic"": 0.0, ""topology"": 38.86315309618456, ""value"": 0.0}",four_rooms,7,40,19,2,"[2, 3, 5, 9, 13, 15, 16, 18, 19, 20, 21, 23, 24, 26, 34, 36, 37]",False
four_rooms_7,0.0,0.5,2,"[2, 26]",4,"[0, 2, 26, 39]","[0.0, 0.0, 4, 0.0]",0.0,0.0,True,0.0,0.0,"{""stochastic"": 0.0, ""topology"": 9.715788274046137, ""value"": 0.0}","{""stochastic"": 0.0, ""topology"": 0.0, ""value"": 0.0}",four_rooms,7,40,19,2,"[2, 3, 5, 9, 13, 15, 16, 18, 19, 20, 21, 23, 24, 26, 34, 36, 37]",False
four_rooms_7,0.0,0.5,2,"[2, 34]",4,"[0, 2, 34, 39]","[38.86315309618456, 38.86315309618456, 4, 0.0]",38.86315309618456,38.86315309618456,False,0.0,0.0,"{""stochastic"": 0.0, ""topology"": 77.72630619236912, ""value"": 0.0}","{""stochastic"": 0.0, ""topology"": 38.86315309618456, ""value"": 0.0}",four_rooms,7,40,19,2,"[2, 3, 5, 9, 13, 15, 16, 18, 19, 20, 21, 23, 24, 26, 34, 36, 37]",False
four_rooms_7,0.0,0.5,2,"[2, 36]",4,"[0, 2, 36, 39]","[77.72630619236912, 77.72630619236912, 4, 38.86315309618168]",77.72630619236912,77.72630619236912,False,25.908768730787784,38.86315309618168,"{""stochastic"": 0.0, ""topology"": 116.58945928855368, ""value"": 38.86315309618168}","{""stochastic"": 0.0, ""topology"": 77.72630619236912, ""value"": 0.0}",four_rooms,7,40,19,2,"[2, 3, 5, 9, 13, 15, 16, 18, 19, 20, 21, 23, 24, 26, 34, 36, 37]",False
four_rooms_7,0.0,0.5,2,"[2, 37]",4,"[0, 2, 37, 39]","[0.0, 0.0, 4, 0.0]",0.0,0.0,True,0.0,0.0,"{""stochastic"": 0.0, ""topology"": 9.715788274046137, ""value"": 0.0}","{""stochastic"": 0.0, ""topology"": 0.0, ""value"": 0.0}",four_rooms,7,40,19,2,"[2, 3, 5, 9, 13, 15, 16, 18, 19, 20, 21, 23, 24, 26, 34, 36, 37]",False
four_rooms_7,0.0,0.5,2,"[3, 5]",4,"[0, 3, 5, 39]","[38.86315309618456, 38.86315309618456, 4, 0.0]",38.86315309618456,38.86315309618456,False,0.0,0.0,"{""stochastic"": 0.0, ""topology"": 77.72630619236912, ""value"": 0.0}","{""stochastic"": 0.0, ""topology"": 38.86315309618456, ""value"": 0.0}",four_rooms,7,40,19,2,"[2, 3, 5, 9, 13, 15, 16, 18, 19, 20, 21, 23, 24, 26, 34, 36, 37]",False
four_rooms_7,0.0,0.5,2,"[3, 9]",4,"[0, 3, 9, 39]","[0.0, 0.0, 4, 0.0]",0.0,0.0,True,0.0,0.0,"{""stochastic"": 0.0, ""topology"": 32.385960913487125, ""value"": 0.0}","{""stochastic"": 0.0, ""topology"": 0.0, ""value"": 0.0}",four_rooms,7,40,19,2,"[2, 3, 5, 9, 13, 15, 16, 18, 19, 20, 21, 23, 24, 26, 34, 36, 37]",False
four_rooms_7,0.0,0.5,2,"[3, 13]",4,"[0, 3, 13, 39]","[77.72630619236912, 77.72630619236912, 4, 0.0]",77.72630619236912,77.72630619236912,False,0.0,0.0,"{""stochastic"": 0.0, ""topology"": 116.58945928855368, ""value"": 0.0}","{""stochastic"": 0.0, ""topology"": 77.72630619236912, ""value"": 0.0}",four_rooms,7,40,19,2,"[2, 3, 5, 9, 13, 15, 16, 18, 19, 20, 21, 23, 24, 26, 34, 36, 37]",False
four_rooms_7,0.0,0.5,2,"[3, 15]",4,"[0, 3, 15, 39]","[621.8104495389442, 427.4946840580301, 4, 233.1789185770987]",621.8104495389442,427.4946840580301,False,155.45261238473248,233.1789185770987,"{""stochastic"": 0.0, ""topology"": 466.3578371542146, ""value"": 233.1789185770987}","{""stochastic"": 0.0, ""topology"": 427.4946840580301, ""value"": 194.31576548091414}",four_rooms,7,40,19,2,"[2, 3, 5, 9, 13, 15, 16, 18, 19, 20, 21, 23, 24, 26, 34, 36, 37]",False
four_rooms_7,0.0,0.5,2,"[3, 16]",4,"[0, 3, 16, 39]","[77.72630619236912, 77.72630619236912, 4, 0.0]",77.72630619236912,77.72630619236912,False,0.0,0.0,"{""stochastic"": 0.0, ""topology"": 116.58945928855368, ""value"": 0.0}","{""stochastic"": 0.0, ""topology"": 77.72630619236912, ""value"": 0.0}",four_rooms,7,40,19,2,"[2, 3, 5, 9, 13, 15, 16, 18, 19, 20, 21, 23, 24, 26, 34, 36, 37]",False
four_rooms_7,0.0,0.5,2,"[3, 18]",4,"[0, 3, 18, 39]","[699.5367557313162, 427.4946840580301, 4, 310.9052247694707]",699.5367557313162,427.4946840580301,False,207.27014984631379,310.9052247694707,"{""stochastic"": 0.0, ""topology"": 466.3578371542146, ""value"": 310.9052247694707}","{""stochastic"": 0.0, ""topology"": 427.4946840580301, ""value"": 272.04207167328616}",four_rooms,7,40,19,2,"[2, 3, 5, 9, 13, 15, 16, 18, 19, 20, 21, 23, 24, 26, 34, 36, 37]",False
four_rooms_7,0.0,0.5,2,"[3, 19]",4,"[0, 3, 19, 39]","[0.0, 0.0, 4, 0.0]",0.0,0.0,True,0.0,0.0,"{""stochastic"": 0.0, ""topology"": 38.86315309618456, ""value"": 0.0}","{""stochastic"": 0.0, ""topology"": 0.0, ""value"": 0.0}",four_rooms,7,40,19,2,"[2, 3, 5, 9, 13, 15, 16, 18, 19, 20, 21, 23, 24, 26, 34, 36, 37]",False
four_rooms_7,0.0,0.5,2,"[3, 20]",4,"[0, 3, 20, 39]","[77.72630619236912, 38.86315309618456, 4, 77.72630619236912]",77.72630619236912,38.86315309618456,False,51.81753746157941,77.72630619236912,"{""stochastic"": 0.0, ""topology"": 77.72630619236912, ""value"": 77.72630619236912}","{""stochastic"": 0.0, ""topology"": 38.86315309618456, ""value"": 38.86315309618456}",four_rooms,7,40,19,2,"[2, 3, 5, 9, 13, 15, 16, 18, 19, 20, 21, 23, 24, 26, 34, 36, 37]",False
four_rooms_7,0.0,0.5,2,"[3, 21]",4,"[0, 3, 21, 39]","[621.8104495389442, 427.4946840580301, 4, 233.1789185770987]",621.8104495389442,427.4946840580301,False,155.45261238473248,233.1789185770987,"{""stochastic"": 0.0, ""topology"": 466.3578371542146, ""value"": 233.1789185770987}","{""stochastic"": 0.0, ""topology"": 427.4946840580301, ""value"": 194.31576548091414}",four_rooms,7,40,19,2,"[2, 3, 5, 9, 13, 15, 16, 18, 19, 20, 21, 23, 24, 26, 34, 36, 37]",False
four_rooms_7,0.0,0.5,2,"[3, 23]",4,"[0, 3, 23, 39]","[0.0, 0.0, 4, 38.86315309618456]",0.0,0.0,True,25.908768730789706,38.86315309618456,"{""stochastic"": 0.0, ""topology"": 38.86315309618456, ""value"": 38.86315309618456}","{""stochastic"": 0.0, ""topology"": 0.0, ""value"": 0.0}",four_rooms,7,40,19,2,"[2, 3, 5, 9, 13, 15, 16, 18, 19, 20, 21, 23, 24, 26, 34, 36, 37]",False
four_rooms_7,0.0,0.5,2,"[3, 24]",4,"[0, 3, 24, 39]","[777.2630619236882, 427.4946840580301, 4, 388.6315309618426]",777.2630619236882,427.4946840580301,False,259.08768730789507,388.6315309618426,"{""stochastic"": 0.0, ""topology"": 466.3578371542146, ""value"": 388.6315309618426}","{""stochastic"": 0.0, ""topology"": 427.4946840580301, ""value"": 349.76837786565807}",four_rooms,7,40,19,2,"[2, 3, 5, 9, 13, 15, 16, 18, 19, 20, 21, 23, 24, 26, 34, 36, 37]",False
four_rooms_7,0.0,0.5,2,"[3, 26]",4,"[0, 3, 26, 39]","[233.17891857710737, 116.58945928855368, 4, 155.45261238473825]",233.17891857710737,116.58945928855368,False,103.63507492315883,155.45261238473825,"{""stochastic"": 0.0, ""topology"": 155.45261238473825, ""value"": 155.45261238473825}","{""stochastic"": 0.0, ""topology"": 116.58945928855368, ""value"": 116.58945928855368}",four_rooms,7,40,19,2,"[2, 3, 5, 9, 13, 15, 16, 18, 19, 20, 21, 23, 24, 26, 34, 36, 37]",False
four_rooms_7,0.0,0.5,2,"[3, 34]",4,"[0, 3, 34, 39]","[621.8104495389442, 427.4946840580301, 4, 233.1789185770987]",621.8104495389442,427.4946840580301,False,155.45261238473248,233.1789185770987,"{""stochastic"": 0.0, ""topology"": 466.3578371542146, ""value"": 233.1789185770987}","{""stochastic"": 0.0, ""topology"": 427.4946840580301, ""value"": 194.31576548091414}",four_rooms,7,40,19,2,"[2, 3, 5, 9, 13, 15, 16, 18, 19, 20, 21, 23, 24, 26, 34, 36, 37]",False
four_rooms_7,0.0,0.5,2,"[3, 36]",4,"[0, 3, 36, 39]","[0.0, 0.0, 4, 38.86315309618456]",0.0,0.0,True,25.908768730789706,38.86315309618456,"{""stochastic"": 0.0, ""topology"": 38.86315309618456, ""value"": 38.86315309618456}","{""stochastic"": 0.0, ""topology"": 0.0, ""value"": 0.0}",four_rooms,7,40,19,2,"[2, 3, 5, 9, 13, 15, 16, 18, 19, 20, 21, 23, 24, 26, 34, 36, 37]",False
four_rooms_7,0.0,0.5,2,"[3, 37]",4,"[0, 3, 37, 39]","[77.72630619236912, 38.86315309618456, 4, 77.72630619236912]",77.72630619236912,38.86315309618456,False,51.81753746157941,77.72630619236912,"{""stochastic"": 0.0, ""topology"": 77.72630619236912, ""value"": 77.72630619236912}","{""stochastic"": 0.0, ""topology"": 38.86315309618456, ""value"": 38.86315309618456}",four_rooms,7,40,19,2,"[2, 3, 5, 9, 13, 15, 16, 18, 19, 20, 21, 23, 24, 26, 34, 36, 37]",False
four_rooms_7,0.0,0.5,2,"[5, 9]",4,"[0, 5, 9, 39]","[116.58945928855368, 116.58945928855368, 4, 0.0]",116.58945928855368,116.58945928855368,False,0.0,0.0,"{""stochastic"": 0.0, ""topology"": 155.45261238473825, ""value"": 0.0}","{""stochastic"": 0.0, ""topology"": 116.58945928855368, ""value"": 0.0}",four_rooms,7,40,19,2,"[2, 3, 5, 9, 13, 15, 16, 18, 19, 20, 21, 23, 24, 26, 34, 36, 37]",False
four_rooms_7,0.0,0.5,2,"[5, 13]",4,"[0, 5, 13, 39]","[77.72630619236912, 77.72630619236912, 4, 0.0]",77.72630619236912,77.72630619236912,False,0.0,0.0,"{""stochastic"": 0.0, ""topology"": 116.58945928855368, ""value"": 0.0}","{""stochastic"": 0.0, ""topology"": 77.72630619236912, ""value"": 0.0}",four_rooms,7,40,19,2,"[2, 3, 5, 9, 13, 15, 16, 18, 19, 20, 21, 23, 24, 26, 34, 36, 37]",False
four_rooms_7,0.0,0.5,2,"[5, 15]",4,"[0, 5, 15, 39]","[621.8104495389442, 427.4946840580301, 4, 233.1789185770987]",621.8104495389442,427.4946840580301,False,155.45261238473248,233.1789185770987,"{""stochastic"": 0.0, ""topology"": 466.3578371542146, ""value"": 233.1789185770987}","{""stochastic"": 0.0, ""topology"": 427.4946840580301, ""value"": 194.31576548091414}",four_rooms,7,40,19,2,"[2, 3, 5, 9, 13, 15, 16, 18, 19, 20, 21, 23, 24, 26, 34, 36, 37]",False
