map,slip,budget_frac,subset_size,candidate_subset,n_boundary,boundary,objective_tuple,total_violation,max_violation,all_groups_feasible,test_bits_mean,test_bits_cvar,group_risks,group_violations,map_family,map_size,n_states,n_basis,n_start_boundary,candidate_pool,is_oracle_best
random_maze_5_seed23,0.1,0.1,0,[],2,"[0, 6]","[139.9563540613924, 69.95367557313222, 2, 77.72630619236912]",139.9563540613924,69.95367557313222,False,51.83568668940459,77.72630619236912,"{""stochastic"": 0.054447683475533935, ""topology"": 77.72630619236912, ""value"": 77.72630619236912}","{""stochastic"": 0.049002915127980544, ""topology"": 69.95367557313222, ""value"": 69.95367557313222}",random_maze,5,7,4,2,"[2, 4]",False
random_maze_5_seed23,0.1,0.1,1,[2],3,"[0, 2, 6]","[3.6092768325584057, 1.8046384162792029, 3, 9.577269035516116]",3.6092768325584057,1.8046384162792029,False,3.1924230118387054,9.577269035516116,"{""stochastic"": 0.0, ""topology"": 9.577269035516116, ""value"": 9.577269035516116}","{""stochastic"": 0.0, ""topology"": 1.8046384162792029, ""value"": 1.8046384162792029}",random_maze,5,7,4,2,"[2, 4]",True
random_maze_5_seed23,0.1,0.1,1,[4],3,"[0, 4, 6]","[77.72086142402156, 77.72086142402156, 3, 77.72630619236912]",77.72086142402156,77.72086142402156,False,25.908768730789706,77.72630619236912,"{""stochastic"": 77.72630619236912, ""topology"": 0.0, ""value"": 0.0}","{""stochastic"": 77.72086142402156, ""topology"": 0.0, ""value"": 0.0}",random_maze,5,7,4,2,"[2, 4]",False
random_maze_5_seed23,0.1,0.1,2,"[2, 4]",4,"[0, 2, 4, 6]","[3.6092768325584057, 1.8046384162792029, 4, 9.577269035516116]",3.6092768325584057,1.8046384162792029,False,3.1924230118387054,9.577269035516116,"{""stochastic"": 0.0, ""topology"": 9.577269035516116, ""value"": 9.577269035516116}","{""stochastic"": 0.0, ""topology"": 1.8046384162792029, ""value"": 1.8046384162792029}",random_maze,5,7,4,2,"[2, 4]",False
maze_7,0.1,0.25,0,[],2,"[0, 16]","[174.8841889328305, 58.29472964427684, 2, 77.72630619236912]",174.8841889328305,58.29472964427684,False,77.72630619236912,77.72630619236912,"{""stochastic"": 77.72630619236912, ""topology"": 77.72630619236912, ""value"": 77.72630619236912}","{""stochastic"": 58.29472964427684, ""topology"": 58.29472964427684, ""value"": 58.29472964427684}",maze,7,17,6,2,"[4, 6, 8, 12]",False
maze_7,0.1,0.25,1,[4],3,"[0, 4, 16]","[0.0, 0.0, 3, 19.021565393691702]",0.0,0.0,True,12.680407907536472,19.021565393691702,"{""stochastic"": 19.019658328917714, ""topology"": 19.074032787020577, ""value"": 19.021565393691702}","{""stochastic"": 0.0, ""topology"": 0.0, ""value"": 0.0}",maze,7,17,6,2,"[4, 6, 8, 12]",True
maze_7,0.1,0.25,1,[6],3,"[0, 6, 16]","[641.2420260870454, 213.7473420290151, 3, 233.17891857710737]",641.2420260870454,213.7473420290151,False,233.17891857710734,233.17891857710737,"{""stochastic"": 233.17891857710737, ""topology"": 233.17891857710737, ""value"": 233.17891857710737}","{""stochastic"": 213.7473420290151, ""topology"": 213.7473420290151, ""value"": 213.7473420290151}",maze,7,17,6,2,"[4, 6, 8, 12]",False
maze_7,0.1,0.25,1,[8],3,"[0, 8, 16]","[641.2420260870454, 213.7473420290151, 3, 233.17891857710737]",641.2420260870454,213.7473420290151,False,233.17891857710734,233.17891857710737,"{""stochastic"": 233.17891857710737, ""topology"": 233.17891857710737, ""value"": 233.17891857710737}","{""stochastic"": 213.7473420290151, ""topology"": 213.7473420290151, ""value"": 213.7473420290151}",maze,7,17,6,2,"[4, 6, 8, 12]",False
maze_7,0.1,0.25,1,[12],3,"[0, 12, 16]","[641.2420260870454, 213.7473420290151, 3, 233.17891857710737]",641.2420260870454,213.7473420290151,False,233.17891857710734,233.17891857710737,"{""stochastic"": 233.17891857710737, ""topology"": 233.17891857710737, ""value"": 233.17891857710737}","{""stochastic"": 213.7473420290151, ""topology"": 213.7473420290151, ""value"": 213.7473420290151}",maze,7,17,6,2,"[4, 6, 8, 12]",False
maze_7,0.1,0.25,2,"[4, 6]",4,"[0, 4, 6, 16]","[55.992069772624276, 18.770864927243906, 4, 38.045039563057344]",55.992069772624276,18.770864927243906,False,25.36145264718831,38.045039563057344,"{""stochastic"": 38.03931837850759, ""topology"": 38.20244147533619, ""value"": 38.045039563057344}","{""stochastic"": 18.607741830415307, ""topology"": 18.770864927243906, ""value"": 18.613463014965063}",maze,7,17,6,2,"[4, 6, 8, 12]",False
maze_7,0.1,0.25,2,"[4, 8]",4,"[0, 4, 8, 16]","[55.992069772624276, 18.770864927243906, 4, 38.045039563057344]",55.992069772624276,18.770864927243906,False,25.36145264718831,38.045039563057344,"{""stochastic"": 38.03931837850759, ""topology"": 38.20244147533619, ""value"": 38.045039563057344}","{""stochastic"": 18.607741830415307, ""topology"": 18.770864927243906, ""value"": 18.613463014965063}",maze,7,17,6,2,"[4, 6, 8, 12]",False
maze_7,0.1,0.25,2,"[4, 12]",4,"[0, 4, 12, 16]","[405.76044763828526, 135.36032421579756, 4, 154.634498851611]",405.76044763828526,135.36032421579756,False,109.48205626051644,154.634498851611,"{""stochastic"": 154.62877766706123, ""topology"": 154.79190076388986, ""value"": 154.634498851611}","{""stochastic"": 135.19720111896896, ""topology"": 135.36032421579756, ""value"": 135.20292230351873}",maze,7,17,6,2,"[4, 6, 8, 12]",False
maze_7,0.1,0.25,2,"[6, 8]",4,"[0, 6, 8, 16]","[0.0, 0.0, 4, 0.0]",0.0,0.0,True,0.0,0.0,"{""stochastic"": 0.0, ""topology"": 0.0, ""value"": 0.0}","{""stochastic"": 0.0, ""topology"": 0.0, ""value"": 0.0}",maze,7,17,6,2,"[4, 6, 8, 12]",False
maze_7,0.1,0.25,2,"[6, 12]",4,"[0, 6, 12, 16]","[0.0, 0.0, 4, 19.182673463444416]",0.0,0.0,True,19.182673463444416,19.182673463444416,"{""stochastic"": 19.182673463444416, ""topology"": 19.025482954867083, ""value"": 19.182673463444416}","{""stochastic"": 0.0, ""topology"": 0.0, ""value"": 0.0}",maze,7,17,6,2,"[4, 6, 8, 12]",False
maze_7,0.1,0.25,2,"[8, 12]",4,"[0, 8, 12, 16]","[755.6919567457204, 251.94978350435127, 4, 466.3578371542146]",755.6919567457204,251.94978350435127,False,336.37351908636725,466.3578371542146,"{""stochastic"": 271.38136005244354, ""topology"": 271.2239662851101, ""value"": 271.38136005244354}","{""stochastic"": 251.94978350435127, ""topology"": 251.79238973701786, ""value"": 251.94978350435127}",maze,7,17,6,2,"[4, 6, 8, 12]",False
random_maze_5_seed11,0.1,0.25,0,[],2,"[0, 6]","[116.63029505116033, 58.29472964427684, 2, 77.72630619236912]",116.63029505116033,58.29472964427684,False,51.83568668940459,77.72630619236912,"{""stochastic"": 0.054447683475533935, ""topology"": 77.72630619236912, ""value"": 77.72630619236912}","{""stochastic"": 0.04083576260665045, ""topology"": 58.29472964427684, ""value"": 58.29472964427684}",random_maze,5,7,4,2,"[2, 4]",False
random_maze_5_seed11,0.1,0.25,1,[2],3,"[0, 2, 6]","[0.0, 0.0, 3, 9.577269035516116]",0.0,0.0,True,3.1924230118387054,9.577269035516116,"{""stochastic"": 0.0, ""topology"": 9.577269035516116, ""value"": 9.577269035516116}","{""stochastic"": 0.0, ""topology"": 0.0, ""value"": 0.0}",random_maze,5,7,4,2,"[2, 4]",True
random_maze_5_seed11,0.1,0.25,1,[4],3,"[0, 4, 6]","[77.71269427150024, 77.71269427150024, 3, 77.72630619236912]",77.71269427150024,77.71269427150024,False,25.908768730789706,77.72630619236912,"{""stochastic"": 77.72630619236912, ""topology"": 0.0, ""value"": 0.0}","{""stochastic"": 77.71269427150024, ""topology"": 0.0, ""value"": 0.0}",random_maze,5,7,4,2,"[2, 4]",False
random_maze_5_seed11,0.1,0.25,2,"[2, 4]",4,"[0, 2, 4, 6]","[0.0, 0.0, 4, 9.577269035516116]",0.0,0.0,True,3.1924230118387054,9.577269035516116,"{""stochastic"": 0.0, ""topology"": 9.577269035516116, ""value"": 9.577269035516116}","{""stochastic"": 0.0, ""topology"": 0.0, ""value"": 0.0}",random_maze,5,7,4,2,"[2, 4]",False
random_maze_5_seed23,0.1,0.25,0,[],2,"[0, 6]","[116.63029505116033, 58.29472964427684, 2, 77.72630619236912]",116.63029505116033,58.29472964427684,False,51.83568668940459,77.72630619236912,"{""stochastic"": 0.054447683475533935, ""topology"": 77.72630619236912, ""value"": 77.72630619236912}","{""stochastic"": 0.04083576260665045, ""topology"": 58.29472964427684, ""value"": 58.29472964427684}",random_maze,5,7,4,2,"[2, 4]",False
random_maze_5_seed23,0.1,0.25,1,[2],3,"[0, 2, 6]","[0.0, 0.0, 3, 9.577269035516116]",0.0,0.0,True,3.1924230118387054,9.577269035516116,"{""stochastic"": 0.0, ""topology"": 9.577269035516116, ""value"": 9.577269035516116}","{""stochastic"": 0.0, ""topology"": 0.0, ""value"": 0.0}",random_maze,5,7,4,2,"[2, 4]",True
random_maze_5_seed23,0.1,0.25,1,[4],3,"[0, 4, 6]","[77.71269427150024, 77.71269427150024, 3, 77.72630619236912]",77.71269427150024,77.71269427150024,False,25.908768730789706,77.72630619236912,"{""stochastic"": 77.72630619236912, ""topology"": 0.0, ""value"": 0.0}","{""stochastic"": 77.71269427150024, ""topology"": 0.0, ""value"": 0.0}",random_maze,5,7,4,2,"[2, 4]",False
random_maze_5_seed23,0.1,0.25,2,"[2, 4]",4,"[0, 2, 4, 6]","[0.0, 0.0, 4, 9.577269035516116]",0.0,0.0,True,3.1924230118387054,9.577269035516116,"{""stochastic"": 0.0, ""topology"": 9.577269035516116, ""value"": 9.577269035516116}","{""stochastic"": 0.0, ""topology"": 0.0, ""value"": 0.0}",random_maze,5,7,4,2,"[2, 4]",False
maze_7,0.1,0.5,0,[],2,"[0, 16]","[116.58945928855368, 38.86315309618456, 2, 77.72630619236912]",116.58945928855368,38.86315309618456,False,77.72630619236912,77.72630619236912,"{""stochastic"": 77.72630619236912, ""topology"": 77.72630619236912, ""value"": 77.72630619236912}","{""stochastic"": 38.86315309618456, ""topology"": 38.86315309618456, ""value"": 38.86315309618456}",maze,7,17,6,2,"[4, 6, 8, 12]",False
maze_7,0.1,0.5,1,[4],3,"[0, 4, 16]","[0.0, 0.0, 3, 19.021565393691702]",0.0,0.0,True,12.680407907536472,19.021565393691702,"{""stochastic"": 19.019658328917714, ""topology"": 19.074032787020577, ""value"": 19.021565393691702}","{""stochastic"": 0.0, ""topology"": 0.0, ""value"": 0.0}",maze,7,17,6,2,"[4, 6, 8, 12]",True
maze_7,0.1,0.5,1,[6],3,"[0, 6, 16]","[582.9472964427684, 194.3157654809228, 3, 233.17891857710737]",582.9472964427684,194.3157654809228,False,233.17891857710734,233.17891857710737,"{""stochastic"": 233.17891857710737, ""topology"": 233.17891857710737, ""value"": 233.17891857710737}","{""stochastic"": 194.3157654809228, ""topology"": 194.3157654809228, ""value"": 194.3157654809228}",maze,7,17,6,2,"[4, 6, 8, 12]",False
maze_7,0.1,0.5,1,[8],3,"[0, 8, 16]","[582.9472964427684, 194.3157654809228, 3, 233.17891857710737]",582.9472964427684,194.3157654809228,False,233.17891857710734,233.17891857710737,"{""stochastic"": 233.17891857710737, ""topology"": 233.17891857710737, ""value"": 233.17891857710737}","{""stochastic"": 194.3157654809228, ""topology"": 194.3157654809228, ""value"": 194.3157654809228}",maze,7,17,6,2,"[4, 6, 8, 12]",False
maze_7,0.1,0.5,1,[12],3,"[0, 12, 16]","[582.9472964427684, 194.3157654809228, 3, 233.17891857710737]",582.9472964427684,194.3157654809228,False,233.17891857710734,233.17891857710737,"{""stochastic"": 233.17891857710737, ""topology"": 233.17891857710737, ""value"": 233.17891857710737}","{""stochastic"": 194.3157654809228, ""topology"": 194.3157654809228, ""value"": 194.3157654809228}",maze,7,17,6,2,"[4, 6, 8, 12]",False
maze_7,0.1,0.5,2,"[4, 6]",4,"[0, 4, 6, 16]","[0.0, 0.0, 4, 38.045039563057344]",0.0,0.0,True,25.36145264718831,38.045039563057344,"{""stochastic"": 38.03931837850759, ""topology"": 38.20244147533619, ""value"": 38.045039563057344}","{""stochastic"": 0.0, ""topology"": 0.0, ""value"": 0.0}",maze,7,17,6,2,"[4, 6, 8, 12]",False
maze_7,0.1,0.5,2,"[4, 8]",4,"[0, 4, 8, 16]","[0.0, 0.0, 4, 38.045039563057344]",0.0,0.0,True,25.36145264718831,38.045039563057344,"{""stochastic"": 38.03931837850759, ""topology"": 38.20244147533619, ""value"": 38.045039563057344}","{""stochastic"": 0.0, ""topology"": 0.0, ""value"": 0.0}",maze,7,17,6,2,"[4, 6, 8, 12]",False
maze_7,0.1,0.5,2,"[4, 12]",4,"[0, 4, 12, 16]","[347.4657179940084, 115.9287476677053, 4, 154.634498851611]",347.4657179940084,115.9287476677053,False,109.48205626051644,154.634498851611,"{""stochastic"": 154.62877766706123, ""topology"": 154.79190076388986, ""value"": 154.634498851611}","{""stochastic"": 115.76562457087667, ""topology"": 115.9287476677053, ""value"": 115.77134575542644}",maze,7,17,6,2,"[4, 6, 8, 12]",False
maze_7,0.1,0.5,2,"[6, 8]",4,"[0, 6, 8, 16]","[0.0, 0.0, 4, 0.0]",0.0,0.0,True,0.0,0.0,"{""stochastic"": 0.0, ""topology"": 0.0, ""value"": 0.0}","{""stochastic"": 0.0, ""topology"": 0.0, ""value"": 0.0}",maze,7,17,6,2,"[4, 6, 8, 12]",False
maze_7,0.1,0.5,2,"[6, 12]",4,"[0, 6, 12, 16]","[0.0, 0.0, 4, 19.182673463444416]",0.0,0.0,True,19.182673463444416,19.182673463444416,"{""stochastic"": 19.182673463444416, ""topology"": 19.025482954867083, ""value"": 19.182673463444416}","{""stochastic"": 0.0, ""topology"": 0.0, ""value"": 0.0}",maze,7,17,6,2,"[4, 6, 8, 12]",False
maze_7,0.1,0.5,2,"[8, 12]",4,"[0, 8, 12, 16]","[697.3972271014435, 232.51820695625898, 4, 466.3578371542146]",697.3972271014435,232.51820695625898,False,336.37351908636725,466.3578371542146,"{""stochastic"": 271.38136005244354, ""topology"": 271.2239662851101, ""value"": 271.38136005244354}","{""stochastic"": 232.51820695625898, ""topology"": 232.36081318892556, ""value"": 232.51820695625898}",maze,7,17,6,2,"[4, 6, 8, 12]",False
random_maze_5_seed11,0.1,0.5,0,[],2,"[0, 6]","[77.75353003410689, 38.86315309618456, 2, 77.72630619236912]",77.75353003410689,38.86315309618456,False,51.83568668940459,77.72630619236912,"{""stochastic"": 0.054447683475533935, ""topology"": 77.72630619236912, ""value"": 77.72630619236912}","{""stochastic"": 0.027223841737766968, ""topology"": 38.86315309618456, ""value"": 38.86315309618456}",random_maze,5,7,4,2,"[2, 4]",False
random_maze_5_seed11,0.1,0.5,1,[2],3,"[0, 2, 6]","[0.0, 0.0, 3, 9.577269035516116]",0.0,0.0,True,3.1924230118387054,9.577269035516116,"{""stochastic"": 0.0, ""topology"": 9.577269035516116, ""value"": 9.577269035516116}","{""stochastic"": 0.0, ""topology"": 0.0, ""value"": 0.0}",random_maze,5,7,4,2,"[2, 4]",True
random_maze_5_seed11,0.1,0.5,1,[4],3,"[0, 4, 6]","[77.69908235063136, 77.69908235063136, 3, 77.72630619236912]",77.69908235063136,77.69908235063136,False,25.908768730789706,77.72630619236912,"{""stochastic"": 77.72630619236912, ""topology"": 0.0, ""value"": 0.0}","{""stochastic"": 77.69908235063136, ""topology"": 0.0, ""value"": 0.0}",random_maze,5,7,4,2,"[2, 4]",False
random_maze_5_seed11,0.1,0.5,2,"[2, 4]",4,"[0, 2, 4, 6]","[0.0, 0.0, 4, 9.577269035516116]",0.0,0.0,True,3.1924230118387054,9.577269035516116,"{""stochastic"": 0.0, ""topology"": 9.577269035516116, ""value"": 9.577269035516116}","{""stochastic"": 0.0, ""topology"": 0.0, ""value"": 0.0}",random_maze,5,7,4,2,"[2, 4]",False
random_maze_5_seed23,0.1,0.5,0,[],2,"[0, 6]","[77.75353003410689, 38.86315309618456, 2, 77.72630619236912]",77.75353003410689,38.86315309618456,False,51.83568668940459,77.72630619236912,"{""stochastic"": 0.054447683475533935, ""topology"": 77.72630619236912, ""value"": 77.72630619236912}","{""stochastic"": 0.027223841737766968, ""topology"": 38.86315309618456, ""value"": 38.86315309618456}",random_maze,5,7,4,2,"[2, 4]",False
random_maze_5_seed23,0.1,0.5,1,[2],3,"[0, 2, 6]","[0.0, 0.0, 3, 9.577269035516116]",0.0,0.0,True,3.1924230118387054,9.577269035516116,"{""stochastic"": 0.0, ""topology"": 9.577269035516116, ""value"": 9.577269035516116}","{""stochastic"": 0.0, ""topology"": 0.0, ""value"": 0.0}",random_maze,5,7,4,2,"[2, 4]",True
random_maze_5_seed23,0.1,0.5,1,[4],3,"[0, 4, 6]","[77.69908235063136, 77.69908235063136, 3, 77.72630619236912]",77.69908235063136,77.69908235063136,False,25.908768730789706,77.72630619236912,"{""stochastic"": 77.72630619236912, ""topology"": 0.0, ""value"": 0.0}","{""stochastic"": 77.69908235063136, ""topology"": 0.0, ""value"": 0.0}",random_maze,5,7,4,2,"[2, 4]",False
random_maze_5_seed23,0.1,0.5,2,"[2, 4]",4,"[0, 2, 4, 6]","[0.0, 0.0, 4, 9.577269035516116]",0.0,0.0,True,3.1924230118387054,9.577269035516116,"{""stochastic"": 0.0, ""topology"": 9.577269035516116, ""value"": 9.577269035516116}","{""stochastic"": 0.0, ""topology"": 0.0, ""value"": 0.0}",random_maze,5,7,4,2,"[2, 4]",False
random_maze_5_seed0,0.0,0.1,0,[],2,"[0, 6]","[139.90735114626443, 69.95367557313222, 2, 77.72630619236912]",139.90735114626443,69.95367557313222,False,51.81753746157941,77.72630619236912,"{""stochastic"": 0.0, ""topology"": 77.72630619236912, ""value"": 77.72630619236912}","{""stochastic"": 0.0, ""topology"": 69.95367557313222, ""value"": 69.95367557313222}",random_maze,5,7,4,2,"[1, 4]",False
random_maze_5_seed0,0.0,0.1,1,[1],3,"[0, 1, 6]","[0.0, 0.0, 3, 0.0]",0.0,0.0,True,0.0,0.0,"{""stochastic"": 0.0, ""topology"": 0.0, ""value"": 0.0}","{""stochastic"": 0.0, ""topology"": 0.0, ""value"": 0.0}",random_maze,5,7,4,2,"[1, 4]",True
random_maze_5_seed0,0.0,0.1,1,[4],3,"[0, 4, 6]","[62.18104495389241, 31.090522476946205, 3, 38.86315309618312]",62.18104495389241,31.090522476946205,False,12.954384365394374,38.86315309618312,"{""stochastic"": 0.0, ""topology"": 38.86315309618312, ""value"": 38.86315309618312}","{""stochastic"": 0.0, ""topology"": 31.090522476946205, ""value"": 31.090522476946205}",random_maze,5,7,4,2,"[1, 4]",False
random_maze_5_seed0,0.0,0.1,2,"[1, 4]",4,"[0, 1, 4, 6]","[62.18104495389241, 31.090522476946205, 4, 38.86315309618312]",62.18104495389241,31.090522476946205,False,12.954384365394374,38.86315309618312,"{""stochastic"": 0.0, ""topology"": 38.86315309618312, ""value"": 38.86315309618312}","{""stochastic"": 0.0, ""topology"": 31.090522476946205, ""value"": 31.090522476946205}",random_maze,5,7,4,2,"[1, 4]",False
random_maze_5_seed12,0.0,0.1,0,[],2,"[0, 6]","[139.90735114626443, 69.95367557313222, 2, 77.72630619236912]",139.90735114626443,69.95367557313222,False,51.81753746157941,77.72630619236912,"{""stochastic"": 0.0, ""topology"": 77.72630619236912, ""value"": 77.72630619236912}","{""stochastic"": 0.0, ""topology"": 69.95367557313222, ""value"": 69.95367557313222}",random_maze,5,7,4,2,"[1, 4]",False
random_maze_5_seed12,0.0,0.1,1,[1],3,"[0, 1, 6]","[0.0, 0.0, 3, 0.0]",0.0,0.0,True,0.0,0.0,"{""stochastic"": 0.0, ""topology"": 0.0, ""value"": 0.0}","{""stochastic"": 0.0, ""topology"": 0.0, ""value"": 0.0}",random_maze,5,7,4,2,"[1, 4]",True
random_maze_5_seed12,0.0,0.1,1,[4],3,"[0, 4, 6]","[62.18104495389241, 31.090522476946205, 3, 38.86315309618312]",62.18104495389241,31.090522476946205,False,12.954384365394374,38.86315309618312,"{""stochastic"": 0.0, ""topology"": 38.86315309618312, ""value"": 38.86315309618312}","{""stochastic"": 0.0, ""topology"": 31.090522476946205, ""value"": 31.090522476946205}",random_maze,5,7,4,2,"[1, 4]",False
random_maze_5_seed12,0.0,0.1,2,"[1, 4]",4,"[0, 1, 4, 6]","[62.18104495389241, 31.090522476946205, 4, 38.86315309618312]",62.18104495389241,31.090522476946205,False,12.954384365394374,38.86315309618312,"{""stochastic"": 0.0, ""topology"": 38.86315309618312, ""value"": 38.86315309618312}","{""stochastic"": 0.0, ""topology"": 31.090522476946205, ""value"": 31.090522476946205}",random_maze,5,7,4,2,"[1, 4]",False
random_maze_5_seed24,0.0,0.1,0,[],2,"[0, 6]","[139.90735114626443, 69.95367557313222, 2, 77.72630619236912]",139.90735114626443,69.95367557313222,False,51.81753746157941,77.72630619236912,"{""stochastic"": 0.0, ""topology"": 77.72630619236912, ""value"": 77.72630619236912}","{""stochastic"": 0.0, ""topology"": 69.95367557313222, ""value"": 69.95367557313222}",random_maze,5,7,4,2,"[1, 4]",False
random_maze_5_seed24,0.0,0.1,1,[1],3,"[0, 1, 6]","[0.0, 0.0, 3, 0.0]",0.0,0.0,True,0.0,0.0,"{""stochastic"": 0.0, ""topology"": 0.0, ""value"": 0.0}","{""stochastic"": 0.0, ""topology"": 0.0, ""value"": 0.0}",random_maze,5,7,4,2,"[1, 4]",True
random_maze_5_seed24,0.0,0.1,1,[4],3,"[0, 4, 6]","[62.18104495389241, 31.090522476946205, 3, 38.86315309618312]",62.18104495389241,31.090522476946205,False,12.954384365394374,38.86315309618312,"{""stochastic"": 0.0, ""topology"": 38.86315309618312, ""value"": 38.86315309618312}","{""stochastic"": 0.0, ""topology"": 31.090522476946205, ""value"": 31.090522476946205}",random_maze,5,7,4,2,"[1, 4]",False
random_maze_5_seed24,0.0,0.1,2,"[1, 4]",4,"[0, 1, 4, 6]","[62.18104495389241, 31.090522476946205, 4, 38.86315309618312]",62.18104495389241,31.090522476946205,False,12.954384365394374,38.86315309618312,"{""stochastic"": 0.0, ""topology"": 38.86315309618312, ""value"": 38.86315309618312}","{""stochastic"": 0.0, ""topology"": 31.090522476946205, ""value"": 31.090522476946205}",random_maze,5,7,4,2,"[1, 4]",False
random_maze_5_seed0,0.0,0.25,0,[],2,"[0, 6]","[116.58945928855368, 58.29472964427684, 2, 77.72630619236912]",116.58945928855368,58.29472964427684,False,51.81753746157941,77.72630619236912,"{""stochastic"": 0.0, ""topology"": 77.72630619236912, ""value"": 77.72630619236912}","{""stochastic"": 0.0, ""topology"": 58.29472964427684, ""value"": 58.29472964427684}",random_maze,5,7,4,2,"[1, 4]",False
random_maze_5_seed0,0.0,0.25,1,[1],3,"[0, 1, 6]","[0.0, 0.0, 3, 0.0]",0.0,0.0,True,0.0,0.0,"{""stochastic"": 0.0, ""topology"": 0.0, ""value"": 0.0}","{""stochastic"": 0.0, ""topology"": 0.0, ""value"": 0.0}",random_maze,5,7,4,2,"[1, 4]",True
random_maze_5_seed0,0.0,0.25,1,[4],3,"[0, 4, 6]","[38.86315309618168, 19.43157654809084, 3, 38.86315309618312]",38.86315309618168,19.43157654809084,False,12.954384365394374,38.86315309618312,"{""stochastic"": 0.0, ""topology"": 38.86315309618312, ""value"": 38.86315309618312}","{""stochastic"": 0.0, ""topology"": 19.43157654809084, ""value"": 19.43157654809084}",random_maze,5,7,4,2,"[1, 4]",False
random_maze_5_seed0,0.0,0.25,2,"[1, 4]",4,"[0, 1, 4, 6]","[38.86315309618168, 19.43157654809084, 4, 38.86315309618312]",38.86315309618168,19.43157654809084,False,12.954384365394374,38.86315309618312,"{""stochastic"": 0.0, ""topology"": 38.86315309618312, ""value"": 38.86315309618312}","{""stochastic"": 0.0, ""topology"": 19.43157654809084, ""value"": 19.43157654809084}",random_maze,5,7,4,2,"[1, 4]",False
random_maze_5_seed12,0.0,0.25,0,[],2,"[0, 6]","[116.58945928855368, 58.29472964427684, 2, 77.72630619236912]",116.58945928855368,58.29472964427684,False,51.81753746157941,77.72630619236912,"{""stochastic"": 0.0, ""topology"": 77.72630619236912, ""value"": 77.72630619236912}","{""stochastic"": 0.0, ""topology"": 58.29472964427684, ""value"": 58.29472964427684}",random_maze,5,7,4,2,"[1, 4]",False
random_maze_5_seed12,0.0,0.25,1,[1],3,"[0, 1, 6]","[0.0, 0.0, 3, 0.0]",0.0,0.0,True,0.0,0.0,"{""stochastic"": 0.0, ""topology"": 0.0, ""value"": 0.0}","{""stochastic"": 0.0, ""topology"": 0.0, ""value"": 0.0}",random_maze,5,7,4,2,"[1, 4]",True
random_maze_5_seed12,0.0,0.25,1,[4],3,"[0, 4, 6]","[38.86315309618168, 19.43157654809084, 3, 38.86315309618312]",38.86315309618168,19.43157654809084,False,12.954384365394374,38.86315309618312,"{""stochastic"": 0.0, ""topology"": 38.86315309618312, ""value"": 38.86315309618312}","{""stochastic"": 0.0, ""topology"": 19.43157654809084, ""value"": 19.43157654809084}",random_maze,5,7,4,2,"[1, 4]",False
random_maze_5_seed12,0.0,0.25,2,"[1, 4]",4,"[0, 1, 4, 6]","[38.86315309618168, 19.43157654809084, 4, 38.86315309618312]",38.86315309618168,19.43157654809084,False,12.954384365394374,38.86315309618312,"{""stochastic"": 0.0, ""topology"": 38.86315309618312, ""value"": 38.86315309618312}","{""stochastic"": 0.0, ""topology"": 19.43157654809084, ""value"": 19.43157654809084}",random_maze,5,7,4,2,"[1, 4]",False
random_maze_5_seed24,0.0,0.25,0,[],2,"[0, 6]","[116.58945928855368, 58.29472964427684, 2, 77.72630619236912]",116.58945928855368,58.29472964427684,False,51.81753746157941,77.72630619236912,"{""stochastic"": 0.0, ""topology"": 77.72630619236912, ""value"": 77.72630619236912}","{""stochastic"": 0.0, ""topology"": 58.29472964427684, ""value"": 58.29472964427684}",random_maze,5,7,4,2,"[1, 4]",False
random_maze_5_seed24,0.0,0.25,1,[1],3,"[0, 1, 6]","[0.0, 0.0, 3, 0.0]",0.0,0.0,True,0.0,0.0,"{""stochastic"": 0.0, ""topology"": 0.0, ""value"": 0.0}","{""stochastic"": 0.0, ""topology"": 0.0, ""value"": 0.0}",random_maze,5,7,4,2,"[1, 4]",True
random_maze_5_seed24,0.0,0.25,1,[4],3,"[0, 4, 6]","[38.86315309618168, 19.43157654809084, 3, 38.86315309618312]",38.86315309618168,19.43157654809084,False,12.954384365394374,38.86315309618312,"{""stochastic"": 0.0, ""topology"": 38.86315309618312, ""value"": 38.86315309618312}","{""stochastic"": 0.0, ""topology"": 19.43157654809084, ""value"": 19.43157654809084}",random_maze,5,7,4,2,"[1, 4]",False
random_maze_5_seed24,0.0,0.25,2,"[1, 4]",4,"[0, 1, 4, 6]","[38.86315309618168, 19.43157654809084, 4, 38.86315309618312]",38.86315309618168,19.43157654809084,False,12.954384365394374,38.86315309618312,"{""stochastic"": 0.0, ""topology"": 38.86315309618312, ""value"": 38.86315309618312}","{""stochastic"": 0.0, ""topology"": 19.43157654809084, ""value"": 19.43157654809084}",random_maze,5,7,4,2,"[1, 4]",False
random_maze_5_seed0,0.0,0.5,0,[],2,"[0, 6]","[77.72630619236912, 38.86315309618456, 2, 77.72630619236912]",77.72630619236912,38.86315309618456,False,51.81753746157941,77.72630619236912,"{""stochastic"": 0.0, ""topology"": 77.72630619236912, ""value"": 77.72630619236912}","{""stochastic"": 0.0, ""topology"": 38.86315309618456, ""value"": 38.86315309618456}",random_maze,5,7,4,2,"[1, 4]",False
