map,slip,gamma,candidate_kind,candidate_top_fraction,residual_kind,residual_top_fraction,soft_kind,soft_top_fraction,local_horizon,hidden_threshold,soft_threshold,residual_threshold,residual_reward_weight,residual_hit_weight,soft_cost_weight,n_states,n_boundary,n_candidate_boundary,n_pair_options,n_edges_valid,invalid_hidden_count,hidden_mass_total,hidden_mass_max,soft_cost_all_total,soft_cost_valid_total,soft_cost_max,soft_over_threshold_count,model_residual_valid_total,model_residual_max,residual_hidden_mass_max,residual_over_threshold_count,feasible,start_value_smdp,start_value_primitive,start_gap,value_gap_max,start_best_option,policy_tv_total,policy_regions_total,policy_tv_mean,policy_regions_mean,target_policy_tv_total,target_policy_regions_total,target_policy_tv_mean,target_policy_regions_mean,hard_split_candidate_state,hard_split_candidate_coord,hard_split_candidate_score,residual_split_candidate_state,residual_split_candidate_coord,residual_split_candidate_score,soft_split_candidate_state,soft_split_candidate_coord,soft_split_candidate_score,description_length_proxy,step,split_candidate_state,split_candidate_score,split_candidate_source,split_candidate_coord,stop_reason
four_rooms,0.05,0.97,articulation_only,0.15,turn_articulation,0.15,combined,0.15,999.0,1e-06,3.0,0.5,0.05,0.0,1.0,51,4,4,12,12,0,0.0,0.0,3.8340394666748043,3.8340394666748043,1.830496678282954,0,3.065715239734387,0.9751879128316419,0.9664271847097837,2,True,-12.301146070245332,-12.185911752175528,0.11523431806980433,0.11523431806980433,fb_000_to_001,423.6000000000001,69.0,35.300000000000004,5.75,141.20000000000002,23.0,35.300000000000004,5.75,,,0.0,46,"(5, 7)",0.9421581276294999,,,0.0,66.23975470640919,2,,0.0,none,,hybrid_threshold
maze,0.0,0.97,articulation_only,0.15,turn_articulation,0.15,combined,0.15,999.0,1e-06,3.0,0.5,0.05,0.0,1.0,81,2,2,2,2,0,0.0,0.0,6.375771414961022,6.375771414961022,4.309620929135694,1,2.690963117499872,1.3454815587499362,1.0,2,True,-22.199077937496824,-22.199077937496824,0.0,0.0,fb_000_to_001,134.0,65.0,67.0,32.5,134.0,65.0,67.0,32.5,,,0.0,23,"(3, 1)",1.3454815587499362,63,"(6, 19)",0.97,73.4667345324609,0,63,0.97,soft_threshold,"(6, 19)",continue
maze,0.0,0.97,articulation_only,0.15,turn_articulation,0.15,combined,0.15,999.0,1e-06,3.0,0.5,0.05,0.0,1.0,81,3,3,6,6,0,0.0,0.0,6.8864923174089085,6.8864923174089085,3.442908174366695,1,3.9784916896776394,1.3870943904638517,1.0,3,True,-22.199077937496824,-22.199077937496824,0.0,0.0,fb_000_to_001,404.0,196.0,67.33333333333333,32.666666666666664,202.0,98.0,67.33333333333333,32.666666666666664,,,0.0,57,"(5, 19)",1.3870943904638517,57,"(5, 19)",0.9409,111.56498400708655,1,57,0.9409,soft_threshold,"(5, 19)",continue
maze,0.0,0.97,articulation_only,0.15,turn_articulation,0.15,combined,0.15,999.0,1e-06,3.0,0.5,0.05,0.0,1.0,81,4,4,12,12,0,0.0,0.0,6.711690842131786,6.711690842131786,2.579389870481129,0,5.154606909669065,1.3454815587499362,1.0,4,True,-22.199077937496824,-22.199077937496824,0.0,0.0,fb_000_to_001,804.0,390.0,67.0,32.5,268.0,130.0,67.0,32.5,,,0.0,4,"(1, 5)",2.477631133946086,,,0.0,150.06629775180085,2,,0.0,none,,hybrid_threshold
maze,0.05,0.97,articulation_only,0.15,turn_articulation,0.15,combined,0.15,999.0,1e-06,3.0,0.5,0.05,0.0,1.0,81,2,2,2,2,0,0.0,0.0,6.304422223627169,6.304422223627169,3.334608285737951,1,2.6656279434214607,1.3328148050908424,0.9999999999999998,2,True,-23.006540118862866,-23.006540118833655,2.921041186709772e-11,2.921041186709772e-11,fb_000_to_001,125.4666666666667,65.0,62.73333333333335,32.5,125.4666666666667,65.0,62.73333333333335,32.5,,,0.0,57,"(5, 19)",1.309842188250752,47,"(5, 7)",0.5747410106607281,71.66338350038197,0,47,0.5747410106607281,soft_threshold,"(5, 7)",continue
maze,0.05,0.97,articulation_only,0.15,turn_articulation,0.15,combined,0.15,999.0,1e-06,3.0,0.5,0.05,0.0,1.0,81,3,3,6,6,0,0.0,0.0,13.621540456894007,13.621540456894007,5.633864349512136,2,7.102823723601528,1.3301081871054743,1.0,6,True,-23.006540118862866,-23.006540118833655,2.921041186709772e-11,2.921041186709772e-11,fb_000_to_002,378.46666666666675,196.0,63.07777777777779,32.666666666666664,189.23333333333338,98.0,63.07777777777779,32.666666666666664,,,0.0,23,"(3, 1)",2.33025685805013,79,"(7, 18)",1.0337193825739674,118.87103084716222,1,79,1.0337193825739674,soft_threshold,"(7, 18)",continue
maze,0.05,0.97,articulation_only,0.15,turn_articulation,0.15,combined,0.15,999.0,1e-06,3.0,0.5,0.05,0.0,1.0,81,4,4,12,12,0,0.0,0.0,21.038328259341505,21.038328259341505,4.655639440723569,4,10.824460805445371,1.3128591892353998,1.0,9,True,-23.006540118862866,-23.006540118833655,2.921041186709772e-11,2.921041186709772e-11,fb_000_to_003,769.9,399.0,64.15833333333333,33.25,256.6333333333334,133.0,64.15833333333335,33.25,,,0.0,23,"(3, 1)",3.5018807396539007,78,"(7, 17)",1.9682708506852218,169.28945573145356,2,78,1.9682708506852218,soft_threshold,"(7, 17)",continue
maze,0.05,0.97,articulation_only,0.15,turn_articulation,0.15,combined,0.15,999.0,1e-06,3.0,0.5,0.05,0.0,1.0,81,5,5,20,20,0,0.0,0.0,21.903203303958005,21.903203303958005,3.793096915529348,5,13.654936565236893,1.3128591892353998,1.0,11,True,-23.006540118856854,-23.006540118833655,2.319922032256727e-11,2.319922032256727e-11,fb_000_to_004,1296.1333333333337,672.0,64.80666666666669,33.6,324.03333333333336,168.0,64.80666666666667,33.6,,,0.0,23,"(3, 1)",4.6737197657785625,71,"(7, 9)",2.513338900418383,214.36480653586156,3,71,2.513338900418383,soft_threshold,"(7, 9)",continue
maze,0.05,0.97,articulation_only,0.15,turn_articulation,0.15,combined,0.15,999.0,1e-06,3.0,0.5,0.05,0.0,1.0,81,6,6,30,30,0,0.0,0.0,22.722464805547236,22.722464805547236,3.3848617076512237,6,21.347815543609705,1.3128591892353998,1.0,19,True,-23.006540118856957,-23.006540118833655,2.3302249019252486e-11,2.3302249019252486e-11,fb_000_to_005,1966.5000000000007,1020.0,65.55000000000003,34.0,393.3,204.0,65.55,34.0,,,0.0,23,"(3, 1)",5.845562268706991,77,"(7, 16)",2.8577628620981255,267.230280349157,4,77,2.8577628620981255,soft_threshold,"(7, 16)",continue
maze,0.05,0.97,articulation_only,0.15,turn_articulation,0.15,combined,0.15,999.0,1e-06,3.0,0.5,0.05,0.0,1.0,81,7,7,42,42,0,0.0,0.0,20.68627668328751,20.68627668328751,2.861809167523088,0,25.14693063996582,1.3128591892353998,1.0,22,True,-23.00654011885091,-23.006540118833655,1.7255530337934033e-11,1.7255530337934033e-11,fb_000_to_006,2753.0,1428.0,65.54761904761905,34.0,458.8333333333334,238.0,65.54761904761907,34.0,,,0.0,23,"(3, 1)",7.017404798411889,,,0.0,313.69987398992004,5,,0.0,none,,hybrid_threshold
