option,src_state,src_coord,target_state,target_coord,primitive_distance,within_horizon,edge_valid,visible_mass,hidden_mass,hidden_gamma_mass,hidden_argmax_state,hidden_argmax_coord,hidden_argmax_prob,soft_cost,soft_argmax_state,soft_argmax_coord,soft_argmax_score,model_residual,residual_reward_abs,residual_gamma_l1,residual_hit_l1,residual_hidden_mass,residual_hidden_gamma_mass,residual_argmax_state,residual_argmax_coord,residual_argmax_prob,reward,map,slip,step
fb_001_to_000,10,"(1, 11)",0,"(1, 1)",10.0,True,True,1.0,0.0,0.0,,,0.0,0.97,9,"(1, 10)",0.97,1.9984014443252818e-16,1.7763568394002505e-15,1.1102230246251565e-16,0.0,0.0,0.0,,,0.0,-8.752529103502392,corridor,0.0,0
fb_000_to_001,0,"(1, 1)",10,"(1, 11)",10.0,True,True,1.0,0.0,0.0,,,0.0,0.7602310586545651,9,"(1, 10)",0.7602310586545651,1.1102230246251565e-16,0.0,1.1102230246251565e-16,0.0,0.0,0.0,,,0.0,-8.75252910350239,corridor,0.0,0
fb_001_to_000,10,"(1, 11)",0,"(1, 1)",10.0,True,True,0.999999999999999,0.0,0.0,,,0.0,1.0342918231950553,9,"(1, 10)",1.0342918231950553,0.14017118395240075,0.593716988105621,0.1104853345471197,0.1333333333333333,0.0,0.0,,,0.0,-9.255363868888725,corridor,0.05,0
fb_000_to_001,0,"(1, 1)",10,"(1, 11)",10.0,True,True,0.9999999999999989,0.0,0.0,,,0.0,0.7838731241815932,9,"(1, 10)",0.7838731241815932,0.14017118395240077,0.5937169881056192,0.11048533454711981,0.13333333333333286,0.0,0.0,,,0.0,-9.255363868888725,corridor,0.05,0
fb_001_to_000,34,"(5, 7)",0,"(1, 1)",10.0,True,True,1.0,0.0,0.0,,,0.0,0.97,27,"(4, 7)",0.97,0.9838719320700477,4.92895610350239,0.7374241268949282,1.0,1.0,0.8852928099999999,6,"(1, 7)",1.0,-8.75252910350239,open_room,0.0,0
fb_000_to_001,0,"(1, 1)",34,"(5, 7)",10.0,True,True,1.0,0.0,0.0,,,0.0,1.5204621173091302,32,"(5, 5)",0.7602310586545651,0.9838719320700477,4.92895610350239,0.7374241268949282,1.0,1.0,0.8852928099999999,28,"(5, 1)",1.0,-8.75252910350239,open_room,0.0,0
fb_001_to_000,34,"(5, 7)",0,"(1, 1)",10.0,True,True,1.0,0.0,0.0,,,0.0,0.018126511590962843,33,"(5, 6)",0.017814097830386316,0.9134444674604744,4.491877408200449,0.6888505970504519,0.9358364618880668,0.9358364618880669,0.8236069192964655,6,"(1, 7)",0.935836461453894,-9.268811904277364,open_room,0.05,0
fb_000_to_001,0,"(1, 1)",34,"(5, 7)",10.0,True,True,1.0,0.0,0.0,,,0.0,3.337033911680864,30,"(5, 3)",0.8796588346772263,0.9134444674604748,4.491877408200448,0.6888505970504524,0.9358364618880667,0.9358364618880667,0.8236069192964657,28,"(5, 1)",0.9358364614538938,-9.268811904277364,open_room,0.05,0
fb_001_to_000,30,"(5, 3)",0,"(1, 1)",6.0,True,True,0.9999999999999996,0.0,0.0,,,0.0,0.01781929875748021,31,"(5, 4)",0.01751255353563345,0.06717554595035811,0.18775708797297153,0.057787691551709534,0.06640719738376073,0.0003178738648346605,0.0002963479516145964,28,"(5, 1)",0.000312283591402007,-5.9320680025071635,open_room,0.05,1
fb_002_to_000,34,"(5, 7)",0,"(1, 1)",10.0,True,True,1.0000000000000002,0.0,0.0,,,0.0,0.018126345500039904,33,"(5, 6)",0.017814097829553708,0.9134444609928221,4.491877086244086,0.6888506066806177,0.9358364618524849,0.9358364618524848,0.8236069192679404,6,"(1, 7)",0.9358364614532574,-9.268810966580228,open_room,0.05,1
fb_000_to_001,0,"(1, 1)",30,"(5, 3)",6.0,True,True,1.0,0.0,0.0,,,0.0,8.772591969242038e-05,31,"(5, 4)",8.375133763787219e-05,0.8528793125294662,1.4644187360637746,0.7796583757262775,0.9358157281469591,0.935815727936426,0.8235909376593619,28,"(5, 1)",0.9358157278992213,-5.858521871096823,open_room,0.05,1
fb_002_to_001,34,"(5, 7)",30,"(5, 3)",4.0,True,True,0.9999999999999996,0.0,0.0,,,0.0,2.9830555556934994,33,"(5, 6)",1.0331236302889697,0.13246827528137428,0.2621457608812321,0.11936098723731267,0.13333284355962596,2.820255487489132e-07,2.2701615377717697e-07,28,"(5, 1)",1.8560260928027596e-07,-4.120974598865462,open_room,0.05,1
fb_000_to_002,0,"(1, 1)",34,"(5, 7)",10.0,True,True,0.9999999999999998,0.0,0.0,,,0.0,0.00023986442506327525,31,"(5, 4)",8.146602369865927e-05,0.8528795414602645,1.4644185766645474,0.7796586126270371,0.9358158428328722,0.935815727936789,0.8235909376595942,28,"(5, 1)",0.9358157278990075,-5.8586766377626756,open_room,0.05,1
fb_001_to_002,30,"(5, 3)",34,"(5, 7)",4.0,True,True,1.0000000000000002,0.0,0.0,,,0.0,2.981350623241183,31,"(5, 4)",1.0325331888485432,0.13104556443520912,0.25920185004251817,0.11808547193308322,0.1330193362547729,0.00032350995877118287,0.00030182620508463547,28,"(5, 1)",0.0003235037739064275,-4.137667656764183,open_room,0.05,1
fb_001_to_000,50,"(5, 11)",0,"(1, 1)",14.0,True,False,0.0,1.0,0.8329720049289999,26,"(3, 7)",1.0,1.2329439104767141,40,"(4, 11)",0.6352433976385771,0.953062489907928,6.00452424894641,0.6528362774606075,1.0,1.0,0.8329720049289999,26,"(3, 7)",1.0,-5.567599835699999,four_rooms,0.0,0
fb_000_to_001,0,"(1, 1)",50,"(5, 11)",14.0,True,False,0.0,1.0,0.8329720049289999,24,"(3, 5)",1.0,0.0,,,0.0,0.953062489907928,6.00452424894641,0.6528362774606075,1.0,1.0,0.8329720049289999,24,"(3, 5)",1.0,-5.567599835699999,four_rooms,0.0,0
fb_001_to_000,26,"(3, 7)",0,"(1, 1)",8.0,True,False,0.0,1.0,0.9409,24,"(3, 5)",1.0,0.0,,,0.0,1.0456710937082025,5.238554685410129,0.783743359437696,1.0,1.0,0.9409,24,"(3, 5)",1.0,-1.97,four_rooms,0.0,1
fb_002_to_000,50,"(5, 11)",0,"(1, 1)",14.0,True,True,1.0,0.0,0.0,24,"(3, 5)",0.0,1.2329439104767141,40,"(4, 11)",0.6352433976385771,0.0,0.0,0.0,0.0,0.0,0.0,4,"(1, 5)",0.0,-5.567599835699999,four_rooms,0.0,1
fb_000_to_001,0,"(1, 1)",26,"(3, 7)",8.0,True,False,0.0,1.0,0.8329720049289999,24,"(3, 5)",1.0,0.0,,,0.0,0.8657911019232025,1.6409548497101296,0.783743359437696,1.0,1.0,0.8329720049289999,24,"(3, 5)",1.0,-5.567599835699999,four_rooms,0.0,1
fb_002_to_001,50,"(5, 11)",26,"(3, 7)",6.0,True,True,1.0,0.0,0.0,24,"(3, 5)",0.0,1.2329439104767141,40,"(4, 11)",0.6352433976385771,0.0,0.0,0.0,0.0,0.0,0.0,4,"(1, 5)",0.0,-5.567599835699999,four_rooms,0.0,1
fb_000_to_002,0,"(1, 1)",50,"(5, 11)",14.0,True,False,0.0,1.0,0.8329720049289999,24,"(3, 5)",1.0,0.0,,,0.0,0.8657911019232025,1.6409548497101296,0.783743359437696,1.0,1.0,0.8329720049289999,24,"(3, 5)",1.0,-5.567599835699999,four_rooms,0.0,1
fb_001_to_002,26,"(3, 7)",50,"(5, 11)",6.0,True,True,1.0,0.0,0.0,24,"(3, 5)",0.0,1.1247528250588064,48,"(5, 9)",0.5623764125294032,1.012851996714,3.5975998356999996,0.8329720049289999,1.0,1.0,0.9409,46,"(5, 7)",1.0,-5.567599835699999,four_rooms,0.0,1
fb_001_to_000,24,"(3, 5)",0,"(1, 1)",6.0,True,True,1.0,0.0,0.0,,,0.0,0.0,,,0.0,1.012851996714,3.5975998356999996,0.8329720049289999,1.0,1.0,0.9409,4,"(1, 5)",1.0,-5.567599835699999,four_rooms,0.0,2
fb_002_to_000,26,"(3, 7)",0,"(1, 1)",8.0,True,True,1.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,"(1, 5)",0.0,-1.97,four_rooms,0.0,2
fb_003_to_000,50,"(5, 11)",0,"(1, 1)",14.0,True,True,1.0,0.0,0.0,,,0.0,1.2329439104767141,40,"(4, 11)",0.6352433976385771,0.0,0.0,0.0,0.0,0.0,0.0,4,"(1, 5)",0.0,-5.567599835699999,four_rooms,0.0,2
fb_000_to_001,0,"(1, 1)",24,"(3, 5)",6.0,True,True,1.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,"(1, 5)",0.0,-5.567599835699999,four_rooms,0.0,2
fb_002_to_001,26,"(3, 7)",24,"(3, 5)",2.0,True,True,1.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,"(1, 5)",0.0,-1.97,four_rooms,0.0,2
fb_003_to_001,50,"(5, 11)",24,"(3, 5)",8.0,True,True,1.0,0.0,0.0,,,0.0,1.2329439104767141,40,"(4, 11)",0.6352433976385771,0.0,0.0,0.0,0.0,0.0,0.0,4,"(1, 5)",0.0,-5.567599835699999,four_rooms,0.0,2
fb_000_to_002,0,"(1, 1)",26,"(3, 7)",8.0,True,True,1.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,"(1, 5)",0.0,-5.567599835699999,four_rooms,0.0,2
fb_001_to_002,24,"(3, 5)",26,"(3, 7)",2.0,True,True,1.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,"(1, 5)",0.0,-1.97,four_rooms,0.0,2
fb_003_to_002,50,"(5, 11)",26,"(3, 7)",6.0,True,True,1.0,0.0,0.0,,,0.0,1.2329439104767141,40,"(4, 11)",0.6352433976385771,0.0,0.0,0.0,0.0,0.0,0.0,4,"(1, 5)",0.0,-5.567599835699999,four_rooms,0.0,2
fb_000_to_003,0,"(1, 1)",50,"(5, 11)",14.0,True,True,1.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,"(1, 5)",0.0,-5.567599835699999,four_rooms,0.0,2
fb_001_to_003,24,"(3, 5)",50,"(5, 11)",8.0,True,True,1.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,"(1, 5)",0.0,-1.97,four_rooms,0.0,2
fb_002_to_003,26,"(3, 7)",50,"(5, 11)",6.0,True,True,1.0,0.0,0.0,,,0.0,1.1247528250588064,48,"(5, 9)",0.5623764125294032,1.012851996714,3.5975998356999996,0.8329720049289999,1.0,1.0,0.9409,46,"(5, 7)",1.0,-5.567599835699999,four_rooms,0.0,2
fb_001_to_000,50,"(5, 11)",0,"(1, 1)",14.0,True,False,0.0,0.9999999999999994,0.8206644506471236,26,"(3, 7)",0.9999999999999994,0.6676582215190286,40,"(4, 11)",0.6552799465478026,0.9353997146900606,5.734326922811219,0.6486833685494996,0.9999999999999993,0.9999999999999998,0.8207131762338362,26,"(3, 7)",0.9996759388772498,-5.977851645095878,four_rooms,0.05,0
fb_000_to_001,0,"(1, 1)",50,"(5, 11)",14.0,True,False,0.0,1.0000000000000004,0.8206644506471233,24,"(3, 5)",1.0000000000000004,0.00018265072057415448,42,"(5, 2)",0.00018265072057415448,0.9353997146900601,5.734326922811206,0.6486833685494997,0.9999999999999997,0.9999999999999998,0.8207131762338361,24,"(3, 5)",0.9996759388772498,-5.977851645095878,four_rooms,0.05,0
fb_001_to_000,24,"(3, 5)",0,"(1, 1)",6.0,True,False,0.9996976916196132,0.00030230838038643035,0.0002832569197053986,26,"(3, 7)",0.00030230838038643035,5.4771001686652154e-08,42,"(5, 2)",5.4771001686652154e-08,0.9754565430497713,3.4588377520243605,0.8025146554485533,0.9667293146404526,0.9667293146404526,0.9062797880092843,4,"(1, 5)",0.9661298250649621,-5.946006119837077,four_rooms,0.05,1
fb_002_to_000,50,"(5, 11)",0,"(1, 1)",14.0,True,False,0.0,0.9999999999999994,0.8206644506471236,26,"(3, 7)",0.9999999999999994,0.6676582215190286,40,"(4, 11)",0.6552799465478026,0.8484203945928543,1.3853609179508917,0.7791523486953098,0.9999999999999994,0.9999999999999998,0.8207131762338362,26,"(3, 7)",0.9996759388772498,-5.977851645095878,four_rooms,0.05,1
fb_000_to_001,0,"(1, 1)",24,"(3, 5)",6.0,True,True,1.0000000000000004,0.0,0.0,26,"(3, 7)",0.0,0.00018265072057415448,42,"(5, 2)",0.00018265072057415448,0.10144775077261481,0.28537911057351106,0.08717879524393926,0.09972453246689328,0.000324061122749875,0.00028205274396991495,41,"(5, 1)",0.000303270258409239,-5.977851645095878,four_rooms,0.05,1
fb_002_to_001,50,"(5, 11)",24,"(3, 5)",8.0,True,False,0.0,0.9999999999999994,0.8206644506471236,26,"(3, 7)",0.9999999999999994,0.6676582215190286,40,"(4, 11)",0.6552799465478026,0.8484203945928543,1.3853609179508917,0.7791523486953098,0.9999999999999994,0.9999999999999998,0.8207131762338362,26,"(3, 7)",0.9996759388772498,-5.977851645095878,four_rooms,0.05,1
fb_000_to_002,0,"(1, 1)",50,"(5, 11)",14.0,True,True,1.0000000000000004,0.0,0.0,26,"(3, 7)",0.0,0.00018265072057415448,42,"(5, 2)",0.00018265072057415448,0.10144775077261481,0.28537911057351106,0.08717879524393926,0.09972453246689328,0.000324061122749875,0.00028205274396991495,41,"(5, 1)",0.000303270258409239,-5.977851645095878,four_rooms,0.05,1
fb_001_to_002,24,"(3, 5)",50,"(5, 11)",8.0,True,False,4.394861634310756e-10,0.9999999995605137,0.9358446861315065,26,"(3, 7)",0.9999999995605137,9.34785184515909e-09,42,"(5, 2)",9.34785184515909e-09,1.037653386258505,5.086929072152278,0.783306932650891,0.9999999995932509,0.999999999593251,0.9359148048154595,26,"(3, 7)",0.9993945057345781,-2.138510450303426,four_rooms,0.05,1
fb_001_to_000,24,"(3, 5)",0,"(1, 1)",6.0,True,True,0.9999999999999997,0.0,0.0,,,0.0,5.4771001686652154e-08,42,"(5, 2)",5.4771001686652154e-08,0.9751879128316419,3.4582601528503205,0.8022749051891258,0.9664567319274437,0.9664271847097834,0.9059966779329903,4,"(1, 5)",0.9661298250649621,-5.946006119837077,four_rooms,0.05,2
fb_002_to_000,26,"(3, 7)",0,"(1, 1)",8.0,True,True,1.0,0.0,0.0,,,0.0,1.0049103168510595e-05,47,"(5, 8)",9.706334125492793e-06,0.1266632273588539,0.13090482578222495,0.12011798606974267,0.13215312601748372,0.000605493858672945,0.0005669460818013027,46,"(5, 7)",0.0003027467259618634,-2.138510450303426,four_rooms,0.05,2
fb_003_to_000,50,"(5, 11)",0,"(1, 1)",14.0,True,True,0.9999999999999994,0.0,0.0,,,0.0,0.6676582215190286,40,"(4, 11)",0.6552799465478026,0.10144775077261464,0.2853791105735075,0.08717879524393926,0.09972453246689339,0.0003240611227498748,0.000282052743969915,9,"(1, 11)",0.00030327025840923885,-5.977851645095878,four_rooms,0.05,2
fb_000_to_001,0,"(1, 1)",24,"(3, 5)",6.0,True,True,1.0000000000000004,0.0,0.0,,,0.0,0.00018265072057415448,42,"(5, 2)",0.00018265072057415448,0.10144775077261481,0.28537911057351106,0.08717879524393926,0.09972453246689328,0.000324061122749875,0.00028205274396991495,41,"(5, 1)",0.000303270258409239,-5.977851645095878,four_rooms,0.05,2
