option,src_state,src_coord,target_state,target_coord,primitive_distance,within_horizon,edge_valid,visible_mass,hidden_mass,hidden_gamma_mass,hidden_argmax_state,hidden_argmax_coord,hidden_argmax_prob,soft_cost,soft_argmax_state,soft_argmax_coord,soft_argmax_score,model_residual,residual_reward_abs,residual_gamma_l1,residual_hit_l1,residual_hidden_mass,residual_hidden_gamma_mass,residual_argmax_state,residual_argmax_coord,residual_argmax_prob,reward,map,slip,step
fb_002_to_001,26,"(3, 7)",24,"(3, 5)",2.0,True,True,1.0,0.0,0.0,,,0.0,1.0049103168510595e-05,47,"(5, 8)",9.706334125492793e-06,0.1266632273588539,0.13090482578222495,0.12011798606974267,0.13215312601748372,0.000605493858672945,0.0005669460818013027,46,"(5, 7)",0.0003027467259618634,-2.138510450303426,four_rooms,0.05,2
fb_003_to_001,50,"(5, 11)",24,"(3, 5)",8.0,True,True,0.9999999999999994,0.0,0.0,,,0.0,0.6676582215190286,40,"(4, 11)",0.6552799465478026,0.10144775077261464,0.2853791105735075,0.08717879524393926,0.09972453246689339,0.0003240611227498748,0.000282052743969915,9,"(1, 11)",0.00030327025840923885,-5.977851645095878,four_rooms,0.05,2
fb_000_to_002,0,"(1, 1)",26,"(3, 7)",8.0,True,True,1.0000000000000004,0.0,0.0,,,0.0,0.00018265072057415448,42,"(5, 2)",0.00018265072057415448,0.10144775077261481,0.28537911057351106,0.08717879524393926,0.09972453246689328,0.000324061122749875,0.00028205274396991495,41,"(5, 1)",0.000303270258409239,-5.977851645095878,four_rooms,0.05,2
fb_001_to_002,24,"(3, 5)",26,"(3, 7)",2.0,True,True,0.9999999999999998,0.0,0.0,,,0.0,9.34785184515909e-09,42,"(5, 2)",9.34785184515909e-09,0.12666322735885388,0.1309048257822245,0.12011798606974265,0.1321531260174842,0.0006054938586729451,0.0005669460818013026,45,"(5, 5)",0.0003027467259618635,-2.138510450303426,four_rooms,0.05,2
fb_003_to_002,50,"(5, 11)",26,"(3, 7)",6.0,True,True,0.9999999999999994,0.0,0.0,,,0.0,0.6676582215190286,40,"(4, 11)",0.6552799465478026,0.10144775077261464,0.2853791105735075,0.08717879524393926,0.09972453246689339,0.0003240611227498748,0.000282052743969915,9,"(1, 11)",0.00030327025840923885,-5.977851645095878,four_rooms,0.05,2
fb_000_to_003,0,"(1, 1)",50,"(5, 11)",14.0,True,True,1.0000000000000004,0.0,0.0,,,0.0,0.00018265072057415448,42,"(5, 2)",0.00018265072057415448,0.10144775077261481,0.28537911057351106,0.08717879524393926,0.09972453246689328,0.000324061122749875,0.00028205274396991495,41,"(5, 1)",0.000303270258409239,-5.977851645095878,four_rooms,0.05,2
fb_001_to_003,24,"(3, 5)",50,"(5, 11)",8.0,True,True,0.9999999999999998,0.0,0.0,,,0.0,9.34785184515909e-09,42,"(5, 2)",9.34785184515909e-09,0.12666322735885388,0.1309048257822245,0.12011798606974265,0.1321531260174842,0.0006054938586729451,0.0005669460818013026,45,"(5, 5)",0.0003027467259618635,-2.138510450303426,four_rooms,0.05,2
fb_002_to_003,26,"(3, 7)",50,"(5, 11)",6.0,True,True,1.0000000000000002,0.0,0.0,,,0.0,1.830496678282954,47,"(5, 8)",0.6335449604052737,0.9751879128316416,3.4582601528503196,0.8022749051891257,0.9664567319274435,0.9664271847097837,0.9059966779329901,46,"(5, 7)",0.9661298250649626,-5.946006119837075,four_rooms,0.05,2
fb_001_to_000,80,"(7, 19)",0,"(1, 1)",36.0,True,True,1.0,0.0,0.0,,,0.0,4.309620929135694,63,"(6, 19)",0.97,1.345481558749936,20.229077937496825,0.3340276618750948,1.0,1.0,0.9409,57,"(5, 19)",1.0,-22.199077937496824,maze,0.0,0
fb_000_to_001,0,"(1, 1)",80,"(7, 19)",36.0,True,True,1.0,0.0,0.0,,,0.0,2.0661504858253283,77,"(7, 16)",0.34435841430422154,1.3454815587499362,20.22907793749683,0.33402766187509486,1.0,1.0,0.9409,23,"(3, 1)",1.0,-22.199077937496824,maze,0.0,0
fb_001_to_000,63,"(6, 19)",0,"(1, 1)",35.0,True,True,1.0,0.0,0.0,,,0.0,3.442908174366695,57,"(5, 19)",0.9409,1.3870943904638517,20.854719523192603,0.3443584143042215,1.0,1.0,0.97,57,"(5, 19)",1.0,-21.854719523192607,maze,0.0,1
fb_002_to_000,80,"(7, 19)",0,"(1, 1)",36.0,True,True,1.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,"(1, 5)",0.0,-1.0,maze,0.0,1
fb_000_to_001,0,"(1, 1)",63,"(6, 19)",35.0,True,True,1.0,0.0,0.0,,,0.0,1.3774336572168857,56,"(5, 18)",0.3443584143042215,1.2459157404638517,18.031146523192604,0.34435841430422154,1.0,1.0,0.8852928099999999,4,"(1, 5)",1.0,-21.854719523192603,maze,0.0,1
fb_002_to_001,80,"(7, 19)",63,"(6, 19)",1.0,True,True,1.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,"(1, 5)",0.0,-1.0,maze,0.0,1
fb_000_to_002,0,"(1, 1)",80,"(7, 19)",36.0,True,True,1.0,0.0,0.0,,,0.0,2.0661504858253283,77,"(7, 16)",0.34435841430422154,1.3454815587499362,20.22907793749683,0.33402766187509486,1.0,1.0,0.9409,23,"(3, 1)",1.0,-22.199077937496824,maze,0.0,1
fb_001_to_002,63,"(6, 19)",80,"(7, 19)",1.0,True,True,1.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,"(1, 5)",0.0,-1.0,maze,0.0,1
fb_001_to_000,57,"(5, 19)",0,"(1, 1)",34.0,True,True,1.0,0.0,0.0,,,0.0,2.579389870481129,56,"(5, 18)",0.9126729999999998,1.3314942169730428,19.52971084865217,0.3550086745404345,1.0,1.0,0.9409,55,"(5, 17)",1.0,-21.49971084865217,maze,0.0,2
fb_002_to_000,63,"(6, 19)",0,"(1, 1)",35.0,True,True,1.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,"(1, 5)",0.0,-1.0,maze,0.0,2
fb_003_to_000,80,"(7, 19)",0,"(1, 1)",36.0,True,True,1.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,"(1, 5)",0.0,-1.0,maze,0.0,2
fb_000_to_001,0,"(1, 1)",57,"(5, 19)",34.0,True,True,1.0,0.0,0.0,,,0.0,1.0330752429126644,56,"(5, 18)",0.3443584143042215,1.238815566973043,17.676137848652168,0.35500867454043455,1.0,1.0,0.8852928099999999,4,"(1, 5)",1.0,-21.499710848652168,maze,0.0,2
fb_002_to_001,63,"(6, 19)",57,"(5, 19)",1.0,True,True,1.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,"(1, 5)",0.0,-1.0,maze,0.0,2
fb_003_to_001,80,"(7, 19)",57,"(5, 19)",2.0,True,True,1.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,"(1, 5)",0.0,-1.0,maze,0.0,2
fb_000_to_002,0,"(1, 1)",63,"(6, 19)",35.0,True,True,1.0,0.0,0.0,,,0.0,1.0330752429126644,56,"(5, 18)",0.3443584143042215,1.238815566973043,17.676137848652168,0.35500867454043455,1.0,1.0,0.8852928099999999,4,"(1, 5)",1.0,-21.499710848652168,maze,0.0,2
fb_001_to_002,57,"(5, 19)",63,"(6, 19)",1.0,True,True,1.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,"(1, 5)",0.0,-1.0,maze,0.0,2
fb_003_to_002,80,"(7, 19)",63,"(6, 19)",1.0,True,True,1.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,"(1, 5)",0.0,-1.0,maze,0.0,2
fb_000_to_003,0,"(1, 1)",80,"(7, 19)",36.0,True,True,1.0,0.0,0.0,,,0.0,2.0661504858253283,77,"(7, 16)",0.34435841430422154,1.3454815587499362,20.22907793749683,0.33402766187509486,1.0,1.0,0.9409,23,"(3, 1)",1.0,-22.199077937496824,maze,0.0,2
fb_001_to_003,57,"(5, 19)",80,"(7, 19)",2.0,True,True,1.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,"(1, 5)",0.0,-1.0,maze,0.0,2
fb_002_to_003,63,"(6, 19)",80,"(7, 19)",1.0,True,True,1.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,"(1, 5)",0.0,-1.0,maze,0.0,2
fb_001_to_000,80,"(7, 19)",0,"(1, 1)",36.0,True,True,0.999999999999997,0.0,0.0,,,0.0,2.969813937889218,63,"(6, 19)",1.017021309114977,1.3328148050908424,19.794144024558808,0.3431076038629019,0.999999999999997,0.9999999999999998,0.9369319245996661,57,"(5, 19)",0.9827638342908979,-23.006627682363693,maze,0.05,0
fb_000_to_001,0,"(1, 1)",80,"(7, 19)",36.0,True,True,0.9999999999999956,0.0,0.0,,,0.0,3.334608285737951,47,"(5, 7)",0.5747410106607281,1.332813138330618,19.794060686547596,0.3431101040032383,0.999999999999997,0.9999999999999998,0.9369319245996663,23,"(3, 1)",0.9827638342908979,-23.006540118862866,maze,0.05,0
fb_001_to_000,47,"(5, 7)",0,"(1, 1)",18.0,True,True,0.9999999999999984,0.0,0.0,,,0.0,8.203784281183899e-08,71,"(7, 9)",8.066759367696484e-08,1.1714423447270694,11.748745462290758,0.5840050716125315,0.9999999999999982,1.0,0.9364674354812542,45,"(5, 5)",0.9993848046754845,-14.80059155477177,maze,0.05,1
fb_002_to_000,80,"(7, 19)",0,"(1, 1)",36.0,True,True,0.9999999999999971,0.0,0.0,,,0.0,2.9595595390711362,63,"(6, 19)",1.017021309114977,1.3301081871054743,19.658813125290408,0.3471675308409539,0.999999999999997,0.9999999999999998,0.9369319245996661,57,"(5, 19)",0.9827638342908979,-22.864435096559838,maze,0.05,1
fb_000_to_001,0,"(1, 1)",47,"(5, 7)",18.0,True,True,0.9999999999999989,0.0,0.0,,,0.0,4.3581817341981755e-34,,,0.0,1.1718426139062448,11.746385954443817,0.5845233161840541,0.9999999999999987,1.0,0.9369148948173686,23,"(3, 1)",0.9999999052963131,-14.790334397191913,maze,0.05,1
fb_002_to_001,80,"(7, 19)",47,"(5, 7)",18.0,True,True,0.9999999999999987,0.0,0.0,,,0.0,5.633864349512136,79,"(7, 18)",1.0337193825739674,1.0732237042522086,9.768150334264238,0.5848161875389968,0.999999999999999,0.9999999999999999,0.8778606975669242,76,"(7, 15)",0.9996922130177603,-14.779908624955594,maze,0.05,1
fb_000_to_002,0,"(1, 1)",80,"(7, 19)",36.0,True,True,0.9999999999999982,0.0,0.0,,,0.0,0.01758137099260948,56,"(5, 18)",0.0058932598123490965,1.1787311607346052,12.089961806746935,0.5742330703972583,0.9999999999999987,0.9999999999999998,0.9369319245996663,23,"(3, 1)",0.9827638342908979,-14.911820088703005,maze,0.05,1
fb_001_to_002,47,"(5, 7)",80,"(7, 19)",18.0,True,True,0.9999999999999982,0.0,0.0,,,0.0,5.010535115280285,71,"(7, 9)",0.8377796334727944,1.177475712875926,11.999984866032166,0.5774764695743175,0.9999999999999988,1.0,0.9374760155552821,69,"(7, 7)",0.9824614454188086,-14.790171549606312,maze,0.05,1
fb_001_to_000,47,"(5, 7)",0,"(1, 1)",18.0,True,True,0.9999999999999984,0.0,0.0,,,0.0,8.203784281183899e-08,71,"(7, 9)",8.066759367696484e-08,1.1714423447270694,11.748745462290758,0.5840050716125315,0.9999999999999982,1.0,0.9364674354812542,45,"(5, 5)",0.9993848046754845,-14.80059155477177,maze,0.05,2
fb_002_to_000,79,"(7, 18)",0,"(1, 1)",35.0,True,True,0.9999999999999989,0.0,0.0,,,0.0,4.655639440723569,78,"(7, 17)",0.9841354253426109,1.097844275811965,10.212022827413618,0.5872431344412842,0.9842104332449149,0.9824562334217505,0.8919743663928739,76,"(7, 15)",0.9824562334217505,-13.914471618357041,maze,0.05,2
