target_validation_failure_recall,metric,risk_threshold,validation_audit_rate,validation_failure_recall,test_n_rows,test_n_student_failures,test_audit_rate,test_failure_recall,test_undetected_failures,test_accepted_feasible_rate,test_fallback_rate,test_median_selective_pipeline_time_sec,test_median_selective_speedup_vs_teacher,test_max_accepted_normalized_start_gap
0.9,constraint_max_group_probability,0.01691615767776966,0.17777777777777778,1.0,90,9,0.14444444444444443,0.3333333333333333,6,0.9111111111111111,0.03333333333333333,0.2349324809620157,23.22757290385195,0.009415296610909554
1.0,constraint_max_group_probability,0.01691615767776966,0.17777777777777778,1.0,90,9,0.14444444444444443,0.3333333333333333,6,0.9111111111111111,0.03333333333333333,0.2349324809620157,23.22757290385195,0.009415296610909554
