map,slip,gamma,candidate_kind,candidate_top_fraction,residual_kind,residual_top_fraction,soft_kind,soft_top_fraction,local_horizon,hidden_threshold,soft_threshold,residual_threshold,residual_threshold_mode,compute_struct_distinct,struct_mdl_node_cost_weight,struct_mdl_edge_cost_weight,struct_mdl_exposure_bit_weight,struct_mdl_min_gain,residual_reward_weight,residual_hit_weight,value_scale_task,soft_cost_weight,n_states,n_boundary,n_candidate_boundary,n_pair_options,n_edges_valid,invalid_hidden_count,hidden_mass_total,hidden_mass_max,soft_cost_all_total,soft_cost_valid_total,soft_cost_max,soft_over_threshold_count,model_residual_valid_total,model_residual_max,residual_threshold_metric_valid_total,residual_threshold_metric_max,residual_backup_value_norm_valid_total,residual_backup_value_norm_max,struct_hidden_prob_valid_total,struct_hidden_prob_max,struct_hidden_prob_cvar95,struct_hidden_bits_valid_total,struct_hidden_bits_max,struct_hidden_bits_cvar95,struct_hidden_distinct_valid_total,struct_hidden_distinct_max,struct_hidden_distinct_cvar95,struct_hidden_distinct_bits_valid_total,struct_hidden_distinct_bits_max,struct_hidden_distinct_bits_cvar95,struct_nohit_prob_max,beta_global,l_gamma_row_max,residual_hidden_mass_max,residual_over_threshold_count,feasible,start_value_smdp,start_value_primitive,start_gap,value_gap_max,start_best_option,policy_tv_total,policy_regions_total,policy_tv_mean,policy_regions_mean,target_policy_tv_total,target_policy_regions_total,target_policy_tv_mean,target_policy_regions_mean,occupancy_mass_total,occupancy_struct_hidden_distinct,occupancy_struct_hidden_distinct_bits,occupancy_model_residual,occupancy_soft_cost,hard_split_candidate_state,hard_split_candidate_coord,hard_split_candidate_score,residual_split_candidate_state,residual_split_candidate_coord,residual_split_candidate_score,struct_mdl_split_candidate_state,struct_mdl_split_candidate_coord,struct_mdl_split_gain,struct_mdl_split_benefit,struct_mdl_split_cost,soft_split_candidate_state,soft_split_candidate_coord,soft_split_candidate_score,description_length_proxy,step,proposal_kind,n_proposal_boundary,exact_mdl_split_candidate_state,exact_mdl_split_candidate_coord,exact_mdl_split_gain,exact_mdl_base_bits,exact_mdl_candidate_bits,exact_mdl_candidates_evaluated,rd_split_candidate_state,rd_split_candidate_coord,rd_split_candidate_states,rd_split_candidate_coords,rd_split_batch_size,rd_split_gain,rd_base_rate_bits,rd_candidate_rate_bits,rd_base_objective,rd_candidate_objective,rd_base_violation,rd_candidate_violation,rd_violation_gain,rd_struct_delta,rd_model_delta,rd_value_delta,rd_start_gap_delta,rd_struct_break_even_lambda,rd_candidates_evaluated,split_candidate_state,split_candidate_states,split_candidate_score,split_candidate_source,split_candidate_coord,split_candidate_coords,split_batch_size,stop_reason
maze,0.05,0.97,articulation_only,0.15,turn_articulation,0.15,combined,0.15,999.0,1e-06,1e-06,0.5,raw,True,1.0,0.1,1.0,0.0,0.05,0.0,23.006540118833655,1.0,81,2,2,2,2,0,0.0,0.0,6.304422223627169,6.304422223627169,3.334608285737951,2,2.6656279434214607,1.3328148050908424,2.6656279434214607,1.3328148050908424,3.664160671607529,1.8320829680789457,1.9999999999999996,0.9999999999999998,0.9999999999999998,79.7262742772967,39.86313713864835,39.86313713864835,24.034811509162537,12.966122478284957,12.966122478284957,139.31993253081794,76.43104130885013,76.43104130885013,2.220446049250313e-16,0.3431101040032383,21.896413204569914,0.9999999999999998,2,True,-23.006540118862866,-23.006540118833655,2.921041186709772e-11,2.921041186709772e-11,fb_000_to_001,125.4666666666667,65.0,62.73333333333335,32.5,125.4666666666667,65.0,62.73333333333335,32.5,1.0,11.06868903087758,62.88889122196781,1.332813138330618,3.334608285737951,,,0.0,57,"(5, 19)",1.309842188250752,57,"(5, 19)",6.193625726616286,12.93347572950091,6.739850002884625,63,"(6, 19)",1.017021309114977,71.66338350038197,0,residual,30,,,0.0,0.0,0.0,0,4,"(1, 5)",[4],"[(1, 5)]",1,-38.66378074817704,59.09333333333334,97.75711408151038,59.09333333333334,97.75711408151038,9.06868903087758,8.844551080525244,0.2241379503523362,0.2241379503523362,0.01991753492498871,0.0,0.0,172.499930009171,11,4,[4],0.2241379503523362,residual_rate_distortion,"(1, 5)","[(1, 5)]",1,continue
maze,0.05,0.97,articulation_only,0.15,turn_articulation,0.15,combined,0.15,999.0,1e-06,1e-06,0.5,raw,True,1.0,0.1,1.0,0.0,0.05,0.0,23.006540118833655,1.0,81,3,3,6,6,0,0.0,0.0,10.375293367274708,10.375293367274708,3.31702691056605,4,5.481134086984149,1.3128956034056294,5.481134086984149,1.3128956034056294,9.928619471701307,1.9475407666068947,3.9833793135516897,0.9999999999999998,0.9999999999999998,108.91758397915007,39.86313713864835,39.86313713864835,46.82852947664694,11.999999911802908,11.999999911802908,693.3960785345216,280.28025794319177,280.28025794319177,3.3306690738754696e-16,0.8855844878030739,21.58510958422026,0.9999999999999998,4,True,-23.006540118862866,-23.006540118833655,2.921041186709772e-11,2.921041186709772e-11,fb_000_to_002,374.5333333333334,194.0,62.42222222222224,32.333333333333336,187.2666666666667,97.0,62.42222222222224,32.333333333333336,1.0,10.844551080525244,62.56270712493484,1.3128956034056294,3.31702691056605,,,0.0,57,"(5, 19)",2.582451246760603,57,"(5, 19)",28.83696315013175,35.77681315301638,6.939850002884624,63,"(6, 19)",2.0507406175336422,113.1097607875922,1,residual,30,,,0.0,0.0,0.0,0,,,[],[],0,-37.857031386250085,94.75711408151038,132.61414546776047,94.75711408151038,132.61414546776047,8.844551080525244,8.844551080525244,0.0,0.0,0.0,0.0,0.0,inf,11,,[],0.0,none,,[],0,hybrid_threshold
