option,src_state,src_coord,target_state,target_coord,primitive_distance,within_horizon,edge_valid,visible_mass,hidden_mass,hidden_gamma_mass,hidden_argmax_state,hidden_argmax_coord,hidden_argmax_prob,soft_cost,soft_argmax_state,soft_argmax_coord,soft_argmax_score,model_residual,residual_threshold_metric,residual_reward_abs,residual_gamma_l1,residual_hit_l1,residual_backup_raw,residual_backup_value,residual_backup_value_norm,residual_reward_per_discounted_step,residual_gamma_relative,residual_tau_relative,value_scale_task,beta_row,l_gamma_row,expected_tau_global,expected_tau_residual,struct_hidden_prob,struct_hit_prob,struct_nohit_prob,struct_reference_prob,struct_hidden_norm,struct_hidden_bits,struct_hidden_distinct,struct_hidden_distinct_bits,struct_distinct_argmax_state,struct_distinct_argmax_coord,struct_distinct_argmax_score,struct_distinct_scores,residual_hidden_mass,residual_hidden_gamma_mass,residual_argmax_state,residual_argmax_coord,residual_argmax_prob,reward,policy_occupancy,map,slip,step
fb_001_to_000,80,"(7, 19)",0,"(1, 1)",36.0,True,True,0.999999999999997,0.0,0.0,,,0.0,2.969813937889218,63,"(6, 19)",1.017021309114977,1.3328148050908424,1.3328148050908424,19.794144024558808,0.3431076038629019,0.999999999999997,20.13725162842171,27.687862877907545,1.8320777035285833,0.9039902489795749,1.0,0.9164217347812815,23.006540118833655,0.3431076038629019,21.896413204569914,36.59587006308874,2.142197599261311,0.9999999999999998,0.9999999999999998,2.220446049250313e-16,0.0,0.9999999999999998,39.86313713864835,12.966122478284957,76.43104130885013,57,"(5, 19)",0.9827638358955852,"{""4"": 0.9827586206896523, ""5"": 0.9827586206896527, ""11"": 0.9827586206896537, ""12"": 0.9827586206896539, ""16"": 0.9827586206896539, ""23"": 0.017241379310344782, ""25"": 0.017241379310344786, ""26"": 0.9827586206896523, ""28"": 0.9827586206896525, ""29"": 0.0002972667656958334, ""31"": 0.0002972651886924814, ""32"": 0.9827586206896537, ""34"": 0.9827586206896539, ""35"": 0.9827586206901487, ""37"": 0.9827586206896548, ""42"": 0.017241379310344796, ""44"": 0.017241379310344793, ""45"": 0.017241379310344807, ""49"": 0.00030248033877798173, ""50"": 0.000297355104596114, ""54"": 0.01724137931083887, ""55"": 0.9827586222948189, ""57"": 0.9827638358955852, ""64"": 0.017241379310344793, ""68"": 0.0172413793103448, ""69"": 0.016944205644176973, ""75"": 0.016944204067165257, ""76"": 0.017241380915509107}",0.9999999999999998,0.9369319245996661,57,"(5, 19)",0.9827638342908979,-23.006627682363693,0.0,maze,0.05,0
fb_000_to_001,0,"(1, 1)",80,"(7, 19)",36.0,True,True,0.9999999999999956,0.0,0.0,,,0.0,3.334608285737951,47,"(5, 7)",0.5747410106607281,1.332813138330618,1.332813138330618,19.794060686547596,0.3431101040032383,0.999999999999997,20.137170790550833,27.687837059475285,1.8320829680789457,0.9039898835639203,1.0,0.9164224072109537,23.006540118833655,0.3431101040032383,21.896329866558705,36.596172543427535,2.142197599261311,0.9999999999999998,0.9999999999999998,2.220446049250313e-16,0.0,0.9999999999999998,39.86313713864835,11.06868903087758,62.88889122196781,23,"(3, 1)",0.9827638358955852,"{""4"": 0.017241380915509107, ""5"": 0.01724137931034482, ""11"": 0.017241379310344817, ""12"": 0.017241379310344807, ""16"": 0.0172413793103448, ""23"": 0.9827638358955852, ""25"": 0.982758622294819, ""26"": 0.017241379310838873, ""28"": 0.017241379310344977, ""29"": 0.016944115755471417, ""31"": 0.016944205644662494, ""32"": 0.017241379310344813, ""34"": 0.017241379310344807, ""35"": 0.017241379310344786, ""37"": 0.017241379310344786, ""42"": 0.9827586206896546, ""44"": 0.982758620690149, ""45"": 0.9827586206896535, ""49"": 0.016949240961978494, ""50"": 0.017241379310344942, ""54"": 0.9827586206896535, ""55"": 0.017241379310344786, ""57"": 0.017241379310344786, ""64"": 0.9827586206896541, ""68"": 0.9827586206896537, ""69"": 0.9658196318284186, ""75"": 0.9658197217180856, ""76"": 0.9827586206896527}",0.9999999999999998,0.9369319245996663,23,"(3, 1)",0.9827638342908979,-23.006540118862866,1.0,maze,0.05,0
fb_001_to_000,4,"(1, 5)",0,"(1, 1)",4.0,True,True,0.9999999999999997,0.0,0.0,,,0.0,4.755676097758027e-52,,,0.0,0.13212104162503505,0.13212104162503505,0.2574596745383255,0.11924805789811876,0.13302536951643407,0.3767077324364443,3.0009449026643935,1.1400444937289393,0.06750649529808486,0.13465463718085788,0.05674705093590383,23.006540118833655,0.8855844878030737,3.813850406564205,4.000000378931414,4.283735655114174,0.0003077869822395546,0.9999999999999997,3.3306690738754696e-16,0.0,0.0003077869822395546,0.00044411110224166995,0.0003078817442324958,0.0004442478149053929,26,"(3, 5)",0.0003077869822395546,"{""5"": 2.91575362896025e-11, ""11"": 8.501620030177514e-22, ""12"": 2.4788631803328834e-32, ""16"": 2.34829759899879e-39, ""23"": 0.0, ""25"": 0.0, ""26"": 0.0003077869822395546, ""28"": 9.473283540491939e-08, ""29"": 0.0, ""31"": 0.0, ""32"": 2.616688221045711e-25, ""34"": 8.05382647290154e-29, ""35"": 2.224609110020727e-46, ""37"": 7.227754998457342e-43, ""42"": 0.0, ""44"": 0.0, ""45"": 0.0, ""49"": 0.0, ""50"": 0.0, ""54"": 0.0, ""55"": 6.847057894800635e-50, ""57"": 2.107435486242117e-53, ""64"": 0.0, ""68"": 0.0, ""69"": 0.0, ""75"": 0.0, ""76"": 0.0}",0.0003077869822395546,0.0002883702098130027,26,"(3, 5)",0.0003077869822395546,-4.073016917696817,0.0,maze,0.05,1
fb_002_to_000,80,"(7, 19)",0,"(1, 1)",36.0,True,True,0.999999999999997,0.0,0.0,,,0.0,2.969813937889218,63,"(6, 19)",1.017021309114977,1.3059244955406442,1.3059244955406442,18.449628547048906,0.3834430681881989,0.9999999999999971,18.833071615237106,27.271326878609372,1.9225682801113464,0.8977092428188214,1.0,0.906470718175756,23.006540118833655,0.3834430681881989,20.55189772706002,32.595870063088746,2.142197599261311,0.9999999999999998,0.9999999999999998,2.220446049250313e-16,0.0,0.9999999999999998,39.86313713864835,11.983363857595306,70.57306031372292,57,"(5, 19)",0.9827638358955852,"{""5"": 0.982758620689653, ""11"": 0.9827586206896539, ""12"": 0.9827586206896539, ""16"": 0.9827586206896539, ""23"": 0.01724137931034478, ""25"": 0.01724137931034478, ""26"": 0.9827586206896525, ""28"": 0.9827586206896527, ""29"": 0.0002972667656958334, ""31"": 0.0002972651886924814, ""32"": 0.9827586206896539, ""34"": 0.9827586206896539, ""35"": 0.9827586206901487, ""37"": 0.9827586206896548, ""42"": 0.017241379310344793, ""44"": 0.01724137931034479, ""45"": 0.017241379310344803, ""49"": 0.00030248033877798173, ""50"": 0.000297355104596114, ""54"": 0.01724137931083887, ""55"": 0.9827586222948189, ""57"": 0.9827638358955852, ""64"": 0.017241379310344796, ""68"": 0.017241379310344803, ""69"": 0.016944205644176973, ""75"": 0.016944204067165257, ""76"": 0.017241380915509107}",0.9999999999999998,0.9369319245996661,57,"(5, 19)",0.9827638342908979,-21.593941197355726,0.0,maze,0.05,1
fb_000_to_001,0,"(1, 1)",4,"(1, 5)",4.0,True,True,0.9999999999999999,0.0,0.0,,,0.0,1.471858703227305e-32,,,0.0,0.132121041625035,0.132121041625035,0.25745967453832463,0.11924805789811876,0.13302536951643396,0.3767077324364434,3.0009449026643926,1.1400444937289402,0.06750649529808468,0.13465463718085788,0.056747050935904195,23.006540118833655,0.8855844878030739,3.8138504065642014,4.000000378931413,4.2837356551141745,0.0003077869822395546,0.9999999999999997,3.3306690738754696e-16,0.0,0.0003077869822395546,0.00044411110224166995,0.0003078817442414729,0.00044424781491836677,23,"(3, 1)",0.0003077869822395546,"{""5"": 0.0, ""11"": 0.0, ""12"": 0.0, ""16"": 0.0, ""23"": 0.0003077869822395546, ""25"": 9.47328354049194e-08, ""26"": 0.0, ""28"": 0.0, ""29"": 2.3482975989999712e-39, ""31"": 7.227755010262614e-43, ""32"": 0.0, ""34"": 0.0, ""35"": 0.0, ""37"": 0.0, ""42"": 8.974310954017386e-15, ""44"": 2.91575362896025e-11, ""45"": 8.05382647290154e-29, ""49"": 7.629618899147073e-36, ""50"": 2.2246209188648835e-46, ""54"": 4.1422227647235632e-53, ""55"": 0.0, ""57"": 0.0, ""64"": 2.762176347804675e-18, ""68"": 2.6166882210457106e-25, ""69"": 7.629618899147136e-36, ""75"": 2.2252820141077763e-46, ""76"": 1.2749156017448533e-56}",0.0003077869822395546,0.0002883702098130027,23,"(3, 1)",0.0003077869822395546,-4.073016917696818,0.0,maze,0.05,1
fb_002_to_001,80,"(7, 19)",4,"(1, 5)",32.0,True,True,0.999999999999997,0.0,0.0,,,0.0,2.928073423329655,63,"(6, 19)",1.0337193084186653,1.299036005252172,1.299036005252172,18.10605552174019,0.39373322916516273,0.9999999999999972,18.499788750905353,27.164494854646428,1.9475407635463433,0.8959449730425401,1.0,0.9047619307243538,23.006540118833655,0.39373322916516273,20.208892361161226,32.00000260349046,2.1428565340477275,0.9999999999999998,0.9999999999999998,2.220446049250313e-16,0.0,0.9999999999999998,39.86313713864835,11.999999911802908,280.28025794319177,57,"(5, 19)",0.9999999069291351,"{""5"": 0.9999999069004782, ""11"": 0.9999999069004792, ""12"": 0.9999999069004792, ""16"": 0.9999999069004795, ""23"": 9.309951947876167e-08, ""25"": 9.309951947876167e-08, ""26"": 0.9999999069004778, ""28"": 0.999999906900478, ""29"": 1.6051727965106929e-09, ""31"": 1.6051642810519439e-09, ""32"": 0.9999999069004792, ""34"": 0.9999999069004792, ""35"": 0.9999999069004799, ""37"": 0.9999999069004799, ""42"": 9.309951947876176e-08, ""44"": 9.30995194787617e-08, ""45"": 9.309951947876178e-08, ""49"": 1.6333249031361873e-09, ""50"": 1.6056498064424154e-09, ""54"": 9.310001352743195e-08, ""55"": 0.999999906900489, ""57"": 0.9999999069291351, ""64"": 9.309951947876177e-08, ""68"": 9.30995194787618e-08, ""69"": 9.149484939848773e-08, ""75"": 9.149484088302826e-08, ""76"": 9.473284437923034e-08}",0.9999999999999998,0.9369148948173686,57,"(5, 19)",0.9999999052963129,-21.58216809892754,0.0,maze,0.05,1
fb_000_to_002,0,"(1, 1)",80,"(7, 19)",36.0,True,True,0.9999999999999958,0.0,0.0,,,0.0,3.31702691056605,47,"(5, 7)",0.5747410099365827,1.3128956034056294,1.3128956034056294,19.482840404209153,0.33875358319517174,0.9844876245950406,19.821593987404324,27.276388306387524,1.8308806739788432,0.9026055822506472,0.9611483699702442,0.9151554692900358,23.006540118833655,0.35244671247339165,21.58510958422026,36.03476904130353,2.142197599261311,0.9827638342908979,0.9999999999999998,2.220446049250313e-16,0.0,0.9827638342908979,5.858417316026354,10.844551080525244,62.56270712493484,23,"(3, 1)",0.9827638342908979,"{""5"": 0.0, ""11"": 0.0, ""12"": 0.0, ""16"": 0.0, ""23"": 0.9827638342908979, ""25"": 0.982758620689655, ""26"": 0.0, ""28"": 0.0, ""29"": 0.016944115727796166, ""31"": 0.0169442056169871, ""32"": 0.0, ""34"": 0.0, ""35"": 0.0, ""37"": 0.0, ""42"": 0.9827586190844902, ""44"": 0.9827586190849845, ""45"": 0.982758619084489, ""49"": 0.016949240934294865, ""50"": 0.01724137928218416, ""54"": 0.982758619084489, ""55"": 0.0, ""57"": 0.0, ""64"": 0.9827586190844898, ""68"": 0.9827586190844894, ""69"": 0.9658196302509212, ""75"": 0.9658197201405876, ""76"": 0.982758619084489}",0.9827638342908979,0.9217845493645167,23,"(3, 1)",0.9827638342908979,-22.679539996890433,1.0,maze,0.05,1
fb_001_to_002,4,"(1, 5)",80,"(7, 19)",32.0,True,True,0.9999999999999972,0.0,0.0,,,0.0,1.1603790954897863,56,"(5, 18)",0.3889580336718083,1.2990358995356326,1.2990358995356326,18.10605386577471,0.3937332062468971,0.9999999178690244,18.499787072021608,27.164492671410954,1.9475407666068947,0.8959449645160188,0.999999815618253,0.9047619221170781,23.006540118833655,0.3937332788441269,20.208890705195753,31.999999621068586,2.142856534047727,0.9999999052963129,0.9999999999999998,2.220446049250313e-16,0.0,0.9999999052963129,23.332004163622543,11.999998863235014,279.97916465704225,26,"(3, 5)",0.9999999052963129,"{""5"": 0.9999999052671552, ""11"": 0.999999905267155, ""12"": 0.9999999052671538, ""16"": 0.9999999052671533, ""23"": 0.0, ""25"": 0.0, ""26"": 0.9999999052963129, ""28"": 0.9999999052671641, ""29"": 0.0, ""31"": 0.0, ""32"": 0.9999999052671548, ""34"": 0.9999999052671539, ""35"": 0.9999999052671533, ""37"": 0.9999999052671533, ""42"": 0.0, ""44"": 0.0, ""45"": 0.0, ""49"": 0.0, ""50"": 0.0, ""54"": 0.0, ""55"": 0.9999999052671533, ""57"": 0.9999999052671533, ""64"": 0.0, ""68"": 0.0, ""69"": 0.0, ""75"": 0.0, ""76"": 0.0}",0.9999999052963129,0.9369148116824458,26,"(3, 5)",0.9999999052963129,-21.582166303240065,0.0,maze,0.05,1
