map_family,map_size,map,method_spec,variant,task_type,task_count,n_states,n_boundary,state_compression_ratio,edge_count,reward_kernel_nnz,continuation_kernel_nnz,certified_kernel_error_bound,goal_option_interface_size,goal_conditioned_options,n_goal_policies,construction_time_sec,kernel_time_sec,task_kernel_time_sec,policy_build_time_sec,batched_event_solve_time_sec,smdp_solve_time_sec,full_total_time_sec,graph_total_time_sec,break_even_num_tasks,amortized_speedup_vs_full_vi,planning_only_speedup_vs_full_vi,start_gap_mean,start_gap_max,boundary_gap_max,full_backup_count,smdp_edge_backup_count,epsilon_opt_empirical
corridor,32,corridor_32,endpoints,fixed_B_edge_reward_kernel,additive_sparse,5,32,2,16.0,2,62,2,0.0,0,0,0,1.0279007256031036e-05,0.0010365729685872793,5.6130229495465755e-06,0.0,0.0,0.0011334080481901765,0.055226236989255995,0.0021858730469830334,1.0,25.265070661573812,48.48570266921904,22.11734321095541,28.217628277133368,28.217628277133368,483840,240,
corridor,32,corridor_32,endpoints,fixed_B_edge_reward_kernel,additive_dense,5,32,2,16.0,2,62,2,0.0,0,0,0,1.0279007256031036e-05,0.0010365729685872793,5.613954272121191e-06,0.0,0.0,0.0011339409393258393,0.05298682302236557,0.002186406869441271,1.0,24.23465813382949,46.49782412417908,10.339782834319202,12.889207022887145,12.889207022887145,468480,236,
corridor,32,corridor_32,endpoints,fixed_B_event_hit_kernel,terminal_goal,5,32,2,16.0,2,10,2,0.0,0,0,0,1.0279007256031036e-05,0.0010365729685872793,0.001298752031289041,0.0,0.0,0.00018401601118966937,0.005479451967403293,0.0025296200183220208,2.0,2.1661166213564327,3.6954208685556877,1.0479350720515868e-11,3.667821601993637e-11,3.667821601993637e-11,29440,20,
corridor,32,corridor_32,endpoints,fixed_B_goal_conditioned_event_options,terminal_goal,5,32,2,16.0,4,30,2,0.0,10,10,5,1.0279007256031036e-05,0.0010365729685872793,0.002778253983706236,0.0009127669036388397,0.0005667350487783551,0.000640813959762454,0.005479451967403293,0.004465919919312,4.0,1.2269481017132597,1.6026157005363033,1.028768181754458e-11,3.5564440281632415e-11,3.5564440281632415e-11,29440,220,3.5564440281632415e-11
corridor,32,corridor_32,endpoints,promote_goals_to_B,terminal_goal,5,32,7,4.571428571428571,42,0,62,0.0,5,5,0,0.006222577067092061,0.015259490988682956,0.0,0.0,0.0,0.01282113796332851,0.005479451967403293,0.028080628952011466,inf,0.19513280762932447,0.42737641409645716,nan,3.667288694941817e-11,nan,29440,nan,
corridor,32,corridor_32,turn_articulation,fixed_B_edge_reward_kernel,additive_sparse,1,32,2,16.0,2,62,2,0.0,0,0,0,0.0005207639769650996,0.0008718969766050577,1.0259682312607765e-06,0.0,0.0,0.00021875201491639018,0.011046802974306047,0.0016124389367178082,1.0,6.850989964799727,50.26346504820093,23.135435852781008,23.135435852781008,23.135435852781008,96768,48,
corridor,32,corridor_32,turn_articulation,fixed_B_edge_reward_kernel,additive_dense,1,32,2,16.0,2,62,2,0.0,0,0,0,0.0005207639769650996,0.0008718969766050577,1.1899974197149277e-06,0.0,0.0,0.0002502360148355365,0.01080578996334225,0.0016440869658254087,1.0,6.572517262137187,42.97801117082528,11.308450383357837,11.308450383357837,11.308450383357837,93952,48,
corridor,32,corridor_32,turn_articulation,fixed_B_event_hit_kernel,terminal_goal,1,32,2,16.0,2,2,2,0.0,0,0,0,0.0005207639769650996,0.0008718969766050577,0.0002458859817124903,0.0,0.0,3.189500421285629e-05,0.0012515290291048586,0.001670441939495504,2.0,0.7492203108135786,4.505452469814496,0.0,0.0,1.3706369372812333e-11,5888,4,
corridor,32,corridor_32,turn_articulation,fixed_B_goal_conditioned_event_options,terminal_goal,1,32,2,16.0,4,6,2,0.0,2,2,1,0.0005207639769650996,0.0008718969766050577,0.0005477549275383353,0.00020134198712185025,0.00010052695870399475,0.00013603398110717535,0.0012515290291048586,0.002076449862215668,2.0,0.6027253784829745,1.8302856528982914,6.394884621840902e-13,6.394884621840902e-13,1.2420287021086551e-11,5888,44,6.394884621840902e-13
corridor,32,corridor_32,turn_articulation,promote_goals_to_B,terminal_goal,1,32,3,10.666666666666666,6,0,6,0.0,1,1,0,0.0012401220155879855,0.004160132026299834,0.0,0.0,0.0,9.13759577088058e-05,0.0012515290291048586,0.00425150798400864,5.0,0.2943729692646192,13.696480567603945,nan,0.0,nan,5888,nan,
corridor,32,corridor_32,turn_articulation,fixed_B_edge_reward_kernel,additive_sparse,3,32,2,16.0,2,62,2,0.0,0,0,0,0.0005207639769650996,0.0008718969766050577,3.2819807529449463e-06,0.0,0.0,0.0006493289838545024,0.032985549012664706,0.0020452719181776047,1.0,16.127708359705913,50.543969993678964,22.63619025100753,28.217628277133368,28.217628277133368,290304,144,
corridor,32,corridor_32,turn_articulation,fixed_B_edge_reward_kernel,additive_dense,3,32,2,16.0,2,62,2,0.0,0,0,0,0.0005207639769650996,0.0008718969766050577,3.3440301194787025e-06,0.0,0.0,0.0007092620362527668,0.03219054389046505,0.002105267019942403,1.0,15.29048029800312,45.17298604310451,10.600590867101767,12.889207022887145,12.889207022887145,281216,144,
corridor,32,corridor_32,turn_articulation,fixed_B_event_hit_kernel,terminal_goal,3,32,2,16.0,2,6,2,0.0,0,0,0,0.0005207639769650996,0.0008718969766050577,0.0008904860005713999,0.0,0.0,9.891693480312824e-05,0.0036045709857717156,0.0023820638889446855,2.0,1.5132133955351768,3.6431779782493194,5.239216468074422e-12,1.5717205315013416e-11,2.8130386908742366e-11,18048,12,
corridor,32,corridor_32,turn_articulation,fixed_B_goal_conditioned_event_options,terminal_goal,3,32,2,16.0,4,18,2,0.0,6,6,3,0.0005207639769650996,0.0008718969766050577,0.001802043931093067,0.0006096989964134991,0.0003018589341081679,0.0004207809688523412,0.0036045709857717156,0.0036154858535155654,4.0,0.9969810785642442,1.6216171529571415,5.142701079800342e-12,1.4555467942045652e-11,2.6624036308930954e-11,18048,132,1.4555467942045652e-11
corridor,32,corridor_32,turn_articulation,promote_goals_to_B,terminal_goal,3,32,5,6.4,20,0,26,0.0,3,3,0,0.0037142570363357663,0.009008515975438058,0.0,0.0,0.0,0.0015388110186904669,0.0036045709857717156,0.010547326994128525,19.0,0.34175208446446237,2.34243902726874,nan,3.568700890355103e-12,nan,18048,nan,
corridor,32,corridor_32,turn_articulation,fixed_B_edge_reward_kernel,additive_sparse,5,32,2,16.0,2,62,2,0.0,0,0,0,0.0005207639769650996,0.0008718969766050577,5.641020834445953e-06,0.0,0.0,0.0011215070262551308,0.05498621804872528,0.002519809000659734,1.0,21.821581728745645,48.78349227566502,22.11734321095541,28.217628277133368,28.217628277133368,483840,240,
corridor,32,corridor_32,turn_articulation,fixed_B_edge_reward_kernel,additive_dense,5,32,2,16.0,2,62,2,0.0,0,0,0,0.0005207639769650996,0.0008718969766050577,5.611043889075518e-06,0.0,0.0,0.001115772989578545,0.053442433883901685,0.002514044987037778,1.0,21.25754875487382,47.65756626536167,10.339782834319202,12.889207022887145,12.889207022887145,468480,236,
corridor,32,corridor_32,turn_articulation,fixed_B_event_hit_kernel,terminal_goal,5,32,2,16.0,2,10,2,0.0,0,0,0,0.0005207639769650996,0.0008718969766050577,0.0014280130271799862,0.0,0.0,0.0001653429353609681,0.0060277419979684055,0.0029860169161111116,2.0,2.0186563463340104,3.7830479438855917,1.0479350720515868e-11,3.667821601993637e-11,3.667821601993637e-11,29440,20,
corridor,32,corridor_32,turn_articulation,fixed_B_goal_conditioned_event_options,terminal_goal,5,32,2,16.0,4,30,2,0.0,10,10,5,0.0005207639769650996,0.0008718969766050577,0.002990561944898218,0.0010394249693490565,0.0005231239483691752,0.0007071899599395692,0.0060277419979684055,0.0050904128584079444,5.0,1.184136172375931,1.6301099027444974,1.028768181754458e-11,3.5564440281632415e-11,3.5564440281632415e-11,29440,220,3.5564440281632415e-11
corridor,32,corridor_32,turn_articulation,promote_goals_to_B,terminal_goal,5,32,7,4.571428571428571,42,0,62,0.0,5,5,0,0.006280100089497864,0.015226980031002313,0.0,0.0,0.0,0.012827456870581955,0.0060277419979684055,0.028054436901584268,inf,0.21485877685279833,0.46990935606201256,nan,3.667288694941817e-11,nan,29440,nan,
open_room,6,open_room_6,endpoints,fixed_B_edge_reward_kernel,additive_sparse,1,36,2,18.0,2,70,2,0.0,0,0,0,2.3904023692011833e-05,0.0008541080169379711,1.2619420886039734e-06,0.0,0.0,0.000660726975183934,0.011305850988719612,0.001540000957902521,1.0,7.341457114493075,17.078610674179977,27.046701110176265,27.046701110176265,27.046701110176265,108864,144,
open_room,6,open_room_6,endpoints,fixed_B_edge_reward_kernel,additive_dense,1,36,2,18.0,2,70,2,0.0,0,0,0,2.3904023692011833e-05,0.0008541080169379711,4.5140041038393974e-06,0.0,0.0,0.000684383965563029,0.010887213982641697,0.0015669100102968514,1.0,6.948206285681405,15.803811975097627,13.248407443131963,13.248407443131963,13.248407443131963,105552,142,
open_room,6,open_room_6,endpoints,fixed_B_event_hit_kernel,terminal_goal,1,36,2,18.0,2,4,2,0.0,0,0,0,2.3904023692011833e-05,0.0008541080169379711,0.0004498960333876312,0.0,0.0,0.00014617899432778358,0.0009478230495005846,0.0014740870683453977,3.0,0.6429898680031683,1.5901069587385996,0.6289922878776921,0.6289922878776921,5.2388735114377525,4176,30,
open_room,6,open_room_6,endpoints,fixed_B_goal_conditioned_event_options,terminal_goal,1,36,2,18.0,4,10,2,0.0,2,2,1,2.3904023692011833e-05,0.0008541080169379711,0.0008228489896282554,0.00023771997075527906,0.00013523298548534513,0.00013099599163979292,0.0009478230495005846,0.0018318570218980312,3.0,0.5174110414570031,0.9936866766762686,0.0008211853045718698,0.0008211853045718698,0.1588978296328989,4176,40,0.0008211853045718698
open_room,6,open_room_6,endpoints,promote_goals_to_B,terminal_goal,1,36,3,12.0,6,0,12,0.0,1,1,0,0.0010858160094358027,0.004832790000364184,0.0,0.0,0.0,0.00012671801960095763,0.0009478230495005846,0.004959508019965142,8.0,0.19111231309335525,7.479781111520952,nan,0.0008211853047757067,nan,4176,nan,
open_room,6,open_room_6,endpoints,fixed_B_edge_reward_kernel,additive_sparse,3,36,2,18.0,2,70,2,0.0,0,0,0,2.3904023692011833e-05,0.0008541080169379711,4.205969162285328e-06,0.0,0.0,0.0018585099605843425,0.03355618205387145,0.0027407279703766108,1.0,12.243528878665185,18.014653505666786,17.973312617094063,27.046701110176265,27.046701110176265,319968,404,
open_room,6,open_room_6,endpoints,fixed_B_edge_reward_kernel,additive_dense,3,36,2,18.0,2,70,2,0.0,0,0,0,2.3904023692011833e-05,0.0008541080169379711,7.201975677162409e-06,0.0,0.0,0.0018657000036910176,0.032445990946143866,0.002750914019998163,1.0,11.794621973014458,17.323912998954413,9.532011714801337,13.248407443131963,13.248407443131963,312912,400,
open_room,6,open_room_6,endpoints,fixed_B_event_hit_kernel,terminal_goal,3,36,2,18.0,2,12,2,0.0,0,0,0,2.3904023692011833e-05,0.0008541080169379711,0.0011832250747829676,0.0,0.0,0.001423919980879873,0.002823505026753992,0.0034851570962928236,13.0,0.8101514361454082,1.0829873161914054,16.97669281647803,25.604445001656025,29.53088839383741,12384,322,
open_room,6,open_room_6,endpoints,fixed_B_goal_conditioned_event_options,terminal_goal,3,36,2,18.0,4,29,2,0.0,6,6,3,2.3904023692011833e-05,0.0008541080169379711,0.0023201630101539195,0.0007388389785774052,0.0003980989567935467,0.0003701319801621139,0.002823505026753992,0.0035683070309460163,4.0,0.7912730048920243,1.0495150297337135,0.05924282358589986,0.13484605645836023,0.1588978296328989,12384,120,0.13484605645836023
open_room,6,open_room_6,endpoints,promote_goals_to_B,terminal_goal,3,36,5,7.2,20,0,79,0.0,3,3,0,0.0032360500190407038,0.009970978018827736,0.0,0.0,0.0,0.001348361955024302,0.002823505026753992,0.011319339973852038,27.0,0.24944078305593434,2.0940260263447605,nan,0.13484605645871284,nan,12384,nan,
open_room,6,open_room_6,endpoints,fixed_B_edge_reward_kernel,additive_sparse,5,36,2,18.0,2,70,2,0.0,0,0,0,2.3904023692011833e-05,0.0008541080169379711,9.756011422723532e-06,0.0,0.0,0.0031851649400778115,0.05590622907038778,0.004072932992130518,1.0,13.726282553237805,17.498470202879577,18.23384548968712,27.046701110176265,28.842472328584424,534384,678,
