map,slip,gamma,option_set,critical_kind,critical_top_fraction,local_horizon,n_states,n_boundary,n_options,option_pair_count,n_edges_valid,kernel_entries_valid,critical_nonzero,critical_mass,duration_mean,duration_max,bypass_cost_mean,bypass_cost_total,nonlocal_cost,value_gap_max,start_value_smdp,start_value_primitive,start_gap,start_best_option,policy_tv_total,policy_regions_total,policy_tv_mean,policy_regions_mean,graph_cost,option_cost,policy_cost_total,policy_cost_mean,bypass_cost,nonlocal_cost_component,start_gap_cost,value_gap_cost,description_length_proxy,step,split_strategy,candidate_limit,policy_cost_mode,lambda_start_gap,lambda_value_gap,lambda_bypass,lambda_policy,lambda_graph,lambda_option,lambda_nonlocal,split_objective,candidate_split_state,candidate_split_coord,candidate_split_score,candidate_split_objective,objective_delta,evaluated_candidates,selected_split_state,selected_split_coord,selected_split_score,stop_reason
maze,0.0,0.97,targeted,bottleneck,0.15,8.0,81,11,11,110,110,110,12,3.197784810126583,4.6909090909090905,32.0,0.04347533118002384,4.782286429802623,94.0,3.552713678800501e-15,-22.199077937496824,-22.199077937496824,0.0,to_001,740.0,359.0,67.27272727272727,32.63636363636363,21.0,16.5,327.5,29.77272727272727,4.782286429802623,94.0,0.0,3.552713678800501e-15,379.1822864298026,9,bypass_attribution,50,total,100.0,10.0,100.0,0.2,1.0,1.0,0.1,590.6286429802623,76,"(7, 15)",2.3925318346202533,,0.0,0,76,"(7, 15)",2.3925318346202533,continue
maze,0.0,0.97,targeted,bottleneck,0.15,8.0,81,12,12,132,132,132,12,3.197784810126583,4.242424242424242,32.0,0.023621751054852334,3.118071139240508,96.0,3.552713678800501e-15,-22.199077937496824,-22.199077937496824,0.0,to_001,808.0,392.0,67.33333333333333,32.666666666666664,23.0,18.6,357.6,29.799999999999997,3.118071139240508,96.0,0.0,3.552713678800501e-15,411.91807113924057,10,bypass_attribution,50,total,100.0,10.0,100.0,0.2,1.0,1.0,0.1,434.5271139240509,54,"(5, 15)",3.118071139240509,,0.0,0,54,"(5, 15)",3.118071139240509,continue
maze,0.0,0.97,targeted,bottleneck,0.15,8.0,81,13,13,156,156,156,12,3.197784810126583,3.8461538461538463,32.0,0.0,0.0,98.0,3.552713678800501e-15,-22.199077937496824,-22.199077937496824,0.0,to_001,874.0,424.0,67.23076923076923,32.61538461538461,25.0,20.8,386.8,29.753846153846155,0.0,98.0,0.0,3.552713678800501e-15,442.40000000000003,11,bypass_attribution,50,total,100.0,10.0,100.0,0.2,1.0,1.0,0.1,132.96000000000004,,,0.0,,0.0,0,,,0.0,bypass_threshold
maze,0.05,0.97,targeted,bottleneck,0.15,8.0,81,2,2,2,4,4,12,3.197784810126583,36.59602130325803,36.59617254342743,0.9396823947501534,1.8793647895003067,53.18362573099398,2.7636559707389097e-11,-23.00654011886129,-23.006540118833655,2.7636559707389097e-11,to_001,125.4666666666667,65.0,62.73333333333335,32.5,4.0,2.1,57.59333333333334,28.79666666666667,1.8793647895003067,53.18362573099398,2.7636559707389097e-11,2.7636559707389097e-11,70.89106069593305,0,bypass_attribution,50,total,100.0,10.0,100.0,0.2,1.0,1.0,0.1,210.87350819283674,57,"(5, 19)",0.23806359441599084,,0.0,0,57,"(5, 19)",0.23806359441599084,continue
maze,0.05,0.97,targeted,bottleneck,0.15,8.0,81,3,3,6,15,15,12,3.197784810126583,18.526390904573883,36.56108482412918,0.29047940736386235,1.7428764441831741,75.55101587476238,2.893330020015128e-11,-23.00654011886259,-23.006540118833655,2.893330020015128e-11,to_002,187.2666666666667,97.0,62.42222222222224,32.333333333333336,8.0,3.3,85.95333333333335,28.651111111111117,1.7428764441831741,75.55101587476238,2.893330020015128e-11,2.893330020015128e-11,106.55131136499274,1,bypass_attribution,50,total,100.0,10.0,100.0,0.2,1.0,1.0,0.1,210.33341267564296,55,"(5, 17)",0.31958243072624815,,0.0,0,55,"(5, 17)",0.31958243072624815,continue
maze,0.05,0.97,targeted,bottleneck,0.15,8.0,81,4,4,12,30,30,12,3.197784810126583,12.427040986560753,36.525997104830935,0.11860784718736615,1.4232941662483938,94.18493643641831,2.8386182293616002e-11,-23.00654011886204,-23.006540118833655,2.8386182293616002e-11,to_003,250.9333333333334,130.0,62.73333333333335,32.5,11.5,4.6,115.18666666666668,28.79666666666667,1.4232941662483938,94.18493643641831,2.8386182293616002e-11,2.8386182293616002e-11,142.12845447655693,2,bypass_attribution,50,total,100.0,10.0,100.0,0.2,1.0,1.0,0.1,190.885243604937,44,"(5, 3)",0.20446119379768787,,0.0,0,44,"(5, 3)",0.20446119379768787,continue
maze,0.05,0.97,targeted,bottleneck,0.15,8.0,81,5,5,20,48,48,12,3.197784810126583,12.751006386824034,31.9999998104759,0.28618330696585825,5.7236661393171655,150.08666857769921,2.6268764941050904e-11,-23.006540118859924,-23.006540118833655,2.6268764941050904e-11,to_004,314.6000000000001,163.0,62.920000000000016,32.6,14.6,6.0,144.42000000000002,28.884000000000004,5.7236661393171655,150.08666857769921,2.6268764941050904e-11,2.6268764941050904e-11,185.7523329970871,3,bypass_attribution,50,total,100.0,10.0,100.0,0.2,1.0,1.0,0.1,636.859280792376,42,"(5, 1)",0.8130457154193841,,0.0,0,42,"(5, 1)",0.8130457154193841,continue
maze,0.05,0.97,targeted,bottleneck,0.15,8.0,81,6,6,30,74,74,12,3.197784810126583,9.899552721903772,31.9999998104759,0.21316704628495564,6.395011388548669,161.25392212511696,2.6489033189136535e-11,-23.006540118860144,-23.006540118833655,2.6489033189136535e-11,to_005,376.4000000000001,195.0,62.73333333333335,32.5,18.333333333333336,7.5,172.78000000000003,28.79666666666667,6.395011388548669,161.25392212511696,2.6489033189136535e-11,2.6489033189136535e-11,221.13373693439374,4,bypass_attribution,50,total,100.0,10.0,100.0,0.2,1.0,1.0,0.1,716.0158644036258,47,"(5, 7)",0.9589692051993146,,0.0,0,47,"(5, 7)",0.9589692051993146,continue
maze,0.05,0.97,targeted,bottleneck,0.15,8.0,81,7,7,42,101,101,12,3.197784810126583,8.279964816298664,31.9999998104759,0.2050346327275896,8.611454574558763,137.31474083856736,2.6492585902815335e-11,-23.006540118860148,-23.006540118833655,2.6492585902815335e-11,to_006,440.16666666666674,228.0,62.880952380952394,32.57142857142857,21.42857142857143,9.1,202.03333333333336,28.861904761904764,8.611454574558763,137.31474083856736,2.6492585902815335e-11,2.6492585902815335e-11,254.90483342032027,5,bypass_attribution,50,total,100.0,10.0,100.0,0.2,1.0,1.0,0.1,945.8121696378853,45,"(5, 5)",1.6274059729021677,,0.0,0,45,"(5, 5)",1.6274059729021677,continue
maze,0.05,0.97,targeted,bottleneck,0.15,8.0,81,8,8,56,138,138,12,3.197784810126583,6.924286815953761,31.99999981047591,0.14686391687822234,8.22437934518045,133.58140750523404,2.6485480475457734e-11,-23.00654011886014,-23.006540118833655,2.6485480475457734e-11,to_007,501.9666666666668,260.0,62.74583333333335,32.5,25.25,10.8,230.39333333333337,28.79916666666667,8.22437934518045,133.58140750523404,2.6485480475457734e-11,2.6485480475457734e-11,288.0258534290372,6,bypass_attribution,50,total,100.0,10.0,100.0,0.2,1.0,1.0,0.1,917.9247419381485,68,"(7, 5)",1.8709494104526394,,0.0,0,68,"(7, 5)",1.8709494104526394,continue
maze,0.05,0.97,targeted,bottleneck,0.15,8.0,81,9,9,72,181,181,12,3.197784810126583,5.9411333486476074,31.99999981047591,0.10175377343209768,7.326271687111033,142.91474083856735,2.5980995133068063e-11,-23.006540118859636,-23.006540118833655,2.5980995133068063e-11,to_008,565.6333333333334,293.0,62.84814814814816,32.55555555555556,29.11111111111111,12.6,259.62666666666667,28.84740740740741,7.326271687111033,142.91474083856735,2.5980995133068063e-11,2.5980995133068063e-11,322.95552354874553,7,bypass_attribution,50,total,100.0,10.0,100.0,0.2,1.0,1.0,0.1,840.5550872422624,64,"(7, 1)",2.1333563681685246,,0.0,0,64,"(7, 1)",2.1333563681685246,continue
maze,0.05,0.97,targeted,bottleneck,0.15,8.0,81,10,10,90,230,230,12,3.197784810126583,5.197368236322229,31.99999981047591,0.06534110016824592,5.880699015142133,152.24807417191192,2.6254554086335702e-11,-23.00654011885991,-23.006540118833655,2.6254554086335702e-11,to_009,629.3000000000001,326.0,62.93000000000001,32.6,33.0,14.5,288.86,28.886000000000003,5.880699015142133,152.24807417191192,2.6254554086335702e-11,2.6254554086335702e-11,357.4655064323333,8,bypass_attribution,50,total,100.0,10.0,100.0,0.2,1.0,1.0,0.1,708.5667089342925,52,"(5, 13)",1.994013662135906,,0.0,0,52,"(5, 13)",1.994013662135906,continue
maze,0.05,0.97,targeted,bottleneck,0.15,8.0,81,11,11,110,276,276,12,3.197784810126583,4.713926956987767,31.99999981047591,0.04315146122335474,4.746660734569021,88.48667066314033,2.6254554086335702e-11,-23.00654011885991,-23.006540118833655,2.6254554086335702e-11,to_010,693.0666666666667,359.0,63.00606060606061,32.63636363636363,36.09090909090909,16.5,318.11333333333334,28.919393939393938,4.746660734569021,88.48667066314033,2.6254554086335702e-11,2.6254554086335702e-11,384.29957022512554,9,bypass_attribution,50,total,100.0,10.0,100.0,0.2,1.0,1.0,0.1,599.72831628368,76,"(7, 15)",2.376469904708114,,0.0,0,76,"(7, 15)",2.376469904708114,continue
maze,0.05,0.97,targeted,bottleneck,0.15,8.0,81,12,12,132,326,326,12,3.197784810126583,4.262403271220118,31.99999981047591,0.02352138077898709,3.1048222628262963,90.38608795324812,2.6254554086335702e-11,-23.00654011885991,-23.006540118833655,2.6254554086335702e-11,to_011,756.7333333333333,392.0,63.06111111111111,32.666666666666664,39.16666666666667,18.6,347.3466666666667,28.945555555555554,3.1048222628262963,90.38608795324812,2.6254554086335702e-11,2.6254554086335702e-11,417.25676439148447,10,bypass_attribution,50,total,100.0,10.0,100.0,0.2,1.0,1.0,0.1,446.7568350808425,54,"(5, 15)",3.1048222628262954,,0.0,0,54,"(5, 15)",3.1048222628262954,continue
maze,0.05,0.97,targeted,bottleneck,0.15,8.0,81,13,13,156,402,402,12,3.197784810126583,3.8641995685504114,31.99999981047591,0.0,0.0,92.28550315793774,2.62510013726569e-11,-23.006540118859906,-23.006540118833655,2.62510013726569e-11,to_012,818.5333333333333,424.0,62.96410256410256,32.61538461538461,43.92307692307692,20.8,375.7066666666667,28.90051282051282,0.0,92.28550315793774,2.62510013726569e-11,2.62510013726569e-11,449.65829390553733,11,bypass_attribution,50,total,100.0,10.0,100.0,0.2,1.0,1.0,0.1,149.09296057509164,,,0.0,,0.0,0,,,0.0,bypass_threshold
