student_method,n_rows,teacher_feasible_rate,student_feasible_rate,student_joint_constraint_rate,teacher_joint_constraint_rate,accepted_joint_constraint_rate,accepted_feasible_rate,fallback_rate,top_set_hit_rate,mean_boundary_jaccard,median_state_compression_ratio,max_student_normalized_start_gap,max_accepted_normalized_start_gap,max_student_group_total_violation,median_student_selection_time_sec,median_group_audit_time_sec,median_selection_speedup_vs_teacher,median_selection_plus_audit_speedup_vs_teacher,median_accepted_speedup_vs_teacher_pipeline
baseline_nearest_start,90,0.7888888888888889,0.6888888888888889,0.6888888888888889,0.7888888888888889,0.8333333333333334,0.8333333333333334,0.3111111111111111,0.5777777777777777,0.6788888888888889,35.666666666666664,0.02224900781274634,0.012180345306832915,225999465002889.66,0.004659825994167477,7.724435337411705,877.8809547874098,0.4294437853678965,0.4349989758681264
baseline_topology,90,0.7888888888888889,0.1111111111111111,0.1111111111111111,0.7888888888888889,0.7888888888888889,0.7888888888888889,0.8888888888888888,0.12222222222222222,0.5236507936507936,35.666666666666664,0.02224900784850102,0.012180345306832915,150897944.0983857,0.004656731034629047,7.600823181506712,879.0496567025946,0.44467354182870256,0.32348480523589856
