map,slip,selector,option_set,gamma,n_states,n_boundary,n_options,option_pair_count,compression_ratio,n_edges_all,n_edges_valid,kernel_entries_valid,critical_kind,critical_top_fraction,critical_nonzero,critical_mass,duration_mean,duration_max,bypass_cost_mean,bypass_cost_total,nonlocal_cost,bellman_error_max,value_gap_max,value_gap_mean,start_value_smdp,start_value_primitive,start_gap,start_best_option,policy_tv_total,policy_regions_total,policy_tv_mean,policy_regions_mean,description_length_proxy
corridor,0.05,all,directional,0.97,11,11,4,44,1.0,124,124,124,transition_entropy,0.15,2,2.0,1.0,1.0,0.0,0.0,0.0,0.0,7.105427357601002e-15,2.1316282072803005e-15,-9.25536386887652,-9.255363868876513,7.105427357601002e-15,E,0.0,4.0,0.0,1.0,30.472727272727273
corridor,0.05,all,targeted,0.97,11,11,11,110,1.0,321,310,310,transition_entropy,0.15,2,2.0,1.0,1.0,0.0,0.0,0.0,0.0,7.105427357601002e-15,2.1316282072803005e-15,-9.25536386887652,-9.255363868876513,7.105427357601002e-15,to_001,39.33333333333333,31.0,3.5757575757575752,2.8181818181818183,79.04848484848486
corridor,0.05,endpoints,directional,0.97,11,2,4,8,0.18181818181818182,14,14,10,transition_entropy,0.15,2,2.0,5.500000000000014,9.982142857142849,0.5177285295193512,4.14182823615481,3.7466666666666635,0.0,5.373479439185758e-12,5.373479439185758e-12,-9.255363868881886,-9.255363868876513,5.373479439185758e-12,E,0.0,4.0,0.0,1.0,19.916494902821476
corridor,0.05,endpoints,targeted,0.97,11,2,2,2,0.18181818181818182,6,4,4,transition_entropy,0.15,2,2.0,9.982142857142847,9.982142857142849,1.704394367108069,3.408788734216138,3.73333333333333,1.7763568394002505e-15,1.1512568676153023e-11,1.1512568676153023e-11,-9.255363868888026,-9.255363868876513,1.1512568676153023e-11,to_001,3.933333333333333,4.0,1.9666666666666666,2.0,12.668788734216138
corridor,0.05,junction,directional,0.97,11,2,4,8,0.18181818181818182,14,14,10,transition_entropy,0.15,2,2.0,5.500000000000014,9.982142857142849,0.5177285295193512,4.14182823615481,3.7466666666666635,1.7763568394002505e-15,5.373479439185758e-12,5.373479439185758e-12,-9.255363868881886,-9.255363868876513,5.373479439185758e-12,E,0.0,4.0,0.0,1.0,19.916494902821476
corridor,0.05,junction,targeted,0.97,11,2,2,2,0.18181818181818182,6,4,4,transition_entropy,0.15,2,2.0,9.982142857142847,9.982142857142849,1.704394367108069,3.408788734216138,3.73333333333333,0.0,1.1512568676153023e-11,1.1512568676153023e-11,-9.255363868888026,-9.255363868876513,1.1512568676153023e-11,to_001,3.933333333333333,4.0,1.9666666666666666,2.0,12.668788734216138
corridor,0.05,decision,directional,0.97,11,2,4,8,0.18181818181818182,14,14,10,transition_entropy,0.15,2,2.0,5.500000000000014,9.982142857142849,0.5177285295193512,4.14182823615481,3.7466666666666635,8.881784197001252e-16,5.373479439185758e-12,5.373479439185758e-12,-9.255363868881886,-9.255363868876513,5.373479439185758e-12,E,0.0,4.0,0.0,1.0,19.916494902821476
corridor,0.05,decision,targeted,0.97,11,2,2,2,0.18181818181818182,6,4,4,transition_entropy,0.15,2,2.0,9.982142857142847,9.982142857142849,1.704394367108069,3.408788734216138,3.73333333333333,1.7763568394002505e-15,1.1512568676153023e-11,1.1512568676153023e-11,-9.255363868888026,-9.255363868876513,1.1512568676153023e-11,to_001,3.933333333333333,4.0,1.9666666666666666,2.0,12.668788734216138
corridor,0.05,spectral_25,directional,0.97,11,5,4,20,0.45454545454545453,48,48,48,transition_entropy,0.15,2,2.0,2.2000000000000006,4.0000000000000036,0.12381245275585535,2.476249055117107,0.0,4.440892098500626e-16,5.10702591327572e-12,1.7787993300544258e-12,-9.25536386888162,-9.255363868876513,5.10702591327572e-12,E,0.0,4.0,0.0,1.0,24.07624905511711
corridor,0.05,spectral_25,targeted,0.97,11,5,5,20,0.45454545454545453,51,46,46,transition_entropy,0.15,2,2.0,2.4964286472148536,3.9999999999999996,0.23523789896297548,4.70475797925951,0.0,8.881784197001252e-16,5.849543072145025e-12,1.9892976155233555e-12,-9.255363868882363,-9.255363868876513,5.849543072145025e-12,to_001,15.733333333333333,13.0,3.1466666666666665,2.6,34.551424645926176
open_room,0.0,all,directional,0.97,35,35,4,140,1.0,140,140,140,transition_entropy,0.15,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.75252910350239,-8.75252910350239,0.0,S,0.0,4.0,0.0,1.0,52.0
open_room,0.0,all,targeted,0.97,35,35,35,1190,1.0,1225,1190,1190,transition_entropy,0.15,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.75252910350239,-8.75252910350239,0.0,to_001,848.0,123.0,24.228571428571428,3.5142857142857142,394.6
open_room,0.0,endpoints,directional,0.97,35,2,4,8,0.05714285714285714,4,4,4,transition_entropy,0.15,0,0.0,0.5,1.0,0.0,0.0,-1.2698021790920809e-15,0.0,24.580804226601813,24.580804226601813,-33.3333333301042,-8.75252910350239,24.580804226601813,N,0.0,4.0,0.0,1.0,10.4
open_room,0.0,endpoints,targeted,0.97,35,2,2,2,0.05714285714285714,4,2,2,transition_entropy,0.15,0,0.0,10.0,10.0,0.0,0.0,4.0,3.552713678800501e-15,0.0,0.0,-8.75252910350239,-8.75252910350239,0.0,to_001,30.0,5.0,15.0,2.5,14.0
open_room,0.0,junction,directional,0.97,35,33,4,132,0.9428571428571428,128,128,128,transition_entropy,0.15,0,0.0,0.9696969696969697,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.75252910350239,-8.75252910350239,0.0,S,0.0,4.0,0.0,1.0,49.47878787878788
open_room,0.0,junction,targeted,0.97,35,33,33,1056,0.9428571428571428,1089,1056,1056,transition_entropy,0.15,0,0.0,1.0113636363636365,2.0,0.0,0.0,0.0,2.220446049250313e-16,0.0,0.0,-8.75252910350239,-8.75252910350239,0.0,to_001,818.0,118.0,24.78787878787879,3.5757575757575757,373.40000000000003
open_room,0.0,decision,directional,0.97,35,35,4,140,1.0,140,140,140,transition_entropy,0.15,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.75252910350239,-8.75252910350239,0.0,S,0.0,4.0,0.0,1.0,52.0
open_room,0.0,decision,targeted,0.97,35,35,35,1190,1.0,1225,1190,1190,transition_entropy,0.15,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.75252910350239,-8.75252910350239,0.0,to_001,848.0,123.0,24.228571428571428,3.5142857142857142,394.6
open_room,0.0,spectral_25,directional,0.97,35,11,4,44,0.3142857142857143,35,35,35,transition_entropy,0.15,0,0.0,1.3863636363636365,3.9999999999999996,0.0,0.0,2.9346699044272266e-16,8.881784197001252e-16,8.881784197001252e-16,4.440892098500626e-16,-8.75252910350239,-8.75252910350239,0.0,E,0.0,4.0,0.0,1.0,22.381818181818183
open_room,0.0,spectral_25,targeted,0.97,35,11,11,110,0.3142857142857143,121,110,110,transition_entropy,0.15,0,0.0,2.118181818181818,7.0,0.0,0.0,0.0,8.881784197001252e-16,8.881784197001252e-16,4.440892098500626e-16,-8.75252910350239,-8.75252910350239,0.0,to_001,234.0,38.0,21.272727272727273,3.4545454545454546,103.30000000000001
open_room,0.05,all,directional,0.97,35,35,4,140,1.0,544,544,544,transition_entropy,0.15,5,5.0,1.0,1.0,0.0,0.0,0.0,0.0,3.552713678800501e-15,6.791952621236251e-16,-9.19001272578314,-9.19001272578314,0.0,E,0.0,4.0,0.0,1.0,63.542857142857144
open_room,0.05,all,targeted,0.97,35,35,35,1190,1.0,4659,4624,4624,transition_entropy,0.15,5,5.0,1.0,1.0,0.0,0.0,0.0,0.0,3.552713678800501e-15,6.791952621236251e-16,-9.19001272578314,-9.19001272578314,0.0,to_001,803.0666666666667,123.0,22.944761904761908,3.5142857142857142,483.7276190476191
open_room,0.05,endpoints,directional,0.97,35,2,4,8,0.05714285714285714,12,12,12,transition_entropy,0.15,5,5.0,444.84328225861964,1197.0754624733927,1.0127233143897705,8.101786515118164,7.599803820395265,1.0658141036401503e-14,23.88271740419762,23.88271740419762,-33.07273012998076,-9.19001272578314,23.88271740419762,E,0.0,4.0,0.0,1.0,23.261766897157692
open_room,0.05,endpoints,targeted,0.97,35,2,2,2,0.05714285714285714,6,4,4,transition_entropy,0.15,5,5.0,10.18112926849835,10.181129268498351,2.073195044353568,4.146390088707136,3.79996070546935,1.7763568394002505e-15,0.07879917849361995,0.07879917849361995,-9.26881190427676,-9.19001272578314,0.07879917849361995,to_001,28.4,5.0,14.2,2.5,18.80638615925407
open_room,0.05,junction,directional,0.97,35,33,4,132,0.9428571428571428,520,520,520,transition_entropy,0.15,5,5.0,1.8798328108672941,29.500000000000014,0.0,0.0,0.0,3.552713678800501e-15,2.0676793610618915e-12,1.5558387911340787e-13,-9.190012725785207,-9.19001272578314,2.0676793610618915e-12,E,0.0,4.0,0.0,1.0,61.35757575757576
open_room,0.05,junction,targeted,0.97,35,33,33,1056,0.9428571428571428,4193,4160,4160,transition_entropy,0.15,5,5.0,1.0130616509926855,1.9827586206896548,0.0,0.0,0.0,1.1102230246251565e-16,0.02734924538719241,0.0015504029473258907,-9.190189959150997,-9.19001272578314,0.00017723336785735455,to_001,774.6666666666666,118.0,23.474747474747474,3.5757575757575757,458.7939393939394
open_room,0.05,decision,directional,0.97,35,35,4,140,1.0,544,544,544,transition_entropy,0.15,5,5.0,1.0,1.0,0.0,0.0,0.0,0.0,3.552713678800501e-15,6.791952621236251e-16,-9.19001272578314,-9.19001272578314,0.0,E,0.0,4.0,0.0,1.0,63.542857142857144
open_room,0.05,decision,targeted,0.97,35,35,35,1190,1.0,4659,4624,4624,transition_entropy,0.15,5,5.0,1.0,1.0,0.0,0.0,0.0,0.0,3.552713678800501e-15,6.791952621236251e-16,-9.19001272578314,-9.19001272578314,0.0,to_001,803.0666666666667,123.0,22.944761904761908,3.5142857142857142,483.7276190476191
open_room,0.05,spectral_25,directional,0.97,35,11,4,44,0.3142857142857143,250,250,240,transition_entropy,0.15,5,5.0,15.505806734545082,87.07964232128835,0.96207508431432,42.33130370983008,0.000679671121655385,1.4210854715202004e-14,1.7093816720361694,0.8127914705868788,-10.229263045630377,-9.19001272578314,1.0392503198472376,E,0.0,4.0,0.0,1.0,84.25864440421498
open_room,0.05,spectral_25,targeted,0.97,35,11,11,110,0.3142857142857143,546,535,532,transition_entropy,0.15,5,5.0,2.1809399816075454,6.792895636119077,0.2018882944943786,22.207712394381645,0.0005092371811206109,1.7763568394002505e-15,0.08270735458738354,0.03640517871868507,-9.268384276459932,-9.19001272578314,0.07837155067679191,to_009,221.89999999999998,38.0,20.172727272727272,3.4545454545454546,161.72412695446337
four_rooms,0.0,all,directional,0.97,51,51,4,204,1.0,204,204,204,transition_entropy,0.15,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-11.57212408464641,-11.57212408464641,0.0,S,0.0,4.0,0.0,1.0,71.2
four_rooms,0.0,all,targeted,0.97,51,51,51,2550,1.0,2601,2550,2550,transition_entropy,0.15,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-11.57212408464641,-11.57212408464641,0.0,to_001,2008.0,319.0,39.372549019607845,6.254901960784314,840.6
four_rooms,0.0,endpoints,directional,0.97,51,2,4,8,0.0392156862745098,4,4,4,transition_entropy,0.15,0,0.0,0.5,1.0,0.0,0.0,3.5334321030572166e-15,0.0,21.761209245457792,21.761209245457792,-33.3333333301042,-11.57212408464641,21.761209245457792,N,0.0,4.0,0.0,1.0,10.4
four_rooms,0.0,endpoints,targeted,0.97,51,2,2,2,0.0392156862745098,4,2,2,transition_entropy,0.15,0,0.0,14.0,14.0,0.0,0.0,12.0,0.0,0.0,0.0,-11.57212408464641,-11.57212408464641,0.0,to_001,66.0,11.0,33.0,5.5,25.0
four_rooms,0.0,junction,directional,0.97,51,44,4,176,0.8627450980392157,164,164,164,transition_entropy,0.15,0,0.0,0.9431818181818182,2.0,0.0,0.0,0.0,1.1102230246251565e-16,0.0,0.0,-11.57212408464641,-11.57212408464641,0.0,S,0.0,4.0,0.0,1.0,62.52727272727273
four_rooms,0.0,junction,targeted,0.97,51,44,44,1892,0.8627450980392157,1936,1892,1892,transition_entropy,0.15,0,0.0,1.0338266384778012,2.0,0.0,0.0,0.0,2.220446049250313e-16,0.0,0.0,-11.57212408464641,-11.57212408464641,0.0,to_001,1766.0,279.0,40.13636363636363,6.340909090909091,718.3000000000001
four_rooms,0.0,decision,directional,0.97,51,50,4,200,0.9803921568627451,200,200,200,transition_entropy,0.15,0,0.0,1.01,2.0,0.0,0.0,0.0,4.440892098500626e-16,0.0,0.0,-11.57212408464641,-11.57212408464641,0.0,S,0.0,4.0,0.0,1.0,70.0
four_rooms,0.0,decision,targeted,0.97,51,50,50,2450,0.9803921568627451,2500,2450,2450,transition_entropy,0.15,0,0.0,1.0204081632653061,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-11.57212408464641,-11.57212408464641,0.0,to_001,1964.0,312.0,39.28,6.24,820.3
four_rooms,0.0,spectral_25,directional,0.97,51,15,4,60,0.29411764705882354,51,51,51,transition_entropy,0.15,0,0.0,1.3833333333333335,4.000000000000005,0.0,0.0,1.5726702649650343e-15,8.881784197001252e-16,26.124778644694075,23.464577056360508,-33.3333333301042,-11.57212408464641,21.761209245457792,N,0.0,4.0,0.0,1.0,27.4
four_rooms,0.0,spectral_25,targeted,0.97,51,15,15,210,0.29411764705882354,225,210,210,transition_entropy,0.15,0,0.0,2.4904761904761905,8.0,0.0,0.0,0.0,8.881784197001252e-16,1.7763568394002505e-15,1.3322676295501878e-15,-11.572124084646411,-11.57212408464641,1.7763568394002505e-15,to_001,570.0,92.0,38.0,6.133333333333334,214.5
four_rooms,0.05,all,directional,0.97,51,51,4,204,1.0,780,780,780,transition_entropy,0.15,8,8.0,1.0,1.0,0.0,0.0,0.0,0.0,7.105427357601002e-15,1.7053025658242404e-15,-12.185911752175532,-12.185911752175528,3.552713678800501e-15,E,0.0,4.0,0.0,1.0,82.49411764705883
four_rooms,0.05,all,targeted,0.97,51,51,51,2550,1.0,9801,9750,9750,transition_entropy,0.15,8,8.0,1.0,1.0,0.0,0.0,0.0,0.0,7.105427357601002e-15,1.7053025658242404e-15,-12.185911752175532,-12.185911752175528,3.552713678800501e-15,to_001,1890.5333333333338,319.0,37.069281045751644,6.254901960784314,958.2831372549022
four_rooms,0.05,endpoints,directional,0.97,51,2,4,8,0.0392156862745098,12,12,10,transition_entropy,0.15,8,8.0,463662.9864262514,1854060.4353266088,1.6921379527096694,13.537103621677355,22.406242333705148,7.105427357601002e-15,20.91085285778599,20.91085285778599,-33.09676460996152,-12.185911752175528,20.91085285778599,E,0.0,4.0,0.0,1.0,30.17772785504787
four_rooms,0.05,endpoints,targeted,0.97,51,2,2,2,0.0392156862745098,6,4,4,transition_entropy,0.15,8,8.0,14.395578218638025,14.39557821863803,1.5212426163482193,3.0424852326964387,11.399708433450607,5.329070518200751e-15,0.1152343180948705,0.1152343180948705,-12.301146070270399,-12.185911752175528,0.1152343180948705,to_001,62.0,11.0,31.0,5.5,28.1824560760415
four_rooms,0.05,junction,directional,0.97,51,44,4,176,0.8627450980392157,704,704,704,transition_entropy,0.15,8,8.0,3.0023510971786838,29.500000000000014,0.0,0.0,0.0,3.552713678800501e-15,0.013347040926645626,0.006364501046886498,-12.196207273372913,-12.185911752175528,0.010295521197384971,E,0.0,4.0,0.0,1.0,74.8
four_rooms,0.05,junction,targeted,0.97,51,44,44,1892,0.8627450980392157,7612,7568,7568,transition_entropy,0.15,8,8.0,1.0381460960851498,1.9827586206896548,0.0,0.0,0.0,4.440892098500626e-16,0.029687822709440148,0.007311572502637122,-12.196597795701571,-12.185911752175528,0.010686043526042965,to_001,1663.266666666667,279.0,37.80151515151516,6.340909090909091,826.7533333333334
four_rooms,0.05,decision,directional,0.97,51,50,4,200,0.9803921568627451,776,776,776,transition_entropy,0.15,8,8.0,1.02,1.9827586206896548,0.0,0.0,0.0,4.440892098500626e-16,0.013347040926645626,0.006276900697391037,-12.196207273394364,-12.185911752175528,0.010295521218836257,E,0.0,4.0,0.0,1.0,81.52
four_rooms,0.05,decision,targeted,0.97,51,50,50,2450,0.9803921568627451,9556,9506,9506,transition_entropy,0.15,8,8.0,1.0203940886699507,1.9827586206896548,0.0,0.0,0.0,2.7755575615628914e-16,1.2121859072067309e-11,1.1496291447155253e-12,-12.185911752187648,-12.185911752175528,1.2120082715227909e-11,to_001,1849.2666666666669,312.0,36.98533333333334,6.24,938.4733333333335
four_rooms,0.05,spectral_25,directional,0.97,51,15,4,60,0.29411764705882354,333,333,331,transition_entropy,0.15,8,8.0,30897.888890458464,1837054.394717879,0.14658605293880286,8.795163176328172,0.0,7.105427357601002e-15,23.223133231460295,20.8018315914633,-31.337726184508302,-12.185911752175528,19.151814432332774,S,0.0,4.0,0.0,1.0,54.99516317632818
four_rooms,0.05,spectral_25,targeted,0.97,51,15,15,210,0.29411764705882354,1295,1280,1280,transition_entropy,0.15,8,8.0,2.509106982083069,8.252273040649799,0.07638418249630119,16.04067832422325,0.0,3.552713678800501e-15,0.09279889617346448,0.05557288092106332,-12.244569315014715,-12.185911752175528,0.058657562839186994,to_001,536.4999999999999,92.0,35.76666666666666,6.133333333333334,295.17401165755655
maze,0.0,all,directional,0.97,81,81,4,324,1.0,324,324,324,transition_entropy,0.15,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-22.199077937496824,-22.199077937496824,0.0,S,0.0,4.0,0.0,1.0,107.2
maze,0.0,all,targeted,0.97,81,81,81,6480,1.0,6561,6480,6480,transition_entropy,0.15,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-22.199077937496824,-22.199077937496824,0.0,to_001,5578.0,2708.0,68.8641975308642,33.4320987654321,3035.6000000000004
maze,0.0,endpoints,directional,0.97,81,2,4,8,0.024691358024691357,4,4,4,transition_entropy,0.15,0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,11.134255392607379,11.134255392607379,-33.3333333301042,-22.199077937496824,11.134255392607379,N,0.0,4.0,0.0,1.0,10.4
maze,0.0,endpoints,targeted,0.97,81,2,2,2,0.024691358024691357,4,2,2,transition_entropy,0.15,0,0.0,36.0,36.0,0.0,0.0,56.0,3.552713678800501e-15,3.552713678800501e-15,3.552713678800501e-15,-22.199077937496828,-22.199077937496824,3.552713678800501e-15,to_001,134.0,65.0,67.0,32.5,70.0
maze,0.0,junction,directional,0.97,81,4,4,16,0.04938271604938271,6,6,6,transition_entropy,0.15,0,0.0,0.375,1.0,0.0,0.0,0.0,0.0,26.124778644694075,18.841358706280122,-33.3333333301042,-22.199077937496824,11.134255392607379,N,0.0,4.0,0.0,1.0,12.3
maze,0.0,junction,targeted,0.97,81,4,4,12,0.04938271604938271,16,12,12,transition_entropy,0.15,0,0.0,14.333333333333334,36.0,0.0,0.0,76.0,1.7763568394002505e-15,1.7763568394002505e-15,8.881784197001252e-16,-22.199077937496824,-22.199077937496824,0.0,to_001,270.0,131.0,67.5,32.75,138.7
maze,0.0,decision,directional,0.97,81,32,4,128,0.3950617283950617,128,128,128,transition_entropy,0.15,0,0.0,1.765625,6.000000000000007,0.0,0.0,0.0,8.881784197001252e-16,7.105427357601002e-15,2.005564173516412e-15,-22.19907793749682,-22.199077937496824,3.552713678800501e-15,S,0.0,4.0,0.0,1.0,48.4
maze,0.0,decision,targeted,0.97,81,32,32,992,0.3950617283950617,1024,992,992,transition_entropy,0.15,0,0.0,2.4516129032258065,6.0,0.0,0.0,0.0,8.881784197001252e-16,7.105427357601002e-15,2.005564173516412e-15,-22.19907793749682,-22.199077937496824,3.552713678800501e-15,to_006,2148.0,1042.0,67.125,32.5625,1095.2
maze,0.0,spectral_25,directional,0.97,81,22,4,88,0.2716049382716049,74,74,74,transition_entropy,0.15,0,0.0,0.8636363636363636,2.0,0.0,0.0,-3.316218225534407e-17,8.881784197001252e-16,26.932761489475205,13.40153464826719,-33.3333333301042,-22.199077937496824,11.134255392607379,N,0.0,4.0,0.0,1.0,35.763636363636365
maze,0.0,spectral_25,targeted,0.97,81,22,22,462,0.2716049382716049,484,462,462,transition_entropy,0.15,0,0.0,3.067099567099567,12.0,0.0,0.0,76.0,1.7763568394002505e-15,7.105427357601002e-15,2.32618157540509e-15,-22.199077937496824,-22.199077937496824,0.0,to_001,1514.0,735.0,68.81818181818181,33.40909090909091,766.0000000000001
maze,0.05,all,directional,0.97,81,81,4,324,1.0,980,980,980,transition_entropy,0.15,12,11.088369160138866,1.0,1.0,0.0,0.0,0.0,0.0,2.842170943040401e-14,6.5336624999190464e-15,-23.006540118833673,-23.006540118833655,1.7763568394002505e-14,S,0.0,4.0,0.0,1.0,115.29876543209876
maze,0.05,all,targeted,0.97,81,81,81,6480,1.0,19681,19600,19600,transition_entropy,0.15,12,11.088369160138866,1.0,1.0,0.0,0.0,0.0,0.0,2.842170943040401e-14,6.5336624999190464e-15,-23.006540118833673,-23.006540118833655,1.7763568394002505e-14,to_017,5222.533333333334,2708.0,64.47572016460906,33.4320987654321,3126.481975308642
maze,0.05,endpoints,directional,0.97,81,2,4,8,0.024691358024691357,12,12,8,transition_entropy,0.15,12,11.088369160138866,3826117.638087992,22204682.058735933,2.6541867949899385,21.233494359919508,103.11075691161724,3.552713678800501e-15,10.326793212272513,10.326793212272513,-33.33333333110617,-23.006540118833655,10.326793212272513,W,0.0,4.0,0.0,1.0,45.944570051081236
maze,0.05,endpoints,targeted,0.97,81,2,2,2,0.024691358024691357,6,4,4,transition_entropy,0.15,12,11.088369160138866,36.59602130325803,36.59617254342743,2.4312858084119355,4.862571616823871,53.18362573099398,7.105427357601002e-15,2.7636559707389097e-11,2.7636559707389097e-11,-23.00654011886129,-23.006540118833655,2.7636559707389097e-11,to_001,125.4666666666667,65.0,62.73333333333335,32.5,73.8742675232566
maze,0.05,junction,directional,0.97,81,4,4,16,0.04938271604938271,33,33,22,transition_entropy,0.15,12,11.088369160138866,637763.3114531884,6132354.05214886,4.534922146572515,72.55875434516024,75.06231579853039,7.105427357601002e-15,23.029938739902118,17.292852544146964,-33.33333333110617,-23.006540118833655,10.326793212272513,W,0.0,4.0,0.0,1.0,99.11498592501327
maze,0.05,junction,targeted,0.97,81,4,4,12,0.04938271604938271,30,26,26,transition_entropy,0.15,12,11.088369160138866,14.447211779448578,36.10463659147857,2.364267742005851,28.371212904070212,71.52280701754393,3.552713678800501e-15,2.660272002685815e-11,8.89569899224322e-12,-23.006540118860258,-23.006540118833655,2.660272002685815e-11,to_003,253.00000000000006,131.0,63.250000000000014,32.75,166.72349360582461
maze,0.05,decision,directional,0.97,81,32,4,128,0.3950617283950617,380,380,380,transition_entropy,0.15,12,11.088369160138866,2.53125,6.4821428573178,0.11209880125635063,14.348646560812881,0.0,1.7763568394002505e-15,1.3292432970986106,0.9830206836794346,-24.208743954256676,-23.006540118833655,1.2022038354230205,E,0.0,4.0,0.0,1.0,70.62364656081289
maze,0.05,decision,targeted,0.97,81,32,32,992,0.3950617283950617,2888,2856,2856,transition_entropy,0.15,12,11.088369160138866,2.453547857916785,5.999384236628145,0.16434022152609687,163.02549975388808,0.0,8.881784197001252e-16,1.900701818158268e-11,6.804306222405895e-13,-23.006540118852662,-23.006540118833655,1.900701818158268e-11,to_031,2011.4000000000005,1042.0,62.85625000000002,32.5625,1289.1554997538883
maze,0.05,spectral_25,directional,0.97,81,22,4,88,0.2716049382716049,238,238,228,transition_entropy,0.15,12,11.088369160138866,738.4425987125503,11442.435553220908,0.2889098500925855,25.424066808147526,7.550910017105203,1.4210854715202004e-14,23.773944474315396,12.647377675549118,-33.333207292900916,-23.006540118833655,10.32666717406726,S,0.0,4.0,0.0,1.0,69.39733962803987
maze,0.05,spectral_25,targeted,0.97,81,22,22,462,0.2716049382716049,1251,1229,1229,transition_entropy,0.15,12,11.088369160138866,3.068540913476694,12.003625459253744,0.37594355578109967,173.68592277086805,70.95479577063594,5.329070518200751e-15,2.6936675112665398e-11,1.5215765155777002e-12,-23.006540118860592,-23.006540118833655,2.6936675112665398e-11,to_021,1417.4666666666672,735.0,64.43030303030305,33.40909090909091,954.7383720449016
