map_family,map_size,map,slip,method_spec,method,n_states,n_boundary,state_compression_ratio,full_iterations,exact_smdp_iterations,approximate_smdp_iterations,planning_iterations,truncation_steps,tail_tol,beta,option_restriction_bias,boundary_abstraction_bias,reward_kernel_residual,continuation_kernel_residual_l1,kernel_actual_gap,kernel_gap_bound,planning_residual,planning_actual_gap,planning_gap_bound,primitive_to_solved_gap,actual_triangle_bound,certified_total_bound,certificate_holds,normalized_primitive_to_solved_gap,normalized_certified_total_bound,start_primitive_value,start_solved_value,start_gap,value_scale,error,config_label
four_rooms,9,four_rooms_9,0.05,turn_articulation,turn_articulation,68,16,4.25,41,16,16,8,32,0.0,0.97,0.014407652713009256,0.07406255079447277,1.5914825013396694e-11,9.945970971214033e-12,4.153832833253546e-11,5.03402501573175e-09,0.0008640262298129642,0.0009336763662783909,0.02880087432709878,0.08695681268872058,0.08940387991529875,0.11727108286860582,True,0.006422028012304506,0.008660830082530829,-13.540397600588578,-13.583051823851255,0.04265422326267654,13.540397600588578,,fixed_k32_i8
corridor,64,corridor_64,0.05,graph_rd_surrogate_joint,graph_rd_surrogate_joint,64,2,32.0,95,11,11,8,32,0.0,0.97,2.842170943040401e-14,3.1533886613033246e-11,7.0371504508126215,0.12022691604669426,7.519515505403707,320.86075735609114,5.777902600812013e-09,6.1723213207187655e-09,1.9259675336040025e-07,7.519515511544466,7.51951551160759,320.86075754871945,True,0.25883782525169186,11.04471432567904,-29.051068962708783,-21.531553451164317,7.519515511544466,29.051068962708783,,fixed_k32_i8
four_rooms,9,four_rooms_9,0.05,graph_rd_surrogate_joint,graph_rd_surrogate_joint,68,2,34.0,41,10,10,8,32,0.0,0.97,0.04323329045202229,0.00035460921815477775,4.3224087420412616e-08,2.570423563580393e-08,4.540342679604237e-08,1.307966834751156e-05,3.643805257524946e-10,3.8187053519322944e-10,1.2146017525083141e-08,0.043587853884879735,0.0435879454554744,0.0436009914845421,True,0.003219097043574632,0.0032200672957082765,-13.540397600588578,-13.583985454473458,0.043587853884879735,13.540397600588578,,fixed_k32_i8
corridor,64,corridor_64,0.1,endpoints,endpoints,64,2,32.0,111,14,14,8,32,0.0,0.97,0.0,5.5845106317065074e-11,7.051634916037106,0.0961251371205963,8.088784219355347,304.16562137183723,1.3737352659859425e-06,1.5757762419355004e-06,4.579117553286471e-05,8.088785795075744,8.088785795187434,304.1656671630686,True,0.27273634264326485,10.255807697393365,-29.657894935020657,-21.569109139944914,8.088785795075744,29.657894935020657,,fixed_k32_i8
four_rooms,9,four_rooms_9,0.1,endpoints,endpoints,68,2,34.0,52,12,12,8,32,0.0,0.97,0.09107846271449205,0.0015890525894413088,2.8259537227626197e-05,1.3122980259516748e-05,3.126069351999661e-05,0.007237828028831662,9.389211719224022e-08,1.0385461557405051e-07,3.129737239741338e-06,0.09263615075579779,0.09269887985206893,0.09990847307000476,True,0.006478017214328927,0.0069865684522119696,-14.300077892799207,-14.392714043555005,0.09263615075579779,14.300077892799207,,fixed_k32_i8
corridor,64,corridor_64,0.1,turn_articulation,turn_articulation,64,2,32.0,111,14,14,8,32,0.0,0.97,0.0,5.5845106317065074e-11,7.051634916037106,0.0961251371205963,8.088784219355347,304.16562137183723,1.3737352659859425e-06,1.5757762419355004e-06,4.579117553286471e-05,8.088785795075744,8.088785795187434,304.1656671630686,True,0.27273634264326485,10.255807697393365,-29.657894935020657,-21.569109139944914,8.088785795075744,29.657894935020657,,fixed_k32_i8
four_rooms,9,four_rooms_9,0.1,turn_articulation,turn_articulation,68,16,4.25,52,19,19,8,32,0.0,0.97,0.03354517780304711,0.15637104105985777,3.960801375768597e-08,2.0036607347600024e-08,1.2104990965156048e-07,1.0932993324281837e-05,0.00965142628579585,0.011378106035188296,0.32171420952652807,0.18356784484847743,0.20129444594800283,0.5116413613827573,True,0.012836842304258559,0.035778921291078694,-14.300077892799207,-14.38136718102119,0.08128928822198311,14.300077892799207,,fixed_k32_i8
corridor,64,corridor_64,0.1,graph_rd_surrogate_joint,graph_rd_surrogate_joint,64,2,32.0,111,14,14,8,32,0.0,0.97,0.0,5.5845106317065074e-11,7.051634916037106,0.0961251371205963,8.088784219355347,304.16562137183723,1.3737352659859425e-06,1.5757762419355004e-06,4.579117553286471e-05,8.088785795075744,8.088785795187434,304.1656671630686,True,0.27273634264326485,10.255807697393365,-29.657894935020657,-21.569109139944914,8.088785795075744,29.657894935020657,,fixed_k32_i8
four_rooms,9,four_rooms_9,0.1,graph_rd_surrogate_joint,graph_rd_surrogate_joint,68,2,34.0,52,12,12,8,32,0.0,0.97,0.09107846271449205,0.0015890525894413088,2.8259537227626197e-05,1.3122980259516748e-05,3.126069351999661e-05,0.007237828028831662,9.389211719224022e-08,1.0385461557405051e-07,3.129737239741338e-06,0.09263615075579779,0.09269887985206893,0.09990847307000476,True,0.006478017214328927,0.0069865684522119696,-14.300077892799207,-14.392714043555005,0.09263615075579779,14.300077892799207,,fixed_k32_i8
open_room,7,open_room_7,0.0,endpoints,endpoints,49,2,24.5,13,2,2,8,32,0.0,0.97,0.0,0.0,1.7763568394002505e-15,0.0,1.7763568394002505e-15,5.921189464667497e-14,0.0,0.0,0.0,1.7763568394002505e-15,1.7763568394002505e-15,5.921189464667497e-14,True,1.7406296101340607e-16,5.802098700446865e-15,-10.205254633485398,-10.2052546334854,1.7763568394002505e-15,10.205254633485398,,fixed_k32_i8
maze,9,maze_9,0.0,endpoints,endpoints,31,2,15.5,13,2,2,8,32,0.0,0.97,0.0,0.0,1.7763568394002505e-15,0.0,1.7763568394002505e-15,5.921189464667497e-14,0.0,0.0,0.0,1.7763568394002505e-15,1.7763568394002505e-15,5.921189464667497e-14,True,1.7406296101340607e-16,5.802098700446865e-15,-10.205254633485398,-10.2052546334854,1.7763568394002505e-15,10.205254633485398,,fixed_k32_i8
open_room,7,open_room_7,0.0,turn_articulation,turn_articulation,49,4,12.25,13,3,3,8,32,0.0,0.97,0.0,1.7763568394002505e-15,1.7763568394002505e-15,0.0,0.0,5.921189464667497e-14,0.0,0.0,0.0,1.7763568394002505e-15,1.7763568394002505e-15,6.098825148607522e-14,True,1.7406296101340607e-16,5.976161661460271e-15,-10.205254633485398,-10.2052546334854,1.7763568394002505e-15,10.205254633485398,,fixed_k32_i8
maze,9,maze_9,0.0,turn_articulation,turn_articulation,31,8,3.875,13,13,13,8,32,0.0,0.97,0.0,1.7763568394002505e-15,11.833622484681118,0.0,0.0,394.4540828227036,0.7837433594376959,2.996699948075271,26.124778647923172,2.9966999480752694,2.996699948075273,420.57886147062675,True,0.293642839468456,41.211990937553566,-10.205254633485398,-7.208554685410128,2.9966999480752694,10.205254633485398,,fixed_k32_i8
open_room,7,open_room_7,0.0,graph_rd_surrogate_joint,graph_rd_surrogate_joint,49,2,24.5,13,2,2,8,32,0.0,0.97,0.0,0.0,1.7763568394002505e-15,0.0,1.7763568394002505e-15,5.921189464667497e-14,0.0,0.0,0.0,1.7763568394002505e-15,1.7763568394002505e-15,5.921189464667497e-14,True,1.7406296101340607e-16,5.802098700446865e-15,-10.205254633485398,-10.2052546334854,1.7763568394002505e-15,10.205254633485398,,fixed_k32_i8
maze,9,maze_9,0.0,graph_rd_surrogate_joint,graph_rd_surrogate_joint,31,5,6.2,13,7,7,8,32,0.0,0.97,0.0,1.7763568394002505e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7763568394002505e-15,1.7763568394002505e-15,1.7763568394002505e-15,True,1.7406296101340607e-16,1.7406296101340607e-16,-10.205254633485398,-10.2052546334854,1.7763568394002505e-15,10.205254633485398,,fixed_k32_i8
open_room,7,open_room_7,0.05,endpoints,endpoints,49,2,24.5,35,10,10,8,32,0.0,0.97,0.04973231542109424,2.1886492618250486e-11,4.765610128742992e-11,2.978606250536586e-11,5.005951209113846e-11,1.2275069279597381e-08,2.887041716803651e-10,3.0256153138452646e-10,9.623472389345495e-09,0.04973231509035969,0.04973231579560178,0.0497323373415224,True,0.00464199891356802,0.004642000990484668,-10.71355595215629,-10.763288267246649,0.04973231509035969,10.71355595215629,,fixed_k32_i8
maze,9,maze_9,0.05,endpoints,endpoints,31,2,15.5,33,11,11,8,32,0.0,0.97,3.552713678800501e-15,1.9046098032049485e-11,3.0606628342866316e-12,2.0963231150972206e-12,3.270272941335861e-12,8.557760844064392e-10,2.8945930097279415e-09,3.092187839115468e-09,9.648643365759796e-08,3.0764084613110754e-09,3.114507762802532e-09,9.736125939275013e-08,True,2.8520119539858376e-10,9.025962551309005e-09,-10.786800725051773,-10.786800721975364,3.0764084613110754e-09,10.786800725051773,,fixed_k32_i8
open_room,7,open_room_7,0.05,turn_articulation,turn_articulation,49,4,12.25,35,12,12,8,32,0.0,0.97,0.00382846108703383,0.04590385435547972,3.359446054673754e-11,2.0936138350967546e-11,2.1280754936015e-12,8.631205094282902e-09,6.182485101646762e-08,6.614359548962057e-08,2.0608283672155855e-06,0.04973224929678999,0.04973238158823712,0.04973438490208586,True,0.0046419927724165675,0.0046421921091545654,-10.71355595215629,-10.76328820145308,0.04973224929678999,10.71355595215629,,fixed_k32_i8
maze,9,maze_9,0.05,turn_articulation,turn_articulation,31,8,3.875,33,20,20,8,32,0.0,0.97,3.552713678800501e-15,1.8765433651424246e-11,11.147825220638168,0.0010026523298509063,1.7816859099184512e-12,371.9546877172262,0.8954662241740756,2.1939253003324932,29.848874139135827,2.193925300315506,2.193925300353044,401.8035618563808,True,0.20338980539616633,37.249558242344584,-10.786800725051773,-8.592875424736267,2.193925300315506,10.786800725051773,,fixed_k32_i8
open_room,7,open_room_7,0.05,graph_rd_surrogate_joint,graph_rd_surrogate_joint,49,2,24.5,35,10,10,8,32,0.0,0.97,0.04973231542109424,2.1886492618250486e-11,4.765610128742992e-11,2.978606250536586e-11,5.005951209113846e-11,1.2275069279597381e-08,2.887041716803651e-10,3.0256153138452646e-10,9.623472389345495e-09,0.04973231509035969,0.04973231579560178,0.0497323373415224,True,0.00464199891356802,0.004642000990484668,-10.71355595215629,-10.763288267246649,0.04973231509035969,10.71355595215629,,fixed_k32_i8
maze,9,maze_9,0.05,graph_rd_surrogate_joint,graph_rd_surrogate_joint,31,5,6.2,33,17,17,8,32,0.0,0.97,3.552713678800501e-15,1.8838264281839656e-11,8.881784197001252e-16,1.2490014320988931e-16,3.552713678800501e-15,7.451504583459935e-14,0.006154496828836287,0.00674002654858441,0.2051498942945427,0.006740026529746146,0.00674002656742978,0.20514989431345904,True,0.0006248401821397138,0.01901860426854918,-10.786800725051773,-10.780060698522027,0.006740026529746146,10.786800725051773,,fixed_k32_i8
open_room,7,open_room_7,0.1,endpoints,endpoints,49,2,24.5,44,12,12,8,32,0.0,0.97,0.10689515935551341,4.545519516341301e-11,1.53027849947307e-07,7.640767327177223e-08,1.692785716045364e-07,3.411440558959749e-05,7.42877173109946e-08,8.216968439000993e-08,2.4762572436998177e-06,0.10689490795271261,0.1068954108492246,0.1069317500638019,True,0.009472562475412899,0.009475827263284494,-11.284687562649534,-11.391582470602247,0.10689490795271261,11.284687562649534,,fixed_k32_i8
maze,9,maze_9,0.1,endpoints,endpoints,31,2,15.5,42,14,14,8,32,0.0,0.97,0.0,2.5870861009025248e-11,1.750972700165221e-08,9.798154176898777e-09,2.0085044738493707e-08,4.3188924616103e-06,7.283929139845213e-07,8.355206979615559e-07,2.4279763799484024e-05,8.555798718390406e-07,8.556316135610587e-07,2.859868213195533e-05,True,7.48110334524378e-08,2.5006396668385473e-06,-11.436546620933768,-11.436545765353896,8.555798718390406e-07,11.436546620933768,,fixed_k32_i8
open_room,7,open_room_7,0.1,turn_articulation,turn_articulation,49,4,12.25,44,15,15,8,32,0.0,0.97,0.01627865195821876,0.09061650744518168,9.855332194774746e-08,4.964025182086791e-08,1.3120500241825539e-08,2.2134478541913254e-05,6.828731473618177e-06,7.850307111922916e-06,0.00022762438245393904,0.10688729597578828,0.1069030228310126,0.10714491826439629,True,0.009471887935078301,0.009494717303386264,-11.284687562649534,-11.391574858625322,0.10688729597578828,11.284687562649534,,fixed_k32_i8
maze,9,maze_9,0.1,turn_articulation,turn_articulation,31,8,3.875,42,23,23,8,32,0.0,0.97,1.7763568394002505e-15,2.282618538629322e-11,10.400789823767592,0.00206447420134583,3.511857471494295e-12,347.480009307301,0.9518062101803633,2.2074497526986967,31.726873672678746,2.2074497526793824,2.2074497527250365,379.20688298000255,True,0.1930171603234499,33.15746400979924,-11.436546620933768,-9.229096868254386,2.2074497526793824,11.436546620933768,,fixed_k32_i8
open_room,7,open_room_7,0.1,graph_rd_surrogate_joint,graph_rd_surrogate_joint,49,2,24.5,44,12,12,8,32,0.0,0.97,0.10689515935551341,4.545519516341301e-11,1.53027849947307e-07,7.640767327177223e-08,1.692785716045364e-07,3.411440558959749e-05,7.42877173109946e-08,8.216968439000993e-08,2.4762572436998177e-06,0.10689490795271261,0.1068954108492246,0.1069317500638019,True,0.009472562475412899,0.009475827263284494,-11.284687562649534,-11.391582470602247,0.10689490795271261,11.284687562649534,,fixed_k32_i8
maze,9,maze_9,0.1,graph_rd_surrogate_joint,graph_rd_surrogate_joint,31,7,4.428571428571429,42,20,20,8,32,0.0,0.97,1.7763568394002505e-15,1.3709922086491133e-11,1.3322676295501878e-15,3.608224830031759e-16,3.552713678800501e-15,1.8196102594340113e-13,0.04520306085621506,0.054632695005679466,1.5067686952071673,0.05463269499196599,0.05463269501939472,1.5067686952210608,True,0.004777027262055209,0.1317503215929737,-11.436546620933768,-11.381913925941802,0.05463269499196599,11.436546620933768,,fixed_k32_i8
corridor,16,corridor_16,0.0,endpoints,endpoints,16,2,8.0,16,2,2,256,256,0.0,0.97,0.0,0.0,1.7763568394002505e-15,0.0,1.7763568394002505e-15,5.921189464667497e-14,0.0,0.0,0.0,1.7763568394002505e-15,1.7763568394002505e-15,5.921189464667497e-14,True,1.4530573407062472e-16,4.84352446902082e-15,-12.224960362107018,-12.22496036210702,1.7763568394002505e-15,12.224960362107018,,converged_k256_i256
open_room,9,open_room_9,0.0,endpoints,endpoints,81,2,40.5,17,2,2,256,256,0.0,0.97,0.0,0.0,1.7763568394002505e-15,0.0,1.7763568394002505e-15,5.921189464667497e-14,0.0,0.0,0.0,1.7763568394002505e-15,1.7763568394002505e-15,5.921189464667497e-14,True,1.3814960442367423e-16,4.604986814122471e-15,-12.858211551243807,-12.858211551243809,1.7763568394002505e-15,12.858211551243807,,converged_k256_i256
maze,11,maze_11,0.0,endpoints,endpoints,49,2,24.5,33,2,2,256,256,0.0,0.97,0.0,0.0,7.105427357601002e-15,0.0,7.105427357601002e-15,2.368475785866999e-13,0.0,0.0,0.0,7.105427357601002e-15,7.105427357601002e-15,2.368475785866999e-13,True,3.4232440267942716e-16,1.1410813422647563e-14,-20.756414973591422,-20.75641497359143,7.105427357601002e-15,20.756414973591422,,converged_k256_i256
corridor,16,corridor_16,0.0,turn_articulation,turn_articulation,16,2,8.0,16,2,2,256,256,0.0,0.97,0.0,0.0,1.7763568394002505e-15,0.0,1.7763568394002505e-15,5.921189464667497e-14,0.0,0.0,0.0,1.7763568394002505e-15,1.7763568394002505e-15,5.921189464667497e-14,True,1.4530573407062472e-16,4.84352446902082e-15,-12.224960362107018,-12.22496036210702,1.7763568394002505e-15,12.224960362107018,,converged_k256_i256
open_room,9,open_room_9,0.0,turn_articulation,turn_articulation,81,4,20.25,17,3,3,256,256,0.0,0.97,0.0,1.7763568394002505e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7763568394002505e-15,1.7763568394002505e-15,1.7763568394002505e-15,True,1.3814960442367423e-16,1.3814960442367423e-16,-12.858211551243807,-12.858211551243809,1.7763568394002505e-15,12.858211551243807,,converged_k256_i256
maze,11,maze_11,0.0,turn_articulation,turn_articulation,49,15,3.2666666666666666,33,17,17,256,256,0.0,0.97,0.0,3.552713678800501e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.552713678800501e-15,3.552713678800501e-15,3.552713678800501e-15,True,1.7116220133971358e-16,1.7116220133971358e-16,-20.756414973591422,-20.75641497359142,3.552713678800501e-15,20.756414973591422,,converged_k256_i256
corridor,16,corridor_16,0.0,graph_rd_surrogate_joint,graph_rd_surrogate_joint,16,2,8.0,16,2,2,256,256,0.0,0.97,0.0,0.0,1.7763568394002505e-15,0.0,1.7763568394002505e-15,5.921189464667497e-14,0.0,0.0,0.0,1.7763568394002505e-15,1.7763568394002505e-15,5.921189464667497e-14,True,1.4530573407062472e-16,4.84352446902082e-15,-12.224960362107018,-12.22496036210702,1.7763568394002505e-15,12.224960362107018,,converged_k256_i256
open_room,9,open_room_9,0.0,graph_rd_surrogate_joint,graph_rd_surrogate_joint,81,2,40.5,17,2,2,256,256,0.0,0.97,0.0,0.0,1.7763568394002505e-15,0.0,1.7763568394002505e-15,5.921189464667497e-14,0.0,0.0,0.0,1.7763568394002505e-15,1.7763568394002505e-15,5.921189464667497e-14,True,1.3814960442367423e-16,4.604986814122471e-15,-12.858211551243807,-12.858211551243809,1.7763568394002505e-15,12.858211551243807,,converged_k256_i256
maze,11,maze_11,0.0,graph_rd_surrogate_joint,graph_rd_surrogate_joint,49,12,4.083333333333333,33,17,17,256,256,0.0,0.97,0.0,3.552713678800501e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.552713678800501e-15,3.552713678800501e-15,3.552713678800501e-15,True,1.7116220133971358e-16,1.7116220133971358e-16,-20.756414973591422,-20.75641497359142,3.552713678800501e-15,20.756414973591422,,converged_k256_i256
corridor,16,corridor_16,0.05,endpoints,endpoints,16,2,8.0,36,11,11,256,256,0.0,0.97,3.552713678800501e-15,3.711164708875003e-11,5.329070518200751e-15,6.661338147750939e-16,5.329070518200751e-15,4.635181649972511e-13,0.0,9.734435479913373e-13,0.0,3.808331427990197e-11,3.809397242093837e-11,3.7578717967426084e-11,True,2.957926782455863e-12,2.9187348430140647e-12,-12.875002351573668,-12.875002351611752,3.808331427990197e-11,12.875002351573668,,converged_k256_i256
open_room,9,open_room_9,0.05,endpoints,endpoints,81,2,40.5,40,10,10,256,256,0.0,0.97,0.06464888018276582,3.888089850079268e-11,5.329070518200751e-15,4.510281037539698e-16,5.329070518200751e-15,3.809425524146793e-13,0.0,8.775202786637237e-13,0.0,0.06464888022251891,0.06464888022252957,0.06464888022202767,True,0.004803662807054025,0.004803662807017524,-13.458246929319039,-13.522895809541557,0.06464888022251891,13.458246929319039,,converged_k256_i256
maze,11,maze_11,0.05,endpoints,endpoints,49,2,24.5,58,11,11,256,256,0.0,0.97,7.105427357601002e-15,4.566658162730164e-11,1.0658141036401503e-14,4.440892098500626e-16,1.0658141036401503e-14,6.748477788728623e-13,0.0,1.6342482922482304e-12,0.0,4.729727720587107e-11,4.731859348794387e-11,4.63485348335321e-11,True,2.1908386372246426e-12,2.146892313696438e-12,-21.58866308190882,-21.588663081956117,4.729727720587107e-11,21.58866308190882,,converged_k256_i256
corridor,16,corridor_16,0.05,turn_articulation,turn_articulation,16,2,8.0,36,11,11,256,256,0.0,0.97,3.552713678800501e-15,3.711164708875003e-11,5.329070518200751e-15,6.661338147750939e-16,5.329070518200751e-15,4.635181649972511e-13,0.0,9.734435479913373e-13,0.0,3.808331427990197e-11,3.809397242093837e-11,3.7578717967426084e-11,True,2.957926782455863e-12,2.9187348430140647e-12,-12.875002351573668,-12.875002351611752,3.808331427990197e-11,12.875002351573668,,converged_k256_i256
open_room,9,open_room_9,0.05,turn_articulation,turn_articulation,81,4,20.25,40,12,12,256,256,0.0,0.97,0.006004904414314893,0.05864397580684866,3.552713678800501e-15,9.992007221626448e-16,7.105427357601002e-15,5.688266979141084e-13,0.0,1.3677947663381929e-12,0.0,0.06464888022252424,0.06464888022253845,0.06464888022173237,True,0.004803662807054422,0.0048036628069955825,-13.458246929319039,-13.522895809541563,0.06464888022252424,13.458246929319039,,converged_k256_i256
maze,11,maze_11,0.05,turn_articulation,turn_articulation,49,15,3.2666666666666666,58,28,28,256,256,0.0,0.97,1.7763568394002505e-14,4.447642254490347e-11,8.881784197001252e-16,1.3877787808460692e-16,1.7763568394002505e-14,1.2947357576323633e-13,0.0,2.8208546609675977e-12,0.0,4.728661906483467e-11,4.7332804342659074e-11,4.462365968906071e-11,True,2.190344945651618e-12,2.0669950482693434e-12,-21.58866308190882,-21.588663081956106,4.728661906483467e-11,21.58866308190882,,converged_k256_i256
corridor,16,corridor_16,0.05,graph_rd_surrogate_joint,graph_rd_surrogate_joint,16,2,8.0,36,11,11,256,256,0.0,0.97,3.552713678800501e-15,3.711164708875003e-11,5.329070518200751e-15,6.661338147750939e-16,5.329070518200751e-15,4.635181649972511e-13,0.0,9.734435479913373e-13,0.0,3.808331427990197e-11,3.809397242093837e-11,3.7578717967426084e-11,True,2.957926782455863e-12,2.9187348430140647e-12,-12.875002351573668,-12.875002351611752,3.808331427990197e-11,12.875002351573668,,converged_k256_i256
open_room,9,open_room_9,0.05,graph_rd_surrogate_joint,graph_rd_surrogate_joint,81,2,40.5,40,10,10,256,256,0.0,0.97,0.06464888018276582,3.888089850079268e-11,5.329070518200751e-15,4.510281037539698e-16,5.329070518200751e-15,3.809425524146793e-13,0.0,8.775202786637237e-13,0.0,0.06464888022251891,0.06464888022252957,0.06464888022202767,True,0.004803662807054025,0.004803662807017524,-13.458246929319039,-13.522895809541557,0.06464888022251891,13.458246929319039,,converged_k256_i256
maze,11,maze_11,0.05,graph_rd_surrogate_joint,graph_rd_surrogate_joint,49,12,4.083333333333333,58,28,28,256,256,0.0,0.97,1.7763568394002505e-14,4.447642254490347e-11,1.7763568394002505e-15,1.3877787808460692e-16,1.7763568394002505e-14,1.590795230865738e-13,0.0,2.8208546609675977e-12,0.0,4.728661906483467e-11,4.7332804342659074e-11,4.465326563638405e-11,True,2.190344945651618e-12,2.0683664137499668e-12,-21.58866308190882,-21.588663081956106,4.728661906483467e-11,21.58866308190882,,converged_k256_i256
corridor,16,corridor_16,0.1,endpoints,endpoints,16,2,8.0,45,14,14,256,256,0.0,0.97,5.329070518200751e-15,5.4647841807309305e-11,0.0,2.498001805406602e-16,0.0,1.1320203937753431e-13,0.0,4.4142467459096224e-12,0.0,5.906741762373713e-11,5.906741762373713e-11,5.476637291720504e-11,True,4.344754348853675e-12,4.0283873322294415e-12,-13.595110996165191,-13.595110996224259,5.906741762373713e-11,13.595110996165191,,converged_k256_i256
open_room,9,open_room_9,0.1,endpoints,endpoints,81,2,40.5,50,12,12,256,256,0.0,0.97,0.1372450496721065,6.767031379695254e-11,1.7763568394002505e-15,3.608224830031759e-16,3.552713678800501e-15,2.3081767819233686e-13,0.0,8.741452006688633e-12,0.0,0.1372450497485218,0.1372450497485218,0.13724504974000762,True,0.009712585930483401,0.009712585929880868,-14.130639433291586,-14.267884483040108,0.1372450497485218,14.130639433291586,,converged_k256_i256
maze,11,maze_11,0.1,endpoints,endpoints,49,2,24.5,71,14,14,256,256,0.0,0.97,3.552713678800501e-15,3.186428898516169e-11,7.105427357601002e-15,1.3877787807814457e-16,7.105427357601002e-15,3.4082716035743313e-13,0.0,7.297273896256229e-12,0.0,3.915801016773912e-11,3.9172221022454323e-11,3.220866885919793e-11,True,1.7420938060804624e-12,1.432925786610394e-12,-22.477555474375254,-22.477555474414412,3.915801016773912e-11,22.477555474375254,,converged_k256_i256
corridor,16,corridor_16,0.1,turn_articulation,turn_articulation,16,2,8.0,45,14,14,256,256,0.0,0.97,5.329070518200751e-15,5.4647841807309305e-11,0.0,2.498001805406602e-16,0.0,1.1320203937753431e-13,0.0,4.4142467459096224e-12,0.0,5.906741762373713e-11,5.906741762373713e-11,5.476637291720504e-11,True,4.344754348853675e-12,4.0283873322294415e-12,-13.595110996165191,-13.595110996224259,5.906741762373713e-11,13.595110996165191,,converged_k256_i256
open_room,9,open_room_9,0.1,turn_articulation,turn_articulation,81,4,20.25,50,15,15,256,256,0.0,0.97,0.025795264125143547,0.11207546250206946,5.329070518200751e-15,6.9388939204669965e-16,1.7763568394002505e-15,5.076468069308792e-13,0.0,5.183409257369931e-12,0.0,0.13724504974851648,0.1378707266323982,0.13787072662772065,True,0.009712585930483025,0.009756863960656953,-14.130639433291586,-14.267884483040103,0.13724504974851648,14.130639433291586,,converged_k256_i256
maze,11,maze_11,0.1,turn_articulation,turn_articulation,49,15,3.2666666666666666,71,33,33,256,256,0.0,0.97,7.105427357601002e-15,2.4133584020091803e-11,8.881784197001252e-16,3.608229065196495e-16,2.842170943040401e-14,2.999531772476525e-13,0.0,1.5003109865574515e-11,0.0,3.916866830877552e-11,3.9172221022454323e-11,2.4440642624697055e-11,True,1.7425679742367172e-12,1.0873354379020329e-12,-22.477555474375254,-22.477555474414423,3.916866830877552e-11,22.477555474375254,,converged_k256_i256
corridor,16,corridor_16,0.1,graph_rd_surrogate_joint,graph_rd_surrogate_joint,16,2,8.0,45,14,14,256,256,0.0,0.97,5.329070518200751e-15,5.4647841807309305e-11,0.0,2.498001805406602e-16,0.0,1.1320203937753431e-13,0.0,4.4142467459096224e-12,0.0,5.906741762373713e-11,5.906741762373713e-11,5.476637291720504e-11,True,4.344754348853675e-12,4.0283873322294415e-12,-13.595110996165191,-13.595110996224259,5.906741762373713e-11,13.595110996165191,,converged_k256_i256
open_room,9,open_room_9,0.1,graph_rd_surrogate_joint,graph_rd_surrogate_joint,81,2,40.5,50,12,12,256,256,0.0,0.97,0.1372450496721065,6.767031379695254e-11,1.7763568394002505e-15,3.608224830031759e-16,3.552713678800501e-15,2.3081767819233686e-13,0.0,8.741452006688633e-12,0.0,0.1372450497485218,0.1372450497485218,0.13724504974000762,True,0.009712585930483401,0.009712585929880868,-14.130639433291586,-14.267884483040108,0.1372450497485218,14.130639433291586,,converged_k256_i256
maze,11,maze_11,0.1,graph_rd_surrogate_joint,graph_rd_surrogate_joint,49,15,3.2666666666666666,71,33,33,256,256,0.0,0.97,7.105427357601002e-15,2.4133584020091803e-11,8.881784197001252e-16,3.608229065196495e-16,2.842170943040401e-14,2.999531772476525e-13,0.0,1.5003109865574515e-11,0.0,3.916866830877552e-11,3.9172221022454323e-11,2.4440642624697055e-11,True,1.7425679742367172e-12,1.0873354379020329e-12,-22.477555474375254,-22.477555474414423,3.916866830877552e-11,22.477555474375254,,converged_k256_i256
corridor,32,corridor_32,0.0,endpoints,endpoints,32,2,16.0,32,2,2,256,256,0.0,0.97,0.0,0.0,7.105427357601002e-15,0.0,7.105427357601002e-15,2.368475785866999e-13,0.0,0.0,0.0,7.105427357601002e-15,7.105427357601002e-15,2.368475785866999e-13,True,3.488621061101381e-16,1.1628736870337928e-14,-20.36743811710456,-20.367438117104566,7.105427357601002e-15,20.36743811710456,,converged_k256_i256
four_rooms,7,four_rooms_7,0.0,endpoints,endpoints,40,2,20.0,13,2,2,256,256,0.0,0.97,0.0,0.0,1.7763568394002505e-15,0.0,1.7763568394002505e-15,5.921189464667497e-14,0.0,0.0,0.0,1.7763568394002505e-15,1.7763568394002505e-15,5.921189464667497e-14,True,1.7406296101340607e-16,5.802098700446865e-15,-10.205254633485398,-10.2052546334854,1.7763568394002505e-15,10.205254633485398,,converged_k256_i256
corridor,32,corridor_32,0.0,turn_articulation,turn_articulation,32,2,16.0,32,2,2,256,256,0.0,0.97,0.0,0.0,7.105427357601002e-15,0.0,7.105427357601002e-15,2.368475785866999e-13,0.0,0.0,0.0,7.105427357601002e-15,7.105427357601002e-15,2.368475785866999e-13,True,3.488621061101381e-16,1.1628736870337928e-14,-20.36743811710456,-20.367438117104566,7.105427357601002e-15,20.36743811710456,,converged_k256_i256
