map_family,map_size,map,slip,method,n_states,n_boundary,state_compression_ratio,boundary,iterative_candidate_recompute,final_graph_kernel_build_count,selection_time_sec,final_kernel_time_sec,graph_solve_time_sec,total_time_sec,sparse_vi_time_sec,operator_speedup_vs_sparse_vi,planning_speedup_vs_sparse_vi,total_speedup_vs_sparse_vi,start_gap,normalized_start_gap,value_gap_max,normalized_value_gap_max,D_occ,D_model,D_audit_cvar95,error,timestamp,candidate_universe_time_sec,probe_build_time_sec,green_message_passing_time_sec,operator_apply_time_sec,threshold_time_sec,total_operator_time_sec,n_probe_anchors,n_operator_selected,probe_anchors,selected_states,selection_reasons,operator_used_steps_max,operator_frontier_max,operator_message_passing_sparse,n_green_response_passes,n_candidate_insertion_evaluations,n_beam_expansions,reference_iterative_n_boundary,reference_iterative_D_occ,selection_speedup_vs_iterative,total_speedup_vs_iterative
open_room,24,open_room_24,0.05,one_shot_rd_t0p15,576,3,192.0,"[0, 552, 575]",False,,0.11972737195901573,0.7254011619370431,0.0004787610378116369,0.8456072949338704,0.00547224807087332,0.045705906521915,11.43001965215539,0.006471382287804494,0.08633318558182523,0.0033457409097943426,0.08633318558182523,0.0033457409097943426,5.921166642470499e-40,0.22296346786092666,0.7206398280282115,,2026-07-10T21:54:50,0.013785231043584645,0.023055062047205865,0.007039615069516003,0.0754782659932971,0.00021857197862118483,0.11972737195901573,2,1,"[0, 575]",[552],"{""552"": [""control"", ""flow"", ""green"", ""stochastic"", ""topology""]}",67,8.467257521587482e-07,True,,,,2.0,0.7206398280282115,29.949177914280416,4.811244462275476
open_room,24,open_room_24,0.1,one_shot_rd_t0p15,576,3,192.0,"[0, 552, 575]",False,,0.11317197105381638,0.713045452022925,0.00044365297071635723,0.8266610760474578,0.005945965996943414,0.0525392103855463,13.402290504992193,0.007192749446209637,0.1761790687056255,0.006641038272234219,0.1761790687056255,0.006641038272234219,7.983523235406815e-32,0.40537596021764466,0.5677232838643012,,2026-07-10T21:54:50,0.012834351975470781,0.021471048006787896,0.007591972942464054,0.07092694309540093,0.00021690595895051956,0.11317197105381638,2,1,"[0, 575]",[552],"{""552"": [""control"", ""flow"", ""green"", ""stochastic"", ""topology""]}",78,8.202881056299866e-07,True,,,,2.0,0.5677232838643012,38.127968513930725,5.880225331536801
open_room,32,open_room_32,0.0,one_shot_rd_t0p15,1024,3,341.3333333333333,"[0, 992, 1023]",False,,0.1921482770703733,1.923672233009711,0.00036525900941342115,2.1161857690894976,0.004795957007445395,0.02495966698514242,13.13029079049233,0.002266321358690965,1.7763568394002505e-14,6.279120211414368e-16,1.7763568394002505e-14,6.279120211414368e-16,0.0,0.0,1.0,,2026-07-10T21:54:52,0.022932020016014576,0.037904722965322435,0.007020195014774799,0.12375629600137472,0.000309357070364058,0.1921482770703733,2,1,"[0, 1023]",[992],"{""992"": [""control"", ""flow"", ""green"", ""topology""]}",63,0.0,True,,,,2.0,1.0,41.77104730462421,4.5079840174458825
open_room,32,open_room_32,0.05,one_shot_rd_t0p15,1024,3,341.3333333333333,"[0, 992, 1023]",False,,0.19391432299744338,2.1791038499213755,0.0006237750640138984,2.373641947982833,0.007197042927145958,0.0371145504669134,11.537881749927728,0.003032067634826788,0.07115455432404971,0.0024664996511192324,0.07115455432404971,0.0024664996511192324,2.3645527521133335e-53,0.22070205067282112,0.6599973852766782,,2026-07-10T21:54:53,0.02289834595285356,0.03780276793986559,0.009049530024640262,0.12364255101419985,0.0002975719980895519,0.19391432299744338,2,1,"[0, 1023]",[992],"{""992"": [""control"", ""flow"", ""green"", ""stochastic"", ""topology""]}",85,6.68420115172482e-07,True,,,,2.0,0.6599973852766782,54.84450918636383,5.192074884540325
open_room,32,open_room_32,0.1,one_shot_rd_t0p15,1024,3,341.3333333333333,"[0, 992, 1023]",False,,0.1981524770380929,2.234711278928444,0.0004626070149242878,2.433326362981461,0.008486977079883218,0.04283053740605866,18.345975754976894,0.003487808790878529,0.14083570051489858,0.00478636718325372,0.14083570051489858,0.00478636718325372,2.428968354330837e-42,0.3978802716495485,0.5030996418331549,,2026-07-10T21:54:54,0.023136733914725482,0.038036148995161057,0.010397688951343298,0.12605309300124645,0.0003045740304514766,0.1981524770380929,2,1,"[0, 1023]",[992],"{""992"": [""control"", ""flow"", ""green"", ""stochastic"", ""topology""]}",98,8.59197412797731e-07,True,,,,2.0,0.5030996418331549,60.09530371248896,5.588444708800987
four_rooms,21,four_rooms_21,0.0,one_shot_rd_t0p15,404,4,101.0,"[0, 181, 394, 403]",False,,0.07744617306161672,0.8258964230772108,0.0010147721040993929,0.9043573682429269,0.0026364029617980123,0.03404174612605418,2.598024670906589,0.0029152225153207647,3.552713678800501e-15,1.513322019639106e-16,3.552713678800501e-15,1.513322019639106e-16,0.0,1.7763568394002506e-16,2.0,,2026-07-10T21:54:50,0.008860041969455779,0.01494469796307385,0.004318977007642388,0.04902452195528895,0.00018132093828171492,0.07744617306161672,2,2,"[0, 403]","[181, 394]","{""181"": [""control"", ""flow"", ""green"", ""topology""], ""394"": [""control"", ""flow"", ""green"", ""topology""]}",41,0.0,True,,,,2.0,2.0,23.185851191701072,2.3115212750956586
four_rooms,21,four_rooms_21,0.05,one_shot_rd_t0p15,404,4,101.0,"[0, 181, 394, 403]",False,,0.08351065497845411,1.0517114109825343,0.001158291008323431,1.1363803569693118,0.004570170072838664,0.05472559248897971,3.9456147375725203,0.004021690488409315,0.09804278471315087,0.00404597908773543,0.11128992297537366,0.004592655159188387,1.6468530526099461e-06,0.362404816427899,1.7872004017643548,,2026-07-10T21:54:50,0.009213448967784643,0.01576577010564506,0.006066870992071927,0.05215328698977828,0.00020476710051298141,0.08351065497845411,2,2,"[0, 403]","[181, 394]","{""181"": [""control"", ""flow"", ""green"", ""stochastic"", ""topology""], ""394"": [""control"", ""flow"", ""green"", ""stochastic"", ""topology""]}",61,6.371401207007837e-07,True,,,,2.0,1.787200412988663,30.065397207663445,2.507612430569566
four_rooms,21,four_rooms_21,0.1,one_shot_rd_t0p15,404,4,101.0,"[0, 181, 394, 403]",False,,0.07966874691192061,1.0776936380425468,0.0010504520032554865,1.158412836957723,0.00508844293653965,0.06387000089464544,4.844050866455495,0.0043925988854743294,0.19622581445281284,0.00783674639309786,0.22779786775030786,0.009097651720420817,3.0621937442110467e-05,0.6805467793969181,1.610344901662136,,2026-07-10T21:54:51,0.00868045596871525,0.014976077014580369,0.00659186695702374,0.04914007696788758,0.00018031406216323376,0.07966874691192061,2,2,"[0, 403]","[181, 394]","{""181"": [""control"", ""flow"", ""green"", ""stochastic"", ""topology""], ""394"": [""control"", ""flow"", ""green"", ""stochastic"", ""topology""]}",71,9.867300822719612e-07,True,,,,2.0,1.61034521622492,39.71156466801512,3.096987442253379
four_rooms,31,four_rooms_31,0.0,one_shot_rd_t0p15,904,4,226.0,"[0, 421, 889, 903]",False,,0.1695825249189511,3.4131013279547915,0.0010363881010562181,3.583720240974799,0.004467668943107128,0.026345102157444407,4.31080686718998,0.0012466567261656253,1.0658141036401503e-14,3.810137894199571e-16,1.0658141036401503e-14,3.810137894199571e-16,0.0,0.0,2.0,,2026-07-10T21:54:54,0.019629038055427372,0.033511733985506,0.006628894014284015,0.10932285292074084,0.0002968059852719307,0.1695825249189511,2,2,"[0, 903]","[421, 889]","{""421"": [""control"", ""flow"", ""green"", ""topology""], ""889"": [""control"", ""flow"", ""green"", ""topology""]}",61,0.0,True,,,,2.0,2.0,45.31460997925852,2.5362773260208615
four_rooms,31,four_rooms_31,0.05,one_shot_rd_t0p15,904,4,226.0,"[0, 421, 889, 903]",False,,0.17249182099476457,5.197138522053137,0.0013181749964132905,5.370948518044315,0.006802125019021332,0.039434478572916154,5.1602594780887845,0.0012664662482183204,0.09094218918311014,0.0031834292656906975,0.12300889558180472,0.004305923594460102,1.3343206073392174e-10,0.3632515453328726,1.6998159594244888,,2026-07-10T21:54:57,0.019783149007707834,0.03357403306290507,0.008656110032461584,0.1099861910333857,0.0002925929147750139,0.17249182099476457,2,2,"[0, 903]","[421, 889]","{""421"": [""control"", ""flow"", ""green"", ""stochastic"", ""topology""], ""889"": [""control"", ""flow"", ""green"", ""stochastic"", ""topology""]}",84,8.183190309188834e-07,True,,,,2.0,1.6998159594244209,57.14851431297402,2.1071219074154883
four_rooms,31,four_rooms_31,0.1,one_shot_rd_t0p15,904,4,226.0,"[0, 421, 889, 903]",False,,0.17251583700999618,6.0324807070428506,0.0010922800283879042,6.206088824081235,0.007977155968546867,0.04624013717699809,7.303215074178689,0.0012853757325537193,0.17523311611979153,0.006006014271226497,0.24553695250043006,0.008415637828542199,2.8805468556044445e-08,0.6680349841027292,1.4770051548508052,,2026-07-10T21:54:59,0.019446455058641732,0.03333668899722397,0.0096902409568429,0.10955250891856849,0.00029313506092876196,0.17251583700999618,2,2,"[0, 903]","[421, 889]","{""421"": [""control"", ""flow"", ""green"", ""stochastic"", ""topology""], ""889"": [""control"", ""flow"", ""green"", ""stochastic"", ""topology""]}",97,8.795951812054633e-07,True,,,,2.0,1.4770051548221457,61.35668523215546,1.9558160598516456
maze,21,maze_21,0.0,one_shot_rd_t0p15,199,20,9.95,"[0, 9, 15, 23, 25, 27, 29, 30, 32, 45, 47, 51, 53, 65, 67, 104, 106, 169, 171, 198]",False,,0.04299675102811307,4.86325398797635,0.19026386109180748,5.09651460009627,0.004317887010984123,0.10042356475169271,0.022694204701862036,0.000847223514458795,7.105427357601002e-15,2.365259253901696e-16,7.105427357601002e-15,2.365259253901696e-16,1.0,1.0128519967140002,1.0,,2026-07-10T21:54:56,0.0038145919097587466,0.007318990072235465,0.007223231950774789,0.02433897601440549,0.00023422494996339083,0.04299675102811307,2,18,"[0, 198]","[9, 15, 23, 25, 27, 29, 30, 32, 45, 47, 51, 53, 65, 67, 104, 106, 169, 171]","{""9"": [""control"", ""flow"", ""green"", ""topology""], ""15"": [""control"", ""flow"", ""topology""], ""23"": [""control"", ""flow"", ""topology""], ""25"": [""control"", ""flow"", ""topology""], ""27"": [""control"", ""flow"", ""topology""], ""29"": [""control"", ""flow"", ""topology""], ""30"": [""control"", ""flow"", ""topology""], ""32"": [""control"", ""flow"", ""topology""], ""45"": [""control"", ""flow"", ""topology""], ""47"": [""control"", ""flow"", ""topology""], ""51"": [""control"", ""flow"", ""topology""], ""53"": [""control"", ""flow"", ""topology""], ""65"": [""control"", ""flow"", ""topology""], ""67"": [""control"", ""flow"", ""topology""], ""104"": [""control"", ""flow"", ""topology""], ""106"": [""control"", ""flow"", ""topology""], ""169"": [""control"", ""flow"", ""topology""], ""171"": [""control"", ""flow"", ""topology""], ""194"": [""control"", ""flow"", ""green"", ""topology""]}",126,0.0,True,,,,20.0,1.0,7735.738259538055,66.45472866330847
maze,21,maze_21,0.05,one_shot_rd_t0p15,199,20,9.95,"[0, 9, 15, 23, 25, 27, 29, 30, 32, 45, 47, 51, 53, 65, 67, 104, 106, 169, 171, 198]",False,,0.0473663859302178,7.843545777024701,0.16630568099208176,8.057217843947,0.0063521809643134475,0.1341073598832673,0.03819581463735981,0.0007883839170471895,3.0309030911723767e-06,9.926718229334963e-08,3.4986172536832782e-06,1.1458560905743072e-07,0.999999795950722,3.3727970907401748,1.0003079422640615,,2026-07-10T21:54:59,0.003960412926971912,0.0076662530191242695,0.00920739897992462,0.02615937392693013,0.0002860979875549674,0.0473663859302178,2,18,"[0, 198]","[9, 15, 23, 25, 27, 29, 30, 32, 45, 47, 51, 53, 65, 67, 104, 106, 169, 171]","{""9"": [""control"", ""flow"", ""green"", ""stochastic"", ""topology""], ""15"": [""control"", ""flow"", ""topology""], ""23"": [""control"", ""flow"", ""green"", ""topology""], ""25"": [""control"", ""flow"", ""topology""], ""27"": [""control"", ""flow"", ""topology""], ""29"": [""control"", ""flow"", ""topology""], ""30"": [""control"", ""flow"", ""topology""], ""32"": [""control"", ""flow"", ""topology""], ""45"": [""control"", ""flow"", ""topology""], ""47"": [""control"", ""flow"", ""topology""], ""51"": [""control"", ""flow"", ""topology""], ""53"": [""control"", ""flow"", ""topology""], ""65"": [""control"", ""flow"", ""topology""], ""67"": [""control"", ""flow"", ""topology""], ""104"": [""control"", ""flow"", ""green"", ""topology""], ""106"": [""control"", ""flow"", ""green"", ""topology""], ""169"": [""control"", ""flow"", ""topology""], ""171"": [""control"", ""flow"", ""topology""], ""194"": [""control"", ""flow"", ""green"", ""stochastic"", ""topology""]}",152,8.489082620764954e-07,True,,,,20.0,1.000307811421818,7195.336504311947,43.580332890566154
maze,21,maze_21,0.1,one_shot_rd_t0p15,199,20,9.95,"[0, 9, 15, 23, 25, 27, 29, 30, 32, 45, 47, 51, 53, 65, 67, 104, 106, 169, 171, 198]",False,,0.0474674329161644,8.260669326060452,0.17157149699050933,8.479708255967125,0.0072771289851516485,0.15330782682106073,0.04241455668801555,0.0008581815276522953,2.8314304714172067e-06,9.131305076084316e-08,3.130606138768144e-06,1.0096140454349902e-07,1.000005087733218,5.7187835298836625,1.0013754608215915,,2026-07-10T21:55:00,0.003869556006975472,0.00754037091974169,0.010110493982210755,0.025615302962251008,0.00026687292847782373,0.0474674329161644,2,18,"[0, 198]","[9, 15, 23, 25, 27, 29, 30, 32, 45, 47, 51, 53, 65, 67, 104, 106, 169, 171]","{""9"": [""control"", ""flow"", ""green"", ""stochastic"", ""topology""], ""15"": [""control"", ""flow"", ""topology""], ""23"": [""control"", ""flow"", ""green"", ""topology""], ""25"": [""control"", ""flow"", ""green"", ""topology""], ""27"": [""control"", ""flow"", ""topology""], ""29"": [""control"", ""flow"", ""topology""], ""30"": [""control"", ""flow"", ""topology""], ""32"": [""control"", ""flow"", ""topology""], ""45"": [""control"", ""flow"", ""green"", ""topology""], ""47"": [""control"", ""flow"", ""green"", ""topology""], ""51"": [""control"", ""flow"", ""topology""], ""53"": [""control"", ""flow"", ""topology""], ""65"": [""control"", ""flow"", ""green"", ""topology""], ""67"": [""control"", ""flow"", ""green"", ""topology""], ""104"": [""control"", ""flow"", ""green"", ""topology""], ""106"": [""control"", ""flow"", ""green"", ""topology""], ""169"": [""control"", ""flow"", ""topology""], ""171"": [""control"", ""flow"", ""green"", ""topology""], ""194"": [""control"", ""flow"", ""green"", ""stochastic"", ""topology""]}",169,8.958473737450527e-07,True,,,,20.0,1.001377121026711,7294.679789394667,42.49052735811135
maze,31,maze_31,0.0,one_shot_rd_t0p15,449,20,22.45,"[0, 4, 35, 37, 64, 70, 99, 101, 137, 190, 192, 219, 221, 223, 225, 248, 250, 251, 255, 448]",False,,0.09098333807196468,69.3643410539953,0.3111592499772087,69.76648364204448,0.009006846928969026,0.0989944655783559,0.028946100524502312,0.0001290999124333262,1.4210854715202004e-14,4.305261624195211e-16,2.1316282072803006e-14,6.457892436292816e-16,25.0,1.4417950929231542,25.0,,2026-07-10T21:56:02,0.007739087915979326,0.015497849904932082,0.01440170791465789,0.05282917292788625,0.00040826096665114164,0.09098333807196468,2,18,"[0, 448]","[4, 35, 37, 64, 70, 99, 101, 137, 190, 192, 219, 221, 223, 225, 248, 250, 251, 255]","{""4"": [""control"", ""flow"", ""green"", ""topology""], ""11"": [""control"", ""flow"", ""green"", ""topology""], ""19"": [""control"", ""flow"", ""topology""], ""20"": [""control"", ""flow"", ""topology""], ""24"": [""control"", ""flow"", ""topology""], ""35"": [""control"", ""flow"", ""green"", ""topology""], ""37"": [""control"", ""flow"", ""green"", ""topology""], ""51"": [""control"", ""flow"", ""topology""], ""53"": [""control"", ""flow"", ""topology""], ""64"": [""control"", ""flow"", ""green"", ""topology""], ""70"": [""control"", ""flow"", ""green"", ""topology""], ""80"": [""control"", ""flow"", ""topology""], ""82"": [""control"", ""flow"", ""topology""], ""99"": [""control"", ""flow"", ""green"", ""topology""], ""101"": [""control"", ""flow"", ""green"", ""topology""], ""109"": [""control"", ""flow"", ""topology""], ""111"": [""control"", ""flow"", ""topology""], ""133"": [""control"", ""flow"", ""topology""], ""137"": [""control"", ""flow"", ""topology""], ""169"": [""control"", ""flow"", ""green"", ""topology""], ""171"": [""control"", ""flow"", ""topology""], ""190"": [""control"", ""flow"", ""green"", ""topology""], ""192"": [""control"", ""flow"", ""green"", ""topology""], ""201"": [""control"", ""flow"", ""topology""], ""203"": [""control"", ""flow"", ""topology""], ""219"": [""control"", ""flow"", ""topology""], ""221"": [""control"", ""flow"", ""topology""], ""223"": [""control"", ""flow"", ""topology""], ""225"": [""control"", ""flow"", ""topology""], ""226"": [""control"", ""flow"", ""topology""], ""228"": [""flow"", ""green"", ""topology""], ""234"": [""flow"", ""green"", ""topology""], ""248"": [""control"", ""flow"", ""green"", ""topology""], ""250"": [""control"", ""flow"", ""green"", ""topology""], ""251"": [""control"", ""flow"", ""topology""], ""255"": [""control"", ""flow"", ""topology""], ""264"": [""control"", ""flow"", ""topology""]}",256,0.00041073713754933243,True,,,,20.0,25.0,49626.83644804964,66.01497165963553
maze,31,maze_31,0.05,one_shot_rd_t0p15,449,20,22.45,"[0, 4, 35, 37, 64, 70, 99, 101, 137, 190, 192, 219, 221, 223, 225, 248, 250, 251, 255, 448]",False,,0.09287071507424116,113.31316346302629,0.4437517080223188,113.84978588612285,0.011434591957367957,0.12312376348375378,0.025767995369141986,0.00010043577920124767,4.907083820171465e-06,1.4825787783043002e-07,4.907083820171465e-06,1.4825787783043002e-07,25.000596924170814,3.745500879049895,25.00061049789127,,2026-07-10T21:56:48,0.00782330404035747,0.015514356084167957,0.0159326660213992,0.053067812928929925,0.00042340008076280355,0.09287071507424116,2,18,"[0, 448]","[4, 35, 37, 64, 70, 99, 101, 137, 190, 192, 219, 221, 223, 225, 248, 250, 251, 255]","{""4"": [""control"", ""flow"", ""green"", ""topology""], ""11"": [""control"", ""flow"", ""green"", ""stochastic"", ""topology""], ""19"": [""control"", ""flow"", ""topology""], ""20"": [""control"", ""flow"", ""topology""], ""24"": [""control"", ""flow"", ""topology""], ""35"": [""control"", ""flow"", ""green"", ""topology""], ""37"": [""control"", ""flow"", ""green"", ""topology""], ""51"": [""control"", ""flow"", ""topology""], ""53"": [""control"", ""flow"", ""topology""], ""64"": [""control"", ""flow"", ""green"", ""topology""], ""70"": [""control"", ""flow"", ""green"", ""topology""], ""80"": [""control"", ""flow"", ""topology""], ""82"": [""control"", ""flow"", ""topology""], ""99"": [""control"", ""flow"", ""green"", ""topology""], ""101"": [""control"", ""flow"", ""green"", ""topology""], ""109"": [""control"", ""flow"", ""topology""], ""111"": [""control"", ""flow"", ""topology""], ""133"": [""control"", ""flow"", ""topology""], ""137"": [""control"", ""flow"", ""topology""], ""169"": [""control"", ""flow"", ""green"", ""stochastic"", ""topology""], ""171"": [""control"", ""flow"", ""topology""], ""190"": [""control"", ""flow"", ""green"", ""topology""], ""192"": [""control"", ""flow"", ""green"", ""topology""], ""201"": [""control"", ""flow"", ""topology""], ""203"": [""control"", ""flow"", ""topology""], ""219"": [""control"", ""flow"", ""green"", ""topology""], ""221"": [""control"", ""flow"", ""green"", ""topology""], ""223"": [""control"", ""flow"", ""topology""], ""225"": [""control"", ""flow"", ""topology""], ""226"": [""control"", ""flow"", ""topology""], ""228"": [""flow"", ""green"", ""stochastic"", ""topology""], ""234"": [""flow"", ""green"", ""stochastic"", ""topology""], ""248"": [""control"", ""flow"", ""green"", ""topology""], ""250"": [""control"", ""flow"", ""green"", ""topology""], ""251"": [""control"", ""flow"", ""green"", ""topology""], ""255"": [""control"", ""flow"", ""topology""], ""446"": [""green"", ""stochastic""]}",256,3.064122743141213e-05,True,,,,20.0,25.000911526074614,39372.14466217867,33.46339587301197
