method,n_rows,median_n_boundary,median_state_compression,median_selection_time_sec,median_final_kernel_time_sec,median_total_time_sec,median_total_speedup_vs_sparse_vi,median_selection_speedup_vs_iterative,median_total_speedup_vs_iterative,max_normalized_start_gap,max_normalized_value_gap,median_D_occ,median_D_audit_cvar95,median_boundary_jaccard_vs_iterative
one_shot_rd_t0p15,27,3.0,192.0,0.07966874691192061,2.0490824930602685,2.1134809679351747,0.0038629720190769294,947.0866501050303,15.133723237280273,0.00783674639309786,0.009097651720420817,2.3645527521133335e-53,1.0,nan
