map,step,risk_kind,candidate_state,n_boundary,n_basis,n_train_probes,risk_before,risk_after,risk_delta,rate_delta,operator_score,mean_probe_delta,max_probe_delta,min_probe_delta,probe_details,rank,basis_mode,probe,n_candidates,distortion_before_bits,top_probe_state
maze_9,0,single,21,2,17,2,77.72630619236912,-2.8848035071860068e-12,77.72630619237201,5.857980995127573,615.9524685438485,58.294729644257984,77.72630619237201,38.863153096143954,"{""bottleneck"": {""after_bits"": 38.86315309622517, ""before_bits"": 77.72630619236912, ""delta_bits"": 38.863153096143954, ""rate_delta"": 5.857980995127573}, ""junction"": {""after_bits"": -2.8848035071860068e-12, ""before_bits"": 77.72630619236912, ""delta_bits"": 77.72630619237201, ""rate_delta"": 5.857980995127573}}",1,fixed,,,,
maze_9,0,single,1,2,17,2,77.72630619236912,77.72630619236912,0.0,5.857980995127573,-5.857980995127573,0.0,0.0,0.0,"{""bottleneck"": {""after_bits"": 77.72630619236912, ""before_bits"": 77.72630619236912, ""delta_bits"": 0.0, ""rate_delta"": 5.857980995127573}, ""junction"": {""after_bits"": 77.72630619236912, ""before_bits"": 77.72630619236912, ""delta_bits"": 0.0, ""rate_delta"": 5.857980995127573}}",2,fixed,,,,
maze_9,0,single,2,2,17,2,77.72630619236912,77.72630619236912,0.0,5.857980995127573,-5.857980995127573,19.431576548093002,38.863153096186004,0.0,"{""bottleneck"": {""after_bits"": 38.86315309618312, ""before_bits"": 77.72630619236912, ""delta_bits"": 38.863153096186004, ""rate_delta"": 5.857980995127573}, ""junction"": {""after_bits"": 77.72630619236912, ""before_bits"": 77.72630619236912, ""delta_bits"": 0.0, ""rate_delta"": 5.857980995127573}}",3,fixed,,,,
maze_9,0,single,3,2,17,2,77.72630619236912,77.72630619236912,0.0,5.857980995127573,-5.857980995127573,0.0,0.0,0.0,"{""bottleneck"": {""after_bits"": 77.72630619236912, ""before_bits"": 77.72630619236912, ""delta_bits"": 0.0, ""rate_delta"": 5.857980995127573}, ""junction"": {""after_bits"": 77.72630619236912, ""before_bits"": 77.72630619236912, ""delta_bits"": 0.0, ""rate_delta"": 5.857980995127573}}",4,fixed,,,,
maze_9,0,single,4,2,17,2,77.72630619236912,77.72630619236912,0.0,5.857980995127573,-5.857980995127573,0.0,0.0,0.0,"{""bottleneck"": {""after_bits"": 77.72630619236912, ""before_bits"": 77.72630619236912, ""delta_bits"": 0.0, ""rate_delta"": 5.857980995127573}, ""junction"": {""after_bits"": 77.72630619236912, ""before_bits"": 77.72630619236912, ""delta_bits"": 0.0, ""rate_delta"": 5.857980995127573}}",5,fixed,,,,
maze_9,0,single,5,2,17,2,77.72630619236912,77.72630619236912,0.0,5.857980995127573,-5.857980995127573,0.0,0.0,0.0,"{""bottleneck"": {""after_bits"": 77.72630619236912, ""before_bits"": 77.72630619236912, ""delta_bits"": 0.0, ""rate_delta"": 5.857980995127573}, ""junction"": {""after_bits"": 77.72630619236912, ""before_bits"": 77.72630619236912, ""delta_bits"": 0.0, ""rate_delta"": 5.857980995127573}}",6,fixed,,,,
maze_9,0,single,6,2,17,2,77.72630619236912,77.72630619236912,0.0,5.857980995127573,-5.857980995127573,0.0,0.0,0.0,"{""bottleneck"": {""after_bits"": 77.72630619236912, ""before_bits"": 77.72630619236912, ""delta_bits"": 0.0, ""rate_delta"": 5.857980995127573}, ""junction"": {""after_bits"": 77.72630619236912, ""before_bits"": 77.72630619236912, ""delta_bits"": 0.0, ""rate_delta"": 5.857980995127573}}",7,fixed,,,,
maze_9,0,single,7,2,17,2,77.72630619236912,77.72630619236912,0.0,5.857980995127573,-5.857980995127573,0.0,0.0,0.0,"{""bottleneck"": {""after_bits"": 77.72630619236912, ""before_bits"": 77.72630619236912, ""delta_bits"": 0.0, ""rate_delta"": 5.857980995127573}, ""junction"": {""after_bits"": 77.72630619236912, ""before_bits"": 77.72630619236912, ""delta_bits"": 0.0, ""rate_delta"": 5.857980995127573}}",8,fixed,,,,
maze_9,0,single,8,2,17,2,77.72630619236912,77.72630619236912,0.0,5.857980995127573,-5.857980995127573,0.0,0.0,0.0,"{""bottleneck"": {""after_bits"": 77.72630619236912, ""before_bits"": 77.72630619236912, ""delta_bits"": 0.0, ""rate_delta"": 5.857980995127573}, ""junction"": {""after_bits"": 77.72630619236912, ""before_bits"": 77.72630619236912, ""delta_bits"": 0.0, ""rate_delta"": 5.857980995127573}}",9,fixed,,,,
maze_9,0,single,9,2,17,2,77.72630619236912,77.72630619236912,0.0,5.857980995127573,-5.857980995127573,0.0,0.0,0.0,"{""bottleneck"": {""after_bits"": 77.72630619236912, ""before_bits"": 77.72630619236912, ""delta_bits"": 0.0, ""rate_delta"": 5.857980995127573}, ""junction"": {""after_bits"": 77.72630619236912, ""before_bits"": 77.72630619236912, ""delta_bits"": 0.0, ""rate_delta"": 5.857980995127573}}",10,fixed,,,,
maze_9,0,single,11,2,17,2,77.72630619236912,77.72630619236912,0.0,5.857980995127573,-5.857980995127573,0.0,0.0,0.0,"{""bottleneck"": {""after_bits"": 77.72630619236912, ""before_bits"": 77.72630619236912, ""delta_bits"": 0.0, ""rate_delta"": 5.857980995127573}, ""junction"": {""after_bits"": 77.72630619236912, ""before_bits"": 77.72630619236912, ""delta_bits"": 0.0, ""rate_delta"": 5.857980995127573}}",11,fixed,,,,
maze_9,0,single,13,2,17,2,77.72630619236912,77.72630619236912,0.0,5.857980995127573,-5.857980995127573,0.0,0.0,0.0,"{""bottleneck"": {""after_bits"": 77.72630619236912, ""before_bits"": 77.72630619236912, ""delta_bits"": 0.0, ""rate_delta"": 5.857980995127573}, ""junction"": {""after_bits"": 77.72630619236912, ""before_bits"": 77.72630619236912, ""delta_bits"": 0.0, ""rate_delta"": 5.857980995127573}}",12,fixed,,,,
maze_9,0,single,17,2,17,2,77.72630619236912,77.72630619236912,0.0,5.857980995127573,-5.857980995127573,0.0,0.0,0.0,"{""bottleneck"": {""after_bits"": 77.72630619236912, ""before_bits"": 77.72630619236912, ""delta_bits"": 0.0, ""rate_delta"": 5.857980995127573}, ""junction"": {""after_bits"": 77.72630619236912, ""before_bits"": 77.72630619236912, ""delta_bits"": 0.0, ""rate_delta"": 5.857980995127573}}",13,fixed,,,,
maze_9,0,single,24,2,17,2,77.72630619236912,77.72630619236912,0.0,5.857980995127573,-5.857980995127573,1.9570221845020193,3.9140443690040385,0.0,"{""bottleneck"": {""after_bits"": 73.81226182336508, ""before_bits"": 77.72630619236912, ""delta_bits"": 3.9140443690040385, ""rate_delta"": 5.857980995127573}, ""junction"": {""after_bits"": 77.72630619236912, ""before_bits"": 77.72630619236912, ""delta_bits"": 0.0, ""rate_delta"": 5.857980995127573}}",14,fixed,,,,
maze_9,0,single,27,2,17,2,77.72630619236912,77.72630619236912,0.0,5.857980995127573,-5.857980995127573,0.0,0.0,0.0,"{""bottleneck"": {""after_bits"": 77.72630619236912, ""before_bits"": 77.72630619236912, ""delta_bits"": 0.0, ""rate_delta"": 5.857980995127573}, ""junction"": {""after_bits"": 77.72630619236912, ""before_bits"": 77.72630619236912, ""delta_bits"": 0.0, ""rate_delta"": 5.857980995127573}}",15,fixed,,,,
maze_9,1,single,1,3,17,2,-8.630671686573849e-12,-8.630671686573849e-12,0.0,5.892317422778735,-5.892317422778735,0.0,0.0,0.0,"{""bottleneck"": {""after_bits"": 89.39208676260378, ""before_bits"": 89.39208676260378, ""delta_bits"": 0.0, ""rate_delta"": 5.892317422778735}, ""junction"": {""after_bits"": -8.630671686573849e-12, ""before_bits"": -8.630671686573849e-12, ""delta_bits"": 0.0, ""rate_delta"": 5.892317422778735}}",1,fixed,,,,
maze_9,1,single,2,3,17,2,-8.630671686573849e-12,-8.630671686573849e-12,0.0,5.892317422778735,-5.892317422778735,38.863153096186004,77.72630619237201,0.0,"{""bottleneck"": {""after_bits"": 11.665780570231775, ""before_bits"": 89.39208676260378, ""delta_bits"": 77.72630619237201, ""rate_delta"": 5.892317422778735}, ""junction"": {""after_bits"": -8.630671686573849e-12, ""before_bits"": -8.630671686573849e-12, ""delta_bits"": 0.0, ""rate_delta"": 5.892317422778735}}",2,fixed,,,,
maze_9,1,single,3,3,17,2,-8.630671686573849e-12,-8.630671686573849e-12,0.0,5.892317422778735,-5.892317422778735,0.0,0.0,0.0,"{""bottleneck"": {""after_bits"": 89.39208676260378, ""before_bits"": 89.39208676260378, ""delta_bits"": 0.0, ""rate_delta"": 5.892317422778735}, ""junction"": {""after_bits"": -8.630671686573849e-12, ""before_bits"": -8.630671686573849e-12, ""delta_bits"": 0.0, ""rate_delta"": 5.892317422778735}}",3,fixed,,,,
maze_9,1,single,4,3,17,2,-8.630671686573849e-12,-8.630671686573849e-12,0.0,5.892317422778735,-5.892317422778735,0.0,0.0,0.0,"{""bottleneck"": {""after_bits"": 89.39208676260378, ""before_bits"": 89.39208676260378, ""delta_bits"": 0.0, ""rate_delta"": 5.892317422778735}, ""junction"": {""after_bits"": -8.630671686573849e-12, ""before_bits"": -8.630671686573849e-12, ""delta_bits"": 0.0, ""rate_delta"": 5.892317422778735}}",4,fixed,,,,
maze_9,1,single,5,3,17,2,-8.630671686573849e-12,-8.630671686573849e-12,0.0,5.892317422778735,-5.892317422778735,0.00022198725719982517,0.00044397451439965035,0.0,"{""bottleneck"": {""after_bits"": 89.39164278808938, ""before_bits"": 89.39208676260378, ""delta_bits"": 0.00044397451439965035, ""rate_delta"": 5.892317422778735}, ""junction"": {""after_bits"": -8.630671686573849e-12, ""before_bits"": -8.630671686573849e-12, ""delta_bits"": 0.0, ""rate_delta"": 5.892317422778735}}",5,fixed,,,,
maze_9,1,single,6,3,17,2,-8.630671686573849e-12,-8.630671686573849e-12,0.0,5.892317422778735,-5.892317422778735,0.0,0.0,0.0,"{""bottleneck"": {""after_bits"": 89.39208676260378, ""before_bits"": 89.39208676260378, ""delta_bits"": 0.0, ""rate_delta"": 5.892317422778735}, ""junction"": {""after_bits"": -8.630671686573849e-12, ""before_bits"": -8.630671686573849e-12, ""delta_bits"": 0.0, ""rate_delta"": 5.892317422778735}}",6,fixed,,,,
maze_9,1,single,7,3,17,2,-8.630671686573849e-12,-8.630671686573849e-12,0.0,5.892317422778735,-5.892317422778735,0.0,0.0,0.0,"{""bottleneck"": {""after_bits"": 89.39208676260378, ""before_bits"": 89.39208676260378, ""delta_bits"": 0.0, ""rate_delta"": 5.892317422778735}, ""junction"": {""after_bits"": -8.630671686573849e-12, ""before_bits"": -8.630671686573849e-12, ""delta_bits"": 0.0, ""rate_delta"": 5.892317422778735}}",7,fixed,,,,
maze_9,1,single,8,3,17,2,-8.630671686573849e-12,-8.630671686573849e-12,0.0,5.892317422778735,-5.892317422778735,0.0,0.0,0.0,"{""bottleneck"": {""after_bits"": 89.39208676260378, ""before_bits"": 89.39208676260378, ""delta_bits"": 0.0, ""rate_delta"": 5.892317422778735}, ""junction"": {""after_bits"": -8.630671686573849e-12, ""before_bits"": -8.630671686573849e-12, ""delta_bits"": 0.0, ""rate_delta"": 5.892317422778735}}",8,fixed,,,,
maze_9,1,single,9,3,17,2,-8.630671686573849e-12,-8.630671686573849e-12,0.0,5.892317422778735,-5.892317422778735,0.0,0.0,0.0,"{""bottleneck"": {""after_bits"": 89.39208676260378, ""before_bits"": 89.39208676260378, ""delta_bits"": 0.0, ""rate_delta"": 5.892317422778735}, ""junction"": {""after_bits"": -8.630671686573849e-12, ""before_bits"": -8.630671686573849e-12, ""delta_bits"": 0.0, ""rate_delta"": 5.892317422778735}}",9,fixed,,,,
maze_9,1,single,11,3,17,2,-8.630671686573849e-12,-8.630671686573849e-12,0.0,5.892317422778735,-5.892317422778735,0.0,0.0,0.0,"{""bottleneck"": {""after_bits"": 89.39208676260378, ""before_bits"": 89.39208676260378, ""delta_bits"": 0.0, ""rate_delta"": 5.892317422778735}, ""junction"": {""after_bits"": -8.630671686573849e-12, ""before_bits"": -8.630671686573849e-12, ""delta_bits"": 0.0, ""rate_delta"": 5.892317422778735}}",10,fixed,,,,
maze_9,1,single,13,3,17,2,-8.630671686573849e-12,-8.630671686573849e-12,0.0,5.892317422778735,-5.892317422778735,0.0,0.0,0.0,"{""bottleneck"": {""after_bits"": 89.39208676260378, ""before_bits"": 89.39208676260378, ""delta_bits"": 0.0, ""rate_delta"": 5.892317422778735}, ""junction"": {""after_bits"": -8.630671686573849e-12, ""before_bits"": -8.630671686573849e-12, ""delta_bits"": 0.0, ""rate_delta"": 5.892317422778735}}",11,fixed,,,,
maze_9,1,single,17,3,17,2,-8.630671686573849e-12,-8.630671686573849e-12,0.0,5.892317422778735,-5.892317422778735,5.832890148449626,11.665780296899252,0.0,"{""bottleneck"": {""after_bits"": 77.72630646570452, ""before_bits"": 89.39208676260378, ""delta_bits"": 11.665780296899252, ""rate_delta"": 5.892317422778735}, ""junction"": {""after_bits"": -8.630671686573849e-12, ""before_bits"": -8.630671686573849e-12, ""delta_bits"": 0.0, ""rate_delta"": 5.892317422778735}}",12,fixed,,,,
maze_9,1,single,24,3,17,2,-8.630671686573849e-12,-8.630671686573849e-12,0.0,5.892317422778735,-5.892317422778735,4.2052661086750784e-11,8.410532217350157e-11,0.0,"{""bottleneck"": {""after_bits"": 89.39208676251968, ""before_bits"": 89.39208676260378, ""delta_bits"": 8.410532217350157e-11, ""rate_delta"": 5.892317422778735}, ""junction"": {""after_bits"": -8.630671686573849e-12, ""before_bits"": -8.630671686573849e-12, ""delta_bits"": 0.0, ""rate_delta"": 5.892317422778735}}",13,fixed,,,,
maze_9,1,single,27,3,17,2,-8.630671686573849e-12,-8.630671686573849e-12,0.0,5.892317422778735,-5.892317422778735,0.0,0.0,0.0,"{""bottleneck"": {""after_bits"": 89.39208676260378, ""before_bits"": 89.39208676260378, ""delta_bits"": 0.0, ""rate_delta"": 5.892317422778735}, ""junction"": {""after_bits"": -8.630671686573849e-12, ""before_bits"": -8.630671686573849e-12, ""delta_bits"": 0.0, ""rate_delta"": 5.892317422778735}}",14,fixed,,,,
maze_9,2,single,2,4,17,2,-4.328469891952552e-12,-4.328469891952552e-12,0.0,5.58496250072116,-5.58496250072116,0.0,0.0,0.0,"{""bottleneck"": {""after_bits"": -4.328469891952552e-12, ""before_bits"": -4.328469891952552e-12, ""delta_bits"": 0.0, ""rate_delta"": 5.58496250072116}, ""junction"": {""after_bits"": -4.328469891952552e-12, ""before_bits"": -4.328469891952552e-12, ""delta_bits"": 0.0, ""rate_delta"": 5.58496250072116}}",1,fixed,,,,
maze_9,2,single,3,4,17,2,-4.328469891952552e-12,-4.328469891952552e-12,0.0,5.58496250072116,-5.58496250072116,0.0,0.0,0.0,"{""bottleneck"": {""after_bits"": -4.328469891952552e-12, ""before_bits"": -4.328469891952552e-12, ""delta_bits"": 0.0, ""rate_delta"": 5.58496250072116}, ""junction"": {""after_bits"": -4.328469891952552e-12, ""before_bits"": -4.328469891952552e-12, ""delta_bits"": 0.0, ""rate_delta"": 5.58496250072116}}",2,fixed,,,,
maze_9,2,single,4,4,17,2,-4.328469891952552e-12,-4.328469891952552e-12,0.0,5.58496250072116,-5.58496250072116,0.0,0.0,0.0,"{""bottleneck"": {""after_bits"": -4.328469891952552e-12, ""before_bits"": -4.328469891952552e-12, ""delta_bits"": 0.0, ""rate_delta"": 5.58496250072116}, ""junction"": {""after_bits"": -4.328469891952552e-12, ""before_bits"": -4.328469891952552e-12, ""delta_bits"": 0.0, ""rate_delta"": 5.58496250072116}}",3,fixed,,,,
maze_9,2,single,5,4,17,2,-4.328469891952552e-12,-4.328469891952552e-12,0.0,5.58496250072116,-5.58496250072116,0.0,0.0,0.0,"{""bottleneck"": {""after_bits"": -4.328469891952552e-12, ""before_bits"": -4.328469891952552e-12, ""delta_bits"": 0.0, ""rate_delta"": 5.58496250072116}, ""junction"": {""after_bits"": -4.328469891952552e-12, ""before_bits"": -4.328469891952552e-12, ""delta_bits"": 0.0, ""rate_delta"": 5.58496250072116}}",4,fixed,,,,
maze_9,2,single,6,4,17,2,-4.328469891952552e-12,-4.328469891952552e-12,0.0,5.58496250072116,-5.58496250072116,0.0,0.0,0.0,"{""bottleneck"": {""after_bits"": -4.328469891952552e-12, ""before_bits"": -4.328469891952552e-12, ""delta_bits"": 0.0, ""rate_delta"": 5.58496250072116}, ""junction"": {""after_bits"": -4.328469891952552e-12, ""before_bits"": -4.328469891952552e-12, ""delta_bits"": 0.0, ""rate_delta"": 5.58496250072116}}",5,fixed,,,,
maze_9,2,single,7,4,17,2,-4.328469891952552e-12,-4.328469891952552e-12,0.0,5.58496250072116,-5.58496250072116,0.0,0.0,0.0,"{""bottleneck"": {""after_bits"": -4.328469891952552e-12, ""before_bits"": -4.328469891952552e-12, ""delta_bits"": 0.0, ""rate_delta"": 5.58496250072116}, ""junction"": {""after_bits"": -4.328469891952552e-12, ""before_bits"": -4.328469891952552e-12, ""delta_bits"": 0.0, ""rate_delta"": 5.58496250072116}}",6,fixed,,,,
maze_9,2,single,8,4,17,2,-4.328469891952552e-12,-4.328469891952552e-12,0.0,5.58496250072116,-5.58496250072116,0.0,0.0,0.0,"{""bottleneck"": {""after_bits"": -4.328469891952552e-12, ""before_bits"": -4.328469891952552e-12, ""delta_bits"": 0.0, ""rate_delta"": 5.58496250072116}, ""junction"": {""after_bits"": -4.328469891952552e-12, ""before_bits"": -4.328469891952552e-12, ""delta_bits"": 0.0, ""rate_delta"": 5.58496250072116}}",7,fixed,,,,
maze_9,2,single,9,4,17,2,-4.328469891952552e-12,-4.328469891952552e-12,0.0,5.58496250072116,-5.58496250072116,0.0,0.0,0.0,"{""bottleneck"": {""after_bits"": -4.328469891952552e-12, ""before_bits"": -4.328469891952552e-12, ""delta_bits"": 0.0, ""rate_delta"": 5.58496250072116}, ""junction"": {""after_bits"": -4.328469891952552e-12, ""before_bits"": -4.328469891952552e-12, ""delta_bits"": 0.0, ""rate_delta"": 5.58496250072116}}",8,fixed,,,,
maze_9,2,single,11,4,17,2,-4.328469891952552e-12,-4.328469891952552e-12,0.0,5.58496250072116,-5.58496250072116,0.0,0.0,0.0,"{""bottleneck"": {""after_bits"": -4.328469891952552e-12, ""before_bits"": -4.328469891952552e-12, ""delta_bits"": 0.0, ""rate_delta"": 5.58496250072116}, ""junction"": {""after_bits"": -4.328469891952552e-12, ""before_bits"": -4.328469891952552e-12, ""delta_bits"": 0.0, ""rate_delta"": 5.58496250072116}}",9,fixed,,,,
maze_9,2,single,13,4,17,2,-4.328469891952552e-12,-4.328469891952552e-12,0.0,5.58496250072116,-5.58496250072116,0.0,0.0,0.0,"{""bottleneck"": {""after_bits"": -4.328469891952552e-12, ""before_bits"": -4.328469891952552e-12, ""delta_bits"": 0.0, ""rate_delta"": 5.58496250072116}, ""junction"": {""after_bits"": -4.328469891952552e-12, ""before_bits"": -4.328469891952552e-12, ""delta_bits"": 0.0, ""rate_delta"": 5.58496250072116}}",10,fixed,,,,
maze_9,2,single,17,4,17,2,-4.328469891952552e-12,-4.328469891952552e-12,0.0,5.58496250072116,-5.58496250072116,0.0,0.0,0.0,"{""bottleneck"": {""after_bits"": -4.328469891952552e-12, ""before_bits"": -4.328469891952552e-12, ""delta_bits"": 0.0, ""rate_delta"": 5.58496250072116}, ""junction"": {""after_bits"": -4.328469891952552e-12, ""before_bits"": -4.328469891952552e-12, ""delta_bits"": 0.0, ""rate_delta"": 5.58496250072116}}",11,fixed,,,,
maze_9,2,single,24,4,17,2,-4.328469891952552e-12,-4.328469891952552e-12,0.0,5.58496250072116,-5.58496250072116,0.0,0.0,0.0,"{""bottleneck"": {""after_bits"": -4.328469891952552e-12, ""before_bits"": -4.328469891952552e-12, ""delta_bits"": 0.0, ""rate_delta"": 5.58496250072116}, ""junction"": {""after_bits"": -4.328469891952552e-12, ""before_bits"": -4.328469891952552e-12, ""delta_bits"": 0.0, ""rate_delta"": 5.58496250072116}}",12,fixed,,,,
maze_9,2,single,27,4,17,2,-4.328469891952552e-12,-4.328469891952552e-12,0.0,5.58496250072116,-5.58496250072116,0.0,0.0,0.0,"{""bottleneck"": {""after_bits"": -4.328469891952552e-12, ""before_bits"": -4.328469891952552e-12, ""delta_bits"": 0.0, ""rate_delta"": 5.58496250072116}, ""junction"": {""after_bits"": -4.328469891952552e-12, ""before_bits"": -4.328469891952552e-12, ""delta_bits"": 0.0, ""rate_delta"": 5.58496250072116}}",13,fixed,,,,
maze_9,0,,,,,,,,,,,,,,,,fixed,junction,15,77.72630619236912,21
maze_9,0,,,,,,,,,,,,,,,,fixed,bottleneck,15,77.72630619236912,2
maze_9,1,,,,,,,,,,,,,,,,fixed,junction,14,-8.630671686573849e-12,11
maze_9,1,,,,,,,,,,,,,,,,fixed,bottleneck,14,89.39208676260378,2
maze_9,2,,,,,,,,,,,,,,,,fixed,junction,13,-4.328469891952552e-12,2
maze_9,2,,,,,,,,,,,,,,,,fixed,bottleneck,13,-4.328469891952552e-12,2
maze_9,0,mean,21,2,17,2,77.72630619236912,19.431576548111142,58.294729644257984,5.857980995127573,460.4998561589363,58.294729644257984,77.72630619237201,38.863153096143954,"{""bottleneck"": {""after_bits"": 38.86315309622517, ""before_bits"": 77.72630619236912, ""delta_bits"": 38.863153096143954, ""rate_delta"": 5.857980995127573}, ""junction"": {""after_bits"": -2.8848035071860068e-12, ""before_bits"": 77.72630619236912, ""delta_bits"": 77.72630619237201, ""rate_delta"": 5.857980995127573}}",1,fixed,,,,
maze_9,0,mean,2,2,17,2,77.72630619236912,58.29472964427612,19.431576548093005,5.857980995127573,149.59463138961647,19.431576548093002,38.863153096186004,0.0,"{""bottleneck"": {""after_bits"": 38.86315309618312, ""before_bits"": 77.72630619236912, ""delta_bits"": 38.863153096186004, ""rate_delta"": 5.857980995127573}, ""junction"": {""after_bits"": 77.72630619236912, ""before_bits"": 77.72630619236912, ""delta_bits"": 0.0, ""rate_delta"": 5.857980995127573}}",2,fixed,,,,
maze_9,0,mean,24,2,17,2,77.72630619236912,75.7692840078671,1.9570221845020228,5.857980995127573,9.79819648088861,1.9570221845020193,3.9140443690040385,0.0,"{""bottleneck"": {""after_bits"": 73.81226182336508, ""before_bits"": 77.72630619236912, ""delta_bits"": 3.9140443690040385, ""rate_delta"": 5.857980995127573}, ""junction"": {""after_bits"": 77.72630619236912, ""before_bits"": 77.72630619236912, ""delta_bits"": 0.0, ""rate_delta"": 5.857980995127573}}",3,fixed,,,,
maze_9,0,mean,1,2,17,2,77.72630619236912,77.72630619236912,0.0,5.857980995127573,-5.857980995127573,0.0,0.0,0.0,"{""bottleneck"": {""after_bits"": 77.72630619236912, ""before_bits"": 77.72630619236912, ""delta_bits"": 0.0, ""rate_delta"": 5.857980995127573}, ""junction"": {""after_bits"": 77.72630619236912, ""before_bits"": 77.72630619236912, ""delta_bits"": 0.0, ""rate_delta"": 5.857980995127573}}",4,fixed,,,,
maze_9,0,mean,3,2,17,2,77.72630619236912,77.72630619236912,0.0,5.857980995127573,-5.857980995127573,0.0,0.0,0.0,"{""bottleneck"": {""after_bits"": 77.72630619236912, ""before_bits"": 77.72630619236912, ""delta_bits"": 0.0, ""rate_delta"": 5.857980995127573}, ""junction"": {""after_bits"": 77.72630619236912, ""before_bits"": 77.72630619236912, ""delta_bits"": 0.0, ""rate_delta"": 5.857980995127573}}",5,fixed,,,,
maze_9,0,mean,4,2,17,2,77.72630619236912,77.72630619236912,0.0,5.857980995127573,-5.857980995127573,0.0,0.0,0.0,"{""bottleneck"": {""after_bits"": 77.72630619236912, ""before_bits"": 77.72630619236912, ""delta_bits"": 0.0, ""rate_delta"": 5.857980995127573}, ""junction"": {""after_bits"": 77.72630619236912, ""before_bits"": 77.72630619236912, ""delta_bits"": 0.0, ""rate_delta"": 5.857980995127573}}",6,fixed,,,,
maze_9,0,mean,5,2,17,2,77.72630619236912,77.72630619236912,0.0,5.857980995127573,-5.857980995127573,0.0,0.0,0.0,"{""bottleneck"": {""after_bits"": 77.72630619236912, ""before_bits"": 77.72630619236912, ""delta_bits"": 0.0, ""rate_delta"": 5.857980995127573}, ""junction"": {""after_bits"": 77.72630619236912, ""before_bits"": 77.72630619236912, ""delta_bits"": 0.0, ""rate_delta"": 5.857980995127573}}",7,fixed,,,,
maze_9,0,mean,6,2,17,2,77.72630619236912,77.72630619236912,0.0,5.857980995127573,-5.857980995127573,0.0,0.0,0.0,"{""bottleneck"": {""after_bits"": 77.72630619236912, ""before_bits"": 77.72630619236912, ""delta_bits"": 0.0, ""rate_delta"": 5.857980995127573}, ""junction"": {""after_bits"": 77.72630619236912, ""before_bits"": 77.72630619236912, ""delta_bits"": 0.0, ""rate_delta"": 5.857980995127573}}",8,fixed,,,,
maze_9,0,mean,7,2,17,2,77.72630619236912,77.72630619236912,0.0,5.857980995127573,-5.857980995127573,0.0,0.0,0.0,"{""bottleneck"": {""after_bits"": 77.72630619236912, ""before_bits"": 77.72630619236912, ""delta_bits"": 0.0, ""rate_delta"": 5.857980995127573}, ""junction"": {""after_bits"": 77.72630619236912, ""before_bits"": 77.72630619236912, ""delta_bits"": 0.0, ""rate_delta"": 5.857980995127573}}",9,fixed,,,,
maze_9,0,mean,8,2,17,2,77.72630619236912,77.72630619236912,0.0,5.857980995127573,-5.857980995127573,0.0,0.0,0.0,"{""bottleneck"": {""after_bits"": 77.72630619236912, ""before_bits"": 77.72630619236912, ""delta_bits"": 0.0, ""rate_delta"": 5.857980995127573}, ""junction"": {""after_bits"": 77.72630619236912, ""before_bits"": 77.72630619236912, ""delta_bits"": 0.0, ""rate_delta"": 5.857980995127573}}",10,fixed,,,,
maze_9,0,mean,9,2,17,2,77.72630619236912,77.72630619236912,0.0,5.857980995127573,-5.857980995127573,0.0,0.0,0.0,"{""bottleneck"": {""after_bits"": 77.72630619236912, ""before_bits"": 77.72630619236912, ""delta_bits"": 0.0, ""rate_delta"": 5.857980995127573}, ""junction"": {""after_bits"": 77.72630619236912, ""before_bits"": 77.72630619236912, ""delta_bits"": 0.0, ""rate_delta"": 5.857980995127573}}",11,fixed,,,,
maze_9,0,mean,11,2,17,2,77.72630619236912,77.72630619236912,0.0,5.857980995127573,-5.857980995127573,0.0,0.0,0.0,"{""bottleneck"": {""after_bits"": 77.72630619236912, ""before_bits"": 77.72630619236912, ""delta_bits"": 0.0, ""rate_delta"": 5.857980995127573}, ""junction"": {""after_bits"": 77.72630619236912, ""before_bits"": 77.72630619236912, ""delta_bits"": 0.0, ""rate_delta"": 5.857980995127573}}",12,fixed,,,,
maze_9,0,mean,13,2,17,2,77.72630619236912,77.72630619236912,0.0,5.857980995127573,-5.857980995127573,0.0,0.0,0.0,"{""bottleneck"": {""after_bits"": 77.72630619236912, ""before_bits"": 77.72630619236912, ""delta_bits"": 0.0, ""rate_delta"": 5.857980995127573}, ""junction"": {""after_bits"": 77.72630619236912, ""before_bits"": 77.72630619236912, ""delta_bits"": 0.0, ""rate_delta"": 5.857980995127573}}",13,fixed,,,,
maze_9,0,mean,17,2,17,2,77.72630619236912,77.72630619236912,0.0,5.857980995127573,-5.857980995127573,0.0,0.0,0.0,"{""bottleneck"": {""after_bits"": 77.72630619236912, ""before_bits"": 77.72630619236912, ""delta_bits"": 0.0, ""rate_delta"": 5.857980995127573}, ""junction"": {""after_bits"": 77.72630619236912, ""before_bits"": 77.72630619236912, ""delta_bits"": 0.0, ""rate_delta"": 5.857980995127573}}",14,fixed,,,,
maze_9,0,mean,27,2,17,2,77.72630619236912,77.72630619236912,0.0,5.857980995127573,-5.857980995127573,0.0,0.0,0.0,"{""bottleneck"": {""after_bits"": 77.72630619236912, ""before_bits"": 77.72630619236912, ""delta_bits"": 0.0, ""rate_delta"": 5.857980995127573}, ""junction"": {""after_bits"": 77.72630619236912, ""before_bits"": 77.72630619236912, ""delta_bits"": 0.0, ""rate_delta"": 5.857980995127573}}",15,fixed,,,,
