map_family,map_size,map,slip,method_spec,method,first_hit_mode,first_hit_truncation_steps,first_hit_tail_tol,first_hit_used_steps_max,first_hit_used_steps_mean,first_hit_tail_bound_max,n_states,n_boundary,n_edges_valid,state_compression_ratio,transition_nnz_proxy,kernel_nnz,memory_compression_ratio,full_vi_iterations,full_vi_time_sec,full_vi_backup_count,construction_time_sec,kernel_time_sec,upfront_time_sec,smdp_iterations,smdp_solve_time_sec,smdp_edge_backup_count,compressed_total_time_sec,planning_time_speedup_vs_full_vi,total_time_speedup_vs_full_vi,backup_compression_ratio,start_gap,value_gap_max,occupancy_struct_hidden_distinct,occupancy_model_residual,struct_hidden_distinct_cvar95,error
corridor,256,corridor_256,0.0,endpoints,endpoints,adaptive,1024.0,1e-06,254.0,254.0,0.0,256,2.0,2.0,128.0,1024.0,2.0,512.0,256.0,1.270582804980222,262144.0,2.808799035847187e-05,0.2432002709829248,0.2432283589732833,2.0,0.0001685949973762,4.0,0.2433969539706595,7536.301935134164,5.220208323286517,65536.0,0.0,0.0,0.0,0.0,0.0,
corridor,512,corridor_512,0.05,coverage_sqrt,coverage_23,adaptive,1024.0,1e-06,51.0,40.04545454545455,8.603043615054452e-07,512,23.0,506.0,22.26086956521739,6136.0,506.0,12.126482213438734,571.0,5.754269839002518,1169408.0,0.3705555139749776,8.088689955999143,8.459245469974121,33.0,0.205980422993889,16698.0,8.66522589296801,27.93600360347465,0.6640646083643605,70.03281830159301,1.1547812945877922e-06,2.1152764659859717e-06,0.0,3.281932710502456,0.0,
open_room,24,open_room_24,0.0,betweenness_sqrt,betweenness_24,adaptive,1024.0,1e-06,45.0,2.36231884057971,0.0,576,24.0,552.0,24.0,2304.0,552.0,4.173913043478261,47.0,0.5664379079826176,108288.0,0.6194349339930341,7.425598123983946,8.04503305797698,28.0,0.1944451949966605,15456.0,8.23947825297364,2.913097996545225,0.068746817527941,7.006211180124224,0.0,7.105427357601002e-15,0.0,1.7763568394002506e-16,0.0714285714285714,
open_room,32,open_room_32,0.1,graph_rd_surrogate_joint,graph_rd_surrogate_joint,adaptive,1024.0,1e-06,104.0,104.0,6.650106706875107e-07,1024,2.0,2.0,512.0,16368.0,2.0,8184.0,113.0,2.4738782860222277,462848.0,11.90803328898619,1.690228154999204,13.598261443985391,2.0,0.000248394004302,4.0,13.598509837989695,9959.49275415469,0.1819227485581572,115712.0,0.140835709669659,0.140835709669659,0.5030996418331549,0.193489326588316,0.5030996418331549,
four_rooms,31,four_rooms_31,0.05,turn_articulation,turn_articulation,adaptive,1024.0,1e-06,82.0,51.28333333333333,9.517043229550196e-07,904,16.0,240.0,56.5,14384.0,440.0,32.69090909090909,94.0,1.8528007470013108,339904.0,0.0129166689876001,8.653750921977917,8.666667590965517,6.0,0.0188128539884928,1440.0,8.68548044495401,98.48589417292035,0.2133216186190056,236.04444444444445,0.0909421891837141,0.1882623642882066,0.0,0.3632515454200057,0.0,
maze,31,maze_31,0.0,endpoints,endpoints,adaptive,1024.0,1e-06,151.0,151.0,0.0,449,2.0,2.0,224.5,1796.0,2.0,898.0,153.0,1.4563381530169863,274788.0,5.46060036867857e-05,1.822819900989998,1.822874506993685,2.0,0.0001808330125641,4.0,1.823055340006249,8053.497159434285,0.7988447311818819,68697.0,2.131628207280301e-14,2.131628207280301e-14,43.0,1.468983540159975,43.0,
corridor,256,corridor_256,0.0,turn_articulation,turn_articulation,adaptive,1024.0,1e-06,254.0,254.0,0.0,256,2.0,2.0,128.0,1024.0,2.0,512.0,256.0,1.25667527798214,262144.0,0.0030914860253687,0.2645908709964715,0.2676823570218403,2.0,0.0001730640069581,4.0,0.2678554210287984,7261.332382567434,4.6916178629329615,65536.0,0.0,0.0,0.0,0.0,0.0,
corridor,512,corridor_512,0.1,endpoints,endpoints,adaptive,1024.0,1e-06,654.0,654.0,8.054969899699365e-07,512,2.0,2.0,256.0,6136.0,2.0,3068.0,618.0,6.285246459010523,1265664.0,5.818501813337207e-05,0.598961034003878,0.5990192190220114,2.0,0.00017583600129,4.0,0.5991950550233014,35744.935126477256,10.489483193024856,316416.0,3.5352343275008025e-10,3.5352343275008025e-10,0.0,0.3419217757330313,0.0,
open_room,24,open_room_24,0.0,coverage_sqrt,coverage_24,adaptive,1024.0,1e-06,30.0,10.858695652173912,0.0,576,24.0,552.0,24.0,2304.0,552.0,4.173913043478261,47.0,0.5564234349876642,108288.0,0.4720157829870004,5.498339904996101,5.970355687983101,9.0,0.0618143460014835,4968.0,6.032170033984585,9.00152587514734,0.0922426642241242,21.797101449275363,3.552713678800501e-15,7.105427357601002e-15,0.0,2.4424906541753446e-16,0.0,
open_room,32,open_room_32,0.1,betweenness_sqrt,betweenness_32,adaptive,1024.0,1e-06,104.0,14.85483870967742,9.982317487760507e-07,1024,32.0,992.0,32.0,16368.0,8396.0,1.9494997617913288,113.0,2.4865268940047827,462848.0,2.1885222099954262,41.04857384201023,43.23709605200565,68.0,0.8316607769811526,67456.0,44.06875682898681,2.98983306995748,0.0564238039129172,6.861480075901328,0.1408357096694885,0.2401732015794166,0.5030996418331549,0.1934893265910235,0.0201239856736521,
four_rooms,31,four_rooms_31,0.05,graph_rd_surrogate_joint,graph_rd_surrogate_joint,adaptive,1024.0,1e-06,87.0,87.0,8.821549962699143e-07,904,2.0,2.0,452.0,14384.0,2.0,7192.0,94.0,1.7865761680004653,339904.0,9.857651300990256,1.459411061980063,11.31706236297032,2.0,0.0001809230016078,4.0,11.317243285971928,9874.78735220504,0.157863193611379,84976.0,0.0909422045088845,0.0909422045088845,1.6998159594244209,0.8033770955338926,1.6998159594244888,
maze,31,maze_31,0.0,turn_articulation,turn_articulation,adaptive,1024.0,1e-06,11.0,2.0393700787401574,0.0,449,128.0,16256.0,3.5078125,1796.0,16256.0,0.1104822834645669,153.0,1.4072074940195307,274788.0,0.0041633580112829,71.04701106497669,71.05117442298797,76.0,18.222272332990546,1235456.0,89.27344675597851,0.0772245891349044,0.0157628896962611,0.2224182811852466,1.4210854715202004e-14,2.131628207280301e-14,0.0,3.3306690738754696e-16,0.0,
corridor,256,corridor_256,0.0,graph_rd_surrogate_joint,graph_rd_surrogate_joint,adaptive,1024.0,1e-06,254.0,254.0,0.0,256,2.0,2.0,128.0,1024.0,2.0,512.0,256.0,1.2284601499850396,262144.0,3.522447175986599,0.1510511339874938,3.673498309974093,2.0,0.0001675870153121,4.0,3.673665896989405,7330.2824070038,0.3343962636863007,65536.0,0.0,0.0,0.0,0.0,0.0,
corridor,512,corridor_512,0.1,turn_articulation,turn_articulation,adaptive,1024.0,1e-06,654.0,654.0,8.054969899699365e-07,512,2.0,2.0,256.0,6136.0,2.0,3068.0,618.0,6.101333105005324,1265664.0,0.0045522820146288,0.6165757200215012,0.6211280020361301,2.0,0.0002011350006796,4.0,0.6213291370368097,30334.51703775431,9.819808441791874,316416.0,3.5352343275008025e-10,3.5352343275008025e-10,0.0,0.3419217757330313,0.0,
open_room,24,open_room_24,0.05,endpoints,endpoints,adaptive,1024.0,1e-06,70.0,70.0,4.6014727875343133e-07,576,2.0,2.0,288.0,9200.0,2.0,4600.0,77.0,0.9370706930058076,177408.0,6.933300755918026e-05,0.5284259990148712,0.5284953320224304,2.0,0.0001691149955149,4.0,0.5286644470179453,5541.02662600867,1.7725245158655414,44352.0,0.0863331990750424,0.0863331990750424,0.7206398280282115,0.4410668457253145,0.7206398280282115,
open_room,32,open_room_32,0.1,coverage_sqrt,coverage_32,adaptive,1024.0,1e-06,95.0,52.3125,9.997453347324686e-07,1024,32.0,992.0,32.0,16368.0,11506.0,1.4225621414913958,113.0,2.416176973987604,462848.0,1.4791060319985263,35.42415027698735,36.903256308985874,11.0,0.1360686699918005,10912.0,37.03932497897768,17.757041162621796,0.0652327485816479,42.41642228739003,0.1408354973452183,0.3321586530597891,0.0,0.9608709530276636,0.0,
four_rooms,31,four_rooms_31,0.05,betweenness_sqrt,betweenness_31,adaptive,1024.0,1e-06,42.0,19.71505376344086,9.89225263286004e-07,904,31.0,930.0,29.161290322580644,14384.0,3555.0,4.046132208157525,94.0,1.8228410059819,339904.0,1.6378800130041782,109.54995181597768,111.18783182898188,57.0,0.625946917978581,53010.0,111.81377874696044,2.9121335270226134,0.0163024720782138,6.41207319373703,0.0909406234202805,0.1639188543164245,1.699815698472014,1.911052223123641,0.8718918160966007,
maze,31,maze_31,0.0,graph_rd_surrogate_joint,graph_rd_surrogate_joint,adaptive,1024.0,1e-06,95.0,7.0,0.0,449,20.0,380.0,22.45,1796.0,380.0,4.726315789473684,153.0,1.3930819270026404,274788.0,4515.215237994999,90.05867371099885,4605.273911705997,76.0,0.3585287159949075,28880.0,4605.632440421992,3.885551881491209,0.0003024735353989,9.514819944598338,1.4210854715202004e-14,2.131628207280301e-14,25.0,1.4396787662218664,25.0,
corridor,256,corridor_256,0.0,betweenness_sqrt,betweenness_16,adaptive,1024.0,1e-06,120.0,16.0,0.0,256,16.0,240.0,16.0,1024.0,240.0,4.266666666666667,256.0,1.2287227219785564,262144.0,0.0868227680039126,1.2553150820021983,1.342137850006111,136.0,0.3975091830070596,32640.0,1.7396470330131706,3.091054935344059,0.7063057612614305,8.031372549019608,2.131628207280301e-14,2.8421709430404014e-14,0.0,7.105427357601002e-16,0.0,
corridor,512,corridor_512,0.1,graph_rd_surrogate_joint,graph_rd_surrogate_joint,adaptive,1024.0,1e-06,654.0,654.0,8.054969899699365e-07,512,2.0,2.0,256.0,6136.0,2.0,3068.0,618.0,6.085577495017787,1265664.0,16.48769183497643,0.6275157229974866,17.115207557973918,2.0,0.000197343993932,4.0,17.11540490196785,30837.40920493613,0.3555614097285011,316416.0,3.5352343275008025e-10,3.5352343275008025e-10,0.0,0.3419217757330313,0.0,
open_room,24,open_room_24,0.05,turn_articulation,turn_articulation,adaptive,1024.0,1e-06,68.0,52.0,6.483392175545957e-07,576,4.0,12.0,144.0,9200.0,16.0,575.0,77.0,0.9139707010181156,177408.0,0.0067925990151707,0.6756989400018938,0.6824915390170645,4.0,0.0007953330059535,48.0,0.6832868720230181,1149.1673225887216,1.3376090459810943,3696.0,0.0863331855818252,0.0863331855818252,0.0,0.2229634678609266,0.0,
four_rooms,21,four_rooms_21,0.0,endpoints,endpoints,adaptive,1024.0,1e-06,39.0,39.0,0.0,404,2.0,2.0,202.0,1616.0,2.0,808.0,41.0,0.3319944249815307,66256.0,4.705198807641864e-05,0.3234202140010893,0.3234672659891657,2.0,0.0001978540094569,4.0,0.3236651199986227,1677.976735941745,1.025734329923915,16564.0,7.105427357601002e-15,7.105427357601002e-15,2.0,1.06991023949152,2.0,
four_rooms,31,four_rooms_31,0.05,coverage_sqrt,coverage_31,adaptive,1024.0,1e-06,46.0,29.801075268817204,9.970056615841262e-07,904,31.0,930.0,29.161290322580644,14384.0,3483.0,4.1297731840367495,94.0,1.762670825002715,339904.0,1.159979315008968,24.178737459005788,25.33871677401476,10.0,0.1161607209942303,9300.0,25.454877495008983,15.174413604838644,0.0692468791235914,36.54881720430107,0.0909412180473907,0.1882622787224654,0.0,0.7423327276606788,0.0,
maze,31,maze_31,0.0,betweenness_sqrt,betweenness_22,adaptive,1024.0,1e-06,117.0,7.095238095238095,0.0,449,22.0,462.0,20.40909090909091,1796.0,462.0,3.887445887445888,153.0,1.3896226910001133,274788.0,0.291696023021359,114.65995060201384,114.9516466250352,15.0,0.0860606750065926,6930.0,115.0377073000418,16.147011290507095,0.0120797147614885,39.65194805194805,2.131628207280301e-14,2.131628207280301e-14,38.0,3.6160916452501297,29.666666666666668,
corridor,256,corridor_256,0.0,coverage_sqrt,coverage_16,adaptive,1024.0,1e-06,30.0,16.0,0.0,256,16.0,240.0,16.0,1024.0,240.0,4.266666666666667,256.0,1.1496961129887495,262144.0,0.0851349899894557,1.0599551720079037,1.1450901619973592,16.0,0.0457016639993526,3840.0,1.190791825996712,25.15654819494178,0.965488751173141,68.26666666666667,1.4210854715202004e-14,2.8421709430404014e-14,0.0,0.0,0.0,
corridor,512,corridor_512,0.1,betweenness_sqrt,betweenness_23,adaptive,1024.0,1e-06,331.0,36.11660079051384,9.81559411552983e-07,512,23.0,506.0,22.26086956521739,6136.0,926.0,6.62634989200864,618.0,5.769515677005984,1265664.0,0.3688035939994734,7.872419152990915,8.241222746990388,303.0,1.7117633750021923,153318.0,9.95298612199258,3.3705100607136163,0.5796768533874868,8.255155950377647,1.604547605893458e-09,3.1540976479504934e-06,0.0,3.481137988298905,0.0,
open_room,24,open_room_24,0.05,graph_rd_surrogate_joint,graph_rd_surrogate_joint,adaptive,1024.0,1e-06,70.0,70.0,4.6014727875343133e-07,576,2.0,2.0,288.0,9200.0,2.0,4600.0,77.0,0.8477861430146731,177408.0,3.58573636400979,0.4825230310088955,4.068259395018686,2.0,0.0001640199916437,4.0,4.068423415010329,5168.797623500537,0.2083819840105115,44352.0,0.0863331990750424,0.0863331990750424,0.7206398280282115,0.4410668457253145,0.7206398280282115,
four_rooms,21,four_rooms_21,0.0,turn_articulation,turn_articulation,adaptive,1024.0,1e-06,21.0,11.933333333333334,0.0,404,16.0,240.0,25.25,1616.0,240.0,6.733333333333333,41.0,0.316832724987762,66256.0,0.004424882994499,1.456840933999047,1.4612658169935455,6.0,0.0178328959736973,1440.0,1.479098712967243,17.76675675420726,0.2142066125878501,46.01111111111111,0.0,3.552713678800501e-15,0.0,0.0,0.0,
four_rooms,31,four_rooms_31,0.1,endpoints,endpoints,adaptive,1024.0,1e-06,104.0,104.0,6.176122526936698e-07,904,2.0,2.0,452.0,14384.0,2.0,7192.0,111.0,1.976818580005784,401376.0,8.999399142339826e-05,1.6414187919872347,1.641508785978658,2.0,0.0001927999837789,4.0,1.641701585962437,10253.20926516294,1.2041278371835684,100344.0,0.1752331475527206,0.1752331475527206,1.4770051548221457,0.6531460612803116,1.4770051548508052,
maze,31,maze_31,0.0,coverage_sqrt,coverage_22,adaptive,1024.0,1e-06,85.0,33.467532467532465,0.0,449,22.0,462.0,20.40909090909091,1796.0,462.0,3.887445887445888,153.0,1.3343724110163748,274788.0,0.2726008390018251,255.7546011039813,256.0272019429831,8.0,0.0467435510072391,3696.0,256.0739454939903,28.54666327788664,0.0052108870679609,74.34740259740259,1.4210854715202004e-14,2.8421709430404014e-14,42.0,7.217843460099319,27.666666666666668,
corridor,256,corridor_256,0.05,endpoints,endpoints,adaptive,1024.0,1e-06,305.0,305.0,7.437908214371829e-07,256,2.0,2.0,128.0,3064.0,2.0,1532.0,307.0,1.3868020079971757,314368.0,3.021399606950581e-05,0.2353289860184304,0.2353592000144999,2.0,0.000142325006891,4.0,0.235501525021391,9743.909649404428,5.888717739179015,78592.0,6.662048690486698e-11,6.662048690486698e-11,0.0,0.1710519125512157,0.0,
corridor,512,corridor_512,0.1,coverage_sqrt,coverage_23,adaptive,1024.0,1e-06,61.0,48.91106719367589,8.116934861329807e-07,512,23.0,506.0,22.26086956521739,6136.0,506.0,12.126482213438734,618.0,5.856760480994126,1265664.0,0.3390490969759412,8.445663182006683,8.784712278982624,33.0,0.201654113974655,16698.0,8.98636639295728,29.043595320501293,0.6517384474312262,75.79734099892202,1.250617302162027e-06,1.2990997930728554e-06,0.0,6.601699286237461,0.0,
open_room,24,open_room_24,0.05,betweenness_sqrt,betweenness_24,adaptive,1024.0,1e-06,70.0,11.42572463768116,9.893768543896825e-07,576,24.0,552.0,24.0,9200.0,3580.0,2.569832402234637,77.0,0.85329302601167,177408.0,0.5652547980134841,9.271916213008808,9.837171011022292,47.0,0.29935150698293,25944.0,10.136522518005222,2.8504717902099204,0.0841800552897691,6.838112858464385,0.0863331990747937,0.1047554695840347,0.7206398280282115,0.4410668457296017,0.0514742734323538,
four_rooms,21,four_rooms_21,0.0,graph_rd_surrogate_joint,graph_rd_surrogate_joint,adaptive,1024.0,1e-06,39.0,39.0,0.0,404,2.0,2.0,202.0,1616.0,2.0,808.0,41.0,0.3084001989918761,66256.0,1.7956554439733736,0.2946349740086589,2.0902904179820325,2.0,0.000150879001012,4.0,2.0904412969830446,2044.0233360718016,0.1475287535875624,16564.0,7.105427357601002e-15,7.105427357601002e-15,2.0,1.06991023949152,2.0,
four_rooms,31,four_rooms_31,0.1,turn_articulation,turn_articulation,adaptive,1024.0,1e-06,98.0,63.425,9.937969325740389e-07,904,16.0,240.0,56.5,14384.0,1150.0,12.507826086956522,111.0,1.9485398159886245,401376.0,0.0098908859945368,8.044335532002151,8.054226417996688,6.0,0.0174364720005542,1440.0,8.071662889997242,111.75080692508736,0.2414050044636205,278.7333333333333,0.1748504324060817,0.3703602691849603,0.0,0.8717862494563863,0.0,
maze,31,maze_31,0.05,endpoints,endpoints,adaptive,1024.0,1e-06,189.0,189.0,7.004273918269053e-07,449,2.0,2.0,224.5,5380.0,2.0,2690.0,196.0,1.666591976012569,352016.0,5.160900764167309e-05,2.0826556959946174,2.082707305002259,2.0,0.0001791270042303,4.0,2.082886432006489,9303.96833896123,0.8001357877237238,88004.0,4.0948364699033846e-09,4.0948364699033846e-09,43.000598838152165,1.4166612635177982,43.000598838152165,
corridor,256,corridor_256,0.05,turn_articulation,turn_articulation,adaptive,1024.0,1e-06,305.0,305.0,7.437908214371829e-07,256,2.0,2.0,128.0,3064.0,2.0,1532.0,307.0,1.5415003889938816,314368.0,0.0025517079920973,0.2843232700251974,0.2868749780172948,2.0,0.0002314029843546,4.0,0.2871063810016494,6661.540659438512,5.369091357760612,78592.0,6.662048690486698e-11,6.662048690486698e-11,0.0,0.1710519125512157,0.0,
corridor,1024,corridor_1024,0.0,endpoints,endpoints,adaptive,1024.0,1e-06,1022.0,1022.0,0.0,1024,2.0,2.0,512.0,4096.0,0.0,4096.0,757.0,10.739926827023735,3100672.0,7.748004281893373e-05,2.3671045770170167,2.367182057059836,2.0,0.0001492819865234,4.0,2.367331339046359,71943.89006431689,4.536723123578528,775168.0,3.228102229968499e-09,3.228102229968499e-09,0.0,0.0,0.0,
open_room,24,open_room_24,0.05,coverage_sqrt,coverage_24,adaptive,1024.0,1e-06,62.0,34.09057971014493,9.9551615916511e-07,576,24.0,552.0,24.0,9200.0,5148.0,1.7871017871017871,77.0,0.9086976670078002,177408.0,0.4583209309785161,9.55622067101649,10.014541601995006,9.0,0.0687813319964334,4968.0,10.08332293399144,13.211399672441928,0.090118869836503,35.710144927536234,0.0863329525550362,0.1517345519102519,0.0,0.4377494796672451,0.0,
four_rooms,21,four_rooms_21,0.0,betweenness_sqrt,betweenness_21,adaptive,1024.0,1e-06,13.0,2.997619047619048,0.0,404,21.0,420.0,19.23809523809524,1616.0,420.0,3.847619047619048,41.0,0.3491318419983145,66256.0,0.3162492350093089,11.878996441984782,12.195245676994093,29.0,0.1485315390164032,12180.0,12.343777216010494,2.350556954504845,0.0282840362304557,5.4397372742200325,3.552713678800501e-15,7.105427357601002e-15,1.0,0.9529924437082028,1.0,
four_rooms,31,four_rooms_31,0.1,graph_rd_surrogate_joint,graph_rd_surrogate_joint,adaptive,1024.0,1e-06,104.0,104.0,6.176122526936698e-07,904,2.0,2.0,452.0,14384.0,2.0,7192.0,111.0,2.087724579992937,401376.0,10.584999908984171,1.5527929840027357,12.137792892986909,2.0,0.000175298016984,4.0,12.137968191003893,11909.573285037806,0.1719995098965791,100344.0,0.1752331475527206,0.1752331475527206,1.4770051548221457,0.6531460612803116,1.4770051548508052,
maze,31,maze_31,0.05,turn_articulation,turn_articulation,adaptive,1024.0,1e-06,27.0,13.31656003937008,9.741116853972568e-07,449,128.0,16256.0,3.5078125,5380.0,31628.0,0.1701024408751739,196.0,1.8303615409822669,352016.0,0.0042148540087509,109.80394473200433,109.80815958601306,81.0,20.728973646007944,1316736.0,130.537133232021,0.0882996704149297,0.0140217690986741,0.2673398464080879,5.49732543220216e-06,6.9952379391224895e-06,0.0,5.764565222941502,0.0,
corridor,256,corridor_256,0.05,graph_rd_surrogate_joint,graph_rd_surrogate_joint,adaptive,1024.0,1e-06,305.0,305.0,7.437908214371829e-07,256,2.0,2.0,128.0,3064.0,2.0,1532.0,307.0,1.54424560899497,314368.0,4.33719362699776,0.200380797003163,4.537574424000923,2.0,0.0002242799964733,4.0,4.537798703997396,6885.347036192407,0.3403072083463349,78592.0,6.662048690486698e-11,6.662048690486698e-11,0.0,0.1710519125512157,0.0,
corridor,1024,corridor_1024,0.0,turn_articulation,turn_articulation,adaptive,1024.0,1e-06,1022.0,1022.0,0.0,1024,2.0,2.0,512.0,4096.0,0.0,4096.0,757.0,13.088638976973016,3100672.0,0.0067144149797968,2.2816982039948925,2.2884126189746894,2.0,0.000140088959597,4.0,2.2885527079342864,93430.91000619104,5.719177422305121,775168.0,3.228102229968499e-09,3.228102229968499e-09,0.0,0.0,0.0,
open_room,24,open_room_24,0.1,endpoints,endpoints,adaptive,1024.0,1e-06,83.0,83.0,7.417093088803148e-07,576,2.0,2.0,288.0,9200.0,2.0,4600.0,92.0,1.1243689190014263,211968.0,6.446201587095857e-05,0.5354791790014133,0.5355436410172842,2.0,0.0001725670008454,4.0,0.5357162080181297,6515.549980545951,2.098814450959034,52992.0,0.1761790736975612,0.1761790736975612,0.5677232838643012,0.3031651948639539,0.5677232838643012,
four_rooms,21,four_rooms_21,0.0,coverage_sqrt,coverage_21,adaptive,1024.0,1e-06,25.0,11.426190476190476,0.0,404,21.0,420.0,19.23809523809524,1616.0,420.0,3.847619047619048,41.0,0.3471369189792312,66256.0,0.229043683008058,5.288781096984167,5.517824779992225,7.0,0.0383644589746836,2940.0,5.556189238966908,9.048398654814958,0.0624775190421297,22.536054421768707,0.0,7.105427357601002e-15,0.0,0.0,0.6190476190476191,
