map_family,map_size,map,slip,method_spec,method,first_hit_mode,first_hit_truncation_steps,first_hit_tail_tol,first_hit_used_steps_max,first_hit_used_steps_mean,first_hit_tail_bound_max,n_states,n_boundary,n_edges_valid,state_compression_ratio,transition_nnz_proxy,kernel_nnz,memory_compression_ratio,full_vi_iterations,full_vi_time_sec,full_vi_backup_count,construction_time_sec,kernel_time_sec,upfront_time_sec,smdp_iterations,smdp_solve_time_sec,smdp_edge_backup_count,compressed_total_time_sec,planning_time_speedup_vs_full_vi,total_time_speedup_vs_full_vi,backup_compression_ratio,start_gap,value_gap_max,occupancy_struct_hidden_distinct,occupancy_model_residual,struct_hidden_distinct_cvar95,error
corridor,1024,corridor_1024,0.05,coverage_sqrt,coverage_32,adaptive,1024.0,1e-06,87.0,52.16129032258065,6.580091979867412e-07,1024,32.0,990.0,32.0,12280.0,990.0,12.404040404040405,757.0,15.799323842016747,3100672.0,1.532527642993955,40.13134159802576,41.66386924101971,27.0,0.4233795889886096,26730.0,42.08724883000832,37.31715995038629,0.37539455016009,115.99970071081182,7.082048938400476e-07,8.816971828196074e-07,0.0,4.807338050283631,0.0,
open_room,32,open_room_32,0.0,betweenness_sqrt,betweenness_32,adaptive,1024.0,1e-06,61.0,2.161290322580645,0.0,1024,32.0,992.0,32.0,4096.0,992.0,4.129032258064516,63.0,1.4035453329852317,258048.0,2.212940883007832,40.51295270200353,42.72589358501136,37.0,0.4933585280086845,36704.0,43.21925211302005,2.844879034827437,0.0324750027907679,7.030514385353095,1.4210854715202004e-14,1.4210854715202004e-14,0.0,2.3314683517128293e-16,0.04,
four_rooms,21,four_rooms_21,0.1,graph_rd_surrogate_joint,graph_rd_surrogate_joint,adaptive,1024.0,1e-06,77.0,77.0,8.318198320972582e-07,404,2.0,2.0,202.0,6384.0,2.0,3192.0,85.0,0.7537689080054406,137360.0,3.163770595012465,0.4235861130000558,3.5873567080125213,2.0,0.0002333009906578,4.0,3.587590009003179,3230.88601501392,0.210104528698606,34340.0,0.1962258512372336,0.1962258512372336,1.61034521622492,0.8438230408054037,1.61034521622492,
maze,21,maze_21,0.05,turn_articulation,turn_articulation,adaptive,1024.0,1e-06,29.0,13.576546003016592,9.741116853972566e-07,199,52.0,2652.0,3.826923076923077,2380.0,5052.0,0.4711005542359461,110.0,0.4757627560175024,87560.0,0.0022389970254153,8.09963472202071,8.101873719046125,40.0,1.4478944159927778,106080.0,9.549768135038905,0.3285893990352094,0.049819299200772,0.8254147812971342,3.0391387078054777e-06,3.514409879556979e-06,0.0,2.626581698708698,0.0,
corridor,512,corridor_512,0.0,turn_articulation,turn_articulation,adaptive,1024.0,1e-06,510.0,510.0,0.0,512,2.0,2.0,256.0,2048.0,2.0,1024.0,512.0,4.758534444990801,1048576.0,0.0069776510063093,0.6255064629949629,0.6324841140012722,2.0,0.0001661629939917,4.0,0.632650276995264,28637.75098580093,7.521587546900612,262144.0,1.4210854715202004e-14,1.4210854715202004e-14,0.0,2.646977960169689e-23,0.0,
corridor,1024,corridor_1024,0.1,endpoints,endpoints,adaptive,1024.0,1e-06,1024.0,1024.0,1.0000000000000215,1024,2.0,2.0,512.0,12280.0,0.0,12280.0,757.0,12.892486906959675,3100672.0,6.416899850592017e-05,2.285984317015391,2.2860484860138968,2.0,0.0001460080384276,4.0,2.2861944940523244,88299.84325380452,5.639278259352069,775168.0,3.22818749509679e-09,3.22818749509679e-09,0.0,0.3419217771817083,0.0,
open_room,32,open_room_32,0.0,coverage_sqrt,coverage_32,adaptive,1024.0,1e-06,46.0,14.617943548387096,0.0,1024,32.0,992.0,32.0,4096.0,992.0,4.129032258064516,63.0,1.2977993359963875,258048.0,1.377086024993332,22.765968494000845,24.143054518994177,10.0,0.12543375097448,9920.0,24.268488269968657,10.346492279103009,0.0534767275801997,26.01290322580645,7.105427357601002e-15,7.105427357601002e-15,0.0,4.440892098500626e-17,0.0,
four_rooms,21,four_rooms_21,0.1,betweenness_sqrt,betweenness_21,adaptive,1024.0,1e-06,41.0,22.214285714285715,9.89496752719412e-07,404,21.0,420.0,19.23809523809524,6384.0,1363.0,4.6837857666911225,85.0,0.6599085539928637,137360.0,0.2726972980017308,20.808817463024752,21.081514761026483,47.0,0.2383934259996749,19740.0,21.31990818702616,2.768149126703534,0.0309526921131132,6.958459979736576,0.1962245087433665,0.2881613308062682,1.610345084168722,2.254507660819995,0.8389467253948413,
maze,21,maze_21,0.05,graph_rd_surrogate_joint,graph_rd_surrogate_joint,adaptive,1024.0,1e-06,29.0,14.644736842105264,9.741116853972566e-07,199,20.0,380.0,9.95,2380.0,668.0,3.562874251497006,110.0,0.4189119579968974,87560.0,340.8170857610239,10.133843138988595,350.9509289000125,40.0,0.1853069110075011,15200.0,351.13623581102,2.260638611475964,0.0011930183082054,5.760526315789473,2.9654014994662248e-06,3.373011345786381e-06,1.000307811421818,3.339442255107283,0.9999999789601294,
corridor,512,corridor_512,0.0,graph_rd_surrogate_joint,graph_rd_surrogate_joint,adaptive,1024.0,1e-06,510.0,510.0,0.0,512,2.0,2.0,256.0,2048.0,2.0,1024.0,512.0,5.129096400982235,1048576.0,14.108821898989843,0.5491669890179764,14.657988888007822,2.0,0.0001710869837552,4.0,14.658159974991577,29979.465932488947,0.3499140690054573,262144.0,1.4210854715202004e-14,1.4210854715202004e-14,0.0,2.646977960169689e-23,0.0,
corridor,1024,corridor_1024,0.1,turn_articulation,turn_articulation,adaptive,1024.0,1e-06,1024.0,1024.0,1.0000000000000215,1024,2.0,2.0,512.0,12280.0,0.0,12280.0,757.0,13.043280227982905,3100672.0,0.0065484230290167,2.3191140130511485,2.325662436080165,2.0,0.0001470259740017,4.0,2.325809462054167,88714.12222597448,5.608060522921345,775168.0,3.22818749509679e-09,3.22818749509679e-09,0.0,0.3419217771817083,0.0,
open_room,32,open_room_32,0.05,endpoints,endpoints,adaptive,1024.0,1e-06,88.0,88.0,8.332347991960456e-07,1024,2.0,2.0,512.0,16368.0,2.0,8184.0,96.0,2.090085772011662,393216.0,0.0001053200103342,1.5986784890119452,1.5987838090222797,2.0,0.000167649006471,4.0,1.5989514580287505,12467.033452850994,1.30716024024169,98304.0,0.071154571511137,0.071154571511137,0.6599973852766782,0.3191987697039496,0.6599973852766782,
four_rooms,21,four_rooms_21,0.1,coverage_sqrt,coverage_21,adaptive,1024.0,1e-06,70.0,45.66666666666666,9.935917524658485e-07,404,21.0,420.0,19.23809523809524,6384.0,3854.0,1.6564608199273485,85.0,0.7006962820014451,137360.0,0.2278210200020112,9.8663851780002,10.094206198002212,8.0,0.041240681981435,3360.0,10.135446879983649,16.99041452119709,0.0691332400335737,40.88095238095238,0.1962257681030585,0.3712179815336967,9.481700398816992e-08,0.685630431548753,0.5012223031436621,
maze,21,maze_21,0.05,betweenness_sqrt,betweenness_15,adaptive,1024.0,1e-06,85.0,12.376190476190477,7.011116769933583e-07,199,15.0,210.0,13.266666666666667,2380.0,379.0,6.279683377308707,110.0,0.4365443900169339,87560.0,0.0574390520050656,6.91656284299097,6.974001894996036,34.0,0.0866870249737985,7140.0,7.060688919969834,5.035867710870006,0.0618274498374018,12.263305322128852,2.619557086802615e-07,3.647248068006093e-07,15.99999850626062,1.9212546465683271,15.999998411498188,
corridor,512,corridor_512,0.0,betweenness_sqrt,betweenness_23,adaptive,1024.0,1e-06,245.0,22.227272727272727,0.0,512,23.0,506.0,22.26086956521739,2048.0,506.0,4.047430830039525,512.0,5.075390628015157,1048576.0,0.3798796579940244,7.389090887998464,7.768970545992488,268.0,1.7282071739900855,135608.0,9.497177719982574,2.9367952548750806,0.5344104088245355,7.732405167836705,7.105427357601002e-15,7.105427357601002e-15,0.0,0.0,0.0,
corridor,1024,corridor_1024,0.1,graph_rd_surrogate_joint,graph_rd_surrogate_joint,adaptive,1024.0,1e-06,1024.0,1024.0,1.0000000000000215,1024,2.0,2.0,512.0,12280.0,0.0,12280.0,757.0,13.066940093005542,3100672.0,30.19069570902502,2.320872957992833,32.511568667017855,2.0,0.0001315769623033,4.0,32.51170024398016,99310.24295026487,0.401915002751202,775168.0,3.22818749509679e-09,3.22818749509679e-09,0.0,0.3419217771817083,0.0,
open_room,32,open_room_32,0.05,turn_articulation,turn_articulation,adaptive,1024.0,1e-06,86.0,64.33333333333333,9.7934726999933e-07,1024,4.0,12.0,256.0,16368.0,16.0,1023.0,96.0,2.119770888995845,393216.0,0.0134139140136539,2.181460298015736,2.19487421202939,4.0,0.0009235420147888,48.0,2.195797754044179,2295.261996803168,0.9653761987376528,8192.0,0.0711545543240497,0.0711545543240497,0.0,0.2207020506728211,0.0,
four_rooms,31,four_rooms_31,0.0,endpoints,endpoints,adaptive,1024.0,1e-06,59.0,59.0,0.0,904,2.0,2.0,452.0,3616.0,2.0,1808.0,61.0,1.179781670012744,220576.0,0.0001001800119411,1.5132507249945777,1.5133509050065186,2.0,0.0002462140109855,4.0,1.5135971190175042,4791.691850882918,0.7794555467828559,55144.0,1.7763568394002505e-14,1.7763568394002505e-14,2.0,0.9808560164199616,2.0,
maze,21,maze_21,0.05,coverage_sqrt,coverage_15,adaptive,1024.0,1e-06,49.0,31.042857142857144,9.49417549532034e-07,199,15.0,210.0,13.266666666666667,2380.0,253.0,9.40711462450593,110.0,0.4442674989986699,87560.0,0.0599250210216268,15.20601389199146,15.265938913013088,8.0,0.0231672409863676,1680.0,15.289106153999455,19.17653894393771,0.0290577810451302,52.11904761904762,1.0315538396810098e-06,1.0786588298117294e-06,19.05264557245112,5.425247616840595,8.017548594478392,
corridor,512,corridor_512,0.0,coverage_sqrt,coverage_23,adaptive,1024.0,1e-06,31.0,22.227272727272727,0.0,512,23.0,506.0,22.26086956521739,2048.0,506.0,4.047430830039525,512.0,5.126304778008489,1048576.0,0.3649868229986168,6.232313705986599,6.597300528985215,32.0,0.2172232390148565,16192.0,6.814523768000072,23.59924656890825,0.7522616330257452,64.7588932806324,1.4210854715202004e-14,3.5527136788005016e-14,0.0,0.0,0.0,
corridor,1024,corridor_1024,0.1,betweenness_sqrt,betweenness_32,adaptive,1024.0,1e-06,637.0,47.193548387096776,8.220439714893149e-07,1024,32.0,990.0,32.0,12280.0,1860.0,6.602150537634409,757.0,15.708940006006742,3100672.0,1.7168793739983812,45.17778781999368,46.89466719399206,698.0,9.38248550100252,691020.0,56.27715269499458,1.674283429942763,0.2791353018718719,4.487094440103036,3.2285925044561732e-09,1.4236572454251473e-05,0.0,7398185.065680932,0.0,
open_room,32,open_room_32,0.05,graph_rd_surrogate_joint,graph_rd_surrogate_joint,adaptive,1024.0,1e-06,88.0,88.0,8.332347991960456e-07,1024,2.0,2.0,512.0,16368.0,2.0,8184.0,96.0,2.152008648001356,393216.0,10.635135869000806,1.6887754159979522,12.323911284998758,2.0,0.0002154580142814,4.0,12.32412674301304,9988.064984159972,0.1746175362259563,98304.0,0.071154571511137,0.071154571511137,0.6599973852766782,0.3191987697039496,0.6599973852766782,
four_rooms,31,four_rooms_31,0.0,turn_articulation,turn_articulation,adaptive,1024.0,1e-06,31.0,18.53333333333333,0.0,904,16.0,240.0,56.5,3616.0,240.0,15.066666666666666,61.0,1.1768883710028604,220576.0,0.0114586879790294,6.3085110939864535,6.319969781965483,6.0,0.0200717250118032,1440.0,6.340041506977286,58.63414182442163,0.1856278653235442,153.17777777777778,7.105427357601002e-15,7.105427357601002e-15,0.0,0.0,0.0,
maze,21,maze_21,0.1,endpoints,endpoints,adaptive,1024.0,1e-06,117.0,117.0,9.363604715588008e-07,199,2.0,2.0,99.5,2380.0,2.0,1190.0,128.0,0.5336624479969032,101888.0,3.2584008295089006e-05,0.3672373629815411,0.3672699469898361,2.0,0.0001620980037841,4.0,0.3674320449936203,3292.2209745863515,1.4524112833059215,25472.0,5.0120373629169996e-08,5.0120373629169996e-08,18.999999342831003,1.0497375760859324,19.0013730264004,
corridor,512,corridor_512,0.05,endpoints,endpoints,adaptive,1024.0,1e-06,590.0,590.0,8.61870424248522e-07,512,2.0,2.0,256.0,6136.0,2.0,3068.0,571.0,5.732679495995399,1169408.0,5.213500116951764e-05,0.6555917900113855,0.655643925012555,2.0,0.0001805629872251,4.0,0.6558244879997801,31748.918114916643,8.741179387002886,292352.0,2.169358026549162e-10,2.169358026549162e-10,0.0,0.1710624564043254,0.0,
corridor,1024,corridor_1024,0.1,coverage_sqrt,coverage_32,adaptive,1024.0,1e-06,101.0,62.29032258064516,6.131550897942404e-07,1024,32.0,990.0,32.0,12280.0,990.0,12.404040404040405,757.0,15.778385120996973,3100672.0,1.5224271189945284,36.84012771700509,38.36255483599962,25.0,0.3103082129964605,24750.0,38.67286304899608,50.84746216877266,0.4079963022392925,125.27967676767676,6.402611703038019e-07,8.940914923982746e-07,0.0,2605859.7138958643,0.0,
open_room,32,open_room_32,0.05,betweenness_sqrt,betweenness_32,adaptive,1024.0,1e-06,88.0,10.929435483870968,9.9292053401074e-07,1024,32.0,992.0,32.0,16368.0,6896.0,2.3735498839907194,96.0,2.1124901169969235,393216.0,2.122376487997826,36.70670385201811,38.829080340015935,58.0,0.7159919969853945,57536.0,39.54507233700133,2.9504381695484456,0.0534198066195043,6.834260289210234,0.0711545715111405,0.1134439251648373,0.6599973852766782,0.3191987697039498,0.0263998954110671,
four_rooms,31,four_rooms_31,0.0,graph_rd_surrogate_joint,graph_rd_surrogate_joint,adaptive,1024.0,1e-06,59.0,59.0,0.0,904,2.0,2.0,452.0,3616.0,2.0,1808.0,61.0,1.2000460569979623,220576.0,7.684565976000158,1.4045252559881192,9.089091231988276,2.0,0.0002171579981222,4.0,9.0893083899864,5526.142566124845,0.1320283134325204,55144.0,1.7763568394002505e-14,1.7763568394002505e-14,2.0,0.9808560164199616,2.0,
maze,21,maze_21,0.1,turn_articulation,turn_articulation,adaptive,1024.0,1e-06,36.0,18.213046757164403,8.82228191649274e-07,199,52.0,2652.0,3.826923076923077,2380.0,5102.0,0.466483731869855,128.0,0.5438786470040213,101888.0,0.0019732840009965,7.270712430996355,7.272685714997351,41.0,1.3503296290000435,108732.0,8.623015343997395,0.4027747264990242,0.0630729072496227,0.9370562483905382,2.827565808161125e-06,3.122830715795999e-06,0.0,5.237593528157257,0.0,
corridor,512,corridor_512,0.05,turn_articulation,turn_articulation,adaptive,1024.0,1e-06,590.0,590.0,8.61870424248522e-07,512,2.0,2.0,256.0,6136.0,2.0,3068.0,571.0,5.786896211997373,1169408.0,0.0052456910198088,0.7779647290008143,0.7832104200206231,2.0,0.0001917250046972,4.0,0.7834021450253204,30183.315009621838,7.386878180950519,292352.0,2.169358026549162e-10,2.169358026549162e-10,0.0,0.1710624564043254,0.0,
open_room,24,open_room_24,0.0,endpoints,endpoints,adaptive,1024.0,1e-06,45.0,45.0,0.0,576,2.0,2.0,288.0,2304.0,2.0,1152.0,47.0,0.6086225759936497,108288.0,6.92530011292547e-05,0.543472193996422,0.5435414469975512,2.0,0.0002096039825119,4.0,0.5437510509800632,2903.6784926501728,1.1193037234533365,27072.0,7.105427357601002e-15,7.105427357601002e-15,1.0,0.6629639859586409,1.0,
open_room,32,open_room_32,0.05,coverage_sqrt,coverage_32,adaptive,1024.0,1e-06,80.0,41.30342741935484,9.993439073337596e-07,1024,32.0,992.0,32.0,16368.0,7885.0,2.0758402029169307,96.0,2.164338424016023,393216.0,1.579509992006933,41.33376839800621,42.91327839001315,11.0,0.1548373069963418,10912.0,43.06811569700949,13.978145616205776,0.0502538453096592,36.03519061583578,0.071154288165367,0.1564628688208529,0.0,0.5208250340541948,0.0,
four_rooms,31,four_rooms_31,0.0,betweenness_sqrt,betweenness_31,adaptive,1024.0,1e-06,20.0,4.039784946236559,0.0,904,31.0,930.0,29.161290322580644,3616.0,930.0,3.8881720430107527,61.0,1.217322399985278,220576.0,1.713096972001949,88.6822076959943,90.39530466799624,43.0,0.5092982659989502,39990.0,90.9046029339952,2.3901954537339565,0.0133912074933011,5.5157789447361845,7.105427357601002e-15,7.105427357601002e-15,0.0,0.0,1.0,
maze,21,maze_21,0.1,graph_rd_surrogate_joint,graph_rd_surrogate_joint,adaptive,1024.0,1e-06,36.0,19.54736842105263,8.777908621221691e-07,199,20.0,380.0,9.95,2380.0,686.0,3.4693877551020407,128.0,0.529011573002208,101888.0,346.2597235479916,13.84915751600056,360.10888106399216,41.0,0.1983945749816484,15580.0,360.3072756389738,2.6664618881395405,0.0014682233992196,6.5396662387676505,2.667306731041208e-06,2.8004011127791277e-06,1.001377121026711,5.686773172043054,1.000000055432895,
corridor,512,corridor_512,0.05,graph_rd_surrogate_joint,graph_rd_surrogate_joint,adaptive,1024.0,1e-06,590.0,590.0,8.61870424248522e-07,512,2.0,2.0,256.0,6136.0,2.0,3068.0,571.0,5.673704924003687,1169408.0,15.454350185988003,0.5825323679891881,16.036882553977193,2.0,0.0001739939907565,4.0,16.03705654796795,32608.62573088264,0.3537871745374995,292352.0,2.169358026549162e-10,2.169358026549162e-10,0.0,0.1710624564043254,0.0,
open_room,24,open_room_24,0.0,turn_articulation,turn_articulation,adaptive,1024.0,1e-06,22.0,22.0,0.0,576,4.0,12.0,144.0,2304.0,12.0,192.0,47.0,0.5540806259959936,108288.0,0.0067963449982926,0.6102139919821639,0.6170103369804565,3.0,0.0006570139958057,36.0,0.6176673509762622,843.3315416918551,0.8970534465197718,3008.0,0.0,7.105427357601002e-15,0.0,0.0,0.0,
open_room,32,open_room_32,0.1,endpoints,endpoints,adaptive,1024.0,1e-06,104.0,104.0,6.650106706875107e-07,1024,2.0,2.0,512.0,16368.0,2.0,8184.0,113.0,2.396098413999425,462848.0,0.0003747600130736,1.6712805709976235,1.6716553310106974,2.0,0.0001915470056701,4.0,1.6718468780163676,12509.192746795756,1.4332044671712856,115712.0,0.140835709669659,0.140835709669659,0.5030996418331549,0.193489326588316,0.5030996418331549,
four_rooms,31,four_rooms_31,0.0,coverage_sqrt,coverage_31,adaptive,1024.0,1e-06,21.0,9.641935483870968,0.0,904,31.0,930.0,29.161290322580644,3616.0,930.0,3.8881720430107527,61.0,1.1682033740216866,220576.0,1.150206010992406,17.28009086099337,18.43029687198577,10.0,0.1471561620128341,9300.0,18.57745303399861,7.938528417993143,0.0628828597700533,23.717849462365592,7.105427357601002e-15,7.105427357601002e-15,0.0,1.7763568394002506e-16,0.0,
maze,21,maze_21,0.1,betweenness_sqrt,betweenness_15,adaptive,1024.0,1e-06,98.0,15.085714285714284,8.549286807002502e-07,199,15.0,210.0,13.266666666666667,2380.0,379.0,6.279683377308707,128.0,0.5204840429942124,101888.0,0.0575817500066477,8.004667174012866,8.062248924019514,40.0,0.1019191850209608,8400.0,8.164168109040475,5.106830896333882,0.063752244692005,12.129523809523809,4.7356283161548163e-07,7.839267457399046e-07,16.000001078053035,2.7806289194885565,15.99999919369888,
corridor,512,corridor_512,0.05,betweenness_sqrt,betweenness_23,adaptive,1024.0,1e-06,295.0,31.733201581027668,6.937674723466595e-07,512,23.0,506.0,22.26086956521739,6136.0,926.0,6.62634989200864,571.0,5.637226396996994,1169408.0,0.38917991501512,7.65614360399195,8.04532351900707,289.0,1.8000040669867303,146234.0,9.8453275859938,3.1317853667041478,0.5725788550719884,7.996827003296087,2.8829774123551033e-09,1.209052577166858e-06,0.0,1.685138653645832,0.0,
open_room,24,open_room_24,0.0,graph_rd_surrogate_joint,graph_rd_surrogate_joint,adaptive,1024.0,1e-06,45.0,45.0,0.0,576,2.0,2.0,288.0,2304.0,2.0,1152.0,47.0,0.5626355799904559,108288.0,2.8733201829891186,0.508116062002955,3.3814362449920736,2.0,0.0001666049938648,4.0,3.3816028499859385,3377.0631176080933,0.166381330082211,27072.0,7.105427357601002e-15,7.105427357601002e-15,1.0,0.6629639859586409,1.0,
open_room,32,open_room_32,0.1,turn_articulation,turn_articulation,adaptive,1024.0,1e-06,102.0,78.0,8.868445869705732e-07,1024,4.0,12.0,256.0,16368.0,16.0,1023.0,113.0,2.296692545991391,462848.0,0.0121772120182868,1.9602162840019448,1.9723934960202316,4.0,0.000777798006311,48.0,1.9731712940265425,2952.813619160772,1.1639600438868418,9642.666666666666,0.1408357005148985,0.1408357005148985,0.0,0.3978802716495485,0.0,
four_rooms,31,four_rooms_31,0.05,endpoints,endpoints,adaptive,1024.0,1e-06,87.0,87.0,8.821549962699143e-07,904,2.0,2.0,452.0,14384.0,2.0,7192.0,94.0,1.6666814139753114,339904.0,9.268699795939028e-05,1.4160536809940822,1.4161463679920416,2.0,0.000174563989276,4.0,1.4163209319813177,9547.68174631663,1.1767681860380046,84976.0,0.0909422045088845,0.0909422045088845,1.6998159594244209,0.8033770955338926,1.6998159594244888,
maze,21,maze_21,0.1,coverage_sqrt,coverage_15,adaptive,1024.0,1e-06,58.0,38.595238095238095,9.902872701979125e-07,199,15.0,210.0,13.266666666666667,2380.0,284.0,8.380281690140846,128.0,0.4792718469980173,101888.0,0.0552495330048259,15.551254096993944,15.60650362999877,8.0,0.0199430490029044,1680.0,15.626446679001674,24.032024738454865,0.0306705584988843,60.647619047619045,1.2279547902949162e-06,1.2405636198309369e-06,19.111263773560943,5.417174464014965,8.037080805140151,
