map,slip,selector,option_set,gamma,n_states,n_boundary,n_options,option_pair_count,compression_ratio,n_edges_all,n_edges_valid,kernel_entries_valid,critical_kind,critical_top_fraction,critical_nonzero,critical_mass,duration_mean,duration_max,bypass_cost_mean,bypass_cost_total,nonlocal_cost,bellman_error_max,value_gap_max,value_gap_mean,start_value_smdp,start_value_primitive,start_gap,start_best_option,policy_tv_total,policy_regions_total,policy_tv_mean,policy_regions_mean,description_length_proxy
four_rooms,0.05,endpoints,directional,0.97,51,2,4,8,0.0392156862745098,12,12,10,bottleneck,0.15,8,3.5429115646258507,463662.9864262514,1854060.4353266088,0.23541012266602881,1.8832809813282305,22.406242333705148,1.4210854715202004e-14,20.91085285778599,20.91085285778599,-33.09676460996152,-12.185911752175528,20.91085285778599,E,0.0,4.0,0.0,1.0,18.523905214698747
four_rooms,0.05,endpoints,targeted,0.97,51,2,2,2,0.0392156862745098,6,4,4,bottleneck,0.15,8,3.5429115646258507,14.395578218638025,14.39557821863803,2.523097742354154,5.046195484708308,11.399708433450607,7.105427357601002e-15,0.1152343180948705,0.1152343180948705,-12.301146070270399,-12.185911752175528,0.1152343180948705,to_001,62.0,11.0,31.0,5.5,30.186166328053368
four_rooms,0.05,junction,directional,0.97,51,44,4,176,0.8627450980392157,704,704,704,bottleneck,0.15,8,3.5429115646258507,3.0023510971786838,29.500000000000014,0.0,0.0,0.0,3.552713678800501e-15,0.013347040926645626,0.006364501046886498,-12.196207273372913,-12.185911752175528,0.010295521197384971,E,0.0,4.0,0.0,1.0,74.8
four_rooms,0.05,junction,targeted,0.97,51,44,44,1892,0.8627450980392157,7612,7568,7568,bottleneck,0.15,8,3.5429115646258507,1.0381460960851498,1.9827586206896548,0.0,0.0,0.0,8.881784197001252e-16,0.029687822709440148,0.007311572502637122,-12.196597795701571,-12.185911752175528,0.010686043526042965,to_001,1663.266666666667,279.0,37.80151515151516,6.340909090909091,826.7533333333334
four_rooms,0.05,junction,local_targeted,0.97,51,44,44,1420,0.8627450980392157,7612,5722,5722,bottleneck,0.15,8,3.5429115646258507,1.0494171928120448,1.9827586206896548,0.0,0.0,0.0,4.440892098500626e-16,0.029687822709440148,0.007311572502637122,-12.196597795701571,-12.185911752175528,0.010686043526042965,to_001,1663.266666666667,279.0,37.80151515151516,6.340909090909091,761.1987878787879
four_rooms,0.05,decision,directional,0.97,51,50,4,200,0.9803921568627451,776,776,776,bottleneck,0.15,8,3.5429115646258507,1.02,1.9827586206896548,0.0,0.0,0.0,4.440892098500626e-16,0.013347040926645626,0.006276900697391037,-12.196207273394364,-12.185911752175528,0.010295521218836257,E,0.0,4.0,0.0,1.0,81.52
four_rooms,0.05,decision,targeted,0.97,51,50,50,2450,0.9803921568627451,9556,9506,9506,bottleneck,0.15,8,3.5429115646258507,1.0203940886699507,1.9827586206896548,0.0,0.0,0.0,0.0,1.2121859072067309e-11,1.1496291447155253e-12,-12.185911752187648,-12.185911752175528,1.2120082715227909e-11,to_001,1849.2666666666669,312.0,36.98533333333334,6.24,938.4733333333335
four_rooms,0.05,decision,local_targeted,0.97,51,50,50,1844,0.9803921568627451,9556,7202,7202,bottleneck,0.15,8,3.5429115646258507,1.027096267484479,1.9827586206896548,0.0,0.0,0.0,4.440892098500626e-16,1.2121859072067309e-11,1.1496291447155253e-12,-12.185911752187648,-12.185911752175528,1.2120082715227909e-11,to_001,1849.2666666666669,312.0,36.98533333333334,6.24,862.0933333333334
four_rooms,0.05,spectral_25,directional,0.97,51,15,4,60,0.29411764705882354,333,333,331,bottleneck,0.15,8,3.5429115646258507,30897.888890458464,1837054.394717879,0.03677023014853801,2.2062138089122807,0.0,7.105427357601002e-15,23.223133231460295,20.8018315914633,-31.337726184508302,-12.185911752175528,19.151814432332774,S,0.0,4.0,0.0,1.0,48.406213808912284
four_rooms,0.05,spectral_25,targeted,0.97,51,15,15,210,0.29411764705882354,1295,1280,1280,bottleneck,0.15,8,3.5429115646258507,2.509106982083069,8.252273040649799,0.09216646757694044,19.354958191157493,0.0,2.6645352591003757e-15,0.09279889617346448,0.05557288092106332,-12.244569315014715,-12.185911752175528,0.058657562839186994,to_001,536.4999999999999,92.0,35.76666666666666,6.133333333333334,298.4882915244908
four_rooms,0.05,spectral_25,local_targeted,0.97,51,15,15,184,0.29411764705882354,1295,1158,1158,bottleneck,0.15,8,3.5429115646258507,2.1002389947150353,8.252273040649799,0.015097269462556096,2.7778975811103215,0.0,2.6645352591003757e-15,0.09279889617346448,0.05557288092106332,-12.244569315014715,-12.185911752175528,0.058657562839186994,to_001,536.4999999999999,92.0,35.76666666666666,6.133333333333334,272.4778975811103
maze,0.0,all,directional,0.97,81,81,4,324,1.0,324,324,324,bottleneck,0.15,12,3.197784810126583,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-22.199077937496824,-22.199077937496824,0.0,S,0.0,4.0,0.0,1.0,107.2
maze,0.0,all,targeted,0.97,81,81,81,6480,1.0,6561,6480,6480,bottleneck,0.15,12,3.197784810126583,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-22.199077937496824,-22.199077937496824,0.0,to_001,5578.0,2708.0,68.8641975308642,33.4320987654321,3035.6000000000004
maze,0.0,all,local_targeted,0.97,81,81,81,1480,1.0,6561,1480,1480,bottleneck,0.15,12,3.197784810126583,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-22.199077937496824,-22.199077937496824,0.0,to_001,5578.0,2708.0,68.8641975308642,33.4320987654321,2723.871604938272
maze,0.0,endpoints,directional,0.97,81,2,4,8,0.024691358024691357,4,4,4,bottleneck,0.15,12,3.197784810126583,0.5,1.0,1.986917536577002,15.895340292616016,0.0,0.0,11.134255392607379,11.134255392607379,-33.3333333301042,-22.199077937496824,11.134255392607379,N,0.0,4.0,0.0,1.0,26.295340292616018
maze,0.0,endpoints,targeted,0.97,81,2,2,2,0.024691358024691357,4,2,2,bottleneck,0.15,12,3.197784810126583,36.0,36.0,0.9523766328783501,1.9047532657567001,56.0,7.105427357601002e-15,3.552713678800501e-15,3.552713678800501e-15,-22.199077937496828,-22.199077937496824,3.552713678800501e-15,to_001,134.0,65.0,67.0,32.5,71.90475326575671
maze,0.0,junction,directional,0.97,81,4,4,16,0.04938271604938271,6,6,6,bottleneck,0.15,12,3.197784810126583,0.375,1.0,2.076122358302565,33.21795773284104,0.0,0.0,26.124778644694075,18.841358706280122,-33.3333333301042,-22.199077937496824,11.134255392607379,N,0.0,4.0,0.0,1.0,45.51795773284104
maze,0.0,junction,targeted,0.97,81,4,4,12,0.04938271604938271,16,12,12,bottleneck,0.15,12,3.197784810126583,14.333333333333334,36.0,0.4810477967692847,5.772573561231416,76.0,1.7763568394002505e-15,1.7763568394002505e-15,8.881784197001252e-16,-22.199077937496824,-22.199077937496824,0.0,to_001,270.0,131.0,67.5,32.75,144.4725735612314
maze,0.0,decision,directional,0.97,81,32,4,128,0.3950617283950617,128,128,128,bottleneck,0.15,12,3.197784810126583,1.765625,6.000000000000007,0.0,0.0,0.0,8.881784197001252e-16,7.105427357601002e-15,2.005564173516412e-15,-22.19907793749682,-22.199077937496824,3.552713678800501e-15,S,0.0,4.0,0.0,1.0,48.4
maze,0.0,decision,targeted,0.97,81,32,32,992,0.3950617283950617,1024,992,992,bottleneck,0.15,12,3.197784810126583,2.4516129032258065,6.0,0.0,0.0,0.0,8.881784197001252e-16,7.105427357601002e-15,2.005564173516412e-15,-22.19907793749682,-22.199077937496824,3.552713678800501e-15,to_006,2148.0,1042.0,67.125,32.5625,1095.2
maze,0.0,decision,local_targeted,0.97,81,32,32,224,0.3950617283950617,1024,224,224,bottleneck,0.15,12,3.197784810126583,2.357142857142857,6.0,0.0,0.0,0.0,8.881784197001252e-16,7.105427357601002e-15,2.005564173516412e-15,-22.19907793749682,-22.199077937496824,3.552713678800501e-15,to_006,2148.0,1042.0,67.125,32.5625,1032.8
maze,0.0,spectral_25,directional,0.97,81,22,4,88,0.2716049382716049,74,74,74,bottleneck,0.15,12,3.197784810126583,0.8636363636363636,2.0,0.39068926841356594,34.3806556203938,-3.316218225534407e-17,2.220446049250313e-16,26.932761489475205,13.40153464826719,-33.3333333301042,-22.199077937496824,11.134255392607379,N,0.0,4.0,0.0,1.0,70.14429198403016
maze,0.0,spectral_25,targeted,0.97,81,22,22,462,0.2716049382716049,484,462,462,bottleneck,0.15,12,3.197784810126583,3.067099567099567,12.0,0.06027395633689054,27.84656782764343,76.0,1.7763568394002505e-15,7.105427357601002e-15,2.32618157540509e-15,-22.199077937496824,-22.199077937496824,0.0,to_001,1514.0,735.0,68.81818181818181,33.40909090909091,793.8465678276435
maze,0.0,spectral_25,local_targeted,0.97,81,22,22,86,0.2716049382716049,484,86,86,bottleneck,0.15,12,3.197784810126583,2.255813953488372,8.0,0.03484520002974225,2.9966872025578337,0.0,1.7763568394002505e-15,12.053011478410166,1.87995142518991,-22.199077937496824,-22.199077937496824,0.0,to_001,1514.0,735.0,68.81818181818181,33.40909090909091,725.5057781116487
maze,0.05,all,directional,0.97,81,81,4,324,1.0,980,980,980,bottleneck,0.15,12,3.197784810126583,1.0,1.0,0.0,0.0,0.0,0.0,2.842170943040401e-14,6.5336624999190464e-15,-23.006540118833673,-23.006540118833655,1.7763568394002505e-14,S,0.0,4.0,0.0,1.0,115.29876543209876
maze,0.05,all,targeted,0.97,81,81,81,6480,1.0,19681,19600,19600,bottleneck,0.15,12,3.197784810126583,1.0,1.0,0.0,0.0,0.0,0.0,2.842170943040401e-14,6.5336624999190464e-15,-23.006540118833673,-23.006540118833655,1.7763568394002505e-14,to_017,5222.533333333334,2708.0,64.47572016460906,33.4320987654321,3126.481975308642
maze,0.05,all,local_targeted,0.97,81,81,81,1480,1.0,19681,4488,4488,bottleneck,0.15,12,3.197784810126583,1.0,1.0,0.0,0.0,0.0,0.0,2.842170943040401e-14,6.5336624999190464e-15,-23.006540118833673,-23.006540118833655,1.7763568394002505e-14,to_017,5222.533333333334,2708.0,64.47572016460906,33.4320987654321,2689.9140740740745
maze,0.05,endpoints,directional,0.97,81,2,4,8,0.024691358024691357,12,12,8,bottleneck,0.15,12,3.197784810126583,3826117.638087992,22204682.058735933,1.3819757109501034,11.055805687600827,103.11075691161724,1.4210854715202004e-14,10.326793212272513,10.326793212272513,-33.33333333110617,-23.006540118833655,10.326793212272513,W,0.0,4.0,0.0,1.0,35.766881378762555
maze,0.05,endpoints,targeted,0.97,81,2,2,2,0.024691358024691357,6,4,4,bottleneck,0.15,12,3.197784810126583,36.59602130325803,36.59617254342743,0.9396823947501534,1.8793647895003067,53.18362573099398,7.105427357601002e-15,2.7636559707389097e-11,2.7636559707389097e-11,-23.00654011886129,-23.006540118833655,2.7636559707389097e-11,to_001,125.4666666666667,65.0,62.73333333333335,32.5,70.89106069593305
maze,0.05,junction,directional,0.97,81,4,4,16,0.04938271604938271,33,33,22,bottleneck,0.15,12,3.197784810126583,637763.3114531884,6132354.05214886,1.4394293793339032,23.030870069342452,75.06231579853039,7.105427357601002e-15,23.029938739902118,17.292852544146964,-33.33333333110617,-23.006540118833655,10.326793212272513,W,0.0,4.0,0.0,1.0,49.58710164919549
maze,0.05,junction,targeted,0.97,81,4,4,12,0.04938271604938271,30,26,26,bottleneck,0.15,12,3.197784810126583,14.447211779448578,36.10463659147857,0.4742538433209285,5.691046119851142,71.52280701754393,7.105427357601002e-15,2.660272002685815e-11,8.89569899224322e-12,-23.006540118860258,-23.006540118833655,2.660272002685815e-11,to_003,253.00000000000006,131.0,63.250000000000014,32.75,144.04332682160555
maze,0.05,decision,directional,0.97,81,32,4,128,0.3950617283950617,380,380,380,bottleneck,0.15,12,3.197784810126583,2.53125,6.4821428573178,0.0,0.0,0.0,1.7763568394002505e-15,1.3292432970986106,0.9830206836794346,-24.208743954256676,-23.006540118833655,1.2022038354230205,E,0.0,4.0,0.0,1.0,56.275
maze,0.05,decision,targeted,0.97,81,32,32,992,0.3950617283950617,2888,2856,2856,bottleneck,0.15,12,3.197784810126583,2.453547857916785,5.999384236628145,0.0,0.0,0.0,1.7763568394002505e-15,1.900701818158268e-11,6.804306222405895e-13,-23.006540118852662,-23.006540118833655,1.900701818158268e-11,to_031,2011.4000000000005,1042.0,62.85625000000002,32.5625,1126.13
maze,0.05,decision,local_targeted,0.97,81,32,32,224,0.3950617283950617,2888,641,641,bottleneck,0.15,12,3.197784810126583,2.3585804441556815,5.999384236628145,0.0,0.0,0.0,8.881784197001252e-16,0.019972115561325055,0.004360784480455877,-23.017664493804112,-23.006540118833655,0.01112437497045704,to_001,2011.4000000000005,1042.0,62.85625000000002,32.5625,1018.5112500000001
maze,0.05,spectral_25,directional,0.97,81,22,4,88,0.2716049382716049,238,238,228,bottleneck,0.15,12,3.197784810126583,738.4425987125503,11442.435553220908,0.23255418120224042,20.464767945797156,7.550910017105203,1.0658141036401503e-14,23.773944474315396,12.647377675549118,-33.333207292900916,-23.006540118833655,10.32666717406726,S,0.0,4.0,0.0,1.0,64.4380407656895
maze,0.05,spectral_25,targeted,0.97,81,22,22,462,0.2716049382716049,1251,1229,1229,bottleneck,0.15,12,3.197784810126583,3.068540913476694,12.003625459253744,0.05981030135688481,27.632359226880784,70.95479577063594,3.552713678800501e-15,2.6936675112665398e-11,1.5215765155777002e-12,-23.006540118860592,-23.006540118833655,2.6936675112665398e-11,to_021,1417.4666666666672,735.0,64.43030303030305,33.40909090909091,808.6848085009142
maze,0.05,spectral_25,local_targeted,0.97,81,22,22,86,0.2716049382716049,1251,224,224,bottleneck,0.15,12,3.197784810126583,2.2593584251280983,7.982142857142925,0.034777200563944045,2.990839248499188,2.49612732434521e-20,3.552713678800501e-15,12.02045944446861,1.8692308119318473,-23.018049046961064,-23.006540118833655,0.01150892812740878,to_001,1417.4666666666672,735.0,64.43030303030305,33.40909090909091,712.4659907636509
