map,slip,gamma,candidate_kind,candidate_top_fraction,residual_kind,residual_top_fraction,soft_kind,soft_top_fraction,local_horizon,hidden_threshold,soft_threshold,residual_threshold,residual_threshold_mode,compute_struct_distinct,struct_mdl_node_cost_weight,struct_mdl_edge_cost_weight,struct_mdl_exposure_bit_weight,struct_mdl_min_gain,residual_reward_weight,residual_hit_weight,value_scale_task,soft_cost_weight,n_states,n_boundary,n_candidate_boundary,n_pair_options,n_edges_valid,invalid_hidden_count,hidden_mass_total,hidden_mass_max,soft_cost_all_total,soft_cost_valid_total,soft_cost_max,soft_over_threshold_count,model_residual_valid_total,model_residual_max,residual_threshold_metric_valid_total,residual_threshold_metric_max,residual_backup_value_norm_valid_total,residual_backup_value_norm_max,struct_hidden_prob_valid_total,struct_hidden_prob_max,struct_hidden_bits_valid_total,struct_hidden_bits_max,struct_hidden_distinct_valid_total,struct_hidden_distinct_max,struct_nohit_prob_max,beta_global,l_gamma_row_max,residual_hidden_mass_max,residual_over_threshold_count,feasible,start_value_smdp,start_value_primitive,start_gap,value_gap_max,start_best_option,policy_tv_total,policy_regions_total,policy_tv_mean,policy_regions_mean,target_policy_tv_total,target_policy_regions_total,target_policy_tv_mean,target_policy_regions_mean,hard_split_candidate_state,hard_split_candidate_coord,hard_split_candidate_score,residual_split_candidate_state,residual_split_candidate_coord,residual_split_candidate_score,struct_mdl_split_candidate_state,struct_mdl_split_candidate_coord,struct_mdl_split_gain,struct_mdl_split_benefit,struct_mdl_split_cost,soft_split_candidate_state,soft_split_candidate_coord,soft_split_candidate_score,description_length_proxy,method,method_family,eval_residual_lens,eval_soft_kind,constructor_stop,constructor_step,constructor_n_boundary,constructor_split_source,constructor_last_split_source,constructor_last_split_state,constructor_last_split_coord,constructor_last_split_score
maze,0.0,0.97,fixed_spectral25,0.15,turn_articulation,0.15,combined,0.15,999.0,1e-06,3.0,0.5,raw,True,1.0,0.5,1.0,0.0,0.05,0.0,22.199077937496824,1.0,81,22,22,462,462,0,0.0,0.0,103.74505872949693,103.74505872949693,5.024922332223774,18,137.9484942924258,1.07801143681258,137.9484942924258,1.07801143681258,642.1829854353402,5.957281485943489,133.0,1.0,5301.79723944022,39.86313713864835,325.0,3.0,0.0,0.97,10.205254633485396,1.0,133,True,-22.199077937496824,-22.199077937496824,0.0,7.105427357601002e-15,fb_000_to_001,31794.0,15435.0,68.81818181818181,33.40909090909091,1514.0,735.0,68.81818181818181,33.40909090909091,,,0.0,45,"(5, 5)",12.936137241750963,5,"(1, 7)",34.660149997115376,63.0,28.339850002884624,78,"(7, 17)",9.162692054218999,1440.0935530219228,fixed_spectral25,fixed,turn_articulation,combined,fixed,0,22,fixed,fixed,,,0.0
maze,0.0,0.97,fixed_turn_articulation,0.15,turn_articulation,0.15,combined,0.15,999.0,1e-06,3.0,0.5,raw,True,1.0,0.5,1.0,0.0,0.05,0.0,22.199077937496824,1.0,81,30,30,870,870,0,0.0,0.0,182.8942379274999,182.8942379274999,2.7414070257,0,3.4638958368304796e-15,2.2204460492503132e-17,3.4638958368304796e-15,2.2204460492503132e-17,2.720628496444523e-14,1.743992625925969e-16,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.9409,5.567599835699998,0.0,0,True,-22.19907793749682,-22.199077937496824,3.552713678800501e-15,7.105427357601002e-15,fb_000_to_006,58348.0,28304.0,67.06666666666666,32.53333333333333,2012.0,976.0,67.06666666666666,32.53333333333333,,,0.0,,,0.0,,,0.0,0.0,36.339850002884624,,,0.0,2045.7942379275,fixed_turn_articulation,fixed,turn_articulation,combined,fixed,0,30,fixed,fixed,,,0.0
maze,0.0,0.97,learned_soft3,0.15,turn_articulation,0.15,combined,0.15,999.0,1e-06,3.0,0.5,raw,True,1.0,0.5,1.0,0.0,0.05,0.0,22.199077937496824,1.0,81,4,4,12,12,0,0.0,0.0,6.711690842131786,6.711690842131786,2.579389870481129,0,5.154606909669065,1.3454815587499362,5.154606909669065,1.3454815587499362,7.3541200260370445,1.9143853113550462,4.0,1.0,159.4525485545934,39.86313713864835,47.0,12.0,0.0,0.97,22.19907793749682,1.0,4,True,-22.199077937496824,-22.199077937496824,0.0,0.0,fb_000_to_001,804.0,390.0,67.0,32.5,268.0,130.0,67.0,32.5,,,0.0,4,"(1, 5)",2.477631133946086,4,"(1, 5)",25.660149997115376,36.0,10.339850002884624,,,0.0,150.06629775180085,learned_soft3,learned,turn_articulation,combined,hybrid_threshold,2,4,none,soft_threshold,57,"(5, 19)",0.9409
maze,0.0,0.97,learned_raw_residual12,0.15,turn_articulation,0.15,combined,0.15,999.0,1e-06,3.0,0.5,raw,True,1.0,0.5,1.0,0.0,0.05,0.0,22.199077937496824,1.0,81,14,14,182,182,0,0.0,0.0,84.19459189949998,84.19459189949998,2.7414070257,0,26.203570317323255,1.1735110406021723,26.203570317323255,1.1735110406021723,50.25551240490771,2.316008330171926,23.0,1.0,916.8521541889118,39.86313713864835,132.0,8.0,0.0,0.9409,18.23448453010863,1.0,23,True,-22.199077937496824,-22.199077937496824,0.0,7.105427357601002e-15,fb_000_to_002,12194.0,5915.0,67.0,32.5,938.0,455.0,67.0,32.5,,,0.0,68,"(7, 5)",7.790709183008511,4,"(1, 5)",59.660149997115376,80.0,20.339850002884624,,,0.0,743.5981622168233,learned_raw_residual12,learned,turn_articulation,combined,hybrid_threshold,12,14,none,residual_raw,16,"(1, 19)",6.42018264943792
maze,0.0,0.97,learned_struct_mdl_e05,0.15,turn_articulation,0.15,combined,0.15,999.0,1e-06,3.0,0.5,raw,True,1.0,0.5,1.0,0.0,0.05,0.0,22.199077937496824,1.0,81,11,11,110,110,0,0.0,0.0,41.664314025525314,41.664314025525314,2.7414070257,0,44.37622579874991,1.3454815587499362,44.37622579874991,1.3454815587499362,373.4837603876172,8.445770115227196,45.0,1.0,1793.841171239177,39.86313713864835,55.0,11.0,0.0,0.9409,22.19907793749682,1.0,45,True,-22.19907793749682,-22.199077937496824,3.552713678800501e-15,3.552713678800501e-15,fb_000_to_001,7300.0,3540.0,66.36363636363636,32.18181818181818,730.0,354.0,66.36363636363636,32.18181818181818,,,0.0,28,"(3, 7)",10.757686059999997,,,-6.339850002884624,11.0,17.339850002884624,,,0.0,545.5405398242752,learned_struct_mdl_e05,learned,turn_articulation,combined,hybrid_threshold,9,11,none,residual_mdl,55,"(5, 17)",3.6601499971153757
maze,0.05,0.97,fixed_endpoints,0.15,turn_articulation,0.15,combined,0.15,999.0,1e-06,3.0,0.5,raw,True,1.0,0.5,1.0,0.0,0.05,0.0,23.006540118833655,1.0,81,2,2,2,2,0,0.0,0.0,6.304422223627169,6.304422223627169,3.334608285737951,1,2.6656279434214607,1.3328148050908424,2.6656279434214607,1.3328148050908424,3.664160671607529,1.8320829680789457,1.9999999999999996,0.9999999999999998,79.7262742772967,39.86313713864835,24.034811509162537,12.966122478284957,2.220446049250313e-16,0.3431101040032383,21.896413204569914,0.9999999999999998,2,True,-23.006540118862866,-23.006540118833655,2.921041186709772e-11,2.921041186709772e-11,fb_000_to_001,125.4666666666667,65.0,62.73333333333335,32.5,125.4666666666667,65.0,62.73333333333335,32.5,,,0.0,57,"(5, 19)",1.309842188250752,57,"(5, 19)",4.5936257266162865,12.93347572950091,8.339850002884624,47,"(5, 7)",0.5747410106607281,71.66338350038197,fixed_endpoints,fixed,turn_articulation,combined,fixed,0,2,fixed,fixed,,,0.0
maze,0.05,0.97,fixed_bottleneck15,0.15,turn_articulation,0.15,combined,0.15,999.0,1e-06,3.0,0.5,raw,True,1.0,0.5,1.0,0.0,0.05,0.0,23.006540118833655,1.0,81,13,13,156,156,0,0.0,0.0,92.58458031151252,92.58458031151252,2.9115090238288466,0,45.37842412497397,1.29883140959957,45.37842412497397,1.29883140959957,374.00352692222657,5.91350524165732,27.008989939386364,1.0,653.6966223362651,39.86313713864835,81.60575286240164,11.00030685764408,5.551115123125783e-16,0.9409300723389595,20.208890868891196,1.0,27,True,-23.006540118862798,-23.006540118833655,2.914291030720051e-11,2.914291030720051e-11,fb_000_to_012,9822.400000000001,5088.0,62.964102564102575,32.61538461538461,818.5333333333333,424.0,62.96410256410256,32.61538461538461,,,0.0,23,"(3, 1)",10.046009725608904,35,"(3, 17)",13.691042521225391,33.030892524110016,19.339850002884624,,,0.0,702.4696711031532,fixed_bottleneck15,fixed,turn_articulation,combined,fixed,0,13,fixed,fixed,,,0.0
maze,0.05,0.97,fixed_spectral25,0.15,turn_articulation,0.15,combined,0.15,999.0,1e-06,3.0,0.5,raw,True,1.0,0.5,1.0,0.0,0.05,0.0,23.006540118833655,1.0,81,22,22,462,462,0,0.0,0.0,127.62307755012691,127.62307755012691,4.132971043334383,19,162.17324144694683,1.0738694328426441,162.17324144694683,1.0738694328426441,1459.5998444872694,5.9128570237151115,131.569670694835,1.0000000000000002,2245.998194333717,39.86313713864835,322.07193755009524,2.9473737277538876,4.440892098500626e-16,0.97,10.102838305410264,1.0000000000000002,133,True,-23.006540118861224,-23.006540118833655,2.7569058147491887e-11,2.7569058147491887e-11,fb_000_to_021,29766.8,15435.0,64.43030303030302,33.40909090909091,1417.4666666666672,735.0,64.43030303030305,33.40909090909091,,,0.0,45,"(5, 5)",12.886296509539513,34,"(3, 15)",32.4693122072268,60.809162210111424,28.339850002884624,52,"(5, 13)",10.164678134853986,1468.8896523304072,fixed_spectral25,fixed,turn_articulation,combined,fixed,0,22,fixed,fixed,,,0.0
maze,0.05,0.97,fixed_turn_articulation,0.15,turn_articulation,0.15,combined,0.15,999.0,1e-06,3.0,0.5,raw,True,1.0,0.5,1.0,0.0,0.05,0.0,23.006540118833655,1.0,81,30,30,870,870,0,0.0,0.0,293.09993170620976,293.09993170620976,2.911509023828847,0,112.13678446563392,0.13479219530500022,112.13678446563392,0.13479219530500022,1596.9585582979812,2.1755875549471453,0.0,0.0,0.0,-0.0,0.0,0.0,7.771561172376096e-16,0.9409300723389595,5.5422903826784555,0.0,0,True,-23.00654011886267,-23.006540118833655,2.901501261476369e-11,2.901501261476369e-11,fb_000_to_029,54632.13333333333,28304.0,62.79555555555555,32.53333333333333,1883.8666666666672,976.0,62.79555555555557,32.53333333333333,,,0.0,,,0.0,,,0.0,0.0,36.339850002884624,,,0.0,2242.510049505177,fixed_turn_articulation,fixed,turn_articulation,combined,fixed,0,30,fixed,fixed,,,0.0
maze,0.05,0.97,learned_soft3,0.15,turn_articulation,0.15,combined,0.15,999.0,1e-06,3.0,0.5,raw,True,1.0,0.5,1.0,0.0,0.05,0.0,23.006540118833655,1.0,81,7,7,42,42,0,0.0,0.0,20.68627668328751,20.68627668328751,2.861809167523088,0,25.14693063996582,1.3128591892353998,25.14693063996582,1.3128591892353998,151.83463387929896,8.390079422358772,21.983973389779255,1.0,741.021192363499,39.86313713864835,90.22525132396154,12.771935131262639,5.551115123125783e-16,0.97,21.536131680804743,1.0,22,True,-23.00654011885091,-23.006540118833655,1.7255530337934033e-11,1.7255530337934033e-11,fb_000_to_006,2753.0,1428.0,65.54761904761905,34.0,458.8333333333334,238.0,65.54761904761907,34.0,,,0.0,23,"(3, 1)",7.017404798411889,45,"(5, 5)",35.64305895121969,48.98290895410432,13.339850002884624,,,0.0,313.69987398992004,learned_soft3,learned,turn_articulation,combined,hybrid_threshold,5,7,none,soft_threshold,77,"(7, 16)",2.8577628620981255
maze,0.05,0.97,learned_raw_residual12,0.15,turn_articulation,0.15,combined,0.15,999.0,1e-06,3.0,0.5,raw,True,1.0,0.5,1.0,0.0,0.05,0.0,23.006540118833655,1.0,81,14,14,182,182,0,0.0,0.0,80.6946507739224,80.6946507739224,6.225683003690127,10,47.313227019345774,1.1935451157837875,47.313227019345774,1.1935451157837875,378.74196428759876,2.475087754030559,22.997226029439343,0.9996923076923075,262.54132772329154,11.666224002802497,138.31184773978842,6.032943638970849,5.551115123125783e-16,0.9409300723389595,17.83251028117775,0.9996923076923075,23,True,-23.006540118862674,-23.006540118833655,2.901856532844249e-11,2.901856532844249e-11,fb_000_to_013,11441.733333333337,5928.0,62.86666666666669,32.57142857142857,880.1333333333332,456.0,62.86666666666666,32.57142857142857,,,0.0,16,"(1, 19)",9.512733068898951,16,"(1, 19)",57.41070248737899,77.75055249026362,20.339850002884624,79,"(7, 18)",5.167200469831098,750.1345444599348,learned_raw_residual12,learned,turn_articulation,combined,hybrid_threshold,12,14,none,residual_raw,64,"(7, 1)",6.305073842492586
maze,0.05,0.97,learned_struct_mdl_e05,0.15,turn_articulation,0.15,combined,0.15,999.0,1e-06,3.0,0.5,raw,True,1.0,0.5,1.0,0.0,0.05,0.0,23.006540118833655,1.0,81,14,14,182,182,0,0.0,0.0,31.610001043285063,31.610001043285063,3.31702691056605,1,35.73824412144278,1.3128956034056294,35.73824412144278,1.3128956034056294,394.2865659733038,4.67724258920531,15.001847574168357,0.9996923076923078,169.2155236814712,11.666224002803538,25.03665236921247,10.844551080525246,7.771561172376096e-16,0.9409300723389595,21.58510958422026,0.9996923076923078,15,True,-23.006540118862826,-23.006540118833655,2.917133201663091e-11,2.917133201663091e-11,fb_000_to_013,11393.2,5902.0,62.6,32.42857142857143,876.4,454.0,62.6,32.42857142857143,,,0.0,11,"(1, 13)",12.809711607585042,,,-6.348465008801558,13.991384994083067,20.339850002884624,47,"(5, 7)",0.5747410099365827,687.7282451647278,learned_struct_mdl_e05,learned,turn_articulation,combined,hybrid_threshold,12,14,none,residual_mdl,32,"(3, 13)",6.64414961876702
