map_family,map_size,map,method_spec,method,first_hit_mode,first_hit_truncation_steps,n_states,n_boundary,n_edges_valid,state_compression_ratio,transition_nnz_proxy,kernel_nnz,memory_compression_ratio,full_vi_iterations,full_vi_time_sec,full_vi_backup_count,construction_time_sec,kernel_time_sec,upfront_time_sec,smdp_iterations,smdp_solve_time_sec,smdp_edge_backup_count,compressed_total_time_sec,planning_time_speedup_vs_full_vi,total_time_speedup_vs_full_vi,backup_compression_ratio,start_gap,value_gap_max,occupancy_struct_hidden_distinct,occupancy_model_residual,struct_hidden_distinct_cvar95,error
corridor,64,corridor_64,endpoints,endpoints,truncated,128,64,2,2,32.0,760,2,380.0,95,0.08103941899025813,24320,7.956987246870995e-06,0.011179602006450295,0.011187558993697166,2,9.575998410582542e-05,4,0.011283318977802992,846.2764457093118,7.182232386559504,6080.0,3.3711700098137953e-11,3.3711700098137953e-11,0.0,0.16556844887303018,0.0,
corridor,64,corridor_64,turn_articulation,turn_articulation,truncated,128,64,2,2,32.0,760,2,380.0,95,0.0987253169878386,24320,0.0005023209960199893,0.01092270400840789,0.01142502500442788,2,8.524599252268672e-05,4,0.011510270996950567,1158.1226761077899,8.577149661723347,6080.0,3.3711700098137953e-11,3.3711700098137953e-11,0.0,0.16556844887303018,0.0,
corridor,128,corridor_128,endpoints,endpoints,truncated,128,128,2,2,64.0,1528,2,764.0,168,0.30903339304495603,86016,1.2199976481497288e-05,0.04213783796876669,0.04215003794524819,2,0.00016574299661442637,4,0.04231578094186261,1864.533641586504,7.3030294175483865,21504.0,0.12327340663847508,0.12327340663847508,0.0,0.1685719583466522,0.0,
corridor,128,corridor_128,turn_articulation,turn_articulation,truncated,128,128,2,2,64.0,1528,2,764.0,168,0.9176896000280976,86016,0.0013627639855258167,0.027212819026317447,0.028575583011843264,2,0.00018080801237374544,4,0.02875639102421701,5075.491887666768,31.912544215137125,21504.0,0.12327340663847508,0.12327340663847508,0.0,0.1685719583466522,0.0,
open_room,12,open_room_12,endpoints,endpoints,truncated,128,144,2,2,72.0,2288,2,1144.0,48,0.09717646497301757,27648,1.903303200379014e-05,0.02861114899860695,0.02863018203061074,2,9.083404438570142e-05,4,0.02872101607499644,1069.8242672140066,3.3834619471424676,6912.0,0.07851002033423882,0.07851002033423882,0.0,0.6953067647235822,0.0,
open_room,12,open_room_12,turn_articulation,turn_articulation,truncated,128,144,4,12,36.0,2288,16,143.0,48,0.13587076897965744,27648,0.0012756670475937426,0.06215392000740394,0.06342958705499768,4,0.000434675021097064,48,0.06386426207609475,312.58011706478334,2.127492975927075,576.0,0.07851002033423526,0.07851002033423526,0.0,0.22455089565045255,0.0,
maze,13,maze_13,endpoints,endpoints,truncated,128,71,2,2,35.5,844,2,422.0,53,0.05551961495075375,15052,1.0459043551236391e-05,0.011895176023244858,0.011905635066796094,2,8.814496686682105e-05,4,0.011993780033662915,629.8671032985784,4.62903394884073,3763.0,1.5987211554602254e-13,1.5987211554602254e-13,0.0,1.2343397367723987,0.0,
maze,13,maze_13,turn_articulation,turn_articulation,truncated,128,71,18,306,3.9444444444444446,844,546,1.5457875457875458,53,0.08136685902718455,15052,0.0006017389823682606,1.9941885670414194,1.9947903060237877,18,0.08541771699674428,5508,2.080208023020532,0.9525759044846149,0.03911477031467128,2.7327523602033406,1.1652900866465643e-12,1.7045920230884803e-11,0.0,0.9171684262218306,0.0,
