map_family,map_size,map,slip,method,budget_frac,n_states,n_basis,n_boundary,state_compression_ratio,n_edges_valid,group_all_feasible,n_groups_feasible,group_total_violation,group_max_violation,trace_group_all_feasible,trace_group_total_violation,trace_group_max_violation,group_test_bits_mean,group_test_bits_cvar,selection_time_sec,delta_backend,kernel_time_sec,upfront_time_sec,smdp_solve_time_sec,compressed_total_time_sec,full_vi_time_sec,full_vi_backup_count,smdp_edge_backup_count,planning_speedup,total_speedup,break_even_tasks,backup_compression_ratio,start_gap,value_gap_max,first_hit_mode,first_hit_used_steps_max,first_hit_tail_bound_max,stop_reason,probe_cache_hits,probe_cache_misses,probe_cache_hit_rate,probe_calls,unique_probe_evals,probe_context_build_time_sec,probe_green_kernel_time_sec,probe_operator_delta_time_sec,active_weight_time_sec,active_weight_cache_hit_rate,probe_call_overhead_time_sec,candidate_score_time_sec,beam_expansion_time_sec,profiled_selection_time_sec,uncached_probe_eval_time_sec,boundary,error,maze_seed
random_maze,11,random_maze_11_seed1,0.0,endpoints,0.25,49,23,2,24.5,2,False,1,155.45261238473825,77.72630619236912,,,,0.0,0.0,0.0,,0.016227706015342847,0.016227706015342847,0.00014576499233953655,0.016373471007682383,0.03645790301379748,5684,4,250.11425877123187,2.226644735052912,1,1421.0,7.105427357601002e-15,7.105427357601002e-15,adaptive,27,0.0,,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0, 48]",,1
random_maze,11,random_maze_11_seed5,0.0,endpoints,0.25,49,21,2,24.5,2,False,1,155.45261238473825,77.72630619236912,,,,0.0,0.0,0.0,,0.014338557986775413,0.014338557986775413,0.00014123698929324746,0.01447979497606866,0.0349929709918797,5292,4,247.76066926224627,2.41667586106806,1,1323.0,5.329070518200751e-15,5.329070518200751e-15,adaptive,19,0.0,,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0, 48]",,5
random_maze,11,random_maze_11_seed9,0.0,endpoints,0.25,49,23,2,24.5,2,False,1,155.45261238473825,77.72630619236912,,,,0.0,0.0,0.0,,0.01611027799663134,0.01611027799663134,0.00013668599422089756,0.016246963990852237,0.03201475000241771,4900,4,234.22114449179654,1.9705066140629992,1,1225.0,7.105427357601002e-15,7.105427357601002e-15,adaptive,23,0.0,,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0, 48]",,9
random_maze,13,random_maze_13_seed1,0.0,endpoints,0.25,71,35,2,35.5,2,False,1,155.45261238473825,77.72630619236912,,,,0.0,0.0,0.0,,0.0329961119859945,0.0329961119859945,0.00014805200044065714,0.03314416398643516,0.0855977289902512,12780,4,578.1598947361799,2.5825882657738357,1,3195.0,7.105427357601002e-15,7.105427357601002e-15,adaptive,43,0.0,,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0, 70]",,1
random_maze,13,random_maze_13_seed5,0.0,endpoints,0.25,71,30,2,35.5,2,False,1,155.45261238473825,77.72630619236912,,,,0.0,0.0,0.0,,0.03520718900836073,0.03520718900836073,0.00015755300410091877,0.03536474201246165,0.07117781799752265,9940,4,451.7706177911436,2.012677428056491,1,2485.0,7.105427357601002e-15,7.105427357601002e-15,adaptive,31,0.0,,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0, 70]",,5
random_maze,13,random_maze_13_seed9,0.0,endpoints,0.25,71,32,2,35.5,2,False,1,155.45261238473825,77.72630619236912,,,,0.0,0.0,0.0,,0.03403537001577206,0.03403537001577206,0.0001488720008637756,0.034184242016635835,0.09254655599943362,13916,4,621.6518583915438,2.707287058007477,1,3479.0,1.0658141036401503e-14,1.0658141036401503e-14,adaptive,47,0.0,,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0, 70]",,9
random_maze,15,random_maze_15_seed1,0.0,endpoints,0.25,97,40,2,48.5,2,False,1,155.45261238473825,77.72630619236912,,,,0.0,0.0,0.0,,0.0512231589818839,0.0512231589818839,0.0001466349931433797,0.05136979397502728,0.11544160699122585,17460,4,787.2718818102787,2.2472663029823754,1,4365.0,7.105427357601002e-15,7.105427357601002e-15,adaptive,43,0.0,,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0, 96]",,1
random_maze,15,random_maze_15_seed5,0.0,endpoints,0.25,97,40,2,48.5,2,False,1,155.45261238473825,77.72630619236912,,,,0.0,0.0,0.0,,0.042648124013794586,0.042648124013794586,0.00014910599566064775,0.042797230009455234,0.1257037990144454,19012,4,843.049928726785,2.9371947433671184,1,4753.0,7.105427357601002e-15,7.105427357601002e-15,adaptive,27,0.0,,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0, 96]",,5
random_maze,15,random_maze_15_seed9,0.0,endpoints,0.25,97,50,2,48.5,2,False,1,155.45261238473825,77.72630619236912,,,,0.0,0.0,0.0,,0.06232563700177707,0.06232563700177707,0.00015560101019218564,0.06248123801196925,0.13518660000409,20564,4,868.8028428422062,2.163635105600707,1,5141.0,1.0658141036401503e-14,1.0658141036401503e-14,adaptive,51,0.0,,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0, 96]",,9
random_maze,17,random_maze_17_seed1,0.0,endpoints,0.25,127,57,2,63.5,2,False,1,155.45261238473825,77.72630619236912,,,,0.0,0.0,0.0,,0.1299800259876065,0.1299800259876065,0.00015786598669365048,0.13013789197430015,0.19382351002423093,30988,4,1227.7724548756562,1.4893702908796735,1,7747.0,1.7763568394002505e-14,1.7763568394002505e-14,adaptive,59,0.0,,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0, 126]",,1
random_maze,17,random_maze_17_seed5,0.0,endpoints,0.25,127,49,2,63.5,2,False,1,155.45261238473825,77.72630619236912,,,,0.0,0.0,0.0,,0.10002475598594174,0.10002475598594174,0.00015772500773891807,0.10018248099368066,0.18291054799919948,26924,4,1159.6800698971656,1.8257737898379376,1,6731.0,1.0658141036401503e-14,1.0658141036401503e-14,adaptive,51,0.0,,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0, 126]",,5
random_maze,17,random_maze_17_seed9,0.0,endpoints,0.25,127,52,2,63.5,2,False,1,155.45261238473825,77.72630619236912,,,,0.0,0.0,0.0,,0.12168614999973215,0.12168614999973215,0.00016636899090372026,0.12185251899063587,0.23554633997264318,35052,4,1415.8067479591596,1.933044486267407,1,8763.0,1.7763568394002505e-14,1.7763568394002505e-14,adaptive,67,0.0,,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0, 126]",,9
random_maze,19,random_maze_19_seed1,0.0,endpoints,0.25,161,62,2,80.5,2,False,1,155.45261238473825,77.72630619236912,,,,0.0,0.0,0.0,,0.18547244000365026,0.18547244000365026,0.000190302002010867,0.18566274200566113,0.27516289899358526,40572,4,1445.9275051550553,1.4820577140091744,1,10143.0,1.7763568394002505e-14,1.7763568394002505e-14,adaptive,59,0.0,,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0, 160]",,1
random_maze,19,random_maze_19_seed5,0.0,endpoints,0.25,161,61,2,80.5,2,False,1,155.45261238473825,77.72630619236912,,,,0.0,0.0,0.0,,0.17004717700183392,0.17004717700183392,0.00017813101294450462,0.17022530801477842,0.2654130049922969,39284,4,1489.9876254281692,1.5591865163155094,1,9821.0,1.4210854715202004e-14,1.4210854715202004e-14,adaptive,55,0.0,,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0, 160]",,5
random_maze,19,random_maze_19_seed9,0.0,endpoints,0.25,161,57,2,80.5,2,False,1,155.45261238473825,77.72630619236912,,,,0.0,0.0,0.0,,0.16556984098860994,0.16556984098860994,0.00016114499885588884,0.16573098598746583,0.3110097559983842,49588,4,1929.9994303671729,1.8765938918743037,1,12397.0,1.7763568394002505e-14,1.7763568394002505e-14,adaptive,75,0.0,,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0, 160]",,9
random_maze,11,random_maze_11_seed1,0.0,group_constrained_incremental,0.25,49,23,3,16.333333333333332,6,True,3,0.0,0.0,True,0.0,0.0,0.0,0.0,0.7786772519757506,insertion_score,0.029249547980725765,0.8079267999564763,0.002959458011901006,0.8108862579683773,0.03803332301322371,5684,174,12.851448765374787,0.046903400618125805,24,32.666666666666664,7.105427357601002e-15,7.105427357601002e-15,adaptive,26,0.0,feasible,0,12,0.0,12,12,0.6386190919438377,0.011548403912456706,0.01448488695314154,0.05488922499353066,0.0,0.056529014196712524,0.0014784029917791486,1.0374991688877344e-05,0.7775593999831472,0.7211813970061485,"[0, 1, 48]",,1
random_maze,11,random_maze_11_seed5,0.0,group_constrained_incremental,0.25,49,21,3,16.333333333333332,6,True,3,0.0,0.0,True,0.0,0.0,0.0,0.0,0.7642160069954116,insertion_score,0.02612301500630565,0.7903390220017172,0.0021635490120388567,0.7925025710137561,0.035209139983635396,5292,126,16.273788940170796,0.04442779275604929,24,42.0,3.552713678800501e-15,3.552713678800501e-15,adaptive,18,0.0,feasible,0,12,0.0,12,12,0.6224249949736986,0.012168718996690586,0.01328073293552734,0.05513267402420752,0.0,0.0584096320962999,0.001528761989902705,1.1133000953122973e-05,0.7629566480172798,0.7062840790022165,"[0, 1, 48]",,5
random_maze,11,random_maze_11_seed9,0.0,group_constrained_incremental,0.25,49,23,3,16.333333333333332,6,True,3,0.0,0.0,True,0.0,0.0,0.0,0.0,0.7067005730059464,insertion_score,0.029631795012392104,0.7363323680183385,0.0025599929795134813,0.7388923609978519,0.03318117599701509,4900,150,12.961432418975253,0.044906643712224754,25,32.666666666666664,7.105427357601002e-15,7.105427357601002e-15,adaptive,22,0.0,feasible,0,12,0.0,12,12,0.5671133349824231,0.011552185897016898,0.014162128994939849,0.05462919402634725,0.0,0.05652271016151644,0.0015068789653014392,1.0619987733662128e-05,0.7054970530152787,0.6493503600358963,"[0, 1, 48]",,9
random_maze,13,random_maze_13_seed1,0.0,group_constrained_incremental,0.25,71,35,3,23.666666666666668,6,True,3,0.0,0.0,True,0.0,0.0,0.0,0.0,1.6065703200001735,insertion_score,0.056220921978820115,1.6627912419789936,0.004476743983104825,1.6672679859620985,0.08576541699585505,12780,270,19.157990119500386,0.05144069082953334,21,47.333333333333336,7.105427357601002e-15,7.105427357601002e-15,adaptive,42,0.0,feasible,0,12,0.0,12,12,1.3958892209047917,0.016499236051458865,0.022990984987700358,0.06395568299922161,0.0,0.10403118611429818,0.0018828739994205534,1.9678001990541816e-05,1.6052688630588818,1.5394106280582491,"[0, 1, 70]",,1
random_maze,13,random_maze_13_seed5,0.0,group_constrained_incremental,0.25,71,30,3,23.666666666666668,6,True,3,0.0,0.0,True,0.0,0.0,0.0,0.0,1.3294188450090587,insertion_score,0.04940953498589806,1.3788283799949568,0.0033379250089637935,1.3821663050039206,0.06674400399788283,9940,198,19.995657127900085,0.04828941622744414,22,50.2020202020202,7.105427357601002e-15,7.105427357601002e-15,adaptive,30,0.0,feasible,0,12,0.0,12,12,1.1223000809841324,0.01715756003977731,0.01969355597975664,0.06424976998823695,0.0,0.10294132499257103,0.0017968849861063063,1.032699947245419e-05,1.328149503970053,1.2620925219962373,"[0, 1, 70]",,5
random_maze,13,random_maze_13_seed9,0.0,group_constrained_incremental,0.25,71,32,3,23.666666666666668,6,True,3,0.0,0.0,True,0.0,0.0,0.0,0.0,1.7559063090011477,insertion_score,0.058922483993228525,1.8148287929943763,0.0048733830044511706,1.8197021759988274,0.09324558300431818,13916,294,19.13364554338353,0.05124222207028798,21,47.333333333333336,7.105427357601002e-15,7.105427357601002e-15,adaptive,46,0.0,feasible,0,12,0.0,12,12,1.538653549971059,0.01865630500833504,0.022709024837240577,0.06634284899337217,0.0,0.1061285701871384,0.0019220169924665242,1.0933988960459828e-05,1.7544232499785721,1.686147450003773,"[0, 10, 70]",,9
random_maze,15,random_maze_15_seed1,0.0,group_constrained_incremental,0.25,97,40,3,32.333333333333336,6,True,3,0.0,0.0,True,0.0,0.0,0.0,0.0,2.332612516009249,insertion_score,0.08898523199604824,2.421597748005297,0.00448386202333495,2.426081610028632,0.11722513599670492,17460,270,26.1437875176892,0.048318710925524665,22,64.66666666666667,7.105427357601002e-15,7.105427357601002e-15,adaptive,42,0.0,feasible,0,12,0.0,12,12,2.011925560014788,0.02686901597189717,0.03099002205999568,0.0800275520014111,0.0,0.17934888196759857,0.002071940980385989,9.97699680738151e-06,2.331242949992884,2.2491334800142795,"[0, 10, 96]",,1
random_maze,15,random_maze_15_seed5,0.0,group_constrained_incremental,0.25,97,40,3,32.333333333333336,6,True,3,0.0,0.0,True,0.0,0.0,0.0,0.0,2.5220610219985247,insertion_score,0.07441955799004063,2.5964805799885653,0.0029423279920592904,2.5994229079806246,0.12663175800116733,19012,174,43.03794761934059,0.048715335089334066,21,109.26436781609195,7.105427357601002e-15,7.105427357601002e-15,adaptive,26,0.0,feasible,0,12,0.0,12,12,2.1927101569308434,0.02868132499861531,0.03207300792564638,0.08142495501670055,0.0,0.18356256911647506,0.002199829032178968,1.0021991329267621e-05,2.520661865011789,2.43702705897158,"[0, 1, 96]",,5
random_maze,15,random_maze_15_seed9,0.0,group_constrained_incremental,0.25,97,50,3,32.333333333333336,6,True,3,0.0,0.0,True,0.0,0.0,0.0,0.0,2.7303067399770953,insertion_score,0.09561195698915981,2.825918696966255,0.004778341011842713,2.830697037978098,0.132705326017458,20564,318,27.7722593863768,0.046880794460521416,23,64.66666666666667,7.105427357601002e-15,1.0658141036401503e-14,adaptive,50,0.0,feasible,0,12,0.0,12,12,2.389309532009065,0.026704002084443346,0.03910486598033458,0.0841966690204572,0.0,0.1869742089184001,0.0025857719883788377,1.0384013876318932e-05,2.7288854340149555,2.642092608992243,"[0, 1, 96]",,9
random_maze,17,random_maze_17_seed1,0.0,group_constrained_incremental,0.25,127,57,3,42.333333333333336,6,True,3,0.0,0.0,True,0.0,0.0,0.0,0.0,3.868704736989457,insertion_score,0.22770183999091387,4.096406576980371,0.006282507994910702,4.102689084975282,0.20054831699235365,30988,366,31.921697060284313,0.04888216309805059,22,84.66666666666667,1.7763568394002505e-14,1.7763568394002505e-14,adaptive,58,0.0,feasible,0,12,0.0,12,12,3.3926225600589532,0.039700893947156146,0.0424776470172219,0.09889557299902663,0.0,0.29057595602353103,0.0027555339911486953,1.0029994882643223e-05,3.8670381940319203,3.7653770570468623,"[0, 13, 126]",,1
random_maze,17,random_maze_17_seed5,0.0,group_constrained_incremental,0.25,127,49,3,42.333333333333336,6,True,3,0.0,0.0,True,0.0,0.0,0.0,0.0,3.4811906519753393,insertion_score,0.14848532600444742,3.6296759779797867,0.005044727004133165,3.63472070498392,0.17007904199999757,26924,318,33.71422117800451,0.04679287785902934,22,84.66666666666667,7.105427357601002e-15,1.0658141036401503e-14,adaptive,50,0.0,feasible,0,12,0.0,12,12,3.0130092129693367,0.03913593289325945,0.03489846005686559,0.0988946880097501,0.0,0.29111372810439207,0.002486584970029071,1.019102637656033e-05,3.4795487980300095,3.3781573340238538,"[0, 14, 126]",,5
random_maze,17,random_maze_17_seed9,0.0,group_constrained_incremental,0.25,127,52,3,42.333333333333336,6,True,3,0.0,0.0,True,0.0,0.0,0.0,0.0,4.187470399017911,insertion_score,0.18422274600015953,4.371693145018071,0.006804967997595668,4.378498113015667,0.2139074300066568,35052,414,31.434009694422457,0.04885406467820291,22,84.66666666666667,1.7763568394002505e-14,1.7763568394002505e-14,adaptive,66,0.0,feasible,0,12,0.0,12,12,3.726218621013686,0.03971040397300385,0.03523141797631979,0.09842741201282479,0.0,0.28366155101684853,0.0026468309806659818,9.912997484207153e-06,4.185906149970833,4.084821993979858,"[0, 14, 126]",,9
random_maze,19,random_maze_19_seed1,0.0,group_constrained_incremental,0.25,161,62,3,53.666666666666664,6,True,3,0.0,0.0,True,0.0,0.0,0.0,0.0,5.155329699977301,insertion_score,0.3107698330131825,5.466099532990484,0.007467905001249164,5.473567437991733,0.266081702982774,40572,366,35.6300331804256,0.04861211741649796,22,110.85245901639344,1.7763568394002505e-14,1.7763568394002505e-14,adaptive,58,0.0,feasible,0,12,0.0,12,12,4.471007952932268,0.05755457197665237,0.04661382990889251,0.12934793598833494,0.0,0.44603758517769165,0.0030415539513342083,1.0849005775526166e-05,5.15361427894095,5.021213939995505,"[0, 16, 160]",,1
random_maze,19,random_maze_19_seed5,0.0,group_constrained_incremental,0.25,161,61,3,53.666666666666664,6,True,3,0.0,0.0,True,0.0,0.0,0.0,0.0,5.2337885630258825,insertion_score,0.24753695901017636,5.481325522036059,0.00558570702560246,5.486911229061661,0.26091533398721367,39284,342,46.71124582640852,0.04755231551865909,22,114.86549707602339,1.0658141036401503e-14,1.4210854715202004e-14,adaptive,54,0.0,feasible,0,12,0.0,12,12,4.5479792360565625,0.0571772460534703,0.05119591820403002,0.14261926701874472,0.0,0.4304683306836523,0.0029439720092341304,1.0115996701642871e-05,5.232394086022396,5.086820730997715,"[0, 1, 160]",,5
random_maze,19,random_maze_19_seed9,0.0,group_constrained_incremental,0.25,161,57,3,53.666666666666664,6,True,3,0.0,0.0,True,0.0,0.0,0.0,0.0,6.048236620990792,insertion_score,0.2796554040105548,6.327892025001347,0.007837702025426552,6.335729727026774,0.33062487200368196,49588,462,42.18390427845952,0.05218418181465537,20,107.33333333333333,1.4210854715202004e-14,1.7763568394002505e-14,adaptive,74,0.0,feasible,0,12,0.0,12,12,5.353851188992849,0.061741506040561944,0.043584530969383195,0.12925538801937364,0.0,0.4550771229842212,0.0028534989978652447,1.1294992873445153e-05,6.046374530997127,5.914254348987015,"[0, 14, 160]",,9
random_maze,11,random_maze_11_seed1,0.05,endpoints,0.25,49,23,2,24.5,2,False,0,233.17891857710737,77.72630619236912,,,,0.0,0.0,0.0,,0.023182608012575656,0.023182608012575656,0.00014406201080419123,0.023326670023379847,0.06744736499967985,10388,4,468.18286530342937,2.8914270631889902,1,2597.0,3.209504484402714e-08,3.209504484402714e-08,adaptive,46,8.638018007432549e-07,,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0, 48]",,1
random_maze,11,random_maze_11_seed5,0.05,endpoints,0.25,49,21,2,24.5,2,False,0,233.17891857710737,77.72630619236912,,,,0.0,0.0,0.0,,0.024645600002259016,0.024645600002259016,0.00016813899856060743,0.024813739000819623,0.06965383401256986,9996,4,414.2634047357099,2.807067246506829,1,2499.0,2.9471042495288202e-08,2.9471042495288202e-08,adaptive,36,8.783877661366397e-07,,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0, 48]",,5
random_maze,11,random_maze_11_seed9,0.05,endpoints,0.25,49,23,2,24.5,2,False,0,233.17891857710737,77.72630619236912,,,,0.0,0.0,0.0,,0.027892021025763825,0.027892021025763825,0.00015547298244200647,0.02804749400820583,0.06674197400570847,9408,4,429.2834224789129,2.3796056070528735,1,2352.0,3.7026847365950744e-08,3.7026847365950744e-08,adaptive,41,8.416690675577035e-07,,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0, 48]",,9
random_maze,13,random_maze_13_seed1,0.05,endpoints,0.25,71,35,2,35.5,2,False,0,233.17891857710737,77.72630619236912,,,,0.0,0.0,0.0,,0.042804775992408395,0.042804775992408395,0.00014511100016534328,0.04294988699257374,0.13766809800290503,20732,4,948.708904535441,3.205319213685209,1,5183.0,3.847990015515279e-08,3.847990015515279e-08,adaptive,65,9.188876680335231e-07,,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0, 70]",,1
random_maze,13,random_maze_13_seed5,0.05,endpoints,0.25,71,30,2,35.5,2,False,0,233.17891857710737,77.72630619236912,,,,0.0,0.0,0.0,,0.03939323601662181,0.03939323601662181,0.00015279598301276565,0.03954603199963458,0.1178458720096387,17324,4,771.2628937358453,2.979967042223797,1,4331.0,3.2338501654294305e-08,3.2338501654294305e-08,adaptive,51,7.065120577321792e-07,,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0, 70]",,5
random_maze,13,random_maze_13_seed9,0.05,endpoints,0.25,71,32,2,35.5,2,False,0,233.17891857710737,77.72630619236912,,,,0.0,0.0,0.0,,0.047058355004992336,0.047058355004992336,0.0001593109918758273,0.04721766599686816,0.15076664098887704,22152,4,946.3668464658732,3.193013415760047,1,5538.0,2.7602503394064115e-08,2.7602503394064115e-08,adaptive,70,5.78195444019194e-07,,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0, 70]",,9
random_maze,15,random_maze_15_seed1,0.05,endpoints,0.25,97,40,2,48.5,2,False,0,233.17891857710737,77.72630619236912,,,,0.0,0.0,0.0,,0.06966868200106546,0.06966868200106546,0.0001551549939904362,0.0698238369950559,0.19234860499273054,28324,4,1239.7190708833193,2.7547699076799574,1,7081.0,3.329805764451521e-08,3.329805764451521e-08,adaptive,65,8.020294170547229e-07,,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0, 96]",,1
random_maze,15,random_maze_15_seed5,0.05,endpoints,0.25,97,40,2,48.5,2,False,0,233.17891857710737,77.72630619236912,,,,0.0,0.0,0.0,,0.058075007022125646,0.058075007022125646,0.0001568890002090484,0.058231896022334695,0.20671458201832138,30264,4,1317.584927833579,3.5498514755390507,1,7566.0,3.235616219399162e-08,3.235616219399162e-08,adaptive,46,8.637414865902782e-07,,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0, 96]",,5
random_maze,15,random_maze_15_seed9,0.05,endpoints,0.25,97,50,2,48.5,2,False,0,233.17891857710737,77.72630619236912,,,,0.0,0.0,0.0,,0.08490786800393835,0.08490786800393835,0.00015900502330623567,0.08506687302724458,0.2157888830115553,31816,4,1357.1199105826788,2.536697016504228,1,7954.0,4.5353942823567195e-08,4.5353942823567195e-08,adaptive,75,9.405038597431698e-07,,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0, 96]",,9
random_maze,17,random_maze_17_seed1,0.05,endpoints,0.25,127,57,2,63.5,2,False,0,233.17891857710737,77.72630619236912,,,,0.0,0.0,0.0,,0.1619094029883854,0.1619094029883854,0.000159365008585155,0.16206876799697056,0.2903312259877566,46736,4,1821.8003347492759,1.7914076202096112,1,11684.0,2.4193727909960216e-08,2.4193727909960216e-08,adaptive,84,5.432957826924225e-07,,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0, 126]",,1
random_maze,17,random_maze_17_seed5,0.05,endpoints,0.25,127,49,2,63.5,2,False,0,233.17891857710737,77.72630619236912,,,,0.0,0.0,0.0,,0.12906334799481556,0.12906334799481556,0.00013898100587539375,0.12920232900069095,0.26221740199252963,41656,4,1886.7139458439808,2.0295098704538628,1,10414.0,1.9497480963082126e-08,1.9497480963082126e-08,adaptive,75,4.5356917281730576e-07,,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0, 126]",,5
random_maze,17,random_maze_17_seed9,0.05,endpoints,0.25,127,52,2,63.5,2,False,0,233.17891857710737,77.72630619236912,,,,0.0,0.0,0.0,,0.15514240498305298,0.15514240498305298,0.00013373000547289848,0.15527613498852588,0.3222267879755236,51308,4,2409.532451868669,2.075185526734901,1,12827.0,3.34824861170091e-08,3.34824861170091e-08,adaptive,93,6.652929082413565e-07,,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0, 126]",,9
random_maze,19,random_maze_19_seed1,0.05,endpoints,0.25,161,62,2,80.5,2,False,0,233.17891857710737,77.72630619236912,,,,0.0,0.0,0.0,,0.2260512060020119,0.2260512060020119,0.00013530897558666766,0.22618651497759856,0.38506435000454076,61180,4,2845.8152782178195,1.7024195719301718,1,15295.0,2.4252521768630686e-08,2.4252521768630686e-08,adaptive,84,5.440246302841873e-07,,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0, 160]",,1
random_maze,19,random_maze_19_seed5,0.05,endpoints,0.25,161,61,2,80.5,2,False,0,233.17891857710737,77.72630619236912,,,,0.0,0.0,0.0,,0.20425374901969917,0.20425374901969917,0.00019919199985451996,0.2044529410195537,0.37151898798765615,59248,4,1865.130066764706,1.8171369222422895,1,14812.0,3.5453933122653325e-08,3.5453933122653325e-08,adaptive,79,7.261094888525909e-07,,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0, 160]",,5
random_maze,19,random_maze_19_seed9,0.05,endpoints,0.25,161,57,2,80.5,2,False,0,233.17891857710737,77.72630619236912,,,,0.0,0.0,0.0,,0.20011505801812746,0.20011505801812746,0.00015125799109227955,0.20026631600921974,0.4456332760164514,70840,4,2946.180051701065,2.225203343711259,1,17710.0,3.529102343691193e-08,3.529102343691193e-08,adaptive,102,7.428761249995415e-07,,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0, 160]",,9
random_maze,11,random_maze_11_seed1,0.05,group_constrained_incremental,0.25,49,23,3,16.333333333333332,6,True,3,0.0,0.0,True,0.0,0.0,0.0,0.0,1.1735424040234648,insertion_score,0.040709970984607935,1.2142523750080727,0.003982616995926946,1.2182349920039997,0.06311398098478094,10388,240,15.8473639441925,0.051807722975481335,21,43.28333333333333,2.8727194845146187e-07,2.8727194845146187e-07,adaptive,45,6.91459623213317e-07,feasible,0,12,0.0,12,12,1.0791348119964823,0.010646139911841601,0.013385067839408293,0.011641963967122138,0.0,0.055973072157939896,0.0016121729859150946,1.1518015526235104e-05,1.1724047468742356,1.159139091905672,"[0, 1, 48]",,1
random_maze,11,random_maze_11_seed5,0.05,group_constrained_incremental,0.25,49,21,3,16.333333333333332,6,True,3,0.0,0.0,True,0.0,0.0,0.0,0.0,1.192192807997344,insertion_score,0.03968771902145818,1.2318805270188022,0.0031250710017047822,1.235005598020507,0.06574467598693445,9996,186,21.03781832510991,0.05323431415396935,20,53.74193548387097,2.3081611466579943e-07,2.3081611466579943e-07,adaptive,35,6.604141515726944e-07,feasible,0,12,0.0,12,12,1.0542079940787517,0.011306390922982246,0.0137689039693214,0.053311958006815985,0.0,0.05697334199794568,0.0014139600098133087,1.174097997136414e-05,1.1909942899656016,1.136256630969001,"[0, 1, 48]",,5
