map,map_family,map_size,slip,method,method_group,target_count,n_states,n_abstract_states,state_compression_ratio,normalized_start_gap,normalized_policy_start_gap,value_gap_max,policy_value_gap_max,homogeneity_error,time_q1_sec,time_median_sec,time_q3_sec,total_speedup_median,n_repeats,representation_scope
corridor_32,corridor,32,0.0,qstar_oracle_aggregation,abstraction:qstar_oracle,2,32,2,16.0,0.19892775034186874,0.0,15.315789472241722,3.552713678800501e-15,1.0,0.008224449935369194,0.008321190136484802,0.008394954958930612,0.21604928958260744,5,full_action_abstract_mdp
corridor_32,corridor,32,0.0,qstar_oracle_aggregation,abstraction:qstar_oracle,4,32,4,8.0,0.07811026065830266,0.0,5.61157024793388,3.552713678800501e-15,1.0,0.006461659097112715,0.006510446080937982,0.006682486040517688,0.27639449969659613,5,full_action_abstract_mdp
corridor_32,corridor,32,0.0,qstar_oracle_aggregation,abstraction:qstar_oracle,7,32,7,4.571428571428571,0.039846313224734246,0.0,2.752545575436251,3.552713678800501e-15,1.0,0.005974770989269018,0.006042752997018397,0.006067814072594047,0.2976608502927349,5,full_action_abstract_mdp
corridor_32,corridor,32,0.05,epsilon_homogeneous,abstraction:model_minimization,12,32,2,16.0,0.20971548455763472,9.875230869868249e-13,15.674635694570611,2.092193085445615e-11,0.95,2.724941521883011,2.7288175501162186,2.7775345670524985,0.0020244145929711284,5,full_action_abstract_mdp
corridor_32,corridor,32,0.05,epsilon_homogeneous,abstraction:model_minimization,2,32,2,16.0,0.20971548455763472,9.875230869868249e-13,15.674635694570611,2.092193085445615e-11,0.95,2.62827661994379,2.6716260449029505,2.6938490230822936,0.0023861830699015802,5,full_action_abstract_mdp
corridor_32,corridor,32,0.05,epsilon_homogeneous,abstraction:model_minimization,4,32,2,16.0,0.20971548455763472,9.875230869868249e-13,15.674635694570611,2.092193085445615e-11,0.95,2.6859336409252137,2.700927915982902,2.806597154936753,0.0021536902015981923,5,full_action_abstract_mdp
corridor_32,corridor,32,0.05,epsilon_homogeneous,abstraction:model_minimization,7,32,2,16.0,0.20971548455763472,9.875230869868249e-13,15.674635694570611,2.092193085445615e-11,0.95,2.7633589280303568,2.7732302009826526,2.7905153159517795,0.0020186403056031864,5,full_action_abstract_mdp
corridor_32,corridor,32,0.05,exact_model_minimization,abstraction:model_minimization,2,32,32,1.0,0.0,9.875230869868249e-13,1.0658141036401503e-14,2.092193085445615e-11,0.0,0.06049483804963529,0.060623064055107534,0.06722977792378515,0.049117737696918344,5,full_action_abstract_mdp
corridor_32,corridor,32,0.05,policy_kron_oracle,reduction:policy_kron_oracle,12,32,12,2.6666666666666665,9.868523292439233e-13,0.0,2.0907719999740948e-11,0.0,nan,0.007011958980001509,0.007309051929041743,0.007822334882803261,0.7075764413504922,5,fixed_optimal_policy_only
corridor_32,corridor,32,0.05,policy_kron_oracle,reduction:policy_kron_oracle,2,32,2,16.0,9.873553975510994e-13,0.0,2.091837814077735e-11,0.0,nan,0.006207866012118757,0.006394933094270527,0.007263584993779659,0.8603626134168632,5,fixed_optimal_policy_only
corridor_32,corridor,32,0.05,policy_kron_oracle,reduction:policy_kron_oracle,4,32,4,8.0,9.871877081153741e-13,0.0,2.091482542709855e-11,0.0,nan,0.007645384990610182,0.00788541289512068,0.008148559019900858,0.7341239871709102,5,fixed_optimal_policy_only
corridor_32,corridor,32,0.05,policy_kron_oracle,reduction:policy_kron_oracle,7,32,7,4.571428571428571,9.870200186796486e-13,0.0,2.091127271341975e-11,0.0,nan,0.004803046933375299,0.007949112798087299,0.008113029995001853,0.7303346974289509,5,fixed_optimal_policy_only
corridor_32,corridor,32,0.05,qstar_oracle_aggregation,abstraction:qstar_oracle,12,32,12,2.6666666666666665,0.02076299539626928,9.875230869868249e-13,1.9078754579835095,2.092193085445615e-11,0.95,0.009071015985682607,0.010306426789611578,0.011811342090368271,0.43271952918028367,5,full_action_abstract_mdp
corridor_32,corridor,32,0.05,qstar_oracle_aggregation,abstraction:qstar_oracle,2,32,2,16.0,0.20971548455763472,9.875230869868249e-13,15.674635694570611,2.092193085445615e-11,0.95,0.012507931096479297,0.01262677798513323,0.012655642000027001,0.4666356736654185,5,full_action_abstract_mdp
corridor_32,corridor,32,0.05,qstar_oracle_aggregation,abstraction:qstar_oracle,4,32,4,8.0,0.08343938088631615,9.875230869868249e-13,5.910276185756119,2.092193085445615e-11,0.95,0.011335097020491958,0.01160663110204041,0.012106917914934456,0.551358046281899,5,full_action_abstract_mdp
corridor_32,corridor,32,0.05,qstar_oracle_aggregation,abstraction:qstar_oracle,7,32,7,4.571428571428571,0.040638747917361516,9.875230869868249e-13,3.7503547009504974,2.092193085445615e-11,0.95,0.010214600944891572,0.010461199097335339,0.010925150942057371,0.569512110367541,5,full_action_abstract_mdp
corridor_32,corridor,32,0.1,epsilon_homogeneous,abstraction:model_minimization,12,32,2,16.0,0.22067075367742325,3.309552744645334e-12,16.04648700863834,7.30153715267079e-11,0.9,2.6841944119660184,2.775775255053304,2.8291449450189248,0.0013295002226644133,5,full_action_abstract_mdp
corridor_32,corridor,32,0.1,epsilon_homogeneous,abstraction:model_minimization,2,32,2,16.0,0.22067075367742325,3.309552744645334e-12,16.04648700863834,7.30153715267079e-11,0.9,2.7273543450282887,2.7477181501453742,2.7676109190797433,0.002447772184284293,5,full_action_abstract_mdp
corridor_32,corridor,32,0.1,epsilon_homogeneous,abstraction:model_minimization,4,32,2,16.0,0.22067075367742325,3.309552744645334e-12,16.04648700863834,7.30153715267079e-11,0.9,2.698259479016997,2.7130880559561774,2.7504974579205737,0.0013123415068818237,5,full_action_abstract_mdp
corridor_32,corridor,32,0.1,epsilon_homogeneous,abstraction:model_minimization,7,32,2,16.0,0.22067075367742325,3.309552744645334e-12,16.04648700863834,7.30153715267079e-11,0.9,2.754235473112203,2.766369763063267,2.7781213220441714,0.001360316142086805,5,full_action_abstract_mdp
corridor_32,corridor,32,0.1,exact_model_minimization,abstraction:model_minimization,2,32,32,1.0,3.220662460729208e-16,3.309552744645334e-12,7.105427357601002e-15,7.30153715267079e-11,0.0,0.06094975199084729,0.06108479213435203,0.061206186073832214,0.0633639066068024,5,full_action_abstract_mdp
corridor_32,corridor,32,0.1,policy_kron_oracle,reduction:policy_kron_oracle,12,32,12,2.6666666666666665,3.308747579030152e-12,0.0,7.299760795831389e-11,0.0,nan,0.0053815459832549095,0.005428423988632858,0.00545410206541419,0.6424078272509256,5,fixed_optimal_policy_only
corridor_32,corridor,32,0.1,policy_kron_oracle,reduction:policy_kron_oracle,2,32,2,16.0,3.3097137777683706e-12,0.0,7.30189242403867e-11,0.0,nan,0.004209534032270312,0.00430365011561662,0.007337066112086177,0.8306035942521744,5,fixed_optimal_policy_only
corridor_32,corridor,32,0.1,policy_kron_oracle,reduction:policy_kron_oracle,4,32,4,8.0,3.3097137777683706e-12,0.0,7.30189242403867e-11,0.0,nan,0.005451866891235113,0.005703048896975815,0.007797479862347245,0.6613631617672759,5,fixed_optimal_policy_only
corridor_32,corridor,32,0.1,policy_kron_oracle,reduction:policy_kron_oracle,7,32,7,4.571428571428571,3.3097137777683706e-12,0.0,7.30189242403867e-11,0.0,nan,0.005279010976664722,0.0053553980542346835,0.00568433606531471,0.6674541830359523,5,fixed_optimal_policy_only
corridor_32,corridor,32,0.1,qstar_oracle_aggregation,abstraction:qstar_oracle,12,32,12,2.6666666666666665,0.021939357140949235,3.309552744645334e-12,2.0588602419937443,7.30153715267079e-11,0.9,0.007784623885527253,0.007844315026886761,0.007925762911327183,0.4492106480377201,5,full_action_abstract_mdp
corridor_32,corridor,32,0.1,qstar_oracle_aggregation,abstraction:qstar_oracle,2,32,2,16.0,0.22067075367742325,3.309552744645334e-12,16.04648700863834,7.30153715267079e-11,0.9,0.010469576925970614,0.01050319499336183,0.010757629992440343,0.3457460339001596,5,full_action_abstract_mdp
corridor_32,corridor,32,0.1,qstar_oracle_aggregation,abstraction:qstar_oracle,4,32,4,8.0,0.0890437519881713,3.309552744645334e-12,6.238225679691099,7.30153715267079e-11,0.9,0.008844233117997646,0.009011887945234776,0.009209366980940104,0.39613429972527553,5,full_action_abstract_mdp
corridor_32,corridor,32,0.1,qstar_oracle_aggregation,abstraction:qstar_oracle,7,32,7,4.571428571428571,0.043499543962399335,3.309552744645334e-12,3.876154070945077,7.30153715267079e-11,0.9,0.007898543030023575,0.008101509069092572,0.011501856031827629,0.43785721040311776,5,full_action_abstract_mdp
corridor_64,corridor,64,0.0,epsilon_homogeneous,abstraction:model_minimization,13,64,2,32.0,0.22549085220660856,0.0,21.027972025906095,3.552713678800501e-15,1.0,16.815674406010658,16.824337114114314,17.234871992026456,0.00020601500965738978,5,full_action_abstract_mdp
corridor_64,corridor,64,0.0,epsilon_homogeneous,abstraction:model_minimization,23,64,2,32.0,0.22549085220660856,0.0,21.027972025906095,3.552713678800501e-15,1.0,17.023639508057386,17.0253864149563,17.21164608595427,0.00020307016208458031,5,full_action_abstract_mdp
corridor_64,corridor,64,0.0,epsilon_homogeneous,abstraction:model_minimization,4,64,2,32.0,0.22549085220660856,0.0,21.027972025906095,3.552713678800501e-15,1.0,17.049200625973754,17.061114940792322,17.141111572971568,0.00019392833440452274,5,full_action_abstract_mdp
corridor_64,corridor,64,0.0,epsilon_homogeneous,abstraction:model_minimization,7,64,2,32.0,0.22549085220660856,0.0,21.027972025906095,3.552713678800501e-15,1.0,16.95593888591975,17.067613278981298,17.193581705912948,0.00020303489273843585,5,full_action_abstract_mdp
corridor_64,corridor,64,0.0,exact_model_minimization,abstraction:model_minimization,4,64,64,1.0,0.0,0.0,0.0,3.552713678800501e-15,0.0,0.37020052201114595,0.3870040848851204,0.43342875805683434,0.008839703133762086,5,full_action_abstract_mdp
corridor_64,corridor,64,0.0,policy_kron_oracle,reduction:policy_kron_oracle,13,64,13,4.923076923076923,3.747429732277204e-16,0.0,1.0658141036401503e-14,0.0,nan,0.008061419008299708,0.008090708055533469,0.00820318004116416,0.4103537085819491,5,fixed_optimal_policy_only
corridor_64,corridor,64,0.0,policy_kron_oracle,reduction:policy_kron_oracle,23,64,23,2.782608695652174,3.747429732277204e-16,0.0,1.0658141036401503e-14,0.0,nan,0.010589450132101774,0.010703464969992638,0.010739866062067449,0.31129001206692625,5,fixed_optimal_policy_only
corridor_64,corridor,64,0.0,policy_kron_oracle,reduction:policy_kron_oracle,4,64,4,16.0,3.747429732277204e-16,0.0,1.0658141036401503e-14,0.0,nan,0.007019335986115038,0.0071928370743989944,0.007736066938377917,0.46030071537241446,5,fixed_optimal_policy_only
corridor_64,corridor,64,0.0,policy_kron_oracle,reduction:policy_kron_oracle,7,64,7,9.142857142857142,2.498286488184803e-16,0.0,7.105427357601002e-15,0.0,nan,0.0071056680753827095,0.007319131982512772,0.00767257297411561,0.4559752438589798,5,fixed_optimal_policy_only
corridor_64,corridor,64,0.0,qstar_oracle_aggregation,abstraction:qstar_oracle,13,64,13,4.923076923076923,0.02436705646162566,0.0,2.8001361972115237,3.552713678800501e-15,1.0,0.009457228938117623,0.009635239955969155,0.009744712966494262,0.3566579555846482,5,full_action_abstract_mdp
corridor_64,corridor,64,0.0,qstar_oracle_aggregation,abstraction:qstar_oracle,23,64,23,2.782608695652174,0.013582541057663006,0.0,1.3495688708146485,3.552713678800501e-15,1.0,0.010143897728994489,0.010195951908826828,0.010350350989028811,0.3272596378379403,5,full_action_abstract_mdp
corridor_64,corridor,64,0.0,qstar_oracle_aggregation,abstraction:qstar_oracle,4,64,4,16.0,0.09787276396845997,0.0,8.558823529411745,3.552713678800501e-15,1.0,0.011078677955083549,0.011094869114458561,0.011283399071544409,0.3214365834030169,5,full_action_abstract_mdp
corridor_64,corridor,64,0.0,qstar_oracle_aggregation,abstraction:qstar_oracle,7,64,7,9.142857142857142,0.0480324682702246,0.0,4.393535238063059,3.552713678800501e-15,1.0,0.009939931915141642,0.010022302041761577,0.010038053966127336,0.33418679387958067,5,full_action_abstract_mdp
corridor_64,corridor,64,0.05,epsilon_homogeneous,abstraction:model_minimization,13,64,2,32.0,0.22866978478699387,1.1618964075164356e-12,21.33942176688014,3.375433266228356e-11,0.95,16.71899360406678,16.961282960954122,17.004792536143214,0.00029770673460392507,5,full_action_abstract_mdp
corridor_64,corridor,64,0.05,epsilon_homogeneous,abstraction:model_minimization,23,64,2,32.0,0.22866978478699387,1.1618964075164356e-12,21.33942176688014,3.375433266228356e-11,0.95,17.020303487894125,17.07474087306764,17.15245999605395,0.0002950311260747126,5,full_action_abstract_mdp
corridor_64,corridor,64,0.05,epsilon_homogeneous,abstraction:model_minimization,4,64,2,32.0,0.22866978478699387,1.1618964075164356e-12,21.33942176688014,3.375433266228356e-11,0.95,16.96166152402293,17.036218694061972,17.309436009032652,0.00028675180102611476,5,full_action_abstract_mdp
corridor_64,corridor,64,0.05,epsilon_homogeneous,abstraction:model_minimization,7,64,2,32.0,0.22866978478699387,1.1618964075164356e-12,21.33942176688014,3.375433266228356e-11,0.95,17.136104674078524,17.21248378092423,17.221473508165218,0.00029125837655399845,5,full_action_abstract_mdp
corridor_64,corridor,64,0.05,exact_model_minimization,abstraction:model_minimization,4,64,64,1.0,2.4458402431668995e-16,1.1618964075164356e-12,1.7763568394002505e-14,3.375433266228356e-11,0.0,0.3810125379823148,0.3841733409790322,0.402072443976067,0.012961201394897424,5,full_action_abstract_mdp
corridor_64,corridor,64,0.05,policy_kron_oracle,reduction:policy_kron_oracle,13,64,13,4.923076923076923,1.1616518234921189e-12,0.0,3.374722723492596e-11,0.0,nan,0.009689204045571387,0.00989982404280454,0.010780864977277815,0.4981642094581228,5,fixed_optimal_policy_only
corridor_64,corridor,64,0.05,policy_kron_oracle,reduction:policy_kron_oracle,23,64,23,2.782608695652174,1.1610403634313273e-12,0.0,3.3729463666531956e-11,0.0,nan,0.012403747881762683,0.012634764076210558,0.012748099165037274,0.38649046561121,5,fixed_optimal_policy_only
corridor_64,corridor,64,0.05,policy_kron_oracle,reduction:policy_kron_oracle,4,64,4,16.0,1.162018699528594e-12,0.0,3.375788537596236e-11,0.0,nan,0.00918418902438134,0.009752748068422079,0.01011041202582419,0.5012440634769119,5,fixed_optimal_policy_only
corridor_64,corridor,64,0.05,policy_kron_oracle,reduction:policy_kron_oracle,7,64,7,9.142857142857142,1.1615295314799606e-12,0.0,3.374367452124716e-11,0.0,nan,0.009277769131585956,0.010149241075851023,0.011290751048363745,0.48014664655731226,5,fixed_optimal_policy_only
corridor_64,corridor,64,0.05,qstar_oracle_aggregation,abstraction:qstar_oracle,13,64,13,4.923076923076923,0.0264328583889336,1.1618964075164356e-12,2.4682642600635365,3.375433266228356e-11,0.95,0.011959184077568352,0.012123433058150113,0.012363702058792114,0.4026842788484903,5,full_action_abstract_mdp
corridor_64,corridor,64,0.05,qstar_oracle_aggregation,abstraction:qstar_oracle,23,64,23,2.782608695652174,0.014386139575017715,1.1618964075164356e-12,1.4835286690312568,3.375433266228356e-11,0.95,0.012505911057814956,0.012550326064229012,0.01470886287279427,0.3928819863147373,5,full_action_abstract_mdp
corridor_64,corridor,64,0.05,qstar_oracle_aggregation,abstraction:qstar_oracle,4,64,4,16.0,0.10078896462366788,1.1618964075164356e-12,8.407764121744004,3.375433266228356e-11,0.95,0.012695565004833043,0.012875081971287727,0.01298458909150213,0.38910234008407923,5,full_action_abstract_mdp
corridor_64,corridor,64,0.05,qstar_oracle_aggregation,abstraction:qstar_oracle,7,64,7,9.142857142857142,0.04964960199231303,1.1618964075164356e-12,4.4554983113984274,3.375433266228356e-11,0.95,0.011954077985137701,0.011979566887021065,0.018111712066456676,0.4110105329371797,5,full_action_abstract_mdp
corridor_64,corridor,64,0.1,epsilon_homogeneous,abstraction:model_minimization,13,64,2,32.0,0.23118943608682033,2.207366878286206e-12,21.654223661234685,6.546585495925683e-11,0.9,16.840909339953214,16.848817049060017,16.98376905103214,0.0003402177948220607,5,full_action_abstract_mdp
corridor_64,corridor,64,0.1,epsilon_homogeneous,abstraction:model_minimization,23,64,2,32.0,0.23118943608682033,2.207366878286206e-12,21.654223661234685,6.546585495925683e-11,0.9,16.560808292008005,16.884325964958407,16.921877781045623,0.0003405249193284338,5,full_action_abstract_mdp
corridor_64,corridor,64,0.1,epsilon_homogeneous,abstraction:model_minimization,4,64,2,32.0,0.23118943608682033,2.207366878286206e-12,21.654223661234685,6.546585495925683e-11,0.9,17.098890032968484,17.22562184697017,17.340305858990178,0.00033575763939974604,5,full_action_abstract_mdp
corridor_64,corridor,64,0.1,epsilon_homogeneous,abstraction:model_minimization,7,64,2,32.0,0.23118943608682033,2.207366878286206e-12,21.654223661234685,6.546585495925683e-11,0.9,16.968545366893522,17.123103249119595,17.44079118804075,0.0003635065054251885,5,full_action_abstract_mdp
corridor_64,corridor,64,0.1,exact_model_minimization,abstraction:model_minimization,4,64,64,1.0,0.0,2.207366878286206e-12,7.105427357601002e-15,6.546585495925683e-11,0.0,0.38493176701013,0.38776371197309345,0.40926390001550317,0.01467581915352274,5,full_action_abstract_mdp
corridor_64,corridor,64,0.1,policy_kron_oracle,reduction:policy_kron_oracle,13,64,13,4.923076923076923,2.207366878286206e-12,0.0,6.546585495925683e-11,0.0,nan,0.011567405075766146,0.011895237024873495,0.012292350875213742,0.5081877354674649,5,fixed_optimal_policy_only
corridor_64,corridor,64,0.1,policy_kron_oracle,reduction:policy_kron_oracle,23,64,23,2.782608695652174,2.2061689801593887e-12,0.0,6.543032782246883e-11,0.0,nan,0.013645859085954726,0.014671626966446638,0.018308507977053523,0.41753003751490597,5,fixed_optimal_policy_only
corridor_64,corridor,64,0.1,policy_kron_oracle,reduction:policy_kron_oracle,4,64,4,16.0,2.2077262477242514e-12,0.0,6.547651310029323e-11,0.0,nan,0.010755832074210048,0.010836132918484509,0.011176687898114324,0.525332810576325,5,fixed_optimal_policy_only
corridor_64,corridor,64,0.1,policy_kron_oracle,reduction:policy_kron_oracle,7,64,7,9.142857142857142,2.2079658273496146e-12,0.0,6.548361852765083e-11,0.0,nan,0.009450942976400256,0.009906413964927197,0.011021749000065029,0.6001786758894222,5,fixed_optimal_policy_only
corridor_64,corridor,64,0.1,qstar_oracle_aggregation,abstraction:qstar_oracle,13,64,13,4.923076923076923,0.02535226975129709,2.207366878286206e-12,2.569186724118497,6.546585495925683e-11,0.9,0.012627893942408264,0.012773480964824557,0.014008095138706267,0.45202795728025297,5,full_action_abstract_mdp
corridor_64,corridor,64,0.1,qstar_oracle_aggregation,abstraction:qstar_oracle,23,64,23,2.782608695652174,0.015130676997602299,2.207366878286206e-12,1.5903222604493603,6.546585495925683e-11,0.9,0.013596723088994622,0.013891701004467905,0.01563936599995941,0.40089725865929476,5,full_action_abstract_mdp
corridor_64,corridor,64,0.1,qstar_oracle_aggregation,abstraction:qstar_oracle,4,64,4,16.0,0.10139208020734336,2.207366878286206e-12,8.82395680214594,6.546585495925683e-11,0.9,0.013798382016830146,0.013843317166902125,0.01397510094102472,0.4163801173711885,5,full_action_abstract_mdp
corridor_64,corridor,64,0.1,qstar_oracle_aggregation,abstraction:qstar_oracle,7,64,7,9.142857142857142,0.05006544380103091,2.207366878286206e-12,4.719729495031301,6.546585495925683e-11,0.9,0.013008077046833932,0.013119639945216477,0.013196852873079479,0.4341485129219423,5,full_action_abstract_mdp
four_rooms_11,four_rooms,11,0.0,epsilon_homogeneous,abstraction:model_minimization,11,104,2,52.0,0.6682908946223689,1.1919938617495704,24.369458125684073,32.33333333333331,1.0,11.882451675948687,11.913661575992592,11.970290864934213,0.00010868312161236725,5,full_action_abstract_mdp
four_rooms_11,four_rooms,11,0.0,epsilon_homogeneous,abstraction:model_minimization,21,104,2,52.0,0.6682908946223689,1.1919938617495704,24.369458125684073,32.33333333333331,1.0,11.673697690130211,11.713917601970024,12.086998930084519,0.00011218731835670737,5,full_action_abstract_mdp
four_rooms_11,four_rooms,11,0.0,epsilon_homogeneous,abstraction:model_minimization,37,104,2,52.0,0.6682908946223689,1.1919938617495704,24.369458125684073,32.33333333333331,1.0,11.720236982102506,11.759352738969028,11.778679457027465,0.0001212306289455552,5,full_action_abstract_mdp
four_rooms_11,four_rooms,11,0.0,epsilon_homogeneous,abstraction:model_minimization,6,104,2,52.0,0.6682908946223689,1.1919938617495704,24.369458125684073,32.33333333333331,1.0,11.945757683017291,11.97240691294428,12.069327871897258,9.987930689629943e-05,5,full_action_abstract_mdp
four_rooms_11,four_rooms,11,0.0,exact_model_minimization,abstraction:model_minimization,6,104,104,1.0,0.0,0.0,0.0,3.552713678800501e-15,0.0,0.2761541868094355,0.2774364941287786,0.278750050929375,0.004384289822680901,5,full_action_abstract_mdp
four_rooms_11,four_rooms,11,0.0,policy_kron_oracle,reduction:policy_kron_oracle,11,104,11,9.454545454545455,0.0,0.0,1.7763568394002505e-15,0.0,nan,0.009185597882606089,0.009267328889109194,0.009452372905798256,0.14701045965090223,5,fixed_optimal_policy_only
four_rooms_11,four_rooms,11,0.0,policy_kron_oracle,reduction:policy_kron_oracle,21,104,21,4.9523809523809526,1.1681289864726658e-16,0.0,1.7763568394002505e-15,0.0,nan,0.01398534292820841,0.014248486026190221,0.014331324025988579,0.08626303425071079,5,fixed_optimal_policy_only
four_rooms_11,four_rooms,11,0.0,policy_kron_oracle,reduction:policy_kron_oracle,37,104,37,2.810810810810811,1.1681289864726658e-16,0.0,1.7763568394002505e-15,0.0,nan,0.026294114883057773,0.026699761860072613,0.02689193794503808,0.04509065729417768,5,fixed_optimal_policy_only
four_rooms_11,four_rooms,11,0.0,policy_kron_oracle,reduction:policy_kron_oracle,6,104,6,17.333333333333332,0.0,0.0,1.7763568394002505e-15,0.0,nan,0.007685652934014797,0.007720825960859656,0.00823844294063747,0.1449684111474268,5,fixed_optimal_policy_only
four_rooms_11,four_rooms,11,0.0,qstar_oracle_aggregation,abstraction:qstar_oracle,11,104,11,9.454545454545455,0.6496681481149702,1.1919938617495704,13.004012675243546,32.33333333333331,1.0,0.00871910317800939,0.008742948062717915,0.008927043993026018,0.14631631913074314,5,full_action_abstract_mdp
four_rooms_11,four_rooms,11,0.0,qstar_oracle_aggregation,abstraction:qstar_oracle,21,104,21,4.9523809523809526,0.2626230383359715,1.1919938617495704,5.519513710548972,32.33333333333331,1.0,0.0074578700587153435,0.0075153440702706575,0.0075876141199842095,0.15952114724756167,5,full_action_abstract_mdp
four_rooms_11,four_rooms,11,0.0,qstar_oracle_aggregation,abstraction:qstar_oracle,37,104,37,2.810810810810811,0.10104550318400932,1.1919938617495704,2.8092828837449364,31.36333333333331,1.0,0.00864473998080939,0.008696916163899004,0.008745535858906806,0.13762692597571397,5,full_action_abstract_mdp
four_rooms_11,four_rooms,11,0.0,qstar_oracle_aggregation,abstraction:qstar_oracle,6,104,6,17.333333333333332,0.7125085844082059,1.1919938617495704,14.381059210635929,32.33333333333331,1.0,0.009521013009361923,0.009603033191524446,0.009781480068340898,0.13846810430291379,5,full_action_abstract_mdp
four_rooms_11,four_rooms,11,0.05,epsilon_homogeneous,abstraction:model_minimization,11,104,2,52.0,0.6023574516421248,1.0885960050252312,24.4867412055871,29.436112288597613,0.95,11.977160321897827,12.01958486600779,12.031322040827945,0.0002159458995871585,5,full_action_abstract_mdp
four_rooms_11,four_rooms,11,0.05,epsilon_homogeneous,abstraction:model_minimization,21,104,2,52.0,0.6023574516421248,1.0885960050252312,24.4867412055871,29.436112288597613,0.95,11.750148779945448,11.924465885967948,12.097058071987703,0.00021671572180128378,5,full_action_abstract_mdp
four_rooms_11,four_rooms,11,0.05,epsilon_homogeneous,abstraction:model_minimization,37,104,2,52.0,0.6023574516421248,1.0885960050252312,24.4867412055871,29.436112288597613,0.95,11.706983424955979,11.832130006980151,12.055679465061985,0.0002190378159905276,5,full_action_abstract_mdp
four_rooms_11,four_rooms,11,0.05,epsilon_homogeneous,abstraction:model_minimization,6,104,2,52.0,0.6023574516421248,1.0885960050252312,24.4867412055871,29.436112288597613,0.95,11.960714238113724,12.028743230039254,12.157397596049123,0.000217740082350317,5,full_action_abstract_mdp
four_rooms_11,four_rooms,11,0.05,exact_model_minimization,abstraction:model_minimization,6,104,104,1.0,0.0,2.712336828250836e-12,3.552713678800501e-15,4.3288039819344704e-11,0.0,0.27767093817237765,0.2822028090013191,0.28322259499691427,0.0094780798440532,5,full_action_abstract_mdp
four_rooms_11,four_rooms,11,0.05,policy_kron_oracle,reduction:policy_kron_oracle,11,104,11,9.454545454545455,2.712336828250836e-12,0.0,4.3288039819344704e-11,0.0,nan,0.011550741968676448,0.011594315990805626,0.011639214004389942,0.2182520882253378,5,fixed_optimal_policy_only
four_rooms_11,four_rooms,11,0.05,policy_kron_oracle,reduction:policy_kron_oracle,21,104,21,4.9523809523809526,2.712225525496178e-12,0.0,4.3286263462505303e-11,0.0,nan,0.015273577999323606,0.016111290082335472,0.016330745886079967,0.17416338333461537,5,fixed_optimal_policy_only
