map_family,map_size,map,method_spec,method,task_count,goal_source,n_states,n_boundary,state_compression_ratio,transition_nnz_proxy,kernel_nnz,construction_time_sec,kernel_time_sec,upfront_time_sec,full_total_time_sec,graph_replan_time_sec,graph_total_time_sec,amortized_speedup_vs_full_vi,planning_only_speedup_vs_full_vi,break_even_task_count_estimate,full_backup_count,smdp_edge_backup_count,backup_compression_ratio,start_gap_mean,start_gap_max
corridor,64,corridor_64,endpoints,endpoints,1,boundary,64,2,32.0,760,2,1.0414980351924896e-05,0.009102353011257946,0.009112767991609871,0.07990225101821125,0.00016883999342098832,0.00928160798503086,8.608664699810157,473.24244332906187,0.11429045709303194,24320,4,6080.0,3.375077994860476e-11,3.375077994860476e-11
corridor,64,corridor_64,betweenness_sqrt,betweenness_8,1,boundary,64,8,8.0,760,86,0.0046009080251678824,0.07944064098410308,0.08404154900927097,0.10118291800608858,0.021204137010499835,0.1052456860197708,0.9613972964847318,4.771847963252877,1.0507980737279092,24320,2856,8.515406162464986,1.829647544582258e-11,1.829647544582258e-11
corridor,64,corridor_64,betweenness_sqrt,betweenness_8,5,boundary,64,8,8.0,760,86,0.0046009080251678824,0.07944064098410308,0.08404154900927097,0.3465738680679351,0.04942588595440611,0.13346743496367708,2.5966923554217893,7.011991011909004,1.4141362901324006,84480,7000,12.06857142857143,7.775469157422776e-12,1.829647544582258e-11
corridor,64,corridor_64,betweenness_sqrt,betweenness_8,7,boundary,64,8,8.0,760,86,0.0046009080251678824,0.07944064098410308,0.08404154900927097,0.47101392509648576,0.06447635096265003,0.148517899971921,3.1714286640569003,7.305219945981985,1.4470761880210024,114944,9240,12.43982683982684,1.3830206821044806e-11,3.057465391975711e-11
corridor,64,corridor_64,graph_rd_joint,graph_rd_joint,1,boundary,64,2,32.0,760,2,0.22364860703237355,0.008246880024671555,0.2318954870570451,0.10276623198296875,0.00015844800509512424,0.23205393506214023,0.4428549421299391,648.5801567604026,2.260018470987066,24320,4,6080.0,3.375077994860476e-11,3.375077994860476e-11
corridor,64,corridor_64,turn_articulation,turn_articulation,1,boundary,64,2,32.0,760,2,0.00048358499770984054,0.008543185947928578,0.009026770945638418,0.10082469397457317,0.00016482797218486667,0.009191598917823285,10.969222534184514,611.6965017411661,0.08967596822972371,24320,4,6080.0,3.375077994860476e-11,3.375077994860476e-11
maze,13,maze_13,endpoints,endpoints,1,boundary,71,2,35.5,844,2,1.2375996448099613e-05,0.010244523989968002,0.010256899986416101,0.051319857011549175,0.00014929904136806726,0.010406199027784169,4.931662067439518,343.73869075977666,0.20044534187790486,15052,4,3763.0,1.6697754290362354e-13,1.6697754290362354e-13
maze,13,maze_13,betweenness_sqrt,betweenness_9,1,boundary,71,9,7.888888888888889,844,121,0.005158929037861526,0.11454136902466416,0.11970029806252569,0.06635661202017218,0.009297732030972838,0.12899803009349853,0.5144001964377015,7.136860021252857,2.0978381995087134,15052,1368,11.002923976608187,4.192202140984591e-13,4.192202140984591e-13
maze,13,maze_13,betweenness_sqrt,betweenness_9,5,boundary,71,9,7.888888888888889,844,121,0.005158929037861526,0.11454136902466416,0.11970029806252569,0.33996584807755426,0.0525795430294238,0.1722798410919495,1.9733350456023877,6.465743680718326,2.0825678878901117,77816,7776,10.007201646090534,1.2924772363476223e-12,6.036060540282051e-12
maze,13,maze_13,betweenness_sqrt,betweenness_9,8,boundary,71,9,7.888888888888889,844,121,0.005158929037861526,0.11454136902466416,0.11970029806252569,0.5308483800035901,0.08313842315692455,0.20283872121945024,2.6170958720907525,6.385114846376252,2.1388900779532385,121836,12312,9.89571150097466,3.771649659256582e-12,1.0690115459510707e-11
maze,13,maze_13,graph_rd_joint,graph_rd_joint,1,boundary,71,8,8.875,844,92,21.31903805496404,0.09000774897867814,21.409045803942718,0.06348074099514633,0.0067216160241514444,21.41576741996687,0.0029642057531854044,9.444267683106805,377.19125893648277,15052,1008,14.932539682539682,1.1475265182525618e-12,1.1475265182525618e-12
maze,13,maze_13,graph_rd_joint,graph_rd_joint,5,boundary,71,8,8.875,844,92,21.31903805496404,0.09000774897867814,21.409045803942718,0.41521346097579226,0.02769777597859502,21.436743579921313,0.019369241388169665,14.9908592407084,276.23457104836365,99684,4088,24.38454011741683,2.3154811401582264e-13,1.1475265182525618e-12
maze,13,maze_13,graph_rd_joint,graph_rd_joint,7,boundary,71,8,8.875,844,92,21.31903805496404,0.09000774897867814,21.409045803942718,0.5522244679741561,0.03957115503726527,21.448616958979983,0.02574639050295287,13.955227423968566,292.3287860348766,132912,5880,22.60408163265306,5.107660326432649e-13,1.2221335055073723e-12
maze,13,maze_13,turn_articulation,turn_articulation,1,boundary,71,18,3.9444444444444446,844,546,0.0005538269761018455,0.3806936639593914,0.38124749093549326,0.0636902570258826,0.03524777601705864,0.4164952669525519,0.15291952173165593,1.8069298044523103,13.404157352419977,15052,5508,2.7327523602033406,1.1475265182525618e-12,1.1475265182525618e-12
maze,13,maze_13,turn_articulation,turn_articulation,5,boundary,71,18,3.9444444444444446,844,546,0.0005538269761018455,0.3806936639593914,0.38124749093549326,0.41890833497745916,0.24816845095483586,0.6294159418903291,0.6655508815352673,1.6879999587606573,11.164570396597476,98548,38862,2.535844784107869,2.3439028495886303e-13,1.1475265182525618e-12
maze,13,maze_13,turn_articulation,turn_articulation,10,boundary,71,18,3.9444444444444446,844,546,0.0005538269761018455,0.3806936639593914,0.38124749093549326,0.8465820089331828,0.5072267228970304,0.8884742138325237,0.952849273229175,1.6690406295983802,11.234464486723155,197948,78948,2.507321274763135,6.1694205300000246e-12,3.3427483003833913e-11
maze,13,maze_13,turn_articulation,turn_articulation,17,boundary,71,18,3.9444444444444446,844,546,0.0005538269761018455,0.3806936639593914,0.38124749093549326,1.406488393957261,0.8383270217454992,1.2195745126809925,1.1532615509202266,1.6777323854225532,11.407335420697605,328588,130968,2.5089182090281597,8.201517896195047e-12,3.3427483003833913e-11
