map,slip,selector,option_set,gamma,n_states,n_boundary,n_options,option_pair_count,compression_ratio,n_edges_all,n_edges_valid,kernel_entries_valid,duration_mean,duration_max,bypass_cost_mean,bypass_cost_total,nonlocal_cost,bellman_error_max,value_gap_max,value_gap_mean,start_value_smdp,start_value_primitive,start_gap,start_best_option,policy_tv_total,policy_regions_total,policy_tv_mean,policy_regions_mean,description_length_proxy
maze,0.0,endpoints,targeted,0.97,81,2,2,2,0.024691358024691357,4,2,2,36.0,36.0,8.226643126255482,16.453286252510964,56.0,7.105427357601002e-15,3.552713678800501e-15,3.552713678800501e-15,-22.199077937496828,-22.199077937496824,3.552713678800501e-15,to_001,134.0,65.0,67.0,32.5,86.45328625251096
maze,0.0,junction,directional,0.97,81,4,4,16,0.04938271604938271,6,6,6,0.375,1.0,19.370386708333314,309.926187333333,0.0,0.0,26.124778644694075,18.841358706280122,-33.3333333301042,-22.199077937496824,11.134255392607379,N,0.0,4.0,0.0,1.0,322.22618733333303
maze,0.0,junction,targeted,0.97,81,4,4,12,0.04938271604938271,16,12,12,14.333333333333334,36.0,3.5032081907225314,42.038498288670375,76.0,1.7763568394002505e-15,1.7763568394002505e-15,8.881784197001252e-16,-22.199077937496824,-22.199077937496824,0.0,to_001,270.0,131.0,67.5,32.75,180.73849828867037
maze,0.0,decision,directional,0.97,81,32,4,128,0.3950617283950617,128,128,128,1.765625,6.000000000000007,0.0,0.0,0.0,8.881784197001252e-16,7.105427357601002e-15,2.005564173516412e-15,-22.19907793749682,-22.199077937496824,3.552713678800501e-15,S,0.0,4.0,0.0,1.0,48.4
maze,0.0,decision,targeted,0.97,81,32,32,992,0.3950617283950617,1024,992,992,2.4516129032258065,6.0,0.0,0.0,0.0,8.881784197001252e-16,7.105427357601002e-15,2.005564173516412e-15,-22.19907793749682,-22.199077937496824,3.552713678800501e-15,to_006,2148.0,1042.0,67.125,32.5625,1095.2
maze,0.0,decision,local_targeted,0.97,81,32,32,224,0.3950617283950617,1024,224,224,2.357142857142857,6.0,0.0,0.0,0.0,8.881784197001252e-16,7.105427357601002e-15,2.005564173516412e-15,-22.19907793749682,-22.199077937496824,3.552713678800501e-15,to_006,2148.0,1042.0,67.125,32.5625,1032.8
maze,0.0,spectral_25,directional,0.97,81,22,4,88,0.2716049382716049,74,74,74,0.8636363636363636,2.0,4.9702013712121165,437.3777206666663,-3.316218225534407e-17,2.220446049250313e-16,26.932761489475205,13.40153464826719,-33.3333333301042,-22.199077937496824,11.134255392607379,N,0.0,4.0,0.0,1.0,473.14135703030263
maze,0.0,spectral_25,targeted,0.97,81,22,22,462,0.2716049382716049,484,462,462,3.067099567099567,12.0,0.6946434736859897,320.9252848429272,76.0,1.7763568394002505e-15,7.105427357601002e-15,2.32618157540509e-15,-22.199077937496824,-22.199077937496824,0.0,to_001,1514.0,735.0,68.81818181818181,33.40909090909091,1086.9252848429273
maze,0.0,spectral_25,local_targeted,0.97,81,22,22,86,0.2716049382716049,484,86,86,2.255813953488372,8.0,0.4192229601096743,36.05317456943199,0.0,1.7763568394002505e-15,12.053011478410166,1.87995142518991,-22.199077937496824,-22.199077937496824,0.0,to_001,1514.0,735.0,68.81818181818181,33.40909090909091,758.5622654785229
maze,0.05,all,directional,0.97,81,81,4,324,1.0,980,980,980,1.0,1.0,0.0,0.0,0.0,0.0,2.842170943040401e-14,6.5336624999190464e-15,-23.006540118833673,-23.006540118833655,1.7763568394002505e-14,S,0.0,4.0,0.0,1.0,115.29876543209876
maze,0.05,all,targeted,0.97,81,81,81,6480,1.0,19681,19600,19600,1.0,1.0,0.0,0.0,0.0,0.0,2.842170943040401e-14,6.5336624999190464e-15,-23.006540118833673,-23.006540118833655,1.7763568394002505e-14,to_017,5222.533333333334,2708.0,64.47572016460906,33.4320987654321,3126.481975308642
maze,0.05,all,local_targeted,0.97,81,81,81,1480,1.0,19681,4488,4488,1.0,1.0,0.0,0.0,0.0,0.0,2.842170943040401e-14,6.5336624999190464e-15,-23.006540118833673,-23.006540118833655,1.7763568394002505e-14,to_017,5222.533333333334,2708.0,64.47572016460906,33.4320987654321,2689.9140740740745
maze,0.05,endpoints,directional,0.97,81,2,4,8,0.024691358024691357,12,12,8,3826117.638087992,22204682.058735933,11.065328263434303,88.52262610747442,103.11075691161724,1.4210854715202004e-14,10.326793212272513,10.326793212272513,-33.33333333110617,-23.006540118833655,10.326793212272513,W,0.0,4.0,0.0,1.0,113.23370179863616
maze,0.05,endpoints,targeted,0.97,81,2,2,2,0.024691358024691357,6,4,4,36.59602130325803,36.59617254342743,8.124650794785586,16.24930158957117,53.18362573099398,7.105427357601002e-15,2.7636559707389097e-11,2.7636559707389097e-11,-23.00654011886129,-23.006540118833655,2.7636559707389097e-11,to_001,125.4666666666667,65.0,62.73333333333335,32.5,85.26099749600391
maze,0.05,junction,directional,0.97,81,4,4,16,0.04938271604938271,33,33,22,637763.3114531884,6132354.05214886,13.589690681874151,217.43505090998642,75.06231579853039,7.105427357601002e-15,23.029938739902118,17.292852544146964,-33.33333333110617,-23.006540118833655,10.326793212272513,W,0.0,4.0,0.0,1.0,243.99128248983948
maze,0.05,junction,targeted,0.97,81,4,4,12,0.04938271604938271,30,26,26,14.447211779448578,36.10463659147857,3.476510436185959,41.71812523423151,71.52280701754393,7.105427357601002e-15,2.660272002685815e-11,8.89569899224322e-12,-23.006540118860258,-23.006540118833655,2.660272002685815e-11,to_003,253.00000000000006,131.0,63.250000000000014,32.75,180.07040593598592
maze,0.05,decision,directional,0.97,81,32,4,128,0.3950617283950617,380,380,380,2.53125,6.4821428573178,0.0,0.0,0.0,1.7763568394002505e-15,1.3292432970986106,0.9830206836794346,-24.208743954256676,-23.006540118833655,1.2022038354230205,E,0.0,4.0,0.0,1.0,56.275
maze,0.05,decision,targeted,0.97,81,32,32,992,0.3950617283950617,2888,2856,2856,2.453547857916785,5.999384236628145,0.0,0.0,0.0,1.7763568394002505e-15,1.900701818158268e-11,6.804306222405895e-13,-23.006540118852662,-23.006540118833655,1.900701818158268e-11,to_031,2011.4000000000005,1042.0,62.85625000000002,32.5625,1126.13
maze,0.05,decision,local_targeted,0.97,81,32,32,224,0.3950617283950617,2888,641,641,2.3585804441556815,5.999384236628145,0.0,0.0,0.0,8.881784197001252e-16,0.019972115561325055,0.004360784480455877,-23.017664493804112,-23.006540118833655,0.01112437497045704,to_001,2011.4000000000005,1042.0,62.85625000000002,32.5625,1018.5112500000001
maze,0.05,spectral_25,directional,0.97,81,22,4,88,0.2716049382716049,238,238,228,738.4425987125503,11442.435553220908,3.382752907155238,297.68225582966096,7.550910017105203,1.0658141036401503e-14,23.773944474315396,12.647377675549118,-33.333207292900916,-23.006540118833655,10.32666717406726,S,0.0,4.0,0.0,1.0,341.6555286495533
maze,0.05,spectral_25,targeted,0.97,81,22,22,462,0.2716049382716049,1251,1229,1229,3.068540913476694,12.003625459253744,0.6901916336197387,318.8685347323193,70.95479577063594,3.552713678800501e-15,2.6936675112665398e-11,1.5215765155777002e-12,-23.006540118860592,-23.006540118833655,2.6936675112665398e-11,to_021,1417.4666666666672,735.0,64.43030303030305,33.40909090909091,1099.9209840063527
maze,0.05,spectral_25,local_targeted,0.97,81,22,22,86,0.2716049382716049,1251,224,224,2.2593584251280983,7.982142857142925,0.4167564773912321,35.84105705564596,2.49612732434521e-20,3.552713678800501e-15,12.02045944446861,1.8692308119318473,-23.018049046961064,-23.006540118833655,0.01150892812740878,to_001,1417.4666666666672,735.0,64.43030303030305,33.40909090909091,745.3162085707976
