map,slip,selector,option_set,gamma,n_states,n_boundary,n_options,option_pair_count,compression_ratio,n_edges_all,n_edges_valid,kernel_entries_valid,critical_kind,critical_top_fraction,critical_nonzero,critical_mass,duration_mean,duration_max,bypass_cost_mean,bypass_cost_total,nonlocal_cost,bellman_error_max,value_gap_max,value_gap_mean,start_value_smdp,start_value_primitive,start_gap,start_best_option,policy_tv_total,policy_regions_total,policy_tv_mean,policy_regions_mean,description_length_proxy
open_room,0.0,endpoints,directional,0.97,35,2,4,8,0.05714285714285714,4,4,4,value_gradient,0.15,5,4.9399999999999995,0.5,1.0,0.35658412500000003,2.8526730000000002,-1.2698021790920809e-15,0.0,24.580804226601813,24.580804226601813,-33.3333333301042,-8.75252910350239,24.580804226601813,N,0.0,4.0,0.0,1.0,13.252673000000001
open_room,0.0,endpoints,targeted,0.97,35,2,2,2,0.05714285714285714,4,2,2,value_gradient,0.15,5,4.9399999999999995,10.0,10.0,1.2452310586545652,2.4904621173091304,4.0,3.552713678800501e-15,0.0,0.0,-8.75252910350239,-8.75252910350239,0.0,to_001,30.0,5.0,15.0,2.5,16.49046211730913
open_room,0.0,junction,directional,0.97,35,33,4,132,0.9428571428571428,128,128,128,value_gradient,0.15,5,4.9399999999999995,0.9696969696969697,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.75252910350239,-8.75252910350239,0.0,S,0.0,4.0,0.0,1.0,49.47878787878788
open_room,0.0,junction,targeted,0.97,35,33,33,1056,0.9428571428571428,1089,1056,1056,value_gradient,0.15,5,4.9399999999999995,1.0113636363636365,2.0,0.0,0.0,0.0,2.220446049250313e-16,0.0,0.0,-8.75252910350239,-8.75252910350239,0.0,to_001,818.0,118.0,24.78787878787879,3.5757575757575757,373.40000000000003
open_room,0.0,decision,directional,0.97,35,35,4,140,1.0,140,140,140,value_gradient,0.15,5,4.9399999999999995,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.75252910350239,-8.75252910350239,0.0,S,0.0,4.0,0.0,1.0,52.0
open_room,0.0,decision,targeted,0.97,35,35,35,1190,1.0,1225,1190,1190,value_gradient,0.15,5,4.9399999999999995,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.75252910350239,-8.75252910350239,0.0,to_001,848.0,123.0,24.228571428571428,3.5142857142857142,394.6
open_room,0.0,spectral_25,directional,0.97,35,11,4,44,0.3142857142857143,35,35,35,value_gradient,0.15,5,4.9399999999999995,1.3863636363636365,3.9999999999999996,0.7983983214393934,35.12952614333331,2.9346699044272266e-16,8.881784197001252e-16,8.881784197001252e-16,4.440892098500626e-16,-8.75252910350239,-8.75252910350239,0.0,E,0.0,4.0,0.0,1.0,57.51134432515149
open_room,0.0,spectral_25,targeted,0.97,35,11,11,110,0.3142857142857143,121,110,110,value_gradient,0.15,5,4.9399999999999995,2.118181818181818,7.0,0.10988592099602053,12.087451309562258,0.0,8.881784197001252e-16,8.881784197001252e-16,4.440892098500626e-16,-8.75252910350239,-8.75252910350239,0.0,to_001,234.0,38.0,21.272727272727273,3.4545454545454546,115.38745130956227
open_room,0.05,all,directional,0.97,35,35,4,140,1.0,544,544,544,value_gradient,0.15,5,4.934283631516271,1.0,1.0,0.0,0.0,0.0,0.0,3.552713678800501e-15,6.791952621236251e-16,-9.19001272578314,-9.19001272578314,0.0,E,0.0,4.0,0.0,1.0,63.542857142857144
open_room,0.05,all,targeted,0.97,35,35,35,1190,1.0,4659,4624,4624,value_gradient,0.15,5,4.934283631516271,1.0,1.0,0.0,0.0,0.0,0.0,3.552713678800501e-15,6.791952621236251e-16,-9.19001272578314,-9.19001272578314,0.0,to_001,803.0666666666667,123.0,22.944761904761908,3.5142857142857142,483.7276190476191
open_room,0.05,endpoints,directional,0.97,35,2,4,8,0.05714285714285714,12,12,12,value_gradient,0.15,5,4.934283631516271,444.84328225861964,1197.0754624733927,0.8422228816419313,6.73778305313545,7.599803820395265,1.0658141036401503e-14,23.88271740419762,23.88271740419762,-33.07273012998076,-9.19001272578314,23.88271740419762,E,0.0,4.0,0.0,1.0,21.897763435174976
open_room,0.05,endpoints,targeted,0.97,35,2,2,2,0.05714285714285714,6,4,4,value_gradient,0.15,5,4.934283631516271,10.18112926849835,10.181129268498351,1.6749387274410905,3.349877454882181,3.79996070546935,1.7763568394002505e-15,0.07879917849361995,0.07879917849361995,-9.26881190427676,-9.19001272578314,0.07879917849361995,to_001,28.4,5.0,14.2,2.5,18.009873525429114
open_room,0.05,junction,directional,0.97,35,33,4,132,0.9428571428571428,520,520,520,value_gradient,0.15,5,4.934283631516271,1.8798328108672941,29.500000000000014,0.0,0.0,0.0,3.552713678800501e-15,2.0676793610618915e-12,1.5558387911340787e-13,-9.190012725785207,-9.19001272578314,2.0676793610618915e-12,E,0.0,4.0,0.0,1.0,61.35757575757576
open_room,0.05,junction,targeted,0.97,35,33,33,1056,0.9428571428571428,4193,4160,4160,value_gradient,0.15,5,4.934283631516271,1.0130616509926855,1.9827586206896548,0.0,0.0,0.0,1.1102230246251565e-16,0.02734924538719241,0.0015504029473258907,-9.190189959150997,-9.19001272578314,0.00017723336785735455,to_001,774.6666666666666,118.0,23.474747474747474,3.5757575757575757,458.7939393939394
open_room,0.05,decision,directional,0.97,35,35,4,140,1.0,544,544,544,value_gradient,0.15,5,4.934283631516271,1.0,1.0,0.0,0.0,0.0,0.0,3.552713678800501e-15,6.791952621236251e-16,-9.19001272578314,-9.19001272578314,0.0,E,0.0,4.0,0.0,1.0,63.542857142857144
open_room,0.05,decision,targeted,0.97,35,35,35,1190,1.0,4659,4624,4624,value_gradient,0.15,5,4.934283631516271,1.0,1.0,0.0,0.0,0.0,0.0,3.552713678800501e-15,6.791952621236251e-16,-9.19001272578314,-9.19001272578314,0.0,to_001,803.0666666666667,123.0,22.944761904761908,3.5142857142857142,483.7276190476191
open_room,0.05,spectral_25,directional,0.97,35,11,4,44,0.3142857142857143,250,250,240,value_gradient,0.15,5,4.934283631516271,15.505806734545082,87.07964232128835,0.6833420821233399,30.067051613426955,0.000679671121655385,1.4210854715202004e-14,1.7093816720361694,0.8127914705868788,-10.229263045630377,-9.19001272578314,1.0392503198472376,E,0.0,4.0,0.0,1.0,71.99439230781184
open_room,0.05,spectral_25,targeted,0.97,35,11,11,110,0.3142857142857143,546,535,532,value_gradient,0.15,5,4.934283631516271,2.1809399816075454,6.792895636119077,0.16668391237387364,18.3352303611261,0.0005092371811206109,1.7763568394002505e-15,0.08270735458738354,0.03640517871868507,-9.268384276459932,-9.19001272578314,0.07837155067679191,to_009,221.89999999999998,38.0,20.172727272727272,3.4545454545454546,157.85164492120782
four_rooms,0.0,all,directional,0.97,51,51,4,204,1.0,204,204,204,value_gradient,0.15,8,7.791799999999999,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-11.57212408464641,-11.57212408464641,0.0,S,0.0,4.0,0.0,1.0,71.2
four_rooms,0.0,all,targeted,0.97,51,51,51,2550,1.0,2601,2550,2550,value_gradient,0.15,8,7.791799999999999,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-11.57212408464641,-11.57212408464641,0.0,to_001,2008.0,319.0,39.372549019607845,6.254901960784314,840.6
four_rooms,0.0,endpoints,directional,0.97,51,2,4,8,0.0392156862745098,4,4,4,value_gradient,0.15,8,7.791799999999999,0.5,1.0,0.47066824999999995,3.7653459999999996,3.5334321030572166e-15,0.0,21.761209245457792,21.761209245457792,-33.3333333301042,-11.57212408464641,21.761209245457792,N,0.0,4.0,0.0,1.0,14.165346
four_rooms,0.0,endpoints,targeted,0.97,51,2,2,2,0.0392156862745098,4,2,2,value_gradient,0.15,8,7.791799999999999,14.0,14.0,2.043730603015575,4.08746120603115,12.0,0.0,0.0,0.0,-11.57212408464641,-11.57212408464641,0.0,to_001,66.0,11.0,33.0,5.5,29.08746120603115
four_rooms,0.0,junction,directional,0.97,51,44,4,176,0.8627450980392157,164,164,164,value_gradient,0.15,8,7.791799999999999,0.9431818181818182,2.0,0.0,0.0,0.0,1.1102230246251565e-16,0.0,0.0,-11.57212408464641,-11.57212408464641,0.0,S,0.0,4.0,0.0,1.0,62.52727272727273
four_rooms,0.0,junction,targeted,0.97,51,44,44,1892,0.8627450980392157,1936,1892,1892,value_gradient,0.15,8,7.791799999999999,1.0338266384778012,2.0,0.0,0.0,0.0,2.220446049250313e-16,0.0,0.0,-11.57212408464641,-11.57212408464641,0.0,to_001,1766.0,279.0,40.13636363636363,6.340909090909091,718.3000000000001
four_rooms,0.0,decision,directional,0.97,51,50,4,200,0.9803921568627451,200,200,200,value_gradient,0.15,8,7.791799999999999,1.01,2.0,0.0,0.0,0.0,4.440892098500626e-16,0.0,0.0,-11.57212408464641,-11.57212408464641,0.0,S,0.0,4.0,0.0,1.0,70.0
four_rooms,0.0,decision,targeted,0.97,51,50,50,2450,0.9803921568627451,2500,2450,2450,value_gradient,0.15,8,7.791799999999999,1.0204081632653061,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-11.57212408464641,-11.57212408464641,0.0,to_001,1964.0,312.0,39.28,6.24,820.3
four_rooms,0.0,spectral_25,directional,0.97,51,15,4,60,0.29411764705882354,51,51,51,value_gradient,0.15,8,7.791799999999999,1.3833333333333335,4.000000000000005,0.5251015056247573,31.50609033748544,1.5726702649650343e-15,8.881784197001252e-16,26.124778644694075,23.464577056360508,-33.3333333301042,-11.57212408464641,21.761209245457792,N,0.0,4.0,0.0,1.0,58.90609033748544
four_rooms,0.0,spectral_25,targeted,0.97,51,15,15,210,0.29411764705882354,225,210,210,value_gradient,0.15,8,7.791799999999999,2.4904761904761905,8.0,0.19045554309220125,39.99566404936226,0.0,8.881784197001252e-16,1.7763568394002505e-15,1.3322676295501878e-15,-11.572124084646411,-11.57212408464641,1.7763568394002505e-15,to_001,570.0,92.0,38.0,6.133333333333334,254.49566404936226
four_rooms,0.05,all,directional,0.97,51,51,4,204,1.0,780,780,780,value_gradient,0.15,8,7.755556301901494,1.0,1.0,0.0,0.0,0.0,0.0,7.105427357601002e-15,1.7053025658242404e-15,-12.185911752175532,-12.185911752175528,3.552713678800501e-15,E,0.0,4.0,0.0,1.0,82.49411764705883
four_rooms,0.05,all,targeted,0.97,51,51,51,2550,1.0,9801,9750,9750,value_gradient,0.15,8,7.755556301901494,1.0,1.0,0.0,0.0,0.0,0.0,7.105427357601002e-15,1.7053025658242404e-15,-12.185911752175532,-12.185911752175528,3.552713678800501e-15,to_001,1890.5333333333338,319.0,37.069281045751644,6.254901960784314,958.2831372549022
four_rooms,0.05,endpoints,directional,0.97,51,2,4,8,0.0392156862745098,12,12,10,value_gradient,0.15,8,7.755556301901494,463662.9864262514,1854060.4353266088,1.098632622099904,8.789060976799233,22.406242333705148,7.105427357601002e-15,20.91085285778599,20.91085285778599,-33.09676460996152,-12.185911752175528,20.91085285778599,E,0.0,4.0,0.0,1.0,25.429685210169747
four_rooms,0.05,endpoints,targeted,0.97,51,2,2,2,0.0392156862745098,6,4,4,value_gradient,0.15,8,7.755556301901494,14.395578218638025,14.39557821863803,1.953579316889705,3.90715863377941,11.399708433450607,5.329070518200751e-15,0.1152343180948705,0.1152343180948705,-12.301146070270399,-12.185911752175528,0.1152343180948705,to_001,62.0,11.0,31.0,5.5,29.04712947712447
four_rooms,0.05,junction,directional,0.97,51,44,4,176,0.8627450980392157,704,704,704,value_gradient,0.15,8,7.755556301901494,3.0023510971786838,29.500000000000014,0.0,0.0,0.0,3.552713678800501e-15,0.013347040926645626,0.006364501046886498,-12.196207273372913,-12.185911752175528,0.010295521197384971,E,0.0,4.0,0.0,1.0,74.8
four_rooms,0.05,junction,targeted,0.97,51,44,44,1892,0.8627450980392157,7612,7568,7568,value_gradient,0.15,8,7.755556301901494,1.0381460960851498,1.9827586206896548,0.0,0.0,0.0,4.440892098500626e-16,0.029687822709440148,0.007311572502637122,-12.196597795701571,-12.185911752175528,0.010686043526042965,to_001,1663.266666666667,279.0,37.80151515151516,6.340909090909091,826.7533333333334
four_rooms,0.05,decision,directional,0.97,51,50,4,200,0.9803921568627451,776,776,776,value_gradient,0.15,8,7.755556301901494,1.02,1.9827586206896548,0.0,0.0,0.0,4.440892098500626e-16,0.013347040926645626,0.006276900697391037,-12.196207273394364,-12.185911752175528,0.010295521218836257,E,0.0,4.0,0.0,1.0,81.52
four_rooms,0.05,decision,targeted,0.97,51,50,50,2450,0.9803921568627451,9556,9506,9506,value_gradient,0.15,8,7.755556301901494,1.0203940886699507,1.9827586206896548,0.0,0.0,0.0,2.7755575615628914e-16,1.2121859072067309e-11,1.1496291447155253e-12,-12.185911752187648,-12.185911752175528,1.2120082715227909e-11,to_001,1849.2666666666669,312.0,36.98533333333334,6.24,938.4733333333335
four_rooms,0.05,spectral_25,directional,0.97,51,15,4,60,0.29411764705882354,333,333,331,value_gradient,0.15,8,7.755556301901494,30897.888890458464,1837054.394717879,0.45942344831598203,27.565406898958923,0.0,7.105427357601002e-15,23.223133231460295,20.8018315914633,-31.337726184508302,-12.185911752175528,19.151814432332774,S,0.0,4.0,0.0,1.0,73.76540689895893
four_rooms,0.05,spectral_25,targeted,0.97,51,15,15,210,0.29411764705882354,1295,1280,1280,value_gradient,0.15,8,7.755556301901494,2.509106982083069,8.252273040649799,0.13941571025521698,29.277299153595568,0.0,3.552713678800501e-15,0.09279889617346448,0.05557288092106332,-12.244569315014715,-12.185911752175528,0.058657562839186994,to_001,536.4999999999999,92.0,35.76666666666666,6.133333333333334,308.4106324869289
maze,0.0,all,directional,0.97,81,81,4,324,1.0,324,324,324,value_gradient,0.15,12,11.276465645699997,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-22.199077937496824,-22.199077937496824,0.0,S,0.0,4.0,0.0,1.0,107.2
maze,0.0,all,targeted,0.97,81,81,81,6480,1.0,6561,6480,6480,value_gradient,0.15,12,11.276465645699997,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-22.199077937496824,-22.199077937496824,0.0,to_001,5578.0,2708.0,68.8641975308642,33.4320987654321,3035.6000000000004
maze,0.0,endpoints,directional,0.97,81,2,4,8,0.024691358024691357,4,4,4,value_gradient,0.15,12,11.276465645699997,0.5,1.0,7.633325231467198,61.06660185173759,0.0,0.0,11.134255392607379,11.134255392607379,-33.3333333301042,-22.199077937496824,11.134255392607379,N,0.0,4.0,0.0,1.0,71.4666018517376
maze,0.0,endpoints,targeted,0.97,81,2,2,2,0.024691358024691357,4,2,2,value_gradient,0.15,12,11.276465645699997,36.0,36.0,3.187885707480511,6.375771414961022,56.0,3.552713678800501e-15,3.552713678800501e-15,3.552713678800501e-15,-22.199077937496828,-22.199077937496824,3.552713678800501e-15,to_001,134.0,65.0,67.0,32.5,76.37577141496104
maze,0.0,junction,directional,0.97,81,4,4,16,0.04938271604938271,6,6,6,value_gradient,0.15,12,11.276465645699997,0.375,1.0,5.499960209027618,87.99936334444189,0.0,0.0,26.124778644694075,18.841358706280122,-33.3333333301042,-22.199077937496824,11.134255392607379,N,0.0,4.0,0.0,1.0,100.29936334444189
maze,0.0,junction,targeted,0.97,81,4,4,12,0.04938271604938271,16,12,12,value_gradient,0.15,12,11.276465645699997,14.333333333333334,36.0,1.6006135551891685,19.20736266227002,76.0,1.7763568394002505e-15,1.7763568394002505e-15,8.881784197001252e-16,-22.199077937496824,-22.199077937496824,0.0,to_001,270.0,131.0,67.5,32.75,157.90736266227003
maze,0.0,decision,directional,0.97,81,32,4,128,0.3950617283950617,128,128,128,value_gradient,0.15,12,11.276465645699997,1.765625,6.000000000000007,0.09906021975390622,12.679708128499996,0.0,8.881784197001252e-16,7.105427357601002e-15,2.005564173516412e-15,-22.19907793749682,-22.199077937496824,3.552713678800501e-15,S,0.0,4.0,0.0,1.0,61.079708128499995
maze,0.0,decision,targeted,0.97,81,32,32,992,0.3950617283950617,1024,992,992,value_gradient,0.15,12,11.276465645699997,2.4516129032258065,6.0,0.19715457064687494,195.57733408169995,0.0,8.881784197001252e-16,7.105427357601002e-15,2.005564173516412e-15,-22.19907793749682,-22.199077937496824,3.552713678800501e-15,to_006,2148.0,1042.0,67.125,32.5625,1290.7773340817
maze,0.0,spectral_25,directional,0.97,81,22,4,88,0.2716049382716049,74,74,74,value_gradient,0.15,12,11.276465645699997,0.8636363636363636,2.0,0.6624845004742907,58.29863604173759,-3.316218225534407e-17,8.881784197001252e-16,26.932761489475205,13.40153464826719,-33.3333333301042,-22.199077937496824,11.134255392607379,N,0.0,4.0,0.0,1.0,94.06227240537396
maze,0.0,spectral_25,targeted,0.97,81,22,22,462,0.2716049382716049,484,462,462,value_gradient,0.15,12,11.276465645699997,3.067099567099567,12.0,0.22455640417640033,103.74505872949695,76.0,1.7763568394002505e-15,7.105427357601002e-15,2.32618157540509e-15,-22.199077937496824,-22.199077937496824,0.0,to_001,1514.0,735.0,68.81818181818181,33.40909090909091,869.745058729497
maze,0.05,all,directional,0.97,81,81,4,324,1.0,980,980,980,value_gradient,0.15,12,11.228771548496562,1.0,1.0,0.0,0.0,0.0,0.0,2.842170943040401e-14,6.5336624999190464e-15,-23.006540118833673,-23.006540118833655,1.7763568394002505e-14,S,0.0,4.0,0.0,1.0,115.29876543209876
maze,0.05,all,targeted,0.97,81,81,81,6480,1.0,19681,19600,19600,value_gradient,0.15,12,11.228771548496562,1.0,1.0,0.0,0.0,0.0,0.0,2.842170943040401e-14,6.5336624999190464e-15,-23.006540118833673,-23.006540118833655,1.7763568394002505e-14,to_017,5222.533333333334,2708.0,64.47572016460906,33.4320987654321,3126.481975308642
maze,0.05,endpoints,directional,0.97,81,2,4,8,0.024691358024691357,12,12,8,value_gradient,0.15,12,11.228771548496562,3826117.638087992,22204682.058735933,6.625607653787819,53.00486123030255,103.11075691161724,3.552713678800501e-15,10.326793212272513,10.326793212272513,-33.33333333110617,-23.006540118833655,10.326793212272513,W,0.0,4.0,0.0,1.0,77.71593692146428
maze,0.05,endpoints,targeted,0.97,81,2,2,2,0.024691358024691357,6,4,4,value_gradient,0.15,12,11.228771548496562,36.59602130325803,36.59617254342743,3.1471948495841615,6.294389699168323,53.18362573099398,7.105427357601002e-15,2.7636559707389097e-11,2.7636559707389097e-11,-23.00654011886129,-23.006540118833655,2.7636559707389097e-11,to_001,125.4666666666667,65.0,62.73333333333335,32.5,75.30608560560107
maze,0.05,junction,directional,0.97,81,4,4,16,0.04938271604938271,33,33,22,value_gradient,0.15,12,11.228771548496562,637763.3114531884,6132354.05214886,4.730718198895824,75.69149118233318,75.06231579853039,7.105427357601002e-15,23.029938739902118,17.292852544146964,-33.33333333110617,-23.006540118833655,10.326793212272513,W,0.0,4.0,0.0,1.0,102.24772276218621
maze,0.05,junction,targeted,0.97,81,4,4,12,0.04938271604938271,30,26,26,value_gradient,0.15,12,11.228771548496562,14.447211779448578,36.10463659147857,1.592470566015925,19.1096467921911,71.52280701754393,3.552713678800501e-15,2.660272002685815e-11,8.89569899224322e-12,-23.006540118860258,-23.006540118833655,2.660272002685815e-11,to_003,253.00000000000006,131.0,63.250000000000014,32.75,157.4619274939455
maze,0.05,decision,directional,0.97,81,32,4,128,0.3950617283950617,380,380,380,value_gradient,0.15,12,11.228771548496562,2.53125,6.4821428573178,0.13982741967722573,17.897909718684893,0.0,1.7763568394002505e-15,1.3292432970986106,0.9830206836794346,-24.208743954256676,-23.006540118833655,1.2022038354230205,E,0.0,4.0,0.0,1.0,74.17290971868489
maze,0.05,decision,targeted,0.97,81,32,32,992,0.3950617283950617,2888,2856,2856,value_gradient,0.15,12,11.228771548496562,2.453547857916785,5.999384236628145,0.19603037937398418,194.4621363389923,0.0,8.881784197001252e-16,1.900701818158268e-11,6.804306222405895e-13,-23.006540118852662,-23.006540118833655,1.900701818158268e-11,to_031,2011.4000000000005,1042.0,62.85625000000002,32.5625,1320.5921363389925
