map,method,goal_variant,residual_probe,residual_kind_eval,n_boundary_selected,selected_boundary,selection_time_sec,n_states,n_boundary_eval,endpoint_augmented_by,n_edges_valid,state_compression_ratio,rate_bits,hidden_linear,hidden_bits,uniform_hidden_linear,uniform_hidden_bits,start_gap,value_gap_max,occupancy_struct_hidden_distinct,struct_hidden_distinct_cvar95
open_room_7,rd_fd,heldout_goal_1_state_41,all,all,4,"[0, 6, 42, 48]",0.13785411999560893,49,5,1,20,9.8,44.13170807000981,1.016748865833882,39.50326210661975,15.068381063705434,484.1558832610872,0.1372168691470801,0.16350617111186505,0.0,0.0
open_room_7,rd_fd,heldout_goal_1_state_41,turn_articulation,turn_articulation,4,"[0, 6, 42, 48]",0.13785411999560893,49,5,1,20,9.8,44.13170807000981,0.0,-1.49074305954617e-12,0.0,-2.8856465946350342e-11,0.1372168691470801,0.16350617111186505,0.0,0.0
open_room_7,rd_fd,heldout_goal_1_state_41,value_gradient,value_gradient,4,"[0, 6, 42, 48]",0.13785411999560893,49,5,1,20,9.8,44.13170807000981,1.016748865833882,39.50326210661975,15.068381063705434,484.1558832610872,0.1372168691470801,0.16350617111186505,0.0,0.0
open_room_7,raw_hidden,train_goal,train_recipe,turn_articulation,4,"[0, 6, 42, 48]",0.16714465100085363,49,4,0,12,12.25,31.023113308455784,0.0,-2.7510378329573005e-12,0.0,-1.731387956781021e-11,0.04973231544363088,0.04973231544363088,0.0,0.0
open_room_7,raw_hidden,train_goal,all,all,4,"[0, 6, 42, 48]",0.16714465100085363,49,4,0,12,12.25,31.023113308455784,1.9067046103788328,74.10055318235352,12.0,466.3578371542146,0.04973231544363088,0.04973231544363088,0.0,0.0
open_room_7,raw_hidden,train_goal,turn_articulation,turn_articulation,4,"[0, 6, 42, 48]",0.16714465100085363,49,4,0,12,12.25,31.023113308455784,0.0,-2.7510378329573005e-12,0.0,-1.731387956781021e-11,0.04973231544363088,0.04973231544363088,0.0,0.0
open_room_7,raw_hidden,train_goal,value_gradient,value_gradient,4,"[0, 6, 42, 48]",0.16714465100085363,49,4,0,12,12.25,31.023113308455784,1.9067046103788328,74.10055318235352,12.0,466.3578371542146,0.04973231544363088,0.04973231544363088,0.0,0.0
open_room_7,raw_hidden,heldout_goal_1_state_41,train_recipe,turn_articulation,4,"[0, 6, 42, 48]",0.16714465100085363,49,5,1,20,9.8,44.13170807000981,0.0,-1.49074305954617e-12,0.0,-2.8856465946350342e-11,0.1372168691470801,0.16350617111186505,0.0,0.0
open_room_7,raw_hidden,heldout_goal_1_state_41,all,all,4,"[0, 6, 42, 48]",0.16714465100085363,49,5,1,20,9.8,44.13170807000981,1.016748865833882,39.50326210661975,15.068381063705434,484.1558832610872,0.1372168691470801,0.16350617111186505,0.0,0.0
open_room_7,raw_hidden,heldout_goal_1_state_41,turn_articulation,turn_articulation,4,"[0, 6, 42, 48]",0.16714465100085363,49,5,1,20,9.8,44.13170807000981,0.0,-1.49074305954617e-12,0.0,-2.8856465946350342e-11,0.1372168691470801,0.16350617111186505,0.0,0.0
open_room_7,raw_hidden,heldout_goal_1_state_41,value_gradient,value_gradient,4,"[0, 6, 42, 48]",0.16714465100085363,49,5,1,20,9.8,44.13170807000981,1.016748865833882,39.50326210661975,15.068381063705434,484.1558832610872,0.1372168691470801,0.16350617111186505,0.0,0.0
open_room_7,random,train_goal,train_recipe,turn_articulation,4,"[0, 6, 42, 48]",0.16277472797082737,49,4,0,12,12.25,31.023113308455784,0.0,-2.7510378329573005e-12,0.0,-1.731387956781021e-11,0.04973231544363088,0.04973231544363088,0.0,0.0
open_room_7,random,train_goal,all,all,4,"[0, 6, 42, 48]",0.16277472797082737,49,4,0,12,12.25,31.023113308455784,1.9067046103788328,74.10055318235352,12.0,466.3578371542146,0.04973231544363088,0.04973231544363088,0.0,0.0
open_room_7,random,train_goal,turn_articulation,turn_articulation,4,"[0, 6, 42, 48]",0.16277472797082737,49,4,0,12,12.25,31.023113308455784,0.0,-2.7510378329573005e-12,0.0,-1.731387956781021e-11,0.04973231544363088,0.04973231544363088,0.0,0.0
open_room_7,random,train_goal,value_gradient,value_gradient,4,"[0, 6, 42, 48]",0.16277472797082737,49,4,0,12,12.25,31.023113308455784,1.9067046103788328,74.10055318235352,12.0,466.3578371542146,0.04973231544363088,0.04973231544363088,0.0,0.0
open_room_7,random,heldout_goal_1_state_41,train_recipe,turn_articulation,4,"[0, 6, 42, 48]",0.16277472797082737,49,5,1,20,9.8,44.13170807000981,0.0,-1.49074305954617e-12,0.0,-2.8856465946350342e-11,0.1372168691470801,0.16350617111186505,0.0,0.0
open_room_7,random,heldout_goal_1_state_41,all,all,4,"[0, 6, 42, 48]",0.16277472797082737,49,5,1,20,9.8,44.13170807000981,1.016748865833882,39.50326210661975,15.068381063705434,484.1558832610872,0.1372168691470801,0.16350617111186505,0.0,0.0
open_room_7,random,heldout_goal_1_state_41,turn_articulation,turn_articulation,4,"[0, 6, 42, 48]",0.16277472797082737,49,5,1,20,9.8,44.13170807000981,0.0,-1.49074305954617e-12,0.0,-2.8856465946350342e-11,0.1372168691470801,0.16350617111186505,0.0,0.0
open_room_7,random,heldout_goal_1_state_41,value_gradient,value_gradient,4,"[0, 6, 42, 48]",0.16277472797082737,49,5,1,20,9.8,44.13170807000981,1.016748865833882,39.50326210661975,15.068381063705434,484.1558832610872,0.1372168691470801,0.16350617111186505,0.0,0.0
open_room_7,spectral,train_goal,train_recipe,turn_articulation,4,"[0, 6, 42, 48]",0.1612451989785768,49,4,0,12,12.25,31.023113308455784,0.0,-2.7510378329573005e-12,0.0,-1.731387956781021e-11,0.04973231544363088,0.04973231544363088,0.0,0.0
open_room_7,spectral,train_goal,all,all,4,"[0, 6, 42, 48]",0.1612451989785768,49,4,0,12,12.25,31.023113308455784,1.9067046103788328,74.10055318235352,12.0,466.3578371542146,0.04973231544363088,0.04973231544363088,0.0,0.0
open_room_7,spectral,train_goal,turn_articulation,turn_articulation,4,"[0, 6, 42, 48]",0.1612451989785768,49,4,0,12,12.25,31.023113308455784,0.0,-2.7510378329573005e-12,0.0,-1.731387956781021e-11,0.04973231544363088,0.04973231544363088,0.0,0.0
open_room_7,spectral,train_goal,value_gradient,value_gradient,4,"[0, 6, 42, 48]",0.1612451989785768,49,4,0,12,12.25,31.023113308455784,1.9067046103788328,74.10055318235352,12.0,466.3578371542146,0.04973231544363088,0.04973231544363088,0.0,0.0
open_room_7,spectral,heldout_goal_1_state_41,train_recipe,turn_articulation,4,"[0, 6, 42, 48]",0.1612451989785768,49,5,1,20,9.8,44.13170807000981,0.0,-1.49074305954617e-12,0.0,-2.8856465946350342e-11,0.1372168691470801,0.16350617111186505,0.0,0.0
open_room_7,spectral,heldout_goal_1_state_41,all,all,4,"[0, 6, 42, 48]",0.1612451989785768,49,5,1,20,9.8,44.13170807000981,1.016748865833882,39.50326210661975,15.068381063705434,484.1558832610872,0.1372168691470801,0.16350617111186505,0.0,0.0
open_room_7,spectral,heldout_goal_1_state_41,turn_articulation,turn_articulation,4,"[0, 6, 42, 48]",0.1612451989785768,49,5,1,20,9.8,44.13170807000981,0.0,-1.49074305954617e-12,0.0,-2.8856465946350342e-11,0.1372168691470801,0.16350617111186505,0.0,0.0
open_room_7,spectral,heldout_goal_1_state_41,value_gradient,value_gradient,4,"[0, 6, 42, 48]",0.1612451989785768,49,5,1,20,9.8,44.13170807000981,1.016748865833882,39.50326210661975,15.068381063705434,484.1558832610872,0.1372168691470801,0.16350617111186505,0.0,0.0
open_room_7,betweenness,train_goal,train_recipe,turn_articulation,4,"[0, 6, 42, 48]",0.16243761201621965,49,4,0,12,12.25,31.023113308455784,0.0,-2.7510378329573005e-12,0.0,-1.731387956781021e-11,0.04973231544363088,0.04973231544363088,0.0,0.0
open_room_7,betweenness,train_goal,all,all,4,"[0, 6, 42, 48]",0.16243761201621965,49,4,0,12,12.25,31.023113308455784,1.9067046103788328,74.10055318235352,12.0,466.3578371542146,0.04973231544363088,0.04973231544363088,0.0,0.0
open_room_7,betweenness,train_goal,turn_articulation,turn_articulation,4,"[0, 6, 42, 48]",0.16243761201621965,49,4,0,12,12.25,31.023113308455784,0.0,-2.7510378329573005e-12,0.0,-1.731387956781021e-11,0.04973231544363088,0.04973231544363088,0.0,0.0
open_room_7,betweenness,train_goal,value_gradient,value_gradient,4,"[0, 6, 42, 48]",0.16243761201621965,49,4,0,12,12.25,31.023113308455784,1.9067046103788328,74.10055318235352,12.0,466.3578371542146,0.04973231544363088,0.04973231544363088,0.0,0.0
open_room_7,betweenness,heldout_goal_1_state_41,train_recipe,turn_articulation,4,"[0, 6, 42, 48]",0.16243761201621965,49,5,1,20,9.8,44.13170807000981,0.0,-1.49074305954617e-12,0.0,-2.8856465946350342e-11,0.1372168691470801,0.16350617111186505,0.0,0.0
open_room_7,betweenness,heldout_goal_1_state_41,all,all,4,"[0, 6, 42, 48]",0.16243761201621965,49,5,1,20,9.8,44.13170807000981,1.016748865833882,39.50326210661975,15.068381063705434,484.1558832610872,0.1372168691470801,0.16350617111186505,0.0,0.0
open_room_7,betweenness,heldout_goal_1_state_41,turn_articulation,turn_articulation,4,"[0, 6, 42, 48]",0.16243761201621965,49,5,1,20,9.8,44.13170807000981,0.0,-1.49074305954617e-12,0.0,-2.8856465946350342e-11,0.1372168691470801,0.16350617111186505,0.0,0.0
open_room_7,betweenness,heldout_goal_1_state_41,value_gradient,value_gradient,4,"[0, 6, 42, 48]",0.16243761201621965,49,5,1,20,9.8,44.13170807000981,1.016748865833882,39.50326210661975,15.068381063705434,484.1558832610872,0.1372168691470801,0.16350617111186505,0.0,0.0
open_room_7,value_gradient,train_goal,train_recipe,turn_articulation,4,"[0, 6, 42, 48]",0.15968244802206755,49,4,0,12,12.25,31.023113308455784,0.0,-2.7510378329573005e-12,0.0,-1.731387956781021e-11,0.04973231544363088,0.04973231544363088,0.0,0.0
open_room_7,value_gradient,train_goal,all,all,4,"[0, 6, 42, 48]",0.15968244802206755,49,4,0,12,12.25,31.023113308455784,1.9067046103788328,74.10055318235352,12.0,466.3578371542146,0.04973231544363088,0.04973231544363088,0.0,0.0
open_room_7,value_gradient,train_goal,turn_articulation,turn_articulation,4,"[0, 6, 42, 48]",0.15968244802206755,49,4,0,12,12.25,31.023113308455784,0.0,-2.7510378329573005e-12,0.0,-1.731387956781021e-11,0.04973231544363088,0.04973231544363088,0.0,0.0
open_room_7,value_gradient,train_goal,value_gradient,value_gradient,4,"[0, 6, 42, 48]",0.15968244802206755,49,4,0,12,12.25,31.023113308455784,1.9067046103788328,74.10055318235352,12.0,466.3578371542146,0.04973231544363088,0.04973231544363088,0.0,0.0
open_room_7,value_gradient,heldout_goal_1_state_41,train_recipe,turn_articulation,4,"[0, 6, 42, 48]",0.15968244802206755,49,5,1,20,9.8,44.13170807000981,0.0,-1.49074305954617e-12,0.0,-2.8856465946350342e-11,0.1372168691470801,0.16350617111186505,0.0,0.0
open_room_7,value_gradient,heldout_goal_1_state_41,all,all,4,"[0, 6, 42, 48]",0.15968244802206755,49,5,1,20,9.8,44.13170807000981,1.016748865833882,39.50326210661975,15.068381063705434,484.1558832610872,0.1372168691470801,0.16350617111186505,0.0,0.0
open_room_7,value_gradient,heldout_goal_1_state_41,turn_articulation,turn_articulation,4,"[0, 6, 42, 48]",0.15968244802206755,49,5,1,20,9.8,44.13170807000981,0.0,-1.49074305954617e-12,0.0,-2.8856465946350342e-11,0.1372168691470801,0.16350617111186505,0.0,0.0
open_room_7,value_gradient,heldout_goal_1_state_41,value_gradient,value_gradient,4,"[0, 6, 42, 48]",0.15968244802206755,49,5,1,20,9.8,44.13170807000981,1.016748865833882,39.50326210661975,15.068381063705434,484.1558832610872,0.1372168691470801,0.16350617111186505,0.0,0.0
