method,n_rows,median_n_boundary,median_state_compression,median_selection_time_sec,median_final_kernel_time_sec,median_total_time_sec,median_total_speedup_vs_sparse_vi,median_selection_speedup_vs_iterative,median_total_speedup_vs_iterative,max_normalized_start_gap,max_normalized_value_gap,median_D_occ,median_D_audit_cvar95,median_boundary_jaccard_vs_iterative
one_shot_rd_t0p15,27,3.0,192.0,0.043424883973784745,nan,nan,nan,1609.5692261543504,nan,nan,nan,nan,nan,nan
