map_family,map_size,map,slip,method,budget_frac,n_states,n_basis,n_boundary,state_compression_ratio,n_edges_valid,group_all_feasible,n_groups_feasible,group_total_violation,group_max_violation,trace_group_all_feasible,trace_group_total_violation,trace_group_max_violation,group_test_bits_mean,group_test_bits_cvar,selection_time_sec,delta_backend,kernel_time_sec,upfront_time_sec,smdp_solve_time_sec,compressed_total_time_sec,full_vi_time_sec,full_vi_backup_count,smdp_edge_backup_count,planning_speedup,total_speedup,break_even_tasks,backup_compression_ratio,start_gap,value_gap_max,first_hit_mode,first_hit_used_steps_max,first_hit_tail_bound_max,stop_reason,probe_cache_hits,probe_cache_misses,probe_cache_hit_rate,probe_calls,unique_probe_evals,probe_context_build_time_sec,probe_green_kernel_time_sec,probe_operator_delta_time_sec,active_weight_time_sec,active_weight_cache_hit_rate,probe_call_overhead_time_sec,candidate_score_time_sec,beam_expansion_time_sec,profiled_selection_time_sec,uncached_probe_eval_time_sec,boundary,error,maze_seed,max_splits,failed_n_boundary,added_vertices_over_failed
random_maze,19,random_maze_19_seed3,0.05,group_constrained_incremental,0.25,161,55,3,53.666666666666664,6,False,2,58.29472964427684,58.29472964427684,False,58.29472964427684,58.29472964427684,51.834555662819525,77.72630619236912,38.54218415799551,insertion_score,0.2960962759098038,38.83828043390531,0.0004311390221118927,38.83871157292742,0.3916469489922747,59248,18,908.4006060825348,0.010083932579917835,100,3291.5555555555557,7.139465196814854e-08,7.139465196814854e-08,adaptive,77,7.429284202126266e-07,budget_not_met,0,66,0.0,66,66,33.0934706866974,1.0033759356010705,1.1335108114872128,0.6443943170597777,0.0,2.6422062921337783,0.015592991025187075,0.00011326081585139036,38.53266429482028,37.87256372591946,"[0, 139, 160]",,3,5,3,0
random_maze,19,random_maze_19_seed3,0.05,group_constrained_incremental,0.25,161,55,3,53.666666666666664,6,False,2,58.29472964427684,58.29472964427684,False,58.29472964427684,58.29472964427684,51.834555662819525,77.72630619236912,61.53231099899858,insertion_score,0.24507316295057535,61.77738416194916,0.0003298970405012369,61.77771405898966,0.3559611989185214,59248,18,1079.0069482820559,0.005761967796002049,174,3291.5555555555557,7.139465196814854e-08,7.139465196814854e-08,adaptive,77,7.429284202126266e-07,budget_not_met,0,102,0.0,102,102,50.039678478613496,2.875132196000777,3.1241780534619465,1.2285921011352912,0.0,4.226202265243046,0.022664153948426247,0.00019686308223754168,61.51664411148522,60.265190993319266,"[0, 139, 160]",,3,8,3,0
random_maze,19,random_maze_19_seed3,0.05,group_constrained_incremental,0.25,161,55,3,53.666666666666664,6,False,2,58.29472964427684,58.29472964427684,False,58.29472964427684,58.29472964427684,51.834555662819525,77.72630619236912,94.87365526007488,insertion_score,0.2432095529511571,95.11686481302604,0.0003230139845982194,95.11718782701064,0.3523667370900512,59248,18,1090.871460343558,0.0037045537735083123,271,3291.5555555555557,7.139465196814854e-08,7.139465196814854e-08,adaptive,77,7.429284202126266e-07,budget_not_met,0,150,0.0,150,150,70.19977240974549,7.705221958691254,7.842870969790965,2.465646651457064,0.0,6.612535911728628,0.027954308898188174,0.0002692780690267682,94.85427148838062,92.36040124995634,"[0, 139, 160]",,3,12,3,0
random_maze,19,random_maze_19_seed3,0.05,group_constrained_incremental,0.25,161,55,3,53.666666666666664,6,False,2,58.29472964427684,58.29472964427684,False,58.29472964427684,58.29472964427684,51.834555662819525,77.72630619236912,138.57410735904705,insertion_score,0.2451668189605698,138.81927417800762,0.0003311280161142349,138.81960530602373,0.3612103179330006,59248,18,1090.8479511089986,0.0026020122815990083,385,3291.5555555555557,7.139465196814854e-08,7.139465196814854e-08,adaptive,77,7.429284202126266e-07,budget_not_met,0,198,0.0,198,198,92.34415776038077,16.417262693983503,15.816150248749182,4.470768183819018,0.0,9.459885144024156,0.035212278948165476,0.0003819663543254137,138.54381827625912,134.0374558471376,"[0, 139, 160]",,3,16,3,0
random_maze,19,random_maze_19_seed3,0.1,group_constrained_incremental,0.25,161,55,3,53.666666666666664,6,False,2,58.29472964427684,58.29472964427684,False,58.29472964427684,58.29472964427684,25.908768730789706,77.72630619236912,43.00286970497109,insertion_score,0.28175081696826965,43.28462052193936,0.003275127033703029,43.28789564897306,0.42602048395201564,69552,216,130.07754495261048,0.009841561424160435,103,322.0,3.721075927387574e-07,3.721075927387574e-07,adaptive,90,8.293033752798813e-07,budget_not_met,0,66,0.0,66,66,37.583498602267355,1.0156269645085558,1.156304398085922,0.6049196304520592,0.0,2.61494421295356,0.01520758809056133,0.0001260056160390377,42.99062740197405,42.37037417781539,"[0, 2, 160]",,3,5,3,0
random_maze,19,random_maze_19_seed3,0.1,group_constrained_incremental,0.25,161,55,3,53.666666666666664,6,False,2,58.29472964427684,58.29472964427684,False,58.29472964427684,58.29472964427684,25.908768730789706,77.72630619236912,66.93124544096645,insertion_score,0.27008089097216725,67.20132633193862,0.003238716977648437,67.20456504891627,0.40840443002525717,69552,216,126.10068519225501,0.0060770340486243956,166,322.0,3.721075927387574e-07,3.721075927387574e-07,adaptive,90,8.293033752798813e-07,budget_not_met,0,102,0.0,102,102,55.65016569709405,2.84384192887228,3.0270718168467283,1.190537165151909,0.0,4.184247708180919,0.020042160875163972,0.00018024188466370106,66.91608671890572,65.70532715099398,"[0, 2, 160]",,3,8,3,0
random_maze,19,random_maze_19_seed3,0.1,group_constrained_incremental,0.25,161,55,3,53.666666666666664,6,False,2,58.29472964427684,58.29472964427684,False,58.29472964427684,58.29472964427684,25.908768730789706,77.72630619236912,105.34137120400555,insertion_score,0.27033292106352746,105.61170412506908,0.003237338038161397,105.61494146310724,0.40915335598401725,69552,216,126.38573765265194,0.0038740101572365135,261,322.0,3.721075927387574e-07,3.721075927387574e-07,adaptive,90,8.293033752798813e-07,budget_not_met,0,150,0.0,150,150,80.62223275925498,7.717184314504266,7.890273888129741,2.462055101757869,0.0,6.603321674512699,0.026467938907444477,0.0002862893743440509,105.32182196644135,102.83301263640169,"[0, 2, 160]",,3,12,3,0
random_maze,19,random_maze_19_seed3,0.1,group_constrained_incremental,0.25,161,55,3,53.666666666666664,6,False,2,58.29472964427684,58.29472964427684,False,58.29472964427684,58.29472964427684,25.908768730789706,77.72630619236912,152.5151821449399,insertion_score,0.26967610500287265,152.78485824994277,0.003242074977606535,152.78810032492038,0.4305921730119735,69552,216,132.81376155275058,0.002818231080144807,358,322.0,3.721075927387574e-07,3.721075927387574e-07,adaptive,90,8.293033752798813e-07,budget_not_met,0,198,0.0,198,198,106.11355001770426,16.47775736497715,15.930971944122575,4.458803475368768,0.0,9.468885715235956,0.034053011680953205,0.0004044006345793605,152.48442592972424,147.99116504203994,"[0, 2, 160]",,3,16,3,0
random_maze,15,random_maze_15_seed0,0.05,actual_refine,0.25,97,31,4,24.25,,True,,0.0,0.0,,,,,,178.42778164101765,,,,,,,,,,,,,,,,,,actual_refine_feasible,,,,,,,,,,,,,,,,"[0, 1, 2, 96]",,0,5,3,1
random_maze,15,random_maze_15_seed0,0.1,actual_refine,0.25,97,31,4,24.25,,True,,0.0,0.0,,,,,,219.87078359199222,,,,,,,,,,,,,,,,,,actual_refine_feasible,,,,,,,,,,,,,,,,"[0, 1, 2, 96]",,0,5,3,1
random_maze,15,random_maze_15_seed4,0.05,actual_refine,0.25,97,37,4,24.25,,True,,0.0,0.0,,,,,,155.82308763999026,,,,,,,,,,,,,,,,,,actual_refine_feasible,,,,,,,,,,,,,,,,"[0, 3, 20, 96]",,4,5,2,2
random_maze,15,random_maze_15_seed4,0.1,actual_refine,0.25,97,37,7,13.857142857142858,,False,,38.86315309614993,19.431576548074965,,,,,,631.6019320499618,,,,,,,,,,,,,,,,,,actual_refine_budget_not_met,,,,,,,,,,,,,,,,"[0, 1, 2, 3, 5, 53, 96]",,4,5,3,4
random_maze,15,random_maze_15_seed8,0.05,actual_refine,0.25,97,41,4,24.25,,True,,0.0,0.0,,,,,,179.46580679202452,,,,,,,,,,,,,,,,,,actual_refine_feasible,,,,,,,,,,,,,,,,"[0, 1, 3, 96]",,8,5,3,1
random_maze,19,random_maze_19_seed3,0.05,actual_refine,0.25,161,55,4,40.25,,True,,0.0,0.0,,,,,,313.9257666320773,,,,,,,,,,,,,,,,,,actual_refine_feasible,,,,,,,,,,,,,,,,"[0, 3, 4, 160]",,3,5,3,1
random_maze,19,random_maze_19_seed3,0.1,actual_refine,0.25,161,55,4,40.25,,True,,0.0,0.0,,,,,,390.40473795100115,,,,,,,,,,,,,,,,,,actual_refine_feasible,,,,,,,,,,,,,,,,"[0, 3, 4, 160]",,3,5,3,1
random_maze,15,random_maze_15_seed4,0.1,actual_refine,0.25,97,37,10,9.7,,False,,38.86315309608068,19.43157654804034,,,,,,1158.4874273769092,,,,,,,,,,,,,,,,,,actual_refine_budget_not_met,,,,,,,,,,,,,,,,"[0, 1, 2, 3, 5, 6, 13, 20, 53, 96]",,4,8,3,7
random_maze,15,random_maze_15_seed4,0.1,actual_refine,0.25,97,37,14,6.928571428571429,,False,,38.86315309592197,19.431576547960987,,,,,,2064.311429082998,,,,,,,,,,,,,,,,,,actual_refine_budget_not_met,,,,,,,,,,,,,,,,"[0, 1, 2, 3, 5, 6, 13, 20, 23, 27, 35, 38, 53, 96]",,4,12,3,11
random_maze,15,random_maze_15_seed4,0.1,actual_refine,0.25,97,37,17,5.705882352941177,,False,,38.863153095861364,19.431576547930682,,,,,,3252.3723654510686,,,,,,,,,,,,,,,,,,actual_refine_budget_not_met,,,,,,,,,,,,,,,,"[0, 1, 2, 3, 5, 6, 13, 20, 23, 27, 29, 35, 38, 44, 45, 53, 96]",,4,16,3,14
