split,map_family,map_size,maze_seed,map,slip,n_states,log_n_states,sqrt_n_states,open_density,log_aspect_ratio,mean_degree,degree_std,dead_end_fraction,junction_fraction,turn_articulation_fraction,articulation_fraction,cycle_rank_per_state,endpoint_distance,endpoint_eccentricity,covering_radius,slip_endpoint_distance,discount_horizon,required_k,reference_frontier,reference_certified,reference_operator_time_sec,green_steps_total,occupancy_steps_total,reference_boundary,base_predicted_k,proposed_k,base_error,proposal_error,proposal_first_pass_certified,continuation_steps_if_needed,proposal_excess_steps,proposal_to_fixed_work_ratio
train,maze,11,2,maze_11_seed2,0.0,49,3.912023005428146,7.0,0.4049586776859504,0.0,1.9591836734693877,0.4019941959916778,0.10204081632653061,0.061224489795918366,0.22448979591836735,0.8979591836734694,0.0,36.0,36.0,18.0,0.0,33.33333333333331,37,0.0,True,0.0068285149754956365,70,37,"[0, 5, 7, 11, 13, 14, 16, 23, 25, 43, 47, 48]",40,76,3,39,True,0,39,0.1484375
train,maze,11,2,maze_11_seed2,0.05,49,3.912023005428146,7.0,0.4049586776859504,0.0,1.9591836734693877,0.4019941959916778,0.10204081632653061,0.061224489795918366,0.22448979591836735,0.8979591836734694,0.0,36.0,36.0,18.0,1.8,33.33333333333331,54,6.335972125313438e-07,True,0.007585639948956668,104,54,"[0, 5, 7, 11, 13, 14, 16, 23, 25, 43, 47, 48]",54,90,0,36,True,0,36,0.17578125
train,maze,11,2,maze_11_seed2,0.1,49,3.912023005428146,7.0,0.4049586776859504,0.0,1.9591836734693877,0.4019941959916778,0.10204081632653061,0.061224489795918366,0.22448979591836735,0.8979591836734694,0.0,36.0,36.0,18.0,3.6,33.33333333333331,63,9.19968503289893e-07,True,0.00880759907886386,120,63,"[0, 5, 7, 11, 13, 14, 16, 23, 25, 43, 47, 48]",68,104,5,41,True,0,41,0.203125
train,maze,11,3,maze_11_seed3,0.0,49,3.912023005428146,7.0,0.4049586776859504,0.0,1.9591836734693877,0.34753849726380415,0.08163265306122448,0.04081632653061224,0.30612244897959184,0.9183673469387755,0.0,20.0,36.0,16.0,0.0,33.33333333333331,22,0.0,True,0.00597066106274724,41,21,"[0, 2, 12, 14, 22, 24, 31, 33, 44, 48]",25,61,3,39,True,0,39,0.119140625
train,maze,11,3,maze_11_seed3,0.05,49,3.912023005428146,7.0,0.4049586776859504,0.0,1.9591836734693877,0.34753849726380415,0.08163265306122448,0.04081632653061224,0.30612244897959184,0.9183673469387755,0.0,20.0,36.0,16.0,1.0,33.33333333333331,36,8.636362738759437e-07,True,0.006938726990483701,69,35,"[0, 2, 12, 14, 22, 24, 31, 33, 44, 48]",36,72,0,36,True,0,36,0.140625
train,maze,11,3,maze_11_seed3,0.1,49,3.912023005428146,7.0,0.4049586776859504,0.0,1.9591836734693877,0.34753849726380415,0.08163265306122448,0.04081632653061224,0.30612244897959184,0.9183673469387755,0.0,20.0,36.0,16.0,2.0,33.33333333333331,43,9.53206088318347e-07,True,0.00714139302726835,82,41,"[0, 2, 12, 14, 22, 24, 31, 33, 44, 48]",47,84,4,41,True,0,41,0.1640625
train,maze,11,4,maze_11_seed4,0.0,49,3.912023005428146,7.0,0.4049586776859504,0.0,1.9591836734693877,0.28278380531736774,0.061224489795918366,0.02040816326530612,0.24489795918367346,0.9387755102040817,0.0,28.0,38.0,14.0,0.0,33.33333333333331,38,0.0,True,0.006292462931014597,65,29,"[0, 2, 3, 5, 12, 14, 21, 25, 31, 35, 46, 48]",37,74,-1,36,True,0,36,0.14453125
train,maze,11,4,maze_11_seed4,0.05,49,3.912023005428146,7.0,0.4049586776859504,0.0,1.9591836734693877,0.28278380531736774,0.061224489795918366,0.02040816326530612,0.24489795918367346,0.9387755102040817,0.0,28.0,38.0,14.0,1.4000000000000001,33.33333333333331,55,9.564769423754557e-07,True,0.006980762002058327,97,44,"[0, 2, 3, 5, 12, 14, 21, 25, 31, 35, 46, 48]",50,86,-5,31,True,0,31,0.16796875
train,maze,11,4,maze_11_seed4,0.1,49,3.912023005428146,7.0,0.4049586776859504,0.0,1.9591836734693877,0.28278380531736774,0.061224489795918366,0.02040816326530612,0.24489795918367346,0.9387755102040817,0.0,28.0,38.0,14.0,2.8000000000000003,33.33333333333331,64,6.996864209859667e-07,True,0.0077502100029960275,114,52,"[0, 2, 3, 5, 12, 14, 21, 25, 31, 35, 46, 48]",62,99,-2,35,True,0,35,0.193359375
train,maze,11,5,maze_11_seed5,0.0,49,3.912023005428146,7.0,0.4049586776859504,0.0,1.9591836734693877,0.28278380531736774,0.061224489795918366,0.02040816326530612,0.24489795918367346,0.9387755102040817,0.0,20.0,46.0,26.0,0.0,33.33333333333331,26,0.0,True,0.005869293003343046,45,21,"[0, 8, 15, 17, 24, 26, 48]",31,68,5,42,True,0,42,0.1328125
train,maze,11,5,maze_11_seed5,0.05,49,3.912023005428146,7.0,0.4049586776859504,0.0,1.9591836734693877,0.28278380531736774,0.061224489795918366,0.02040816326530612,0.24489795918367346,0.9387755102040817,0.0,20.0,46.0,26.0,1.0,33.33333333333331,41,9.854997853892626e-07,True,0.006622438901104033,73,35,"[0, 8, 15, 17, 24, 26, 48]",43,79,2,38,True,0,38,0.154296875
train,maze,11,5,maze_11_seed5,0.1,49,3.912023005428146,7.0,0.4049586776859504,0.0,1.9591836734693877,0.28278380531736774,0.061224489795918366,0.02040816326530612,0.24489795918367346,0.9387755102040817,0.0,20.0,46.0,26.0,2.0,33.33333333333331,48,9.57776743499628e-07,True,0.006755553069524467,87,41,"[0, 8, 15, 17, 24, 26, 48]",54,90,6,42,True,0,42,0.17578125
train,maze,13,0,maze_13_seed0,0.0,71,4.276666119016055,8.426149773176359,0.42011834319526625,0.0,1.971830985915493,0.3344885094940258,0.07042253521126761,0.04225352112676056,0.23943661971830985,0.9295774647887324,0.0,24.0,52.0,28.0,0.0,33.33333333333331,36,0.0,True,0.008002487942576408,64,25,"[0, 3, 5, 13, 17, 53, 57, 70]",41,77,5,41,True,0,41,0.150390625
train,maze,13,0,maze_13_seed0,0.05,71,4.276666119016055,8.426149773176359,0.42011834319526625,0.0,1.971830985915493,0.3344885094940258,0.07042253521126761,0.04225352112676056,0.23943661971830985,0.9295774647887324,0.0,24.0,52.0,28.0,1.2000000000000002,33.33333333333331,53,8.445099014411231e-07,True,0.008943503955379128,96,40,"[0, 3, 5, 13, 17, 53, 57, 70]",53,89,0,36,True,0,36,0.173828125
train,maze,13,0,maze_13_seed0,0.1,71,4.276666119016055,8.426149773176359,0.42011834319526625,0.0,1.971830985915493,0.3344885094940258,0.07042253521126761,0.04225352112676056,0.23943661971830985,0.9295774647887324,0.0,24.0,52.0,28.0,2.4000000000000004,33.33333333333331,62,7.027696615053094e-07,True,0.0092125030932948,113,47,"[0, 3, 5, 13, 17, 53, 57, 70]",65,101,3,39,True,0,39,0.197265625
train,maze,13,1,maze_13_seed1,0.0,71,4.276666119016055,8.426149773176359,0.42011834319526625,0.0,1.971830985915493,0.28933293780526953,0.056338028169014086,0.028169014084507043,0.2676056338028169,0.9436619718309859,0.0,44.0,50.0,32.0,0.0,33.33333333333331,50,0.0,True,0.008698194986209273,93,45,"[0, 2, 13, 15, 19, 21, 25, 33, 37, 45, 49, 53, 66, 70]",48,84,-2,34,True,0,34,0.1640625
train,maze,13,1,maze_13_seed1,0.05,71,4.276666119016055,8.426149773176359,0.42011834319526625,0.0,1.971830985915493,0.28933293780526953,0.056338028169014086,0.028169014084507043,0.2676056338028169,0.9436619718309859,0.0,44.0,50.0,32.0,2.2,33.33333333333331,69,6.774418880715094e-07,True,0.009806233923882246,130,63,"[0, 2, 13, 15, 19, 21, 25, 33, 37, 45, 49, 53, 66, 70]",63,99,-6,30,True,0,30,0.193359375
train,maze,13,1,maze_13_seed1,0.1,71,4.276666119016055,8.426149773176359,0.42011834319526625,0.0,1.971830985915493,0.28933293780526953,0.056338028169014086,0.028169014084507043,0.2676056338028169,0.9436619718309859,0.0,44.0,50.0,32.0,4.4,33.33333333333331,79,8.582579450332716e-07,True,0.010059959953650832,149,73,"[0, 2, 13, 15, 19, 21, 25, 33, 37, 45, 49, 53, 66, 70]",78,114,-1,35,True,0,35,0.22265625
train,maze,13,2,maze_13_seed2,0.0,71,4.276666119016055,8.426149773176359,0.42011834319526625,0.0,1.971830985915493,0.2356788807138241,0.04225352112676056,0.014084507042253521,0.23943661971830985,0.9577464788732394,0.0,40.0,58.0,22.0,0.0,33.33333333333331,58,0.0,True,0.008388718008063734,97,41,"[0, 8, 15, 17, 29, 31, 37, 39, 40, 42, 50, 54, 68, 70]",60,96,2,38,True,0,38,0.1875
train,maze,13,2,maze_13_seed2,0.05,71,4.276666119016055,8.426149773176359,0.42011834319526625,0.0,1.971830985915493,0.2356788807138241,0.04225352112676056,0.014084507042253521,0.23943661971830985,0.9577464788732394,0.0,40.0,58.0,22.0,2.0,33.33333333333331,78,9.038562783433065e-07,True,0.009699093061499298,134,58,"[0, 8, 15, 17, 29, 31, 37, 39, 40, 42, 50, 54, 68, 70]",74,110,-4,32,True,0,32,0.21484375
train,maze,13,2,maze_13_seed2,0.1,71,4.276666119016055,8.426149773176359,0.42011834319526625,0.0,1.971830985915493,0.2356788807138241,0.04225352112676056,0.014084507042253521,0.23943661971830985,0.9577464788732394,0.0,40.0,58.0,22.0,4.0,33.33333333333331,89,9.289908384183318e-07,True,0.00982433499302715,154,67,"[0, 8, 15, 17, 29, 31, 37, 39, 40, 42, 50, 54, 68, 70]",88,125,-1,36,True,0,36,0.244140625
train,maze,13,3,maze_13_seed3,0.0,71,4.276666119016055,8.426149773176359,0.42011834319526625,0.0,1.971830985915493,0.3344885094940258,0.07042253521126761,0.04225352112676056,0.2535211267605634,0.9295774647887324,0.0,40.0,50.0,20.0,0.0,33.33333333333331,44,0.0,True,0.008176540955901146,83,41,"[0, 2, 16, 20, 37, 39, 40, 42, 50, 52, 62, 64, 70]",50,86,6,42,True,0,42,0.16796875
train,maze,13,3,maze_13_seed3,0.05,71,4.276666119016055,8.426149773176359,0.42011834319526625,0.0,1.971830985915493,0.3344885094940258,0.07042253521126761,0.04225352112676056,0.2535211267605634,0.9295774647887324,0.0,40.0,50.0,20.0,2.0,33.33333333333331,62,8.571589922689545e-07,True,0.009429051075130701,118,59,"[0, 2, 16, 20, 37, 39, 40, 42, 50, 52, 62, 64, 70]",64,101,2,39,True,0,39,0.197265625
train,maze,13,3,maze_13_seed3,0.1,71,4.276666119016055,8.426149773176359,0.42011834319526625,0.0,1.971830985915493,0.3344885094940258,0.07042253521126761,0.04225352112676056,0.2535211267605634,0.9295774647887324,0.0,40.0,50.0,20.0,4.0,33.33333333333331,72,8.406477020143793e-07,True,0.009566609980538487,137,68,"[0, 2, 16, 20, 37, 39, 40, 42, 50, 52, 62, 64, 70]",79,115,7,43,True,0,43,0.224609375
train,maze,13,4,maze_13_seed4,0.0,71,4.276666119016055,8.426149773176359,0.42011834319526625,0.0,1.971830985915493,0.3344885094940258,0.07042253521126761,0.04225352112676056,0.2535211267605634,0.9295774647887324,0.0,24.0,56.0,32.0,0.0,33.33333333333331,32,0.0,True,0.007646495010703802,58,25,"[0, 8, 29, 31, 41, 45, 70]",39,76,7,44,True,0,44,0.1484375
train,maze,13,4,maze_13_seed4,0.05,71,4.276666119016055,8.426149773176359,0.42011834319526625,0.0,1.971830985915493,0.3344885094940258,0.07042253521126761,0.04225352112676056,0.2535211267605634,0.9295774647887324,0.0,24.0,56.0,32.0,1.2000000000000002,33.33333333333331,48,8.23097120021289e-07,True,0.008874841965734959,89,40,"[0, 8, 29, 31, 41, 45, 70]",51,88,3,40,True,0,40,0.171875
train,maze,13,4,maze_13_seed4,0.1,71,4.276666119016055,8.426149773176359,0.42011834319526625,0.0,1.971830985915493,0.3344885094940258,0.07042253521126761,0.04225352112676056,0.2535211267605634,0.9295774647887324,0.0,24.0,56.0,32.0,2.4000000000000004,33.33333333333331,56,9.784193935976145e-07,True,0.008961476036347449,104,47,"[0, 8, 29, 31, 41, 45, 70]",63,100,7,44,True,0,44,0.1953125
train,maze,13,5,maze_13_seed5,0.0,71,4.276666119016055,8.426149773176359,0.42011834319526625,0.0,1.971830985915493,0.3742346550869414,0.08450704225352113,0.056338028169014086,0.23943661971830985,0.9154929577464789,0.0,32.0,40.0,34.0,0.0,33.33333333333331,40,0.0,True,0.009159247973002493,74,33,"[0, 2, 25, 29, 30, 32, 67, 69, 70]",39,75,-1,35,True,0,35,0.146484375
train,maze,13,5,maze_13_seed5,0.05,71,4.276666119016055,8.426149773176359,0.42011834319526625,0.0,1.971830985915493,0.3742346550869414,0.08450704225352113,0.056338028169014086,0.23943661971830985,0.9154929577464789,0.0,32.0,40.0,34.0,1.6,33.33333333333331,58,7.997086075157609e-07,True,0.009235574048943818,109,49,"[0, 2, 25, 29, 30, 32, 67, 69, 70]",52,88,-6,30,True,0,30,0.171875
train,maze,13,5,maze_13_seed5,0.1,71,4.276666119016055,8.426149773176359,0.42011834319526625,0.0,1.971830985915493,0.3742346550869414,0.08450704225352113,0.056338028169014086,0.23943661971830985,0.9154929577464789,0.0,32.0,40.0,34.0,3.2,33.33333333333331,67,9.525773909484452e-07,True,0.009286367916502059,126,57,"[0, 2, 25, 29, 30, 32, 67, 69, 70]",65,101,-2,34,True,0,34,0.197265625
train,maze,15,0,maze_15_seed0,0.0,97,4.584967478670572,9.848857801796104,0.4311111111111111,0.0,1.9793814432989691,0.35112136836961655,0.07216494845360824,0.05154639175257732,0.1958762886597938,0.9278350515463918,0.0,56.0,82.0,30.0,0.0,33.33333333333331,82,0.0,True,0.011302357073873281,137,57,"[0, 17, 19, 47, 51, 61, 65, 72, 74, 78, 80, 86, 88, 91, 95, 96]",78,114,-4,32,True,0,32,0.22265625
train,maze,15,0,maze_15_seed0,0.05,97,4.584967478670572,9.848857801796104,0.4311111111111111,0.0,1.9793814432989691,0.35112136836961655,0.07216494845360824,0.05154639175257732,0.1958762886597938,0.9278350515463918,0.0,56.0,82.0,30.0,2.8000000000000003,33.33333333333331,105,5.51676517674368e-07,True,0.01277196709997952,180,77,"[0, 17, 19, 47, 51, 61, 65, 72, 74, 78, 80, 86, 88, 91, 95, 96]",94,131,-11,26,True,0,26,0.255859375
train,maze,15,0,maze_15_seed0,0.1,97,4.584967478670572,9.848857801796104,0.4311111111111111,0.0,1.9793814432989691,0.35112136836961655,0.07216494845360824,0.05154639175257732,0.1958762886597938,0.9278350515463918,0.0,56.0,82.0,30.0,5.6000000000000005,33.33333333333331,118,8.69230691317316e-07,True,0.013526116963475943,203,88,"[0, 17, 19, 47, 51, 61, 65, 72, 74, 78, 80, 86, 88, 91, 95, 96]",111,147,-7,29,True,0,29,0.287109375
train,maze,15,1,maze_15_seed1,0.0,97,4.584967478670572,9.848857801796104,0.4311111111111111,0.0,1.9793814432989691,0.3204179436684547,0.061855670103092786,0.041237113402061855,0.27835051546391754,0.9381443298969072,0.0,44.0,66.0,24.0,0.0,33.33333333333331,60,0.0,True,0.011241773958317935,103,45,"[0, 1, 3, 18, 20, 32, 36, 43, 45, 47, 51, 61, 63, 92, 96]",62,98,2,38,True,0,38,0.19140625
train,maze,15,1,maze_15_seed1,0.05,97,4.584967478670572,9.848857801796104,0.4311111111111111,0.0,1.9793814432989691,0.3204179436684547,0.061855670103092786,0.041237113402061855,0.27835051546391754,0.9381443298969072,0.0,44.0,66.0,24.0,2.2,33.33333333333331,80,8.0834132492995e-07,True,0.012169351917691529,141,63,"[0, 1, 3, 18, 20, 32, 36, 43, 45, 47, 51, 61, 63, 92, 96]",77,113,-3,33,True,0,33,0.220703125
train,maze,15,1,maze_15_seed1,0.1,97,4.584967478670572,9.848857801796104,0.4311111111111111,0.0,1.9793814432989691,0.3204179436684547,0.061855670103092786,0.041237113402061855,0.27835051546391754,0.9381443298969072,0.0,44.0,66.0,24.0,4.4,33.33333333333331,92,9.488204460641254e-07,True,0.012732701026834548,162,72,"[0, 1, 3, 18, 20, 32, 36, 43, 45, 47, 51, 61, 63, 92, 96]",92,128,0,36,True,0,36,0.25
train,maze,15,2,maze_15_seed2,0.0,97,4.584967478670572,9.848857801796104,0.4311111111111111,0.0,1.9793814432989691,0.35112136836961655,0.07216494845360824,0.05154639175257732,0.25773195876288657,0.9278350515463918,0.0,68.0,80.0,36.0,0.0,33.33333333333331,70,0.0,True,0.011459822999313474,137,69,"[0, 6, 7, 11, 16, 20, 22, 24, 29, 31, 34, 36, 37, 39, 46, 48, 53, 71, 75, 96]",76,112,6,42,True,0,42,0.21875
train,maze,15,2,maze_15_seed2,0.05,97,4.584967478670572,9.848857801796104,0.4311111111111111,0.0,1.9793814432989691,0.35112136836961655,0.07216494845360824,0.05154639175257732,0.25773195876288657,0.9278350515463918,0.0,68.0,80.0,36.0,3.4000000000000004,33.33333333333331,91,9.482974230396082e-07,True,0.01332823489792645,179,90,"[0, 6, 7, 11, 16, 20, 22, 24, 29, 31, 34, 36, 37, 39, 46, 48, 53, 71, 75, 96]",94,130,3,39,True,0,39,0.25390625
train,maze,15,2,maze_15_seed2,0.1,97,4.584967478670572,9.848857801796104,0.4311111111111111,0.0,1.9793814432989691,0.35112136836961655,0.07216494845360824,0.05154639175257732,0.25773195876288657,0.9278350515463918,0.0,68.0,80.0,36.0,6.800000000000001,33.33333333333331,104,8.699287386452174e-07,True,0.013604491017758846,204,102,"[0, 6, 7, 11, 16, 20, 22, 24, 29, 31, 34, 36, 37, 39, 46, 48, 53, 71, 75, 96]",113,149,9,45,True,0,45,0.291015625
train,maze,15,3,maze_15_seed3,0.0,97,4.584967478670572,9.848857801796104,0.4311111111111111,0.0,1.9793814432989691,0.3204179436684547,0.061855670103092786,0.041237113402061855,0.25773195876288657,0.9381443298969072,0.0,64.0,66.0,38.0,0.0,33.33333333333331,66,0.0,True,0.011524662026204169,129,65,"[0, 4, 5, 11, 33, 35, 43, 49, 51, 61, 63, 64, 66, 73, 75, 76, 78, 87, 89, 96]",68,105,2,39,True,0,39,0.205078125
train,maze,15,3,maze_15_seed3,0.05,97,4.584967478670572,9.848857801796104,0.4311111111111111,0.0,1.9793814432989691,0.3204179436684547,0.061855670103092786,0.041237113402061855,0.25773195876288657,0.9381443298969072,0.0,64.0,66.0,38.0,3.2,33.33333333333331,87,6.641311153353113e-07,True,0.012882546056061983,171,86,"[0, 4, 5, 11, 33, 35, 43, 49, 51, 61, 63, 64, 66, 73, 75, 76, 78, 87, 89, 96]",86,123,-1,36,True,0,36,0.240234375
train,maze,15,3,maze_15_seed3,0.1,97,4.584967478670572,9.848857801796104,0.4311111111111111,0.0,1.9793814432989691,0.3204179436684547,0.061855670103092786,0.041237113402061855,0.25773195876288657,0.9381443298969072,0.0,64.0,66.0,38.0,6.4,33.33333333333331,99,9.648611217593303e-07,True,0.013567311922088265,194,97,"[0, 4, 5, 11, 33, 35, 43, 49, 51, 61, 63, 64, 66, 73, 75, 76, 78, 87, 89, 96]",104,140,5,41,True,0,41,0.2734375
train,maze,15,4,maze_15_seed4,0.0,97,4.584967478670572,9.848857801796104,0.4311111111111111,0.0,1.9793814432989691,0.3793478245974041,0.08247422680412371,0.061855670103092786,0.26804123711340205,0.9175257731958762,0.0,44.0,64.0,24.0,0.0,33.33333333333331,56,0.0,True,0.010987863992340863,99,45,"[0, 3, 5, 16, 20, 29, 35, 42, 44, 47, 53, 58, 62, 96]",62,99,6,43,True,0,43,0.193359375
train,maze,15,4,maze_15_seed4,0.05,97,4.584967478670572,9.848857801796104,0.4311111111111111,0.0,1.9793814432989691,0.3793478245974041,0.08247422680412371,0.061855670103092786,0.26804123711340205,0.9175257731958762,0.0,44.0,64.0,24.0,2.2,33.33333333333331,76,7.467453339776475e-07,True,0.012466864078305662,137,63,"[0, 3, 5, 16, 20, 29, 35, 42, 44, 47, 53, 58, 62, 96]",77,114,1,38,True,0,38,0.22265625
train,maze,15,4,maze_15_seed4,0.1,97,4.584967478670572,9.848857801796104,0.4311111111111111,0.0,1.9793814432989691,0.3793478245974041,0.08247422680412371,0.061855670103092786,0.26804123711340205,0.9175257731958762,0.0,44.0,64.0,24.0,4.4,33.33333333333331,87,9.64204669863006e-07,True,0.012990206945687532,157,73,"[0, 3, 5, 16, 20, 29, 35, 42, 44, 47, 53, 58, 62, 96]",92,128,5,41,True,0,41,0.25
train,maze,15,5,maze_15_seed5,0.0,97,4.584967478670572,9.848857801796104,0.4311111111111111,0.0,1.9793814432989691,0.3204179436684547,0.061855670103092786,0.041237113402061855,0.26804123711340205,0.9381443298969072,0.0,28.0,76.0,48.0,0.0,33.33333333333331,48,0.0,True,0.01051218796055764,78,29,"[0, 2, 15, 17, 29, 31, 72, 74, 88, 96]",49,85,1,37,True,0,37,0.166015625
train,maze,15,5,maze_15_seed5,0.05,97,4.584967478670572,9.848857801796104,0.4311111111111111,0.0,1.9793814432989691,0.3204179436684547,0.061855670103092786,0.041237113402061855,0.26804123711340205,0.9381443298969072,0.0,28.0,76.0,48.0,1.4000000000000001,33.33333333333331,67,9.587273681449288e-07,True,0.011937747010961175,113,44,"[0, 2, 15, 17, 29, 31, 72, 74, 88, 96]",61,98,-6,31,True,0,31,0.19140625
train,maze,15,5,maze_15_seed5,0.1,97,4.584967478670572,9.848857801796104,0.4311111111111111,0.0,1.9793814432989691,0.3204179436684547,0.061855670103092786,0.041237113402061855,0.26804123711340205,0.9381443298969072,0.0,28.0,76.0,48.0,2.8000000000000003,33.33333333333331,77,7.039777005334341e-07,True,0.011886822991073132,131,52,"[0, 2, 15, 17, 29, 31, 72, 74, 88, 96]",74,110,-3,33,True,0,33,0.21484375
calibration,corridor,192,0,corridor_192,0.0,192,5.262690188904886,13.856406460551018,0.32989690721649484,4.169245870395218,1.9895833333333333,0.1015291077584267,0.010416666666666666,0.0,0.0,0.9895833333333334,0.0,191.0,191.0,95.0,0.0,33.33333333333331,0,0.0,True,0.01929585007019341,0,0,"[0, 191]",0,0,0,0,True,0,0,0.0
calibration,corridor,192,0,corridor_192,0.05,192,5.262690188904886,13.856406460551018,0.32989690721649484,4.169245870395218,1.9895833333333333,0.1015291077584267,0.010416666666666666,0.0,0.0,0.9895833333333334,0.0,191.0,191.0,95.0,9.55,33.33333333333331,0,0.0,True,0.002064774977043271,0,0,"[0, 191]",0,0,0,0,True,0,0,0.0
calibration,corridor,192,0,corridor_192,0.1,192,5.262690188904886,13.856406460551018,0.32989690721649484,4.169245870395218,1.9895833333333333,0.1015291077584267,0.010416666666666666,0.0,0.0,0.9895833333333334,0.0,191.0,191.0,95.0,19.1,33.33333333333331,0,0.0,True,0.0020261580357328057,0,0,"[0, 191]",0,0,0,0,True,0,0,0.0
calibration,open_room,18,0,open_room_18,0.0,324,5.783825182329737,18.0,0.81,0.0,3.7777777777777777,0.4444444444444444,0.0,0.9876543209876543,0.012345679012345678,0.0,0.8919753086419753,34.0,34.0,17.0,0.0,33.33333333333331,35,0.0,True,0.030975689995102584,66,35,"[0, 306, 323]",35,71,0,36,True,0,36,0.138671875
calibration,open_room,18,0,open_room_18,0.05,324,5.783825182329737,18.0,0.81,0.0,3.7777777777777777,0.4444444444444444,0.0,0.9876543209876543,0.012345679012345678,0.0,0.8919753086419753,34.0,34.0,17.0,1.7000000000000002,33.33333333333331,53,8.113301284149026e-07,True,0.033984625013545156,102,53,"[0, 306, 323]",48,84,-5,31,True,0,31,0.1640625
calibration,open_room,18,0,open_room_18,0.1,324,5.783825182329737,18.0,0.81,0.0,3.7777777777777777,0.4444444444444444,0.0,0.9876543209876543,0.012345679012345678,0.0,0.8919753086419753,34.0,34.0,17.0,3.4000000000000004,33.33333333333331,62,7.972608706144639e-07,True,0.03437825199216604,122,62,"[0, 306, 323]",62,98,0,36,True,0,36,0.19140625
calibration,four_rooms,17,0,four_rooms_17,0.0,260,5.564520407322694,16.1245154965971,0.7202216066481995,0.0,3.5076923076923077,0.6354423516327196,0.0,0.9230769230769231,0.06153846153846154,0.0,0.7576923076923077,32.0,32.0,24.0,0.0,33.33333333333331,33,0.0,True,0.02887201902922243,62,33,"[0, 113, 252, 259]",32,68,-1,35,True,0,35,0.1328125
calibration,four_rooms,17,0,four_rooms_17,0.05,260,5.564520407322694,16.1245154965971,0.7202216066481995,0.0,3.5076923076923077,0.6354423516327196,0.0,0.9230769230769231,0.06153846153846154,0.0,0.7576923076923077,32.0,32.0,24.0,1.6,33.33333333333331,51,9.568791782760476e-07,True,0.028990727034397423,98,51,"[0, 113, 252, 259]",45,81,-6,30,True,0,30,0.158203125
calibration,four_rooms,17,0,four_rooms_17,0.1,260,5.564520407322694,16.1245154965971,0.7202216066481995,0.0,3.5076923076923077,0.6354423516327196,0.0,0.9230769230769231,0.06153846153846154,0.0,0.7576923076923077,32.0,32.0,24.0,3.2,33.33333333333331,61,8.201730384949086e-07,True,0.028404933982528746,118,61,"[0, 113, 252, 259]",58,94,-3,33,True,0,33,0.18359375
calibration,maze,17,6,maze_17_seed6,0.0,127,4.852030263919617,11.269427669584644,0.43944636678200694,0.0,1.984251968503937,0.33164471950634156,0.06299212598425197,0.047244094488188976,0.28346456692913385,0.937007874015748,0.0,60.0,108.0,52.0,0.0,33.33333333333331,108,0.0,True,0.014181424980051816,167,61,"[0, 7, 13, 19, 21, 23, 25, 36, 42, 43, 45, 66, 68, 75, 77, 91, 93, 124, 126]",80,116,-28,8,True,0,8,0.2265625
calibration,maze,17,6,maze_17_seed6,0.05,127,4.852030263919617,11.269427669584644,0.43944636678200694,0.0,1.984251968503937,0.33164471950634156,0.06299212598425197,0.047244094488188976,0.28346456692913385,0.937007874015748,0.0,60.0,108.0,52.0,3.0,33.33333333333331,133,8.426122748764263e-07,True,0.016060624038800597,212,81,"[0, 7, 13, 19, 21, 23, 25, 36, 42, 43, 45, 66, 68, 75, 77, 91, 93, 124, 126]",97,134,-36,1,True,0,1,0.26171875
calibration,maze,17,6,maze_17_seed6,0.1,127,4.852030263919617,11.269427669584644,0.43944636678200694,0.0,1.984251968503937,0.33164471950634156,0.06299212598425197,0.047244094488188976,0.28346456692913385,0.937007874015748,0.0,60.0,108.0,52.0,6.0,33.33333333333331,148,9.858211474257328e-07,True,0.015828938921913505,238,93,"[0, 7, 13, 19, 21, 23, 25, 36, 42, 43, 45, 66, 68, 75, 77, 91, 93, 124, 126]",115,151,-33,3,True,0,3,0.294921875
calibration,maze,17,7,maze_17_seed7,0.0,127,4.852030263919617,11.269427669584644,0.43944636678200694,0.0,1.984251968503937,0.37614396574791137,0.07874015748031496,0.06299212598425197,0.29133858267716534,0.9212598425196851,0.0,56.0,88.0,48.0,0.0,33.33333333333331,88,0.0,True,0.01335928007028997,143,57,"[0, 4, 20, 22, 36, 38, 65, 69, 83, 87, 88, 92, 98, 100, 103, 105, 108, 115, 117, 126]",72,108,-16,20,True,0,20,0.2109375
calibration,maze,17,7,maze_17_seed7,0.05,127,4.852030263919617,11.269427669584644,0.43944636678200694,0.0,1.984251968503937,0.37614396574791137,0.07874015748031496,0.06299212598425197,0.29133858267716534,0.9212598425196851,0.0,56.0,88.0,48.0,2.8000000000000003,33.33333333333331,111,8.984979311496884e-07,True,0.015519590000621974,186,77,"[0, 4, 20, 22, 36, 38, 65, 69, 83, 87, 88, 92, 98, 100, 103, 105, 108, 115, 117, 126]",89,125,-22,14,True,0,14,0.244140625
calibration,maze,17,7,maze_17_seed7,0.1,127,4.852030263919617,11.269427669584644,0.43944636678200694,0.0,1.984251968503937,0.37614396574791137,0.07874015748031496,0.06299212598425197,0.29133858267716534,0.9212598425196851,0.0,56.0,88.0,48.0,5.6000000000000005,33.33333333333331,125,9.067814872538327e-07,True,0.015376048046164215,211,88,"[0, 4, 20, 22, 36, 38, 65, 69, 83, 87, 88, 92, 98, 100, 103, 105, 108, 115, 117, 126]",106,142,-19,17,True,0,17,0.27734375
