map_family,map_size,map,method_spec,method,task_count,goal_source,n_states,n_boundary,state_compression_ratio,transition_nnz_proxy,kernel_nnz,construction_time_sec,kernel_time_sec,upfront_time_sec,full_total_time_sec,graph_replan_time_sec,graph_total_time_sec,amortized_speedup_vs_full_vi,planning_only_speedup_vs_full_vi,break_even_task_count_estimate,full_backup_count,smdp_edge_backup_count,backup_compression_ratio,start_gap_mean,start_gap_max
corridor,256,corridor_256,graph_rd_surrogate_joint,graph_rd_surrogate_joint,25,all_states,256,101,2.5346534653465347,3064,20000,4.947054021991789,68.94351854600245,73.89057256799424,54.656324115989264,1207.2202082209697,1281.110780788964,0.0426632301714997,0.04527452716893633,inf,7059456,59428400,0.11878926573826655,2.858087100321427e-12,7.116085498637403e-11
corridor,256,corridor_256,graph_rd_surrogate_joint,graph_rd_surrogate_joint,50,all_states,256,101,2.5346534653465347,3064,20000,4.947054021991789,68.94351854600245,73.89057256799424,94.04107308897073,2032.5930899688683,2106.4836625368625,0.04464362803351438,0.046266551604980166,inf,12324864,102939200,0.11972954909305687,1.4493650724034523e-12,7.116085498637403e-11
corridor,256,corridor_256,graph_rd_surrogate_joint,graph_rd_surrogate_joint,100,all_states,256,101,2.5346534653465347,3064,20000,4.947054021991789,68.94351854600245,73.89057256799424,159.555915108911,3511.254560775036,3585.1451333430305,0.04450472970396329,0.04544128383380223,inf,24456192,204211900,0.11975889749813796,2.7258479917691147e-11,9.957545898942044e-11
corridor,256,corridor_256,turn_articulation,turn_articulation,1,all_states,256,101,2.5346534653465347,3064,20000,0.0047149429738055915,73.2618898480141,73.26660479098791,1.8210839059902355,54.698879036004655,127.96548382699257,0.014231055527850884,0.03329289261652942,inf,314368,2676500,0.11745488511115262,7.116085498637403e-11,7.116085498637403e-11
corridor,256,corridor_256,turn_articulation,turn_articulation,5,all_states,256,101,2.5346534653465347,3064,20000,0.0047149429738055915,73.2618898480141,73.26660479098791,9.138193851977121,258.6206290519913,331.8872338429792,0.0275340324066232,0.035334357840959556,inf,1551360,13190600,0.11761102603369065,1.4233236811378448e-11,7.116085498637403e-11
corridor,256,corridor_256,turn_articulation,turn_articulation,10,all_states,256,101,2.5346534653465347,3064,20000,0.0047149429738055915,73.2618898480141,73.26660479098791,20.653609606000828,538.3191459559894,611.5857507469773,0.03377058667697043,0.038366849407376225,inf,3035136,25714600,0.11803162405792818,7.119282940948324e-12,7.116085498637403e-11
corridor,256,corridor_256,turn_articulation,turn_articulation,25,all_states,256,101,2.5346534653465347,3064,20000,0.0047149429738055915,73.2618898480141,73.26660479098791,52.737085648055654,1319.7079396059853,1392.9745443969732,0.03785933193121332,0.03996117933775631,inf,7059456,59428400,0.11878926573826655,2.858087100321427e-12,7.116085498637403e-11
corridor,256,corridor_256,turn_articulation,turn_articulation,50,all_states,256,101,2.5346534653465347,3064,20000,0.0047149429738055915,73.2618898480141,73.26660479098791,95.6583799070504,2376.072063986998,2449.3386687779857,0.03905477879658671,0.040259039848537966,inf,12324864,102939200,0.11972954909305687,1.4493650724034523e-12,7.116085498637403e-11
corridor,256,corridor_256,turn_articulation,turn_articulation,100,all_states,256,101,2.5346534653465347,3064,20000,0.0047149429738055915,73.2618898480141,73.26660479098791,166.89316309907008,4232.911488751939,4306.178093542927,0.03875667923473133,0.03942751071987995,inf,24456192,204211900,0.11975889749813796,2.7258479917691147e-11,9.957545898942044e-11
corridor,512,corridor_512,endpoints,endpoints,1,all_states,512,101,5.069306930693069,6136,20000,7.935098255984485e-05,330.40854867899907,330.4086280299816,7.312934196001152,97.60920315401745,428.0178311839991,0.017085583036977308,0.07492053986407492,inf,1169408,5241900,0.2230885747534291,2.119762143593107e-10,2.119762143593107e-10
corridor,512,corridor_512,endpoints,endpoints,5,all_states,512,101,5.069306930693069,6136,20000,7.935098255984485e-05,330.40854867899907,330.4086280299816,33.52435980600421,455.89757399301743,786.3062020229991,0.042635247845881345,0.07353485019097222,inf,5777408,25866100,0.22335829522038497,4.2399150856908816e-11,2.119762143593107e-10
corridor,512,corridor_512,endpoints,endpoints,10,all_states,512,101,5.069306930693069,6136,20000,7.935098255984485e-05,330.40854867899907,330.4086280299816,65.17325278598582,872.3698721209948,1202.7785001509765,0.05418558178235234,0.0747082801329784,inf,11300864,50449500,0.224003488637152,2.1210944112226572e-11,2.119762143593107e-10
corridor,512,corridor_512,endpoints,endpoints,25,all_states,512,101,5.069306930693069,6136,20000,7.935098255984485e-05,330.40854867899907,330.4086280299816,146.5226562420139,1902.327265369997,2232.7358933999785,0.0656247148062332,0.07702284402337875,inf,26259456,116503500,0.2253962842318042,8.52814707741345e-12,2.119762143593107e-10
corridor,512,corridor_512,endpoints,endpoints,50,all_states,512,101,5.069306930693069,6136,20000,7.935098255984485e-05,330.40854867899907,330.4086280299816,248.7906115060032,3179.233895162848,3509.6425231928297,0.07088773567732783,0.07825489401221282,inf,45672448,200505200,0.22778685041584956,4.314806290039996e-12,2.119762143593107e-10
corridor,512,corridor_512,endpoints,endpoints,100,all_states,512,101,5.069306930693069,6136,20000,7.935098255984485e-05,330.40854867899907,330.4086280299816,484.44835031803814,5984.479513864848,6314.8881418948295,0.07671527023639024,0.08095079099120779,inf,90701824,397990500,0.2278994699622227,6.01888494600189e-11,2.119762143593107e-10
corridor,512,corridor_512,betweenness_sqrt,betweenness_23,1,all_states,512,117,4.3760683760683765,6136,26912,0.4048637320229318,358.97542646099464,359.3802901930176,6.716827428987017,114.77508928300813,474.1553794760257,0.014165878359135296,0.05852164847744021,inf,1169408,7043868,0.16601787540595594,2.119762143593107e-10,2.119762143593107e-10
corridor,512,corridor_512,betweenness_sqrt,betweenness_23,5,all_states,512,117,4.3760683760683765,6136,26912,0.4048637320229318,358.97542646099464,359.3802901930176,33.131486551021226,540.9348108439881,900.3151010370057,0.036799878745629774,0.06124857540472974,inf,5777408,34757892,0.16621859576524375,4.2399150856908816e-11,2.119762143593107e-10
corridor,512,corridor_512,betweenness_sqrt,betweenness_23,10,all_states,512,117,4.3760683760683765,6136,26912,0.4048637320229318,358.97542646099464,359.3802901930176,65.38732641199022,1060.0196650029393,1419.3999551959569,0.0460668792982758,0.061685012618901656,inf,11300864,67792140,0.16669873528111076,2.1210944112226572e-11,2.119762143593107e-10
corridor,512,corridor_512,betweenness_sqrt,betweenness_23,25,all_states,512,117,4.3760683760683765,6136,26912,0.4048637320229318,358.97542646099464,359.3802901930176,144.25387342297472,2287.5346096799767,2646.9148998729943,0.05449887090434845,0.06306084848401733,inf,26259456,156553020,0.16773522478199399,8.52814707741345e-12,2.119762143593107e-10
corridor,512,corridor_512,betweenness_sqrt,betweenness_23,50,all_states,512,117,4.3760683760683765,6136,26912,0.4048637320229318,358.97542646099464,359.3802901930176,239.59776733606122,3793.5450226289104,4152.925312821928,0.05769373376311785,0.06315933141872164,inf,45672448,269431344,0.16951423439434724,4.314806290039996e-12,2.119762143593107e-10
corridor,512,corridor_512,betweenness_sqrt,betweenness_23,100,all_states,512,117,4.3760683760683765,6136,26912,0.4048637320229318,358.97542646099464,359.3802901930176,460.31305161700584,7515.432276621927,7874.812566814944,0.05845384226118598,0.061249045254374856,inf,90701824,534804660,0.16959804351742186,6.01888494600189e-11,2.119762143593107e-10
corridor,512,corridor_512,graph_rd_surrogate_joint,graph_rd_surrogate_joint,1,all_states,512,101,5.069306930693069,6136,20000,19.712300927989418,430.23908711300464,449.95138804099406,11.509695155982627,145.20190565200755,595.1532936930016,0.019339043029676456,0.07926683265140394,inf,1169408,5241900,0.2230885747534291,2.119762143593107e-10,2.119762143593107e-10
corridor,512,corridor_512,graph_rd_surrogate_joint,graph_rd_surrogate_joint,5,all_states,512,101,5.069306930693069,6136,20000,19.712300927989418,430.23908711300464,449.95138804099406,64.3163386429951,670.5479812999838,1120.4993693409779,0.057399709810477435,0.09591608719529025,inf,5777408,25866100,0.22335829522038497,4.2399150856908816e-11,2.119762143593107e-10
corridor,512,corridor_512,graph_rd_surrogate_joint,graph_rd_surrogate_joint,10,all_states,512,101,5.069306930693069,6136,20000,19.712300927989418,430.23908711300464,449.95138804099406,123.69304334899061,1294.3195958889846,1744.2709839299787,0.07091389152750827,0.0955660748256182,inf,11300864,50449500,0.224003488637152,2.1210944112226572e-11,2.119762143593107e-10
corridor,512,corridor_512,graph_rd_surrogate_joint,graph_rd_surrogate_joint,25,all_states,512,101,5.069306930693069,6136,20000,19.712300927989418,430.23908711300464,449.95138804099406,292.8887769700377,3029.974175852898,3479.925563893892,0.08416524192612539,0.09666378654451514,inf,26259456,116503500,0.2253962842318042,8.52814707741345e-12,2.119762143593107e-10
corridor,512,corridor_512,graph_rd_surrogate_joint,graph_rd_surrogate_joint,50,all_states,512,101,5.069306930693069,6136,20000,19.712300927989418,430.23908711300464,449.95138804099406,468.9913263290073,4858.813548551843,5308.764936592837,0.08834283151176885,0.09652383686729221,inf,45672448,200505200,0.22778685041584956,4.314806290039996e-12,2.119762143593107e-10
corridor,512,corridor_512,graph_rd_surrogate_joint,graph_rd_surrogate_joint,100,all_states,512,101,5.069306930693069,6136,20000,19.712300927989418,430.23908711300464,449.95138804099406,704.600922600046,7697.804972502898,8147.756360543892,0.08647790771114951,0.09153270641656033,inf,90701824,397990500,0.2278994699622227,6.01888494600189e-11,2.119762143593107e-10
corridor,512,corridor_512,turn_articulation,turn_articulation,1,all_states,512,101,5.069306930693069,6136,20000,0.010467451997101307,259.40979466901626,259.42026212101337,8.208427564997692,108.73560506198555,368.1558671829989,0.022296066141239943,0.07548978607622053,inf,1169408,5241900,0.2230885747534291,2.119762143593107e-10,2.119762143593107e-10
corridor,512,corridor_512,turn_articulation,turn_articulation,5,all_states,512,101,5.069306930693069,6136,20000,0.010467451997101307,259.40979466901626,259.42026212101337,48.84708668998792,574.7006982679886,834.120960389002,0.058561154808059866,0.08499569747731547,inf,5777408,25866100,0.22335829522038497,4.2399150856908816e-11,2.119762143593107e-10
corridor,512,corridor_512,turn_articulation,turn_articulation,10,all_states,512,101,5.069306930693069,6136,20000,0.010467451997101307,259.40979466901626,259.42026212101337,97.14864009496523,1144.6928688579355,1404.113130978949,0.06918861304803346,0.08486873880143134,inf,11300864,50449500,0.224003488637152,2.1210944112226572e-11,2.119762143593107e-10
corridor,512,corridor_512,turn_articulation,turn_articulation,25,all_states,512,101,5.069306930693069,6136,20000,0.010467451997101307,259.40979466901626,259.42026212101337,231.25272761294036,2605.069800770929,2864.490062891942,0.08073085349769774,0.0887702615663138,inf,26259456,116503500,0.2253962842318042,8.52814707741345e-12,2.119762143593107e-10
corridor,512,corridor_512,turn_articulation,turn_articulation,50,all_states,512,101,5.069306930693069,6136,20000,0.010467451997101307,259.40979466901626,259.42026212101337,391.6613374100125,4377.143004962942,4636.563267083955,0.08447233755883539,0.08947876205231006,inf,45672448,200505200,0.22778685041584956,4.314806290039996e-12,2.119762143593107e-10
corridor,512,corridor_512,turn_articulation,turn_articulation,100,all_states,512,101,5.069306930693069,6136,20000,0.010467451997101307,259.40979466901626,259.42026212101337,662.2777941829991,7600.008314069011,7859.428576190025,0.0842653874595102,0.0871417196948326,inf,90701824,397990500,0.2278994699622227,6.01888494600189e-11,2.119762143593107e-10
open_room,24,open_room_24,endpoints,endpoints,1,all_states,576,101,5.702970297029703,9200,271520,9.392498759552836e-05,431.6141250139917,431.6142189389793,1.0187070200045127,11.440743919985835,443.05496285896515,0.002299279108467613,0.08904202621168135,inf,177408,585800,0.30284738818709456,0.08591132965266723,0.08591132965266723
open_room,24,open_room_24,endpoints,endpoints,5,all_states,576,101,5.702970297029703,9200,271520,9.392498759552836e-05,431.6141250139917,431.6142189389793,5.358085443003802,50.18798533602967,481.802204275009,0.011120923473287905,0.10676032136235727,inf,822528,2555300,0.3218909717058662,0.024632586101558253,0.08591132965266723
open_room,24,open_room_24,endpoints,endpoints,10,all_states,576,101,5.702970297029703,9200,271520,9.392498759552836e-05,431.6141250139917,431.6142189389793,11.08950328596984,103.65546008999809,535.2696790289774,0.02071760034322717,0.10698426572359489,inf,1628928,5019700,0.3245070422535211,0.10248694673908623,0.2817792752997814
