src_state,dst_state,src,dst,option,hit_probability,gamma_terminal,expected_tau,reward
75,52,"(7, 13)","(5, 13)",N,0.9336206896551723,0.8775359111264208,2.0344827586206895,-2.339635876635561
75,69,"(7, 13)","(7, 7)",N,0.0027777777777777844,2.5483087134474105e-05,351.00000000000034,-2.339635876635561
75,75,"(7, 13)","(7, 13)",N,0.06360153256704981,0.05224952948737775,25.28749480681352,-2.339635876635561
76,54,"(7, 15)","(5, 15)",N,0.9336206896551723,0.8775359111264208,2.0344827586206895,-2.3296883447861996
76,76,"(7, 15)","(7, 15)",N,0.06221264367816092,0.05224754886348798,15.337023174325093,-2.3296883447861996
76,80,"(7, 15)","(7, 19)",N,0.004166666666666671,0.00032588966650507856,151.00000000000006,-2.3296883447861996
80,57,"(7, 19)","(5, 19)",N,0.9336206896551723,0.8775359111264208,2.0344827586206895,-2.3296883447861996
80,76,"(7, 19)","(7, 15)",N,0.00416666666666667,0.00032588966650507856,151.00000000000006,-2.3296883447861996
80,80,"(7, 19)","(7, 19)",N,0.06221264367816092,0.05224754886348798,15.337023174325093,-2.3296883447861996
0,0,"(1, 1)","(1, 1)",S,0.06221264367816093,0.05224754886348798,15.337023174325093,-2.3296883447861996
0,4,"(1, 1)","(1, 5)",S,0.004166666666666671,0.00032588966650507856,151.00000000000009,-2.3296883447861996
0,23,"(1, 1)","(3, 1)",S,0.9336206896551723,0.8775359111264208,2.0344827586206895,-2.3296883447861996
4,0,"(1, 5)","(1, 1)",S,0.00416666666666667,0.00032588966650507856,151.00000000000009,-2.3296883447861996
4,4,"(1, 5)","(1, 5)",S,0.06221264367816093,0.05224754886348798,15.337023174325092,-2.3296883447861996
4,26,"(1, 5)","(3, 5)",S,0.9336206896551723,0.8775359111264208,2.0344827586206895,-2.3296883447861996
5,5,"(1, 7)","(1, 7)",S,0.06360153256704981,0.05224952948737775,25.28749480681352,-2.339635876635561
5,11,"(1, 7)","(1, 13)",S,0.002777777777777785,2.5483087134474105e-05,351.0000000000003,-2.339635876635561
5,28,"(1, 7)","(3, 7)",S,0.9336206896551723,0.8775359111264208,2.0344827586206895,-2.339635876635561
11,5,"(1, 13)","(1, 7)",S,0.0027777777777777844,2.5483087134474105e-05,351.00000000000034,-2.339635876635561
11,11,"(1, 13)","(1, 13)",S,0.06360153256704981,0.05224952948737775,25.28749480681352,-2.339635876635561
11,32,"(1, 13)","(3, 13)",S,0.9336206896551723,0.8775359111264208,2.0344827586206895,-2.339635876635561
12,12,"(1, 15)","(1, 15)",S,0.06221264367816093,0.05224754886348798,15.337023174325093,-2.3296883447861996
12,16,"(1, 15)","(1, 19)",S,0.004166666666666671,0.00032588966650507856,151.00000000000009,-2.3296883447861996
12,34,"(1, 15)","(3, 15)",S,0.9336206896551723,0.8775359111264208,2.0344827586206895,-2.3296883447861996
16,12,"(1, 19)","(1, 15)",S,0.00416666666666667,0.00032588966650507856,151.00000000000009,-2.3296883447861996
16,16,"(1, 19)","(1, 19)",S,0.06221264367816093,0.05224754886348798,15.337023174325092,-2.3296883447861996
16,37,"(1, 19)","(3, 19)",S,0.9336206896551723,0.8775359111264208,2.0344827586206895,-2.3296883447861996
23,0,"(3, 1)","(1, 1)",S,0.00028735632183908046,0.00027009415547135147,2.0344827586206895,-1.2760651437476627
23,23,"(3, 1)","(3, 1)",S,0.9913793103448276,0.9572549925303162,1.2692653673163419,-1.2760651437476627
