map,slip,map_size,maze_seed,n_states,n_candidates,top_state,teacher_time_sec,max_violation_reduction
maze_9_seed3_goal0,0.05,9,3,31,14,1,1.1019356589531526,116.589459288558
maze_9_seed3_goal0,0.1,9,3,31,14,1,1.2541604220168665,116.589459288558
maze_9_seed3_goal1,0,9,3,31,13,1,0.6227500309469178,77.72630619237201
maze_9_seed3_goal1,0.05,9,3,31,13,1,1.0072376260068268,116.589459288558
maze_9_seed3_goal1,0.1,9,3,31,13,1,1.2309856901410967,116.589459288558
maze_9_seed4_goal0,0,9,4,31,14,1,0.6301374661270529,77.72630619237201
maze_9_seed4_goal0,0.05,9,4,31,14,1,1.1319498720113188,116.589459288558
maze_9_seed4_goal0,0.1,9,4,31,14,1,1.2979555280180648,116.589459288558
maze_9_seed4_goal1,0,9,4,31,14,1,0.7616072919918224,77.72630619237201
maze_9_seed4_goal1,0.05,9,4,31,14,1,1.2137326650554314,116.589459288558
maze_9_seed4_goal1,0.1,9,4,31,14,1,1.4115170099539682,116.589459288558
maze_9_seed5_goal0,0,9,5,31,15,1,0.4635513819521293,77.72630619237201
maze_9_seed5_goal0,0.05,9,5,31,15,1,0.7518770539900288,116.589459288558
maze_9_seed5_goal0,0.1,9,5,31,15,1,0.9907840000232682,116.589459288558
maze_9_seed5_goal1,0,9,5,31,15,1,0.6680077950004488,77.72630619237201
maze_9_seed5_goal1,0.05,9,5,31,15,1,1.0090175599325448,116.589459288558
maze_9_seed5_goal1,0.1,9,5,31,15,1,1.15197744499892,116.589459288558
open_room_11_goal0,0,11,0,121,17,55,2.465536876115948,38.86315309618601
open_room_11_goal0,0.05,11,0,121,17,1,4.120060126064345,99.06440518772857
open_room_11_goal0,0.1,11,0,121,17,1,4.893833369016647,102.26675880416269
open_room_11_goal1,0,11,0,121,20,44,2.4048111439915374,38.86315309618601
open_room_11_goal1,0.05,11,0,121,20,1,3.731857537990436,99.06440518772854
open_room_11_goal1,0.1,11,0,121,20,1,4.463829786051065,102.26675880416573
open_room_13_goal0,0,13,0,169,20,78,4.005009504966438,38.86315309618601
open_room_13_goal0,0.05,13,0,169,20,14,6.325970146921463,66.96160609167006
open_room_13_goal0,0.1,13,0,169,20,14,7.251474645920098,69.01261211698417
open_room_13_goal1,0,13,0,169,24,78,4.149716288084164,38.86315309618601
open_room_13_goal1,0.05,13,0,169,24,154,5.977947368053719,98.9896171679859
open_room_13_goal1,0.1,13,0,169,24,154,7.0771545809693635,102.11166843618366
open_room_7_goal0,0,7,0,49,10,42,0.6090667778626084,38.86315309618601
open_room_7_goal0,0.05,7,0,49,10,1,1.2863537688972428,99.11329405183983
open_room_7_goal0,0.1,7,0,49,10,1,1.3707255270564929,102.36612237922871
open_room_7_goal1,0,7,0,49,12,36,0.7232849489664659,38.86315309618601
open_room_7_goal1,0.05,7,0,49,12,1,1.1646882350323722,99.11329415673637
open_room_7_goal1,0.1,7,0,49,12,1,1.292910396005027,102.36612210869538
open_room_9_goal0,0,9,0,81,12,36,1.3259951299987733,38.86315309618601
open_room_9_goal0,0.05,9,0,81,12,79,2.2941126318182796,99.01551630342198
open_room_9_goal0,0.1,9,0,81,12,79,2.7931026810547337,102.16739452250204
open_room_9_goal1,0,9,0,81,16,36,1.4252899029524997,38.86315309618601
open_room_9_goal1,0.05,9,0,81,16,70,2.221362951095216,99.01385042297619
open_room_9_goal1,0.1,9,0,81,16,70,2.6993775840383023,102.16045550958847
