map,slip,gamma,candidate_kind,candidate_top_fraction,residual_kind,residual_top_fraction,soft_kind,soft_top_fraction,local_horizon,hidden_threshold,soft_threshold,residual_threshold,residual_threshold_mode,residual_reward_weight,residual_hit_weight,value_scale_task,soft_cost_weight,n_states,n_boundary,n_candidate_boundary,n_pair_options,n_edges_valid,invalid_hidden_count,hidden_mass_total,hidden_mass_max,soft_cost_all_total,soft_cost_valid_total,soft_cost_max,soft_over_threshold_count,model_residual_valid_total,model_residual_max,residual_threshold_metric_valid_total,residual_threshold_metric_max,residual_backup_value_norm_valid_total,residual_backup_value_norm_max,beta_global,l_gamma_row_max,residual_hidden_mass_max,residual_over_threshold_count,feasible,start_value_smdp,start_value_primitive,start_gap,value_gap_max,start_best_option,policy_tv_total,policy_regions_total,policy_tv_mean,policy_regions_mean,target_policy_tv_total,target_policy_regions_total,target_policy_tv_mean,target_policy_regions_mean,hard_split_candidate_state,hard_split_candidate_coord,hard_split_candidate_score,residual_split_candidate_state,residual_split_candidate_coord,residual_split_candidate_score,soft_split_candidate_state,soft_split_candidate_coord,soft_split_candidate_score,description_length_proxy,step,split_candidate_state,split_candidate_score,split_candidate_source,split_candidate_coord,stop_reason
maze,0.05,0.97,articulation_only,0.15,turn_articulation,0.15,combined,0.15,999.0,1e-06,1e-06,1.2,raw,0.05,0.0,23.006540118833655,1.0,81,3,3,6,6,0,0.0,0.0,7.821078780419381,7.821078780419381,3.3228233321798095,6,4.226174693174264,1.3325849410068216,4.226174693174264,1.3325849410068216,11.37239724534993,2.1755860363022212,0.9409130334167652,21.884920000368876,0.9999999999999998,3,True,-23.006540118862866,-23.006540118833655,2.921041186709772e-11,2.921041186709772e-11,fb_000_to_002,374.5333333333334,194.0,62.42222222222224,32.333333333333336,187.2666666666667,97.0,62.42222222222224,32.333333333333336,,,0.0,55,"(5, 17)",1.312310559548226,63,"(6, 19)",3.03376485147722,109.30058680692699,1,55,1.312310559548226,model_residual,"(5, 17)",continue
maze,0.05,0.97,articulation_only,0.15,turn_articulation,0.15,combined,0.15,999.0,1e-06,1e-06,1.2,raw,0.05,0.0,23.006540118833655,1.0,81,4,4,12,12,0,0.0,0.0,11.3902015893601,11.3902015893601,3.3170269147453415,11,6.044009173998327,1.332341378513948,6.044009173998327,1.332341378513948,24.1229753657893,2.1755860363022212,0.9409300723389595,21.872741875725197,0.9999999999999998,4,True,-23.00654011886263,-23.006540118833655,2.8975932764296886e-11,2.8975932764296886e-11,fb_000_to_003,752.8000000000001,390.0,62.73333333333334,32.5,250.9333333333334,130.0,62.73333333333335,32.5,,,0.0,4,"(1, 5)",2.400487291471613,63,"(6, 19)",4.050218258207794,152.2208774300251,2,4,2.400487291471613,model_residual,"(1, 5)",continue
maze,0.05,0.97,articulation_only,0.15,turn_articulation,0.15,combined,0.15,999.0,1e-06,1e-06,1.2,raw,0.05,0.0,23.006540118833655,1.0,81,5,5,20,20,0,0.0,0.0,13.412237953678844,13.412237953678844,3.3170269105660495,14,9.45290722564558,1.3128956034056294,9.45290722564558,1.3128956034056294,37.814998452762744,2.1755860363022212,0.9409300723389595,21.58510958422026,0.9999999052963129,6,True,-23.006540118862862,-23.006540118833655,2.920685915341892e-11,2.920685915341892e-11,fb_000_to_004,1250.9333333333338,648.0,62.546666666666695,32.4,312.7333333333334,162.0,62.54666666666668,32.4,,,0.0,26,"(3, 5)",3.8052070690552524,63,"(6, 19)",5.066946215736377,196.4118118459911,3,26,3.8052070690552524,model_residual,"(3, 5)",continue
maze,0.05,0.97,articulation_only,0.15,turn_articulation,0.15,combined,0.15,999.0,1e-06,1e-06,1.2,raw,0.05,0.0,23.006540118833655,1.0,81,6,6,30,30,0,0.0,0.0,15.434274325000818,15.434274325000818,3.31702691056605,17,11.78533850628012,1.3128956034056294,11.78533850628012,1.3128956034056294,58.86931386948913,2.1755860363022212,0.9409300723389595,21.58510958422026,0.9996923076923078,7,True,-23.006540118862628,-23.006540118833655,2.8972380050618085e-11,2.8972380050618085e-11,fb_000_to_005,1882.0000000000007,975.0,62.733333333333356,32.5,376.4000000000001,195.0,62.73333333333335,32.5,,,0.0,35,"(3, 17)",3.7527974497222205,63,"(6, 19)",6.083674246181333,242.49961283128096,4,35,3.7527974497222205,model_residual,"(3, 17)",continue
maze,0.05,0.97,articulation_only,0.15,turn_articulation,0.15,combined,0.15,999.0,1e-06,1e-06,1.2,raw,0.05,0.0,23.006540118833655,1.0,81,7,7,42,42,0,0.0,0.0,17.45577804216145,17.45577804216145,3.31702691056605,20,14.332914543520218,1.3128956034056294,14.332914543520218,1.3128956034056294,84.48279959930161,2.2372120518668632,0.9409300723389595,21.58510958422026,0.9996923076923079,8,True,-23.006540118862628,-23.006540118833655,2.8972380050618085e-11,2.8972380050618085e-11,fb_000_to_006,2629.2000000000003,1362.0,62.60000000000001,32.42857142857143,438.2000000000001,227.0,62.600000000000016,32.42857142857143,,,0.0,28,"(3, 7)",4.931683735847367,63,"(6, 19)",7.100402276626614,290.0286925856817,5,28,4.931683735847367,model_residual,"(3, 7)",continue
maze,0.05,0.97,articulation_only,0.15,turn_articulation,0.15,combined,0.15,999.0,1e-06,1e-06,1.2,raw,0.05,0.0,23.006540118833655,1.0,81,8,8,56,56,0,0.0,0.0,19.477809899464823,19.477809899464823,3.31702691056605,23,17.09255415063697,1.3128956034056294,17.09255415063697,1.3128956034056294,114.7506089167955,2.344882063905985,0.9409300723389595,21.58510958422026,0.9996923076923079,9,True,-23.00654011886286,-23.006540118833655,2.920330643974012e-11,2.920330643974012e-11,fb_000_to_007,3513.0666666666675,1820.0,62.73333333333335,32.5,501.8666666666668,260.0,62.73333333333335,32.5,,,0.0,37,"(3, 19)",4.854786465188866,63,"(6, 19)",8.11713030707189,340.7436973834351,6,37,4.854786465188866,model_residual,"(3, 19)",continue
maze,0.05,0.97,articulation_only,0.15,turn_articulation,0.15,combined,0.15,999.0,1e-06,1e-06,1.2,raw,0.05,0.0,23.006540118833655,1.0,81,9,9,72,72,0,0.0,0.0,21.499841756768223,21.499841756768223,3.31702691056605,26,20.059882744420424,1.3128956034056296,20.059882744420424,1.3128956034056296,149.77159719553745,2.475087754030559,0.9409300723389595,21.585109584220252,0.9996923076923075,1,True,-23.006540118862855,-23.006540118833655,2.919975372606132e-11,2.919975372606132e-11,fb_000_to_008,4524.266666666667,2344.0,62.83703703703705,32.55555555555556,565.5333333333334,293.0,62.83703703703705,32.55555555555556,,,0.0,23,"(3, 1)",1.2902663172265785,63,"(6, 19)",9.13385833751717,393.7663911678553,7,23,1.2902663172265785,model_residual,"(3, 1)",continue
maze,0.05,0.97,articulation_only,0.15,turn_articulation,0.15,combined,0.15,999.0,1e-06,1e-06,1.2,raw,0.05,0.0,23.006540118833655,1.0,81,10,10,90,90,0,0.0,0.0,29.102645490498848,29.102645490498848,6.225683003690131,30,24.451623683749087,1.3127126609378328,24.451623683749087,1.3127126609378328,186.06691994299388,2.475087754030559,0.9409300723389595,20.902385625185588,0.9996923076923075,2,True,-23.006540118862628,-23.006540118833655,2.8972380050618085e-11,2.8972380050618085e-11,fb_000_to_009,5662.800000000001,2934.0,62.92000000000001,32.6,629.1999999999999,326.0,62.919999999999995,32.6,,,0.0,25,"(3, 3)",1.3123087493498518,63,"(6, 19)",10.134162463260585,455.8942691742479,8,25,1.3123087493498518,model_residual,"(3, 3)",continue
maze,0.05,0.97,articulation_only,0.15,turn_articulation,0.15,combined,0.15,999.0,1e-06,1e-06,1.2,raw,0.05,0.0,23.006540118833655,1.0,81,11,11,110,110,0,0.0,0.0,44.17549565768901,44.17549565768901,6.225683003690131,34,31.426781890732677,1.2988294769207664,31.426781890732677,1.2988294769207664,227.5624021009343,2.4750877540305574,0.9409300723389595,20.208226424332278,0.9996923076923075,5,True,-23.00654011886258,-23.006540118833655,2.892619477279368e-11,2.892619477279368e-11,fb_000_to_010,6910.000000000002,3580.0,62.818181818181834,32.54545454545455,691.0000000000001,358.0,62.81818181818183,32.54545454545455,,,0.0,44,"(5, 3)",3.86081675866411,63,"(6, 19)",11.15061586999116,529.3022775484217,9,44,3.86081675866411,model_residual,"(5, 3)",continue
maze,0.05,0.97,articulation_only,0.15,turn_articulation,0.15,combined,0.15,999.0,1e-06,1e-06,1.2,raw,0.05,0.0,23.006540118833655,1.0,81,12,12,132,132,0,0.0,0.0,53.29527633391796,53.29527633391796,6.225683003690131,38,36.243674861517576,1.2840114989885063,36.243674861517576,1.2840114989885063,272.88513111844696,2.475087754030559,0.9409300723389595,19.467327527719252,0.9996923076923075,3,True,-23.006540118862056,-23.006540118833655,2.8400393148331204e-11,2.8400393148331204e-11,fb_000_to_011,8301.333333333336,4301.0,62.88888888888891,32.583333333333336,754.6666666666666,391.0,62.888888888888886,32.583333333333336,,,0.0,42,"(5, 1)",3.8508492555818368,63,"(6, 19)",12.167069276721735,597.5722845287688,10,42,3.8508492555818368,model_residual,"(5, 1)",continue
maze,0.05,0.97,articulation_only,0.15,turn_articulation,0.15,combined,0.15,999.0,1e-06,1e-06,1.2,raw,0.05,0.0,23.006540118833655,1.0,81,13,13,156,156,0,0.0,0.0,70.94130721061164,70.94130721061164,6.225683003690131,41,43.5940716799355,1.2681957848316494,43.5940716799355,1.2681957848316494,324.16641348402334,2.475087754030559,0.9409300723389595,18.67654181987644,0.9996923076923078,5,True,-23.00654011886276,-23.006540118833655,2.9103830456733704e-11,2.9103830456733704e-11,fb_000_to_012,9797.600000000002,5076.0,62.80512820512822,32.53846153846154,816.4666666666666,423.0,62.8051282051282,32.53846153846154,,,0.0,64,"(7, 1)",6.305073842492586,63,"(6, 19)",13.18352268345231,678.1287122238805,11,64,6.305073842492586,model_residual,"(7, 1)",continue
